"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","class","order","continentOcean","phylum","individualCount","typeStatus","eventTime"
"53","2020-11-12 17:02:05-03","UEL","FUEL","32405","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","A.A. de Oliveira","2009","12",NA,"Verdi, M; Klettenberg, DH; Klemz, G","3184","2009","11","23","Brasil","Santa Catarina","Morro Grande","Três Barras, Floresta Ombrófila Densa, Estádio suces. Avançado. Interior do fragmento.","-49.7207984924316","-28.8006000518799",NA,NA,"311","311",NA,"FUEL011644",NA,"22172","auto",NA,"Myrtales",NA,"Tracheophyta",NA,NA,NA
"54","2020-08-20 20:40:37-03","UFSC","FLOR","40660","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Sobral, M.","2010","01","25","Verdi, M.; Tomazi, A.L. & Klemz, G.","3031","2009","11","07","Brasil","Santa Catarina","Nova Veneza","São Bonifácio.","-49.588611","-28.708056","49º35'19''W","28º42'29''S","124","124","arbustiva, flor branca, 3m altura. Florística IFFSC 39 (Arbusto), Estádio Suces.: Médio de regeneração.","FLOR0040660",NA,NA,NA,NA,"Myrtales",NA,NA,NA,NA,NA
"55","2020-08-20 20:40:37-03","UFSC","FLOR","26483","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Sobral, M.","1992",NA,NA,"Jarenkow, J.A.","2232","1992","12","05","Brasil","Rio Grande do Sul","Torres","Perdida.","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"arvoreta, flor branco-rosada, Fruto Maduro, rosado-violáceo, 7m altura","FLOR0026483",NA,"20837","auto",NA,"Myrtales",NA,NA,NA,NA,NA
"56","2020-08-20 20:40:37-03","UFSC","FLOR","7076","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Sobral, M.","1993",NA,NA,"Bresolin, A.","1379","1979","12","19","Brasil","Santa Catarina","Florianópolis","Lagoa do Peri, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"250","250","arvoreta, 8m altura","FLOR0007076",NA,"27000","auto",NA,"Myrtales",NA,NA,NA,NA,NA
"57","2020-08-20 20:40:37-03","UFSC","FLOR","1651","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Legrand, C.D.","1967",NA,NA,"Klein, R.M.","7062","1967","01","16","Brasil","Santa Catarina","Florianópolis","Morro do Ribeirão, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"300","300","árvore, flor branca, 10m altura","FLOR0001651",NA,"27000","auto",NA,"Myrtales",NA,NA,NA,NA,NA
"58","2020-08-20 20:40:37-03","UFSC","FLOR","1688","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Legrand, C.D.","1971",NA,NA,"Klein, R.M.","9183","1970","12","19","Brasil","Santa Catarina","Florianópolis","Pântano do sul, Ilha de Santa catarina.","-48.5491981506348","-27.596700668335",NA,NA,"200","200","arbusto, flor branca, 1m altura","FLOR0001688",NA,"27000","auto",NA,"Myrtales",NA,NA,NA,NA,NA
"59","2020-08-20 20:40:37-03","UFSC","FLOR","5500","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand",NA,NA,NA,NA,"Klein, R.M.; Bresolin, A.","8791","1970","10","20","Brasil","Santa Catarina","Florianópolis","Pântano do Sul, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"100","100","arbusto, Fruto Imaturo, verde, 3m altura","FLOR0005500",NA,"27000","auto",NA,"Myrtales",NA,NA,NA,NA,NA
"60","2020-08-20 20:40:37-03","UFSC","FLOR","2079","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Legrand, C.D.","1973",NA,NA,"Bresolin, A.","593","1972","10","02","Brasil","Santa Catarina","Florianópolis","Rio Tavares, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"400","400","arbusto, Fruto Maduro, roxo, 3m altura","FLOR0002079",NA,"27000","auto",NA,"Myrtales",NA,NA,NA,NA,NA
"61","2020-08-20 20:40:37-03","UFSC","FLOR","2395","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Legrand, C.D.","1974",NA,NA,"Bresolin, A.","653","1972","12","11","Brasil","Santa Catarina","Florianópolis","Testa do Macaco, Ribeirão, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"380","380","arvoreta, Fruto Maduro, roxo","FLOR0002395",NA,"27000","auto",NA,"Myrtales",NA,NA,NA,NA,NA
"62","2020-08-20 20:40:37-03","UFSC","FLOR","974","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Legrand, C.D.","1963",NA,NA,"Reitz, R.; Klein, R.M.","7398","1958","10","18","Brasil","Santa Catarina","Rio do Sul","Matador.","-49.6431007385254","-27.2141990661621",NA,NA,"350","350","arvoreta, flor branca, 4m altura","FLOR0000974",NA,"15163","auto",NA,"Myrtales",NA,NA,NA,NA,NA
"63","2021-02-08 12:44:16-03","UFRGS","ICN","092287","S","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Daniel, A",NA,NA,NA,"Daniel, A","s.n.","1987","09","19","Brasil","RS","Parobé","Fazenda Martins Santa Cristina do Pinhal","-50.85","-29.683333","-50.85","-29.683333",NA,NA,"Mata ripária",NA,NA,NA,NA,NA,NA,"América do Sul","Dicotyledon",NA,NA,NA
"64","2021-02-08 12:44:16-03","UFRGS","ICN","092296","S","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Daniel, A",NA,NA,NA,"Daniel, A","s.n.","1987","11","02","Brasil","RS","Canela","Arroio Müller- Linha São Paulo/Canastra","-50.692222","-29.392778","-50.692222","-29.392778","6","6","Mata ripária",NA,NA,NA,NA,NA,NA,"América do Sul","Dicotyledon",NA,NA,NA
"65","2021-02-08 12:44:16-03","UFRGS","ICN","159072","S","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Molz, M",NA,NA,NA,"Molz, M","s.n.","2006","06","19","Brasil","RS","Campo Bom",NA,"-51.012222","-29.671667","-51.012222","-29.671667","93","93","Fruto atreopurpúreo.",NA,NA,NA,NA,NA,NA,"América do Sul","Dicotyledon",NA,NA,NA
"66","2021-02-08 12:44:16-03","UFRGS","ICN","159072b","S","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Molz, M",NA,NA,NA,"Molz, M","s.n.","2006","06","19","Brasil","RS","Campo Bom",NA,"-51.012222","-29.671667","-51.012222","-29.671667","93","93",NA,NA,NA,NA,NA,NA,NA,"América do Sul","Dicotyledon",NA,NA,NA
"67","2021-02-08 12:44:16-03","UFRGS","ICN","159741","S","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Molz, M",NA,NA,NA,"Molz, M","115","2003",NA,NA,"Brasil","RS","Araricá","cerca de 1 2 km do centro da cidade 22J506253.23 E 6725537.64 S área de mestrado de Martin Molz","-50.935556","-29.599722","-50.935556","-29.599722","90","90",NA,NA,NA,NA,NA,NA,NA,"América do Sul","Dicotyledon",NA,NA,NA
"68","2021-02-08 12:44:16-03","UFRGS","ICN","176531","S","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Molz, M",NA,NA,NA,"Molz, M","s.n.","2008","12","05","Brasil","RS","Maquiné","Costa do Quadros, na divida com Terra de Areia","-50.132778","-29.646667","-50.132778","-29.646667","227","227","Material testemunho do Doutorado de Martin Molz; 5m de altura, CAP = 21 + 17 cm, córtex lisos, esfoliante",NA,NA,NA,NA,NA,NA,"América do Sul","Dicotyledon",NA,NA,NA
"69","2021-02-08 12:44:16-03","UFRGS","ICN","178475","S","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Molz, M",NA,NA,NA,"Molz, M; Grings, M; Seger, G","s.n.","2011","11","17","Brasil","RS","Três Cachoeiras",NA,"-49.920833","-29.4475","-49.920833","-29.4475","18","18","WGS-84; Arvoreta com 7 m de altura, frutos negros, muito saborosos",NA,NA,NA,NA,NA,NA,"América do Sul","Dicotyledon",NA,NA,NA
"70","2021-02-08 12:44:16-03","UFRGS","ICN","192167","S","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Molz, M",NA,NA,NA,"Molz, M","s.n.","2006","09","07","Brasil","RS","Campo Bom",NA,"-51.012222","-29.671667","-51.012222","-29.671667","93","93","fruto atropurpureo",NA,NA,NA,NA,NA,NA,"América do Sul","Dicotyledon",NA,NA,NA
"71","2021-02-08 12:44:16-03","UFRGS","ICN","103870","S","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Sobral, M",NA,NA,NA,"Sevegnani, L","s.n.","1993","01","15","Brasil","RS","Maquiné","Est. Experimental Fitotécnica de Osório","-50.2071990966797","-29.6749992370605",NA,NA,NA,NA,"Árvore de 6 m de altura.; Mata secundária",NA,NA,"28094","auto",NA,NA,"América do Sul","Dicotyledon",NA,NA,NA
"72","2021-02-08 12:44:16-03","UFRGS","ICN","106031","S","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Sobral, M","1992",NA,NA,"Sobral, M; Jarenkow, JA","7304","1992","08",NA,"Brasil","RS","Morrinhos do Sul",NA,"-49.934700012207","-29.3649997711182",NA,NA,NA,NA,"Arbusto de 3 m de altura, flores brancas, casca lisa e castanha.; Interior de mata",NA,NA,"12766","auto",NA,NA,"América do Sul","Dicotyledon",NA,NA,NA
"73","2021-02-08 12:44:16-03","UFRGS","ICN","061838","S","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Sobral, M","1984",NA,NA,"Baptista, L","s.n.","1984","09",NA,"Brasil","RS","Taquara","Santa Cristina do Pinhal","-50.7806015014648","-29.6506004333496",NA,NA,NA,NA,"Interior de mata",NA,NA,"22252","auto",NA,NA,"América do Sul","Dicotyledon",NA,NA,NA
"74","2021-02-08 12:44:16-03","UFRGS","ICN","106038","S","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Sobral, M","1991",NA,NA,"Sobral, M; et al.","7165",NA,NA,NA,"Brasil","RS","Terra de Areia",NA,"-50.07080078125","-29.5853004455566",NA,NA,NA,NA,"Arbusto de 3 m de altura e frutos imaturos.; Interior de mata",NA,NA,"32697","auto",NA,NA,"América do Sul","Dicotyledon",NA,NA,NA
"75","2021-02-08 12:44:16-03","UFRGS","ICN","111808","S","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Sobral, M","1992","12",NA,"Jarenkow, JA","2232","1992","12","05","Brasil","RS","Torres","Perdida","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Arvoreta com cerca de 7 m de altura, flores branco-rosadas e frutos iamturos rosado-violáceos.; Em Mata Atlântica de Encosta",NA,NA,"20837","auto",NA,NA,"América do Sul","Dicotyledon",NA,NA,NA
"76","2021-02-08 12:44:16-03","UFRGS","ICN","120966","S","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Baptista, LRM",NA,NA,NA,"Nunes, CC","s.n.","1999","02","19","Brasil","RS","Dom Pedro de Alcântara",NA,"-49.8497009277344","-29.3694000244141",NA,NA,NA,NA,NA,NA,NA,"7549","auto",NA,NA,"América do Sul","Dicotyledon",NA,NA,NA
"77","2021-02-08 12:44:16-03","UFRGS","ICN","002234","S","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Mattos, JR","1975",NA,NA,"Rosa, S","s.n.","1960","01","26","Brasil","RS","Gravataí","Morungava","-50.9919013977051","-29.9444007873535",NA,NA,NA,NA,NA,NA,NA,"25424","auto",NA,NA,"América do Sul","Dicotyledon",NA,NA,NA
"78","2021-02-08 12:44:16-03","UFRGS","ICN","003230","S","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Sobral, M","1990",NA,NA,"Baptista, L","s.n.","1961","02","19","Brasil","RS","Santo Antônio da Patrulha","Monjolo","-50.5196990966797","-29.8174991607666",NA,NA,NA,NA,NA,NA,NA,"29157","auto",NA,NA,"América do Sul","Dicotyledon",NA,NA,NA
"79","2021-02-08 12:44:16-03","UFRGS","ICN","027825","S","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Sobral, M",NA,NA,NA,"Irgang, BE","s.n.","1972","08","07","Brasil","RS","Torres","Parque de Torres Morro Itapeva","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Beira da lagoa.",NA,NA,"20837","auto",NA,NA,"América do Sul","Dicotyledon",NA,NA,NA
"80","2020-12-01 09:01:51-03","MCN-FZBRS","HAS","75818","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D. Legrand","Grings, M.","2011","07","26","Rosa, S. da","s.n.","1960","01",NA,"Brasil","Rio Grande do Sul","Gravataí","Morungava","-50.9919013977051","-29.9444007873535",NA,NA,NA,NA,NA,"HAS0075818",NA,"25424","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA
"81","2020-12-01 09:01:51-03","MCN-FZBRS","HAS","36911","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D. Legrand","Molz, M.","2017","03","23","Abruzzi, M.L.","3324",NA,NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HAS0036911",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA
"82","2020-12-01 09:01:51-03","MCN-FZBRS","HAS","75814","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D. Legrand","Grings, M.","2011","07","26","Mattos, J.","7066","1959","12",NA,"Brasil","Rio Grande do Sul","Braço do Norte","Rio do Meio",NA,NA,NA,NA,NA,NA,"no mato 2 m","HAS0075814",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA
"83","2020-12-01 09:01:51-03","MCN-FZBRS","HAS","75817","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D. Legrand","Grings, M.","2011","07","26","Mattos, J.","4844","1957","05",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro Santana","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"40 cm","HAS0075817",NA,"29946","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA
"84","2020-12-01 09:01:51-03","MCN-FZBRS","HAS","42523","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D. Legrand","Senna, R. M.","2002",NA,NA,"Senna, R.M.; Abruzzi, M. L.","499","2001","11",NA,"Brasil","Rio Grande do Sul","Santo Antônio da Patrulha","Arroio Miraguai, mata alagável","-50.5196990966797","-29.8174991607666",NA,NA,NA,NA,"PROJETO Santo Antônio da Patrulha; Árvore.","HAS0042523",NA,"29157","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA
"85","2020-12-01 09:01:51-03","MCN-FZBRS","HAS","75815","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D. Legrand","Grings, M.","2011","07","26","Mattos, J.","6075","1958","10",NA,"Brasil","Rio Grande do Sul","Taquara",NA,"-50.7806015014648","-29.6506004333496",NA,NA,NA,NA,"no mato","HAS0075815",NA,"22252","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA
"86","2020-12-01 09:01:51-03","MCN-FZBRS","HAS","75813","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D. Legrand","Grings, M.","2011","07","26","Mattos, J.","6076","1958","10",NA,"Brasil","Rio Grande do Sul","Taquara",NA,"-50.7806015014648","-29.6506004333496",NA,NA,NA,NA,"no mato","HAS0075813",NA,"22252","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA
"87","2020-12-01 09:01:51-03","MCN-FZBRS","HAS","75819","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D. Legrand","Grings, M.","2011","07","26","Mattos, J.","6034","1958","04",NA,"Brasil","Rio Grande do Sul","Taquara","a 3 Km da cidade","-50.7806015014648","-29.6506004333496",NA,NA,NA,NA,NA,"HAS0075819",NA,"22252","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA
"88","2020-12-01 09:01:51-03","MCN-FZBRS","HAS","75816","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D. Legrand","Grings, M.","2011","07","26","Mattos, J.","s.n.","1962","07",NA,"Brasil","Santa Catarina","Laguna","3 km ao norte de Laguna, na estrada Laguna-Tubarão","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,"numa capoeira; 1,7 m de altura","HAS0075816",NA,"21199","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA
"89","2020-12-01 09:01:51-03","MCN-FZBRS","HAS","75777","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D. Legrand","Mattos, J.",NA,NA,NA,"Mattos, J.","s.n.","1959","01",NA,"Brasil","Santa Catarina","Orleans",NA,"-49.2914009094238","-28.3589000701904",NA,NA,NA,NA,NA,"HAS0075777",NA,"31549","auto",NA,NA,NA,"Magnoliophyta",NA,NA,NA
"90","2020-12-01 09:01:51-03","MCN-FZBRS","HAS","87608","PreservedSpecimen","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Legrand, C. D.","1960",NA,NA,"Reitz","9301","1959","10",NA,"Brasil","Santa Catarina","Sombrio","Pirão Frio","-49.61669921875","-29.113899230957",NA,NA,"10","10","Na mata, arvoreta 5m de altura, flor branca.","HAS0087608",NA,"16515","auto",NA,NA,NA,"Magnoliophyta",NA,"Isotypus",NA
"91","2020-07-30 09:38:55-03","IBt","SP","256389","S","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Sobral, M","1992",NA,NA,"Sobral, M; Jarenkow, JA","7304","1992","08",NA,"Brasil","Rio Grande do Sul","Morrinhos do Sul","Chocalateira, mata atlântica.","-49.934700012207","-29.3649997711182",NA,NA,NA,NA,"Arbusto 3m alt., em interior de mata, flores brancas, casca lisa, castanha.",NA,NA,"12766","auto",NA,NA,NA,NA,NA,NA,NA
"92","2019-11-21 10:12:30-03","IBt","SP","256396","S","Plantae","Myrtaceae","Myrciaria","plinioides","Myrciaria plinioides","D.Legrand","Sobral, M","1991",NA,NA,"Sobral, M; et al.","7165",NA,NA,NA,"Brasil","Rio Grande do Sul","Terra de Areia","Região de mata atlântica.","-50.07080078125","-29.5853004455566",NA,NA,NA,NA,"Arbusto 3m alt., em interior de mata, frutos imaturos.",NA,NA,"32697","auto",NA,NA,NA,NA,NA,NA,NA
