"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","class","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","infraspecificEpithet"
"47","2019-11-01 15:17:39-03","UnB","UB","163176","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth",NA,"Munhoz, CBR; Emmert, P; Mello, TRB","7164","2010","04","02","Southern America","Brasil","Minas Gerais","Diamantina","Grade a caminho de Campos Tristes","-43.758611","-17.915278",NA,"Erva, 1,5m; Afloramento de rocha em campo limpo úmido","UB0029215","UB0029215","-43.758611","-17.915278","1285","1285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-11-01 15:17:39-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth",NA,"Munhoz, CBR; Emmert, P; Mello, TRB","7164","2010","04","02","Southern America","Brasil","Minas Gerais","Diamantina","Grade a caminho de Campos Tristes","-43.758611","-17.915278",NA,"Erva, 1,5m; Afloramento de rocha em campo limpo úmido","UB0029246","UB0029246","-43.758611","-17.915278","1285","1285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-05-06 12:03:00-03","UFU","HUFU","37457","S","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","Wanderley, M.G.L.","Oliveira, G.C.","1616","2002","11","25",NA,"Brasil","Minas Gerais","Uberaba","Fazenda Santa Juliana, A 300 metros da BR 050, na altura do km 50.","-47.9319000244141","-19.7483005523682",NA,"Herbácea ca. de 0,60 m. Amarela.; Vereda.","HUFU00033232","HUFU00033232",NA,NA,NA,NA,"73879","auto",NA,NA,"2005","03","18",NA,NA,NA
"50","2019-05-06 12:03:00-03","UFU","HUFU","37449","S","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","Wanderley, M.G.","Oliveira, G.C.","1251","2002","09","30",NA,"Brasil","Minas Gerais","Uberaba","Fazenda Santa Juliana, A 300 metros da BR 050, na altura do km 50.","-47.9319000244141","-19.7483005523682",NA,"Herbácea ca. de 0,50 m. Amarela.; Vereda.","HUFU00033241","HUFU00033241",NA,NA,NA,NA,"73879","auto",NA,NA,"2005","03","18",NA,NA,NA
"51","2019-05-06 12:03:00-03","UFU","HUFU","41452","S","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","Wanderley, M.G.L.","Oliveira, G.C.","1553","2002","11","25",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda Estiva, A 10 km da BR 050, na altura do km 25.","-48.2771987915039","-18.9186000823975",NA,"Herbácea ca. de 0,60 m. Amarela.; Vereda.","HUFU00033245","HUFU00033245",NA,NA,NA,NA,"58223","auto",NA,NA,"2005","04","18",NA,NA,NA
"52","2019-05-06 12:03:00-03","UFU","HUFU","37456","S","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","Wanderley, M.G.L.","Oliveira, G.C.","2620","2002","11","25",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda Pinusplan, A 6 km da BR 050, na altura do km 25.","-48.2771987915039","-18.9186000823975",NA,"Herbácea ca. de 0,60 m.; Vereda.","HUFU00033239","HUFU00033239",NA,NA,NA,NA,"58223","auto",NA,NA,"2005","03","18",NA,NA,NA
"53","2019-05-06 12:03:00-03","UFU","HUFU","41453","S","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","Wanderley, M.G.L.","Oliveira, G.C.","1156","2002","09","27",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda Rio das Pedras, A 300 metros da BR 497, na altura do km 5.","-48.2771987915039","-18.9186000823975",NA,"Herbácea ca. de 0,60 m. Amarela.; Vereda.","HUFU00033246","HUFU00033246",NA,NA,NA,NA,"58223","auto",NA,NA,"2005","04","18",NA,NA,NA
"54","2019-05-06 12:03:00-03","UFU","HUFU","37462","S","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth",NA,"Oliveira, G.C.","2449","2003","01","22",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda Rio das Pedras, A 300 metros da BR 497, na altura do km 5.","-48.2771987915039","-18.9186000823975",NA,"HErbácea, ca. 0,6 m. Amarela.; Vereda.","HUFU00033242","HUFU00033242",NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-05-06 12:03:00-03","UFU","HUFU","37460","S","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","Wanderley, M.G.","Oliveira, G.C.","1729","2002","11","27",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda Rio das Pedras, A 300 metros da BR 497, na altura do km 5.","-48.2771987915039","-18.9186000823975",NA,"Herbácea ca. de 0,50 m. Amarela.; Vereda.","HUFU00033230","HUFU00033230",NA,NA,NA,NA,"58223","auto",NA,NA,"2005","03","18",NA,NA,NA
"56","2019-05-06 12:03:00-03","UFU","HUFU","37450","S","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","Wanderley, M.G.","Oliveira, G.C.","2088","2002","12","26",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda Rio das Pedras, A 300 metros da BR 497, na altura do km 5.","-48.2771987915039","-18.9186000823975",NA,"Herbácea ca. de 0,50 m. Amarela.; Vereda.","HUFU00033240","HUFU00033240",NA,NA,NA,NA,"58223","auto",NA,NA,"2005","03","18",NA,NA,NA
"57","2019-05-06 12:03:00-03","UFU","HUFU","37461","S","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth",NA,"Oliveira, G.C.","2381","2003","01","22",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó, a 300 metros da estrada vicinal RM 479, na altura do km 1,3.","-48.2771987915039","-18.9186000823975",NA,"Herbácea, ca. 0,6 m. Amarela.; Vereda.","HUFU00033243","HUFU00033243",NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-05-06 12:03:00-03","UFU","HUFU","41456","S","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","Wanderley, M.G.","Oliveira, G.C.","306","2002","02","28",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó, A 300 metros da estrada vicinal RM 479, na altura do km 1,3.","-48.2771987915039","-18.9186000823975",NA,"Herbácea, ca. 0,60 m. Amarela.; Vereda.","HUFU00033248","HUFU00033248",NA,NA,NA,NA,"58223","auto",NA,NA,"2005","04","18",NA,NA,NA
"59","2019-05-06 12:03:00-03","UFU","HUFU","37459","S","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth",NA,"Oliveira, G.C.","2214","2003","01","20",NA,"Brasil","Minas Gerais","Uberaba","Fazenda Santa Juliana, A 300 metros da BR 050, na altura do km 50.","-47.9319000244141","-19.7483005523682",NA,"Herbácea, ca. 0,55 m. Amarela.; Vereda.","HUFU00033231","HUFU00033231",NA,NA,NA,NA,"73879","auto",NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-05-06 12:03:00-03","UFU","HUFU","41449","S","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","Wanderley, M.G.L.","Oliveira, G.C.","901","2002","06","30",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda Estiva, A 10 km BR 050, na altura do km 25.","-48.2771987915039","-18.9186000823975",NA,"Herbácea ca. de 0,60 m. Amarela.; Vereda.","HUFU00033238","HUFU00033238",NA,NA,NA,NA,"58223","auto",NA,NA,"2005","04","18",NA,NA,NA
"61","2019-05-06 12:03:00-03","UFU","HUFU","41451","S","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","Wanderley, M.G.","Oliveira, G.C.","1050","2002","08","16",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda Estiva, A 10 km da BR 050, na altura do km 25.","-48.2771987915039","-18.9186000823975",NA,"Herbácea, ca. 0,9 m. Amarela.; Vereda.","HUFU00033244","HUFU00033244",NA,NA,NA,NA,"58223","auto",NA,NA,"2005","04","18",NA,NA,NA
"62","2019-05-06 12:03:00-03","UFU","HUFU","41450","S","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","Wanderley, M.G.","Oliveira, G.C.","1406","2002","10","28",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda Estiva, A 10 km da BR 050, na altura do km 25.","-48.2771987915039","-18.9186000823975",NA,"Herbácea ca. de 0,60 m. Amarela.; Vereda.","HUFU00033237","HUFU00033237",NA,NA,NA,NA,"58223","auto",NA,NA,"2005","04","18",NA,NA,NA
"63","2019-05-06 12:03:00-03","UFU","HUFU","41454","S","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","Wanderley, M.G.","Oliveira, G.C.","1342","2002","10","22",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó, A 300 metros da estrada vicinal RM 479, na altura do km 1,3.","-48.2771987915039","-18.9186000823975",NA,"Herbácea ca. de 0,6 m.; Vereda.","HUFU00033247","HUFU00033247",NA,NA,NA,NA,"58223","auto",NA,NA,"2005","04","18",NA,NA,NA
"64","2019-05-06 12:03:00-03","UFU","HUFU","41455","S","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","Wanderley, M.G.","Oliveira, G.C.","1197","2002","09","30",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó, A 300 metros da estrada vicinal RM 479, na altura do km 1,3.","-48.2771987915039","-18.9186000823975",NA,"Herbácea ca. de 0,60 m. Amarela.; Vereda.","HUFU00033236","HUFU00033236",NA,NA,NA,NA,"58223","auto",NA,NA,"2005","04","18",NA,NA,NA
"65","2019-05-06 12:03:00-03","UFU","HUFU","41457","S","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","Wanderley, M.G.","Oliveira, G.C.","2023","2002","12","23",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó, A 300 metros da estrada vicinal RM 479, na altura do km 1,3.","-48.2771987915039","-18.9186000823975",NA,"Herbácea ca. de 0,65 m.; Vereda.","HUFU00033249","HUFU00033249",NA,NA,NA,NA,"58223","auto",NA,NA,"2005","04","18",NA,NA,NA
"66","2019-05-06 12:03:00-03","UFU","HUFU","41458","S","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","Wanderley, M.G.","Oliveira, G.C.","549","2002","04","23",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó, A 300 metros da estrada vicinal RM 479, na altura do km 1,3.","-48.2771987915039","-18.9186000823975",NA,"Herbácea, ca. 0,9 m. Amarela.; Vereda.","HUFU00033250","HUFU00033250",NA,NA,NA,NA,"58223","auto",NA,NA,"2005","04","18",NA,NA,NA
"67","2019-05-06 12:03:00-03","UFU","HUFU","37458","S","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","Wanderley, M.G.","Oliveira, G.C.","652","2002","05","30",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó, A 300 metros da estrada vicinal RM 479, na altura do km 1,3.","-48.2771987915039","-18.9186000823975",NA,"Herbácea ca. de 1 m.; Vereda.","HUFU00033251","HUFU00033251",NA,NA,NA,NA,"58223","auto",NA,NA,"2005","03","18",NA,NA,NA
"68","2020-08-20 20:41:48-03","UFSC","FLOR","64264","PreservedSpecimen","Plantae",NA,"Poales","Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","Lozano, E.D.","Lozano, E.D.; Engels, M.E.","2244","2013","12","11",NA,"Brasil","Paraná","Guarapuava","Rodovia BR-277, Campo em frente à concessionária Valtra-Shark.","-51.510833","-25.382778",NA,"Cespitosa, 40cm, flores amarelas, abundante","FLOR0064264","FLOR0064264","51º30'39''W","25º22'58''S",NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA
"69","2020-08-20 20:41:48-03","UFSC","FLOR","64265","PreservedSpecimen","Plantae",NA,"Poales","Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","Lozano, E.D.","Lozano, E.D.; Engels, M.E.","2285","2013","12","12",NA,"Brasil","Paraná","Candói","Fazenda Capão Redondo.","-51.803056","-25.423333",NA,"Cespitosa, 50cm, flores amarelas","FLOR0064265","FLOR0064265","51º48'11''W","25º25'24''S",NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA
"70","2017-09-11 16:28:55-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida euxyris","Kunth",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","Itú",NA,"-47.3","-23.26",NA,"in campis altis prope Ytú et Socrocaba.; HABITAT: in campis altis prope Ytú et Socrocaba.",NA,NA,"-47.3","-23.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"euxyris"
"71","2017-09-11 16:28:55-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida euxyris","Kunth",NA,"Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil","São Paulo","Itú",NA,"-47.3","-23.26",NA,"in campis altis prope Ytú et Socrocaba.; HABITAT: in campis altis prope Ytú et Socrocaba.",NA,NA,"-47.3","-23.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"euxyris"
"72","2021-02-08 12:54:46-03","UFRGS","ICN","009387","S","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","aff. rigida","Xyris aff. rigida","Kunth","Wanderley, MGL","Lindeman, JC; Lindeman, FM; Porto, ML; Girardi, AM","s.n.","1971","12","04","América do Sul","Brasil","RS",NA,"Rocinha, fronteira entre RS e SC, entre Bom Jesus e Turvo",NA,NA,NA,"pétalas amarelas; campo na margem do planalto, in Sphagnum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","09","29",NA,NA,NA
"73","2021-02-08 12:54:46-03","UFRGS","ICN","193445","S","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","Lozano, E D","Lozano, ED; Engesl, ME","2285","2013","12","12","América do Sul","Brasil","PR","Condói","Fazenda Capão Redondo.","-51.803056","-25.423333",NA,"Cespiosa,50 cm, flores amarelas, campo úmido em afloramento rochoso de basalto.; Campos de Guarapuava.",NA,NA,"-51.803056","-25.423333",NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA
"74","2021-02-08 12:54:46-03","UFRGS","ICN","007453","S","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","Wanderley, MGL","Ferreira, A; Irgang, B","s.n.","1969","12","18","América do Sul","Brasil","RS",NA,"Serra da Rocinha",NA,NA,NA,"flores amarelas; turfeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","09","29",NA,NA,NA
"75","2021-02-08 12:54:46-03","UFRGS","ICN","009370","S","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","Wanderley, MGL","Lindeman, JC; Lindeman, FM; Porto, ML; Girardi, AM","s.n.","1971","12","04","América do Sul","Brasil",NA,NA,"Rocinha, fronteira entre RS e SC, entre Bom Jesus e Turvo",NA,NA,NA,"pétalas amarelas; campo na margem do planalto, habitat pantanoso com Sphagnum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018","12","07",NA,NA,NA
"76","2021-02-08 12:54:46-03","UFRGS","ICN","193446","S","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","Lozano, E D","Lozano, ED; Engesl, ME","2244","2013","12","11","América do Sul","Brasil","PR","Guarapuava","Rodovia BR- 277, em frente à concessionária Valtra- Shark.","-51.510833","-25.382778",NA,"Cespiosa,40 cm,flores amarelas,abundante,campo úmido.; Campos de Guarapuava.",NA,NA,"-51.510833","-25.382778",NA,NA,NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA
"77","2021-02-08 12:54:46-03","UFRGS","ICN","068322","S","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","Wanderley, MGL","Roth, L","77","1988","02","01","América do Sul","Brasil","RS","Cambará do Sul","Itaimbezinho","-50.1446990966797","-29.0478000640869",NA,"coletada na turfeira",NA,NA,NA,NA,"950","950","30776","auto",NA,NA,"2018","12","07",NA,NA,NA
"78","2021-02-08 12:54:46-03","UFRGS","ICN","041753","S","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth","Wanderley, MGL","Boechat, S","s.n.","1977","03",NA,"América do Sul","Brasil","RS","Cambará do Sul","Taimbezinho","-50.1446990966797","-29.0478000640869",NA,"pântano",NA,NA,NA,NA,NA,NA,"30776","auto",NA,NA,"2018","12","07",NA,NA,NA
"79","2021-01-07 09:34:39-03","IBt","SP","454371","S","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth",NA,"Damasceno Jr, GA","4492","2006","12","10",NA,"Brasil","Mato Grosso do Sul","Campo Grande",NA,"-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-01-07 09:34:39-03","IBt","SP","467878","S","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth",NA,"Lozano, ED","2285","2013","12","12",NA,"Brasil","Paraná","Candói",NA,"-52.0558013916016","-25.5722007751465",NA,NA,NA,NA,NA,NA,NA,NA,"42664","auto",NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-01-07 09:34:39-03","IBt","SP","467877","S","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth",NA,"Lozano, ED","2244","2013","12","11",NA,"Brasil","Paraná","Guarapuava",NA,"-51.4580993652344","-25.395299911499",NA,NA,NA,NA,NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-01-07 09:34:39-03","IBt","SP","453322","S","Plantae",NA,NA,"Xyridaceae","Xyris","rigida","Xyris rigida","Kunth",NA,"Wanderley, MGL","3004","2013","11","20",NA,"Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
