"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"197","2021-03-01 16:29:26-03","UNICAMP","UEC","94847","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Marcondes-Ferreira, W; Semir, J; Hind, DJN; Dutilh, JHA; Nakajima, JN; Belinello, R","1500","1997","11","05",NA,"Brazil",NA,NA,"Arbusto, ca. 15m, com flores creme.","UEC004950","Magnoliopsida",NA,"Mart.","Loiola, MIB","São Paulo","Pedregulho","Estreito, Perto da Faz. 3 irmãos, campo rupestre.","-47.4700012207031","-20.25","UEC004950",NA,NA,NA,NA,"2011","10","27","27552","auto",NA,NA,NA,NA,NA
"198","2019-11-06 09:55:13-03","UFOP","OUPR","27010","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Ramos, M.B.C.; Messias, M.C.T.B.; Lelis, S.M. & Lopes, H.N.S.","06","2012","10","17",NA,"Brasil",NA,NA,"Arbusto. 1,5 metros de altura. Pétalas amarelo-claras. Mata Ripária.",NA,NA,NA,"Mart.","Ramos, M.B.C.","Minas Gerais","Ouro Branco","Parque Estadual Serra do Ouro Branco, Coletada próximo ao balneário do PESOB","-43.675906","-20.491872",NA,"1245","1245","-43.675906","-20.491872","2013","02","20",NA,NA,NA,NA,NA,NA,NA
"199","2021-03-16 17:53:12-03","UCS","HUCS","35364","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Mendes, S.","75","2002","06","27",NA,"Brasil",NA,NA,"Herbário HUFU 28009; cerrado",NA,"Angiospermae","Malpighiales","Mart.",NA,"Minas Gerais","Perdizes","Galheiro EPDA - estrada para Céu do Cavalo","-47.2928009033203","-19.3528003692627",NA,NA,NA,NA,NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA
"200","2021-04-05 11:06:00-03","UNESP-IBB","BOTUW","1681","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum",NA,NA,"2003","10","18",NA,"Brasil",NA,NA,"Raiz indivíduo 1 coletada a 30 cm de profundidade.","BOTUW001681",NA,NA,"St. Hill.",NA,"São Paulo","Pratânia","Fazenda Palmeira da Serra, Pratânia","-48.743278","-22.813944",NA,NA,NA,"48° 44' 35,8 W","22° 48' 50,2 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2021-04-05 11:06:00-03","UNESP-IBB","BOTUW","1402","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Clemente",NA,"2003","04","16",NA,"Brasil",NA,NA,NA,"BOTUW001402",NA,NA,"Mart.",NA,"São Paulo","Pratânia","Fazenda Palmeira da Serra.","-48.733333","-22.8",NA,NA,NA,"48°44'W","22°48'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2021-04-05 11:06:00-03","UNESP-IBB","BOTUW","1683","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum",NA,NA,"2003","10","18",NA,"Brasil",NA,NA,"Raiz, indivíduo 2 coletada a 60 cm de profundidade.","BOTUW001683",NA,NA,"St. Hill.",NA,"São Paulo","Pratânia","Fazenda Palmeira da Serra, Pratânia","-48.743278","-22.813944",NA,NA,NA,"48° 44' 35,8 W","22° 48' 50,2 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2021-04-05 11:06:00-03","UNESP-IBB","BOTUW","1682","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum",NA,NA,"2003","10","18",NA,"Brasil",NA,NA,"Raiz, indivíduo 1 coletada a 60 cm de profundidade.","BOTUW001682",NA,NA,"St. Hill.",NA,"São Paulo","Pratânia","Fazenda Palmeira da Serra, Pratânia","-48.743278","-22.813944",NA,NA,NA,"48° 44' 35,8 W","22° 48' 50,2 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2021-04-05 11:06:00-03","UNESP-IBB","BOTUW","1338","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arbusto","BOTUW001338",NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2021-04-05 11:06:00-03","UNESP-IBB","BOTUW","1680","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum",NA,NA,"2003","10","18",NA,"Brasil",NA,NA,"Caule do arbusto, 2 m de altura, caule cilindrico, suberoso, flores brancas.","BOTUW001680",NA,NA,"St. Hill.",NA,"São Paulo","Pratânia","Fazenda Palmeira da Serra, Pratânia","-48.743278","-22.813944",NA,NA,NA,"48° 44' 35,8 W","22° 48' 50,2 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2021-04-05 11:06:00-03","UNESP-IBB","BOTUW","2042","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Sonsin, J.O & Campos J.C",NA,"2008","09","10",NA,"Brasil",NA,NA,"Cerrado, altura da arvore 1,8 m, Circunferência altura do peito 16 cm. (2)","BOTUW002042",NA,NA,"Mart.","Campos, J.C","S.Paulo","Pratânia","Fazenda Palmeira da Serra","-48.523917","-23.04875","BOTUW002042_w1",NA,NA,"48° 31'26,1 W","23° 02' 55,5 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2021-03-21 19:34:09-03","UFC","EAC","46580","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Arenhart, N.","43","1999","11","11","Southern America","Brasil",NA,NA,"Arvoreta, 2m, casca suberosa, flor amarela; Cerrado","EAC0046580","Dicotyledon",NA,"Mart.","Loiola, M.I.B.","Mato Grosso","Nova Xavantina","Campus Universitário da UNEMAT, Estação Ecológica, Trilha do Bambu","-52.353099822998","-14.6732997894287","EAC0046580",NA,NA,NA,NA,"2010","03","18","79739","auto",NA,NA,NA,NA,NA
"208","2021-03-21 19:34:09-03","UFC","EAC","48740","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Assis, L.C.S.; Salimena, F.R.G.","207",NA,NA,NA,"Southern America","Brasil",NA,NA,"Árvore; tronco sulcado amarronzado; flor amarela, cálice marrom claro.; Cerrado","EAC0048740","Dicotyledon",NA,"Mart.","Loiola, M.I.B.; Cordeiro, L.S.","Minas Gerais","Couto Magalhães","Estrada Couto Magalhães-Senador Mourão km 551",NA,NA,"EAC0048740",NA,NA,NA,NA,"2011","01","18",NA,NA,NA,NA,NA,NA,NA
"209","2021-03-21 19:34:09-03","UFC","EAC","53157","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Bueno, M.L.; Souza, A.F.; Rocha-Junior, E.O.; Neves, D.R.M.","710","2008","01","19","Southern America","Brasil",NA,NA,"Árvore, 5m de altura.; Cerradão","EAC0053157","Dicotyledon",NA,"Mart.","Loiola, M.I.B.","Mato Grosso do Sul","Campo Grande",NA,"-54.616667","-20.45","EAC0053157","545","545","-54.616667","-20.45","2012","11","22",NA,NA,NA,NA,NA,NA,NA
"210","2021-03-21 19:34:09-03","UFC","EAC","54001","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Sobral, M.","15120","2012","11","19","Southern America","Brasil",NA,NA,"Arbusto, 1,5 m.","EAC0054001","Dicotyledon",NA,"Mart.","Loiola, M.I.B.","Minas Gerais","Nazareno","BR 265, Mata de galeria junto à estrada; em campo.","-44.527222","-21.253611","EAC0054001",NA,NA,"-44.527222","-21.253611","2013","07","05",NA,NA,NA,NA,NA,NA,NA
"211","2021-03-21 19:34:09-03","UFC","EAC","58889","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Martins, C.R.","1872","2015","09","27","Southern America","Brasil",NA,NA,"Arbusto; 90 cm.; Cerrado.","EAC0058889","Dicotyledon",NA,"Mart.","Loiola, M.I.B.","Distrito Federal","Brasília","Parque Nacional de Brasília, entorno da estrada de acesso à Cascalheira do Exército.","-47.942325","-15.738861","EAC0058889",NA,NA,"-47.942325","-15.738861","2016","01","07",NA,NA,NA,NA,NA,NA,NA
"212","2019-11-25 12:11:49-03","UFSM","SMDB","3423","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","MGC; STS","s.n.","1991","10","23",NA,"Brasil",NA,NA,NA,"SMDB003423",NA,NA,"Mart.","Loiola, M I B","Minas Gerais","Minas Gerais","Grão Mogol ( Vale do Cór. Alegre)",NA,NA,NA,NA,NA,NA,NA,"2003","09",NA,NA,NA,NA,NA,NA,NA,NA
"213","2020-12-21 16:23:52-03","MBM","MBM","63541","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Christenson, G.M.; et al.; et al.","1177","1979","09","17","Southern America","Brazil",NA,NA,NA,"MBM063541",NA,NA,"Mart.","Plowman, T.","Mato Grosso","Chapada dos Guimarães","Chapada dos Guimarães","-55.749698638916","-15.460599899292","MBM063541",NA,NA,NA,NA,NA,NA,NA,"107042","auto",NA,NA,NA,NA,NA
"214","2020-12-21 16:23:52-03","MBM","MBM","269254","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Souza, V.C.; et al.; et al.","21171","1998","09","06","Southern America","Brazil",NA,NA,NA,"MBM269254",NA,NA,"Mart.","Mendonça, J.O.","Minas Gerais","Ibiraci","Estrada entre Franca - São Paulo e Ibiraci - Santa Catarina","-47.122200012207","-20.4622001647949","MBM269254",NA,NA,NA,NA,NA,NA,NA,"29018","auto",NA,NA,NA,NA,NA
"215","2020-12-21 16:23:52-03","MBM","MBM","27130","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Macedo, A.","491","1944","08","13","Southern America","Brazil",NA,NA,NA,"MBM027130",NA,NA,"Mart.",NA,"Minas Gerais","Ituiutaba","Ituiutaba","-49.4650001525879","-18.968900680542","MBM027130",NA,NA,NA,NA,NA,NA,NA,"50022","auto",NA,NA,NA,NA,NA
"216","2020-12-21 16:23:52-03","MBM","MBM","267173","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Gottsberger, I.","13-1411","1974","11","14","Southern America","Brazil",NA,NA,NA,"MBM267173",NA,NA,"Mart.","Gottsberger, I.","São Paulo","Botucatu","Botucatu","-48.439998626709","-22.8799991607666","MBM267173",NA,NA,NA,NA,NA,NA,NA,"40412","auto",NA,NA,NA,NA,NA
"217","2020-12-21 16:23:52-03","MBM","MBM","244644","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Ratter, J.A.; et al.; et al.","7953","1997","11","08","Southern America","Brazil",NA,NA,NA,"MBM244644",NA,NA,"Mart.",NA,"Tocantins",NA,"Rodovia para São Valério da Natividade, ca. 50km de Natividade",NA,NA,"MBM244644",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2020-12-21 16:23:52-03","MBM","MBM","409583","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Antar, G.M.; Alves, G.G.N.; Alves, G.G.N.","995","2016","02","12","Southern America","Brazil",NA,NA,"Arvoreta ca. 1 m alt. Tronco suberoso. Flores castanhas.; Cerrado degradado. Solo arenoso seco.","MBM409583",NA,NA,"Mart.","Antar G.M.","São Paulo","Salto","Terreno no cruzamento da Avenida Getúlio Vargas com a rodovia SP 075","-47.307222","-23.186111","MBM409583","560","560","-47.307222","-23.186111","2016","03",NA,NA,NA,NA,NA,NA,NA,NA
"219","2020-12-21 16:23:52-03","MBM","MBM","414589","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Brotto, M.L.; Barboza, E.; Vaz, J.; Barboza, E.; Vaz, J.","2725","2018","09","07","Southern America","Brazil",NA,NA,"Arbusto com 2 m de altura; flores verde-amareladas.; Cerrado rupestre / Cerrado sensu stricto.","MBM414589",NA,NA,"Mart.","Barboza, E.","Minas Gerais","São João Batista do Glória","Serra da Canastra, próximo à barragem de Furnas","-46.331944","-20.656944",NA,"752","752","-46.331944","-20.656944","2018","09","19",NA,NA,NA,NA,NA,NA,NA
"220","2020-12-21 16:23:52-03","MBM","MBM","416160","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Cordeiro, J.; Brotto, M.L.; Brotto, M.L.","5804","2018","11","14","Southern America","Brazil",NA,NA,"Arbusto com 1,3 m de altura; corola branca.; Savana (Cerrado sensu stricto).","MBM416160",NA,NA,"Mart.","Barboza, E.","Minas Gerais","Riacho dos Machados","Rodovia MG-120","-43.041111","-16.081667",NA,"885","885","-43.041111","-16.081667","2019","02","05",NA,NA,NA,NA,NA,NA,NA
"221","2020-12-21 16:23:52-03","MBM","MBM","416220","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Brotto, M.L.; Cordeiro, J.; Cordeiro, J.","3025","2018","11","15","Southern America","Brazil",NA,NA,"Árvore com 3 m de altura; flores brancas.; Savana (Cerrado sensu stricto).","MBM416220",NA,NA,"Mart.","Barboza, E.","Minas Gerais","Grão Mogol","Serra Periperi, início da subida","-42.931944","-16.534722",NA,"950","950","-42.931944","-16.534722","2019","02","05",NA,NA,NA,NA,NA,NA,NA
"222","2020-12-21 16:23:52-03","MBM","MBM","86156","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Plowman, T.","s.n.","1980","04","02","Southern America","Brazil",NA,NA,NA,"MBM086156",NA,NA,"Mart.",NA,"Distrito Federal",NA,"15km south of Brasília",NA,NA,"MBM086156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2020-12-21 16:23:52-03","MBM","MBM","86166","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Plowman, T.","9956","1980","04","03","Southern America","Brazil",NA,NA,NA,"MBM086166",NA,NA,"Mart.","Plowman, T.","Distrito Federal",NA,"Chapada da Contagem",NA,NA,"MBM086166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2020-12-21 16:23:52-03","MBM","MBM","139327","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","54740","1990","10","18","Southern America","Brazil",NA,NA,NA,"MBM139327",NA,NA,"Mart.","Hensold, N.","Goiás","Alto Paraíso de Goiás","Moim","-47.5099983215332","-14.1324996948242","MBM139327",NA,NA,NA,NA,NA,NA,NA,"44724","auto",NA,NA,NA,NA,NA
"225","2020-12-21 16:23:52-03","MBM","MBM","184512","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Hatschbach, G.; Pott, A.; Barboza, E.; Pott, A.; Barboza, E.","63691","1995","10","21","Southern America","Brazil",NA,NA,NA,"MBM184512",NA,NA,"Mart.","Hatschbach, G.","Mato Grosso","Chapada dos Guimarães","Área do SINDACTA, arredores","-55.749698638916","-15.460599899292","MBM184512",NA,NA,NA,NA,NA,NA,NA,"107042","auto",NA,NA,NA,NA,NA
"226","2020-12-21 16:23:52-03","MBM","MBM","102597","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Hatschbach, G.","49631","1985","09","13","Southern America","Brazil",NA,NA,NA,"MBM102597",NA,NA,"Mart.","Plowman, T.","Minas Gerais","Datas","Tombadouro","-43.6557998657227","-18.4456005096436","MBM102597",NA,NA,NA,NA,NA,NA,NA,"23532","auto",NA,NA,NA,NA,NA
"227","2020-12-21 16:23:52-03","MBM","MBM","242382","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Hatschbach, G.; Spichiger, R.; Cervi, A.C.; Barboza, E.; Spichiger, R.; Cervi, A.C.; Barboza, E.","69552","1999","10","22","Southern America","Brazil",NA,NA,NA,"MBM242382",NA,NA,"Mart.","A.; Amaral Jr.","Minas Gerais","Francisco Dumont","Catuni","-44.2341995239258","-17.3150005340576","MBM242382",NA,NA,NA,NA,NA,NA,NA,"45152","auto",NA,NA,NA,NA,NA
"228","2020-12-21 16:23:52-03","MBM","MBM","188018","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Teixeira; et al.; et al.","s.n.","1987","11","22","Southern America","Brazil",NA,NA,NA,"MBM188018",NA,NA,"Mart.","A.; Amaral Jr.","Minas Gerais","Nova Ponte","Nova Ponte","-47.6747016906738","-19.1525001525879","MBM188018",NA,NA,NA,NA,NA,NA,NA,"47316","auto",NA,NA,NA,NA,NA
"229","2020-12-21 16:23:52-03","MBM","MBM","352942","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Confúcio, U.","s.n.","1971","11",NA,"Southern America","Brazil",NA,NA,"Arbusto, folhas grandes, aglomeradas no ápice, frutos ídem. Frequentes no cerrado","MBM352942",NA,NA,"Mart.","A.; Amaral Jr.","Minas Gerais","Santana de Pirapama",NA,"-44.043098449707","-19.0060997009277","MBM352942",NA,NA,NA,NA,"1983",NA,NA,"43251","auto",NA,NA,NA,NA,NA
"230","2020-12-21 16:23:52-03","MBM","MBM","91219","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Gottsberger, I.S.","2100","1972","10","19","Southern America","Brazil",NA,NA,NA,"MBM091219",NA,NA,"Mart.","A.; Amaral Jr.","São Paulo","Botucatu","18km north of Botucatu","-48.439998626709","-22.8799991607666","MBM091219",NA,NA,NA,NA,NA,NA,NA,"40412","auto",NA,NA,NA,NA,NA
"231","2019-11-01 15:28:12-03","PUC-RIO","FCAB","2984","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","J.C. Siqueira","0305","1975",NA,NA,NA,"Brasil",NA,NA,"Cerrado.","002984",NA,"Angiospermae","Mart.","J.C. Siqueira","Goiás","Pirenópolis","Morro do Frota","-48.9592018127441","-15.852499961853",NA,NA,NA,NA,NA,"1975",NA,NA,"40887","auto",NA,NA,NA,NA,NA
"232","2015-09-05 09:11:54-03","MNHN","RECOLNAT_MNHN_P","P05482845","PreservedSpecimen",NA,"Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Glaziou, A.",NA,"1884","11","13",NA,"Brasil","hb",NA,"Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05482845' target='other'> <mi>dwc_moreinfo</mi></a>","P05482845",NA,NA,"Mart.",NA,"Minas Gerais",NA,"Prés del Arraial de Ouro Branco",NA,NA,"P05482845_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14546",NA,NA
"233","2015-09-05 09:11:54-03","MNHN","RECOLNAT_MNHN_P","P05482844","PreservedSpecimen",NA,"Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Glaziou, A.",NA,"1884","11","13",NA,"Brasil","hb",NA,"Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05482844' target='other'> <mi>dwc_moreinfo</mi></a>","P05482844",NA,NA,"Mart.",NA,"Minas Gerais",NA,"Près de L.´Arraial de Ouro Branco",NA,NA,"P05482844_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14546",NA,NA
"234","2015-09-05 09:11:54-03","MNHN","RECOLNAT_MNHN_P","P05482847","PreservedSpecimen",NA,"Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Glaziou, A.",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05482847' target='other'> <mi>dwc_moreinfo</mi></a>","P05482847",NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,"P05482847_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20741",NA,NA
"235","2015-09-05 09:11:54-03","MNHN","RECOLNAT_MNHN_P","P05482848","PreservedSpecimen",NA,"Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Glaziou, A.",NA,"1888","4","19",NA,"Brasil","hb",NA,"Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05482848' target='other'> <mi>dwc_moreinfo</mi></a>","P05482848",NA,NA,"Mart.",NA,NA,NA,"Serra Pinheiro",NA,NA,"P05482848_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2015-09-05 09:11:54-03","MNHN","RECOLNAT_MNHN_P","P05482849","PreservedSpecimen",NA,"Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Glaziou, A.",NA,"1894","8","27",NA,"Brasil","hb",NA,"donné par Mme Simard, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05482849' target='other'> <mi>dwc_moreinfo</mi></a>","P05482849",NA,NA,"Mart.",NA,"Goiás",NA,"Route de Meia Ponte entre Barra Amarelo e Ribeirão de Caldas",NA,NA,"P05482849_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20741",NA,NA
"237","2015-09-05 09:11:54-03","MNHN","RECOLNAT_MNHN_P","P05482850","PreservedSpecimen",NA,"Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Riedel",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05482850' target='other'> <mi>dwc_moreinfo</mi></a>","P05482850",NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,"P05482850_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2015-09-05 09:11:54-03","MNHN","RECOLNAT_MNHN_P","P05482851","PreservedSpecimen",NA,"Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Riedel",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05482851' target='other'> <mi>dwc_moreinfo</mi></a>","P05482851",NA,NA,"Mart.",NA,NA,NA,"Brasilia.",NA,NA,"P05482851_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1913",NA,NA
"239","2015-09-05 09:11:54-03","MNHN","RECOLNAT_MNHN_P","P05482852","PreservedSpecimen",NA,"Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Philcox, D.|Bertoldo, J.|Fereira, A.",NA,"1967","11","30",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05482852' target='other'> <mi>dwc_moreinfo</mi></a>","P05482852",NA,NA,"Mart.",NA,"Mato Grosso",NA,"Km 251, Xavantina - Cachimbo road",NA,NA,"P05482852_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3305",NA,NA
"240","2015-09-05 09:11:54-03","MNHN","RECOLNAT_MNHN_P","P05482853","PreservedSpecimen",NA,"Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Sellow",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05482853' target='other'> <mi>dwc_moreinfo</mi></a>","P05482853",NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,"P05482853_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2020-10-01 14:22:12-03","JBB","HEPH","2847","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Maury, CM","269","1982","10","08","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Mart.","Maury, CM","Distrito Federal","Planaltina","Estação Ecológica de Águas Emendadas; próximo ao Córrego Tabatinga.","-47.5625","-15.4375",NA,"100","100","-47.5625","-15.4375","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2020-10-01 14:22:12-03","JBB","HEPH","17224","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Ramos, AE","1486","2000","11","18","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Mart.","Ramos, AE","Distrito Federal","Riacho Fundo","próximo ao Córrego Cana do Reino-DF","-49.152778","-15.789722",NA,NA,NA,"-49.152778","-15.789722","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2020-10-01 14:22:12-03","JBB","HEPH","11572","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Boaventura, M","218","1995","10","31","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Mart.","Boaventura, M","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.85","-15.866667",NA,"1025","1025","-47.85","-15.866667","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2020-10-01 14:22:12-03","JBB","HEPH","16251","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Ramos, AE; Oliveira, MS","1559","2001","07","07","Southern America","Brasil",NA,NA,"Esteril.(C1-14A)",NA,"Dicotyledon","Malpighiales","Mart.","Ramos, AE","Minas Gerais",NA,"Área de levantamento fitossocilógico da Barragem de Mata Velha - MG",NA,NA,NA,NA,NA,NA,NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2020-10-01 14:22:12-03","JBB","HEPH","19421","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Nóbrega, MGG","s.n.","1997","04","10","Southern America","Brasil",NA,NA,"Esteril.",NA,"Dicotyledon","Malpighiales","Mart.","Nóbrega, MGG","Distrito Federal","Samambaia","Parque Três Meninas",NA,NA,NA,NA,NA,NA,NA,"1997",NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2020-10-01 14:22:12-03","JBB","HEPH","19475","S","Plantae","Erythroxylaceae","Erythroxylum","tortuosum","Erythroxylum tortuosum","Rodrigues Silva, R; Milhomens, LC","873","2003","09","16","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledon","Malpighiales","Mart.","Rodrigues Silva, R","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.854167","-15.890278",NA,"1113","1113","-47.854167","-15.890278","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
