"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"99","2015-07-02 14:01:55-03","JBP","HPL","4409","S","Plantae","Fabaceae-Faboideae","Andira","anthelmia","Andira anthelmia","(Vell.) Macbride","H. Lorenzi","H. Lorenzi","1994","09","22","Brasil","SP","Conchas","Coletado na estrada para Botucatu.","-48.01","-23.01",NA,NA,NA,NA,NA,NA,NA,"1640",NA,NA,NA,NA,NA,"22735","auto",NA,NA,"1994","09","22",NA,NA,NA,NA
"100","2015-07-02 14:01:49-03","JBP","HPL","11064","S","Plantae","Fabaceae-Caesalpinioideae","Andira","anthelmia","Andira anthelmia","(Vell.) J.F. Macbr.","G.A.D.C. Franco","R.T. Polisel","2006","09","09","Brasil","SP","Juquitiba","Coletado na estrada dos Carmos, km 2 (S 23° 58' 0; W 47 6' 0, 700m).","-47.06","-23.93",NA,NA,NA,NA,NA,NA,NA,"357",NA,NA,NA,NA,NA,"24559","auto",NA,NA,"2006","09","10",NA,NA,NA,NA
"101","2015-07-02 14:01:55-03","JBP","HPL","9963","S","Plantae","Fabaceae-Faboideae","Andira","anthelmia","Andira anthelmia","(Vell.) J.F. Macbr.","A. Campos-Rocha","A. Campos-Rocha","2007","11","15","Brasil","SP","Nova Odessa","Coletado e cultivado no Instituto Plantarum.","-47.29","-22.77",NA,NA,NA,NA,NA,NA,NA,"91",NA,NA,NA,NA,NA,"8440","auto",NA,NA,"2007","11","15",NA,NA,NA,NA
"102","2015-07-02 14:01:55-03","JBP","HPL","9374","S","Plantae","Fabaceae-Faboideae","Andira","cf. anthelmia","Andira cf. anthelmia",NA,NA,"R. Tsuji","2007","07","28","Brasil","MG","Carangola","Coletado ca. 20km do município de Carangola, sentido oeste.","-42.0294","-20.7331",NA,NA,NA,NA,NA,NA,NA,"2084",NA,NA,NA,NA,NA,"21913","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2015-07-02 14:01:55-03","JBP","HPL","9358","S","Plantae","Fabaceae-Faboideae","Andira","cf. anthelmia","Andira cf. anthelmia",NA,"R. Tsuji","R. Tsuji","2007","08","27","Brasil","MG","Fervedouro","Coletado nas proximidades da estrada para o Parque Estadual Serra do Brigadeiro","-42.2789","-20.7256",NA,NA,NA,NA,NA,NA,NA,"2067",NA,NA,NA,NA,NA,"20038","auto",NA,NA,"2007","08","27",NA,NA,NA,NA
"104","2019-02-22 11:46:12-03","IPA","IPA","9494","S","Plantae","Leguminosae-Pap.","Andira","anthelmia","Andira anthelmia","(Vell.) J.F. Macbr.",NA,"Pickel, B.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IPA0009494",NA,"4898","Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-02-22 11:46:12-03","IPA","IPA","15454","S","Plantae","Leguminosae-Pap.","Andira","anthelmia","Andira anthelmia","(Vell.) J.F. Macbr.","Lima, H.C. de","Belém, R.P.","1965","10","06","Brasil","Bahia",NA,"Rodovia Maraú-Ubaitaba. Transição litorânea para mata com cacau",NA,NA,NA,NA,NA,NA,"Árvore de 5m x 12cm de diâmetro; flores roxas, estames brancos, anteras arroxeadas, cálice roxo, caule escamoso","IPA0015454",NA,"1879","Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,"1998","08",NA,NA,NA,NA,NA
"106","2019-02-22 11:46:12-03","IPA","IPA","19912","S","Plantae","Leguminosae-Pap.","Andira","anthelmia","Andira anthelmia","(Vell.) J.F. Macbr.","Lima, H.C. de","Lanna-Sobrinho, J.P.","1962","12","29","Brasil","Rio de Janeiro",NA,"Morro do Calembá, Estrada dos Bandeirantes",NA,NA,NA,NA,NA,NA,NA,"IPA0019912",NA,"649","Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,"1998","08",NA,NA,NA,NA,NA
"107","2019-07-26 11:40:25-03","IPA","IPA","40191","S","Plantae","Leguminosae-Pap.","Andira","anthelmia","Andira anthelmia","(Vell.) J.F. Macbr.","Lima, H.C. de","Gomes, A.I.",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IPA0040191",NA,"40191","Southern America",NA,NA,"Plantae",NA,NA,NA,NA,NA,"1998","08",NA,NA,NA,NA,NA
"108","2019-02-22 11:46:12-03","IPA","IPA","9495","S","Plantae","Leguminosae-Pap.","Andira","anthelmia","Andira anthelmia","(Vell.) J.F. Macbr.","Killip.","Pickel, B.","1941","10","11","Brasil","São Paulo","São Paulo","Chácara dos Morrinhos","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore com flor roxa","IPA0009495",NA,"5448","Southern America",NA,NA,"Plantae",NA,"53584","auto",NA,NA,"1946","06",NA,NA,NA,NA,NA
"109","2019-07-26 11:40:25-03","IPA","IPA","9496","S","Plantae","Leguminosae-Pap.","Andira","anthelmia","Andira anthelmia","(Vell.) J.F. Macbr.",NA,"Koscinski, M.","1930","08",NA,"Brasil","São Paulo","São Paulo","Serra da Cantareira","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"IPA0009496",NA,"9496","Southern America",NA,NA,"Plantae",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-02-22 11:46:12-03","IPA","IPA","76180","S","Plantae","Leguminosae-Pap.","Andira","anthelminthica","Andira anthelminthica","Benth. ",NA,"S/C",NA,NA,NA,"Brasil","Pernambuco","Maraial","Engenho Laranjeiras","-35.8088989257812","-8.78250026702881",NA,NA,NA,NA,"( K. 72 = Coletor não identificado); ( K. 72 = Coletor não identificado); Zona da Mata","IPA0076180",NA,"s.n.","Southern America",NA,NA,"Plantae",NA,"17320","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-08-27 13:29:14-03","IAP","PACA-AGP","65714","PreservedSpecimen","Plantae","Caesalpinaceae","Andira","anthelminthica","Andira anthelminthica","Benth.","A. Burkart","R. Klein","1951","02","15","Brasil","SC","Brusque","Mata do Hoffmann","-48.9174995422363","-27.0981006622314",NA,NA,NA,NA,"Habitat: mata","PACA065714",NA,"211",NA,NA,NA,"Magnoliophyta","Fagales","19684","auto",NA,NA,"1951",NA,NA,"Magnoliatae",NA,NA,NA
"112","2020-12-20 21:17:07-03","UFV","VIC","23630","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) J.F. Macbr.",NA,"Salvador, J.L.G. do; et al.","1998","06","18","Brasil","Mato Grosso do Sul","Anaurilândia","Eixo da Barragem","-52.7178001403809","-22.1875",NA,NA,NA,NA,"Floresta de coroa, árvore de 8m de altura, caule liso, fruto verde, na borda da mata. Nome: angelim.","VIC023630","VIC023630","09",NA,NA,NA,NA,NA,"52338","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-12-20 21:17:07-03","UFV","VIC","039427","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) J.F. Macbr.",NA,"Araújo, G.M.","2006","08","28","Brasil","Minas Gerais","Uberlândia","APP Capim Branco I, Floresta Ciliar.","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,"Floresta ciliar,árvore 12 m, flores roxas.","VIC039427","VIC039427","s.n.",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-12-20 21:17:07-03","UFV","VIC","1571","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) J.F. Macbr.","Cowan, R.S.","Kuhlmann, J.G.","1934","10","28","Brasil","Minas Gerais","Viçosa","E. S. A. V.","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,"VIC001571","VIC001571","s.n.",NA,NA,NA,NA,NA,"13937","auto",NA,NA,"1959",NA,NA,NA,NA,NA,NA
"115","2019-11-21 14:35:54-03","UFJF","CESJ","1887A","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) MacBride","H.C. Lima","L. Roth","1956","04","21","Brasil","Minas Gerais","Belo Horizonte","Sanatório Hugo Werneck","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Árvore da capoeira, 2-3m, flores roxas.","CESJ01887A",NA,"CESJ1887A","América do Sul",NA,NA,"Angiosperma",NA,"17082","auto",NA,NA,"1982","10","07",NA,NA,NA,NA
"116","2020-10-05 18:29:16-03","UFJF","CESJ","61713","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) Benth.","Menini, L","A.M. de Siqueira; I.T.S. Rogério; A.D. Costa; B.R. Conde","2012","10","11","Brasil","Minas Gerais","Santos Dumont","São Sebastião da Boa Vista","-43.5525016784668","-21.4566993713379",NA,NA,NA,NA,"Folhas compostas, opostas, arvore, frutos roxos","CESJ061713",NA,"87","América do Sul",NA,NA,"Angiosperma",NA,"25699","auto",NA,NA,"2013","01","29",NA,NA,NA,NA
"117","2019-11-21 14:36:00-03","UFJF","CESJ","28208","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) MacBride","H.F. Leitão Filho","H.F. Leitão Filho","1968","01","30","Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"Árvore com 3m; na época em frutificação.","CESJ028208",NA,"CESJ28208","América do Sul",NA,NA,"Angiosperma",NA,"34059","auto",NA,NA,"1968","02","08",NA,NA,NA,NA
"118","2021-04-07 11:43:39-03","UFMS","CGMS","8444","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) Benth.",NA,"A. Amaral-Júnior; J.O. Mendonça; S.B. Barbosa; C.J. Campos","1999","04","12","Brasil","Mato Grosso do Sul","Bataguassu","Margem direita do Rio Paraná. Rio Pardo, Posto fiscal - Quinze novo.","-52.2002778","-21.6913889","-52,2002778","-21,6913889",NA,NA,"Papilionoideae. Estéril. Habitat: Dentro da aguá. Solo arenoso, área de cerrado a ser inundada. Habito: Árvore. 5,00m de altura.","CGMS1017509",NA,"524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-04-07 11:43:39-03","UFMS","CGMS","7446","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) Benth.",NA,"J. do L.G. Salvador; C. Machado; J.A. Silva; D.V. da Silva","1998","06","18","Brasil","Mato Grosso do Sul","Anaurilândia","Eixo da barragem. Floresta de 'coroa' na borda da mata.","-52.7177778","-22.1875","-52,7177778","-22,1875","312","312","Papilionoideae. Frutos verdes. Caule liso. Habitat: Floresta de 'coroa' na borda da mata. Habito: Árvore. 8,00m de altura.","CGMS1017511",NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-04-07 11:43:39-03","UFMS","CGMS","7457","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) Benth.",NA,"A. Amaral-Júnior; J.O. Mendonça; O. Dias","1998","10","13","Brasil","Mato Grosso do Sul","Três Lagoas","Porto de Areia Independência. Estrada de terra para o Porto de Areia Independência e Nossa Senhora da Aparecida. Mais ou menos 9,4km da MS-395 Área marginal do cerrado à margem da estrada.","-51.7238889","-20.8158333","-51,7238889","-20,8158333",NA,NA,"Papilionoideae. Frutos presentes. Bastante suberosa.","CGMS1017510",NA,"86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-04-07 11:43:39-03","UFMS","CGMS","7351","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) Benth.",NA,"J. do L.G. Salvador; C. Machado; J.A. Silva; D.V. da Silva","1998","06","18","Brasil","Mato Grosso do Sul","Anaurilândia","Eixo da barragem. Floresta de 'coroa' na borda da mata.","-52.7177778","-22.1875","-52,7177778","-22,1875","312","312","Papilionoideae. Frutos verdes. Caule liso. Habitat: Floresta de 'coroa' na borda da mata. Habito: Árvore. 8,00m de altura.","CGMS1017512",NA,"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-04-07 11:43:39-03","UFMS","CGMS","43970","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) Benth.",NA,"Neves; Cerantola","1980","10","04","Brasil","São Paulo","Guareí","Sarandi, abrigo sob rocha Sarandi.","-48.1800003051758","-23.3700008392334",NA,NA,NA,NA,"Papilionoideae. Flor lilás. Fruto ausente. Número em ficha: 33342.","CGMS1073937",NA,"23",NA,NA,NA,NA,NA,"20393","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-11-27 13:48:27-03","UFS","ASE","32464","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) Benth.","Silva, ACC","Almeida, ES","2014","03","13","Brasil","Sergipe","Santo Amaro das Brotas","Solo arenoso","-37.054167","-10.789167","-37.054167","-10.789167",NA,NA,"Árvore. Casca externa marrom, grossa, rugosa, com placas lenhosas, e casca interna cinza. Coordenadas UTM: E (0719772m) N (8805411m). Nº do conglomerado: 120, Nº da subunidade:03, Nº da subparcela: 10, coleta: 12.","ASE0003739","ASE0003739","12","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"2014","04","25",NA,NA,NA,NA
"124","2019-11-27 13:48:27-03","UFS","ASE","598","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) Benth.","Silva, ED","Fonseca, MR","1978","04","20","Brasil","Sergipe","Santo Amaro das Brotas",NA,"-37.054167","-10.789167","-37.054167","-10.789167",NA,NA,"Arbusto. 2.5. m. folhas alterrnas compostas com folíolos escleromorfos oblongos.; Arbusto. 2.5. m. folhas alterrnas compostas com folíolos escleromorfos oblongos.; Restinga","ASE0009172",NA,"ASE598","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"2014","05","14",NA,NA,NA,NA
"125","2019-08-20 10:12:03-03","UNICAMP","UEC","149371","S","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) J.F.Macbr.","Tamashiro, JY","Torres, RB; Figueiredo, N; Oliveira, AR","1986","10","07","Brazil","São Paulo","Angatuba","Estação Ecológica de Angatuba. Mata Secundária.","-48.58625","-23.710939","-48.58625","-23.710939",NA,NA,"Árvore 6 m. Beira da mata. Árvore 6 m. Flores rosa pálido. Olho de cabra.","UEC150780","UEC150780","46",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"1988","05",NA,NA,NA,NA,NA
"126","2021-03-01 16:29:54-03","UNICAMP","UEC","137733","S","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) J.F.Macbr.",NA,"Meireles, LD","2003","05",NA,"Brazil","Paraná","Guaraqueçaba","Parque Nacional do Superagui","-48.236861","-25.46975","-48.236861","-25.46975",NA,NA,"Arvoreta, 4m, ramos esbranquiçados, frutos verdes.; Floresta Ombrófila de Planície. Restinga.","UEC055910","UEC055910","1432",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-08-20 10:12:03-03","UNICAMP","UEC","140767","S","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) J.F.Macbr.",NA,"Lima, HC; Meireles, JE; Ribeiro, RD","2005","01","12","Brazil","Rio de Janeiro","Saquarema","Morro dos Pregos, Fazenda Santa Bárbara.","-42.546111","-22.855556","-42.546111","-22.855556",NA,NA,"Árvore com 12 m. de altura. Tronco com casca pardacenta, lisa, DAP com aproximadamente 50 cm. Frutos esverdeados. Ocasional na baixada úmida, próximo ao Córrego.","UEC150784","UEC150784","6226",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2021-03-01 16:29:54-03","UNICAMP","UEC","178254","S","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) J.F.Macbr.","Sanchez, M","Sanchez, M; Pedroni, F","1998","01","25","Brazil","São Paulo","Ubatuba","Picinguaba.&nf;Margem do rio da Fazenda, árvore nº 628","-44.8","-23.366667","-44.8","-23.366667","100","100","Árvore com 15m de altura, vegetativo.; Mata Atlântica de Encosta.","UEC099282","UEC099282","1874",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2021-03-01 16:29:54-03","UNICAMP","UEC","189057","S","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) J.F.Macbr.",NA,"Silva, BG; Koch, I; Castello, ACD; Vidal Junior, JD","2015","01","06","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.999167","-24.065278","-47.999167","-24.065278","800","800","Árvore, 8 m de altura e 9,2 cm de DAP; Floresta Ombrófila Densa","UEC119397","UEC119397","173",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-03-01 16:29:54-03","UNICAMP","UEC","193771","S","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) J.F.Macbr.",NA,"Salvador, GJL; Machado, C; Silva, JA; Silva, DV","1998","06","18","Brazil","Mato Grosso do Sul","Anaurilândia","Eixo de barragem.","-52.877778","-22.386111","-52.877778","-22.386111",NA,NA,"Árvore de 8m de altura, caule liso, fruto verde.; Floresta de coroa.","UEC131154","UEC131154","09",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-03-01 16:29:54-03","UNICAMP","UEC","34112","S","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) J.F.Macbr.",NA,"Neves; et al.","1980","10","04","Brazil","São Paulo","Guareí","Sarandi, abrigo sob rocha sarandi.","-48.233333","-23.333333","-48.233333","-23.333333",NA,NA,"Arbóreo c/ 10 metros de altura. Mata. Flor lilás.","UEC190311","UEC190311","s.n.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-08-20 10:12:03-03","UNICAMP","UEC","102325","S","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) J.F.Macbr.","Kinoshita, LS","Kinoshita, LS; Simões, AO; Forster, W","1998","10","08","Brazil","Minas Gerais","Carrancas","Pedreira do Guilherme, afloramento no ca","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"fruto, Árvore ca. 2m, frutos maduros secos.","UEC150783","UEC150783","98625",NA,NA,NA,"Magnoliopsida",NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-12-12 11:16:09-03","UNICAMP","UEC","48529","S","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) J.F.Macbr.","Tamashiro, JY","Carvalho, DA","1987","11","20","Brazil","Minas Gerais","Itumirim","Serra da Bocaina / Morro Janela.","-44.8711013793945","-21.3169002532959",NA,NA,NA,NA,"vegetativo, Campo rupestre. Arvoreta de 2,5m alt., raro, material não fértil.","UEC150782","UEC150782","s.n.",NA,NA,NA,"Magnoliopsida",NA,"16596","auto",NA,NA,"1988","05",NA,NA,NA,NA,NA
"134","2021-03-01 16:29:54-03","UNICAMP","UEC","49587","S","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) J.F.Macbr.",NA,"Bernacci, LC","1985","09","13","Brazil","São Paulo","Cajuru","Sta. Carlota.","-47.2999992370605","-21.2700004577637",NA,NA,NA,NA,"Árvore, ca. 70m alt.; cálice roxo, corola lilás.","UEC171158","UEC171158","78",NA,NA,NA,"Magnoliopsida",NA,"21243","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2021-03-01 16:29:54-03","UNICAMP","UEC","82883","S","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) J.F.Macbr.",NA,"Bernacci, LC; Metezger, JP; Goldenberg, R","1993","06","18","Brazil","São Paulo","Dourado","Morro Chato, floresta ripária à do Rio Jacaré-Pepira.","-48.310001373291","-22.1000003814697",NA,NA,NA,NA,"Árvore, material estéril.","UEC171161","UEC171161","34884",NA,NA,NA,"Magnoliopsida",NA,"13775","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-12-12 11:16:09-03","UNICAMP","UEC","105686","S","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) J.F.Macbr.","Flores, AS","Santiago, CM","1995","09","29","Brazil","São Paulo","Ibiúna","Parque Estadual de Jurupará, estrada do","-47.2200012207031","-23.6499996185303",NA,NA,NA,NA,"flor, Nome vulgar: jacarandá-morcego. Árvore, flores vistosas, lilás, levemente aromáticas.","UEC150781","UEC150781","s.n.",NA,NA,NA,"Magnoliopsida",NA,"43112","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2021-03-01 16:29:54-03","UNICAMP","UEC","156640","S","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) J.F.Macbr.","Aguiar, OT","Dias, AC","1987","11","03","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual de Carlos Botelho","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"8m altura, 20cm ao nível do DAP, tronco de casca avermelhada, áspera, fissuras longitudinais; flores de cor roxa.","UEC008902","UEC008902","104",NA,NA,NA,"Magnoliopsida",NA,"27904","auto",NA,NA,"1995","12","01",NA,NA,NA,NA
"138","2021-03-01 16:29:55-03","UNICAMP","UEC","85103","S","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) J.F.Macbr.",NA,"Pedroni, F; et al.","1992","11","22","Brazil","São Paulo","Ubatuba","Núcleo Picinguaba, margens do rio da fazenda.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Árvore de 13m de altura, material vegetativo.","UEC189793","UEC189793","31237A",NA,NA,NA,"Magnoliopsida",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-11-19 14:08:00-03","UFRPE","PEUFR","18380","PreservedSpecimen","Plantae","Leguminosae-Pap.","Andira","anthelmia","Andira anthelmia","(Vell.) J.F. Macbr.","J. Tamashiro; C. Zickel; E. Ferraz; M.R.C. Sales e Melo","M.F. Sales; M.J.N. Rodal","1994","07","22","Brasil","Pernambuco","Caruaru","Murici, Brejo dos Cavalos, Parque Ecológico Municipal","-36","-8.31","36°00'00W","8°18'36S","1100","1100","Árvore com ca. 2,5 m de alt.; folhas com face superior brilhosa; inflo. com eixo arroxeados; botões marrom escuro; estandarte roxo-lilás com nervura amarelada e a base manchada de marrom","PEUFR018380",NA,"229",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995","08",NA,NA,NA,NA,NA
"140","2019-11-19 14:08:00-03","UFRPE","PEUFR","14589","PreservedSpecimen","Plantae","Leguminosae-Pap.","Andira","anthelminthica","Andira anthelminthica","Benth.","E. Tavares","A. Klon","1976","08","18","Brasil","Maranhão","Arari","Miranda","-44.7799987792969","-3.45360994338989",NA,NA,NA,NA,"Árvore de ca. de 6m de altura","PEUFR014589",NA,"72",NA,NA,NA,NA,NA,"46661","auto",NA,NA,"1976",NA,NA,NA,NA,NA,NA
"141","2019-11-06 09:55:20-03","UFOP","OUPR","18720","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) Benth.","Lima, H.C.","Araujo, A.",NA,NA,NA,"Brasil","Minas Gerais","Rio Novo",NA,"-43.125301361084","-21.4575004577637",NA,NA,NA,NA,"Terreno pedregoso. Arbusto. Flores roxas",NA,NA,"s.n.",NA,NA,NA,NA,NA,"14119","auto",NA,NA,"2009","05","27",NA,NA,NA,NA
"142","2020-12-04 13:19:08-03","UDESC","LUSC","5896","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) Benth.","G.M.P.Ferreira","G.M.P.Ferreira","2007","09","14","Brasil","São Paulo","São Paulo","Parque Sta Amélia; Barranco do campo de futebol.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"LUSC008020","LUSC008020","309",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-12-04 13:19:08-03","UDESC","LUSC","5857","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) Benth.","V.S.Delboni","B.Pucci; R.J.F.Garcia, F.G.Pereira & V.S.Delboni","2011","01","18","Brasil","São Paulo","São Paulo","Parque Vila do Rodeio.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"LUSC008018","LUSC008018","137",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-10-14 10:01:30-03","FURB","FURB","17403","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) Benth.","Korte, A","Korte, A.; Kniess, A.","2009","11","12","Brasil","Santa Catarina","Apiúna","Salão.","-49.3205556","-27.1802778","-49.3205556","-27.1802778","647","647","Fito IFFSC 517 /O/66 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: árvore; flor rosa","FURB01608","FURB01608","986",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","12","11",NA,NA,NA,NA
"145","2020-10-14 10:01:30-03","FURB","FURB","42574","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) Benth.",NA,"Uhlmann, A.; et al.","2010","08","09","Brasil","Rio de Janeiro","Itaboraí","área do COMPERJ.","-42.7969444","-22.6569444","-42.7969444","-22.6569444","10","10",NA,"FURB24386","FURB24386","364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-10-14 10:01:30-03","FURB","FURB","45787","PreservedSpecimen","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) Benth.","Oliveira, AA de","Oliveira, A.A. de","2015","02","12","Brasil","Santa Catarina","Apiúna","Salão.","-49.3205556","-27.1802778","-49.3205556","-27.1802778","647","647","Fito IFFSC 517 /O/66","FURB24387","FURB24387","1141",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","02","12",NA,NA,NA,NA
"147","2019-03-16 17:26:31-03","UNEMAT","HERBAM","18040","S","Plantae","Fabaceae","Andira","anthelmia","Andira anthelmia","(Vell.) J.F. Macbr.","Sardelli, LF","Sardelli, L.F.","2015","05","27","Brasil","Mato Grosso","Colíder","Resgate de FLORA da UHE Colíder. Proximo a Colíder","-55.4508018493652","-10.8177995681763","-8799882","-666719","322","322",NA,"HERBAM018040",NA,"2745Equipe 6 -",NA,NA,NA,NA,NA,"78569","auto",NA,NA,"2015",NA,NA,NA,NA,NA,NA
