"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","minimumElevationInMeters","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","class","typeStatus","fieldNumber","individualCount"
"11","2019-08-27 13:31:06-03","IAP","PACA-AGP","52913","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Brade","Rambo, B.",NA,"1952","12","15",NA,"Brasil","RS","Montenegro","Foetaleza.","-51.4611015319824","-29.6886005401611",NA,"Habitat: in dumetosis ad rivum Fenofase: fr. Submaturo","PACA052913",NA,"21601",NA,"auto",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"12","2019-08-27 13:31:06-03","IAP","PACA-AGP","69922","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Brade","Hatschbach, G.",NA,"1957","11","15",NA,"Brasil","PR","Guarapuava","Estrada para Larangeiras do Sul.","-51.4580993652344","-25.395299911499",NA,"Habitat: do campo, num valo Fenofase: fl. Hábito: subarbusto","PACA069922",NA,"53832",NA,"auto","1958",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA
"13","2020-07-02 18:54:47-03","UFJF","CESJ","35303","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","B. Chiavegatto","B. Chiavegatto; V.R. Scalon; F.R.G. Salimena; P.H. Nobre","16","2001","12","01","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,"Arbusto prostrado, crescendo junto ao barranco em área de campo rupestre encharcado. Flores com pétalas alvas, cálice esverdeado com lacínias vináceas, estames alvos próximo a base, tornando-se róseos próximos a base. Indumento vináceo. Rara, único indi","CESJ035303",NA,"30417",NA,"auto","2005","05","17",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-16 17:53:41-03","UCS","HUCS","19454","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Goldenberg, R.","Hatschbach, G.","68706","1998","11","15",NA,"Brasil","Paraná","Palmas","Rod. BR-280- 10 Km NO de Horizonte","-51.9906005859375","-26.4841995239258",NA,"arbusto 1,5 m, flor alva , incluso anteras; campo , borda de capão",NA,NA,"46666",NA,"auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-08-16 08:40:02-03","UTFPR","HCF","203","S","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","R. Goldenberg","M.G. Caxambu","47","2001","11","14",NA,"Brasil","PR","Curitiba","Jardim das Américas","-49.233031","-25.445914",NA,"Pétalas e estames brancos. Encontrada no centro Politécnico (UFPR) atrás da biblioteca.",NA,NA,NA,"917",NA,"2001","11","14","49°13'58,91 W","25°26'45,29 S","917",NA,NA,NA,NA
"16","2019-08-16 08:40:02-03","UTFPR","HCF","11925","S","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","E.D. Lozano","E.D. Lozano","1091","2012","10","10",NA,"Brasil","PR","Ponta Grossa","Fazenda Capão das Almas","-50.1618995666504","-25.0949993133545",NA,"arbusto, 1,5 m, flores alvas, campo sujo.",NA,NA,"46557",NA,"auto","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:34:14-03","MBM","MBM","8920","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Camargo, E.","Hatschbach, G.","20658","1968","12","27","Southern America","Brazil","Paraná","Balsa Nova","Tamanduá.","-49.6356010437012","-25.5839004516602",NA,"Arbusto, 70cm, flor alva; depressões com vegetais arbustivos.","MBM008920","MBM008920","27346","1000","auto","2009","01",NA,NA,NA,"1000",NA,NA,NA,NA
"18","2020-12-21 16:34:14-03","MBM","MBM","224850","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Wurdack, J.J.","Dombrowski, L.T.; et al.; et al.","1322",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","Capão da Imbuia","-49.2731018066406","-25.4277992248535",NA,NA,"MBM224850","MBM224850","25180",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:34:14-03","MBM","MBM","224851","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Dombrowski, L.T.","Dombrowski, L.T.","4850",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","Colônia Orleans","-49.2731018066406","-25.4277992248535",NA,NA,"MBM224851","MBM224851","25180",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:34:14-03","MBM","MBM","385738","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Lozano, E.D.","Lozano, E.D.; Ariati, V.; Ariati, V.","1091","2012","10","10","Southern America","Brazil","Paraná","Ponta Grossa","Fazenda Capão das Almas","-50.1618995666504","-25.0949993133545",NA,"arbusto de 1,5m com flores alvas.; Campos gerais, campo sujo.","MBM385738","MBM385738","46557",NA,"auto","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:34:14-03","MBM","MBM","312334","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Goldenberg, R.","Goldenberg, R.; et al.; et al.","827","2005","10","27","Southern America","Brazil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,"MBM312334","MBM312334","56988",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:34:14-03","MBM","MBM","416510","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Barboza, E.","Brotto, M.L.; Cordeiro, J.; Cordeiro, J.","3167","2018","11","20","Southern America","Brazil","Paraná","Jaguariaíva","Rio Diamante","-49.8075","-24.354722",NA,"Arbusto com 1,1 m de altura; cálice verde, corola branca.; Savana (Campo cerrado), solo úmido.","MBM416510",NA,NA,"1102",NA,"2019","02","05","-49.8075","-24.354722","1102",NA,NA,NA,NA
"23","2020-12-21 16:34:14-03","MBM","MBM","54145","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Hatschbach, G.","Hatschbach, G.","39993",NA,NA,NA,"Southern America","Brazil","Paraná","Cerro Azul","Rio Turvo","-49.261100769043","-24.823600769043",NA,NA,"MBM054145","MBM054145","32006",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:34:14-03","MBM","MBM","13213","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Camargo, E.","Hatschbach, G.","22562","1969","10","21","Southern America","Brazil","Paraná","Guaraqueçaba","Entre Rios.","-48.3288993835449","-25.3066997528076",NA,"Arbusto, 50cm, flor alva. Zona de campo, em pequeno brejo junto a córrego.","MBM013213","MBM013213","37295",NA,"auto","2009","01",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:34:14-03","MBM","MBM","16890","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Camargo, E.","Hatschbach, G.","25912","1970","12","20","Southern America","Brazil","Paraná","Ipiranga","Faxinal do Tanque.","-50.5842018127441","-25.0238990783691",NA,"Subarbusto, 40cm, flor alva. Margem do brejo.","MBM016890","MBM016890","31827",NA,"auto","2009","01",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:34:14-03","MBM","MBM","253941","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Goldenberg, R.","Goldenberg, R.; et al.; et al.","492",NA,NA,NA,"Southern America","Brazil","Paraná","Campo Largo","Serra São Luís do Purunã, próximo ao Cristo Redentor","-49.5283012390137","-25.4585990905762",NA,NA,"MBM253941","MBM253941","53742",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:34:14-03","MBM","MBM","20153","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Camargo, E.","Hatschbach, G.","28580","1971","12","22","Southern America","Brazil","Paraná","Curitiba","Vila Higianópolis.","-49.2731018066406","-25.4277992248535",NA,"Arbusto, 1m, flor alva. Orla do campo.","MBM020153","MBM020153","25180",NA,"auto","2009","01",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:34:14-03","MBM","MBM","42129","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Brade, A.C.","Hatschbach, G.","4269",NA,NA,NA,"Southern America","Brazil","Paraná","Guarapuava","Estrada para Laranjeiras do Sul","-51.4580993652344","-25.395299911499",NA,NA,"MBM042129","MBM042129","53832",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:34:14-03","MBM","MBM","13209","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Camargo, E.","Hatschbach, G.; Ravenna, P.F.; Ravenna, P.F.","23098","1969","12","04","Southern America","Brazil","Paraná","Guaraqueçaba","Entre Rios.","-48.3288993835449","-25.3066997528076",NA,"Arbusto, 1m, flor alva; zona de campo, às margens do córrego.","MBM013209","MBM013209","37295",NA,"auto","2009","01",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:34:14-03","MBM","MBM","234034","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Goldenberg, R.","Hatschbach, G.; Spichiger, R.; Cervi, A.C.; Loizeau, P.A.; Spichiger, R.; Cervi, A.C.; Loizeau, P.A.","68706","1998","11","15","Southern America","Brazil","Paraná","Palmas","Rod. BR-280, 10km NO de Horizonte","-51.9906005859375","-26.4841995239258",NA,NA,"MBM234034","MBM234034","46666",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:34:14-03","MBM","MBM","286581","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Goldenberg, R.","Andrade, B.O.; et al.; et al.","270","2009","03","08","Southern America","Brazil","Paraná","Ponta Grossa","Nascente do rio Tibagi","-50.1618995666504","-25.0949993133545",NA,"Campos hidrófilos sobre Organossolo","MBM286581","MBM286581","46557","1096","auto",NA,NA,NA,NA,NA,"1096",NA,NA,NA,NA
"32","2020-12-21 16:34:14-03","MBM","MBM","13215","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Camargo, E.","Hatschbach, G.","23250","1969","12","16","Southern America","Brazil","Paraná","São Mateus do Sul","S'Ana.","-50.3828010559082","-25.8742008209229",NA,"Subarbusto, 50cm, flor alva. Do brejo.","MBM013215","MBM013215","31353",NA,"auto","2009","01",NA,NA,NA,NA,NA,NA,NA,NA
"33","2017-06-13 17:56:57-03","MNHN","RECOLNAT_MNHN_P","P00117452","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Wurdack","Glaziou, A.",NA,"1873","1","23",NA,"Brésil",NA,NA,"Province de Rio de Janeiro: Itatiaia, dans les Campos",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00117452' target='other'> <mi>dwc_moreinfo</mi></a>","P00117452","P00117452_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isosyntype","6532",NA
"34","2016-06-29 12:35:23-03","MNHN","RECOLNAT_MNHN_P","P00117453","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Wurdack","Glaziou, A.",NA,"1873","1","23",NA,"Brésil",NA,NA,"Province de Rio de Janeiro: Itatiaia, dans les Campos",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00117453' target='other'> <mi>dwc_moreinfo</mi></a>","P00117453","P00117453_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isosyntype","6532",NA
"35","2016-12-02 12:14:07-02","MNHN","RECOLNAT_MNHN_P","P00117454","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Wurdack","Glaziou, A.",NA,"1876","11","21",NA,"Brésil",NA,NA,"Province de Rio de Janeiro: Campos de l'Itatiaia, chez J. Bueno Rangel",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00117454' target='other'> <mi>dwc_moreinfo</mi></a>","P00117454","P00117454_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isosyntype","8694",NA
"36","2015-09-04 20:52:12-03","MNHN","RECOLNAT_MNHN_P","P00117455","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Wurdack","Hassler, E.",NA,"1900","12",NA,NA,"Paraguay",NA,NA,"Cordillère Centrale: in regione cursus superioris fluminis Y-aca",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00117455' target='other'> <mi>dwc_moreinfo</mi></a>","P00117455","P00117455_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6589",NA
"37","2016-12-02 12:10:15-02","MNHN","RECOLNAT_MNHN_P","P00117456","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Wurdack","Hassler, E.",NA,"1900","12",NA,NA,"Paraguay",NA,NA,"Cordillère Centrale: in regione cursus superioris fluminis Y-aca",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00117456' target='other'> <mi>dwc_moreinfo</mi></a>","P00117456","P00117456_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6589",NA
"38","2020-10-01 14:23:40-03","JBB","HEPH","17874","S","Plantae","Dicotyledon","Myrtales","Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Goldenberg, R","Hatschbach, G","68706","1998","11","15","Southern America","Brasil","Paraná","Palmas","BR 280 a 10km a Noroeste de Horizonte","-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,"46666",NA,"auto","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-11 11:38:14-03","UFMG","BHCB","71781","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.",NA,"Hatschbach, G","68706",NA,NA,NA,"Southern America","Brasil","Paraná","Palma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-11 17:19:44-03","UFPR","UPCB","84280","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.",NA,"Reginato, M.","1450","2013","02","10",NA,"Brasil","Rio de Janeiro","Itatiaia","P. N. do Itatiaia, Agulhas negras","-44.62904","-22.385714",NA,"Arbusto 50 cm. Pétalas alvas, anteras róseas. Campo de altitude..","UPCB0013629","UPCB0013629",NA,NA,NA,NA,NA,NA,"-44.62904","-22.385714",NA,NA,NA,NA,NA
"41","2021-02-11 17:19:44-03","UFPR","UPCB","67094","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Reginato, M.","Reginato, M.","1079","2010","01","06",NA,"Brasil","Paraná","Curitiba","Centro Politécnico.","-49.2731018066406","-25.4277992248535",NA,"Arbusto 0,5 m, anteras e pétalas alvas, campo alterado..","UPCB0013642","UPCB0013642","25180","900","auto","2010","01","01",NA,NA,"900",NA,NA,NA,NA
"42","2021-02-11 17:19:44-03","UFPR","UPCB","62046","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Goldenberg, R.","Goldenberg, R.","1019","2007","11","02",NA,"Brasil","Paraná","Curitiba","Centro Politécnico, esquina da BR's 116 e 277.","-49.2731018066406","-25.4277992248535",NA,"Arbusto 0,5m, flores com pétalas e estames brancos. Campo nativo degradado..","UPCB0013630","UPCB0013630","25180",NA,"auto","2007","01","01",NA,NA,NA,NA,NA,NA,NA
"43","2021-02-11 17:19:44-03","UFPR","UPCB","1557","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Camargo, E.A. & Goldenberg, R.","Hatschbach, G.","4269","1957","11","15",NA,"Brasil","Paraná","Guarapuava","Estrada para Laranjeiras do Sul","-51.4580993652344","-25.395299911499",NA,"Sub-arbusto, 80cm, flor alva. Campo (num valo)..","UPCB0013644","UPCB0013644","53832",NA,"auto","2005","06",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-11 17:19:44-03","UFPR","UPCB","27193","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Camargo, E.A. & Goldenberg, R.","Hatschbach, G.","4269","1957","11","15",NA,"Brasil","Paraná","Guarapuava","Estrada para Laranjeiras do Sul","-51.4580993652344","-25.395299911499",NA,"Sub-arbusto, 80cm, flor alva. Campo (num valo)..",NA,NA,"53832",NA,"auto","2005","06",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-11 17:19:44-03","UFPR","UPCB","52117","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Goldenberg, R.","Goldenberg, R.","827","2005","10","27",NA,"Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,"Arbusto 50cm, flores com pétalas e estames brancos. Campo..","UPCB0013643","UPCB0013643","56988",NA,"auto","2005","01","01",NA,NA,NA,NA,NA,NA,NA
"46","2021-02-11 17:19:44-03","UFPR","UPCB","75204","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Goldenberg, R.","Maia, F.R.","66","2012","01","15",NA,"Brasil","Paraná","Tibagi","Parque Estadual do Guartelá. No meio de um campo úmido, próximo a 1º pintura rupestre.","-50.4136009216309","-24.5093994140625",NA,NA,"UPCB0013639","UPCB0013639","56988",NA,"auto","2012","07","14",NA,NA,NA,NA,NA,NA,NA
"47","2021-02-11 17:19:44-03","UFPR","UPCB","52132","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Goldenberg, R.","Goldenberg, R.","697","2005","10","16",NA,"Brasil","Paraná","Balsa Nova","Serra de São Luís do Purunã","-49.6356010437012","-25.5839004516602",NA,"Arbusto 0,5m, botões jovens. Vegetação campestre com formações arbustivas/arbóreas associadas..","UPCB0013634","UPCB0013634","27346",NA,"auto","2005","01","01",NA,NA,NA,NA,NA,NA,NA
"48","2021-02-11 17:19:44-03","UFPR","UPCB","37679","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Goldenberg, R.","Goldenberg, R.","492","1999","03","12",NA,"Brasil","Paraná","Campo Largo","Serra de São Luiz do Purunã, próximo ao Cristo Redentor","-49.5283012390137","-25.4585990905762",NA,"Arbusto 1m, frutos maduros atropurpúreos. Beira de regato, em vegetação sobre afloramento rochoso..","UPCB0013637","UPCB0013637","53742",NA,"auto","1999","01","01",NA,NA,NA,NA,NA,NA,NA
"49","2021-02-11 17:19:44-03","UFPR","UPCB","77939","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Goldenberg, R.","Durigan, G.","2001","2003","04","03",NA,"Brasil","São Paulo","Assis","Sítio Osvaldo Vêncio, mata de brejo (região de cerrado).","-50.4099998474121","-22.6599998474121",NA,"Arbusto 2m, frutos maduros roxo-escuros..","UPCB0013632","UPCB0013632","23972",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-02-11 17:19:44-03","UFPR","UPCB","67498","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Leandra","eichleri","Leandra eichleri","Cogn.","Camargo, E.","Camargo, E.","84","2007","03","12",NA,"Brasil","Paraná","Curitiba","UFPR, Centro Politécnico.","-49.2731018066406","-25.4277992248535",NA,"Arbusto 1,2 m, pétalas alvas, estames amarelos.Beira de trilha..","UPCB0013640","UPCB0013640","25180",NA,"auto","2007","03",NA,NA,NA,NA,NA,NA,NA,NA
