"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","infraspecificEpithet","sex"
"14","2021-03-15 16:37:00-03","NY","NYBG","00972905","PreservedSpecimen","Plantae","Primulaceae","Clavija","nutans","Clavija nutans","L. Andersson","1637","1986","02","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1130544' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972905","Magnoliophyta","Ericales","(Vell.) B.Ståhl",NA,"Goiás","Rio Verde","21 km NE of Rio Verde on BR-060.","-50.9281","-17.7983",NA,NA,"NY00972905_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00972908","PreservedSpecimen","Plantae","Primulaceae","Clavija","nutans","Clavija nutans","H. S. Irwin","19074","1968","01","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1130553' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972908","Magnoliophyta","Ericales","(Vell.) B.Ståhl","B. Ståhl","Goiás","Cocalzinho de Goiás","60 km N. of Corumbá de Goiás on road to Niquelândia, valley of Rio Maranhão. Serra dos Pirineus.","-48.58","-15.48","750","750","NY00972908_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2017-05-17 10:21:00-03","NY","NYBG","02681745","PreservedSpecimen","Plantae","Primulaceae","Clavija","nutans","Clavija nutans","E. M. Saddi","591","2011","11","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2943013' target='other'> <mi>dwc_moreinfo</mi></a>","NY02681745","Magnoliophyta","Ericales",NA,NA,"Minas Gerais","Mateus Leme","Parcela P24 dos estudos para o EIA do Complexo Serra Azul.","-44.428333","-20.0975",NA,NA,"NY02681745_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","441865","PreservedSpecimen","Plantae","Primulaceae","Clavija","nutans","Clavija nutans","A. Löfgren","9137","1898","10","17","South America","Brazil","sheet",NA,"Ex. Herv. Comm. Geogr. e Geol. de S. Paulo, n° 4178 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=335222' target='other'> <mi>dwc_moreinfo</mi></a>","NY00441865","Magnoliophyta","Ericales","(Vell.) B.Ståhl","B. Ståhl","São Paulo","Praia Grande","Praia Grande","-46.502069","-24.003914",NA,NA,"NY00441865_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00972879","PreservedSpecimen","Plantae","Primulaceae","Clavija","nutans","Clavija nutans","W. R. Anderson","7771","1973","03","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1130548' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972879","Magnoliophyta","Ericales","(Vell.) B.Ståhl",NA,"Goiás","São João d'Aliança","3 km by road S of São João da Aliança. Serra Geral do Paraná.","-47.5","-14.73","1040","1040","NY00972879_01 NY00972879_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1146531","PreservedSpecimen","Plantae","Primulaceae","Clavija","nutans","Clavija nutans","R. de Mello-Silva","2946","2007","11","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1343956' target='other'> <mi>dwc_moreinfo</mi></a>","NY01146531","Magnoliophyta","Ericales","(Vell.) B.Ståhl","J. R. Pirani","Minas Gerais","Alvorada de Minas","Itapanhoacanga. Estrada Itapanhoacanga - cachoeira Campinas, 3 km de Itapanhoacanga.","-43.4431","-18.7975","846","846","NY01146531_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00972907","PreservedSpecimen","Plantae","Primulaceae","Clavija","nutans","Clavija nutans","W. R. Anderson","9784","1973","05","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1130550' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972907","Magnoliophyta","Ericales","(Vell.) B.Ståhl","B. Ståhl","Mato Grosso",NA,"Ca. 30 km (straight line) ENE of Barra do Garças","-51.9912","-15.77955","450","450","NY00972907_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00972909","PreservedSpecimen","Plantae","Primulaceae","Clavija","nutans","Clavija nutans","H. S. Irwin","11325","1965","12","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1130555' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972909","Magnoliophyta","Ericales","(Vell.) B.Ståhl","B. Ståhl","Distrito Federal","Brasília","Córrego Landím, ca. 20 km N. of Brasília","-47.9167","-15.60256","950","950","NY00972909_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-29 11:16:00-03","NY","NYBG","441866","PreservedSpecimen","Plantae","Primulaceae","Clavija","nutans","Clavija nutans","A. L. Bernardi","20553","1980","04","13","South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=335220' target='other'> <mi>dwc_moreinfo</mi></a>","NY00441866",NA,"Ericales",NA,"B. Ståhl",NA,NA,"Collina circa Colonia Aceite Cerro Corà, Amambay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","687467","PreservedSpecimen","Plantae","Primulaceae","Clavija","nutans","Clavija nutans","J. V. Godoi","80","1991","07","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=875738' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687467","Magnoliophyta","Ericales","(Vell.) B.Ståhl","R. Lupo","São Paulo",NA,"Inúbia Paulista. Fazenda Oriente.",NA,NA,NA,NA,"NY00687467_01 NY00687467_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-18 09:30:50-03","UNESP-IBB","BOTU","21708","PreservedSpecimen","Plantae","Theophrastaceae","Clavija","nutans","Clavija nutans","Manara, M.P.","52","1998","06","19",NA,"Brasil",NA,NA,"Sub-arbusto de 1m de altura, caule, fruto laranja","BOTU021708",NA,NA,"(Vell.) B.Ståhl",NA,"São Paulo","Presidente Epitácio",NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-02-08 11:10:22-03","UNESP-IBB","BOTU","21958","PreservedSpecimen","Plantae","Theophrastaceae","Clavija","nutans","Clavija nutans","Amaral Jr., A.","258","1998","10","17",NA,"Brasil",NA,NA,"Arbusto 1 m de altura com botões alaranjados","BOTU021958",NA,NA,"(Vell.) B.Ståhl",NA,"Mato Grosso do Sul","Anaurilândia",NA,"-52.929167","-22.397778",NA,NA,NA,"52°55'45w","22°23'52s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-02-08 11:10:22-03","UNESP-IBB","BOTU","22502","PreservedSpecimen","Plantae","Theophrastaceae","Clavija","nutans","Clavija nutans","Amaral Jr., A.","432","1999","04","11",NA,"Brasil",NA,NA,"Arbusto 2m, estéril.","BOTU022502",NA,NA,"(Vell.) B.Ståhl",NA,"Mato Grosso do Sul","Bataguassu",NA,"-52.277694","-21.643833",NA,NA,NA,"52°16'39.7w","21°38'37.8s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-09-10 21:44:00-03","UNEMAT","TANG","6826","S","Plantae","Primulaceae","Clavija","nutans","Clavija nutans","Abdo, MSA","641","2017","05","29",NA,"Brasil",NA,NA,NA,"TANG000006826",NA,NA,"(Vell.) B.Ståhl","Abdo, MSA","Mato Grosso","Nova Olímpia","Fazenda Santa Inês.","-57.142542","-14.639486","470","470",NA,"-57.142542","-14.639486","2019","08","20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:47:15-03","EAO","IAN","187000","PreservedSpecimen","Plantae","Primulaceae","Clavija","nutans","Clavija nutans","Flores, TB; Lorenzi, H; Vieira, S; Bernacci, L","735","2010","08","10","Southern America","Brasil",NA,NA,"Arbusto ca. 1,5m de alt., flores alaranjadas.","IAN187000","Dicotiledônea",NA,"(Vell.) Stahl",NA,"Pará","Itaituba","Parque Nacional da Amazônia, base URUA - Trilha auto guiada.","-55.9836006164551","-4.27611017227173",NA,NA,NA,NA,NA,NA,NA,NA,"457045","auto",NA,NA,NA,NA,NA,NA,NA
"29","2019-12-04 15:25:42-03","PUCPR","HUCP","22130","S","Plantae","Primulaceae","Clavija","nutans","Clavija nutans","Lozano, E","971","2012","05","22",NA,"Brasil",NA,NA,NA,"HUCP00017281","Eudicotiledonea",NA,"(Vell.) B. Ståhl.",NA,"Mato Grosso do Sul","Corumbá",NA,"-57.6533012390137","-19.0091991424561",NA,NA,"HUCP00017281",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA
"30","2019-12-04 15:25:42-03","PUCPR","HUCP","24317","S","Plantae","Primulaceae","Clavija","nutans","Clavija nutans","Cordeiro, J","230","2012","03","14",NA,"Brasil",NA,NA,NA,"HUCP00003367","Eudicotiledonea",NA,"(Vell.) B. Ståhl.","Felitto, G","São Paulo","Valparaíso",NA,"-50.8600006103516","-21.2199993133545",NA,NA,"HUCP00003367",NA,NA,NA,NA,NA,"32798","auto",NA,NA,NA,NA,NA,NA,NA
"31","2020-11-26 18:09:24-03","CPAN-UFMS","COR","6394","PreservedSpecimen","Plantae","Primulaceae","Clavija","nutans","Clavija nutans","Bezerra, M. A. O. et al.","110","1997","06","20",NA,"Brasil",NA,NA,"Árvore Habito: Árvore",NA,NA,NA,"(Vell.) B.Ståhl","Damasceno-Júnior, G. A.","Mato Grosso do Sul","Corumbá","Lagoa do Castelo; próximo ao morro do Castelo","-57.585278","-18.533333","85","85",NA,"57º35'7''W","18º32'0''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-26 18:09:24-03","CPAN-UFMS","COR","11291","PreservedSpecimen","Plantae","Primulaceae","Clavija","nutans","Clavija nutans","Damasceno-Júnior, G. A.; Maria, V. R.; Batilani, J.; Pott, A. & Velasques, J.","3716","2005","09","04",NA,"Brasil",NA,NA,"Flor rósea; fruto verde",NA,NA,NA,"(Vell.) B.Ståhl",NA,"Mato Grosso do Sul","Bodoquena","Fazenda Santa Laura; mata ciliar do rio Salobra; poção Salobra","-56.7425","-20.781944","212","212",NA,"56º44'33''W","20º46'55''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-02 16:29:11-03","CPAN-UFMS","COR","14839","PreservedSpecimen","Plantae","Primulaceae","Clavija","nutans","Clavija nutans","Damasceno-Júnior, G. A.",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Arbusto Habito: Arbusto",NA,NA,NA,"(Vell.) B.Ståhl",NA,"Mato Grosso do Sul","Corumbá","Jacadigo","-57.844167","-19.233333","300","300",NA,"57º50'39''W","19º14'0''S","2012","05","14",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-26 18:09:24-03","CPAN-UFMS","COR","5091","PreservedSpecimen","Plantae","Primulaceae","Clavija","nutans","Clavija nutans","Dávila, A. M. R.; Souza, N. V. D.","8","1997","09","23",NA,"Brasil",NA,NA,"Arbusto, 2 m de altura Habito: Arbusto",NA,NA,NA,"(Vell.) B.Ståhl","Dávila, A. M. R.","Mato Grosso do Sul","Corumbá","Morro Jacadigo","-57.844167","-19.233333","300","300",NA,"57º50'39''W","19º14'0''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-26 18:09:24-03","CPAN-UFMS","COR","10629","PreservedSpecimen","Plantae","Primulaceae","Clavija","nutans","Clavija nutans","Silva, R. H. & Mônaco, N. Z. N.","3","2004","09","04",NA,"Brasil",NA,NA,"Árvore com 1,5 m de altura; flor alaranjada, inflorescência em cachos; fruto verde Habito: Árvore",NA,NA,NA,"(Vell.) B.Ståhl","Silva, R. H.","Mato Grosso do Sul","Corumbá","Morro do Urucum","-57.604167","-19.187778","225","225",NA,"57º36'15''W","19º11'16''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-26 18:09:24-03","CPAN-UFMS","COR","13585","PreservedSpecimen","Plantae","Primulaceae","Clavija","nutans","Clavija nutans","Forzza, R.; Damasceno-Júnior, G. A.; Jacques, E. L. & Fernandes, G. A.","836","1998","05","20",NA,"Brasil",NA,NA,"Erva Habito: Erva",NA,NA,NA,"(Vell.) B.Ståhl",NA,"Mato Grosso do Sul","Corumbá","Morro do Jacadigo","-57.844167","-19.233333","300","300",NA,"57º50'39''W","19º14'0''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-26 18:09:24-03","CPAN-UFMS","COR","4315","PreservedSpecimen","Plantae","Primulaceae","Clavija","nutans","Clavija nutans","Kirkbride-Junior, J. H.",NA,"1980","02","06",NA,"Brasil",NA,NA,"Arbusto, botões laranja Habito: Arbusto",NA,NA,NA,"(Vell.) B.Ståhl","Smith, S. F.","Goiás","Goiás","Fazenda das Esmeraldas; perto do córrego Paciência","-50.140556","-15.935","560","560",NA,"50º8'26''W","15º56'6''S","1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-26 18:09:24-03","CPAN-UFMS","COR","6130","PreservedSpecimen","Plantae","Primulaceae","Clavija","nutans","Clavija nutans","Equipe de Cabeceira","1556","1998","08","31",NA,"Brasil",NA,NA,"Habito: herbáceo",NA,NA,NA,"(Vell.) B.Ståhl",NA,"Mato Grosso do Sul","Costa Rica","Fazenda Morro Alto. mata ciliar; ;.","-53.1291999816895","-18.5438995361328",NA,NA,NA,NA,NA,NA,NA,NA,"76958","auto",NA,NA,NA,NA,NA,NA,NA
"39","2020-11-26 18:09:24-03","CPAN-UFMS","COR","15572","PreservedSpecimen","Plantae","Primulaceae","Clavija","nutans","Clavija nutans","Oliveira, P. P.; Urquiza, M. V. S.; Diamante, M.; Rodrigues, A.,; Lara, F.",NA,"2012","05","18",NA,"Brasil",NA,NA,"Com Flor: laranjada",NA,NA,NA,"(Vell.) B.Ståhl",NA,"Mato Grosso do Sul","Ladário","reserva legal. mata ciliar; ;.","-57.6016998291016","-19.0046997070312",NA,NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:23:09-03","UFBA","ALCB","89237","PreservedSpecimen","Plantae","Primulaceae","Clavija","nutans","Clavija nutans","Hatschbach, G; Hatschbach, M; Ribas, OS","70458","2000","02","20","Southern America","Brasil",NA,NA,"ca. 2m. Flor alaranjada",NA,"Dicotyledon",NA,"(Vell.) B. Ståhl","Hatschbach, G","Goiás","São João da Aliança","Corrente",NA,NA,NA,NA,NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:23:09-03","UFBA","ALCB","90018","PreservedSpecimen","Plantae","Primulaceae","Clavija","nutans","Clavija nutans","Silva, JM; Ribas, OS","6575","2008","04","26","Southern America","Brasil",NA,NA,"ca. 1m. flor alaranjada ou zarcão.",NA,"Dicotyledon",NA,"(Vell.) B. Ståhl","Silva, JM","Paraná","Diamante do Norte","Reserva Ecológica do Caiuá","-52.8596992492676","-22.656400680542",NA,NA,NA,NA,NA,"2008",NA,NA,"16110","auto",NA,NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:23:09-03","UFBA","ALCB","89237","PreservedSpecimen","Plantae","Primulaceae","Clavija","nutans","Clavija nutans","Hatschbach, G; Hatschbach, M; Ribas, OS","70458","2000","02","20","Southern America","Brasil",NA,NA,"2m; Flor alaranjada. Capão de mata.",NA,"Dicotyledon",NA,"(Vell.) B. Ståhl","Hatschbach, G","Goiás",NA,"Corrente.",NA,NA,NA,NA,NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-02-08 09:05:16-03","NBC","NL-BOTANY","L.0966706","PreservedSpecimen","Plantae","Theophrastaceae","Clavija","nutans","Clavija nutans","Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.0966706 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0966706",NA,"Ericales","(Vell.) B.Ståhl",NA,"Paraná",NA,"Xambrê Fazenda Estrela do Sul",NA,NA,NA,NA,"NL-L0966706",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13101",NA,NA,NA,NA,NA
"44","2020-02-08 09:05:16-03","NBC","NL-BOTANY","L.0966707","PreservedSpecimen","Plantae","Theophrastaceae","Clavija","nutans","Clavija nutans","Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.0966707 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0966707",NA,"Ericales","(Vell.) B.Ståhl",NA,"Paraná",NA,"Xambrê Fazenda Estrela do Sul",NA,NA,NA,NA,"NL-L0966707",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13101",NA,NA,NA,NA,NA
"45","2020-02-08 09:05:16-03","NBC","NL-BOTANY","L.0966708","PreservedSpecimen","Plantae","Theophrastaceae","Clavija","nutans","Clavija nutans","Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.0966708 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0966708",NA,"Ericales","(Vell.) B.Ståhl",NA,"Paraná",NA,"Xambrê Fazenda Estrela do Sul",NA,NA,NA,NA,"NL-L0966708",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13101",NA,NA,NA,NA,NA
