"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","occurrenceRemarks","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","typeStatus","eventTime","fieldNumber","individualCount","relatedCatalogItem","sex"
"11","2021-04-05 14:25:25-03","UNESC","CRI","1128","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez","Vanilde Citadini- Zanette",NA,NA,NA,"Vanilde Citadini-Zanette; Aurélio José de Aguiar & Clair Maria Martinello","1991","03","13","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","CRI003789","CRI003789","1378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:25:25-03","UNESC","CRI","1172","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez",NA,NA,NA,NA,"Vanilde Citadini-Zanette; Aurélio José de Aguiar & Robson dos Santos","1992","04","30","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","CRI003787","CRI003787","1421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:25:24-03","UNESC","CRI","1020","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez","Marcos Sobral",NA,NA,NA,"Vanilde Citadini-Zanette; Jairo José Zocche & Aurélio José de Aguiar","1990","10","31","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","CRI003773","CRI003773","1298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:25:25-03","UNESC","CRI","1072","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez","Vanilde Citadini- Zanette",NA,NA,NA,"Vanilde Citadini-Zanette; Aurélio José de Aguiar","1991","11","28","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","CRI003784","CRI003784","1350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:25:25-03","UNESC","CRI","11078","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez","M. L. Brotto","2013","06","14","J.P. Maçaneiro","2012","10","25","Brasil","Santa Catarina","Botuverá","Calver Mineração LTDA.","-49.075","-27.2","49º4'30''W","27º12'0''S","360","360","CRI003786","CRI003786","37","Floresta Ombrófila Densa Habitat: interior da mata Habito: arbusto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:33:37-03","UNESC","CRI","1694","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez","V. C. Zanette",NA,NA,NA,"V. Citadini-Zanette; C. M. Martinello & A. J. de Aguiar","1993","05","06","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.291667","-28.359444","49º17'30''W","28º21'34''S","110","110","CRI003782","CRI003782","1631",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:25:25-03","UNESC","CRI","5159","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez","V. C. Zanette",NA,NA,NA,"V. Citadini-Zanette; T. Ike & T. Komatsubara","1996","11","04","Brasil","Santa Catarina","Lauro Muller","Rocinha.","-49.396944","-28.393333","49º23'49''W","28º23'36''S",NA,NA,"CRI003790","CRI003790","2312","Habitat: interior da mata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 14:25:25-03","UNESC","CRI","1129","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez","Marcos Sobral",NA,NA,NA,"Vanilde Citadini-Zanette; Aurélio José de Aguiar & Clair Maria Martinello","1992","03","13","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","CRI003781","CRI003781","1379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-05 14:33:37-03","UNESC","CRI","10829","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez",NA,NA,NA,NA,"Zenaide P. Topanotti",NA,NA,NA,"Brasil","Santa Catarina","Criciúma","Morro Estevão.","-49.37","-28.678056","49º22'12''W","28º40'41''S","58","58","CRI003783","CRI003783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-05 14:33:37-03","UNESC","CRI","1774","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez","Marcos Sobral",NA,NA,NA,"V. Citadini-Zanette; R. dos Santos & A. J. de Aguiar","1993","05","18","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.291667","-28.359444","49º17'30''W","28º21'34''S","110","110","CRI003788","CRI003788","1751","Habito: árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-05 14:25:25-03","UNESC","CRI","6544","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez","Dolores Bosa","1999","10","17","Dolores Bosa; Magali Romagna","1999","10","17","Brasil","Santa Catarina","Morro Grande","Nova Roma.","-49.721111","-28.801111","49º43'16''W","28º48'4''S","300","300","CRI003772","CRI003772",NA,"Floresta Ombrófila Densa Habitat: interior da mata Habito: árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-05 14:25:25-03","UNESC","CRI","12631","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez","Aline Votri Guislon & Renato colares","2017","09","18","Alexandre Medeiros","2017","06","13","Brasil","Santa Catarina","Balneário Camboriú","Laranjeiras.","-48.6347007751465","-26.9906005859375",NA,NA,NA,NA,"CRI010845",NA,NA,"Coleta 480. Fruto verde. Habito: Arbóreo","8793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-05 14:25:25-03","UNESC","CRI","12632","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez","Renato Colares & Aline V. Guislon","2017","09","18","Alexandre Medeiros","2017","06","13","Brasil","Santa Catarina","Balneário Camboriú","Laranjeiras.","-48.6347007751465","-26.9906005859375",NA,NA,NA,NA,"CRI010846",NA,NA,"Coleta 484. Fruto verde. Habito: Arbóreo","8793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-05 14:25:25-03","UNESC","CRI","12630","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez","Aline Votri Guislon & Renato colares","2017","09","18","Alexandre Medeiros","2017","06","13","Brasil","Santa Catarina","Balneário Camboriú","Laranjeiras.","-48.6347007751465","-26.9906005859375",NA,NA,NA,NA,"CRI010844",NA,NA,"Coleta 481. Fruto verde. Habito: Arbóreo","8793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-05 14:25:25-03","UNESC","CRI","12491","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez","Renato Colares & Aline V. Guislon","2017","07","25","Alexandre Medeiros","2017","04","19","Brasil","Santa Catarina","Balneário Camboriú","Laranjeiras.","-48.6347007751465","-26.9906005859375",NA,NA,NA,NA,"CRI010698",NA,NA,"Coleta 51. Habito: Arbustivo","8793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","03687086","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez",NA,NA,NA,NA,"L. Nusbaumer","2014","11","03","Brazil","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada. localité de Quebrangulo","-36.435614","-9.236339",NA,NA,"860",NA,"NY03687086","NY03687086_01","4293","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2952294' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00918438","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez",NA,NA,NA,NA,"J. E. B. Warming",NA,NA,NA,"Brazil",NA,NA,"Brasilia. Ad Lagoa Santa",NA,NA,NA,NA,NA,NA,"NY00918438","NY00918438_01","s.n.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987531' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","539474","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez",NA,NA,NA,NA,"G. G. Hatschbach","1965","11","21","Brazil","Paraná","Campina Grande do Sul","Rio Pardinho","-49.0553","-25.3058",NA,NA,NA,NA,"NY00539474","NY00539474_01","13162","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=428287' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","539473","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez",NA,NA,NA,NA,"P. K. H. Dusén","1909","12","13","Brazil","Paraná","Ipiranga","Desvio Ypiranga","-50.5842","-25.0242",NA,NA,"3","3","NY00539473","NY00539473_01","8660","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=428291' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00918439","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez",NA,NA,NA,NA,"J. E. B. Warming","1865",NA,NA,"Brazil","Minas Gerais","Lagoa Santa","Prope Lagoa Santa","-43.8894","-19.6272",NA,NA,NA,NA,"NY00918439","NY00918439_01 NY00918439_02","s.n.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987536' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","539491","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez",NA,NA,NA,NA,"A. Gehrt","1921","12","08","Brazil","São Paulo","Santo André","Alto da Serra","-46.5297","-23.66",NA,NA,NA,NA,"NY00539491","NY00539491_01","s/n°","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=428290' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","539476","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez",NA,NA,NA,NA,"R. M. Klein","1955","12","07","Brazil","Santa Catarina","Itajaí","Morro da Fazenda, Itajaí","-48.6617","-26.9081",NA,NA,"300","300","NY00539476","NY00539476_01","1788","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=428298' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1019513","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez",NA,NA,NA,NA,"L. Schumm","2004","08",NA,"Brazil","Minas Gerais","Bocaina de Minas","Parque Nacional do Itatiaia (Alto dos Brejos)","-44.3947","-22.1675",NA,NA,NA,NA,"NY01019513","NY01019513_01","68","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1285931' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","539466","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez",NA,NA,NA,NA,"G. G. Hatschbach","1972","12","19","Brazil","Paraná","Campina Grande do Sul","Figueira, Capivari","-49.0553","-25.3058",NA,NA,NA,NA,"NY00539466","NY00539466_01","31010","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=428304' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","539482","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez",NA,NA,NA,NA,"R. Reitz","1954","11","25","Brazil","Santa Catarina","Blumenau","Mata de Cia. Hering, Blumenau","-49.082834","-26.926032",NA,NA,"250","250","NY00539482","NY00539482_01","2294","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=428296' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","02694735","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez",NA,NA,NA,NA,"L. Nusbaumer","2014","11","17","Brazil","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada. localité de Quebrangulo","-36.419234","-9.233311",NA,NA,"830",NA,"NY02694735","NY02694735_01","4347","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2952127' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","539490","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez",NA,NA,NA,NA,"K. Kubitzki","1981","02","21","Brazil","São Paulo","Cananéia","Ilha do Cardoso","-47.992538","-25.197304",NA,NA,NA,NA,"NY00539490","NY00539490_01","81-32","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=428310' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","539481","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez",NA,NA,NA,NA,"R. M. Klein","1955","12","07","Brazil","Santa Catarina","Itajaí","Morro da Fazenda, Itajaí","-48.6617","-26.9081",NA,NA,"300","300","NY00539481","NY00539481_01","1788","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=428294' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","539472","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez",NA,NA,NA,NA,"P. K. H. Dusén","1909","11","17","Brazil","Paraná","Ipiranga","Desvio Ypiranga","-50.5842","-25.0242",NA,NA,NA,NA,"NY00539472","NY00539472_01","8960","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=428295' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","539487","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez",NA,NA,NA,NA,"R. Reitz","1957","12","18","Brazil","Santa Catarina","Joinville","Estrada Dona Francisca, Joinvile","-48.8456","-26.3044",NA,NA,"600","600","NY00539487","NY00539487_01","5719","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=428288' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","539479","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez",NA,NA,NA,NA,"R. M. Klein","1953","06","11","Brazil","Santa Catarina","Ascurra","Ascurra, Rodeio","-49.368876","-26.922097",NA,NA,NA,NA,"NY00539479","NY00539479_01","525","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=428289' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","538012","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez","J. G. Rohwer",NA,NA,NA,"E. Schwebel","1917","12",NA,"Brazil","São Paulo","Sao Paulo","Alto da Serra","-46.63","-23.5403",NA,NA,NA,NA,"NY00538012","NY00538012_01","1284","Ex. Herv. do Serv. Fl. da C. P. Estr. Ferro <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=385708' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","539467","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez",NA,NA,NA,NA,"G. G. Hatschbach","1971","01","19","Brazil","Paraná","Morretes","Serra Marumbi, picada ao Olimpo","-48.8342","-25.4769",NA,NA,"900","900","NY00539467","NY00539467_01","25996","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=428303' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","03687176","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez",NA,NA,NA,NA,"L. Nusbaumer","2014","10","14","Brazil","Alagoas","Quebrangulo","Reserva Biológica da Pedra Talhada. localité de Quebrangulo","-36.435332","-9.23625",NA,NA,"850",NA,"NY03687176","NY03687176_01","4149","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2952192' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","01067297","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez","A. Quinet",NA,NA,NA,"R. C. Forzza","2006","09","19","Brazil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca. Mojolinho. Na subida para o Pião","-43.7931","-21.8428",NA,NA,NA,NA,"NY01067297","NY01067297_01","4241","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1206113' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","539469","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez",NA,NA,NA,NA,"G. G. Hatschbach","1966","01","20","Brazil","Paraná","Antonina","Rio Cotia, Atlantic slope of Serra dos Orgaos 25 km N. of Antonina","-48.7117","-25.4286",NA,NA,"450","450","NY00539469","NY00539469_01","Ha.13574","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=428305' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","539480","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez",NA,NA,NA,NA,"R. M. Klein","1949","11","23","Brazil","Santa Catarina","Brusque","Mata da Azambuja. Brusque","-48.910147","-27.126635",NA,NA,NA,NA,"NY00539480","NY00539480_01","s.n.","Colec. Eq. Ecologia <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=428308' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","1034339","PreservedSpecimen","Plantae","Lauraceae","Ocotea","laxa","Ocotea laxa","(Nees) Mez","R. Spichiger",NA,NA,NA,"A. C. Cervi","1994","11","15","Brazil","Alagoas","Quebrangulo","Reserva Biológica de Pedra Talhada","-36.42","-9.25",NA,NA,NA,NA,"NY01034339","NY01034339_01","CA7201","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1251481' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Laurales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
