"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","relationshipType","relatedCatalogItem","fieldNumber","individualCount","typeStatus","previousCatalogNumber"
"11","2020-02-08 08:51:25-03","NBC","NL-BOTANY","L.3673731","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Senecio","grandis","Senecio grandis","Gardner",NA,"Hatschbach GG",NA,"1968","08","29","Southern America","Brazil",NA,"Est. Paraná Mun S.José dos Pinhais, Serra do Emboque.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3673731 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3673731","NL-L3673731",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 08:51:25-03","NBC","NL-BOTANY","L.3673732","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Senecio","grandis","Senecio grandis","Gardner",NA,"Hatschbach GG",NA,"1968","08","29","Southern America","Brazil",NA,"Est. Paraná Mun S.José dos Pinhais, Serra do Emboque.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3673732 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3673732","NL-L3673732",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 08:51:25-03","NBC","NL-BOTANY","L.3673733","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Senecio","grandis","Senecio grandis","Gardner",NA,"Hatschbach GG",NA,"1968","08","29","Southern America","Brazil",NA,"Est. Paraná Mun S.José dos Pinhais, Serra do Emboque.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3673733 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3673733","NL-L3673733",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-31 13:36:08-03","MN","R","11529","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","auritifolius","Senecio auritifolius","Cabrera","Cabrera, A.L.","Glaziou, A.F.M.","7728","1874","06","08",NA,"Brasil","Rio de Janeiro",NA,NA,"Plantas do Brasil Central","R000011529","R000011529_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-12-19 08:07:58-03","FPS","FPS","2862","MachineObservation","Plantae",NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner","Funez, L.A.","Schwirkowski, P.","2289","2017","07","15",NA,"Brasil","Santa Catarina","Serra Dona Francisca. Trilha do Castelo dos Bugres",NA,NA,"FPS02862,FURB55579","FPS02862_v01 FPS02862_v02 FPS02862_v03 FPS02862_v04 FURB55579","Joinville","-49.054899","-26.224838",NA,NA,NA,NA,NA,"2019","02","15","-49.054899","-26.224838","voucher","FURB 55579",NA,NA,NA,NA
"16","2019-12-19 08:07:58-03","FPS","FPS","2278","MachineObservation","Plantae",NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner","Funez, L.A.","Schwirkowski, P.","1733","2016","07","05",NA,"Brasil","Santa Catarina","Serra Dona Francisca. Trilha do Castelo dos Bugres",NA,NA,"FPS02278,FURB51839","FPS02278_v01 FPS02278_v02 FPS02278_v03 FPS02278_v04 FPS02278_v05 FPS02278_v06 FURB51839","Joinville","-49.054899","-26.224838",NA,NA,NA,NA,NA,"2019","02","15","-49.054899","-26.224838","voucher","FURB 51839",NA,NA,NA,NA
"17","2019-08-27 13:27:53-03","IAP","PACA-AGP","64120","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Senecio","grandis","Senecio grandis","Gardner","G. M. Barroso","Hatschbach, G.","4045","1957","08","01",NA,"Brasil","PR","Graciosa",NA,"Habitat: in silva Fenofase: flor","PACA064120",NA,"Campina",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-10-14 09:59:25-03","FURB","FURB","51839","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner","Funez, L.A.","Schwirkowski, P.","1733","2016","07","04",NA,"Brasil","Santa Catarina","Serra Dona Francisca. Trilha do Castelo dos Bugres.",NA,"Terrícola, heliófita 1 m. alt. Flores brancas","FURB51839","FURB51839","Joinville","-49.055","-26.2247223","688","688",NA,NA,NA,"2019","02","15","-49.0550000","-26.2247223",NA,NA,NA,NA,NA,NA
"19","2020-10-14 09:59:25-03","FURB","FURB","55579","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner","Funez, L.A.","Schwirkowski, P.","2289","2017","07","15",NA,"Brasil","Santa Catarina","Serra Dona Francisca. Trilha do Castelo dos Bugres.",NA,"Flores brancas Habitat: Semi-ciófita Habito: Herbácea","FURB55579","FURB55579","Joinville","-49.055","-26.2247223","650","650",NA,NA,NA,"2019","02","15","-49.0550000","-26.2247223",NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:17:09-03","MBM","MBM","11340","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner",NA,"Hatschbach, G.","21709","1969","07","04","Southern America","Brazil","Paraná","São Sebastião",NA,NA,"MBM011340","MBM011340","Antonina","-48.7118988037109","-25.4286003112793",NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:17:09-03","MBM","MBM","38164","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner","Barroso, G.M.","Hatschbach, G.","4045","1957","08","01","Southern America","Brazil","Paraná","Estrada da Graciosa, Alto da Serra",NA,NA,"MBM038164","MBM038164","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:17:09-03","MBM","MBM","190785","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner","Cabrera, A.L.","Hatschbach, G.","19637","1968","08","29","Southern America","Brazil","Paraná","Serra do Emboque",NA,NA,"MBM190785",NA,"São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:17:09-03","MBM","MBM","52051","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner","Hatschbach, G.","Davis, P.H.; et al.; et al.","59840","1976","08","21","Southern America","Brazil","São Paulo","Serra do Mar",NA,NA,"MBM052051","MBM052051","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:17:09-03","MBM","MBM","7985","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner","Cabrera, A.L.","Hatschbach, G.","19637","1968","08","29","Southern America","Brazil","Paraná","Serra do Emboque",NA,NA,"MBM007985","MBM007985","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-11-01 15:28:02-03","PUC-RIO","FCAB","1005","PreservedSpecimen","Plantae",NA,"Angiospermae","Asteraceae","Senecio","grandis","Senecio grandis","Gardner",NA,"P. Capell S.J.","s.n.","1951","08","29",NA,"Brasil","Rio de Janeiro","Pico da Caledônia",NA,NA,"001005",NA,"Nova Friburgo","-42.5311012268066","-22.2819004058838",NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2015-09-04 07:19:34-03","MNHN","RECOLNAT_MNHN_P","P03749197","PreservedSpecimen",NA,NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner",NA,"s.c.",NA,"1824","7","1",NA,"Brasil","Minas Gerais",". Minas Gerais, Sudeste, Brasil, América do Sul","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03749197' target='other'> <mi>dwc_moreinfo</mi></a>","P03749197","P03749197_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"357",NA,NA,NA
"27","2015-09-04 07:19:34-03","MNHN","RECOLNAT_MNHN_P","P03749198","PreservedSpecimen",NA,NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner",NA,"Riedel",NA,"1824","7","1",NA,"Brasil",NA,"Brasilia. Morro Gaia. Brasil, América do Sul","hb",". . [?75] <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03749198' target='other'> <mi>dwc_moreinfo</mi></a>","P03749198","P03749198_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"387",NA,NA,NA
"28","2015-09-04 07:19:34-03","MNHN","RECOLNAT_MNHN_P","P03749195","PreservedSpecimen",NA,NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner",NA,"Sello",NA,NA,NA,NA,NA,"Brasil",NA,". Brasil, América do Sul","hb",". s.d. n.3.6.II <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03749195' target='other'> <mi>dwc_moreinfo</mi></a>","P03749195","P03749195_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2015-09-04 07:19:34-03","MNHN","RECOLNAT_MNHN_P","P03749199","PreservedSpecimen",NA,NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner",NA,"Sellow",NA,NA,NA,NA,NA,"Brasil",NA,". Brasil, América do Sul","hb",". s.d. Hb. berol. 1859 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03749199' target='other'> <mi>dwc_moreinfo</mi></a>","P03749199","P03749199_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2015-09-04 07:19:34-03","MNHN","RECOLNAT_MNHN_P","P03749200","PreservedSpecimen",NA,NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner",NA,"Glaziou, A.",NA,"1874","1","1",NA,"Brasil","Rio de Janeiro","Brésil. Prov. de Rio-Janeiro, environs. Rio de Janeiro, Sudeste, Brasil, América do Sul","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03749200' target='other'> <mi>dwc_moreinfo</mi></a>","P03749200","P03749200_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7728",NA,NA,NA
"31","2015-09-04 07:19:34-03","MNHN","RECOLNAT_MNHN_P","P03749202","PreservedSpecimen",NA,NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner",NA,"Glaziou, A.",NA,"1873","1","24",NA,"Brasil","Rio de Janeiro","Brésil, Rio Janeiro, Chemins de l´Itatiaia, . Rio de Janeiro, Sudeste, Brasil, América do Sul","hb",". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03749202' target='other'> <mi>dwc_moreinfo</mi></a>","P03749202","P03749202_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6581",NA,NA,NA
"32","2015-09-04 07:19:35-03","MNHN","RECOLNAT_MNHN_P","P03749204","PreservedSpecimen",NA,NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner",NA,"Glaziou, A.",NA,"1874","7","8",NA,"Brasil","Rio de Janeiro","Brésil. S. Antonio, haut de la picada Zimler. Rio de Janeiro, Sudeste, Brasil, América do Sul","hb",". . Herbier de A. Glaziou. Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03749204' target='other'> <mi>dwc_moreinfo</mi></a>","P03749204","P03749204_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7728",NA,NA,NA
"33","2015-09-04 07:19:34-03","MNHN","RECOLNAT_MNHN_P","P03749203","PreservedSpecimen",NA,NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner",NA,"Glaziou, A.",NA,"1891","6","15",NA,"Brasil","Rio de Janeiro","Alto Macaé. Macaé, Rio de Janeiro, Sudeste, Brasil, América do Sul","hb",". . Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03749203' target='other'> <mi>dwc_moreinfo</mi></a>","P03749203","P03749203_01","Macaé","-41.7868995666504","-22.3708000183105",NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA,NA,NA,"18340",NA,NA,NA
"34","2015-09-04 07:19:34-03","MNHN","RECOLNAT_MNHN_P","P03749201","PreservedSpecimen",NA,NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner",NA,"Hatschbach, G.",NA,"1968","8","29",NA,"Brasil","Paraná","Serra do Emboque. São José dos Pinhais, Paraná, Sul, Brasil, América do Sul","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03749201' target='other'> <mi>dwc_moreinfo</mi></a>","P03749201","P03749201_01","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,"19637",NA,NA,NA
"35","2020-12-11 11:33:29-03","UFMG","BHCB","106824","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner",NA,"Teles, AM; Nordenstam, B; Mota, RC da","368","2007","04","03","Southern America","Brasil","Minas Gerais","Condomínio dos Engenheiros da CVRD.",NA,"Plantas do Brasil. Interior de floresta atlântica; próximo a córrego de água. Herbáceo robusto, ca. 1,6m.",NA,NA,"Itabira","-43.2268981933594","-19.6191997528076",NA,NA,"33779","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-11 11:33:29-03","UFMG","BHCB","103976","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner",NA,"Teles, AM; Mota, RC da","279","2006","08","24","Southern America","Brasil","Minas Gerais","Condomínio dos Engenheiros da CVRD.",NA,"Plantas do Brasil. Área úmida no interior de floresta. População com muitos indivíduos, sempre presentes próximo ao córrego d'água. Herbáceo robusto, ca. 4m. Folhas lilases na face abaxial. Capitulescências 2m de comprimento. Capítulos com flores ama",NA,NA,"Itabira","-43.2268981933594","-19.6191997528076",NA,NA,"33779","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-11 11:33:29-03","UFMG","BHCB","103977","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner",NA,"Teles, AM; Mota, RC da","280","2006","08","24","Southern America","Brasil","Minas Gerais","Condomínio dos Engenheiros da CVRD.",NA,"Plantas do Brasil. Área úmida no interior de floresta. População com muitos indivíduos, sempre presentes próximo ao córrego d'água. Herbáceo robusto, ca. 1,6m. Folhas lilases na face abaxial. Capitulescências 2m de comprimento. Capítu","BHCB006652",NA,"Itabira","-43.2268981933594","-19.6191997528076",NA,NA,"33779","auto",NA,"2006","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-11 11:33:29-03","UFMG","BHCB","103978","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner",NA,"Teles, AM; Mota, RC da","281","2006","08","24","Southern America","Brasil","Minas Gerais","Condomínio dos Engenheiros da CVRD.",NA,"Plantas do Brasil. Área úmida no interior de floresta. População com muitos indivíduos, sempre presentes próximo ao córrego d'água. Herbáceo robusto, ca. 4m. Folhas lilases na face abaxial. Capitulescências 2m de comprimento. Capítulos com flores ama",NA,NA,"Itabira","-43.2268981933594","-19.6191997528076",NA,NA,"33779","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-11 17:18:09-03","UFPR","UPCB","22298","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner","Barroso, G.M.","Hatschbach, G.","4045","1957","08","01",NA,"Brasil","Paraná","Estrada da Graciosa",NA,"Erva ereta, 2m, sem ramificações, capítulo alvo, os exemplares maiores geralmente deitados devido ao vento. Mata higrófila..",NA,NA,"Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"55154","auto",NA,"1958","01","01",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-11 17:18:09-03","UFPR","UPCB","8649","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner","Hatschbach, G.","Hatschbach, G.","21709","1969","07","04",NA,"Brasil","Paraná","São Sebastião",NA,"Arbusto, 1,50m, capítulo alvescente. Orla da mata pluvial, vertente atlântica, solo levemente úmido..",NA,NA,"Antonina","-48.7118988037109","-25.4286003112793",NA,NA,"38300","auto",NA,"1969","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-11 17:18:09-03","UFPR","UPCB","7723","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner","Cabrera, A.L.","Hatschbach, G.","19637","1968","08","29",NA,"Brasil","Paraná","Serra do Embosque",NA,"Arbusto, até 1,50m, capítulo alvescente. Locais úmidos da matinha nebular..",NA,NA,"São José dos Pinhais","-49.2064018249512","-25.5347003936768","1000","1000","45291","auto",NA,"1969","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2008-05-27 22:02:00-03","MO","MOBOT","3378453","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner",NA,"Gert G. Hatschbach","Hatschbach 21709","1969",NA,NA,"South America","Brazil","Paraná","Antonina, S. Sebastiao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2009-07-21 23:34:00-03","MO","MOBOT","2459011","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner",NA,"Per Dusén","Dusén 12197",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2009-07-09 17:06:00-03","MO","MOBOT","3378326","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Senecio","grandis","Senecio grandis","Gardner","Alcabrra","Gert G. Hatschbach","Hatschbach 19637","1968",NA,NA,"South America","Brazil",NA,"S. Jose dos Pinhaes. Serra do Embosuq",NA,NA,NA,NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-08-31 08:53:08-03","INPA","INPA","87884","S","Plantae","Dicotyledon Asterids","Asterales","Asteraceae","Senecio","grandis","Senecio grandis","Gardner","Cabrera, AL","Hatschbach, GG","19637","1968","08","29","Southern America","Brasil","Paraná","Serra do Emboque. Locaes úmidos da matinha nebular.",NA,NA,"INPA0087884","INPA0087884 INPA0087884_e","San José dos Pinhaes",NA,NA,NA,NA,NA,NA,NA,"1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-07-10 09:45:25-03","MBML","MBML-HERBARIO","17121",NA,"Plantae",NA,NA,"Compositae","Senecio","grandis","Senecio grandis","Gardner","A.M. Teles/VIII-2015","R.R. Vervloet; et al","605","2002","08","01",NA,"Brasil","Espírito Santo","Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"Herbácea com 2,5m de altura, local rochoso, beira de córrego.","MBML017121","MBML017121","Santa Teresa","-40.553056","-19.9075",NA,NA,NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA
"47","2020-07-10 09:45:25-03","MBML","MBML-HERBARIO","45320",NA,"Plantae",NA,NA,"Compositae","Senecio","grandis","Senecio grandis","Gardner","A.M. Teles/VIII-2015","L. Kollmann; A.P. Fontana","12470","2012","09","05",NA,"Brasil","Espírito Santo","São Sebastião",NA,"Erva 1m na meia sombra, cálice verde, flores verdes","MBML045320","MBML045320","Itarana","-40.859722","-19.992778","1130","1130",NA,NA,NA,NA,NA,NA,"40W51'35","19S59'34",NA,NA,NA,NA,NA,NA
"48","2020-09-12 05:00:02-03","US","US","762643","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Senecio","auritifolius","Senecio auritifolius","Cabrera",NA,"J. N. Rose & P. G. Russell","20559","1915","7","26","South America","Brazil",NA,"South America, Vicinity of Itatiaya",NA,NA,"US01838719","US01838719_01",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
