"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","geoFlag","identifiedBy","yearIdentified","monthIdentified","continentOcean","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","imagecode","dayIdentified","individualCount"
"11","2021-03-16 17:50:41-03","UCS","HUCS","14897","PreservedSpecimen","Plantae","Angiospermae",NA,"Asterales","Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H. Hob.","Wasum, R.A.","410","2000","01","20","Brasil","Rio Grande do Sul","São Francisco de Paula","Tainhas","-50.5835990905762","-29.4480991363525","76715",NA,"auto","Christ, A.L.","2018","02",NA,NA,NA,NA,NA,"Sobre barrancos - beira da estrada",NA,"09",NA
"12","2020-12-21 16:15:29-03","MBM","MBM","173513","PreservedSpecimen","Plantae",NA,NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H. Rob","Dombrowski, L.T.; Moreira, E.A.; Moreira, E.A.","1","1962","12","12","Brazil","Paraná","Curitiba","Fazenda Scarpa, margem do Rio Atuba, cruzamento com a estrada de Piraquara, divisa com o município","-49.2731018066406","-25.4277992248535","25180","MBM173513","auto","Lubow, S.","2019","01","Southern America",NA,NA,NA,NA,"Em campo úmido; Em campo úmido.",NA,"31",NA
"13","2020-12-21 16:15:29-03","MBM","MBM","168727","PreservedSpecimen","Plantae",NA,NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H. Rob","Imaguire, N.","5624","1981","06","14","Brazil","Paraná","Curitiba","Hugo Lange","-49.2731018066406","-25.4277992248535","25180","MBM168727","auto","Christ, A.L.","2019","08","Southern America",NA,NA,NA,NA,"Xilopodífera. Capítulos lilases.; Campo nativo.","MBM168727",NA,NA
"14","2020-12-21 16:15:29-03","MBM","MBM","414283","PreservedSpecimen","Plantae",NA,NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H. Rob","Barboza, E.","4364","2015","12","11","Brazil","Paraná","Curitiba","Parque dos Peladeiros","-49.191667","-25.481944",NA,"MBM414283",NA,"Christ, A.L.","2019","08","Southern America","-49.191667","-25.481944","877","877","Herbácea. Capítulos lilases.; Campo Nativo.","MBM414283",NA,NA
"15","2020-12-21 16:15:29-03","MBM","MBM","427874","PreservedSpecimen","Plantae",NA,NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H. Rob","Lozano, E.D.; Engels, M.E.; Engels, M.E.","2215","2013","12","10","Brazil","Paraná","Palmeira","Recanto dos Papagaios","-49.768222","-25.466083",NA,"MBM427874",NA,"Christ, A.L.","2017",NA,"Southern America","-49.768222","-25.466083",NA,NA,"Herbácea, 50 cm, capítulos roxo claro, campo limpo.; Campos Gerais.",NA,NA,NA
"16","2020-12-21 16:15:29-03","MBM","MBM","75294","PreservedSpecimen","Plantae",NA,NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H. Rob","Hatschbach, G.","37914A","1975","12","24","Brazil","Paraná","Curitiba","Guabirotuba","-49.2731018066406","-25.4277992248535","25180","MBM075294","auto","Christ, A.L.","2017","06","Southern America",NA,NA,NA,NA,"Capítulos lilases, xilopodífera.; Campo.","MBM075294","28",NA
"17","2020-12-21 16:15:29-03","MBM","MBM","243971","PreservedSpecimen","Plantae",NA,NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H. Rob","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","69904","2000","01","12","Brazil","Paraná","Piraí do Sul","Rod. PR-090, 10km O do alto da Serra das Furnas","-49.948600769043","-24.5261001586914","37171","MBM243971","auto","Christ, A.L.","2019","08","Southern America",NA,NA,NA,NA,"= 243971; Ascendente, capítulo lilás.; Campo limpo, seco. Solo arenoso.","MBM243971",NA,NA
"18","2020-12-21 16:15:29-03","MBM","MBM","367524","PreservedSpecimen","Plantae",NA,NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H. Rob","Imaguire, N.","3070","1972","04","19","Brazil","Paraná","Piraquara","Fazenda Experimental de Agronomia, Campo Galinheiros.","-49.0633010864258","-25.4416999816895","12577","MBM367524","auto","Christ, A.L.","2019","08","Southern America",NA,NA,NA,NA,"Herbácea.; Campo.","MBM367524",NA,NA
"19","2020-12-21 16:15:29-03","MBM","MBM","153635","PreservedSpecimen","Plantae",NA,NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H. Rob","Sobral, M.; et al.; et al.","6448","1989","02",NA,"Brazil","Santa Catarina","Bom Jardim da Serra","Desfiladeiro do Funil","-49.624698638916","-28.3369007110596","32577","MBM153635","auto","Christ, A.L.","2019","08","Southern America",NA,NA,NA,NA,"Erva, capítulos azulados.; Campos rupestres entremeados de banhados e capões de mata nebular. Em campo.",NA,NA,NA
"20","2021-02-11 17:18:02-03","UFPR","UPCB","8821","PreservedSpecimen","Plantae",NA,NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M.King & H.Rob","Hatschbach, G.","22982","1969","11","21","Brasil","Paraná","Pinhais",NA,"-49.1925010681152","-25.4447002410889","10418",NA,"auto","Christ, A.L.","2019","08",NA,NA,NA,NA,NA,"Capítulos lilases, campo úmido..",NA,NA,NA
"21","2020-06-15 15:28:45-03","UNESP-RC","HRCB","1809","PreservedSpecimen","Plantae",NA,NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H. Rob.","Windisch",NA,NA,NA,NA,"Brasil","São Paulo","Campos do Jordão","P.E.C.J.","-45.5900001525879","-22.7299995422363","21048",NA,"auto","R. Esteves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-07 11:43:56-03","FUVATES","HVAT","1669","PreservedSpecimen","Plantae",NA,NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M.King & H.Rob.","E. Freitas","s.n.","2004","11","30","Brasil","Rio Grande do Sul","São Francisco de Paula","Pró Mata.","-50.583611","-29.448056",NA,"HVAT00001669",NA,"A. L. Christ","2018","01",NA,"-50º35'1''W","-29º26'53''S",NA,NA,"Coletada na margem da rodovia de saída da cidade, em direção ao pró-mata.",NA,"10",NA
"23","2021-02-08 12:36:07-03","UFRGS","ICN","043606","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Chromolaena","cf. latisquamulosa","Chromolaena cf. latisquamulosa","(Hook. & Arn.) R.M.King & H.Rob.","Matzenbacher, NI","s.n.","1975","03","28","Brasil","RS","Cambará do Sul","Taimbezinho","-50.1446990966797","-29.0478000640869","30776",NA,"auto","Christ, AL","2018","01","América do Sul",NA,NA,NA,NA,"Erva, flores violáceas.; No campo.",NA,"09",NA
"24","2021-02-08 12:36:07-03","UFRGS","ICN","201676","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Chromolaena","cf. latisquamulosa","Chromolaena cf. latisquamulosa","(Hook. & Arn.) R.M.King & H.Rob.","Christ, AL","682","2019","04","05","Brasil","PR","Jaguariaíva","PR-151","-49.806111","-24.354722",NA,NA,NA,"Christ, AL","2019",NA,"América do Sul","-49.806111","-24.354722","1113","1113","Subarbusto procumbente com flores lilases.; Afloramentos rochosos entremeados ao campo.",NA,NA,NA
"25","2021-02-08 12:36:07-03","UFRGS","ICN","201692","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Chromolaena","cf. latisquamulosa","Chromolaena cf. latisquamulosa","(Hook. & Arn.) R.M.King & H.Rob.","Christ, AL","634","2019","04","02","Brasil","PR","Balsa Nova","São Luiz do Purunã","-49.645","-25.468056",NA,NA,NA,"Christ, AL","2019",NA,"América do Sul","-49.645","-25.468056","1156","1156","Subarbusto procumbente, flores lilases, folhas lustrosas.; Campo sujo na beira da estrada.",NA,NA,NA
"26","2021-02-08 12:36:07-03","UFRGS","ICN","200710","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Chromolaena","cf. latisquamulosa","Chromolaena cf. latisquamulosa","(Hook. & Arn.) R.M.King & H.Rob.","Christ, AL","540","2019","01","13","Brasil","RS","Jaquirana","Parque Estadual do Tainhas","-50.3577995300293","-28.8847007751465","31282",NA,"auto","Christ, AL","2019",NA,"América do Sul",NA,NA,NA,NA,"Subarbusto procumbentes, flores lilases.; Afloramento rochoso.",NA,NA,NA
"27","2021-02-08 12:36:07-03","UFRGS","ICN","044599","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Chromolaena","cf. latisquamulosa","Chromolaena cf. latisquamulosa","(Hook. & Arn.) R.M.King & H.Rob.","Herter, W","s.n.",NA,NA,NA,"Brasil","RS","São Francisco de Paula","São Francisco de Paula de cima da serra.","-50.5835990905762","-29.4480991363525","76715",NA,"auto","Christ, AL","2018","01","América do Sul",NA,NA,"900","900",NA,NA,"09",NA
"28","2021-02-08 12:36:07-03","UFRGS","ICN","201702","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H.Rob.","Christ, AL","635","2019","04","02","Brasil","PR","Balsa Nova","São Luiz do Purunã","-49.645","-25.468056",NA,NA,NA,"Christ, AL","2019",NA,"América do Sul","-49.645","-25.468056","1156","1156","Subarbusto procumbente com flores lilases.; Beira da estrada.",NA,NA,NA
"29","2021-02-08 12:36:07-03","UFRGS","ICN","198179","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H.Rob.","Campestrini, S; Trevisan, R; Weber, P; Venturi, S","224","2013","01","18","Brasil","PR","Palmas","Refúgio da Vida Silvestre dos Campos de Palmas","-51.9906005859375","-26.4841995239258","46666",NA,"auto","Christ, AL","2018","04","América do Sul",NA,NA,NA,NA,"Campo natural seco e pedregoso",NA,NA,NA
"30","2021-02-08 12:36:07-03","UFRGS","ICN","086366","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H.Rob.","Sobral, M; et al.","5014",NA,NA,NA,"Brasil","RS","Cambará do Sul","Faxinal","-50.1446990966797","-29.0478000640869","30776",NA,"auto","Christ, AL","2017","07","América do Sul",NA,NA,NA,NA,"Erva; capítulos azulados.; Em campo seco.",NA,"12",NA
"31","2021-02-08 12:36:07-03","UFRGS","ICN","021225","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H.Rob.","Lindeman, JC; Porto, ML","s.n.","1973","02","03","Brasil","RS","Cambará do Sul","Itaimbezinho","-50.1446990966797","-29.0478000640869","30776",NA,"auto","Christ, AL","2017","07","América do Sul",NA,NA,NA,NA,"Flósculos roxo-azuis (10 PB 6/6); Campo alto.",NA,"12",NA
"32","2021-02-08 12:36:07-03","UFRGS","ICN","173458","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H.Rob.","Pasini, E; Schneider, AA; Baumhardt, E; Dal Ri, L","823","2010","12","10","Brasil","RS","Cambará do Sul","Parque dos Aparados da Serra","-50.1446990966797","-29.0478000640869","30776",NA,"auto","Christ, AL","2017","07","América do Sul",NA,NA,"950","950","planta semi-prostrada; Em campo limpo, úmido",NA,"12",NA
"33","2021-02-08 12:36:07-03","UFRGS","ICN","043608","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H.Rob.","Matzenbacher, NI","s.n.","1975","03","28","Brasil","RS","Cambará do Sul","Taimbezinho.","-50.1446990966797","-29.0478000640869","30776",NA,"auto","Christ, AL","2017","07","América do Sul",NA,NA,NA,NA,"Flores violáceas.; No campo.",NA,"12",NA
"34","2021-02-08 12:36:07-03","UFRGS","ICN","198164","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H.Rob.","Christ, AL","502","2018","03","04","Brasil","RS","Jaquirana","Parque Estadual do Tainhas","-50.3577995300293","-28.8847007751465","31282",NA,"auto","Christ, AL","2018","03","América do Sul",NA,NA,NA,NA,"Subarbusto procumbente com flores lilases.; Afloramento rochoso.",NA,"04",NA
"35","2021-02-08 12:36:07-03","UFRGS","ICN","123401a","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H.Rob.","Sobral, M; et al.","9511","2002","01",NA,"Brasil","RS","São José dos Ausentes",NA,"-50.0657997131348","-28.7483005523682","42598",NA,"auto","Christ, AL","2018","01","América do Sul",NA,NA,NA,NA,"Região de campos rupestres entremeados com mata nebular. Erva em campo; capítulos azulados.",NA,"09",NA
"36","2021-02-08 12:36:07-03","UFRGS","ICN","085162","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H.Rob.","Sobral, M; et al.","5432",NA,NA,NA,"Brasil","SC","Bom Jardim da Serra","Desfiladeiro do Funil","-49.624698638916","-28.3369007110596","32577",NA,"auto","Christ, AL","2017","07","América do Sul",NA,NA,NA,NA,"Erva; capítulos azulados.; Em campo pedregoso.",NA,"12",NA
"37","2021-02-08 12:36:07-03","UFRGS","ICN","085161","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H.Rob.","Sobral, M; et al.","5431",NA,NA,NA,"Brasil","SC","Bom Jardim da Serra","Desfiladeiro do Funil","-49.624698638916","-28.3369007110596","32577",NA,"auto","Christ, AL","2017","07","América do Sul",NA,NA,NA,NA,"Erva; capítulos azulados.; Em campo pedregoso.",NA,"12",NA
"38","2021-02-08 12:36:07-03","UFRGS","ICN","150465","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H.Rob.","Zanin, A; et al.","965","2006","03","08","Brasil","SC","Urubici","Campo dos Padres encosta do Morro Boa Vista após travessia do Rio Canoas","-49.346389","-27.944167",NA,NA,NA,"Christ, AL","2017","07","América do Sul","-49.346389","-27.944167","1529","1529","Doação Herbário FLOR.; Erva.; Úmido. Rara.",NA,"12",NA
"39","2021-02-08 12:36:07-03","UFRGS","ICN","200722","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H.Rob.","Christ, AL","595","2019","03","08","Brasil","SC","Painel","Estrada acessada via SC-114","-50.124722","-28.079167",NA,NA,NA,"Christ, AL","2019",NA,"América do Sul","-50.124722","-28.079167",NA,NA,"Subarbusto procumbentes, flores lilases.; Campo à beira da estrada.",NA,NA,NA
"40","2021-02-08 12:36:07-03","UFRGS","ICN","200742","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H.Rob.","Christ, AL","618","2019","03","10","Brasil","RS","São José dos Ausentes","RS-020 entre SJA e SJ","-49.8925","-28.481667",NA,NA,NA,"Christ, AL","2019",NA,"América do Sul","-49.8925","-28.481667","1184","1184","Subarbusto procumbentes, flores lilases.; Barranco na beira da estrada.",NA,NA,NA
"41","2021-02-08 12:36:07-03","UFRGS","ICN","200744","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H.Rob.","Christ, AL","615","2019","03","10","Brasil","RS","São José dos Ausentes","RS-020 entre SJA e SJ","-49.8925","-28.481667",NA,NA,NA,"Christ, AL","2019",NA,"América do Sul","-49.8925","-28.481667","1184","1184","Subarbusto procumbentes, flores lilases.; Barranco na beira da estrada.",NA,NA,NA
"42","2021-02-08 12:36:07-03","UFRGS","ICN","200746","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H.Rob.","Christ, AL","609","2019","03","09","Brasil","SC","Bom Jardim da Serra","Serra do Rio do Rastro","-49.55","-28.4",NA,NA,NA,"Christ, AL","2019",NA,"América do Sul","-49.55","-28.4","1383","1383","Subarbusto procumbentes, flores lilases.; Pasto na beira da estrada.",NA,NA,NA
"43","2021-02-08 12:36:07-03","UFRGS","ICN","198178","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H.Rob.","Campestrini, S; Trevisan, R; Weber, P; Venturi, S","319","2013","01","20","Brasil","PR","Palmas","Refúgio da Vida Silvestre dos Campos de Palmas","-51.9906005859375","-26.4841995239258","46666",NA,"auto","Christ, AL","2018","04","América do Sul",NA,NA,NA,NA,"Flores rosadas; Campo natural seco e pedregoso",NA,NA,NA
"44","2021-02-08 12:36:07-03","UFRGS","ICN","015461","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H.Rob.","Dutra, J","1461","1937","02","02","Brasil","RS","Bom Jesus","Faz. Caraúna","-50.4166984558105","-28.6678009033203","55856",NA,"auto","Christ, AL","2017","07","América do Sul",NA,NA,NA,NA,NA,NA,"12",NA
"45","2021-02-08 12:36:07-03","UFRGS","ICN","043609","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H.Rob.","Matzenbacher, NI","409","1976","01","30","Brasil","RS","Bom Jesus","Serra da Rocinha.","-50.4166984558105","-28.6678009033203","55856",NA,"auto","Christ, AL","2017","07","América do Sul",NA,NA,"1120","1120","Flores azuis.; No campo.",NA,"12",NA
"46","2021-02-08 12:36:07-03","UFRGS","ICN","129210","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H.Rob.","Longhi-Wagner, HM; et al.","6053","1999","03","24","Brasil","RS","Cambará do Sul","a 10km do centro","-50.1446990966797","-29.0478000640869","30776",NA,"auto","Christ, AL","2017","07","América do Sul",NA,NA,NA,NA,NA,NA,"12",NA
"47","2021-02-08 12:36:07-03","UFRGS","ICN","197166","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H.Rob.","Christ, AL","479","2017","12","05","Brasil","RS","Cambará do Sul","Estrada para o PN dos Aparados da Serra","-50.1446990966797","-29.0478000640869","30776",NA,"auto","Christ, AL","2017",NA,"América do Sul",NA,NA,NA,NA,"Subarbusto com flores lilases.; Beira da estrada, em solo seco",NA,NA,NA
"48","2021-02-08 12:36:07-03","UFRGS","ICN","200753","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H.Rob.","Christ, AL","537","2018","12","18","Brasil","RS","Cambará do Sul","Estrada para o PN dos Aparados da Serra","-50.1446990966797","-29.0478000640869","30776",NA,"auto","Christ, AL","2019",NA,"América do Sul",NA,NA,NA,NA,"Subarbusto com flores lilases.; Barranco na beira da estrada.",NA,NA,NA
"49","2021-02-08 12:36:07-03","UFRGS","ICN","200754","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H.Rob.","Christ, AL","538","2018","12","18","Brasil","RS","Cambará do Sul","Estrada para o PN dos Aparados da Serra","-50.1446990966797","-29.0478000640869","30776",NA,"auto","Christ, AL","2019",NA,"América do Sul",NA,NA,NA,NA,"Subarbusto com flores lilases.; Barranco na beira da estrada.",NA,NA,NA
"50","2021-02-08 12:36:07-03","UFRGS","ICN","044275","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H.Rob.","Schultz, AR","1651","1958","04","03","Brasil","RS","Cambará do Sul","Itaimbezinho","-50.1446990966797","-29.0478000640869","30776",NA,"auto","Christ, AL","2017","07","América do Sul",NA,NA,NA,NA,"Campo.",NA,"12",NA
"51","2021-02-08 12:36:07-03","UFRGS","ICN","197147","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H.Rob.","Christ, AL","441","2017","04","29","Brasil","RS","Cambará do Sul","Parque Nacional dos Aparados da Serra, Itaimbezinho","-50.1446990966797","-29.0478000640869","30776",NA,"auto","Christ, AL","2017",NA,"América do Sul",NA,NA,NA,NA,"Subarbusto com flores lilases.; Campo seco próximo à borda do cânion",NA,NA,NA
"52","2021-02-08 12:36:07-03","UFRGS","ICN","197196","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Chromolaena","latisquamulosa","Chromolaena latisquamulosa","(Hieron.) R.M. King & H.Rob.","Hagelund, K","12655","1979","02","10","Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525","76715",NA,"auto","Christ, AL","2017",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
