"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","typeStatus","individualCount","fieldNumber","relatedCatalogItem"
"49","2019-10-07 09:12:56-03","UEFS","HUEFS","188899","PreservedSpecimen","Plantae","Angiospermae","Ericales","Sapotaceae","Manilkara","maxima","Manilkara maxima","T.D.Penn.",NA,"Matos, E.N.de","2025",NA,"Brasil","Bahia","Una","Fazenda Bolandeira","-39.014722","-15.344444",NA,"Restinga. Floresta.","HUEFS0188899","HUEFS0188899","2011","05","29",NA,NA,NA,NA,NA,NA,NA,"39W0'53''","15S20'40''","Asteranae",NA,NA,NA,NA
"50","2019-10-07 09:12:56-03","UEFS","HUEFS","239495","PreservedSpecimen","Plantae","Angiospermae","Ericales","Sapotaceae","Manilkara","maxima","Manilkara maxima","T.D.Penn.",NA,"Almeida, E.S.","2",NA,"Brasil","Bahia","Una","RPPN Juerana.","-15","-39",NA,NA,"HUEFS0239495",NA,"2017","12","01",NA,NA,NA,NA,NA,NA,NA,"15W","39S","Asteranae",NA,NA,NA,NA
"51","2019-10-07 09:12:56-03","UEFS","HUEFS","176772","PreservedSpecimen","Plantae","Angiospermae","Ericales","Sapotaceae","Manilkara","maxima","Manilkara maxima","T.D.Penn.","R.G.Barbosa-Silva","Lima, D.P.","12700",NA,"Brasil","Bahia","Una","Mata da Fazenda Cabana da Serra.","-39.0752983093262","-15.2932996749878",NA,NA,"HUEFS0176772","HUEFS0176772","1971","09","18",NA,NA,"2016","11",NA,"36070","auto",NA,NA,"Asteranae",NA,NA,NA,NA
"52","2018-04-04 16:15:19-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima",NA,"RRC ID Flag","G. Bondar","5","South America","Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"5",NA
"53","2015-04-16 14:11:10-03","F","FMNH-SEEDPLANTS","V0306224F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0306224F","V0306224F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"54","2020-08-10 16:07:36-03","CEPLAC","CEPEC","106182","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima",NA,"E. B. Almeida Jr.","Fiaschi, P.","2575",NA,"Brasil","Bahia","ITACARÉ","Estrada que liga Itacaré à Ubaitaba. Km 8. Área do inventário do plano de manejo do Parque Estadual da Serra do Condurú. Fazenda pertencente ao IESB.","-39.065278","-14.351389",NA,NA,NA,NA,"2004","10","16","140","140",NA,NA,NA,NA,NA,"39W3'55","14S21'5",NA,NA,NA,NA,NA
"55","2020-07-23 12:22:23-03","CEPLAC","CEPEC","118879","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima",NA,"R. Sambuichi","R. Sambuichi","563",NA,"Brasil","Bahia","ITACARÉ","Trilha da Fazenda Boa Paz. Indivíduo 352 B.","-39.036389","-14.335278",NA,"<ll>dwc_commonname:</ll> Parajú",NA,NA,"2006","05","11",NA,NA,NA,NA,NA,NA,NA,"39W2'11","14S20'7",NA,NA,NA,NA,"30/12/2006"
"56","2020-07-23 12:22:23-03","CEPLAC","CEPEC","122558","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima",NA,"Sem Informação","Martini, A.",NA,NA,"Brasil","Bahia","URUÇUCA","Estrada de Itacaré para Ubaitaba. Área do inventário do plano manejo do Parque Estadual da Serra do Conduru. Mata da Fazenda Capitão.","-39.115","-14.499722",NA,"Indivíduo H 7.",NA,NA,NA,NA,NA,"380","380",NA,NA,NA,NA,NA,"39W6'54","14S29'59",NA,NA,NA,NA,NA
"57","2020-07-23 12:22:23-03","CEPLAC","CEPEC","123773","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima",NA,"Sem Informação","Piotto, D.","596",NA,"Brasil","Bahia","URUÇUCA","Parque Estadual da Serra do Conduru","-39.083333","-14.416667",NA,"Floresta secundária, idade: 25 anos, sítio: 8 , linha: 7 , #: 13 , dist.: 32.5 , dap: 8.7 cm, altura: 18 m",NA,NA,"2007","07","18","120","120",NA,NA,NA,NA,NA,"39W5'0","14S25'0",NA,NA,NA,NA,NA
"58","2020-07-23 12:22:23-03","CEPLAC","CEPEC","128670","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima",NA,"A. A. Araújo","C. V. Vivas","2",NA,"Brasil","Bahia","UNA","Reserva Biológica de Una.","-39.068611","-15.187778",NA,NA,NA,NA,"2010","06","11",NA,NA,NA,NA,NA,NA,NA,"39W4'7","15S11'16",NA,NA,NA,NA,"07/07/2011"
"59","2020-07-23 12:22:23-03","CEPLAC","CEPEC","128696","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima",NA,"A. A. Araújo","C. V. Vivas","94",NA,"Brasil","Bahia","URUÇUCA","Parque Estadual da Serra do Condurú.","-39.135","-14.499722",NA,NA,NA,NA,"2010","10","14",NA,NA,NA,NA,NA,NA,NA,"39W8'6","14S29'59",NA,NA,NA,NA,"07/07/2011"
"60","2020-07-23 12:22:23-03","CEPLAC","CEPEC","128720","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima",NA,"A. A. Araújo","C. V. Vivas","182",NA,"Brasil","Bahia","ITACARÉ","RPN Capitão.","-39.065833","-14.354167",NA,NA,NA,NA,"2011","02","16",NA,NA,NA,NA,NA,NA,NA,"39W3'57","14S21'15",NA,NA,NA,NA,"07/07/2011"
"61","2020-07-23 12:22:23-03","CEPLAC","CEPEC","128842","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima",NA,"A. A. Araújo","C. V. Vivas","203",NA,"Brasil","Bahia","ILHÉUS","Estrada Olivença/Vila Brasil.","-39.039444","-14.971944",NA,NA,NA,NA,"1980","07","09",NA,NA,NA,NA,NA,NA,NA,"39W2'22","14S58'19",NA,NA,NA,NA,"07/07/2011"
"62","2020-07-23 12:22:23-03","CEPLAC","CEPEC","135683","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima",NA,"Sem Informação","Vivas, C. V.","154",NA,"Brasil","Bahia","UNA","Reserva Biológica de Una","-39.065","-15.190833",NA,"Cerca de 28 metros de altura, e látex branco",NA,NA,"2010","12","16",NA,NA,NA,NA,NA,NA,NA,"39W3'54","15S11'27",NA,NA,NA,NA,NA
"63","2020-07-23 12:22:23-03","CEPLAC","CEPEC","140805","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima",NA,"Sem Informação","Lopes, L.C.M.","581",NA,"Brasil","Bahia","UNA",NA,"-39.121944","-15.155278",NA,NA,NA,NA,"2012","04","12",NA,NA,NA,NA,NA,NA,NA,"39W7'19","15S9'19",NA,NA,NA,NA,NA
"64","2020-07-23 12:22:23-03","CEPLAC","CEPEC","153633","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima",NA,"C. Pessoa","Santos, E.A.","1230",NA,"Brasil","Bahia","JAGUARIPE","Conglomerado BA_903-1-1-5","-38.895556","-13.113333",NA,"<ll>dwc_commonname:</ll>",NA,NA,"2016","02","22",NA,NA,NA,NA,NA,NA,NA,"38W53'44","13S6'48",NA,NA,NA,NA,"19/5/2017"
"65","2020-07-23 12:22:23-03","CEPLAC","CEPEC","53155","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima",NA,"A. M. Amorim","W. W. Thomas","7238",NA,"Brasil","Bahia","URUÇUCA","7,3Km ao N de Serra Grande Rod. Para Itacaré. Faz. Lagoa do Conj. Sta. Cruz. Parcela 14. Árvore 573.","-39.016667","-14.416667",NA,NA,NA,NA,"1991","07","01",NA,NA,NA,NA,NA,NA,NA,"39W1'","14S25'",NA,NA,NA,NA,"30/12/1994"
"66","2020-07-23 12:22:23-03","CEPLAC","CEPEC","57054","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima",NA,"A. M. Amorim","J. G. Jardim","4",NA,"Brasil","Bahia","UNA","Reserva Biológica do Mico-leão. Entrada KM 46 BA-001 Ilheus/Una.","-39.083333","-15.15",NA,NA,NA,NA,"1994","02","09",NA,NA,NA,NA,NA,NA,NA,"39W5'0","15S9'0",NA,NA,NA,NA,"30/12/1994"
"67","2020-07-23 12:22:23-03","CEPLAC","CEPEC","62252","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima",NA,"E. B. Almeida Jr.","S. C. de Sant'Ana","553",NA,"Brasil","Bahia","UNA","Reserva Biológica do Mico-leão. Entrada KM 46 BA-001 Ilheus/Una.","-39.083333","-15.15",NA,NA,NA,NA,"1938","11","08",NA,NA,NA,NA,NA,NA,NA,"39W5'0","15S9'0",NA,NA,NA,NA,"19/06/2008"
"68","2020-07-23 12:22:23-03","CEPLAC","CEPEC","82069","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima",NA,"A. M. Amorim","S. C. de Sant'Ana","672",NA,"Brasil","Bahia","UNA","Reserva Biológica do Mico-leão (IBAMA). Entr. Km 46 Rod.Ilheus/Una.Trilha paralela area de cacau cabruca, vizinho a Reserva..","-39.083333","-15.15",NA,"<ll>dwc_commonname:</ll> Paraju",NA,NA,"1984","11","28",NA,NA,NA,NA,NA,NA,NA,"39W5'","15S9'",NA,NA,NA,NA,"30/12/1998"
"69","2020-07-23 12:22:23-03","CEPLAC","CEPEC","82071","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima",NA,"A. M. Amorim","S. C. de Sant'Ana","670",NA,"Brasil","Bahia","UNA","Reserva Biológica do Mico-leão (IBAMA).Entr.Km 46 Rod.Ilheus/Una.Trilha paralela área cacau.","-39.083333","-15.15",NA,"<ll>dwc_commonname:</ll> Parajú",NA,NA,"1992","11","28",NA,NA,NA,NA,NA,NA,NA,"39W5'","15S9'",NA,NA,NA,NA,"30/12/1998"
"70","2020-07-23 12:22:23-03","CEPLAC","CEPEC","85187","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima",NA,"A. M. Amorim","S. C. de Sant'Ana","884",NA,"Brasil","Bahia","UNA","Reserva Biologica do Mico-leão. Entrada KM 46 BA-001 Ilheus/Una, Coletas ao longo do ramal de acesso a sede da reserva.","-39.083333","-15.15",NA,NA,NA,NA,"1991","07","01",NA,NA,NA,NA,NA,NA,NA,"39W5'","15S9'",NA,NA,NA,NA,"30/12/2003"
"71","2020-07-23 12:22:23-03","CEPLAC","CEPEC","8784","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima",NA,"T. D. Pennington","R. S. Pinheiro","1848",NA,"Brasil","Bahia","CAMAMÚ","Rod. Camamu/Ibirapitanga.","-39.1039009094238","-13.9447002410889",NA,"<ll>dwc_commonname:</ll> Massaranduba-apraiu",NA,NA,"1993","02","04",NA,NA,NA,NA,NA,"33730","auto","0W0'0","0S0'0",NA,"Isótipo",NA,NA,"30/12/1986"
"72","2020-07-23 12:22:23-03","CEPLAC","CEPEC","24403","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima",NA,"P. Fiaschi","L. A. Mattos-Silva","1322",NA,"Brasil","Bahia","CANAVIEIRAS","Km 22 Rod. Canavieiras/Sta. Luzia (BA-270), Faz. Goromogô, ramal a direita, 2Km adentro.","-38.9472007751465","-15.6750001907349",NA,"<ll>dwc_commonname:</ll> Parajú",NA,NA,"1981","07","21",NA,NA,NA,NA,NA,"48203","auto",NA,NA,NA,NA,NA,NA,"30/12/2002"
"73","2020-07-23 12:22:23-03","CEPLAC","CEPEC","71619","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima",NA,"E. B. Almeida Jr.","M. S. Ferrucci","1036",NA,"Brasil","Bahia","ILHÉUS","6-8Km a W de Olivença, estrada de terra.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"1996","08","14",NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,"18/06/2008"
"74","2020-07-23 12:22:23-03","CEPLAC","CEPEC","6061","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima",NA,"T. D. Pennington","T. S. dos Santos","1071",NA,"Brasil","Bahia","ITACARÉ","Estrada para Ubaitaba.","-38.9967002868652","-14.2775001525879",NA,"<ll>dwc_commonname:</ll> Massaranduba",NA,NA,"1978","03","04",NA,NA,NA,NA,NA,"41230","auto","0W0'0","0S0'0",NA,"Paratipo",NA,NA,"30/12/1990"
"75","2020-07-23 12:22:23-03","CEPLAC","CEPEC","51793","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima",NA,"E. B. Almeida Jr.","R. Voeks","325",NA,"Brasil","Bahia","UNA","Area da Estação Experimental Lemos Maia. CEPLAC.","-39.0752983093262","-15.2932996749878",NA,"<ll>dwc_commonname:</ll> Parajú",NA,NA,"1991","08","19",NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,"30/03/1996"
"76","2020-07-23 12:22:23-03","CEPLAC","CEPEC","20609","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima",NA,"T. D. Pennington","A. Rylands","4",NA,"Brasil","Bahia","UNA","Estação Experimental Lemos Maia. CEPLAC. Mata ao lado da nova sede da estação.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,"1980","06","17",NA,NA,NA,NA,NA,"36070","auto","0W0'0","0S0'0",NA,"Paratipo",NA,NA,"30/12/1990"
"77","2020-07-23 12:22:23-03","CEPLAC","CEPEC","18345","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima",NA,"T. D. Pennington","S. A. Mori","13245",NA,"Brasil","Bahia","UNA","Estrada Olivença/Una, 23Km ao S de Olivença.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,"1979","12","31",NA,NA,NA,NA,NA,"36070","auto","0W0'0","0S0'0",NA,"Paratipo",NA,NA,"30/12/1990"
"78","2020-07-23 12:22:23-03","CEPLAC","CEPEC","7811","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima",NA,"T. D. Pennington","R. S. Pinheiro","1561",NA,"Brasil","Bahia","UNA","Rod. Una/Olivença.","-39.0752983093262","-15.2932996749878",NA,"<ll>dwc_commonname:</ll> Massaranduba",NA,NA,"1984","10","02",NA,NA,NA,NA,NA,"36070","auto","0W0'0","0S0'0",NA,"Paratipo",NA,NA,"30/12/1990"
"79","2020-08-10 16:07:36-03","CEPLAC","CEPEC","15269","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima",NA,"SpeciesLink network","W. Morawetz","24878",NA,"Brasil","Bahia","ILHÉUS","Rod. Pontal-Una-Canavieiras BA-001, Km 10.","-39.0494003295898","-14.7889003753662",NA,"<ll>dwc_commonname:</ll> Mçaranduba-mirim",NA,NA,"1978","08","24",NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA
"80","2020-05-07 17:16:20-03","IBt","SP","260813","S","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima","T.D.Penn.",NA,"Mattos Silva, LA","1322",NA,"Brasil","Bahia","Canavieiras",NA,"-38.9472007751465","-15.6750001907349",NA,NA,NA,NA,"1981","07","21",NA,NA,NA,NA,NA,"48203","auto",NA,NA,NA,NA,NA,NA,NA
"81","2020-05-07 17:16:20-03","IBt","SP","260800","S","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima","T.D.Penn.",NA,"Voeks, R","325",NA,"Brasil","Bahia","Una",NA,"-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,"1991","08","19",NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA
"82","2020-05-07 17:16:20-03","IBt","SP","260796","S","Plantae",NA,NA,"Sapotaceae","Manilkara","maxima","Manilkara maxima","T.D.Penn.",NA,"Jardim, JG","4",NA,"Brasil","Bahia","Una",NA,"-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,"1993","01","07",NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA
