"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"644","2019-08-16 08:40:12-03","UTFPR","HCF","21520","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","M.G. Caxambu","M.G. Caxambu","7578","2016","10","12","Brasil","PR","Céu Azul","Parque Nacional do Iguaçu - Posto de","-53.846167","-25.154917","53°50'46,2 W","25°09'17,7 S","653","653",NA,NA,"2016","10","12","arbusto ca. 2 m, semi-ciófilo. Frutos imaturos verdes e maduros violáceos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","2019-08-16 08:40:12-03","UTFPR","HCF","7152","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","M.G. Caxambu","M.G. Caxambu","2282","2008","10","06","Brasil","PR","Campo Mourão","Parque Estadual Lago Azul (PELA)","-52.321333","-24.105639","52°19'16,8 W","24°06'20,3 S","601","601",NA,NA,"2008","10","16","árvore ca. 5 m, semi-ciófila. Fruto carnoso, imaturo verde, tornando-se avermelhado com a maturidade.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","2019-08-16 08:40:12-03","UTFPR","HCF","9904","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","J. Cordeiro","M.G. Caxambu","3642","2011","11","03","Brasil","PR","Tuneiras do Oeste","Cerrado alterado em frente a Reserva","-52.753056","-23.911028","52°45'11 W","23°54'39,7 S","523","523",NA,NA,"2014",NA,NA,"arbusto ca. 2 m, heliófito. Frutos imaturos esverdeados.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","2019-08-16 08:40:12-03","UTFPR","HCF","21783","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","E. Barboza & J. Cordeiro","G. Felitto","957","2015","08","20","Brasil","PR","Laranjal","PCH Cantu 2, Área de Supressão do Futuro","-52.445","-24.748611","52°26'42 W","24°44'55 S","424","424",NA,NA,"2015","10","02","arvoreta, 4 m, flores alvas. Floresta Estacional Semidecidual.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","2019-08-16 08:40:12-03","UTFPR","HCF","21192","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","M.G. Caxambu","B. Rodrigues Souza",NA,"2015","10","07","Brasil","PR","Fênix","Parque Estadual Vila Rica do Espírito","-51.979167","-23.916111","51°58'45 W","23°54'58 S","300","300",NA,NA,"2016","10","02","#?##?#arvore ca. 6 m, semi-ciófila. Frutos carnosos avermelhados.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","2020-01-27 17:29:03-03","UTFPR","HCF","26699","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","L.H.S.M. Conceição","M.G. Caxambu","8644","2018","11","09","Brasil","PR","Mamborê","Estação Ecológica Municipal Affonso","-52.573333","-24.504861","52°34'24 W","24°30'17,5 S","528","528",NA,NA,"2020","01","24","arvoreta ripária, ca. 2,5 m, heliófita. Frutos imaturos verdes e maduros alaranjados.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","2019-08-16 08:40:12-03","UTFPR","HCF","23531","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","M.L. Brotto","J.M. Silva","9641","2016","11","14","Brasil","PR","Mangueirinha","Rio Marrecas, PCH do Tigre","-52.178056","-26.0475","52°10'41 W","26°02'51 S","890","890",NA,NA,"2017","03","31","árvore com 4 m de altura; fruto imaturo, comestível. Floresta Ombrófila Mista, na margem de rio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","2019-08-16 08:40:12-03","UTFPR","HCF","8166","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","J. Cordeiro","E.S. Sekine","211","2009","09","15","Brasil","PR","Nova Aurora","Propriedade do Sr. David Ezuel Gurski","-52.439111","-24.256167","52°26'20,8 W","24°15'22,2 S","277","277",NA,NA,"2013",NA,NA,"arvoreta ca. 3 m, ripária, heliófita. Flores com cálice verde e corola alva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","2019-08-16 08:40:12-03","UTFPR","HCF","20864","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","G. Felitto & E. Barbosa","G. Felitto","1009","2015","10","07","Brasil","PR","Nova Cantu","PCH Cantu 2, Área futura de reservatório","-52.438333","-24.740556","52°26'18 W","24°44'26 S","411","411",NA,NA,"2015","11",NA,"arbusto, 1,5 m, frutos maduros vermelhos-alaranjados e imaturos verdes. Beira de rio. Floresta Estacional Semidecidual.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","2019-08-16 08:40:12-03","UTFPR","HCF","21309","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","M.G. Caxambu","M.G. Caxambu","7550","2016","09","22","Brasil","PR","Mato Rico","Estação Ecológica Municipal Cantú","-52.134028","-24.775306","52°08'02,5 W","24°46'31,1 S","584","584",NA,NA,"2016","10","05","arvoreta ca. 2,5 m, ripária, heliófita. Flores com cálice verde e corola alva, odoríferas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","2019-08-16 08:40:12-03","UTFPR","HCF","20653","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","J.P. Borges","J.P. Borges","204","2013","09","22","Brasil","PR","Cascavel","Parque Ecológico Paulo Gorski","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,NA,NA,"2013","09","22","arbustiva. Flores brancas e frutos imaturos verdes. Área 2, 921° indivíduo.",NA,NA,NA,NA,NA,NA,"47841","auto",NA,NA,NA,NA,NA,NA,NA
"655","2019-08-16 08:40:12-03","UTFPR","HCF","10009","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","E. Barboza","C.Z. Silva",NA,"2011","10","31","Brasil","PR","Cascavel","Zoológico Municipal de Cascavel","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,NA,NA,"2014",NA,NA,"arvoreta heliófita. Flores alvas.",NA,NA,NA,NA,NA,NA,"47841","auto",NA,NA,NA,NA,NA,NA,NA
"656","2019-08-16 08:40:15-03","UTFPR","HCF","28417","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","G. Hatschbach","E. Buttura","700","1981","09","29","Brasil","PR","Guaíra","Parque Nacional das Sete Quedas","-54.2557983398438","-24.0799999237061",NA,NA,NA,NA,NA,NA,"1983","09","28",NA,NA,NA,NA,NA,NA,NA,"33984","auto",NA,NA,NA,NA,NA,NA,NA
"657","2019-08-16 08:40:15-03","UTFPR","HCF","23804","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","G. Hatschbach","J. Carneiro","1544","2004","08","17","Brasil","PR","Jundiaí do Sul",NA,"-50.247501373291","-23.4367008209229",NA,NA,NA,NA,NA,NA,"2004",NA,NA,"árvore, 4 m, flor alva. Floresta degradada.",NA,NA,NA,NA,NA,NA,"17300","auto",NA,NA,NA,NA,NA,NA,NA
"658","2019-08-16 08:40:12-03","UTFPR","HCF","5947","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","J. Cordeiro & E.D. Lozano","A.E. Bianek","319","2007","10","03","Brasil","PR","Pitanga","Pedreira São Judas Tadeu","-51.7613983154297","-24.7572002410889",NA,NA,NA,NA,NA,NA,"2009",NA,NA,"árvore ca. 15 m de altura. Tronco liso, descamante. Flores alvas.",NA,NA,NA,NA,NA,NA,"37178","auto",NA,NA,NA,NA,NA,NA,NA
"659","2019-08-16 08:40:12-03","UTFPR","HCF","9632","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.",NA,"W. Zangaro Filho",NA,"1990","12","07","Brasil","PR","Sapopema","Fazenda Bom Sucesso","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,NA,NA,NA,NA,NA,"árvore 7 m; CAP 22cm, indivíduo n° 1558, área de estudo.",NA,NA,NA,NA,NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA,NA
"660","2019-08-16 08:40:15-03","UTFPR","HCF","26204","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","L. Cardoso","T. Medeiros",NA,"2016","09","12","Brasil","PR","Toledo","Parque das Aves","-53.7430992126465","-24.7136001586914",NA,NA,NA,NA,NA,NA,"2016","09","12",NA,NA,NA,NA,NA,NA,NA,"31095","auto",NA,NA,NA,NA,NA,NA,NA
"661","2020-06-29 09:31:27-03","UFRRJ","RBR","30788","S","Plantae","Myrtaceae","Eugenia","aggregata","Eugenia aggregata","(Vell.) Kiaersk.","D. Martins","D. Martins","42","1982","11","10","Brasil","Rio de Janeiro","Rio de Janeiro","Alto da Boa Vista, Estrada da Vista Chinesa, entre o km 1 e 2","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"RBR00030788","RBR00030788",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"662","2020-06-29 09:31:29-03","UFRRJ","RBR","28919","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","M.M.S. Conde","H.F. Baylão-Junior","181","2005","11","12","Brasil","Rio de Janeiro","Piraí","Distrito de Cacaria, Sítio Monumento, mata átras da casa, no morro.","-43.8981018066406","-22.6291999816895",NA,NA,NA,NA,"RBR00028919","RBR00028919","2005","11","16",NA,NA,NA,NA,NA,NA,NA,"20293","auto",NA,NA,NA,NA,NA,NA,NA
"663","2020-06-29 09:31:29-03","UFRRJ","RBR","32989","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.",NA,"A.T. Silva","s.n.","1991","12","00","Brasil","Rio de Janeiro","Angra dos Reis","Parque Estadual da Ilha Grande, Unidade amostral 081 OMS.","-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,"RBR00032989","RBR00032989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA
"664","2020-06-29 09:31:29-03","UFRRJ","RBR","45017","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","M. Sobral","C. Snak; L.P. Poli","197","2008","09","28","Brasil","Paraná","Cascavel","Parque Ecológico Paulo Gorski, Lago Municipal","-53.420556","-24.937222","53º25'14''W","24º56'14''S",NA,NA,"RBR00045017","RBR00045017","2009","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","2020-06-29 09:31:29-03","UFRRJ","RBR","45050","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","M. Sobral","L.G. Temponi; C. Snak, N.I.B. Júnior, J.F. Cândido-Junior","487","2007","09","29","Brasil","Paraná","Cascavel","Parque Ecológico Paulo Gorski, Lago Municipal.","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,"RBR00045050","RBR00045050","2017","01","27",NA,NA,NA,NA,NA,NA,NA,"47841","auto",NA,NA,NA,NA,NA,NA,NA
"666","2020-06-29 09:31:32-03","UFRRJ","RBR","16870","S","Plantae","Myrtaceae","Marlierea","gardneriana","Marlierea gardneriana","(O.Berg) Nied.","G.M. Barroso","I.A. Silva","357","1982","10","26","Brasil","Espírito Santo","Linhares","Reserva Florestal da CRVD, Estrada farinha seca, ant. 221, km 1,126, lado esquerdo","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"RBR00016870","RBR00016870",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"667","2020-06-29 09:31:32-03","UFRRJ","RBR","16861","S","Plantae","Myrtaceae","Marlierea","gardneriana","Marlierea gardneriana","(O.Berg) Nied.",NA,"D.A. Folli","443","1983","04","20","Brasil","Espírito Santo","Laranja da Terra","Reserva Florestal da CRVD, Estrada farinha seca, antiga 221, km 1,226 , lado esquerdo.","-41.0567016601562","-19.8988990783691",NA,NA,NA,NA,"RBR00016861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17356","auto",NA,NA,NA,NA,NA,NA,NA
"668","2020-06-29 09:31:32-03","UFRRJ","RBR","43613","S","Plantae","Myrtaceae","Marlierea","laevigata","Marlierea laevigata","(DC.) Kiaersk.","M.C. Souza","M.H. Fernandes","155","2014","11","22","Brasil","Bahia","Condeúba","Conglomerado BA_1305.","-42.125","-15.117778","42º7'30''W","15º7'4''S",NA,NA,"RBR00043613","RBR00043613","2017","03","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","2020-10-07 16:08:35-03","UFRRJ","RBR","43596","S","Plantae","Myrtaceae","Myrcia","multipunctata","Myrcia multipunctata","Mazine","M.L.S. Guedes","M.H. Fernandes","212","2014","11","28","Brasil","Bahia","Piripá","Conglomerado BA_1307-3-10-7","-41.759722","-15.120278","41º45'35''W","15º7'13''S",NA,NA,"RBR00043596","RBR00043596","2020","09","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","2013-04-01 09:17:18-03","IPT","BCTW","7255","S","Plantae",NA,"Eugenia","involucrata","Eugenia involucrata","DC.","M. Sobral","Guimarães, F.B.","TGR118","2011","06","15","Brasil","Santa Catarina","Tangará",NA,"-51.283556","-27.102222","51W17'00,8","27S06'08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"671","2013-04-01 09:17:18-03","IPT","BCTW","19137","S","Plantae",NA,"Eugenia","involucrata","Eugenia involucrata","DC.",NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo","Linhares","Reserva Florestal da Cia Vale do Rio Doce (CVRD)","-40.0722","-19.3911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,"48094","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"672","2013-04-01 09:19:08-03","IPT","BCTW","6236","S","Plantae",NA,"Phyllocalyx","involucratus","Phyllocalyx involucratus","(DC.) O. Berg.",NA,NA,NA,NA,NA,NA,"Brasil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.5836","-29.4481",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rio S.B.G. 1988",NA,NA,NA,NA,"Magnoliophyta",NA,"76715","auto",NA,"Magnoliopsida",NA,NA,NA,NA,NA
"673","2013-04-01 09:19:08-03","IPT","BCTW","6652","S","Plantae",NA,"Phyllocalyx","laevigatus","Phyllocalyx laevigatus","O. Berg.",NA,NA,NA,NA,NA,NA,"Brasil","Rio Grande do Sul",NA,"Viamão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"674","2021-03-21 19:37:33-03","UFC","EAC","52820","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","Grizzon, M.","Wasum, R.; Bastos, N.","s.n.","1991","11","12","Brasil","Rio Grande do Sul","Tupanciretã","Rincão de santo antônio","-53.8358001708984","-29.0806007385254",NA,NA,"450","450","EAC0052820","EAC0052820","2012","06","15","Árvore em beira de mata.","Southern America",NA,NA,NA,"Dicotyledon",NA,"59498","auto",NA,NA,NA,NA,NA,NA,NA
"675","2021-03-21 19:37:36-03","UFC","EAC","64071","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","clausseniana","Marlierea clausseniana","(O.Berg) Kiaersk.","Sobral, M.","Tameirão Neto, E.; Vidal, C.V.","5492","2013","11","28","Brasil","Minas Gerais","Conceição do Mato Dentro",NA,"-43.302778","-19.163611","-43.302778","-19.163611","845","845","EAC0064071",NA,"2015","05","18","Arbustivo/subarbustivo, altura 1,5 m; frutos pretos.; Campo rupestre sobre formação quartzítica.","Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","2021-03-21 19:37:36-03","UFC","EAC","52858","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","clausseniana","Marlierea clausseniana","(O.Berg) Kiaersk.","Costa, I.R.","Costa, I.R.; Verola, C.F.","527","2004","09","25","Brasil","Minas Gerais",NA,"Estrada para milho verde, aproximadamente 10km do entrocamento, logo após são gonçalo do rio das pedras-milho verde, próximo ao córrego do Inferno.","-43.560583","-18.302444","-43.560583","-18.302444",NA,NA,"EAC0052858",NA,"2009","11",NA,"Arbusto, 2m, fruto roxo, campo rupestre.","Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","2021-03-21 19:37:36-03","UFC","EAC","52861","PreservedSpecimen","Plantae","Myrtaceae","Marlierea","clausseniana","Marlierea clausseniana","(O.Berg) Kiaersk.","Costa, I.R.","Verola, C.F.; Urbanetz, C.","41","2003","09","20","Brasil","Minas Gerais","Itutinga","Represa dos Camargos, lago de furnas, estrada para usina, aproximadamente 2,5km da guarita, afloramento de arenito à direita.","-44.621639","-21.31125","-44.621639","-21.31125","929","929","EAC0052861",NA,"2009","11",NA,"Arvoreta. flor branca, tricomas ferrugineos no cálice e na face abaxial das folhas.","Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","2021-03-21 19:37:38-03","UFC","EAC","64072","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multipunctata","Myrcia multipunctata","Mazine","Loiola, M.I.B.","Gontijo, F.D.; Tameirão Neto, E.; Souza, D.T.","877","2014","08","25","Brasil","Minas Gerais","São Sebastião do Rio Preto.",NA,"-43.303333","-19.349722","-43.303333","-19.349722","847","847","EAC0064072",NA,"2020","03",NA,"Arbóreo.; Floresta estacional semidecidual em estágio médio de regeneração.","Southern America",NA,NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","2020-07-30 15:33:33-03","UFSM","SMDB","15252","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","Wolf, S; Wolf, K; Portalet, A","Wolf, K; Portalet, A; Wolf, S","54","2012","10","06","Brasil","Rio Grande do Sul","Santa Maria","Três Barras","-53.683333","-29.566667","-53.683333","-29.566667",NA,NA,"SMDB015252",NA,NA,NA,NA,"Trabalho de Conclusão de Curso de Engenharia Florestal/UFSM de Sabrina Marques Wolf. Orientador: Prof. Luciano Denardi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","2020-11-20 16:47:44-03","UFSM","SMDB","16771","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","Wolf, SM; Wolf, K","Wolf, SM; Wolf, KM; Portalet, AA","219","2012","11","03","Brasil","Rio Grande do Sul","Santa Maria","Três Barras","-53.683333","-29.566667","-53.683333","-29.566667",NA,NA,"SMDB016771",NA,NA,NA,NA,"Árvore encontrada em beira de rio, com frutos de cor vermelha quando maduros. Trabalho de conclusão de curso de Engenharia Florestal/UFSM de Sabrina Marques Wolf. Orientador: Luciano Denardi. Coordenadas: 29°34#?# S, 53°41#?# O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","2020-11-20 16:47:44-03","UFSM","SMDB","16778","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","Wolf, SM; Wolf, K","Wolf, SM; Wolf, KM; Portalet, AA","241","2012","11","17","Brasil","Rio Grande do Sul","Santa Maria","Três Barras","-53.683333","-29.566667","-53.683333","-29.566667",NA,NA,"SMDB016778",NA,NA,NA,NA,"Árvore, encontrada em beira de rio, com frutos de cor vermelha quando maduros. Tronco escamoso de cor verde claro/escuro. Trabalho de conclusão de curso de Engenharia Florestal/UFSM de Sabrina Marques Wolf. Orientador: Luciano Denardi. Coordenadas:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","2019-11-25 12:12:18-03","UFSM","SMDB","761","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","Beltrão, R","Beltrão, R","s.n.","1953","01","10","Brasil","Rio Grande do Sul","Santa Maria","Fazenda da Limeira","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB000761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA
"683","2019-11-25 12:12:18-03","UFSM","SMDB",NA,"S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","Alvarez, A.F.","Alvarez, A.F.","s.n.","1993","05","19","Brasil","Rio Grande do Sul","Santa Maria","Condomínio Sta. Leocádia","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA
"684","2019-11-25 12:12:18-03","UFSM","SMDB","31","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","Matos, J","Rambo, B","s.n.","1932","12","17","Brasil","Rio Grande do Sul","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"SMDB000031",NA,"1989","11",NA,NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA
"685","2019-11-25 12:12:18-03","UFSM","SMDB","6099","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","Rangel, I","Rangel, I","0s.n.0","1996","09","30","Brasil","Rio Grande do Sul","Santa Maria",NA,"-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB006099",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA
"686","2019-11-25 12:12:18-03","UFSM","SMDB","1513","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","Legrand, D","Rau, G","s.n.","1935","10","18","Brasil","Rio Grande do Sul","Santa Maria","Chácara Legrande","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB001513",NA,"1944","05","11",NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA
"687","2019-11-25 12:12:18-03","UFSM","SMDB","1514","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","Rambo, B","Beltrão, R","s.n.","1951","01","08","Brasil","Rio Grande do Sul","Santa Maria","Matas do Arenal","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB001514",NA,"1957",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA
"688","2020-03-05 15:08:51-03","UFSM","SMDB","10864","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","Budke, JC","Budke, J; Giehl, ELH; Athayde, EA","176","2001","10","22","Brasil","Rio Grande do Sul","Santa Maria","Vila Maringá, área nova da UFSM, margens do Arroi","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB010864",NA,"2002","01","18","Florística e fitossociologia em trecho de Mata Ciliar em Santa Maria-RS. Orientadores: R. A. Záchia & S. M. Eisinger. Número 167",NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA
"689","2020-03-05 15:08:51-03","UFSM","SMDB","10862","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","Budke, JC; Athayde, EA; Giehl, ELH","Budke, J; Giehl, ELH; Athayde, EA","153","2001","10","17","Brasil","Rio Grande do Sul","Santa Maria","Vila Maringá, área nova da UFSM, margens do Arroi","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB010862",NA,"2001","10","17","Florística e fitossociologia em trecho de Mata Ciliar em Santa Maria-RS. Orientadores: R. A. Záchia & S. M. Eisinger",NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA
"690","2020-03-05 15:08:51-03","UFSM","SMDB","10863","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","Budke, JC; Athayde, EA; Giehl, ELH","Budke, J; Giehl, ELH; Athayde, EA","152","2001","10","17","Brasil","Rio Grande do Sul","Santa Maria","Vila Maringá, área nova da UFSM, margens do Arroi","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB010863",NA,"2001","10","17","Florística e fitossociologia em trecho de Mata Ciliar em Santa Maria-RS. Orientadores: R. A. Záchia & S. M. Eisinger",NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA
"691","2021-02-11 16:53:16-03","UFSM","SMDB","9913","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","Záchia, R.A","Záchia, R.A; Soares, E; Vendruscolo, GS; Schuwab, A; Eisinger, SM; Porto, CB","4982","1999","10","15","Brasil","Rio Grande do Sul","São João do Polêsine",NA,"-53.4455986022949","-29.613899230957",NA,NA,NA,NA,"SMDB009913",NA,NA,NA,NA,"Pesquisa etnobotânica em São João Polesine.",NA,NA,NA,NA,NA,NA,"12492","auto",NA,NA,NA,NA,NA,NA,NA
"692","2020-03-03 15:59:04-03","UFSM","SMDB","5697","S","Plantae","Myrtaceae","Eugenia","involucrata","Eugenia involucrata","DC.","Alvarez, A F","Alvarez, AF","s.n.","1993","05","19","Brasil","RS","Santa Maria","Condomínio Sta. Leocádia","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB005697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA
"693","2020-12-21 16:36:24-03","MBM","MBM","47443","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","aggregata","Eugenia aggregata","(Vell.) Kiaersk.","Legrand, D.","Hatschbach, G.","8850","1962","02","03","Brazil","Paraná","Campo Mourão","Estrada do Aeroporto","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,"MBM047443","MBM047443",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA
"694","2020-12-21 16:36:26-03","MBM","MBM","169076","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","bracteata","Eugenia bracteata","Vell.","Soares-Silva, L.H.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","61169","1994","10","08","Brazil","Espírito Santo","Alfredo Chaves","São Bento de Urânia, rodovia para Castelinho","-40.749698638916","-20.6350002288818",NA,NA,NA,NA,"MBM169076","MBM169076",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,"32447","auto",NA,NA,NA,NA,NA,NA,NA
