"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","recordNumber","day","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","relationshipType","typeStatus","infraspecificEpithet","fieldNumber","individualCount","sex"
"14","2021-03-15 16:37:00-03","NY","NYBG","1040048","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","galeata","Aristolochia galeata","Mart. & Zucc.","F. A. González",NA,NA,NA,"E. P. Heringer","1974","10","Brazil","Distrito Federal",NA,"Sobradinho.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502089' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"14041A","10","South America",NA,NA,"sheet","NY01040048","NY01040048_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","454192","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","galeata","Aristolochia galeata","Mart. & Zucc.","F. A. González",NA,NA,NA,"J. A. Ratter","1982","09","Brazil","Distrito Federal","Brasília","IBGE, reserva do roncador, c. 18 km S of thr Brasília TV Tower","-47.9294","-15.7797",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=212006' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"4808","15","South America",NA,NA,"sheet","NY00454192","NY00454192_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1580671","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","galeata","Aristolochia galeata","Mart. & Zucc.","F. A. González",NA,NA,NA,"H. S. Irwin","1964","09","Brazil","Distrito Federal","Brasília","Universidade de Brasília.","-47.875","-15.758",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1846316' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"5837","02","South America","700","1000","sheet","NY01580671","NY01580671_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1040063","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","galeata","Aristolochia galeata","Mart. & Zucc.","F. A. González",NA,NA,NA,"T. Yano","1977","10","Brazil","São Paulo","Sarapuí",NA,"-47.8197","-23.64",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502145' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"13","30","South America",NA,NA,"sheet","NY01040063","NY01040063_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1040046","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","galeata","Aristolochia galeata","Mart. & Zucc.","F. A. González",NA,NA,NA,"E. P. Heringer","1976","07","Brazil","Distrito Federal","Brasília","Brasília. Zoológico.","-47.9294","-15.7797",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502084' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"16581","20","South America",NA,NA,"sheet","NY01040046","NY01040046_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","454193","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","galeata","Aristolochia galeata","Mart. & Zucc.",NA,NA,NA,NA,"S. Romaniuc Neto","1992","07","Brazil","São Paulo","Moji-Guaçu","Reserva Biologica e Estaçao Experimental de Mogi-Guaçu, Mata do Casemiro",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=212008' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"1320","20","South America",NA,NA,"sheet","NY00454193","NY00454193_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1040052","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","galeata","Aristolochia galeata","Mart. & Zucc.","F. A. González",NA,NA,NA,"W. A. Archer","1936","09","Brazil","Minas Gerais",NA,"Vicinity of Mendanha.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502103' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"4073","24","South America",NA,NA,"sheet","NY01040052","NY01040052_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","454194","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","galeata","Aristolochia galeata","Mart. & Zucc.","F. A. González",NA,NA,NA,"R. Zifirino","1992","06","Brazil","São Paulo","Moji-Guaçu","Reserva Biologica e Estaçao Experimental de Mogi-Guaçu",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=212007' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"9","02","South America",NA,NA,"sheet","NY00454194","NY00454194_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1040047","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","galeata","Aristolochia galeata","Mart. & Zucc.","F. A. González",NA,NA,NA,"E. P. Heringer","1961","02","Brazil","Distrito Federal","Brasília","Fundação Zoobotânica.","-47.9294","-15.7797",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502086' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"7906","03","South America",NA,NA,"sheet","NY01040047","NY01040047_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1040061","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","galeata","Aristolochia galeata","Mart. & Zucc.","F. A. González",NA,NA,NA,"F. C. Hoehne","1917","12","Brazil","São Paulo",NA,"Butantan. Cult. no Horto Osw. Cruz.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502141' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"1181","12","South America",NA,NA,"sheet","NY01040061","NY01040061_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1040053","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","galeata","Aristolochia galeata","Mart. & Zucc.","F. A. González",NA,NA,NA,"A. P. Duarte","1946","02","Brazil","Minas Gerais","Carandaí","Carandaí - Fumaça.","-43.8064","-20.9536",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502105' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"569","19","South America",NA,NA,"sheet","NY01040053","NY01040053_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00837366","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","galeata","Aristolochia galeata","Mart. & Zucc.","F. A. González",NA,NA,NA,"W. R. Anderson","1973","03","Brazil","Goiás","São João d'Aliança","3 km by road S of São João da Aliança. Serra Geral do Paraná.","-47.5","-14.73",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=929720' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"7814","23","South America","1040","1040","sheet","NY00837366","NY00837366_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00837367","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","galeata","Aristolochia galeata","Mart. & Zucc.","F. A. González",NA,NA,NA,"W. R. Anderson","1973","04","Brazil","Minas Gerais",NA,"Serra do Espinhaço, By Rio Jequití, 2 km from Mendanha","-43.55","-18.12",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=929722' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"8790","13","South America","800","800","sheet","NY00837367","NY00837367_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1280874","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","galeata","Aristolochia galeata","Mart. & Zucc.","F. A. González",NA,NA,NA,"B. Maguire","1963","08","Brazil","Distrito Federal","Brasília","Ponte do Sobradinho.","-47.9294","-15.7797",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1637520' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"56187","16","South America",NA,NA,"sheet","NY01280874","NY01280874_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1040050","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","galeata","Aristolochia galeata","Mart. & Zucc.","F. A. González",NA,NA,NA,"E. P. Heringer","1979","04","Brazil","Distrito Federal","Brasília","Jardim Zoológico","-47.9294","-15.7797",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502097' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"17236","20","South America",NA,NA,"sheet","NY01040050","NY01040050_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00837368","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","galeata","Aristolochia galeata","Mart. & Zucc.","F. A. González",NA,NA,NA,"H. S. Irwin","1966","02","Brazil","Distrito Federal","Brasília","Ribeirão Torto, ca. 10 km N.E. of Brasília","-47.87","-15.72",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=929737' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"13084","22","South America","950","950","separate fruit","NY00837368","NY00837368_01 NY00837368_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00837348","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","galeata","Aristolochia galeata","Mart. & Zucc.","F. A. González",NA,NA,NA,"H. S. Irwin","1966","01","Brazil","Distrito Federal","Brasília","Côrrego Landim, ca. 25 km N. of Brasília","-47.9167","-15.55738",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=929707' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"12044","26","South America","850","850","sheet","NY00837348","NY00837348_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1580676","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","galeata","Aristolochia galeata","Mart. & Zucc.","F. A. González",NA,NA,NA,"H. S. Irwin","1969","03","Brazil","Goiás","Cavalcante","Chapada dos Veadeiros, ca. 10 km south of Cavalcante","-47.5","-13.89039",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1890671' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"24077","08","South America","1000","1000","sheet","NY01580676","NY01580676_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1040059","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","galeata","Aristolochia galeata","Mart. & Zucc.","F. A. González",NA,NA,NA,"L. Z. Ahumada","1973","02","Brazil","Espírito Santo","Guarapari","Rd. BR 101.","-40.511","-20.658",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502114' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"4645","07","South America",NA,NA,"sheet","NY01040059","NY01040059_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1019064","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","galeata","Aristolochia galeata","Mart. & Zucc.","F. A. González",NA,NA,NA,"P. G. Delprete","2004","12","Brazil","Goiás","Luziânia","Cidade de Luziania, Setor Leste da Cidade.","-47.5989","-16.2269",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1278574' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"9148","13","South America","1000","1000","sheet","NY01019064","NY01019064_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00837381","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","galeata","Aristolochia galeata","Mart. & Zucc.","G. F. J. Pabst",NA,NA,NA,"E. P. Heringer","1961","02","Brazil","Rio de Janeiro",NA,"Rio de Janeiro","-43.448386","-22.913514",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=929897' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"7906","02","South America",NA,NA,"separate fruit","NY00837381","NY00837381_01 NY00837381_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1040060","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","labiata","Aristolochia labiata","Willd.","F. A. González",NA,NA,NA,"Collector unspecified",NA,NA,"Brazil","Rio de Janeiro",NA,"Jardim Botanico do Rio de Janeiro",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502139' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"s.n.",NA,"South America",NA,NA,"sheet","NY01040060","NY01040060_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","02450392","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","labiata","Aristolochia labiata","Willd.",NA,NA,NA,NA,"N. T. da Silva","1969","06","Brazil","Pará",NA,"Jari, estrada entre Bandeira e Pilão, km 39.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2649624' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"2107","03","South America",NA,NA,"sheet","NY02450392","NY02450392_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1040057","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","labiata","Aristolochia labiata","Willd.","F. A. González",NA,NA,NA,"G. Gardner","1836",NA,"Brazil",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502112' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"1835",NA,"South America",NA,NA,"sheet","NY01040057","NY01040057_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","454195","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","labiata","Aristolochia labiata","Willd.","F. A. González",NA,NA,NA,"J. G. Jardim","1995","10","Brazil","Bahia","Jacobina","Cachoeira do Aníbal, na saída da cidade no sentido Jacobina/Capim Grosso","-40.5181","-11.1808",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=582844' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"692","25","South America",NA,NA,"sheet","NY00454195","NY00454195_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1580673","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","labiata","Aristolochia labiata","Willd.","F. A. González",NA,NA,NA,"H. S. Irwin","1966","03","Brazil","Distrito Federal","Brasília","North end of Lagôa Paranoá","-47.87","-15.72",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1846312' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"13945","14","South America","975","975","sheet","NY01580673","NY01580673_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","684483","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Aristolochiaceae","Aristolochia","labiata","Aristolochia labiata","Willd.","F. A. González",NA,NA,NA,"W. W. Thomas","2002","11","Brazil","Alagoas","Flexeiras","Serra das Aguas Belas. 18.5 km N of jct. BR 101 and road to Maceió, then 2 - 3 km W on cobblestone road","-35.78158","-9.242217",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=507671' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"13181","02","South America","400","400","sheet","NY00684483","NY00684483_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-09-30 12:43:28-03","MCN-PUC-MINAS","HPUC-MG","CARP066","S","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","labiata","Aristolochia labiata",NA,"M.F.V.Starling & CUNHA, J.S",NA,NA,NA,"Juliana Rezende","2013","12","Brasil","Minas Gerais","Serro","Ausente","-43.378889","-18.603333",NA,"Fruto simples - Cápsula Septicida. Fruto utilizado para remédio. Material da Juliana - nº 8",NA,NA,"13",NA,"811","811",NA,NA,NA,"43º 22' 44''W","18º 36' 12''S",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-01-28 13:10:59-03","MCN-PUC-MINAS","HPUC-MG","CARP181","S","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","labiata","Aristolochia labiata",NA,NA,NA,NA,NA,"M.F.V.Starling",NA,NA,"Brasil","Minas Gerais","Morada Nova","Perto da pousada de Bouganvillea","-45.367778","-18.607778",NA,NA,NA,NA,NA,NA,"631","631",NA,NA,NA,"45º22'04''W","18º36'28''S",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-01-28 13:10:59-03","MCN-PUC-MINAS","HPUC-MG","ANG406","S","Plantae",NA,NA,"Aristolochiaceae","Aristolochia","labiata","Aristolochia labiata",NA,NA,NA,NA,NA,"Maielo - Silva, L.","2009","12","Brasil","Minas Gerais","Catas Altas da Noruega","Catas Altas da Noruega","-43.497501373291","-20.6900005340576","11539","N° Ibama (CTF) = 4477412","auto",NA,"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
