"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","typeStatus","class","relatedCatalogItem","sex"
"48","2016-12-08 00:46:00-02","MO","MOBOT","100941794","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","Gert G. Hatschbach|Maria M. Hatschbach|D.D. Guimarães","Hatschbach 55534","1991","6","15","South America","Brazil","Minas Gerais",NA,"Parque Nacional Do Cachoeira Bonita (Mun. Caparao)",NA,NA,NA,NA,NA,NA,"1800.00000000",NA,"fide Harold Robinson",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"49","2016-12-08 00:50:00-02","MO","MOBOT","100941796","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","B. Prokel","Prokel 5333",NA,NA,NA,"South America","Brazil","São Paulo",NA,"(capital), on margin of a rivulet",NA,NA,NA,NA,NA,NA,NA,NA,"fide Harold Robinson",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"50","2019-01-22 12:39:00-02","MO","MOBOT","100941798","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","Wilson Hoehne","Hoehne 6248","1968","8","17","South America","Brazil","São Paulo",NA,"Aguas de Lindoia.",NA,NA,NA,NA,NA,NA,NA,NA,"fide Harold Robinson",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"51","2016-12-08 00:27:00-02","MO","MOBOT","3324846","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","Ynés Mexia","Mexia 4818","1930","6","30","South America","Brazil","Minas Gerais",NA,"Vicosa. Agricultural College lands; Chacha Valley; tangle on overgrown eastern slope.",NA,NA,NA,NA,NA,NA,"710.00000000",NA,"fide Harold Robinson",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"52","2016-12-08 00:32:00-02","MO","MOBOT","3325376","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","Ynés Mexia","Mexia 5019","1930","8","30","South America","Brazil","Minas Gerais",NA,"Districto Ilheu. Trail to Capichava. Fazenda da Tabunha. In partial shade in cut-over woods.",NA,NA,NA,NA,NA,NA,"210.00000000",NA,"fide Harold Robinson",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"53","2016-12-08 00:30:00-02","MO","MOBOT","3325079","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","Ynés Mexia","Mexia 4944","1930","9","8","South America","Brazil","Minas Gerais","Viçosa","Vicosa. Fazenda de Faziuma; forest on slope, in partial shade.","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"700.00000000",NA,"fide Harold Robinson","13937","auto",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"54","2020-12-28 10:31:20-03","ICAUFMG","MCCA","2641","S","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M.King & H.Rob.","FONSECA, R.S.","256","2009","09","03",NA,"Brasil","Minas Gerais","Viçosa","Estação de Pesquisas, Treinamento e Educação Ambiental Mata do Paraíso.","-42.8819007873535","-20.7539005279541",NA,NA,"MCCA02766","MCCA02766",NA,NA,NA,"13937","auto",NA,NA,NA,"-428586111.0","-208019444.0",NA,NA,NA,NA,NA
"55","2020-06-15 15:28:49-03","UNESP-RC","HRCB","18742","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M.King & H.Robins","Tamashiro, J.Y.","516","1994","08","17",NA,"Brasil","São Paulo","Monteiro Lobato",NA,"-45.8400001525879","-22.9500007629395",NA,"Liana, flores brancas.",NA,NA,NA,NA,"Esteves, R.L.","18755","auto","2002","05","10",NA,NA,NA,NA,NA,NA,NA
"56","2021-02-25 10:11:40-03","CVRD","CVRD","16489","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M.King & H.Rob.","Meirelles, J.","551","2011","04","16","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"Erva, estames lilases, clavados. <ll>dwc_commonname:</ll> Arnica falsa","CVRD016489",NA,NA,NA,"Gonçalves, D. J. P.","48094","auto","2011","04","16","39,92869 W","19,15036 S",NA,NA,"Magnoliopsida",NA,NA
"57","2021-02-25 10:11:40-03","CVRD","CVRD","5955","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M.King & H.Rob.","Folli, D.A.","3203","1998","07","29","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Arnica falsa","CVRD005955","CVRD005955",NA,NA,"Harold Robinson","48094","auto","1998","10","15",NA,NA,NA,NA,"Magnoliopsida",NA,NA
"58","2021-02-25 10:11:40-03","CVRD","CVRD","16383","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M.King & H.Rob.","Lima, D.F.","163","2011","04","15","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"flores lilás. <ll>dwc_commonname:</ll> Arnica falsa","CVRD016383",NA,NA,NA,"Lima, D.F.","48094","auto","2011","04","16","40,0425 W","19,153 S",NA,NA,"Magnoliopsida",NA,NA
"59","2020-09-12 05:00:02-03","US","US","1403592","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","A. Regnell","232","1862","7","18","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"US01662646","US01662646_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA,NA
"60","2020-09-12 05:00:02-03","US","US","2892727","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","W. Hoehne","6248","1968","8","17","South America - Neotropics","Brazil","São Paulo",NA,"Aguas de Lindoia, Coletadas Por",NA,NA,NA,NA,"US01662639","US01662639_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA,NA
"61","2020-09-12 05:00:02-03","US","US","1394847","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","-- Widgren","187","1845",NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,"Caldas",NA,NA,NA,NA,"US01662643","US01662643_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA,NA
"62","2020-09-12 05:00:02-03","US","US","2648101","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","R. P. Belém","3873","1968","7","16","South America - Neotropics","Brazil","Bahia",NA,"Região Bahia - Espirito Santo, Vale do Rio Mucurí, ao lado da Rodovia BR 101. Mata de terra firme",NA,NA,NA,NA,"US01662633","US01662633_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA,NA
"63","2020-09-12 05:00:02-03","US","US","1617940","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","Y. Mexia","4818","1930","6","30","South America - Neotropics","Brazil","Minas Gerais",NA,"Viçosa, Agricultural College lands; Chacha Valley; tangle on overgrown eastern slope",NA,NA,NA,NA,"US01662642","US01662642_01","710",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA,NA
"64","2020-09-12 05:00:02-03","US","US","1617986","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","Y. Mexia","5019","1930","8","30","South America - Neotropics","Brazil","Minas Gerais",NA,"Districto Ilheu, Fazenda da Tabunha, Trail to Capichava",NA,NA,NA,NA,"US01662641","US01662641_01","210",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA,NA
"65","2020-09-12 05:00:02-03","US","US","3372874","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","D. Folli","3203","1998","7","29","South America - Neotropics","Brazil","Espírito Santo",NA,"Reserva Florestal de Linhares - Linhares, Acciro com Ccolin",NA,NA,NA,NA,"US01662640","US01662640_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA,NA
"66","2020-09-12 05:00:02-03","US","US","1110424","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","E. Warming","s.n.",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,"Ad Lagoa Santa",NA,NA,NA,NA,"US01662634","US01662634_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA,NA
"67","2020-09-12 05:00:02-03","US","US","3628656","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","W. W. Thomas, A. M. Amorim, J. G. Járdim, S. C. Sant'Ana & J. L. Paixão","14062","2004","9","15","South America - Neotropics","Brazil","Bahia",NA,"Mun. Arataca. Serra das Lontras, 9.0 km WNW of Itatinguí on Fazenda road, then on trail over mountain ridge to Fazenda Cairo","-39.3972","-15.1981",NA,NA,"US01662632","US01662632_01","530","630",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA,NA
"68","2020-09-12 05:00:02-03","US","US","3302715","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","G. Hatschbach, M. M. Hatschbach & J. M. Silva","61153","1994","10","8","South America - Neotropics","Brazil","Espírito Santo",NA,"São Bento de Urânia, rodovia para Castelinho (mun. Alfredo Chaves)",NA,NA,NA,NA,"US01662647","US01662647_01","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA,NA
"69","2020-09-12 05:00:02-03","US","US","2962262","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","G. Hatschbach & O. Guimarães","45165","1982","7","21","South America - Neotropics","Brazil","Espírito Santo",NA,"Rod. BR-262 (mun. Ibatiba)",NA,NA,NA,NA,"US01662638","US01662638_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA,NA
"70","2020-09-12 05:00:02-03","US","US","1420745","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","J. Miers","3719",NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"US01662645","US01662645_01","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA,NA
"71","2020-09-12 05:00:02-03","US","US","2853638","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","Collector illegible","5642","1969","7","16","South America - Neotropics","Brazil","Espírito Santo",NA,"Macuco Reserva de Soontama mota alagadica, de palmito [interpreted]",NA,NA,NA,NA,"US01662644","US01662644_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA,NA
"72","2020-09-12 05:00:02-03","US","US","1802802","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","B. J. Pickel","5333","1941","8","7","South America - Neotropics","Brazil","São Paulo",NA,"(Capital)",NA,NA,NA,NA,"US01662636","US01662636_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA,NA
"73","2020-09-12 05:00:02-03","US","US","1690934","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","Y. Mexia","4944","1930","9","9","South America - Neotropics","Brazil","Minas Gerais",NA,"Viçosa, Fazenda de Faziuma; forest on slope, in partial shade",NA,NA,NA,NA,"US01662648","US01662648_01","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA,NA
"74","2020-09-12 05:00:02-03","US","US","2124380","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","M. Magalhães","3304","1942","7","25","South America - Neotropics","Brazil","Minas Gerais",NA,"Mata. Serra do Curral, municipio de Belo Horizonte",NA,NA,NA,NA,"US01662635","US01662635_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA,NA
"75","2020-09-12 05:00:02-03","US","US","3381620","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","G. Hatschbach, M. M. Hatschbach & D. Guimaraes","55534","1991","6","15","South America - Neotropics","Brazil","Minas Gerais",NA,"Parque Nacional do Caparaó, Cachoeira Bonita (Mun. Caparaó)",NA,NA,NA,NA,"US01662637","US01662637_01","1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA,NA
"76","2019-06-24 08:12:23-03","IAC","IAC","22169","S","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M.King & H.Rob.","W. Hoehne","6248","1968","08","17",NA,"Brasil","São Paulo","Águas de Lindóia",NA,"-46.6328","-22.4764",NA,"Fleischmannia remotifolia identificação apud SP 119924.",NA,NA,NA,NA,"H.E. Robinson",NA,NA,"1968","08","17","-46.6328","-22.4764",NA,NA,NA,NA,NA
"77","2020-07-23 11:59:06-03","CEPLAC","CEPEC","106248","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia",NA,"Thomas, W.W.","14062","2004","09","15",NA,"Brasil","Bahia","arataca","Serra das Lontras, 9.0Km WNW de Itatinguí para a Faz., depois estrada de terra para Faz. Cairo.","-39.397222","-15.198056",NA,NA,NA,NA,"530","530","A. M. Amorim",NA,NA,NA,NA,NA,"39W23'50","15S11'53",NA,NA,NA,NA,NA
"78","2020-07-23 11:59:06-03","CEPLAC","CEPEC","106728","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia",NA,"Amorim, A. M.","4173","2004","07","27",NA,"Brasil","Bahia","CAMACAN","RPPN Serra Bonita. 9,7 km de Camacã na estrada para Jacarecí. Daí 6 km SW na estrada para a RPPN e torre.","-39.569722","-15.381111",NA,NA,NA,NA,NA,NA,"Borges, R.A.X.",NA,NA,NA,NA,NA,"39W34'11","15S22'52",NA,NA,NA,NA,NA
"79","2020-07-23 11:59:06-03","CEPLAC","CEPEC","14687","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia",NA,"S. A. Mori","10715","1978","09","19",NA,"Brasil","Bahia","ITAMARAJÚ","Ca. 5Km ao NW da cidade. Faz. Pau-brasil. Margem da estrada.","-39.5311012268066","-17.0391998291016",NA,NA,NA,NA,NA,NA,"H. Robinson","55932","auto",NA,NA,NA,"0W0'0","0S0'0",NA,NA,NA,"30/12/1981",NA
"80","2020-07-23 11:59:06-03","CEPLAC","CEPEC","68395","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia",NA,"G. Hatschbach","61153","1994","10","08",NA,"Brasil","Espírito Santo","alfredo chaves","São bento de Urânia, Rod. p/ Castelinho.","-40.749698638916","-20.6350002288818",NA,NA,NA,NA,NA,NA,"H. Robinson","32447","auto",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1995",NA
"81","2020-07-23 11:59:06-03","CEPLAC","CEPEC","33588","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia",NA,"G. Hatschbach","45165","1982","07","21",NA,"Brasil","Espírito Santo","iuna","Rod. BR-262. Ibatiba.","-41.5358009338379","-20.3458003997803",NA,NA,NA,NA,NA,NA,"H. Robinson","32198","auto",NA,NA,NA,"0W0'0","0S0'0",NA,NA,NA,"30/12/1983",NA
"82","2021-03-04 15:42:32-03","IF","SPSF","28597","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","G.L.Esteves","2690","2000","08","09","América do Sul","Brasil","SP","Caraguatatuba","P.E.Serra do Mar, Núcleo Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata ombrofila degradada&nf;;",NA,NA,NA,NA,NA,"30093","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA
"83","2021-03-04 15:42:32-03","IF","SPSF","42520","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M. King & H. Rob.","C.R.Lima & R.Cielo-Filho","252","2009","08","25","América do Sul","Brasil","SP","Itapeva","Estação Experimental","-49.071111","-24.0525",NA,"COLETA: Erva, flor creme.; GEOGRAFIA: Trilha do Poço da Peroba - Afloramento;",NA,NA,"700","700","F.O.Souza-Buturi",NA,NA,"2010","06","30",NA,NA,NA,NA,"Magnoliopsida",NA,NA
"84","2021-04-05 12:30:23-03","UNIVASF","HVASF","4921","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M.King & H.Rob.","J.A. Siqueira Filho","2126","2009","07","08","América do Sul","Brasil","Pernambuco","Custódia","Lote 11","-37.838722","-8.362555",NA,"Erva ereta, ocasional. Flores lilases.","HVASF004921",NA,"473","473","R.C.A. Pereira",NA,NA,"2011","01","04","-37.838722","-8.362555",NA,NA,NA,NA,"U"
"85","2019-11-21 10:00:38-03","IBt","SP","426297","S","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M.King & H.Rob.","Lima, CR; Cielo Filho, R","252","2009","08","25",NA,"Brasil","São Paulo","Itapeva","Estação Experimental, trilha do Poço da Peroba","-49.071111","-24.0525",NA,NA,NA,NA,"750","750","Souza-Buturi, FO",NA,NA,"2010","06","30","-49.071111","-24.0525",NA,NA,NA,NA,NA
"86","2019-11-21 10:00:38-03","IBt","SP","119924","S","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M.King & H.Rob.","Hoehne, W","6248","1968","08","17",NA,"Brasil","São Paulo","Águas de Lindóia","A sombra da mata, a beira de córrego","-46.6300010681152","-22.4699993133545",NA,NA,NA,NA,NA,NA,"Robinson, H","8148","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-11-21 10:00:38-03","IBt","SP","350442","S","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M.King & H.Rob.","Esteves, GL; Simão Bianchini, R; Pinheiro, F; Bopp, LT","2690","2000","08","09",NA,"Brasil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba, Trilha dos Tucanos","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,NA,NA,"Simão Bianchini, R; Souza-Buturi, FO","30093","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-11-21 10:00:38-03","IBt","SP","68385","S","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M.King & H.Rob.","Kuhlmann, M","1963","1949","08","04",NA,"Brasil","São Paulo","Igaratá","Beira da mata da Fazenda do sr. Barbosa","-46.1500015258789","-23.2000007629395",NA,NA,NA,NA,NA,NA,"Esteves, RL","24798","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-21 10:00:38-03","IBt","SP","49650","S","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M.King & H.Rob.","Kuhlmann, M","390","1943","03","27",NA,"Brasil","São Paulo","Monte Alegre do Sul","Amparo, perto da cachoeira, Fazenda Sta. Isabel","-46.6800003051758","-22.6800003051758",NA,NA,NA,NA,NA,NA,"King, RM; Robinson, H","11114","auto","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-21 10:00:38-03","IBt","SP","279116","S","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M.King & H.Rob.","Tamashiro, JY; Santos, FAM; Goldenberg, R; Belinello, R","516","1994","08","17",NA,"Brasil","São Paulo","Monteiro Lobato","Estrada Monteiro Lobato","-45.8400001525879","-22.9500007629395",NA,NA,NA,NA,NA,NA,"Mamede, MCH","18755","auto","2016","06",NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-21 10:00:38-03","IBt","SP","294045","S","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M.King & H.Rob.","Nicolau, SA; Prando, RC","462","1992","07","18",NA,"Brasil","São Paulo","Pindamonhangaba","Fazenda São Sebastião do Rio Grande, Talhão 9, ao norte","-45.4599990844727","-22.9200000762939",NA,NA,NA,NA,NA,NA,"King, RM; Robinson, H","24176","auto","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-11-21 10:00:38-03","IBt","SP","278655","S","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M.King & H.Rob.","Rossi, L; Catharino, ELM","1612","1994","12","21",NA,"Brasil","São Paulo","São José do Barreiro","Parque Nacional da Bocaina, Divisor de água entre o Rio Mambucaba e Rio Veado","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,NA,NA,"Mamede, MCH","30784","auto","2016","06",NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-11-19 09:28:47-03","IBt","SP","16372","S","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M.King & H.Rob.","Usteri, A","s.n.","1905","09","24",NA,"Brasil","São Paulo","São Paulo","Cantareira","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"Esteves, RL","53584","auto","2007","06",NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-11-19 09:28:47-03","IBt","SP","41775","S","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M.King & H.Rob.","Pickel, B","4408","1939","08","10",NA,"Brasil","São Paulo","São Paulo","Chácara dos Morrinhos","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"Esteves, RL","53584","auto","2007","06",NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-11-19 09:28:47-03","IBt","SP","43452","S","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M.King & H.Rob.","Smith, C","s.n.","1939","08","14",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,"Esteves, RL","34265","auto","2007","06",NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-11-21 10:00:38-03","IBt","SP","43547","S","Plantae",NA,NA,"Asteraceae","Fleischmannia","remotifolia","Fleischmannia remotifolia","(DC.) R.M.King & H.Rob.","Smith, C","5686","1940","08","01",NA,"Brasil","São Paulo","Ubatuba","Inst. Agron. do Estado, Secção de Botânica n° 5686, beira de estrada que vai a serra","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,"Esteves, RL","34265","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
