"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","recordNumber","stateProvince","locality","imagecode","decimalLongitude","decimalLatitude","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","sex","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","04177237","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","multiflorum","Aspidosperma multiflorum","R. Guillén","1994","10","16","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500503' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177237","Magnoliophyta","Gentianales","A.DC.",NA,"2372","Santa Cruz","Campamento Los Fierrosl en bosque de altura, a lado del camino del aserradero Moira, donde va a ser la futura pista",NA,"-60.7967","-14.5544",NA,"José Miguel de Velasco","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01172451","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","multiflorum","Aspidosperma multiflorum","D. C. Daly",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1388999' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172451","Magnoliophyta","Gentianales","A.DC.",NA,"1114","Pará",NA,"NY01172451_01 NY01172451_02",NA,NA,"A. J. M. Leeuwenberg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","970652","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","multiflorum","Aspidosperma multiflorum","D. R. Hunt","1966","06","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051660' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970652","Magnoliophyta","Gentianales","A.DC.",NA,"5732","Mato Grosso","Xavantina-Cachimbo road, 85 km. from Xavantina.","NY00970652_01","-52.1583","-14.0503","W. Marcondes-Ferreira","Água Boa","600","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","970671","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","multiflorum","Aspidosperma multiflorum","E. P. Heringer","1965","10","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051674' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970671","Magnoliophyta","Gentianales","A.DC.",NA,"10737","Goiás","Rodovia B.R.","NY00970671_01","-47.3342","-15.5372","W. Marcondes-Ferreira","Formosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","970653","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","multiflorum","Aspidosperma multiflorum","D. R. Hunt","1966","06","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051661' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970653","Magnoliophyta","Gentianales","A.DC.",NA,"5949","Mato Grosso","Barra do Garças-Xavantina road, 25 km from Xavantina.","NY00970653_01","-52.29","-14.86539","W. Marcondes-Ferreira",NA,"600","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","970655","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","multiflorum","Aspidosperma multiflorum","J. R. Pirani","1985","10","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051632' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970655","Magnoliophyta","Gentianales","A.DC.",NA,"1167","Mato Grosso","Perto da cidade, em pequena elevação à margem do rio Araguaia.","NY00970655_01","-50.5","-10.42","Leewenberg","Santa Terezinha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","970667","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","multiflorum","Aspidosperma multiflorum","H. S. Irwin","1966","06","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051670' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970667","Magnoliophyta","Gentianales","A.DC.",NA,"16758","Mato Grosso","Xavantina. Drainage of the Upper Rio Araguaia.","NY00970667_01","-52.33","-14.6667","W. Marcondes-Ferreira",NA,"400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","970649","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","multiflorum","Aspidosperma multiflorum","R. M. Harley","1968","09","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051641' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970649","Magnoliophyta","Gentianales","A.DC.",NA,"10192","Mato Grosso","R 12, 5 km SW of base camp. Expedition Base Camp.","NY00970649_01","-51.77","-12.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","970665","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","multiflorum","Aspidosperma multiflorum","H. S. Irwin","1966","06","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051668' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970665","Magnoliophyta","Gentianales","A.DC.",NA,"16437","Mato Grosso","Ca. 84 km. N. of Xavantina. Serra do Roncador.","NY00970665_01","-52.1","-13.93","W. Marcondes-Ferreira",NA,"550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","970650","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","multiflorum","Aspidosperma multiflorum","D. Philcox","1968","03","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051645' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970650","Magnoliophyta","Gentianales","A.DC.",NA,"4594","Mato Grosso","c. 0.5 km W of km. 264, Xavantina-Cachimbo road. Expedition Base Camp.","NY00970650_01","-51.77","-12.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01172452","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","multiflorum","Aspidosperma multiflorum","R. Vilhena",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1389000' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172452","Magnoliophyta","Gentianales","A.DC.",NA,"148","Pará",NA,"NY01172452_01 NY01172452_02",NA,NA,"R. Vilhena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01172455","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","multiflorum","Aspidosperma multiflorum","R. de Lemos Fróes",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1389003' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172455","Magnoliophyta","Gentianales","A.DC.",NA,"31275","Pará",NA,"NY01172455_01 NY01172455_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","970651","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","multiflorum","Aspidosperma multiflorum","G. C. G. Argent","1967","10","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051647' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970651","Magnoliophyta","Gentianales","A.DC.",NA,"6600","Mato Grosso","Expedition Base Camp.","NY00970651_01","-51.77","-12.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","970662","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","multiflorum","Aspidosperma multiflorum","W. R. Anderson","1973","03","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051664' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970662","Magnoliophyta","Gentianales","A.DC.",NA,"6527","Goiás","Chapada dos Veadeiros, ca. 6-7 km E of Alto Paraíso on road to Nova Roma","NY00970662_01","-47.4754","-14.0755","W. Marcondes-Ferreira","Alto Paraíso de Goiás","1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","970672","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","multiflorum","Aspidosperma multiflorum","W. A. Ducke",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051675' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970672","Magnoliophyta","Gentianales","A.DC.",NA,"2498","Ceará","Aldeota.","NY00970672_01","-38.5431","-3.7172","W. Marcondes-Ferreira","Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","297977","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","multiflorum","Aspidosperma multiflorum","J. S. Blanchet","1839",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=407944' target='other'> <mi>dwc_moreinfo</mi></a>","NY00297977","Magnoliophyta","Gentianales","A.DC.","isotype","2806","Bahia","Serra de Acurua","NY00297977_01","-42.5","-11.42","W. Marcondes-Ferreira","Gentio do Ouro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","970660","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","multiflorum","Aspidosperma multiflorum","M. G. da Silva","1977","07","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051662' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970660","Magnoliophyta","Gentianales","A.DC.",NA,"3357","Mato Grosso","Rio Juruena, beira do rio.","NY00970660_01","-58.3804411","-11.0249185","A. J. M. Leeuwenberg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01172449","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","multiflorum","Aspidosperma multiflorum","R. de Lemos Fróes",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1388993' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172449","Magnoliophyta","Gentianales","A.DC.",NA,"31179","Pará",NA,"NY01172449_01 NY01172449_02",NA,NA,"W. Marcondes-Ferreira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","970663","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","multiflorum","Aspidosperma multiflorum","W. R. Anderson","1973","03","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051665' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970663","Magnoliophyta","Gentianales","A.DC.",NA,"7270","Goiás","Chapada dos Veadeiros, 13 km by road S of Terezina","NY00970663_01","-47.2647","-13.8939","W. Marcondes-Ferreira","Teresina de Goiás","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","126541","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","multiflorum","Aspidosperma multiflorum","C. R. Sperling","1982","08","01","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=407943' target='other'> <mi>dwc_moreinfo</mi></a>","NY00126541","Magnoliophyta","Gentianales","A.DC.",NA,"6457","Pando","Prov. Nicolas Suarez. Southwest of Cobija on the Rio Naraueda. 1 km west of Rio Naraueda.","NY00126541_01","-69.13","-11.13","A. J. M. Leeuwenberg",NA,"250","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","440272","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","multiflorum","Aspidosperma multiflorum","W. R. Anderson","1972","03","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=407942' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440272","Magnoliophyta","Gentianales","A.DC.",NA,"36427","Bahia","Serra 34 km W. of Barreiras","NY00440272_01","-44.99","-12.15","A. J. M. Leeuwenberg","Barreiras","710","710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01172448","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","multiflorum","Aspidosperma multiflorum","M. G. A. Lobo",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1388992' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172448","Magnoliophyta","Gentianales","A.DC.",NA,"204","Pará",NA,"NY01172448_01 NY01172448_02",NA,NA,"A. J. M. Leeuwenberg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1145079","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","multiflorum","Aspidosperma multiflorum","M. E. Alencar","1995","05","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1305713' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145079","Magnoliophyta","Gentianales","A.DC.",NA,"239","Piauí","Serra Velha - km 2 da vicinal para Alagoinha do PI.","NY01145079_01","-40.9042","-7.3553",NA,"Padre Marcos","420","420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","970664","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","multiflorum","Aspidosperma multiflorum","H. S. Irwin","1964","10","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051667' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970664","Magnoliophyta","Gentianales","A.DC.",NA,"6892","Mato Grosso","Ca. 50 km. N. of Barra do Garças, on rd. to Xavantina.","NY00970664_01","-52.22","-15.4","F. Markgraf",NA,"300","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","970658","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","multiflorum","Aspidosperma multiflorum","J. Ramos",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051659' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970658","Magnoliophyta","Gentianales","A.DC.",NA,"R. & S.9","Mato Grosso","Near the base camp of the expedition (c. 270 km N. of Xavantina).","NY00970658_01","-51.87","-12.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01172453","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","multiflorum","Aspidosperma multiflorum","N. T. da Silva",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1389001' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172453","Magnoliophyta","Gentianales","A.DC.",NA,"4920","Pará",NA,"NY01172453_01 NY01172453_02",NA,NA,"A. J. M. Leeuwenberg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01172454","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","multiflorum","Aspidosperma multiflorum","G. A. Black",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1389002' target='other'> <mi>dwc_moreinfo</mi></a>","NY01172454","Magnoliophyta","Gentianales","A.DC.",NA,"47-1740","Pará",NA,"NY01172454_01 NY01172454_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","970670","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","multiflorum","Aspidosperma multiflorum","E. P. Heringer","1962","09","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051673' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970670","Magnoliophyta","Gentianales","A.DC.",NA,"8992","Distrito Federal","Parque do Guará.","NY00970670_01","-47.9294","-15.7797","F. Markgraf","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","297978","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","multiflorum","Aspidosperma multiflorum","J. S. Blanchet",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=407945' target='other'> <mi>dwc_moreinfo</mi></a>","NY00297978","Magnoliophyta","Gentianales","A.DC.","isotype","2806","Bahia","Serra de Acurua","NY00297978_01",NA,NA,"W. Marcondes-Ferreira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","04177236","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","multiflorum","Aspidosperma multiflorum","T. J. Killeen","1994","10","14","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4500501' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177236","Magnoliophyta","Gentianales","A.DC.",NA,"6814","Santa Cruz","Parque Nacional Noel Kempff Mercado. Los Fierros. Parcella permanente de cerrada. Campo cerrado",NA,"-60.8564","-14.6069",NA,"José Miguel de Velasco","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","970659","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","multiflorum","Aspidosperma multiflorum","G. Eiten","1968","09","30","South America","Brazil","sheet",NA,"All specimens of this number from one individual. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051626' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970659","Magnoliophyta","Gentianales","A.DC.",NA,"8977","Mato Grosso","Serra do Roncador. 260 km along new road NNE of village of Xavantina (2 km due WSW of Royal Society-Royal Geographic society Base Camp).","NY00970659_01","-51.75","-12.85","Leewenberg","Barra do Garças","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","970668","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","multiflorum","Aspidosperma multiflorum","H. S. Irwin","1966","06","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1051671' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970668","Magnoliophyta","Gentianales","A.DC.",NA,"16814","Mato Grosso","Ca. 20 km. S. of Xavantina. Drainage of the Upper Rio Araguaia.","NY00970668_01","-52.32","-14.82","W. Marcondes-Ferreira",NA,"400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
