"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","relationshipType","relatedCatalogItem","fieldNumber","individualCount"
"300","2021-02-11 17:18:15-03","UFPR","UPCB","85225","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Santos. E.P.","Santos. E.P. | Cervi. A.C.","1130","2003","11","12","Brasil","Paraná","Guaratuba","Morro dos Perdidos. Serra de Araçatuba","-49.05","-25.75","-49.050000","-25.750000","950","950","Epífita. flor vermelha. interior de floresta ombrófila densa montana..","UPCB0034664","UPCB0034664","2008","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","2021-02-11 17:18:15-03","UFPR","UPCB","85074","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Santos, E.P.","Blum, C.T | Hoffmann, P.","6","2001","10","24","Brasil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-49.05","-25.75","-49.050000","-25.750000","850","850","Epífita, flores vermelhas. Interior de floresta ombrófila densa montana..",NA,NA,"2008","12","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","2021-02-11 17:18:15-03","UFPR","UPCB","42209","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Delfini-Feliciano, C.","Paula, M.F.R.","28","1998","11","27","Brasil","Paraná","Morretes","Estrada da Graciosa, Recanto Mãe Catira","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Epífita a 5m do solo, flores e frutos avermelhados..",NA,NA,"2007","09",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"303","2021-02-11 17:18:15-03","UFPR","UPCB","13232","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jacques, E.L.","Cervi, A.C.","2338","1985","11","01","Brasil","Paraná","Morretes","Estrada da Graciosa - Volta Grande","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Epífita com flores róseas. Interior da mata..",NA,NA,"1997","11","24",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"304","2021-02-11 17:18:15-03","UFPR","UPCB","41907","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Hatschbach, G. & Kozera, C.","Kozera, C.","1072","1999","05","02","Brasil","Paraná","Paranaguá","Ilha do Mel, Morro Bento Alves","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Trepadeira ca. 3m do chão, frutos velhos. Sub-bosque, floresta ombrófila densa de encosta..",NA,NA,"1999","06",NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"305","2021-02-11 17:18:15-03","UFPR","UPCB","25446","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jacques, E.L.","Athayde, S.F.","148",NA,NA,NA,"Brasil","Paraná","Guaraqueçaba","Morro do Quitumbê","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Trepadeira com flores vermelhas. Interior da mata..",NA,NA,"1997","11","24",NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"306","2021-02-11 17:18:15-03","UFPR","UPCB","82049","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Uhlmann, A.","Caglioni, E.","321","2013","12","03","Brasil","Santa Catarina","Ilhota","Parque Botânico Morro do Baú","-48.8272018432617","-26.8997001647949",NA,NA,"575","575","Floresta Ombrófila Densa. Erva reptante/ escandente, abundante, com flores de coloração rósea/ vermelha. Possui amostra de DNA..",NA,NA,"2013","12","16",NA,NA,NA,NA,"18275","auto",NA,NA,NA,NA,NA,NA
"307","2021-02-11 17:18:15-03","UFPR","UPCB","41908","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Kozera, C.","Kozera, C.","1287","1999","10","20","Brasil","Paraná","Morretes","Parque Estadual Pico do Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Trepadeira com flores vermelhas. Sub-bosque, floresta ombrófila densa de encosta..",NA,NA,"1999","10",NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"308","2021-02-11 17:18:15-03","UFPR","UPCB","88077","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Engels, M. E.","Engels, M. E. et al.","1831","2013","10","20","Brasil","Paraná","Guaratuba","Parque Nacional Saint-Hilaire/Lange, trilha do Salto Parati.","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Epífita, pendente ou trepadeira. Caule verde a avermelhado. Folhas verdes discolores. Flores vermelhas com margem mais clara. Floresta Ombrófila Densa..",NA,NA,"2013","10","20",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"309","2021-02-11 17:18:15-03","UFPR","UPCB","5580","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Hatschbach, G.","Hatschbach, G.","15104","1966","11","12","Brasil","Paraná","Guaratuba","Praia do Mendanha","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Trepadeira, flor vermelha. Mata pluvial da encosta de morro (cerca 20-50m)..",NA,NA,"1966","12",NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"310","2021-02-11 17:18:15-03","UFPR","UPCB","38971","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Silva, S.M.","Gatti, A.L.S.","285","1998","08","15","Brasil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato, Trilha do Mirante","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Hemiepífita secundária, coletada sobre fuste a 5m de altura, flores vermelhas. Floresta ombrófila densa submontana..",NA,NA,"1998","11",NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"311","2021-02-11 17:18:15-03","UFPR","UPCB","38969","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Silva, S.M.","Gatti, G.","290","1998","10","09","Brasil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato, Trilha do Salto, próximo à captação d'água","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Trepadeira herbácea, sobre fuste de Bathysa meridionalis a 4m de altura, pétalas vermelhas. Floresta ombrófila densa submontana, floresta secundária, local sombreado..",NA,NA,"1999","02",NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA
"312","2021-02-11 17:18:15-03","UFPR","UPCB","23430","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Silva, S.J.G. da","Negrelle, R.R.B.","541","1992","11","06","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha","-48.6161003112793","-26.1168994903564",NA,NA,NA,NA,"Epífita, flor vermelha..",NA,NA,"1994","08",NA,NA,NA,NA,NA,"18121","auto",NA,NA,NA,NA,NA,NA
"313","2021-02-11 17:18:15-03","UFPR","UPCB","21650","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Jacques, E.L.","Zanette, V.C.","1451","1992","10","15","Brasil","Santa Catarina","Orleans","Rio Novo","-49.2914009094238","-28.3589000701904",NA,NA,NA,NA,"Trepadeira, flor roxa. Coletada na mata do Sr. Sufinski..",NA,NA,"1997","11","24",NA,NA,NA,NA,"31549","auto",NA,NA,NA,NA,NA,NA
"314","2021-02-11 17:18:15-03","UFPR","UPCB","36489","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Hatschbach, G.","Hatschbach, G.","68851","1998","11","19","Brasil","Paraná","Antonina","Rodovia Antonina - Bairro Alto, km 10-12","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"Cresce ao longo do tronco de árvores na floresta da planície litorânea. Frutos vermelhos..",NA,NA,"1998","01","01",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"315","2009-11-20 06:18:00-02","MO","MOBOT","2455456","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.",NA,"R. Kummrow","Kummrow 710","1974","11","6","Brazil","Paraná",NA,"Curitiba. Rio Pequeño",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","2018-06-22 05:25:00-03","MO","MOBOT","2455472","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.",NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 5573","1957","11","6","Brazil","Santa Catarina",NA,"Joinville. Estrada Dona Francisca",NA,NA,NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2010-02-20 21:26:00-02","MO","MOBOT","3148370","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Ronald Liesner","R. Kummrow","Kummrow 710","1974","11","6","Brazil","Paraná",NA,"Rio Pequene (mun. Curitiba).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2008-05-27 22:02:00-03","MO","MOBOT","3148390","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Ronald Liesner","Gert G. Hatschbach","Hatschbach 42608","1979","11","26","Brazil","Paraná",NA,"Rio Bromado (mun. Morretes).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2015-10-22 10:02:36-02","UNIOESTE","UNOP","1154","S","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Engels, M.E.","Cardozo, A.P.; Escher, A.; Buturi, V.C.; Cardozo, A.P.; M.E.Engels; Escher, A.; Buturi, V.C.; Cardozo, A.P.; M.E.Engels","86","2013","10","19","Brasil","Paraná","Morretes","Parque Nacional Saint Hilaire & Lange, Rio Henrique","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Folhas cartáceas, discolor. Pecíolo verde, roxo no ápice e na base, entrenós róseos. Flores alvo-avermelhadas.",NA,NA,"2013","10","19",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"320","2018-09-12 14:48:03-03","UNIOESTE","UNOP","8504","S","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Kollmann, L.","Temponi, L.G.; Cardozo, A.P.; Ferneda Rocha, L.C.; Saka, M.N.; Engels, M.E.; Cardozo, A.P.; Ferneda Rocha, L.C.; Saka, M.N.; Engels, M.E.","1213","2012","11","27","Brasil","Paraná","Matinhos","Parque Nacional de Saint-Hilaire/Lange. Hotel Mata Atlantica, Km 12 da Rodovia Matinho - Alexandra, Rod PR 508 - Km 12, Trilhas das Bromelias.","-48.598722","-25.694167","-48.598722","-25.694167","288","288","Epífita, caule avermelhado, base e ápice do pecíolo vermelho, formando um anel. Folha carnosa, levemente discolor, leve avermelhada na abaxial. Brácteas maravilha. Flor masculina, tépalas externas vermelhas, internas brancas com centro avermelhado. F",NA,NA,"2016","09","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","2016-07-25 15:01:43-03","UNIOESTE","UNOP","2197","S","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Engels, M.E.","Engels, M.; Ferneda Rocha, L.C.; Cardozo, A.P.; Ferneda Rocha, L.C.; Cardozo, A.P.","1831","2013","10","20","Brasil","Paraná","Guaratuba","Parque Nacional Saint-Hilaire/Lange, trilha do Salto Parati","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Epífita, pendente ou trepadeira. Caule verde a avermelhado. Folhas verdes discolores. Flores vermelhas com margem mais clara. Floresta Ombrófila Densa.",NA,NA,"2013","10","20",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"322","2015-10-22 10:02:36-02","UNIOESTE","UNOP","1155","S","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Engels, M.E.","Cardozo, A.P.; Escher, A.; Buturi, V.C.; Cardozo, A.P.; M.E.Engels; Escher, A.; Buturi, V.C.; Cardozo, A.P.; M.E.Engels","87","2013","10","19","Brasil","Paraná","Morretes","Parque Nacional Saint Hilaire & Lange, Rio Henrique","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Folhas cartáceas, discolor. Pecíolo verde, roxo no ápice e na base, entrenós róseos. Flores alvo-avermelhadas.",NA,NA,"2013","10","19",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"323","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","52455",NA,"Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.",NA,"L. Kollmann; Lukas Daneu","13430","2017","10","24","Brasil","Bahia","Camacan","RPPN Serra Bonita","-39.565","-15.391667","39W33'54","15S23'30",NA,NA,"Liana na meia sombra, bracteas e flores vermelhas, alas vermelhas e ovario branco, estiletes brancos.","MBML052455","MBML052455_1 MBML052455_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","15648",NA,"Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","L. Kollmann/17-09-2002","L. Kollmann; et al","4961","2001","11","07","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075","40W33'11","19S54'27",NA,NA,"Liana na sombra. Flores e brácteas e pedúnculo vermelhos. Pecíolo e nervura central face abaxial avermelhado.","MBML015648","MBML015648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","15842",NA,"Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","L. Kollmann/17-09-2002","L. Kollmann; et al","5185","2001","12","11","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075","40W33'11","19S54'27",NA,NA,"Liana 6m. Caule 1cm. Flores vermelhas. Estiletes rosados. Brácteas vermelhas. Pedúnculo vermelho. Pecíolo vermelho.","MBML015842","MBML015842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","17813",NA,"Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","L. Kollmann/04-12-2002","R.R. Vervloet; et al","870","2002","09","17","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075","40W33'11","19S54'27",NA,NA,"Epífita, tipo trepadeira, dossel 18m, meia encosta, flores e frutos de cor vermelho, altitude 825m.","MBML017813","MBML017813",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","19787",NA,"Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","L. Kollmann/07-04-2003","R.R. Vervloet; et al","1871","2003","02","20","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075","40W33'11","19S54'27",NA,NA,"Epífita, a 8m do solo, frutos de cor vermelha, meia encosta, dossel 18m.","MBML019787","MBML019787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","31751",NA,"Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","L. Kollmann/18-10-2007","M.M.M. Lopes; et al","603","2006","04","09","Brasil","Bahia","Camacan","RPPN Serra Bonita","-39.565278","-15.391667","39W33'55","15S23'30",NA,NA,NA,"MBML031751","MBML031751",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","50613",NA,"Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","S.J. Gomes da Silva/Jan.1997","F.C.P. Garcia; D. Talora","689","1993","11","01","Brasil","São Paulo",NA,"Núcleo Caraguatatuba. Trilha do Pocao",NA,NA,NA,NA,NA,NA,"Epífita. Sobre pedras. Flores vermelhas com bordas brancas","MBML050613","MBML050613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","31754",NA,"Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","L. Kollmann/18-10-2007","A. M. Amorim; et al","5275","2005","10","12","Brasil","Bahia","Arataca","Serra do Peito-de-Moça","-39.4143981933594","-15.2632999420166",NA,NA,NA,NA,NA,"MBML031754","MBML031754",NA,NA,NA,NA,NA,NA,NA,"19859","auto",NA,NA,NA,NA,NA,NA
"331","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","51017",NA,"Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","L. Kollmann/03-03-2017","P. Labiak; F. B. Matos, A. Urben-Filho & M. Reginato","3378","2004","10","15","Brasil","Paraná","Morretes","Parque Estadual do Marumbi. Floresta Atlântica","-48.834400177002","-25.476900100708",NA,NA,"200","200","Herbácea rupícola às margens do rio São João. Pétalas branco, ovário avermelhado","MBML051017","MBML051017_1 MBML051017_2",NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"332","2020-07-10 09:43:57-03","MBML","MBML-HERBARIO","50618",NA,"Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","R.J. Almeida Scabbia/II-1995","M. Galetti; et al","786","1994","10","26","Brasil","São Paulo","Sete Barras","Faz. Intervales, Base Saibadela, trilha do rio","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"Trepadeira, flores vemelhas","MBML050618","MBML050618",NA,NA,NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"333","2021-01-09 21:48:22-03","UNICENTRO","HUCO","1259","S","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Garcia, R.J.F.","Garcia, R.J.F.; Schionato, R.; Schionato, R.","3164","2007","10","03","Brasil","São Paulo","Santos","Área da Santa Casa de Misericórdia de Santos, Rua de Servidão da Sabesp","-46.3300018310547","-23.9599990844727",NA,NA,NA,NA,"Trepadeira, ramos da inflorescência, brácteas e flores vermelhos; DESC: Trepadeira, ramos da inflorescência, brácteas e flores vermelhos","HUCO001259",NA,"2007","12",NA,NA,NA,NA,NA,"26836","auto",NA,NA,NA,NA,NA,NA
"334","2020-06-15 15:29:00-03","UNESP-RC","HRCB","27876","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Feliciano, D.C.","Nunes, M.F.","s/nº","1997","10","23","Brasil","São Paulo",NA,"Fragmento de Mata Atlântica entre Santos e São Vicente",NA,NA,NA,NA,NA,NA,"Liana, tépalas róseas, ovário trialado, 3 estiletes bífidos.",NA,NA,"2006","05","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","2020-06-15 15:29:00-03","UNESP-RC","HRCB","35962","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Zipparro, V.B.","Assis, M.A.","1481","2001","09","13","Brasil","São Paulo","Sete Barras","Parque Intervales","-48.083333","-24.233333","48º05'W","24º14'S",NA,NA,"Erva epífita, flores alvas a vermelhas.",NA,NA,"2002","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","2020-06-15 15:29:00-03","UNESP-RC","HRCB","23556","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Silva, S.J.G.","Rodrigues, R.R.","143","1995","09","03","Brasil","São Paulo","Eldorado","Parque Estadual de Jacupiranga","-48.394722","-24.6475","48º23'41W","24º38'51S",NA,NA,"Epífita, flores, frutos secos.",NA,NA,"1997","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","2020-06-15 15:29:00-03","UNESP-RC","HRCB","28405","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Ivanauskas, N.M.","Ivanauskas, N.M.","357","1995","09","13","Brasil","São Paulo","Pariquera-Açu","Estação Experimental do Instituto Agronômico","-47.876944","-24.608333","47º52'37W","24º36'30S",NA,NA,"Epífita, flores vermelhas. Mata de brejo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","2020-06-15 15:29:00-03","UNESP-RC","HRCB","28406","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Ivanauskas, N.M.","Ivanauskas, N.M.","584","1995","11","22","Brasil","São Paulo","Pariquera-Açu","Propriedade de Antonio Povinski","-47.876944","-24.675833","47º52'37W","24º40'33S",NA,NA,"Epífita, flores vermelhas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2020-06-15 15:29:00-03","UNESP-RC","HRCB","56633","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Saka, M.N.","Lombardi","8891","2011","12","12","Brasil","Bahia","Ilhéus","Terreno da CEPLAC (Comissão Executiva do Plano da Lavoura Cacaueira)","-39.231222","-14.758667","39º13'52.4W","14º45'31,2S","71","71","Amostra em sílica. Erva carnosa terrestre, pecíolos rosados, folhas carnosas, verde claras na face abaxial, ovários verde claros, tépalas rosadas na base e brancas no ápice, estames amarelos.",NA,NA,"2012","05","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2020-06-15 15:29:00-03","UNESP-RC","HRCB","16780","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Silva, S.J.G.","Garcia, F.C.P.","689","1993","11","01","Brasil","São Paulo","Caraguatatuba","Núcleo Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,"Epífita, flores vermelhas com bordas brancas.",NA,NA,"1997","01",NA,NA,NA,NA,NA,"30093","auto",NA,NA,NA,NA,NA,NA
"341","2020-06-15 15:29:00-03","UNESP-RC","HRCB","22335","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Silva, S.J.G.","Souza, V.C.","9004","1995","09","03","Brasil","São Paulo","Eldorado","Parque Estadual de Jacupiranga","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,"Escandente; botões vermelho-rosados.",NA,NA,"1997","01",NA,NA,NA,NA,NA,"38804","auto",NA,NA,NA,NA,NA,NA
"342","2020-06-15 15:29:00-03","UNESP-RC","HRCB","38201","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Smith, S.F.","Hatschbach, G.","71381","2000","10","18","Brasil","Espírito Santo","Marechal Floriano","Vitor Hugo","-40.6831016540527","-20.4127998352051",NA,NA,"900","900","Cresce ao longo do tronco de árvores da floresta atlântica. Flor alva.",NA,NA,"2001",NA,NA,NA,NA,NA,NA,"23038","auto",NA,NA,NA,NA,NA,NA
"343","2020-06-15 15:29:00-03","UNESP-RC","HRCB","21365","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Almeida-Scabbia, R.J.","Almeida-Scabbia, R.J.","1004","1994","12","08","Brasil","São Paulo","Sete Barras","Fazenda Intervales","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"Epífita herbácea, flores vermelhas presentes.",NA,NA,"1995","02",NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"344","2020-06-15 15:29:00-03","UNESP-RC","HRCB","21330","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Almeida-Scabbia, R.J.","Galetti, M.","786","1994","10","26","Brasil","São Paulo","Sete Barras","Fazenda Intervales","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"Trepadeira, flores vermelhas.",NA,NA,"1995","02",NA,NA,NA,NA,NA,"34059","auto",NA,NA,NA,NA,NA,NA
"345","2021-03-17 14:38:20-03","UTFPR-SL","SHPR","284","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans","Vell.","Biral, L.","Biral, L.","1420","2018","10","12","Brasil","Paraná","Paranaguá","Ilha do Mel. Subida para o Morro da Baleia.","-48.314122","-25.511817","48º18'50.84 W","25º30'42.54 S","50","50","Epífita, pecíolos vermelhos, folhas carnosas, lustrosas, flores vermelhas.","SHPR000284",NA,"2018","10",NA,"Anthophyta",NA,"América do Sul","exsicata",NA,NA,NA,NA,NA,NA,NA,NA
"346","2020-09-12 05:00:02-03","US","US","1985150","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans",NA,NA,"J. A. Rohr & P. Joao","630","1947","11","9","Brazil","Santa Catarina",NA,"Ilha de santa catarina, sertao de lagoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Violales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"347","2020-09-12 05:00:02-03","US","US","2565367","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans",NA,NA,"G. Hatschbach","9455","1962","11","3","Brazil","Paraná","Paranaguá","Meio locality","-48.5092010498047","-25.5200004577637",NA,NA,"10","10",NA,"US00313937","US00313937_01",NA,NA,NA,NA,"Violales","South America",NA,"24916","auto","Dicotyledonae",NA,NA,NA,NA,"1"
"348","2020-09-12 05:00:02-03","US","US","3355020","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans",NA,NA,"C. Yoshioka & E. Anunciação","03","1993","12","13","Brazil","São Paulo",NA,"Iguape, estacao ecologica jurela-itatins",NA,NA,NA,NA,NA,NA,NA,"US00591529","US00591529_01",NA,NA,NA,NA,"Violales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"349","2020-09-12 05:00:02-03","US","US","3347628","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans",NA,NA,"F. Barros","458","1980","10","7","Brazil","São Paulo",NA,"Cananeia, ilha do cardoso",NA,NA,NA,NA,NA,NA,NA,"US00589816","US00589816_01",NA,NA,NA,NA,"Violales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
"350","2020-09-12 05:00:02-03","US","US","2544387","PreservedSpecimen","Plantae","Begoniaceae","Begonia","radicans","Begonia radicans",NA,NA,"R. Reitz & R. M. Klein","4020","1956","12","12","Brazil","Santa Catarina",NA,"Horto florestal i.n.p., ibirama",NA,NA,NA,NA,"300","300",NA,"US00313944","US00313944_01",NA,NA,NA,NA,"Violales","South America",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1"
