"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"45","2021-03-01 16:19:01-03","UNICAMP","UEC","205644","S","Plantae","Liliopsida",NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Boudet Fernandes, HQ","Rodrigues, RR","33466","1995","02","15",NA,"Brazil","São Paulo","Iguape","Morro do Calvário","-41.491167","-24.655",NA,"Árvore 6m , tronco e folha aculeados, flor branca.; Mata Atlântica de Encosta","UEC161729","UEC161729","(Schott) Burret",NA,NA,"-41.491167","-24.655","1997","07","21",NA,NA,NA,NA,NA,NA,NA
"46","2019-08-20 09:59:05-03","UNICAMP","UEC","92252","S","Plantae","Liliopsida",NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Barbosa, MR; et al.","29438","1993","11","15",NA,"Brazil","Rio de Janeiro","Parati","Praia Laranjeiras, Floresta de encosta.","-44.656944","-23.328333",NA,"Ca. 6 m de altura, estipe formada pela bainha espinhosa da folha, folha ca. 2-3 m de comprimento.","UEC001313",NA,"(Schott) Burret",NA,NA,"-44.656944","-23.328333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-08-20 09:59:05-03","UNICAMP","UEC",NA,"S","Plantae","Liliopsida",NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Barbosa, MR; et al.","29438","1993","11","15",NA,"Brazil","Rio de Janeiro","Parati","Praia Laranjeiras, Floresta de encosta.","-44.656944","-23.328333",NA,"Ca. 6 m de altura, estipe formada pela bainha espinhosa da folha, folha ca. 2-3 m de comprimento.","UEC001314","UEC001314","(Schott) Burret",NA,NA,"-44.656944","-23.328333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-08-20 09:59:05-03","UNICAMP","UEC","90977","S","Plantae","Liliopsida",NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Hanazaki, N","33739","1994","07","02",NA,"Brazil","São Paulo","Ubatuba","Ponta do Almada","-45.0699996948242","-23.4300003051758",NA,NA,"UEC001309","UEC001309","(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"49","2020-04-27 16:08:45-03","UFES","VIES","20834","S","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Zorzanelli, J.P.F.","Acácio, G.","188","1995","05","17",NA,"Brasil","Espírito Santo","Cachoeiro de Itapemirim","R.F. Bananal do Norte.","-41.1128005981445","-20.8488998413086",NA,NA,"VIES020834","VIES020834 VIES020834_1 VIES020834_2 VIES020834_3","(Schott) Burret",NA,NA,NA,NA,"2013","04","23","35694","auto",NA,NA,NA,NA,NA
"50","2020-04-27 16:08:45-03","UFES","VIES","35680","S","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Luber, J.","Carrijo, T.T.; Luber, J.; Martins, K.G.G.; Hollunder, R.K. & Garbin, M.L.","1622","2013","01","19",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual de Mata das Flores.","-41.184700012207","-20.6035995483398",NA,NA,"VIES035680","VIES035680 VIES035680_1","(Schott) Burret",NA,NA,NA,NA,"2013","03","04","23588","auto",NA,NA,NA,NA,NA
"51","2019-09-13 18:13:45-03","UFES","VIES","6399","S","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Pereira, O.J.; Gomes, J.M.L. & Martins, M.L.L.","3584","1992","06","24",NA,"Brasil","Espírito Santo","Conceição da Barra","Área 135 da Aracruz Celulose S.A.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES006399","VIES006399 VIES006399_1","(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA
"52","2019-07-05 19:08:20-03","UFES","VIES","42354","S","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Mello, B.N.; Sossai, B.G.; Alves-Araújo, A.","56","2018","06","16",NA,"Brasil","Espírito Santo","Conceição da Barra","Entrada da Trilha do Canastra. Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,"VIES042354","VIES042354","(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA
"53","2019-08-16 08:38:23-03","UTFPR","HCF","15458","S","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","M.G. Caxambu","M.G. Caxambu","5693","2014","10","31",NA,"Brasil","PR","Guaraqueçaba","Agropecuária Bananal. Propriedade do Sr.","-48.385639","-25.180694",NA,"palmeira arbórea ca. 5 m, armada com espinhos. Folhas c.a 3 m de comprimento. Com frutos imaturos verdes.",NA,NA,"(Schott) Burret","77","77","48°23'08,3 W","25°10'50,5 S","2014","11","27",NA,NA,NA,NA,NA,NA,NA
"54","2019-08-16 08:38:23-03","UTFPR","HCF","16547","S","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","M.G. Caxambu","M.G. Caxambu","5979","2015","03","27",NA,"Brasil","SP","Eldorado","Fazenda Itaipava/ Catre","-48.105306","-24.55475",NA,"palmeira ca. 8 m, semi-ciófila, formando agrupamentos. Planta fortemente armada com espinhos negros. Frutos imaturos castanhos, cheios de água.",NA,NA,"(Schott) Burret","71","71","48°06'19,1 W","24°33'17,1 S","2015","05","08",NA,NA,NA,NA,NA,NA,NA
"55","2020-06-29 09:29:17-03","UFRRJ","RBR","7246","S","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"L.F.T. Menezes","1135","2004","06","11",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Ilha da Marambaia, Ilha da Marambaia, vertente oceânica, floresta de encosta.","-43.2075004577637","-22.9027996063232",NA,NA,"RBR00007246","RBR00007246","(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"56","2020-06-29 09:29:17-03","UFRRJ","RBR","25757","S","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"I.M. Silva","363","1995","04","17",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá, Estrada entre a represa do Barrelão e Reunião. Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,"RBR00025757",NA,"(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA
"57","2020-12-21 16:13:31-03","MBM","MBM","24137","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatisimum","Astrocaryum aculeatisimum","Hatschbach, G.","Hatschbach, G.","30272","1972","08","29","Southern America","Brazil","Paraná","Antonina","Serrinha","-48.7118988037109","-25.4286003112793",NA,NA,"MBM024137",NA,"(Schott) Burr.",NA,NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"58","2020-12-21 16:13:31-03","MBM","MBM","408327","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Brotto, M.L.","Brotto, M.L.; Völtz, R.R.; Völtz, R.R.","2399","2017","02","20","Southern America","Brazil","Paraná","Morretes","Serra da Prata, trilha da Torre da Prata","-48.7125","-25.608333",NA,"Palmeira com 6 m de altura; inflorescência com estames claros, odor desagradável; folha ca. 3 x 1,2 m, com 70 pares de pinas.; Floresta Ombrófila Densa Submontana.","MBM408327","MBM408327 MBM408327_1 MBM408327_2","(Schott) Burret","530","530","-48.7125","-25.608333","2017","03","27",NA,NA,NA,NA,NA,NA,NA
"59","2020-12-21 16:13:31-03","MBM","MBM","409720","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Brotto, M.L.","Brotto, M.L.; Barboza, E.; Barboza, E.","2488","2017","07","11","Southern America","Brazil","Paraná","Morretes","Estrada da Limeira","-48.729833","-25.608472",NA,"Palmeira com 6 metros de altura. Folha com ca. 3,5 metros de comprimento com ca. 60 pares de folíolos; estipe armado com espinhos achatados de cor preta.; Floresta Ombrófila Densa Submontana.","MBM409720","MBM409720 MBM409720_1 MBM409720_2","(Schott) Burret","348","348","-48.729833","-25.608472","2017","08","23",NA,NA,NA,NA,NA,NA,NA
"60","2020-12-21 16:13:31-03","MBM","MBM","412826","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Völtz, R.R.","Völtz, R.R.; Brotto, M.L.; Pajewski, F.F.; Brotto, M.L.; Pajewski, F.F.","1498","2018","03","09","Southern America","Brazil","Paraná","Guaraqueçaba","RPPN Salto Morato","-48.301944","-25.177778",NA,"Palmeira 4 m alt., armada, espinhos enegrecidos dispostos em anéis; fronde ca. 2.3 x 1 m, pecíolo e raque com espinhos enegrecidos, lâmina cinérea abaxialmente, verde-escura adaxialmente; inflorescência com espata bastante espinhosa,","MBM412826","MBM412826 MBM412826_1 MBM412826_2","(Schott) Burret","70","70","-48.301944","-25.177778","2018","03","09",NA,NA,NA,NA,NA,NA,NA
"61","2020-12-21 16:13:31-03","MBM","MBM","425054","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Brotto, M.L.","Brotto, M.L.","3641","2019","05","22","Southern America","Brazil","Paraná","Antonina","morro próximo ao porto","-48.686389","-25.477222",NA,"Erva (palmeira) com 4 m de altura; frutos imaturos marrom-ferrugíneos; folhas com aproximadamente 3 m de comprimento.; Floresta Ombrófila Densa Submontana.","MBM425054",NA,"(Schott) Burret","30","30","-48.686389","-25.477222","2019","10","05",NA,NA,NA,NA,NA,NA,NA
"62","2015-09-03 20:41:12-03","MNHN","RECOLNAT_MNHN_P","P02145840","PreservedSpecimen",NA,NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Glaziou, A.|Wittig",NA,"1880","7","20",NA,"Brasil","Rio de Janeiro",NA,"Brésil. RJ. Villa Nova, près de Rio Macacú",NA,NA,"hb","Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02145840' target='other'> <mi>dwc_moreinfo</mi></a>","P02145840","P02145840_01","(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12254",NA,NA,NA
"63","2015-09-03 20:41:12-03","MNHN","RECOLNAT_MNHN_P","P02145841","PreservedSpecimen",NA,NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Glaziou, A.",NA,"1880","7","20",NA,"Brasil","Rio de Janeiro",NA,"Villa Nova, près du Rio Macacu",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02145841' target='other'> <mi>dwc_moreinfo</mi></a>","P02145841","P02145841_01","(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12254",NA,NA,NA
"64","2015-09-03 20:41:12-03","MNHN","RECOLNAT_MNHN_P","P02145851","PreservedSpecimen",NA,NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Province de Brésil",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02145851' target='other'> <mi>dwc_moreinfo</mi></a>","P02145851","P02145851_01","(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17857",NA,NA,NA
"65","2015-09-03 20:41:12-03","MNHN","RECOLNAT_MNHN_P","P02145846","PreservedSpecimen",NA,NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Glaziou, A.",NA,"1888","7","16",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Brésil. Lagoa de Freitas et S. Christovão","-43.2075004577637","-22.9027996063232","hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02145846' target='other'> <mi>dwc_moreinfo</mi></a>","P02145846","P02145846_01","(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,"17857",NA,NA,NA
"66","2015-09-03 20:41:12-03","MNHN","RECOLNAT_MNHN_P","P02145850","PreservedSpecimen",NA,NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Glaziou, A.",NA,"1888","7","10",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Brésil. Province de RJ. Lagoa de Freitas et S. Christovao.","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02145850' target='other'> <mi>dwc_moreinfo</mi></a>","P02145850","P02145850_01","(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,"17857",NA,NA,NA
"67","2015-09-03 20:41:12-03","MNHN","RECOLNAT_MNHN_P","P02145848","PreservedSpecimen",NA,NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Glaziou, A.",NA,"1888","7","16",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Brésil. RJ. Lagoa de Freitas et São Christovão","-43.2075004577637","-22.9027996063232","hb","Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02145848' target='other'> <mi>dwc_moreinfo</mi></a>","P02145848","P02145848_01","(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,"17857",NA,NA,NA
"68","2015-09-03 20:41:04-03","MNHN","RECOLNAT_MNHN_P","P02145834","PreservedSpecimen",NA,NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Glaziou, A.",NA,"1876","3","12",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Cosme Velho","-43.2075004577637","-22.9027996063232","hb","Herbier A. Glaziou donné par Mme SIMARD, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02145834' target='other'> <mi>dwc_moreinfo</mi></a>","P02145834","P02145834_01","(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,"8067",NA,NA,NA
"69","2015-09-03 20:41:04-03","MNHN","RECOLNAT_MNHN_P","P02145835","PreservedSpecimen",NA,NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Glaziou, A.",NA,"1876","3","19",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Cosme Velho","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02145835' target='other'> <mi>dwc_moreinfo</mi></a>","P02145835","P02145835_01","(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,"8067",NA,NA,NA
"70","2015-09-03 20:41:12-03","MNHN","RECOLNAT_MNHN_P","P02145844","PreservedSpecimen",NA,NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Glaziou, A.",NA,"1888","7","16",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Lagoa de Freitas e Quinta de São Cristovão","-43.2075004577637","-22.9027996063232","hb","donné par Mme Simard, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02145844' target='other'> <mi>dwc_moreinfo</mi></a>","P02145844","P02145844_01","(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,"17857",NA,NA,NA
"71","2015-09-03 20:41:12-03","MNHN","RECOLNAT_MNHN_P","P02145845","PreservedSpecimen",NA,NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Glaziou, A.",NA,"1888","7","16",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Lagoa de Freitas et S. Christovão","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02145845' target='other'> <mi>dwc_moreinfo</mi></a>","P02145845","P02145845_01","(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,"17857",NA,NA,NA
"72","2015-09-03 20:41:12-03","MNHN","RECOLNAT_MNHN_P","P02145849","PreservedSpecimen",NA,NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Glaziou",NA,"1888","7","16",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Lagoa de Freitas et S. Christovão","-43.2075004577637","-22.9027996063232","hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02145849' target='other'> <mi>dwc_moreinfo</mi></a>","P02145849","P02145849_01","(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,"17857",NA,NA,NA
"73","2015-09-03 20:41:12-03","MNHN","RECOLNAT_MNHN_P","P02145843","PreservedSpecimen",NA,NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Glaziou",NA,"1888","7","16",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Lagoa Freitas a S. Christovão","-43.2075004577637","-22.9027996063232","hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02145843' target='other'> <mi>dwc_moreinfo</mi></a>","P02145843","P02145843_01","(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,"17857",NA,NA,NA
"74","2015-09-03 20:41:04-03","MNHN","RECOLNAT_MNHN_P","P02145833","PreservedSpecimen",NA,NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Glaziou, A.",NA,"1876","3","19",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Larangeiras","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02145833' target='other'> <mi>dwc_moreinfo</mi></a>","P02145833","P02145833_01","(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,"8067",NA,NA,NA
"75","2015-09-03 20:41:04-03","MNHN","RECOLNAT_MNHN_P","P02145836","PreservedSpecimen",NA,NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Glaziou",NA,"1876","3","19",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Larangeiras","-43.2075004577637","-22.9027996063232","hb","Reçule 4 Octobre 1876 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02145836' target='other'> <mi>dwc_moreinfo</mi></a>","P02145836","P02145836_01","(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,"8667",NA,NA,NA
"76","2015-09-03 20:41:12-03","MNHN","RECOLNAT_MNHN_P","P02145838","PreservedSpecimen",NA,NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Glaziou, A.",NA,"1876","3","19",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Larangeiras","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02145838' target='other'> <mi>dwc_moreinfo</mi></a>","P02145838","P02145838_01","(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,"8067",NA,NA,NA
"77","2015-09-03 20:41:12-03","MNHN","RECOLNAT_MNHN_P","P02145847","PreservedSpecimen",NA,NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Glaziou",NA,"1878","3","14",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Quinta de São Christovão","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02145847' target='other'> <mi>dwc_moreinfo</mi></a>","P02145847","P02145847_01","(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,"10117",NA,NA,NA
"78","2015-09-03 20:41:12-03","MNHN","RECOLNAT_MNHN_P","P02145842","PreservedSpecimen",NA,NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Glaziou, A.",NA,"1880","1","20",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Villa Nova; prés de Rio Macaco]","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02145842' target='other'> <mi>dwc_moreinfo</mi></a>","P02145842","P02145842_01","(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,"12254",NA,NA,NA
"79","2010-08-31 13:52:49-03","MNHN","RECOLNAT_MNHN_P","P00415750","PreservedSpecimen",NA,NA,NA,"Araliaceae","Astrocaryum","ayri","Astrocaryum ayri",NA,"Weddell, H.A.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Rio de Janeiro",NA,NA,"xy","Cat. des bois : B 2589 / Catalogue : (n° 707 herb.).Attention,ajout dans N°Recolte:cat.des Bois. ; ancienne marque de récolement ; mention en marge : Double <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00415750' target='other'> <mi>dwc_moreinfo</mi></a>","P00415750",NA,"Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-10-01 14:25:45-03","JBB","HEPH","25076","S","Plantae","Monocotyledon","Arecales","Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","Fernandes, HQB","Krieger, L","13132","1973","10","25","Southern America","Brasil","Minas Gerais","Juiz de Fora","Rio do Peixe - Juiz de Fora- MG.","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA
"81","2020-12-11 11:43:24-03","UFMG","BHCB","133115","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Almeida, TE; Souza, DT; Cota, MMT","2067","2009","09","02","Southern America","Brasil","Minas Gerais","Chalé","Rio José Pedro., Floresta Estacional Semidecidual","-41.747583","-20.046694",NA,"Espata e frutos na carpoteca; Árvore com 8m de altura, no interior de floresta. Lâmina com 3,0 m; pecíolo com 1,8 m; 70 pares de folíolos. Frutos maduros marrons.; Floresta Estacional Semidecidual.","BHCB050499","BHCB050499 BHCB050499_1","(Schott) Burret","371","371","-41.747583","-20.046694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-11 11:43:24-03","UFMG","BHCB","77859","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Couto, FR","182","2003","01","13","Southern America","Brasil","Minas Gerais","Caratinga","Mata do Jaó.","-42.1391983032227","-19.7896995544434",NA,"Inflorescência em separado. Nome vulgar Brejaúba.&nf;PJ 388, Plot 1, árvore 3257; Arbóreo.; Mata Atlântica.","BHCB050498","BHCB050498","(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA
"83","2018-06-22 05:25:00-03","MO","MOBOT","2456762","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"Pe. Raulino Reitz","Reitz 5731","1957","10","4","South America","Brazil","Santa Catarina",NA,"Garuva. Morro da Brejaúba",NA,NA,NA,NA,NA,NA,"(Schott) Burret","50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2009-05-14 03:32:00-03","MO","MOBOT","290139","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","L.R.Noblick (F)","Alwyn H. Gentry|Elsa M. Zardini","Gentry 49705","1985","1","19","South America","Brazil","Rio de Janeiro",NA,"Forest remnant on hill just E of Río Bonito, between Niteroi and Silva Jardim.","-42.66666","-22.75",NA,NA,NA,NA,"(Schott) Burret","100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-65","6",NA,NA
"85","2013-08-23 04:12:00-03","MO","MOBOT","294304","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","L.R.Noblick","Ariane L. Peixoto","Peixoto 3160","1985","2","2","South America","Brazil","Espírito Santo",NA,"Linhares, Reserva Florestal da CVRD. Transect 3",NA,NA,NA,NA,NA,NA,"(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-8","3",NA,NA
"86","2009-05-14 03:32:00-03","MO","MOBOT","3391682","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","H.Q. Boudet Fernandes","H.Q. Boudet Fernandes","Boudet Fernandes 1976","1986","5","14","South America","Brazil","Espírito Santo",NA,"Santa Teresa, Barra de Santa Julia.",NA,NA,NA,NA,NA,NA,"(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2011-02-22 17:06:00-03","MO","MOBOT","3391692","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","H.Q. Boudet Fernandes","H.Q. Boudet Fernandes|Wilson Boone","Boudet Fernandes 1977","1986","5","14","South America","Brazil","Espírito Santo",NA,"Santa Teresa, Barra de Santa Julia.",NA,NA,NA,NA,NA,NA,"(Schott) Burret",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"88","2020-09-16 16:42:31-03","MBML","MBML-HERBARIO","27692",NA,"Plantae",NA,NA,"Palmae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum","H.Q. Boudet Fernandes/19-02-2008","L. F. S. Magnago; V. Demuner, M. Belizário, E. Bausen","524","2006","02","02",NA,"Brasil","Espírito Santo","Águia Branca","Aguas Claras, propr.: Seu Voito.","-40.666944","-18.902778",NA,"Unicaule com 7m de alt. Flores maculinas de cor bege. Mata. Carpoteca.","MBML027692",NA,"(Schott) Burret.","300","300","40W40'1","18S54'10","2008","02","19",NA,NA,NA,NA,NA,NA,NA
"89","2020-09-16 16:42:31-03","MBML","MBML-HERBARIO","142",NA,"Plantae",NA,NA,"Palmae","Astrocaryum","aculeatissimum","Astrocaryum aculeatissimum",NA,"H. Q. Boudet Fernandes; W. Boone","1976","1986","05","14",NA,"Brasil","Espírito Santo","São Roque do Canaã","(Santa Teresa) Barra de Santa Júlia","-40.665833","-19.658889",NA,"Arbusto 3,5m, estipe subterrâneo, estéril em touceira, folíolos mais ou menos agrupados, prateados inferiormente.","MBML000142",NA,"(Schott) Burret.",NA,NA,"40W39'57","19S39'32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
