"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","minimumDepthInMeters","maximumDepthInMeters","previousCatalogNumber","typeStatus","infraspecificEpithet","sex"
"223","2019-11-21 14:32:25-03","UFJF","CESJ","49455","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","L.C.Pereira","L.B.V. Matta; L. Menini Neto","40","2007","08","31","Brasil","Minas Gerais","Matias Barbosa","Área Verde","-43.3194007873535","-21.8691997528076",NA,NA,NA,NA,"Árvore ca. 5m, decídua. Flores amarelas. Frutos imaturos verde com indumento ocre.","CESJ049455",NA,"2011","09",NA,"Angiosperma",NA,"América do Sul",NA,"10884","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2019-11-21 14:32:25-03","UFJF","CESJ","22550","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","L.C.Pereira","L. Krieger; M.C. Brügger","CESJ22550","1988","09","07","Brasil","Minas Gerais","Rio Preto",NA,"-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Árvore pequena a média, em encosta arenítica, flores amarelas. Consta que os veados comem as flores caídas.","CESJ022550",NA,"2011","09",NA,"Angiosperma",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2019-11-21 14:32:25-03","UFJF","CESJ","51866","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","K.A.Souza","C.N. Matozinhos; J. Miloski; J.H.C. Ribeiro; S.M. Dutra; N.L. Abreu","401","2008","08","30","Brasil","Minas Gerais","Rio Preto","Serra Negra, Gruta do Funil","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Arvoreta ca. 1m em campo rupestre. Frutos castanho-claro.","CESJ051866",NA,"2010","04","06","Angiosperma",NA,"América do Sul",NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2019-11-21 14:32:25-03","UFJF","CESJ","18551","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos",NA,"L. Krieger","CESJ18551",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fruto: cápsula bilocular, sementes aladas. Nome vulgar: ipê-amarelo. Material exclusivo da carpoteca.","CESJ018551",NA,NA,NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2019-11-21 14:32:29-03","UFJF","CESJ","58365","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","L.C.Pereira","A. Schinini; H.Rey","s.n.,","2001","10","04","Argentina","Corrientes","Dep Capital","Argentina. Corrientes, Dep Capital. Cultivada en la Calle Uruguay y Sargento Cabral.",NA,NA,NA,NA,NA,NA,"Arbolito. Testigo del ejemplar utilizado para cultivo in vitro por la Ing. Hebe Rey.","CESJ058365",NA,"2011","09",NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2019-11-21 14:32:25-03","UFJF","CESJ","34788","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","L.C.Pereira","F.R.G. Salimena; P.H. Nobre","941","2001","10","21","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"Árvore ca. 5m, flores amarelas com guias de nectar vináceos. Folhas em brotação. À beira da estrada.","CESJ034788",NA,"2011","09","13","Angiosperma",NA,"América do Sul",NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2019-11-21 14:32:25-03","UFJF","CESJ","35514","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","L.C.Pereira","R.M. Castro; L.S. Fernandes; B.K.S. Franco; V.R. Almeida; M.O.D. Pivari; D.S. Pifano","743","2001","12","08","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"Arvoreta na borda da mata no declive próximo ao curso d'água com ca.4m frequente. Flores amarelas com guias de néctar vermelhas. Frutos maduros pardacentos.","CESJ035514",NA,"2011","09","13","Angiosperma",NA,"América do Sul",NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2019-11-21 14:32:25-03","UFJF","CESJ","39065","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","L.C.Pereira","L.C.S. Assis; M.O.D. Pivari; A.V. Lopes","604","2002","11","02","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"Árvore ca. 10m, no campo à borda da mata, caule fortemente sulcado, frutos com indumento ferrugíneo a pardo. Frequente.","CESJ039065",NA,"2011","09","16","Angiosperma",NA,"América do Sul",NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2019-11-21 14:32:29-03","UFJF","CESJ","52015","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","L. Menini Neto","L. Menini Neto; I.A. Costa; P. Aglais; A.L. Santiago","646","2008","08","20","Brasil","Minas Gerais","Juiz de Fora","Área de Proteção Ambiental Mata do Krambeck","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Árvore, ca. 6m alt., na borda da mata, decídua, folhas discolores, cálice castanho, corola amarela.","CESJ052015",NA,"2008","09","20","Angiosperma",NA,"América do Sul",NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2019-11-21 14:32:29-03","UFJF","CESJ","58789","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","C.N. Silva","F.R.G. Salimena; L. Menini Neto","2817","2010","09","23","Brasil","Minas Gerais","Juiz de Fora","Jardim Botânico da UFJF","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Ipê amarelo, ipê tabaco. Árvore ca. 10m, flores amarelas, sem folhas. À direita da casa sede, na mata.","CESJ058789",NA,"2012","02","16","Angiosperma",NA,"América do Sul",NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2019-11-21 14:32:25-03","UFJF","CESJ","34181","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","L.C.Pereira","D.S. Pifano; A.S.M. Valente; R.M. Castro","s.n.,","2001","09","18","Brasil","Minas Gerais","Juiz de Fora","Morro do Imperador","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Árvore ca. 3,5m, na encosta local de muita luminosidade. Flores amarelas com ornamento vistoso. Frutos imaturos verdes.","CESJ034181",NA,"2011","09",NA,"Angiosperma",NA,"América do Sul",NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2019-11-21 14:32:25-03","UFJF","CESJ","30372","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","L.C.Pereira","A.C.Ribeiro","s.n.,","1998","08","16","Brasil","Minas Gerais","Juiz de Fora","Pedreira Santo Cristo","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Crescendo no topo da pedreira, sobre uma camada de terra bem preta.","CESJ030372",NA,"2011","09",NA,"Angiosperma",NA,"América do Sul",NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2019-11-21 14:32:25-03","UFJF","CESJ","14751","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","L.C.Pereira","L. Krieger","CESJ14751","1977","04","08","Brasil","Rio de Janeiro","Maricá","Itaipuaçu","-42.8185997009277","-22.9193992614746",NA,NA,NA,NA,"Arbusto até 3m, flores amarelas, cálice com pelos amarelos acastanhados.","CESJ014751",NA,"2011","09","03","Angiosperma",NA,"América do Sul",NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2021-04-07 11:41:50-03","UFMS","CGMS","17311","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","Hellen Sâmea S. Nogueira & F. Macedo Alves","V.R.B. Maria; F.S. Maria; A. Matos","254","2004","12","11","Brasil","Mato Grosso do Sul","Bodoquena","Fazenda Santa Laura. Porção Salobra.","-56.7425","-20.7819445","-56,7425","-20,7819445","212","212","Flor amarela. Frutos aveludinio Habitat: Mata ciliar do rio Salobra. Área degradada. Habito: Árvore. 5,00m de altura.","CGMS1046608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2021-04-07 11:41:50-03","UFMS","CGMS","41021","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos","G.A. Damasaceno-Junior","G.A. Damasceno-Junior; A.G.Boaretto; C.A. Carollo; R.H. Silva; A.R.Q. Paredes","5323","2013","11","16","Brasil","Mato Grosso do Sul","Corumbá","Beira da estradada parque, caminho para as mineradoras.","-57.5872222","-19.1311111","-57,5872222","-19,1311111",NA,NA,NA,"CGMS1071004",NA,"2013","11","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2021-04-07 11:41:45-03","UFMS","CGMS","13040","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos",NA,"W. Garcez",NA,"2003","07","30","Brasil","Mato Grosso do Sul","Campo Grande",NA,"-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,"CGMS1042429",NA,"2020",NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2021-04-07 11:41:50-03","UFMS","CGMS","13049","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos",NA,"W. Garcez","128","2003","07","30","Brasil","Mato Grosso do Sul","Campo Grande",NA,"-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"Flor amarela.","CGMS1042440",NA,"2020",NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2021-04-07 11:41:50-03","UFMS","CGMS","8792","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos",NA,"L.C.T. Lina; H.N. Consolaro",NA,"2000","10","13","Brasil","Mato Grosso do Sul","Campo Grande","Câmpus UFMS.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"Flor amarela. Fruto piloso.","CGMS1013405",NA,"2020",NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2021-04-07 11:41:50-03","UFMS","CGMS","8798","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos",NA,"L.C.T. Lina; C.E. Correa",NA,"2000","08","25","Brasil","Mato Grosso do Sul","Campo Grande","Câmpus UFMS.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"Flor amarela.","CGMS1013408",NA,"2020",NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2021-04-07 11:41:50-03","UFMS","CGMS","4543","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos",NA,"Adriana; et al.","3","1999","06","10","Brasil","Mato Grosso do Sul","Campo Grande","Câmpus UFMS.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"Flor amarela. Habitat: Cerrado, solo seco. Habito: Árvore.","CGMS1011658",NA,"2020",NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2021-04-07 11:41:50-03","UFMS","CGMS","1426","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos",NA,"C.A. Conceição",NA,"1986","10","04","Brasil","Mato Grosso do Sul","Campo Grande","Chácara Santa Inês.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"Flor amarela. Habitat: Campo cerrado. Habito: Arbóreo.","CGMS1009978",NA,"2020",NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2021-04-07 11:41:50-03","UFMS","CGMS","44426","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex DC.) Mattos",NA,"R.A. Záchia; G. Vendruscolo; E. Bicca","4221","2000","01","26","Brasil","Rio Grande do Sul","Santa Maria","Faixa para São Pedro.","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"Flor ausente.","CGMS1074391",NA,"2020",NA,NA,NA,NA,NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2021-04-07 11:41:50-03","UFMS","CGMS","58751","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A.DC.) Standl.",NA,"A. Pott; V.J. Pott","11348","2003","08","18","Brasil","Mato Grosso do Sul","Aquidauana","Rodovia Aquidauana-Cipolândi, 1 Km sul da Aldeia Limão Verde.","-55.67","-20.3541667","-55,67","-20,3541667","250","250","Flor amarela. Fruto ausente. Tronco corticoso escuro. Habitat: Vegetação secundária de cerrado. Solo litólico. Relevo encosta suave. Habito: Árvore decidual. 4,00-12,00 m de altura. Esparsa.","CGMS1088667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2021-04-07 11:41:50-03","UFMS","CGMS","13008","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A.DC.) Standl.","M.M. Teixeira","M.M. Teixeira",NA,"2003","10","29","Brasil","Mato Grosso do Sul","Campo Grande","18° Batalhão Logístico.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"Flor amarela.","CGMS1042394",NA,"2003","10","29",NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2021-04-07 11:41:50-03","UFMS","CGMS","5039","PreservedSpecimen","Plantae","Bignoniaceae","Tabebuia","chrysotricha","Tabebuia chrysotricha","(Mart. ex A.DC.) Standl.","C.A.C","C.A. Conceição","2839","1992","08","30","Brasil","Mato Grosso do Sul","Campo Grande","Praças de Campo Grande.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"Flor amarela. Pequeno porte.","CGMS1011921",NA,"1992","08","30",NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2019-11-27 13:46:28-03","UFS","ASE","13160","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","Landim, M","Matos, IS; Santos, E","158","2009","03","09","Brasil","Sergipe","Itaporanga d'Ajuda","Fazenda Trapsa.","-37.310278","-10.998333","-37.310278","-10.998333",NA,NA,"Arvoreta com cerca de 4m. Frutos maduros verdes com tricomas amarronzados.; Arvoreta com cerca de 4m. Frutos maduros verdes com tricomas amarronzados.; Borda de Mata.","ASE0020663","ASE0020663","2012","07",NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2019-11-27 13:46:28-03","UFS","ASE","10785","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","Espírito-Santo, FS","Nascimento - Júnior, JE; Matos, EAC; Mariano, DLS","181","2008","01","30","Brasil","Sergipe","Aracaju","Bairro Centro. Rua Maruim.","-37.071667","-10.911111","-37.071667","-10.911111","4","4","Árvore 5m. Frutos secos sem sementes. Folhas pilosas com 5 folíolos.; Árvore 5m. Frutos secos sem sementes. Folhas pilosas com 5 folíolos.; Ambiente urbano.","ASE0019246","ASE0019246","2012","02",NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2019-11-27 13:46:28-03","UFS","ASE","23080","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","Gomes, LA","Gomes, LA; Déda, RM; Santos, E; Matos, GMA","325","2012","02","24","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Borda de mata","-37.420833","-11.393333","-37.420833","-11.393333",NA,NA,"Árvore com ca. de 5,5m de altura. Possui flores amarelas e frutos ferrugíneos.; Árvore com ca. de 5,5m de altura. Possui flores amarelas e frutos ferrugíneos.; Mata Atlântica.","ASE0028628","ASE0028628","2013","05",NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2019-11-27 13:46:28-03","UFS","ASE","26771","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","Gomes, LA","Gomes, LA; Santos, E; Fonseca, JAR","969","2012","12","07","Brasil","Sergipe","Siriri","Mata do Cipó, Borda próxima ao canavial.","-37.100417","-10.507944","-37.100417","-10.507944",NA,NA,"Árvore com cerca de 7m. Com frutos verdes e secos em dispersão.; Mata Atlântica","ASE0031247","ASE0031247","2012","12","18","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2019-11-27 13:46:28-03","UFS","ASE","29431","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","Silva, ACC","Farias, MCV; Santos, E; Costa, AF; Saka, MN","368","2013","04","11","Brasil","Sergipe","Riachão do Dantas","Fazenda de Zezé Rocha","-37.694056","-11.047111","-37.694056","-11.047111","198","198","Vareta, 2,5 m. Frutos marrons.; Mata de transição .","ASE0001011","ASE0001011","2013","08","07","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2019-11-27 13:46:28-03","UFS","ASE","32134","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","Carregosa, T","Gonçalves, FB","57","2014","04","11","Brasil","Sergipe","Santa Rosa de Lima","Vegetação secundária em estágio inicial de sucessão; solo raso e pedregoso.","-37.193889","-10.646667","-37.193889","-10.646667",NA,NA,"Árvore, ca. de 3,8 m. Casca externa cinza, rugosa e interna amarela. Coordenadas UTM: E (0690351m), N (8825504m). Nº de conglomerado: 88, Nº da subunidade: 2, Nº da árvore: 3 (F6).","ASE0003275","ASE0003275","2016","02","23","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2019-11-27 13:46:28-03","UFS","ASE","32277","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","Silva, ACC","Almeida, ES","224","2014","05","01","Brasil","Sergipe","Laranjeiras",NA,"-37.169722","-10.806389","-37.169722","-10.806389",NA,NA,"Árvore, com ca. de 11 m de altura. Casca externa cinza, fina, estriada, com placas lenhosas, e casca interna branca. Coordenadas UTM: E (0700082m) N (8805536m); Nº de conglomerado: 118, Coletado fora da subunidade.","ASE0003440","ASE0003440","2014","09","11","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2019-11-27 13:46:28-03","UFS","ASE","33166","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","Franco, IM","Pimenta, KM","635","2014","07","23","Brasil","Sergipe","Lagarto","Solo úmido e argiloso, com afloramento rochoso, presença de muita matéria orgânica. Vegetação arbórea.","-37.65","-10.918056","-37.65","-10.918056",NA,NA,"Árvore, com aproximadamente 13 metros, casca externa marrom claro e interna amarelo e grossa. Número do conglomerado: 139, Coordenadas UTM do ponto central: E(0631111m) N(8785970m), número da subunidade: 2, número da subparcela: 10, n","ASE0004955","ASE0004955","2015","02","27","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2019-11-27 13:46:28-03","UFS","ASE","33167","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","Franco, IM","Pimenta, KM","615","2014","09","19","Brasil","Sergipe","Lagarto","Solo úmido e argiloso, com afloramento rochoso, presença de muita matéria orgânica. Vegetação arbórea.","-37.65","-10.918056","-37.65","-10.918056",NA,NA,"Árvore, com aproximadamente 7,7 metros, casca externa marrom claro e interna marrom claro, quase bege e grossa. Número do conglomerado: 139, Coordenadas UTM do ponto central: E(0631111m) N(8785970m), número da subunidade: 1, número da","ASE0004956","ASE0004956","2015","02","27","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2019-11-27 13:46:28-03","UFS","ASE","33789","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","Silva, ACC","Pereira, TC","75","2014","03","12","Brasil","Sergipe","Japoatã",NA,"-36.800833","-10.346944","-36.800833","-10.346944",NA,NA,"Árvore, casca externa cinza e interna amarelada, grossa. Nº do conglomerado: 72, Número da Subunidade: 4, Nº da Subparcela: 10, Coleta: 5R - F8.","ASE0009104","ASE0009104","2015","05","07","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2019-11-27 13:46:28-03","UFS","ASE","41514","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","Santana, JP","Santana, JP; Dantas, TVP","703","2019","07","25","Brasil","Sergipe","Capela","Povoado Terra Dura","-36.998145","-10.593418","-36.998145","-10.593418",NA,NA,"Árvore com cerca de 15 m. Flores amarelas.; Mata Atlântica.","ASE0043028",NA,"2019","07",NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2019-11-27 13:46:28-03","UFS","ASE","6768","PreservedSpecimen","Plantae","Bignoniaceae","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","(Mart. ex A. DC.) Mattos","Landim, M","Moura, D; Santos, E; Landim, M","901","1996","04","08","Brasil","Sergipe","Santa Luzia do Itanhy","Mata do Crasto","-37.425861","-11.385528","-37.425861","-11.385528",NA,NA,"árvore. 10. m. flores, frutos deiscentes (sem sementes).; árvore. 10. m. flores, frutos deiscentes (sem sementes).; Mata","ASE0017120","ASE0017120 ASE0017120_1","2012","07",NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
