"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber","sex"
"90","2019-02-15 11:49:53-02","IPA","IPA","41385","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.",NA,"Gardner","1697",NA,NA,NA,"Southern America","Brasil","Ceará",NA,"near Crato.",NA,NA,NA,NA,NA,NA,"IPA0041385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-02-15 11:49:53-02","IPA","IPA","41386","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.",NA,"Gardner","1338",NA,NA,NA,"Southern America","Brasil","Alagoas",NA,"near the city of Alagoas.",NA,NA,NA,NA,NA,NA,"IPA0041386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-07-26 11:41:16-03","IPA","IPA","55488","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Zappi, D.","Coelho, P.","55488","1993","12",NA,"Southern America","Brasil","Pernambuco","Ilha de Itamaracá",NA,NA,NA,NA,NA,NA,NA,"IPA0055488",NA,NA,NA,NA,"1999","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-07-26 11:41:16-03","IPA","IPA","55511","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Zappi, D.","Coelho, P.","55511","1994","05","31","Southern America","Brasil","Pernambuco","Ilha de Itamaracá","Lagoa do Lance dos Cações",NA,NA,NA,NA,NA,"Trepadeira.","IPA0055511",NA,NA,NA,NA,"2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-02-15 11:49:53-02","IPA","IPA","81045","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Rita Pereira","Leão, T.; Lôbo, D.; Lôbo, D.","293","2006","01","17","Southern America","Brasil","Pernambuco","Sirinhaém","Usina Trapiche, Engenho Palma.","-35.116667","-8.459722",NA,NA,NA,NA,"IPA0081045",NA,NA,"-35.116667","-8.459722","2006","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-02-15 11:49:53-02","IPA","IPA","64269","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.",NA,"Delprete, P.; Cavalcanti, F.S.; Souza, E.B. de; Cavalcanti, F.S.; Souza, E.B. de","6903","1998","11","11","Southern America","Brasil","Ceará","Pacoti","Serra de Baturité, Pico Alto.","-38.966667","-4.2","1050","1050",NA,"Trepadeira lenhosa, crescendo em cima das rochas. Folhas com página inferior brancas-pubescentes. Estéril.; Mata úmida de altitude, com presença de muitas epífitas.","IPA0064269",NA,NA,"-38.966667","-4.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-07-26 11:41:16-03","IPA","IPA","65076","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Rita Pereira","Coelho, P.; Sacramento, A.; Sacramento, A.","65076","1994","03","21","Southern America","Brasil","Pernambuco","Ilha de Itamaracá","Lagoa da Gameleira, lado Norte da lagoa.",NA,NA,NA,NA,NA,"Trepadeira. Planta nº 29.","IPA0065076",NA,NA,NA,NA,"2004","03","15",NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-02-15 11:49:53-02","IPA","IPA","79200","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Alves-Araújo, A.","Alves-Araújo, A.; Marques, J.S.; Albuquerque, N.A.; Marques, J.S.; Albuquerque, N.A.","278","2007","05","23","Southern America","Brasil","Pernambuco","Igarassu","Usina São José, Usina São José. Borda da mata.","-35.020833","-7.793889","130","130",NA,"Arbusto lianescente, flores alvas.; Mata Atlântica.","IPA0079200",NA,NA,"-35.020833","-7.793889","2007","06","19",NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-02-15 11:49:53-02","IPA","IPA","79318","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Araújo, D.","Araújo, D.; Alves-Araújo, A.; Marques, J.S.; Albuquerque, N.A.; Alves-Araújo, A.; Marques, J.S.; Albuquerque, N.A.","184","2007","03","21","Southern America","Brasil","Pernambuco","Igarassu","Usina São José, Mata da Zambana, borda da mata.","-34.986944","-7.725556","130","130",NA,"Erva de flores brancas.; Mata Atlântica.","IPA0079318",NA,NA,"-34.986944","-7.725556","2007","08","08",NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-02-15 11:49:53-02","IPA","IPA","79526","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Araújo, D.","Araújo, D.; Alves-Araújo, A.; Marques, J.S.; Albuquerque, N.A.; Alves-Araújo, A.; Marques, J.S.; Albuquerque, N.A.","334","2007","07","17","Southern America","Brasil","Pernambuco","Igarassu","Usina São José, Mata da Zambana, borda da mata.","-34.986944","-7.725556","160","160",NA,"Trepadeira. Flores alvas.; Mata Atlântica.","IPA0079526",NA,NA,"-34.986944","-7.725556","2007","06","14",NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-02-15 11:49:53-02","IPA","IPA","79562","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.",NA,"Araújo, D.; Alves-Araújo, A.; Melo, A.; Mendes, K.; Albuquerque, N.A.; Alves-Araújo, A.; Melo, A.; Mendes, K.; Albuquerque, N.A.","370","2007","07","28","Southern America","Brasil","Pernambuco","Igarassu","Usina São José, Mata da Zambana, borda da mata.","-34.986944","-7.725556","160","160",NA,"Trepadeira. Frutos verdes. Flores brancas.; Mata Atlântica.","IPA0079562",NA,NA,"-34.986944","-7.725556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-12-20 11:24:22-03","IPA","IPA","82046","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Araújo, D.","Araujo, D.; Albuquerque, N.; Alves-Araújo, A.; Nunes, T.S.; Albuquerque, N.; Alves-Araújo, A.; Nunes, T.S.","596","2008","01","11","Southern America","Brasil","Pernambuco","Igarassu","Usina São José, borda da Mata do Pezinho.","-35.020833","-7.785556","130","130",NA,"Trepadeira com tricomas alvos. Flores alvas.; Mata Atlântica.","IPA0082046",NA,NA,"-35.020833","-7.785556","2008","01","11",NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-12-20 11:24:22-03","IPA","IPA","82051","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Araújo, D.","Araujo, D.; Alves-Araújo, A.; Melo, A.; Amorim, B.; Alves-Araújo, A.; Melo, A.; Amorim, B.","563","2007","12","22","Southern America","Brasil","Pernambuco","Igarassu","Usina São José, borda da Mata da Zambana.","-34.969722","-7.703333","100","100",NA,"Trepadeira com tricomas alvos. Flores alvas.; Mata Atlântica.","IPA0082051",NA,NA,"-34.969722","-7.703333","2007","12","22",NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-02-15 11:49:53-02","IPA","IPA","86329","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.",NA,"Pessoa, L.M.; Souza, T.M.S.; Medeiros, D.P.W.; Souza, T.M.S.; Medeiros, D.P.W.","414","2007","06","19","Southern America","Brasil","Pernambuco","Paulista","Estação Ecológica de Caetés, Trilha da área.","-34.122222","-7.970833",NA,NA,NA,"Trepadeira lenhosa; folhas pilosas; inflorescência axilar passadas; cálice persistente; frutos verdes.; Vegetação Arbórea-arbustiva, Mata Atlântica. Freqüente.","IPA0086329",NA,NA,"-34.122222","-7.970833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-02-15 11:49:53-02","IPA","IPA","1698","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Kirkbride, J.H.","Andrade-Lima","516","1950","06","19","Southern America","Brasil","Pernambuco","Camaragibe","morros de macacos.","-34.9810981750488","-8.0216703414917",NA,NA,NA,"Arbusto escandente; flor alva.","IPA0001698",NA,NA,NA,NA,"1982","01",NA,"11122","auto",NA,NA,NA,NA,NA,NA
"105","2019-02-15 11:49:53-02","IPA","IPA","78139","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Marques, J.S.","Marques, J.S.; Albuquerque, N.A.; Alves-Araújo, A.; Albuquerque, N.A.; Alves-Araújo, A.","87","2007","05","23","Southern America","Brasil","Pernambuco","Igarassu","Mata do Pezinho, Usina São José. Borda com canavial.","-34.9063987731934","-7.83416986465454",NA,NA,NA,"Subarbusto escandente. Flor branca.","IPA0078139",NA,NA,NA,NA,"2007","06","07","24709","auto",NA,NA,NA,NA,NA,NA
"106","2019-02-15 11:49:53-02","IPA","IPA","19889","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.",NA,"Academia Brasileira de Ciências","1004","1971","05","30","Southern America","Brasil","Pernambuco","Recife",NA,"-34.8810997009277","-8.05389022827148",NA,NA,NA,"Planta prostrada sobre outros ramos, 1,20m de altura; flor alva, frutos rubros quando maduros.","IPA0019889",NA,NA,NA,NA,NA,NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA
"107","2019-02-15 11:49:53-02","IPA","IPA","48481","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Gallindo, F.","Gallindo, F.","132","1985","10","19","Southern America","Brasil","Pernambuco","Recife","Dois Irmãos, Açude do Meio. Mata úmida (subosque). Solo bem drenado.","-34.8810997009277","-8.05389022827148",NA,NA,NA,"Erva subescandente.","IPA0048481",NA,NA,NA,NA,"1985","10","19","18865","auto",NA,NA,NA,NA,NA,NA
"108","2019-02-15 11:49:53-02","IPA","IPA","4975","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Pilger","Pickel, B.","1918","1929","02","15","Southern America","Brasil","Pernambuco","São Lourenço da Mata","Mata.","-35.0182991027832","-8.00222015380859",NA,NA,NA,"Cipó com flôres brancas.","IPA0004975",NA,NA,NA,NA,NA,NA,NA,"21764","auto",NA,NA,NA,NA,NA,NA
"109","2019-02-15 11:49:53-02","IPA","IPA","84933","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Cano, O.; Miranda, A.M.","Silva, L.R.","280","2010","07","07","Southern America","Brasil","Pernambuco","Gravatá","Engenho Jussara, Mata Benedito.","-35.5647010803223","-8.20110988616943",NA,NA,NA,"Trepadeira; folhas pilosas; cálice persistente verde; fruto vermelho.; Mata úmida.","IPA0084933",NA,NA,NA,NA,"2010","08","12","19146","auto",NA,NA,NA,NA,NA,NA
"110","2019-02-15 11:49:53-02","IPA","IPA","78140","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Marques, J.S.","Marques, J.S.; Albuquerque, N.A.; Alves-Araújo, A.; Albuquerque, N.A.; Alves-Araújo, A.","88","2007","05","09","Southern America","Brasil","Pernambuco","Igarassu","Mata do Pezinho, Usina São José.","-34.9063987731934","-7.83416986465454",NA,NA,NA,"Arbusto escandente. Flor branca.","IPA0078140",NA,NA,NA,NA,"2007","06","07","24709","auto",NA,NA,NA,NA,NA,NA
"111","2019-07-26 11:41:16-03","IPA","IPA","63143","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Zappi, D.","Rita Pereira; et al.; et al.","FRC-144","2003","05","22","Southern America","Brasil","Pernambuco","Moreno","Reserva Ecológica de Caetés. Entrada para a trilha da Natureza. Borda da mata.","-35.0922012329102","-8.11861038208008",NA,NA,NA,"Arbusto escandente. Flores brancas. Frutos maduros vináceos.","IPA0063143",NA,NA,NA,NA,"2004","05",NA,"15458","auto",NA,NA,NA,NA,NA,NA
"112","2019-07-26 11:41:16-03","IPA","IPA","188","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Pickel, B.","Vasconcellos Sobrinho","188","1934","06","04","Southern America","Brasil","Pernambuco","Recife","Beberibe, capoeira.","-34.8810997009277","-8.05389022827148",NA,NA,NA,NA,"IPA0000188",NA,NA,NA,NA,NA,NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA
"113","2019-02-15 11:49:53-02","IPA","IPA","48203","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Gallindo, F.","Sabóia, S.M.T.","22",NA,NA,NA,"Southern America","Brasil","Pernambuco","Recife","Dois Irmãos, mata.","-34.8810997009277","-8.05389022827148",NA,NA,NA,"Apresenta 5 tépalas, cor branca com pelos nas pétalas; fruto quando imaturo apresenta coloração vermelha, quando maduro a coloração é vinho escuro com pelos.","IPA0048203",NA,NA,NA,NA,"1986","07","08","18865","auto",NA,NA,NA,NA,NA,NA
"114","2019-02-15 11:49:53-02","IPA","IPA","88414","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Cano, O.","Machado Filho, H de O","s.n.","2013","04",NA,"Southern America","Brasil","Paraíba","Conde","próximo a ponte do Rio Gramane.","-34.9075012207031","-7.25971984863281",NA,NA,NA,NA,"IPA0088414",NA,NA,NA,NA,"2013","08",NA,"17858","auto",NA,NA,NA,NA,NA,NA
"115","2019-02-15 11:49:53-02","IPA","IPA","57418","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Zappi, D.","Rita Pereira; Alcina Viana; Ferreira, C.; Alcina Viana; Ferreira, C.","1331","1997","12","08","Southern America","Brasil","Paraíba","Pedras de Fogo","próximo a estrada em direçãoà cidade de Pedras de Fogo, ca. 5 km.","-35.1164016723633","-7.401939868927",NA,NA,NA,"Arbusto ca. 1,5m. Flores alvas.; Cerrado alto. Solo arenoso branco.","IPA0057418",NA,NA,NA,NA,"1999",NA,NA,"19663","auto",NA,NA,NA,NA,NA,NA
"116","2019-02-15 11:49:53-02","IPA","IPA","46136","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Cano, O.","Andrade-Lima","78-9040","1978",NA,NA,"Southern America","Brasil","Pernambuco","Cabo de Santo Agostinho","Suape, área do Projeto Suape.","-35.0349998474121","-8.28666973114014",NA,NA,NA,NA,"IPA0046136",NA,NA,NA,NA,"2004","10","20","25282","auto",NA,NA,NA,NA,NA,NA
"117","2019-02-15 11:49:53-02","IPA","IPA","78366","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Marques, J.S.","Albuquerque, N.A.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.","364","2007","07","18","Southern America","Brasil","Pernambuco","Igarassu","Mata de Vespas, Usina São José. Borda com Canavial.","-34.9063987731934","-7.83416986465454",NA,NA,NA,"Trepadeira. Flores amarelo claro.","IPA0078366",NA,NA,NA,NA,"2007","08","01","24709","auto",NA,NA,NA,NA,NA,NA
"118","2019-02-15 11:49:53-02","IPA","IPA","78154","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Marques, J.S.","Marques, J.S.; Albuquerque, N.A.; Alves-Araújo, A.; Albuquerque, N.A.; Alves-Araújo, A.","102","2007","05","24","Southern America","Brasil","Pernambuco","Igarassu","Mata do Pezinho, Usina São José. Interior encosta.","-34.9063987731934","-7.83416986465454",NA,NA,NA,"Fruto maduro roxo a rosa escuro.","IPA0078154",NA,NA,NA,NA,"2007","06","08","24709","auto",NA,NA,NA,NA,NA,NA
"119","2019-02-15 11:49:53-02","IPA","IPA","31175","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Zappi, D.","Barreto, R.; Chiappeta, A.; Chiappeta, A.","15","1983","04","06","Southern America","Brasil","Pernambuco","Igarassu","Usina São José., estrada da usina.","-34.9063987731934","-7.83416986465454",NA,NA,NA,"Cipó sobre paqueviras e Melastomataceas; flores brancas com pelos brancos na fauce e ápice róseo face externa.","IPA0031175",NA,NA,NA,NA,"1999",NA,NA,"24709","auto",NA,NA,NA,NA,NA,NA
"120","2019-07-26 11:41:16-03","IPA","IPA","63003","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Rita Pereira","Rita Pereira; et al.; et al.","FRC-7","2003","04","03","Southern America","Brasil","Pernambuco","Moreno","Reserva Ecológica de Carnijó. Início da Mata do Visgueiro. Borda da mata.","-35.0922012329102","-8.11861038208008",NA,NA,NA,"Erva ca. 1 m. Flores alvas.","IPA0063003",NA,NA,NA,NA,"2003","05",NA,"15458","auto",NA,NA,NA,NA,NA,NA
"121","2019-02-15 11:49:53-02","IPA","IPA","63252","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Rita Pereira","Cano, O.; Maciel, J.R.; Eva; Ferreira, C.; Maciel, J.R.; Eva; Ferreira, C.","REC216","2003","10","23","Southern America","Brasil","Pernambuco","Moreno","Reserva Ecológica de Carnijó. Trilha da Mata Atlântica.borda da mata.","-35.0922012329102","-8.11861038208008",NA,NA,NA,"N.V.: Mané Lopes. Cipó. Flores com sépalas verde claras, persistentes sobr Frutos maduros de cor vinácea e imaturos verdes.","IPA0063252",NA,NA,NA,NA,"2004","03",NA,"15458","auto",NA,NA,NA,NA,NA,NA
"122","2019-07-26 11:41:16-03","IPA","IPA","63133","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Rita Pereira","Rita Pereira; et al.; et al.","FRC-134","2003","05","22","Southern America","Brasil","Pernambuco","Moreno","Reserva Ecológica de Carnijó.. Trilha da Natureza. Embaixo de uma Bauhinia.","-35.0922012329102","-8.11861038208008",NA,NA,NA,"Arbusto escandente. Flores amareladas.","IPA0063133",NA,NA,NA,NA,"2003","12",NA,"15458","auto",NA,NA,NA,NA,NA,NA
"123","2019-02-15 11:49:53-02","IPA","IPA","7134","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Kirkbride, J.H.","Pickel, B.","457","1916",NA,NA,"Southern America","Brasil","Pernambuco","Olinda","Monte, capoeiras e matas.","-34.8553009033203","-8.00889015197754",NA,NA,NA,"Cipó.","IPA0007134",NA,NA,NA,NA,"1982","01",NA,"7110","auto",NA,NA,NA,NA,NA,NA
"124","2019-07-26 11:41:16-03","IPA","IPA","47902","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Rita Pereira","Coelho, P.","47902","1983",NA,NA,"Southern America","Brasil","Pernambuco","Rio Formoso",NA,"-35.1585998535156","-8.66361045837402",NA,NA,NA,NA,"IPA0047902",NA,NA,NA,NA,"1983",NA,NA,"21734","auto",NA,NA,NA,NA,NA,NA
"125","2019-02-15 11:49:53-02","IPA","IPA","51017","S","Plantae","Plantae",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Rita Pereira","Rita Pereira","230","1988","03","11","Southern America","Brasil","Pernambuco","Rio Formoso","Reserva Florestal de Saltinho, mata, próximo ao açude.","-35.1585998535156","-8.66361045837402",NA,NA,NA,"Subarbusto escandente, flores esbranquiçadas.","IPA0051017",NA,NA,NA,NA,"1988","07","05","21734","auto",NA,NA,NA,NA,NA,NA
"126","2019-11-27 13:52:42-03","UFS","ASE","3195","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Barbosa, MR","Carneiro, EM","706","1983","05","10","Southern America","Brasil","Sergipe","Carmópolis",NA,"-36.988611","-10.648333",NA,NA,NA,"Mata subperenifolia.","ASE0026831","ASE0026831",NA,"-36.988611","-10.648333","2012","10","21",NA,NA,NA,NA,NA,NA,NA,NA
"127","2019-11-27 13:52:42-03","UFS","ASE","13963","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Barbosa, MR","Sales, AB; Santos, E","142","2008","01","29","Southern America","Brasil","Sergipe","Itaporanga d'Ajuda","Fazenda Trapsa","-37.310278","-10.998333",NA,NA,NA,"Trepadeira. Flor branca com 5-6 pétalas.; Trepadeira. Flor branca com 5-6 pétalas.; Borda da mata.","ASE0021324","ASE0021324",NA,"-37.310278","-10.998333","2012","10","21",NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-11-27 13:52:42-03","UFS","ASE","21032","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Gomes, LA","Gomes, LA; Matos, AG; Menezes, AB; Santos, E","100","2011","03","29","Southern America","Brasil","Sergipe","Capela","RVS Mata do Junco, Interior da Mata. Solo arenoso","-37.054444","-10.536667",NA,NA,NA,"Subarbusto, ca. de 40cm de altura. Flores creme. Frutos imaturos verde e maduros vináceo.; Subarbusto, ca. de 40cm de altura. Flores creme. Frutos imaturos verde e maduros vináceo.; Mata Atlântica.","ASE0027866","ASE0027866",NA,"-37.054444","-10.536667","2011","03","30",NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-11-27 13:52:42-03","UFS","ASE","24315","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Barbosa, MR","Gomes, LA; Vasconcelos, L; Santos, E","888","2012","05","29","Southern America","Brasil","Sergipe","Siriri","Mata do Cipó, Proximidades do Rio da Mata.","-37.10125","-10.510833",NA,NA,NA,"Trepadeira com flores brancas e frutos vináceos.; Trepadeira com flores brancas e frutos vináceos.; Mata Atlântica.","ASE0029660","ASE0029660",NA,"-37.10125","-10.510833","2012","10","21",NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-11-27 13:52:42-03","UFS","ASE","24403","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Barbosa, MR","Gomes, LA; Déda, RM; Santos, E; Barbosa, P","504","2012","05","18","Southern America","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto","-37.420194","-11.383222",NA,NA,NA,"Trepadeira com flores brancas e frutos maduros vináceos.; Trepadeira com flores brancas e frutos maduros vináceos.; Mata Atlântica.","ASE0029639","ASE0029639",NA,"-37.420194","-11.383222","2012","10","21",NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-11-27 13:52:42-03","UFS","ASE","27650","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Silva, ACC","Prata, AP; Barbosa, P; Santos, E","3425","2012","08","30","Southern America","Brasil","Sergipe","Rosário do Catete","Fosso SZ71","-37.030556","-10.696111",NA,NA,NA,"Pilosa. Fl. branca; fr. verdes, pilosos.","ASE0032088","ASE0032088",NA,"-37.030556","-10.696111","2012","09","11",NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-11-27 13:52:42-03","UFS","ASE","29036","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Silva, TR","Silva, TR; Santana, JP","143","2013","05","24","Southern America","Brasil","Sergipe","Nossa Senhora do Socorro","Floresta Nacional do Ibura","-37.143611","-10.839611",NA,NA,NA,"Trepadeira com flores brancas e pilosas.; Mata Atlântica","ASE0000585","ASE0000585",NA,"-37.143611","-10.839611","2013","10","01",NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-11-27 13:52:42-03","UFS","ASE","29974","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Silva, TR","Santana, JP; Silva, TR","108","2013","08","18","Southern America","Brasil","Sergipe","Nossa Senhora do Socorro","Floresta Nacional do Ibura","-37.146","-10.842222",NA,NA,NA,"Trepadeira, pilosa, fruto maduro roxo com cálice persistente; Mata Altântica","ASE000251","ASE000251",NA,"-37.146","-10.842222","2014","03","12",NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-11-27 13:52:42-03","UFS","ASE","30554","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Freire, GS","Freire, GS; Lima, BCS; Santos, E","165","2014","02","20","Southern America","Brasil","Sergipe","Salgado","Quebrada três","-37.650139","-11.503583",NA,NA,NA,"Flores alvas, trepadeira pilosa.; Restinga","ASE000226","ASE000226",NA,"-37.650139","-11.503583","2014","04","10",NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-11-27 13:52:42-03","UFS","ASE","3228","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.","Barbosa, MR","Carneiro, EM","503","1983","05","18","Southern America","Brasil","Sergipe","Santo Amaro das Brotas",NA,"-37.054167","-10.789167",NA,NA,NA,"Trepadeira. Folhas simples e opostas, flores alvas em fascículos.; Trepadeira. Folhas simples e opostas, flores alvas em fascículos.; Restinga","ASE0014851","ASE0014851",NA,"-37.054167","-10.789167","2012","10","21",NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-11-27 13:52:42-03","UFS","ASE","34429","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Sabicea","grisea",NA,"Sabicea grisea","Cham. & Schltdl.",NA,"Pereira, BV","6","2015","04","30","Southern America","Brasil","Sergipe","São Cristóvão",NA,"-37.1223","-11.0053",NA,NA,NA,"Frutos verdes, flores brancas, hábito: arbóreo (arvoreta)","ASE0032839","ASE0032839",NA,"-37.1223","-11.0053","2015","07","21",NA,NA,NA,NA,NA,NA,NA,NA
