"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","year","month","imagecode","stateProvince","day","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","class","sex"
"94","2020-12-11 11:33:40-03","UFMG","BHCB","142146","PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"Oliveira, CT; Stehmann, JR; Batista, JAN","240","Southern America","Brasil","RPPN Santuário do Caraça, Pico do Inficionado",NA,NA,"Arbusto de 2,0 m, capítulos com flores amarelas, brácteas involuvrais verde escuras.","BHCB020383","Dicotyledon",NA,"Gardner","2008","12",NA,"Minas Gerais","08","-43.451389","-20.134722","2075","2075",NA,"Catas Altas",NA,NA,"2018","05",NA,"-43.451389","-20.134722",NA,NA,NA,NA
"95","2020-12-11 11:33:40-03","UFMG","BHCB","88318","PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"Viana, PL; Mota, NFO; Melo, PHA de; Morais, PO","1502","Southern America","Brasil","Parque Estadual do Rio Preto. Pico Dois Irmãos., Vale entre os dois picos.",NA,NA,"Arbustivo, 2m. Flores amarelas; Vegetação de capoeira","BHCB020379","Dicotyledon",NA,"Gardner","2004","04",NA,"Minas Gerais","02","-43.307778","-18.207222","1689","1689",NA,"São Gonçalo do Rio Preto",NA,NA,"2018","05",NA,"-43.307778","-18.207222",NA,NA,NA,NA
"96","2020-12-11 11:33:40-03","UFMG","BHCB","170135","PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"Kamino, LHY; Maielo Silva, L","835","Southern America","Brasil","Estrada Alagoa - Itamonte, Beira de Estrada",NA,NA,NA,"BHCB020366","Dicotyledon",NA,"Gardner","2008","04",NA,"Minas Gerais","25","-44.6418991088867","-22.1706008911133",NA,NA,NA,"Alagoa","13155","auto","2018","05",NA,NA,NA,NA,NA,NA,NA
"97","2020-12-11 11:33:40-03","UFMG","BHCB","8229","PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"Grandi, TSM; et al.","2419","Southern America","Brasil","Itacolomi.",NA,NA,"Subarbustivo; Campo rupestre","BHCB020372","Dicotyledon",NA,"Gardner","1987","02",NA,"Minas Gerais","25","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Ouro Preto","44599","auto","2018","05",NA,NA,NA,NA,NA,NA,NA
"98","2020-12-11 11:33:40-03","UFMG","BHCB","103938","PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"Teles, AM; Almeida, TC; Heringer, G; Assis, FC; Corrêa, VF; Viana, MM","241","Southern America","Brasil","Parque Estadual do Pico do Itambé, Subida para o pico.",NA,NA,"Arbustivo ereto, ca. 2m. Capítulos com flores amarelas.","BHCB020397","Dicotyledon",NA,"Gardner","2006","10",NA,"Minas Gerais","05","-43.3067016601562","-18.465799331665",NA,NA,NA,"Santo Antônio do Itambé","19014","auto","2018","05",NA,NA,NA,NA,NA,NA,NA
"99","2020-12-11 11:33:40-03","UFMG","BHCB","39619","PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"Salino, A","3788","Southern America","Brasil","Parque Natural do Caraça, Em frente à Capelinha.",NA,NA,"Arbusto com 2,5m de altura. Folhas subcoriáceas e asperas, flores amarelas; Em área aberta","BHCB002258","Dicotyledon",NA,"Gardner","1997","11","BHCB002258","Minas Gerais","20","-43.4075012207031","-20.0746994018555",NA,NA,NA,"Catas Altas","11966","auto","2018","05",NA,NA,NA,NA,NA,NA,NA
"100","2020-12-11 11:33:40-03","UFMG","BHCB","19771","PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"Andrade, PM de","1343","Southern America","Brasil","Reserva Biológica Mata do Jambreiro.",NA,NA,"Arbustivo, 3m. Flor esverdeada; Mata","BHCB020398","Dicotyledon",NA,"Gardner","1990","10",NA,"Minas Gerais","01","-43.8466987609863","-19.9855995178223",NA,NA,NA,"Nova Lima","29211","auto","1991","07","09",NA,NA,NA,NA,NA,NA
"101","2020-12-11 11:33:40-03","UFMG","BHCB","28593","PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"Stehmann, JR; Sobral, M","1147","Southern America","Brasil","Serra da Cabeça de Boi.",NA,NA,"Flores amarelas; Borda de mata secundária","BHCB020374","Dicotyledon",NA,"Gardner","1992","08",NA,"Minas Gerais","08","-43.3210983276367","-19.414400100708",NA,NA,NA,"Itambé do Mato Dentro","22479","auto","2016","06",NA,NA,NA,NA,NA,NA,NA
"102","2020-12-11 11:33:40-03","UFMG","BHCB","19016","PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"Anjos, AMG dos","39","Southern America","Brasil","Serra da Piedade.",NA,NA,"Herbáceo. Flores do capítulo amarelas; Campo rupestre","BHCB020377","Dicotyledon",NA,"Gardner","1989","03",NA,"Minas Gerais","04","-43.6697006225586","-19.8799991607666",NA,NA,NA,"Caeté","22051","auto","2018","05",NA,NA,NA,NA,NA,NA,NA
"103","2021-02-11 17:18:10-03","UFPR","UPCB","71004","PreservedSpecimen","Plantae","Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Fraga, C.N.","1831",NA,"Brasil","BLOQUEADO",NA,NA,"Mata Nebular. Arbusto ca. 4m alt. Folhas avermelhadas; capítulos amarelos. Material prensado em alcool..","UPCB0027144",NA,NA,"Sch. Bip ex Baker","2008","02","UPCB0027144","Espírito Santo","13",NA,NA,"1250","1250","Bueno, V.R.","Castelo",NA,NA,"2019","01","15","9999","9999",NA,NA,NA,NA
"104","2015-08-13 05:50:00-03","MO","MOBOT","3384758","PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"Howard S. Irwin|R.M. Harley|Eunice Onishi","Irwin 30216","South America","Brazil","Exposed slopes. Steep iron-rich rocky slopes, near summit of Serra da Piedade, ca. 35km E. of Belo Horizonte, near BR-31.",NA,NA,NA,NA,NA,NA,"Gardner","1971","1",NA,"Minas Gerais","13",NA,NA,"1800.00000000","2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2014-01-08 09:50:00-02","MO","MOBOT","3389917","PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"William R. Anderson|M.T. Stieber|Joseph H. Kirkbride, Jr.","Anderson 35787","South America","Brazil","Serra do Espinhaço. Eastern slopes of Pico do Itambe, first large sandstone outcrop below the summit. Sandstone and adjacent meadows, with both sandy soil and overlaying humus.",NA,NA,NA,NA,NA,NA,"Gardner","1972","2",NA,"Minas Gerais","11",NA,NA,"1700.00000000",NA,"G. M. Barroso",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"106","2020-07-10 09:45:25-03","MBML","MBML-HERBARIO","24247",NA,"Plantae","Compositae","Verbesina","floribunda","Verbesina floribunda",NA,"L. Kollmann; et al","7795",NA,"Brasil","Alto Santo Antônio, Terreno do Vago, Cruzeiro",NA,NA,"Arbusto 2,5m. Inflorescência secas.","MBML024247",NA,NA,"Gardner","2005","05","MBML024247","Espírito Santo","20","-40.575556","-19.887222",NA,NA,"G.L. Moreira/XI-2015","Santa Teresa",NA,NA,NA,NA,NA,"40W34'32","19S53'14",NA,NA,NA,NA
"107","2021-03-04 11:06:37-03","UFRB","HURB","880","PreservedSpecimen","Plantae","Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"PAFC; Erivaldo","4",NA,"Brasil",NA,NA,NA,NA,"HURB000000880","Anthophyta",NA,"Sch.Bip. ex Baker","2008","09",NA,"Bahia","10","-38.9557991027832","-12.6183004379272",NA,NA,"L.Benoit","Cachoeira","26884","auto","2018","01",NA,NA,NA,NA,NA,NA,NA
"108","2021-03-04 11:06:37-03","UFRB","HURB","891","PreservedSpecimen","Plantae","Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"PAFCA","25",NA,"Brasil","Sapucaia;",NA,NA,"<ll>dwc_commonname:</ll> assa-peixe","HURB000000891","Anthophyta",NA,"Sch.Bip. ex Baker","2008","08","HURB000000891","Bahia","03","-39.1018981933594","-12.6700000762939",NA,NA,"L.Benoit","Cruz das Almas","14660","auto","2018","01",NA,NA,NA,NA,NA,NA,NA
"109","2019-05-23 11:07:59-03","UFLA","ESAL","4825","S","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"Costa, FAF","s.n.",NA,"Brasil","UFLA, Cerrado abaixo a carpintaria",NA,NA,"erva; ; roxa;; cerrado",NA,NA,NA,"Gardner",NA,NA,NA,"Minas Gerais",NA,"-44.999444","-21.245278",NA,NA,"Telma de S. R.","Lavras",NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA
"110","2019-12-19 11:17:29-03","UFG","UFG","40516","S","Plantae","Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"VV. Belquior; et al.","16",NA,"Brasil","Serra Negra",NA,NA,NA,"UFG0040516",NA,NA,"Sch. Bip. ex Baker","2006","01",NA,"Minas Gerais","20","-43.8278007507324","-22.0891990661621",NA,NA,"Sobral, M.; Viana, P.L.","Rio Preto","20815","auto","2006","04","30",NA,NA,NA,NA,NA,NA
"111","2019-12-19 11:17:29-03","UFG","UFG","40565","S","Plantae","Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Teles, A.M.; et al.","385",NA,"Brasil","Serra do Caraça",NA,NA,NA,"UFG0040565",NA,NA,"Sch. Bip. ex Baker","2007","04","UFG0040565","Minas Gerais","05","-43.4075012207031","-20.0746994018555",NA,NA,NA,"Catas Altas","11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-12-19 11:17:29-03","UFG","UFG","40552","S","Plantae","Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Matozinhos, C.N.; et al.","318",NA,"Brasil","Serra Negra",NA,NA,NA,"UFG0040552",NA,NA,"Sch. Bip. ex Baker","2007","01","UFG0040552","Minas Gerais","27","-43.8278007507324","-22.0891990661621",NA,NA,"Teles, A.M.","Rio Preto","20815","auto","2008","01","30",NA,NA,NA,NA,NA,NA
"113","2019-06-10 10:10:22-03","FZB-BH","BHZB","10032","S","Plantae","Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Ferreira Junior, C.A. et al.","788",NA,"Brasil","RPPN Brumas do Espinhaço e Ermo do Gerais, Brumas",NA,NA,"s/ponto Exsudação tipo cola,Duplicata doada para Herbário HUFU",NA,NA,NA,NA,"2012","11",NA,"MG","28","-43.7144012451172","-19.1688995361328",NA,NA,"Jimi Nakajima","Santana do Riacho","26557","auto","2013","02",NA,NA,NA,NA,NA,NA,NA
"114","2019-06-10 10:10:22-03","FZB-BH","BHZB","10806","S","Plantae","Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Ferreira Junior, C.A. et al.","1475",NA,"Brasil","RPPN do Caraça, Serra do Caraça - Gruta de Lourdes - Próximo a borda da mata.",NA,NA,"Galhos e folhas cobertos de tricomas. Com duplicata.",NA,NA,NA,NA,"2014","12",NA,"MG","15","-43.4075012207031","-20.0746994018555",NA,NA,NA,"Catas Altas","11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-03-01 11:53:24-03","UFPE","UFP","76418","PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"Tameirão, EN; Mansur, T","5032",NA,"Brasil",NA,NA,NA,"Arbustivo (1,80 m).; Transição entre o campo rupestre sobre canga couraçada e a floresta estacional semidecidual.","UFP076418",NA,"Asterales","Gardner","2011","01",NA,"Minas Gerais","15","-49.688889","-20.043056","1596","1596",NA,"Santa Bárbara",NA,NA,"2017","12",NA,"-49.688889","-20.043056",NA,NA,NA,NA
"116","2020-09-12 05:00:02-03","US","US","1666984","PreservedSpecimen","Plantae","Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"L. Riedel","s.n.","South America","Brazil","In saxosis S. da Piedade",NA,NA,NA,"US01780726",NA,"Asterales","Sch. Bip. & Baker","1825","1","US01780726_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"117","2020-09-12 05:00:02-03","US","US","1690446","PreservedSpecimen","Plantae","Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"L. Riedel","s.n.","South America","Brazil","In saxosis S. da Piedade",NA,NA,NA,"US01780727",NA,"Asterales","Sch. Bip. & Baker","1825","1","US01780727_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"118","2020-09-12 05:00:02-03","US","US","2342996","PreservedSpecimen","Plantae","Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"O. Barth","S.034*","South America - Neotropics","Brazil","Est do Rio, Serra dos Orgãos",NA,NA,NA,"US01780722",NA,"Asterales","Sch. Bip. & Baker","1959","10","US01780722_01","Rio de Janeiro","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"119","2020-09-12 05:00:02-03","US","US","3697934","PreservedSpecimen","Plantae","Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"B. Loeuille, R. Mello-Silva, J. Lovo & S. Alcantara","595","South America","Brazil","Santo Antonio de Itambe: Parque Estadual do Pico do Itambe.",NA,NA,NA,"US01311816",NA,"Asterales","Sch. Bip. & Baker","2011","11","US01311816_01","Minas Gerais","18","-43.3429","-18.3983","1900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"120","2020-09-12 05:00:02-03","US","US","3383278","PreservedSpecimen","Plantae","Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"A. Salino","3788","South America - Neotropics","Brazil","Catas Altas, Parque Natural do Caraça",NA,NA,NA,"US01780725",NA,"Asterales","Sch. Bip. & Baker","1997","11","US01780725_01","Minas Gerais","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"121","2020-09-12 05:00:02-03","US","US","2818861","PreservedSpecimen","Plantae","Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"H. S. Irwin, R. M. Harley & E. Onishi","30216","South America - Neotropics","Brazil","Planalto do Brasil, Serra do Espinhaço, Steep iron-rich rocky slopes, near summit of Serra da Piedade, ca. 35km E of Belo Horizonte, near BR-31",NA,NA,NA,"US01780723",NA,"Asterales","Sch. Bip. & Baker","1971","1","US01780723_01","Minas Gerais","13",NA,NA,"1800","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"122","2020-09-12 05:00:02-03","US","US","3473431","PreservedSpecimen","Plantae","Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"M. Ferriera de Vasconcelos","s.n.","South America","Brazil","Borda de Mata/Campo rupestre, Serra do Caraça, Catas Altas, MG",NA,NA,NA,"US01780724",NA,"Asterales","Sch. Bip. & Baker","1997","11","US01780724_01",NA,"29",NA,NA,"1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"123","2020-09-12 05:00:02-03","US","US","2818787","PreservedSpecimen","Plantae","Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"W. Anderson, M. Stieber & J. H. Kirkbride","35787","South America - Neotropics","Brazil","Planalto do Brasil, Serra do Espinhaço, Eastern slope of Pico do Itambé, first large sandstone outcrop below the summit",NA,NA,NA,"US01780728",NA,"Asterales","Sch. Bip. & Baker","1972","2","US01780728_01","Minas Gerais","11",NA,NA,"1700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"124","2020-09-12 05:00:02-03","US","US","2657988","PreservedSpecimen","Plantae","Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"A. F. M. Glaziou","1047","South America","Brazil",NA,NA,NA,NA,"US01780729",NA,"Asterales","Sch. Bip. & Baker",NA,NA,"US01780729_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"125","2020-09-12 05:00:02-03","US","US","1066976","PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda","Isotype","G. Gardner","4827","South America - Neotropics","Brazil","Near Villa do Principe.",NA,NA,NA,"US00127955",NA,"Asterales","Gardner","1840","8","US00127955_01","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"126","2020-09-02 16:21:45-03","Cenargen","CEN","109199","PreservedSpecimen","Plantae","Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Nara F. O. Mota","176",NA,"Brasil","Pedra do Sino Hotel Fazenda, BR 040 km 6 Trilha da Matinha","Exsicatas",NA,"Capitulos amarelos. Doação Herbário Leopoldo Krieger CESJ 51312","CEN00109199",NA,NA,"Sch.Bip. ex Baker","2005","04","CEN00109199","MG","30","-43.820833","-20.879166","1050","1050","N. F. O. Mota","CARANDAI",NA,NA,"2006",NA,NA,"-43.820833","-20.879166",NA,"1",NA,NA
"127","2020-09-02 16:21:45-03","Cenargen","CEN","109197","PreservedSpecimen","Plantae","Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Ricardo Montianele de Castro","222",NA,"Brasil","Conceição de Ibitipoca. Parque Estadual do Ibitipoca","Exsicatas",NA,"Doação do Herbário Leopoldo Krieger - CESJ (34095). Minas Gerais.","CEN00109197",NA,NA,"Sch.Bip. ex Baker","2001","03","CEN00109197","MG","25","-43.793098449707","-21.8425006866455",NA,NA,"L. M. Neto","LIMA DUARTE","30417","auto","2008","11",NA,NA,NA,NA,"1",NA,NA
"128","2020-09-02 16:21:45-03","Cenargen","CEN","109198","PreservedSpecimen","Plantae","Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"J. H. C. Ribeiro","93",NA,"Brasil","Serra Negra, Cânion do Funil","Exsicatas",NA,"Frutos secos,Doação do Herbário Leopoldo Krieger - CESJ 53390","CEN00109198",NA,NA,"Sch.Bip. ex Baker","2009","04","CEN00109198","MG","19","-43.8278007507324","-22.0891990661621",NA,NA,"C. N. Matozinhos","RIO PRETO","20815","auto","2010","03",NA,NA,NA,NA,NA,NA,NA
"129","2020-09-02 16:21:45-03","Cenargen","CEN","109200","PreservedSpecimen","Plantae","Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"D. S. Pifano","274",NA,"Brasil","Conceição do Ibitipoca estrada para Moreiras","Exsicatas",NA,"Borda da mata em local de clareira, periclinio verde com flores amarelas, aquenios morrons, Doação Herbário Leopoldo Krieger - CESJ (36047).","CEN00109200",NA,NA,"Sch.Bip. ex Baker","2002","01","CEN00109200","MG","12","-43.793098449707","-21.8425006866455",NA,NA,"J. N. Nakagima","LIMA DUARTE","30417","auto","2003","05",NA,NA,NA,NA,"1",NA,NA
"130","2020-09-02 16:21:45-03","Cenargen","CEN","104528","PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"Giselle Lopes Moreira","101",NA,"Brasil","Junto à torre de trasmissão no alto do morro.","Exsicatas",NA,NA,"CEN00104528",NA,NA,"Gardner","2015","02","CEN00104528","MG","05","-43.276666","-17.079722","1326","1326","G. L. Moreira","ITACAMBIRA",NA,NA,NA,NA,NA,"-43.276666","-17.079722",NA,"9",NA,NA
"131","2020-09-02 16:21:45-03","Cenargen","CEN","104529","PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"Giselle Lopes Moreira","102",NA,"Brasil","CATAS ALTAS - MG : Serra do Caraça ao lado da capelinha.","Exsicatas",NA,NA,"CEN00104529",NA,NA,"Gardner","2015","02","CEN00104529 CEN00104529_1",NA,"12","-43.481944","-20.096388","1370","1370","G. L. Moreira",NA,NA,NA,NA,NA,NA,"-43.481944","-20.096388",NA,"10",NA,NA
"132","2020-09-02 16:21:45-03","Cenargen","CEN","113203","PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"Vinícius Castro Souza","38160",NA,"Brasil","Parque Nacional Serra dos Órgãos. Trilha para a Pedra do Sino.","Exsicatas",NA,"Doação Universidade de São Paulo - Escola Superior de Agricultura Luiz de Queiroz - Herbário ESA nº 129609","CEN00113203",NA,NA,"Gardner","2014","03",NA,"RJ","21","-42.9655990600586","-22.4122009277344",NA,NA,"J. B. Bringel","TERESOPOLIS","38539","auto","2020","02",NA,NA,NA,NA,"1",NA,NA
"133","2019-11-13 11:16:37-03","USP","SPF","214767","PreservedSpecimen","Plantae","Asteraceae","Verbesina","claussenii","Verbesina claussenii",NA,"Loeuille, B","595",NA,"Brasil","Parque Estadual do Pico do Itambé",NA,NA,NA,"SPF00214767",NA,NA,"Sch.Bip. ex Baker","2011","11",NA,"Minas Gerais","18","-43.342944","-18.398306","1900","1900","Loeuille, B","Santo Antônio do Itambé",NA,NA,"2012","01",NA,"-43.342944","-18.398306",NA,NA,NA,NA
"134","2021-03-04 11:15:06-03","UEFS","HUEFS","151023","PreservedSpecimen","Plantae","Asteraceae","Verbesina","clausseni","Verbesina clausseni",NA,"Silva, B.R.","1278",NA,"Brasil","Parque Estadual do Ibitipoca. Cruzeiro.",NA,NA,"Campo rupestre.","HUEFS0151023","Angiospermae","Asterales","Sch.Bip. ex Baker","2004","02","HUEFS0151023","Minas Gerais","05","-43.897778","-21.6975","1596","1596","G.L.Moreira","Lima Duarte",NA,NA,"2016","11",NA,"43W53'52''","21S41'51''",NA,NA,"Asteranae",NA
"135","2019-09-04 19:38:34-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda","Type [status unknown]","G. Gardner","4927","South America","Brazil",NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"136","2019-09-04 19:33:35-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda","Type [status unknown]","G. Gardner","4927","South America","Brazil",NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"137","2020-08-11 15:54:03-03","CEPLAC","CEPEC","132497","PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"R. C. Forzza","3066",NA,"Brasil",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,"-43.793098449707","-21.8425006866455",NA,NA,"R. A. X. Borges","LIMA DUARTE","30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-08-11 15:54:03-03","CEPLAC","CEPEC","133559","PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"L. Menini Neto","101",NA,"Brasil",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,"-43.793098449707","-21.8425006866455",NA,NA,"R. A. X. Borges","LIMA DUARTE","30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2019-11-01 14:54:44-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"Moreira, GL; Cavalcanti, TB; Silva, GP","102","Southern America","Brasil","Serra do Caraça ao lado da capelinha",NA,NA,"arbusto 3-4 m de altura, capítulo discoide, flores amarelas; Campo rupestre",NA,"Dicotyledoneae",NA,"Gardner","2015","03",NA,"Minas Gerais","12","-43.481944","-20.096389","1370","1370","Moreira, GL","Catas Altas",NA,NA,"2015","02",NA,"-43.481944","-20.096389",NA,NA,NA,NA
"140","2019-11-01 14:54:44-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"Moreira, GL; Cavalcanti, TB; Silva, GP","101","Southern America","Brasil","Junto à torre de trasmissão no alto do morro",NA,NA,"arbusto 3-4 m de altura, capítulo discoide, flores amarelas; Campo rupestre",NA,"Dicotyledoneae",NA,"Gardner","2015","02",NA,"Minas Gerais","05","-43.276667","-17.079722","1326","1326","Moreira, GL","Itacambira",NA,NA,"2015","02",NA,"-43.276667","-17.079722",NA,NA,NA,NA
"141","2019-11-01 14:54:44-03","UnB","UB","123663","PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"Heringer, EP","3831","Southern America","Brasil","Caieira Nery",NA,NA,"Sobre rocha de calcáreo em decomposição",NA,"Dicotyledoneae",NA,"Gardner","1955","04",NA,"Minas Gerais","15","-44.2467002868652","-19.465799331665",NA,NA,"Barroso, GM","Sete Lagoas","22227","auto","1955","05","11",NA,NA,NA,NA,NA,NA
"142","2020-11-12 16:58:29-03","UEL","FUEL","13868","PreservedSpecimen","Plantae","Asteraceae","Verbesina","floribunda","Verbesina floribunda",NA,"Leitão Filho, HF; Semir, J; Martins, AB; Dutihl, JH","2029",NA,"Brasil","Morro do Ferro",NA,NA,NA,NA,"Tracheophyta","Asterales","Gardner","1983","03",NA,"Minas Gerais","08","-46.564722","-21.838889",NA,NA,NA,"Poços de Caldas",NA,NA,NA,NA,NA,"-46.564722","-21.838889",NA,NA,NA,NA
"143","2019-05-06 11:54:15-03","UFU","HUFU","58762","S","Plantae","Asteraceae","Verbesina","clausseni","Verbesina clausseni",NA,"Quaresma, A.S.; Cota, M.M.T.; Franco, I.M.; Araújo, I.M. & Costa, F.N.","99",NA,"Brasil","Parque Estadual Pico do Itambé, Subida para o Pico do Itambé a partir de Capivari. Pto 55",NA,NA,"Arbusto ca. 2,5 m. Corola e estigma amarelos, anteras nigrescentes.; Entre afloramento rochoso.","HUFU00056980",NA,NA,"Sch.Bip. ex Baker","2010","04","HUFU00056980","Minas Gerais","23","-43.349722","-18.3975","2050","2050",NA,"Serro",NA,NA,NA,NA,NA,"-43.349722","-18.3975",NA,NA,NA,NA
"144","2019-05-06 11:54:15-03","UFU","HUFU","26497","S","Plantae","Asteraceae","Verbesina","clausseni","Verbesina clausseni",NA,"Pifano, D.S.; Valente, A.","274",NA,"Brasil","Reserva Biológica da Represa do Grama",NA,NA,"Arvoretam ca, 4,5 m. Periclínio verde com flores amarelas, aquênios marrons.; Borda da mata em local de clareira.","HUFU00075116",NA,NA,"Sch.Bip. ex Baker","2002","01",NA,"Minas Gerais","12","-42.9674987792969","-21.4596996307373",NA,NA,"Nakajima, J.N.","Descoberto","11991","auto","2003","05",NA,NA,NA,NA,NA,NA,NA
