"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","stateProvince","county","decimalLongitude","decimalLatitude","yearIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount"
"1","2021-03-15 16:37:00-03","NY","NYBG","385350","PreservedSpecimen","Plantae","Magnoliophyta","Oxalidales","Oxalidaceae","Oxalis","linearis","rosea","Oxalis linearis rosea","Chodat","syntype","E. Hassler","5105","1900","10","South America","Paraguay","In altoplanitie et decliviis Sierra de Maracayú","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=659379' target='other'> <mi>dwc_moreinfo</mi></a>","NY00385350","NY00385350_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","385349","PreservedSpecimen","Plantae","Magnoliophyta","Oxalidales","Oxalidaceae","Oxalis","linearis","alba","Oxalis linearis alba","Chodat","isotype","E. Hassler","5967","1900","12","South America","Paraguay","In regione fluminis Tapiraguay","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392481' target='other'> <mi>dwc_moreinfo</mi></a>","NY00385349","NY00385349_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","680013","PreservedSpecimen","Plantae","Magnoliophyta","Oxalidales","Oxalidaceae","Oxalis","sellowii",NA,"Oxalis sellowii","Spreng.",NA,"G. G. Hatschbach","49138","1985","03","South America","Brazil","10-15km O.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=855354' target='other'> <mi>dwc_moreinfo</mi></a>","NY00680013","NY00680013_01","A. Lourteig","17","Mato Grosso do Sul","Bela Vista","-56.5208","-22.1092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","680014","PreservedSpecimen","Plantae","Magnoliophyta","Oxalidales","Oxalidaceae","Oxalis","sellowii","rosea","Oxalis sellowii rosea","(Chodat) Lourteig",NA,"T. M. Pedersen","15985","1994","02","South America","Brazil","About 5km E of Iguatemi, fda. Zoller.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=855392' target='other'> <mi>dwc_moreinfo</mi></a>","NY00680014","NY00680014_01","A. Lourteig","09","Mato Grosso do Sul","Iguatemi","-54.5608","-23.6806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","680014","PreservedSpecimen","Plantae","Magnoliophyta","Oxalidales","Oxalidaceae","Oxalis","sellowii","rosea","Oxalis sellowii rosea","(Chodat) Lourteig",NA,"T. M. Pedersen","15985","1994","02","South America","Brazil","About 5km E of Iguatemi, fda. Zoller.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=855392' target='other'> <mi>dwc_moreinfo</mi></a>","NY00680014","NY00680014_01","A. Lourteig","09","Mato Grosso do Sul","Iguatemi","-54.5608","-23.6806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2020-02-14 14:10:41-03","UFBA","ALCB","101145","PreservedSpecimen","Plantae","Dicotyledon",NA,"Oxalidaceae","Oxalis","sellowii",NA,"Oxalis sellowii","Spreng.",NA,"Silva, JM; Barbosa, E","4913","2006","06","Southern America","Brasil","Assentamento Guaicurus.",NA,"Flor amarela.; Depressão arenosa e úmida.","ALCB036741","ALCB036741","Abreu, MC","16","Mato Grosso do Sul","Bonito","-56.4818992614746","-21.1210994720459","2010","71352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2020-02-08 10:09:32-03","NBC","NL-BOTANY","L.2120049","PreservedSpecimen","Plantae",NA,"Oxalidales","Oxalidaceae","Oxalis","sellowii",NA,"Oxalis sellowii","Spreng.",NA,"Fiebrig K",NA,"1902","10","Southern America","Paraguay","Plantae paraguayenses. Cordillera de Altos.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2120049 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2120049","NL-L2120049",NA,"04",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2020-02-08 10:09:32-03","NBC","NL-BOTANY","L.2120050","PreservedSpecimen","Plantae",NA,"Oxalidales","Oxalidaceae","Oxalis","sellowii",NA,"Oxalis sellowii","Spreng.",NA,"Hassler E",NA,"1913","09","Southern America","Paraguay","Plantæ Paraguarienses. Paraguaria Centralis: In regione lacus Ypacaray.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2120050 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2120050","NL-L2120050",NA,"01",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2020-02-08 10:09:32-03","NBC","NL-BOTANY","U.1471456","PreservedSpecimen","Plantae",NA,"Oxalidales","Oxalidaceae","Oxalis","sellowii",NA,"Oxalis sellowii","Spreng.",NA,"Pedersen TM",NA,"1994","02","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1471456 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1471456","NL-U1471456","Lourteig A","19","Caaguazú",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0062731",NA,NA,NA,NA,NA,NA,NA,NA
"10","2020-02-08 10:09:32-03","NBC","NL-BOTANY","U.1471457","PreservedSpecimen","Plantae",NA,"Oxalidales","Oxalidaceae","Oxalis","sellowii","rosea","Oxalis sellowii rosea","(Chodat) Lourteig",NA,"Pedersen TM",NA,"1994","02","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1471457 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1471457","NL-U1471457","Lourteig A","09","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0062744",NA,NA,NA,NA,NA,NA,NA,NA
