"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"11","2020-06-29 11:29:05-03","UFRJ","RFA","43118","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","Lino, V.; Bicalho, M.; Mynssen, C.; Reis, A.; Sylvestre, L.","40","2017","04",NA,"Brasil","Rio de Janeiro","Trilha próxima à Mesa do Imperador.",NA,"Epífita em tronco, a 15cm do solo.","RFA44339",NA,"(Christ) Maxon","18","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"V. Lino","57442","auto","2017","04","18","43º25'75''W","22º97'0''N",NA,NA,NA,NA,NA,NA
"12","2020-06-29 11:29:05-03","UFRJ","RFA","8973","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","E. Pereira","3757","1958","05",NA,"Brasil","Rio de Janeiro","Vista Chinesa",NA,NA,"RFA32139",NA,"(Christ) Maxon","20","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"L. Sylvestre","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-06-29 11:29:05-03","UFRJ","RFA","43134","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","Tebaldi, Y.","1","2018","10",NA,"Brasil","Rio de Janeiro","Trilha do Bico do Papagaio.",NA,"Terrícola","RFA43549",NA,"(Christ) Maxon","16","Rio de Janeiro","-43.293333","-22.946667","732","732","Tebaldi, Y.",NA,NA,"2018","11","22","43º17'36''W","22º56'48''S",NA,NA,NA,NA,NA,NA
"14","2020-06-29 11:29:05-03","UFRJ","RFA","5578","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","P. Occhioni","791","1946","11",NA,"Brasil",NA,"Pai Ricardo",NA,"Habito: rupestre","RFA32138",NA,"(Christ) Maxon","11",NA,NA,NA,NA,NA,"L. Sylvestre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 11:29:05-03","UFRJ","RFA","4397","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","P. Occhioni","1579","1958","05",NA,"Brasil","Rio de Janeiro","Vista Chinesa",NA,NA,"RFA32140",NA,"(Christ) Maxon","20","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"L. Sylvestre","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:42:57-03","NBC","NL-BOTANY","L.3502609","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","Martius CFP von",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3502609 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3502609","NL-L3502609","Maxon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA
"17","2020-02-08 10:42:57-03","NBC","NL-BOTANY","U.1000219","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","Maas PJM; Carauta JPP",NA,"1977","10","Southern America","Brazil",NA,"Edo. Rio de Janeiro Gavea forest.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1000219 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1000219","NL-U1000219","Maxon","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA
"18","2020-02-08 10:42:57-03","NBC","NL-BOTANY","U.1000220","PreservedSpecimen","Plantae",NA,"Polypodiales","Aspleniaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","Maas PJM; Carauta JPP",NA,"1977","10","Southern America","Brazil",NA,"Edo. Rio de Janeiro Gavea forest.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1000220 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1000220","NL-U1000220","Maxon","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA
"19","2020-11-04 10:54:43-03","ESALQ","ESA","135865","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","T.E. Almeida","3239.0","2013","03",NA,"Brasil","São Paulo",NA,NA,NA,"ESA135865",NA,"(Christ) Maxon","31","Miracatu","-47.4599990844727","-24.2800006866455",NA,NA,"A. Salino","43974","auto","2013","03","31",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:21:12-03","ESALQ","ESA","132025","PreservedSpecimen","Plantae","Pteridophyta",NA,"Aspleniaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","Marquete, R. et al.","523.0","1992","02",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"ESA132025",NA,NA,"11","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"Sylvestre, L.","57442","auto","1999","05","01",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-31 13:36:07-03","MN","R","17933","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","Mosén, C.W.H.","2667","1874","09",NA,"Brasil","Rio de Janeiro",NA,NA,"Ex herb. Brasil. Rengnellian. Musei bot. Stockholm.",NA,NA,"(Christ) Maxon","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-31 13:36:07-03","MN","R","212458","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","Brade, A.C.","10631","1931","03",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"(Christ) Maxon","01",NA,NA,NA,NA,NA,"Sylvestre, L.S.",NA,NA,"2001","01","10",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-31 13:36:07-03","MN","R","212465","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","Brade, A.C.","10882","1931","06",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"(Christ) Maxon","14",NA,NA,NA,NA,NA,"Sylvestre, L.S.",NA,NA,"2000","12","27",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-01-14 15:23:33-03","MN","R","239561","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","Lino, V.; Godoy, R.; Reis, A.; Sylvestre, L.; Tebaldi, Y.","59","2018","10",NA,"Brasil","Rio de Janeiro","Parque Nacional da Tijuca",NA,NA,"R010070223","R010070223","(Christ) Maxon","16","Rio de Janeiro","-43.293333","-22.946667","732","732","Lino, V.L.",NA,NA,"2018","10","16","43°17'36W","22°56'48S",NA,NA,NA,NA,NA,NA
"25","2021-01-14 15:23:33-03","MN","R","239562","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","Lino, V.; Godoy, R.; Reis, A.; Sylvestre, L.; Tebaldi, Y.","60","2018","10",NA,"Brasil","Rio de Janeiro","Parque Nacional da Tijuca",NA,NA,"R010070221,R010070222","R010070221 R010070222","(Christ) Maxon","16","Rio de Janeiro","-43.293333","-22.946667","732","732","Lino, V.L.",NA,NA,"2018","10","16","43°17'36W","22°56'48S",NA,NA,NA,NA,NA,NA
"26","2021-01-14 15:23:33-03","MN","R","239566","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","Lino, V.; Queiroz, G.A. & Reis, A.","91","2019","03",NA,"Brasil","Rio de Janeiro","Parque Nacional da Tijuca",NA,NA,"R010070233","R010070233","(Christ) Maxon","31","Rio de Janeiro","-43.300556","-22.955","868","868","Lino, V.L.",NA,NA,"2019","03","31","43°18'2W","22°57'18S",NA,NA,NA,NA,NA,NA
"27","2021-01-14 15:23:33-03","MN","R","239569","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","Lino, V.; Reis, A.","94","2019","04",NA,"Brasil","Rio de Janeiro","Parque Nacional da Tijuca",NA,NA,"R010070228","R010070228","(Christ) Maxon","13","Rio de Janeiro","-43.293333","-22.946389","718","718","Lino, V.L.",NA,NA,"2019","04","13","43°17'36W","22°56'47S",NA,NA,NA,NA,NA,NA
"28","2021-01-14 15:23:33-03","MN","R","239570","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","Lino, V.; Reis, A.","96","2019","04",NA,"Brasil","Rio de Janeiro","Parque Nacional da Tijuca",NA,NA,"R010070219,R010070217,R010070218","R010070217 R010070218 R010070219","(Christ) Maxon","13","Rio de Janeiro","-43.293333","-22.946667","726","726","Lino, V.L.",NA,NA,"2019","04","13","43°17'36W","22°56'48S",NA,NA,NA,NA,NA,NA
"29","2021-01-14 15:23:33-03","MN","R","239571","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","Lino, V.; Reis, A.","97","2019","04",NA,"Brasil","Rio de Janeiro","Parque Nacional da Tijuca",NA,NA,"R010070216","R010070216","(Christ) Maxon","13","Rio de Janeiro","-43.293333","-22.946667","726","726","Lino, V.L.",NA,NA,"2019","04","13","43°17'36W","22°56'48S",NA,NA,NA,NA,NA,NA
"30","2021-03-31 13:36:07-03","MN","R","18479","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","Brade, A.C.",NA,"1928","10",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"(Christ) Maxon","20","Rio de Janeiro","-43.2075004577637","-22.9027996063232","800","800",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-31 13:36:07-03","MN","R","20761","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","Sampaio, A.J.",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"(Christ) Maxon",NA,"Teresópolis","-42.9655990600586","-22.4122009277344",NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-31 13:36:07-03","MN","R","18518","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","Brade, A.C.",NA,"1928","11",NA,"Brasil","Rio de Janeiro","Paineiras",NA,NA,NA,NA,"(Christ) Maxon","18","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-01-14 15:23:33-03","MN","R","232768","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","Damasceno, E. R.; Diniz, C. E. S. & Wenderroschy, N. G.","507","2012","10",NA,"Brasil","Rio de Janeiro","Parque Estadual dos Três Picos",NA,NA,"R010044005",NA,"(Christ) Maxon","21","Cachoeiras de Macacu","-42.6530990600586","-22.4624996185303",NA,NA,NA,"32671","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-02-02 14:38:57-02","BGBM","B","B 20 0018012","S","Plantae",NA,NA,"Polypodiaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","C. F. P. Martius","Mart.Herb.Fl.Br.345",NA,NA,"Middle and South America","Brazil",NA,"Prov. Paraensis ad fl. Moja?.",NA,"mixed collection? <a href=http://herbarium.bgbm.org/object/B200018012 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200018012","B200018012","Maxon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA,NA
"35","2016-02-02 14:38:57-02","BGBM","B","B 20 0018015","S","Plantae",NA,NA,"Polypodiaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","Martius","345",NA,NA,"Middle and South America","Brazil",NA,"in siovis primaevis.",NA,"<a href=http://herbarium.bgbm.org/object/B200018015 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200018015","B200018015","Maxon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-02-02 14:38:57-02","BGBM","B","B 20 0018016","S","Plantae",NA,NA,"Polypodiaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","C. F. P. Martius","Mart.Herb.Fl.Br.345",NA,NA,"Middle and South America","Brazil",NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B200018016 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200018016","B200018016","Maxon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA,NA
"37","2016-02-02 14:38:57-02","BGBM","B","B 20 0018010","S","Plantae",NA,NA,"Polypodiaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","C. F. P. Martius","345",NA,NA,"Middle and South America","Brazil",NA,"In Brasiliae provincia Sebastianopol.",NA,"Herbarium G. Mettenius <a href=http://herbarium.bgbm.org/object/B200018010 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200018010","B200018010","Maxon",NA,NA,NA,NA,NA,NA,"L. Sylvestre",NA,NA,"1999","07",NA,NA,NA,NA,"type",NA,NA,NA,NA
"38","2016-02-02 14:38:57-02","BGBM","B","B 20 0018011","S","Plantae",NA,NA,"Polypodiaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","C. F. P. Martius","Mart.Herb.Fl.Br.345",NA,NA,"Middle and South America","Brazil",NA,"pr. Sebastianopol.",NA,"<a href=http://herbarium.bgbm.org/object/B200018011 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200018011","B200018011","Maxon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type",NA,NA,NA,NA
"39","2019-08-27 13:34:46-03","IAP","PACA-AGP","72460","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","A.C. Brade","8569","1928","09",NA,"Brasil","RJ","Bico de Papagaio",NA,"HB 38806 Habitat: na mata Hábito: terrícola","PACA072460",NA,"(Christ) Maxon",NA,NA,NA,NA,NA,NA,"A. Brade",NA,NA,NA,NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA,NA
"40","2019-08-27 13:34:46-03","IAP","PACA-AGP","72459","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","J. P. P. Carauta","1398","1971","09",NA,"Brasil","RJ","Parque Nacional da Tijuca - Pedra da Gavea",NA,NA,"PACA072459",NA,"(Christ) Maxon","19","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"A. Sehnem SJ","57442","auto","1971","04",NA,NA,NA,"Filicopsida",NA,NA,NA,NA,NA
"41","2020-12-20 21:15:35-03","UFV","VIC","008882","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","Alexandre","s.n.","1978","03",NA,"Brasil","São Paulo","Serra do Mar.",NA,NA,"VIC008882","VIC008882","(Christ.) Maxon","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-21 14:51:27-03","UFJF","CESJ","72194","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Aspleniaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","A.S. Fonseca","184","1977","07","América do Sul","Brasil","Rio de Janeiro","Mesa do Imperador, Estrada da Vista Chinesa",NA,"Crescendo na mata (encosta). Erva; umbrófila; soros marrons.","CESJ072194",NA,"(Christ) Maxon","22","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"L.S. Sylvestre","57442","auto","2000","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:43:31-03","UNICAMP","UEC","178042","S","Plantae","Pteridophyta",NA,"Aspleniaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","Almeida, TE; Salino, A; Diogo, IJS; Polisel, RT; Oliveira Neto, MA; Campos-Rocha, A","3239","2013","03",NA,"Brazil","São Paulo","Reserva Votorantim, Complexo Juquiá, Trilha entre Vila dos Moradores e a Caixa D'água.",NA,"Curso Taxonomia de Campo USP/ESALQ - Unicamp.&nf;Prensado em álcool.; Erva rupícula; Floresta Ombrófila Densa.&nf;A beira de trilha no interior da floresta","UEC002802","UEC002802","(H.Christ) Maxon","31","Miracatu","-47.308333","-24.009167","448","448","Salino, A",NA,NA,"2013","03","31","-47.308333","-24.009167",NA,NA,NA,NA,NA,NA
"44","2019-06-27 10:24:05-03","UFES","VIES","2863","S","Plantae",NA,NA,"Aspleniaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","Pereira, O.J.; Behar, L.","1626","1988","07",NA,"Brasil","Espírito Santo",NA,NA,NA,"VIES002863","VIES002863","(Christ) Maxon","12","Marechal Floriano","-40.6831016540527","-20.4127998352051",NA,NA,"Sylvestre, L.","23038","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-06-27 10:24:05-03","UFES","VIES","2809","S","Plantae",NA,NA,"Aspleniaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","Pereira, O.J.; Fabris, L.C. & Thomaz, L.D.","1572","1988","07",NA,"Brasil","Espírito Santo",NA,NA,NA,"VIES002809","VIES002809","(Christ) Maxon","09","Marechal Floriano","-40.6831016540527","-20.4127998352051",NA,NA,"Sylvestre, L.","23038","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-04-27 16:08:46-03","UFES","VIES","32875","S","Plantae",NA,NA,"Aspleniaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","Viégas, G.M.F.","255","1994","06",NA,"Brasil","Espírito Santo","Sítio Almir Bressan.",NA,NA,"VIES032875","VIES032875","(Christ) Maxon","17","Marechal Floriano","-40.6831016540527","-20.4127998352051",NA,NA,"Viégas, G.M.F.","23038","auto","1994","06","27",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-04-27 16:08:46-03","UFES","VIES","32874","S","Plantae",NA,NA,"Aspleniaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","Viégas, G.M.F.","261","1994","06",NA,"Brasil","Espírito Santo","Sítio Almir Bressan.",NA,NA,"VIES032874","VIES032874","(Christ) Maxon","17","Marechal Floriano","-40.6831016540527","-20.4127998352051",NA,NA,"Viégas, G.M.F.","23038","auto","1994","06","27",NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-02-12 18:11:55-03","UFES","VIES","2888","S","Plantae",NA,NA,"Aspleniaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","Pereira, O.J.; et al.","1642b","1988","07",NA,"Brasil","Espírito Santo","Sítio Bressan.",NA,NA,"VIES002888","VIES002888","(Christ) Maxon","21","Marechal Floriano","-40.6831016540527","-20.4127998352051",NA,NA,"Sylvestre, L.","23038","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-06-29 09:29:17-03","UFRRJ","RBR","28854","S","Plantae",NA,NA,"Aspleniaceae","Asplenium","austrobrasiliense","Asplenium austrobrasiliense","C.M. Mynssen","627","2004","07",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"RBR00028854",NA,"(Christ) Maxon","07","Macaé","-41.7868995666504","-22.3708000183105",NA,NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
