"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","minimumElevationInMeters","maximumElevationInMeters","county","decimalLongitude","decimalLatitude","imagecode","coordinatePrecision","geoFlag","class","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount","previousCatalogNumber"
"146","2021-03-01 16:24:27-03","UNICAMP","UEC","2165","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(A.DC.) O.Hoffm.","Barroso, GM","Joly, AB; Sendulsky, T; Pereira, SM; Joly, AM; Martins, F; Giulietti, AM","1444","1972","04","15",NA,"Brazil","Minas Gerais","Km 112,5 ao longo da rodovia Lagoa Santa-Conceição do Mato Dentro-Diamantina",NA,"Capítulos alvos, subarbusto 70-80 cm","UEC126063","1020","1020","Jaboticatubas","-43.7449989318848","-19.513599395752","UEC126063","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2021-03-01 16:24:27-03","UNICAMP","UEC","1740","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(A.DC.) O.Hoffm.","Proença, C","Joly, AB; Giulietti, AM; Menezes, NL; Windisch, PG","4477","1973","10","18",NA,"Brazil","Minas Gerais","km 114 ao longo da rodovia Lagoa Santa-Conceição do Mato Dentro-Diamantina",NA,"Erva 15 cm capítulos brancos; Tudo queimado","UEC120812",NA,NA,"Jaboticatubas","-43.7449989318848","-19.513599395752","UEC120812","31264","auto",NA,"1980",NA,NA,"01","09",NA,NA,NA,NA
"148","2021-03-01 16:24:27-03","UNICAMP","UEC","2792","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(A.DC.) O.Hoffm.","Leitão Filho, HF","Joly, AB; Sendulsky, T; Pereira, S; Joly, AM; Martins, F","1976","1972","04","17",NA,"Brazil","Minas Gerais","Km 126 ao longo da rodovia Lagoa Santa-Conceição do Mato Dentro-Diamantina",NA,"Erva acaule, escapo 20 cm, capítulos branco","UEC120801","1200","1200","Jaboticatubas","-43.7449989318848","-19.513599395752","UEC120801","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-02-10 17:50:23-03","UNICAMP","UEC","1738","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(A.DC.) O.Hoffm.",NA,"Semir, J; Sazima, M; Cássia, R","2769","1972","07","23",NA,"Brazil","Minas Gerais","Km 127 ao longo da Rodovia Lagoa Santa-Conceição do Mato Dentro-Diamantina",NA,NA,"UEC121797",NA,NA,"Jaboticatubas","-43.7449989318848","-19.513599395752","UEC121797","31264","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-03-01 16:24:27-03","UNICAMP","UEC","1735","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(A.DC.) O.Hoffm.","Nakajima, JN","Joly, AB; Semir, J","3295","1972","08","22",NA,"Brazil","Minas Gerais","Km 136 ao longo da rodovia Lagoa Santa-Conceição do Mato Dentro-Diamantina",NA,"Capítulos brancos","UEC121799",NA,NA,"Jaboticatubas","-43.7449989318848","-19.513599395752","UEC121799","31264","auto",NA,"1998",NA,NA,"05",NA,NA,NA,NA,NA
"151","2021-03-01 16:24:27-03","UNICAMP","UEC","2791","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(A.DC.) O.Hoffm.","Leitão Filho, HF","Joly, AB; Sendulsky, T; Pereira, S; Joly, AM; Martins, F","1935","1972","04","17",NA,"Brazil","Minas Gerais","km 139 ao longo da rodovia Lagoa Santa-Conceição do Mato Dentro-Diamantina",NA,"Erva 15 cm, capítulos branco","UEC120805","1290","1290","Jaboticatubas","-43.7449989318848","-19.513599395752","UEC120805","31264","auto",NA,"1985",NA,NA,"03","17",NA,NA,NA,NA
"152","2021-03-01 16:24:27-03","UNICAMP","UEC","23060","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(A.DC.) O.Hoffm.","Nakajima, JN","Leitão Filho, HF; Shepherd, F; Martins, FR; et al.","11968","1980","12","10",NA,"Brazil","Minas Gerais",NA,NA,"Subarbusto até 30 cm, flores brancas; Campo rupestre","UEC121796",NA,NA,"Lavras","-44.999698638916","-21.2453002929688","UEC121796","20044","auto",NA,"1998",NA,NA,"05",NA,NA,NA,NA,NA
"153","2021-03-01 16:24:27-03","UNICAMP","UEC","1736","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(A.DC.) O.Hoffm.","Nakajima, JN","Gibbs, PE","4715","1977","01","02",NA,"Brazil","Minas Gerais","30 km NE of Lavras",NA,"Ray petals cream, disc flowers yellowish; Campo rupestre and wet hollows","UEC121798",NA,NA,"Lavras","-44.999698638916","-21.2453002929688","UEC121798","20044","auto",NA,"1998",NA,NA,"05",NA,NA,NA,NA,NA
"154","2021-03-01 16:24:27-03","UNICAMP","UEC","41536","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(A.DC.) O.Hoffm.","Leitão Filho, HF","DAC; et al.","s.n.","1987","02","20",NA,"Brazil","Minas Gerais","Serra da Bocaina/P. Bonito",NA,"Erva 0.30m, flor amarelo clara; Campo rupestre","UEC120806","1000","1000","Lavras","-44.999698638916","-21.2453002929688","UEC120806","20044","auto",NA,"1987",NA,NA,"03","19",NA,NA,NA,NA
"155","2021-03-01 16:24:27-03","UNICAMP","UEC","65201","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(A.DC.) O.Hoffm.","Teles, AM","Semir, J; Stehmann, JR; Dutilh, JHA","28815","1993","08","08",NA,"Brazil","Minas Gerais","Serra da Moeda, início da estrada ligando BR-040, para Moeda",NA,"Erva com xilopódio, flores com ligulas alvas; Em canga, campo queimado","UEC121806",NA,NA,"Moeda","-44.0527992248535","-20.3330993652344","UEC121806","14750","auto",NA,"2004",NA,NA,"10","15",NA,NA,NA,NA
"156","2021-03-01 16:24:27-03","UNICAMP","UEC","28187","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(A.DC.) O.Hoffm.","Nakajima, JN","Hensold, N; Rodrigues, MT; Menezes, NL; Kawasaki, ML","22228","1982","01","08",NA,"Brazil","Minas Gerais","estr. p/ Serra de Ouro Branco, 15 km",NA,"Erva, lígulas creme, capítulos amarelos","UEC120800",NA,NA,"Ouro branco","-43.6918983459473","-20.5207996368408","UEC120800","13809","auto",NA,"1998",NA,NA,"01",NA,NA,NA,NA,NA
"157","2021-03-01 16:24:27-03","UNICAMP","UEC","1742","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(A.DC.) O.Hoffm.","Barroso, GM","Leitão Filho, HF; Shepherd, GJ; Stubblebine, WH; et al.","9802","1978","12","14",NA,"Brazil","Minas Gerais","Serra do Caraça",NA,"Erva 20:30 cm, flores brancas; Nativa nas matas e campos rupestres","UEC120811",NA,NA,"Santa Bárbara","-43.4152984619141","-19.959400177002","UEC120811","33136","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2021-03-01 16:24:27-03","UNICAMP","UEC","118074","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(A.DC.) O.Hoffm.","Teles, AM","Guerreiro, S; Semir, J; Sajo, MG; Belinello, R","49","2000","09","19",NA,"Brazil","Minas Gerais",NA,NA,"Capítulos com lígulas brancas e lavanda; Encosta pedregosa após queimada","UEC120816",NA,NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328","UEC120816","26557","auto",NA,"2004",NA,NA,"10","14",NA,NA,NA,NA
"159","2021-03-01 16:24:27-03","UNICAMP","UEC","118078","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(A.DC.) O.Hoffm.","Teles, AM","Guerreiro, S; Semir, J; Sajo, MG; Belinello, R","55","2000","09","20",NA,"Brazil","Minas Gerais","Estr. para Santana do Riacho",NA,"Ligulas brancas, flores do disco creme; Campos arenosos","UEC120817",NA,NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328","UEC120817","26557","auto",NA,"2004",NA,NA,"10","14",NA,NA,NA,NA
"160","2021-03-01 16:24:27-03","UNICAMP","UEC","27750","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(A.DC.) O.Hoffm.","Nakajima, JN","Cordeiro, I; Kawasaki, ML; Pirani, JR; Furlan, A","20341","1981","10","06",NA,"Brazil","Minas Gerais","km 129 ao longo da rodovia Belo Horizonte-Conceição do Mato Dentro",NA,"Erva, ligulas alvas, flores tubulosas amarelas; Campo rupestre","UEC120818",NA,NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328","UEC120818","26557","auto",NA,"1998",NA,NA,"05",NA,NA,NA,NA,NA
"161","2021-03-01 16:24:27-03","UNICAMP","UEC","66774","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(A.DC.) O.Hoffm.","Loeuille, BFP","Cordeiro, I; Kawasaki, ML; Pirani, JR; Furlan, A","7540","1981","10","06",NA,"Brazil","Minas Gerais","Km 129 da Rodovia Belo Horizonte-Conceição do Mato Dentro",NA,"Ligulas alvas, flores tubulosas amarelas; Campo rupestre","UEC030691",NA,NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328","UEC030691","26557","auto",NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA
"162","2021-03-01 16:24:27-03","UNICAMP","UEC","125528","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(A.DC.) O.Hoffm.","Teles, AM","Kinoshita, LS; Costa, JY","00162","2000","11","22",NA,"Brazil","Minas Gerais","Parque Nacional Serra do Cipó, estrada para Vellozias Gigantes",NA,"Brácteas involucrais brancas, inflorescência branca","UEC121801",NA,NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328","UEC121801","26557","auto",NA,"2005",NA,NA,"03","16",NA,NA,NA,NA
"163","2021-03-01 16:24:27-03","UNICAMP","UEC","69494","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(A.DC.) O.Hoffm.","Teles, AM","Sakuragui, CM; Souza, VC","112","1990","08","04",NA,"Brazil","Minas Gerais","Serra do Cipó, Fazenda Cachoeira da Capivara",NA,"Erva, capítulos alvos; Campo arenoso","UEC121809",NA,NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328","UEC121809","26557","auto",NA,"2004",NA,NA,"10","14",NA,NA,NA,NA
"164","2021-03-01 16:24:27-03","UNICAMP","UEC","125058","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(A.DC.) O.Hoffm.","Teles, AM","Yamamoto, K; Sanches, AM","00102","2000","11","22",NA,"Brazil","Minas Gerais","Vellozia gigante",NA,"Erva, flores liguladas brancas e tubulosas amarelas","UEC121803",NA,NA,"Santana do Riacho","-43.7144012451172","-19.1688995361328","UEC121803","26557","auto",NA,"2005",NA,NA,"03","16",NA,NA,NA,NA
"165","2021-03-01 16:24:27-03","UNICAMP","UEC","125283","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(A.DC.) O.Hoffm.","Teles, AM","Kinoshita, LS; Alencar, ME","00403","2000","11","22",NA,"Brazil","Minas Gerais","Vellozias Gigantes, Parque Nacional Serra do Cipó",NA,"Erva ca. 10 cm, flores brancas; Campo rupestre","UEC121802","1240","1240","Santana do Riacho","-43.7144012451172","-19.1688995361328","UEC121802","26557","auto",NA,"2005",NA,NA,"03","16",NA,NA,NA,NA
"166","2021-03-01 16:24:27-03","UNICAMP","UEC","81309","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(A.DC.) O.Hoffm.","Teles, AM","Semir, J; Stehmann, JR; Dutilh, JHA","31927","1994","07","30",NA,"Brazil","Paraná",NA,NA,"Erva; Local úmido, sobre afloramento rochoso","UEC121804",NA,NA,"Jaguariaíva","-49.7057991027832","-24.2511005401611","UEC121804","44368","auto",NA,"2004",NA,NA,"10","15",NA,NA,NA,NA
"167","2021-03-01 16:24:23-03","UNICAMP","UEC","103536","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(A.DC.) O.Hoffm.","Teles, AM","Félix, LP; Laforge, A","s.n.","1996","04","06",NA,"Brazil","Paraná",NA,NA,"Erva, folhas rosuladas, flores alvas; Terrenos brejosos","UEC120814",NA,NA,"Tibagi","-50.4136009216309","-24.5093994140625","UEC120814","56988","auto",NA,"2004",NA,NA,"10","15",NA,NA,NA,NA
"168","2021-03-01 16:24:27-03","UNICAMP","UEC","36213","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(A.DC.) O.Hoffm.",NA,"Souza, LA; Kinoshita, LS; Stevaux, MCS; et al.","16533","1984","09","29",NA,"Brazil","São Paulo","Estrada entre Reserva do Inst. Florestal a S. José dos Alpes, +6 km",NA,"Erva em roseta, capítulos escaposo, creme; Mata de encosta e campo de altitude","UEC120794","1700","1700","Campos do Jordão","-45.5900001525879","-22.7299995422363","UEC120794","21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-03-01 16:24:27-03","UNICAMP","UEC","77398","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(A.DC.) O.Hoffm.","Nakajima, JN","Cordeiro, I; Rossi, L; Pastore, JA; Lopes Da Silva, E","1301","1994","03","28",NA,"Brazil","São Paulo","Estrada para São José dos Alpes",NA,"Erva, flores do disco amarelas e do raio alvas; Campos de altitude entremeados por matas","UEC120797",NA,NA,"Campos do Jordão","-45.5900001525879","-22.7299995422363","UEC120797","21048","auto",NA,"1998",NA,NA,"05",NA,NA,NA,NA,NA
"170","2021-03-01 16:24:27-03","UNICAMP","UEC","73166","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(A.DC.) O.Hoffm.","Hind, DJN","Tamashiro, JY; et al.","26793","1992","06","07",NA,"Brazil","São Paulo","Horto florestal, trilha do rio Sapucaí",NA,"Capítulos amarelos; Campo","UEC120804",NA,NA,"Campos do Jordão","-45.5900001525879","-22.7299995422363","UEC120804","21048","auto",NA,"1997",NA,NA,"10",NA,NA,NA,NA,NA
"171","2021-03-01 16:24:23-03","UNICAMP","UEC","101553","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(A.DC.) O.Hoffm.","Teles, AM","Furlan, A","313","1995","12","08",NA,"Brazil","São Paulo","Parque Estadual, estrada para São José dos Alpes",NA,"Erva, folhas rosuladas, inflorescência amarelada","UEC121805",NA,NA,"Campos do Jordão","-45.5900001525879","-22.7299995422363","UEC121805","21048","auto",NA,"2004",NA,NA,"10","15",NA,NA,NA,NA
"172","2021-03-01 16:24:27-03","UNICAMP","UEC","78387","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(A.DC.) O.Hoffm.","Nakajima, JN","Yamamoto, K; et al.","26712","1992","06","09",NA,"Brazil","São Paulo","Pico do Itapeva",NA,"Capítulos amarelo-creme; Campo de altitude","UEC120799",NA,NA,"Campos do Jordão","-45.5900001525879","-22.7299995422363","UEC120799","21048","auto",NA,"1995",NA,NA,"05",NA,NA,NA,NA,NA
"173","2021-03-01 16:24:27-03","UNICAMP","UEC","63259","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(A.DC.) O.Hoffm.","Hind, DJN","Koch, I; Salino, A; Goldenberg, R; Sposito, TC; Galvão, JC","26338","1992","06","07",NA,"Brazil","São Paulo","Trilha do Rio Sapucaí",NA,"Herbácea, flores brancas; Campo","UEC120798",NA,NA,"Campos do Jordão","-45.5900001525879","-22.7299995422363","UEC120798","21048","auto",NA,"1997",NA,NA,"10",NA,NA,NA,NA,NA
"174","2021-03-01 16:24:27-03","UNICAMP","UEC","70528","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(A.DC.) O.Hoffm.","Hind, DJN","Tamashiro, JY; Ivanauskas, NM; Souza, J de P; Miyagi, PH; Belinello, R; Fernandes, GD","874","1995","04","13",NA,"Brazil","São Paulo","Rampa de voo da Pedra do Bauzinho",NA,"Erva, capítulos brancos; Campo","UEC121800",NA,NA,"São Bento Do Sapucaí","-45.7299995422363","-22.6800003051758","UEC121800","18089","auto",NA,"1997",NA,NA,"10",NA,NA,NA,NA,NA
"175","2021-03-01 16:24:23-03","UNICAMP","UEC","108828","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(A.DC.) O.Hoffm.","Heiden, G","Freitas, L","614","1999","03","16",NA,"Brazil","São Paulo","Morro defronte entrada para Cach. Sto. Isidro",NA,"Erva 15-20cm, brácteas branco, corola amarelo vivo; Campo de altitude","UEC120791",NA,NA,"São José do Barreiro","-44.5699996948242","-22.6399993896484","UEC120791","30784","auto",NA,"2017",NA,NA,"10","18",NA,NA,NA,NA
"176","2021-03-01 16:24:27-03","UNICAMP","UEC","111310","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(A.DC.) O.Hoffm.","Esteves, RL","Freitas, L; San Martin-Gajardo, I","489","1998","12","28",NA,"Brazil","São Paulo","Parque Nacional da Serra da Bocaina",NA,"Erva ca. 20 cm, brácteas branco, flor amarelo; Campo de altitude","UEC120793",NA,NA,"São José do Barreiro","-44.5699996948242","-22.6399993896484","UEC120793","30784","auto",NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA
"177","2021-03-01 16:24:27-03","UNICAMP","UEC","126925","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(A.DC.) O.Hoffm.","Teles, AM","Freitas, L; San Martin-Gajardo, I","328","1998","03","16",NA,"Brazil","São Paulo","Parque Nacional da Serra da Bocaina",NA,"Erva, ca. 40 cm, flores amarelo, brácteas branco; Campo de altitude","UEC121808",NA,NA,"São José do Barreiro","-44.5699996948242","-22.6399993896484","UEC121808","30784","auto",NA,"2004",NA,NA,"10","14",NA,NA,NA,NA
"178","2021-03-01 16:24:27-03","UNICAMP","UEC","91682","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(A.DC.) O.Hoffm.","Gehrt, A","Hoehne, FC","31383","1934","01","04",NA,"Brazil","São Paulo","Parque do Estado",NA,"1ª secção botânica e agronomia do Insituto Biológico","UEC120796",NA,NA,"São Paulo","-46.6300010681152","-23.5400009155273","UEC120796","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2019-11-19 14:04:56-03","UFRPE","PEUFR","520","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(DC.) O. Hoffm.","Gehrt","F. Glasaner",NA,"1939","12","17",NA,"Brasil","São Paulo",NA,NA,NA,"PEUFR000520",NA,NA,"São Paulo","-46.6300010681152","-23.5400009155273",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2019-11-05 16:44:54-03","UFOP","OUPR","19317","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(Remy) O.Hoffm.","Heiden, G.","Messias, M.C.T.B.","1203","2006","11","13",NA,"Brasil","Minas Gerais","Serra de Itabirito",NA,"Campo rupestre arenoso e seco. Erva. Hemicriptófita. Flores brancas",NA,NA,NA,"Itabirito","-43.801399230957","-20.2532997131348",NA,"20553","auto",NA,"2011",NA,NA,"07","01",NA,NA,NA,NA
"181","2019-11-05 16:44:54-03","UFOP","OUPR","2293","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(Remy) O.Hoffm.","Lisboa, M.A.","Lisboa, M.A.","s.n.","1975","02","21",NA,"Brasil","Minas Gerais","Serra de Ouro Branco",NA,"Campo",NA,NA,NA,"Ouro Branco","-43.6918983459473","-20.5207996368408",NA,"13809","auto",NA,"1975",NA,NA,"02","28",NA,NA,NA,NA
"182","2019-11-05 16:44:54-03","UFOP","OUPR","20400","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(Remy) O.Hoffm.",NA,"Borges, R.A.X.","90","2005","04","12",NA,"Brasil","Minas Gerais","Serra de Ouro Branco",NA,"Campo rupestre. Herbáceo",NA,NA,NA,"Ouro Branco","-43.6918983459473","-20.5207996368408",NA,"13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2019-11-05 16:44:54-03","UFOP","OUPR","19276","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(Remy) O.Hoffm.",NA,"Borges, R.A.X.","1","2004","04","03",NA,"Brasil","Minas Gerais","Serra de Ouro Branco",NA,"Campo altitudinal com pequenos afloramentos. Herbáceo",NA,NA,NA,"Ouro Branco","-43.6918983459473","-20.5207996368408",NA,"13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2019-11-05 16:44:54-03","UFOP","OUPR","21449","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(Remy) O.Hoffm.",NA,"Lemes, F.O.A.","s.n.","2008","04","19",NA,"Brasil","Minas Gerais","Serra de Ouro Branco",NA,"Campo rupestre. Erva. Flores amarelas",NA,NA,NA,"Ouro Branco","-43.6918983459473","-20.5207996368408",NA,"13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2019-11-05 16:44:54-03","UFOP","OUPR","20076","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(Remy) O.Hoffm.","Borges, R.A.X.","Borges, R.A.X.; Cota, M.R.C.","123","2004","03","20",NA,"Brasil","Minas Gerais","Serra do Ribeiro",NA,"Campo limpo com arvoretas e cupinzeiros. Herbáceo",NA,NA,NA,"Ouro Branco","-43.6918983459473","-20.5207996368408",NA,"13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2019-11-05 16:44:54-03","UFOP","OUPR","2294","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(Remy) O.Hoffm.","Lisboa, M.A.","Lisboa, M.A.","s.n.","1975","02","21",NA,"Brasil","Minas Gerais","Caveira",NA,NA,NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"44599","auto",NA,"1975",NA,NA,"02","28",NA,NA,NA,NA
"187","2019-11-05 16:44:54-03","UFOP","OUPR","2291","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(Remy) O.Hoffm.","Badini, J.","Lisboa, M.A.","s.n.","1974","11","08",NA,"Brasil","Minas Gerais","Chapada",NA,NA,NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"44599","auto",NA,"1975",NA,NA,"01","14",NA,NA,NA,NA
"188","2019-11-05 16:44:54-03","UFOP","OUPR","2317","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(Remy) O.Hoffm.","Lisboa, M.A.","Lisboa, M.A.","s.n.","1972","05","28",NA,"Brasil","Minas Gerais","Chapada",NA,"Campo",NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"44599","auto",NA,"1972",NA,NA,"06","02",NA,NA,NA,NA
"189","2019-11-05 16:44:54-03","UFOP","OUPR","2292","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(Remy) O.Hoffm.","Lisboa, M.A.","Lisboa, M.A.","s.n.","1975","01","11",NA,"Brasil","Minas Gerais","Falcão",NA,NA,NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"44599","auto",NA,"1975",NA,NA,"01","14",NA,NA,NA,NA
"190","2019-11-05 16:44:54-03","UFOP","OUPR","2303","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(Remy) O.Hoffm.","Lisboa, M.A.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Falcão",NA,NA,NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2019-11-05 16:44:54-03","UFOP","OUPR","2304","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(Remy) O.Hoffm.","Lisboa, M.A.","Badini, J.","s.n.","1971","09","23",NA,"Brasil","Minas Gerais","Falcão",NA,NA,NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"44599","auto",NA,"1972",NA,NA,"06",NA,NA,NA,NA,NA
"192","2019-11-05 16:44:54-03","UFOP","OUPR","2307","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(Remy) O.Hoffm.","Badini, J.","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Falcão",NA,"Campo de solo ácido. Erva. Flores alvas",NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"44599","auto",NA,"1971",NA,NA,"09","23",NA,NA,NA,NA
"193","2019-11-05 16:44:54-03","UFOP","OUPR","2318","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(Remy) O.Hoffm.","Badini, J.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Falcão",NA,"Campo. Erva. Flores brancas",NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"44599","auto",NA,"1941",NA,NA,"11","13",NA,NA,NA,NA
"194","2019-11-05 16:44:54-03","UFOP","OUPR","5673","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(Remy) O.Hoffm.","Badini, J.","Badini, J.","s.n.","1971","09","23",NA,"Brasil","Minas Gerais","Falcão",NA,"Campo ácido. Erva",NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"44599","auto",NA,"1971",NA,NA,"09","23",NA,NA,NA,NA
"195","2019-11-05 16:44:54-03","UFOP","OUPR","4644","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Inulopsis","scaposa","Inulopsis scaposa","(Remy) O.Hoffm.","Badini, J.","Peron, M.V.","s.n.","1986","04","06",NA,"Brasil","Minas Gerais","Itacolomi",NA,"Campo ácido. Erva. Flores amarelas",NA,NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,"44599","auto",NA,"1986",NA,NA,"04","09",NA,NA,NA,NA
