"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","typeStatus","class","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","relatedCatalogItem"
"1","2021-03-15 16:37:00-03","NY","NYBG","971802","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Marsdenia","otoniensis","Marsdenia otoniensis","Fontella & Morillo","F. S. Espírito Santo","R. P. Belém","1625","1965","08","14","South America","Brazil","Minas Gerais","Teófilo Otoni","Margem da Rodovia Nanuque.","-41.5053","-17.8578","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094378' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971802","NY00971802_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-30 12:34:22-03","EAO","IAN","119919","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asclepiadaceae","Marsdenia","otoniensis","Marsdenia otoniensis","Fontella & Morillo","Rapini, A","Belém, RP","1625","1965","08","14","Southern America","Brasil","Minas Gerais","Teófilo Otoni","Margem da rodovia Nanuque.","-41.505298614502","-17.8575000762939",NA,"Planta de 1m de altura; flores marrons; cálice verde.","IAN119919",NA,"2007","05","21","62594","auto",NA,NA,NA,NA,NA,NA,NA
"3","2013-12-01 05:44:00-02","MO","MOBOT","1360351","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Marsdenia","otoniensis","Marsdenia otoniensis","Fontella & Morillo",NA,"Romeu P. Belém","Belém 1625","1965","8","14","South America","Brazil","Minas Gerais",NA,"Margen da rodovia Nanuque, Teófilo Otoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,NA,NA
"4","2019-10-07 09:13:34-03","UEFS","HUEFS","245607","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Marsdenia","otoniensis","Marsdenia otoniensis","Fontella & Morillo",NA,"Paula, L.F.A.de","1173","2018","03","23",NA,"Brasil","Minas Gerais","Nanuque","Pedra do Fritz.","-40.366667","-17.656944",NA,"Ilha de vegetação em afloramento rochoso.","HUEFS0245607","HUEFS0245607",NA,NA,NA,NA,NA,NA,"Asteranae","40W22'0''","17S39'25''","406","406",NA
"5","2020-07-23 11:58:26-03","CEPLAC","CEPEC","2438","PreservedSpecimen","Plantae",NA,NA,"Asclepiadaceae","Marsdenia","otoniensis","Marsdenia otoniensis",NA,"J. Fontella","R. P. Belém","1625","1965","08","14",NA,"Brasil","Minas Gerais","NANUQUE","Margem da Rodovia Nanuque/Teofilo Otoni.","-40.3539009094238","-17.8391990661621",NA,NA,NA,NA,NA,NA,NA,"46980","auto","Holótipo",NA,NA,NA,NA,NA,"05/05/1993"
"6","2020-07-29 09:03:33-03","UnB","UB","117851","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Apocynaceae","Marsdenia","otoniensis","Marsdenia otoniensis","Fontella & Morillo","Rapini, A","Belém, RP","1625","1965","08","14","Southern America","Brasil","Minas Gerais",NA,"Margem da Rodovia Nanuque-Teófilo Otoni",NA,NA,NA,"Flores marrom, cálice verde; cálice verde; planta de 1 m","UB0036699","UB0036699","2010","04",NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA
