"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","geoFlag","dayIdentified","typeStatus","verbatimLongitude","verbatimLatitude","class","order"
"11","2020-12-11 11:38:23-03","UFMG","BHCB","198078","PreservedSpecimen","Plantae","Dicotyledon","Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Ruiz & Pav.",NA,"2018","09","Adamek, M; Kaczmarczyk, A; Satter, D; Paula, CHR da","240",NA,NA,NA,"Southern America","Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, Vale do Rio Beija-Flor.","-43.002222","-22.447222",NA,NA,NA,"DMA 240&nf;; Árvore, altura ca. 3 metros.","BHCB198078","BHCB198078",NA,"03","Paratypus","-43.002222","-22.447222",NA,NA
"12","2021-02-11 17:20:00-03","UFPR","UPCB","53847","PreservedSpecimen","Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah","Caddah, M.K.","2014",NA,"Boudet Fernandes, H.","3304","2003","03","18",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","BLOQUEADO",NA,NA,NA,"800","800","Árvore 10m x 12cm diâm., fruto verde. Mata Atlântica de Encosta..","UPCB0015379","UPCB0015379",NA,NA,NA,"9999","9999",NA,NA
"13","2021-02-11 17:20:00-03","UFPR","UPCB","53848","PreservedSpecimen","Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah","Caddah, M.K.","2014",NA,"Kollmann, R.L.","4881","2001","10","23",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,"800","800","Arvoreto 12m, DAP 10cm, fuste 6m, flores brancas..","UPCB0015399","UPCB0015399",NA,NA,"Paratype","9999","9999",NA,NA
"14","2021-02-11 17:20:00-03","UFPR","UPCB","53849","PreservedSpecimen","Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah","Caddah, M.K.","2014",NA,"Vervloet, R.R.","1040","2002","09","24",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,NA,NA,"Arvoreto com 8m, fundo de vale, dossel 18m, flores de cor branca, folha parte ventral verde, dorsal branca..","UPCB0015377","UPCB0015377",NA,NA,"Paratype","9999","9999",NA,NA
"15","2021-02-11 17:20:00-03","UFPR","UPCB","53851","PreservedSpecimen","Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah","Caddah, M.K.","2014",NA,"Thomas, L.D.","859","1994","10","14",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,"650","800","6m, PAP 32cm, caule interno branco, flores, ápice ovário puberulo. Mata Atlântica de Encosta..","UPCB0015402","UPCB0015402",NA,NA,"Paratype","9999","9999",NA,NA
"16","2021-02-11 17:20:00-03","UFPR","UPCB","53852","PreservedSpecimen","Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah","Caddah, M.K.","2014",NA,"Thomas, L.D.","860","1993","09","21",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,"650","800","8m, PAP 34cm, caule interno branco, com nervuras externas, botões. Mata Atlântica de Encosta..","UPCB0015398","UPCB0015398",NA,NA,"Paratype","9999","9999",NA,NA
"17","2021-02-11 17:20:00-03","UFPR","UPCB","53853","PreservedSpecimen","Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah","Caddah, M.K.","2014",NA,"Kollmann, R.L.","787","1998","10","27",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,"750","750","Arvoreto 7m, DAP 20cm, fuste 1m, frutos verdes..","UPCB0015380","UPCB0015380",NA,NA,"Paratype","9999","9999",NA,NA
"18","2021-02-11 17:20:00-03","UFPR","UPCB","53854","PreservedSpecimen","Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah","Caddah, M.K.","2014",NA,"Kollmann, R.L.","500","1998","09","09",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,"750","750","Arvoreto 7m, DAP 12cm, fuste 4m, flores brancas. Mata de encosta..","UPCB0015397","UPCB0015397",NA,NA,"Holotype","9999","9999",NA,NA
"19","2021-02-11 17:20:00-03","UFPR","UPCB","53855","PreservedSpecimen","Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah","Caddah, M.K.","2014",NA,"Thomas, L.D.","1624","1995","01","17",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,"650","800","6m, PAP 32cm, caule interno branco, fruto esverdeado. Mata Atlântica de Encosta..","UPCB0015395","UPCB0015395",NA,NA,"Paratype","9999","9999",NA,NA
"20","2021-02-11 17:20:00-03","UFPR","UPCB","53856","PreservedSpecimen","Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah","Caddah, M.K.","2014",NA,"Kollmann, R.L.","4513","2001","09","05",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,NA,NA,"arvoreto 7m, meia sombra, flor branca..","UPCB0015383","UPCB0015383",NA,NA,"Paratype","9999","9999",NA,NA
"21","2021-02-11 17:20:00-03","UFPR","UPCB","67222","PreservedSpecimen","Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah","Caddah, M.K.","2014",NA,"Caddah, M.K.","754","2010","01","22",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Casa do Seu David Müller.","-42.831389","-22.629722",NA,"1370","1370","Arvoreta ca. 4,5m, frutos imaturos verdes..","UPCB0015400","UPCB0015400",NA,NA,NA,"-42.831389","-22.629722",NA,NA
"22","2021-02-11 17:20:00-03","UFPR","UPCB","62622","PreservedSpecimen","Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah","Goldenberg, R.","2018",NA,"Goldenberg, R.","1178","2008","07","18",NA,"Brasil","Espírito Santo","Castelo","BLOQUEADO",NA,NA,NA,"1250","1600","Árvore 8m. em floresta. Botões muito jovens. Floresta ombrófila densa altomontana..","UPCB0015376","UPCB0015376",NA,NA,NA,"9999","9999",NA,NA
"23","2021-02-11 17:20:00-03","UFPR","UPCB","63611","PreservedSpecimen","Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah","Caddah, M.K.","2014",NA,"Fraga, C.N.","1832","2008","02","13",NA,"Brasil","Espírito Santo","Castelo","BLOQUEADO",NA,NA,NA,"1250","1250","Arbusto ca. 4m, folhas discolores, frutos verdes. Mata nebular. Floresta ombrófila densa altomontana..","UPCB0015382","UPCB0015382",NA,NA,"Paratype","9999","9999",NA,NA
"24","2021-02-11 17:20:00-03","UFPR","UPCB","63758","PreservedSpecimen","Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah","Caddah, M.K.","2014",NA,"Goldenberg, R.","1224","2008","07","22",NA,"Brasil","Espírito Santo","Cariacica","BLOQUEADO",NA,NA,NA,"525","525","Árvore 8m. Botões ainda jovens. Floresta Ombrófila Densa Montana..","UPCB0015396","UPCB0015396",NA,NA,"Paratype","9999","9999",NA,NA
"25","2021-02-11 17:20:00-03","UFPR","UPCB","67189","PreservedSpecimen","Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah","Caddah, M.K.","2014",NA,"Caddah, M.K.","718","2010","01","18",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, proximidades da trilha do Rancho Frio, margem do rio Beija-Flor, próximo à trilha suspensa.","-43.015556",NA,NA,"1400","1400","Árvore ca. 11m, frutos imaturos verdes, maduros roxos. Coleta em sílica.","UPCB0015384","UPCB0015384",NA,NA,NA,"-43.015556",NA,NA,NA
"26","2021-02-11 17:20:00-03","UFPR","UPCB","71907","PreservedSpecimen","Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah","Caddah, M.K.",NA,NA,"Caddah, M.K.","841","2011","02","06",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,"900","900","Árvore ca. 6m. Frutos imaturos. Coleta em sílica..","UPCB0015381","UPCB0015381",NA,NA,NA,"9999","9999",NA,NA
"27","2021-02-11 17:20:00-03","UFPR","UPCB","81125","PreservedSpecimen","Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah","Caddah, M.K.","2014","12","Caddah, M.K.","909","2013","12","08",NA,"Brasil","Rio de JAneiro","Teresópolis","Parque Nacional da Serra dos Órgãos. Trilha suspensa.","-42.998","-22.457",NA,NA,NA,"Frutos jovens..","UPCB0015394","UPCB0015394",NA,"08",NA,"-42.998","-22.457",NA,NA
"28","2021-02-11 17:20:00-03","UFPR","UPCB","91180","PreservedSpecimen","Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah",NA,NA,NA,"Meyer, F.S.","2071","2014","10","05",NA,"Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgãos, Parque Nacional da Serra dos Órgãos","-42.993427","-22.456134",NA,NA,NA,"Arvoreta ca. 7m alt., coletada em região de Floresta Ombrófila Densa Montana, na região da trilha suspensa. Folhas discolores, com margem suavemente crenulada. Flores com pétalas brancas ou creme..","UPCB0028314","UPCB0028314",NA,NA,"Paratype","-42.993427","-22.456134",NA,NA
"29","2021-02-11 17:20:00-03","UFPR","UPCB","91917","PreservedSpecimen","Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah","Goldenberg, R.","2018",NA,"Nadruz, M. et al.","2061","2007","09","27",NA,"Brasil","Rio de Janeiro","Magé","Parque Nacional da Serra dos Órgãos, Distrito de Santo Aleixo, trilha coruja-italianos, beirando o rio. Floresta Ombrófila Densa Baixo Montana","-43.031944","-22.509167",NA,"530","530","Mata secundária. Lâmina membranácea fortemente discolor, ferrugínea abaxialmente; flores cremes, odor adocicado. Altura: 5m. Hábito/Forma de vida: Árvore..","UPCB0033376","UPCB0033376",NA,NA,"Paratype","-43.031944","-22.509167",NA,NA
"30","2021-02-23 16:20:39-03","UFPR","UPCB","97127","PreservedSpecimen","Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah","Goldenberg, R.","2020",NA,"Uhlmann, A. | Caglioni, E.","1200 (1)","2012","05","06",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Pousada Vale dos Santos.","-42.556944","-22.369444",NA,"1200","1200","Mata Atlântica.","UPCB0046997",NA,NA,NA,NA,"-42.556944","-22.369444",NA,NA
"31","2021-02-11 17:20:00-03","UFPR","UPCB","60378","PreservedSpecimen","Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah","Caddah, M.K.","2014",NA,"Nadruz, M.","1918","2007","09","25",NA,"Brasil","Rio de Janeiro","Magé","Distrito de Santo Aleixo, Fazenda Floresta do Pico, picada do Córrego das Pedras Negras, trilha para o Pico Grande.","-43.040599822998","-22.6527996063232","20531","200","500","Árvore 10m, lâmina fortemente discolor, levemente ferrugínea abaxialmente, pétalas, sépalas e estames alvos..","UPCB0015403","UPCB0015403","auto",NA,"Paratype",NA,NA,NA,NA
"32","2021-02-11 17:20:00-03","UFPR","UPCB","71199","PreservedSpecimen","Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah","Caddah, M.K.","2014",NA,"Polisel, R.T.","565","2008","03","28",NA,"Brasil","São Paulo","Bananal","Estação Ecológica de Bananal, ao longo da trilha para a Pedra Vermelha, em área de Floresta Ombrófila Densa (SAD, Zona 23K, 565027S, 7477778W, 1115m).","-44.3199996948242","-22.6800003051758","26795",NA,NA,"Arvoreta de 4m. Frutos imaturos verdes..","UPCB0015393","UPCB0015393","auto",NA,"Paratype",NA,NA,NA,NA
"33","2021-02-11 17:20:00-03","UFPR","UPCB","93319","PreservedSpecimen","Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah","R. Goldenberg","2018","09","M. Nadruz | A.C.G. Ramos | N.L.A. Nunes | A. Lobão | C. Cronemberg","1998","2007","09","25",NA,"Brasil","Rio de Janeiro","Magé","Parque Nacional da Serra dos Órgãos","-43.040599822998","-22.6527996063232","20531","200","500","Distrito de Santo Aleixo, picada do córrego das pedras negras, trilha para pico grande, fazenda floresta do pico. Floresta Ombrófila Baixo Montana. mata secundária. Lâmina fortemente discolor, cor de palha abaxialmente; flores esbran","UPCB0040876","UPCB0040876","auto","03",NA,NA,NA,NA,NA
"34","2021-02-11 17:20:00-03","UFPR","UPCB","85741","PreservedSpecimen","Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah","Goldenberg, R.","2019",NA,"Nadruz, M. et al.","2451","2010","09","21",NA,"Brasil","Rio de Janeiro","Magé","Parque Nacional da Serra dos Órgãos, Trilha Santo Aleixo-Caxambú","-43.040599822998","-22.6527996063232","20531",NA,NA,"Floresta em regeneração com poucas epífitas. Lâmina membranácea fortemente discolor, cor de palha na face abaxial; pedúnculo, pedicelo e botões cor de palha. Altura 7 m. Habitat: Mata secundária..","UPCB0014855","UPCB0014855","auto",NA,NA,NA,NA,NA,NA
"35","2021-02-11 17:20:00-03","UFPR","UPCB","81124","PreservedSpecimen","Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah","Caddah, M.K.","2014","03","Lima, D.F.","442","2014","03","19",NA,"Brasil","Rio de JAneiro","Teresópolis","Parque Nacional da Serra dos Órgãos. Trilha Suspensa.","-42.9655990600586","-22.4122009277344","38539",NA,NA,"Árvore 8m. Botões jovens; frutos imaturos verdes..","UPCB0015391","UPCB0015391","auto",NA,NA,NA,NA,NA,NA
"36","2020-07-03 17:09:34-03","MBML","MBML-HERBARIO","36078",NA,"Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana",NA,"(UPCB 6375) Caddah, M.K.2014",NA,NA,"R. Goldenberg; et al","1224","2008","07","22",NA,"Brasil","Espírito Santo","Cariacica","Reserva Biológica Duas Bocas","-40.525","-20.267778",NA,NA,NA,NA,"MBML036078","MBML036078",NA,NA,"PARATIPO","40W31'30","20S16'4",NA,NA
"37","2020-07-10 09:47:29-03","MBML","MBML-HERBARIO","33762",NA,"Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah","(UPCB 63611): Caddah",NA,NA,"C. N. de Fraga; et al","1832","2008","02","13",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.101667","-20.526944",NA,NA,NA,"Mata Nebular. Arbusto ca. 4m alt, folhas discolores, frutos verdes. Material prensado em álcool.","MBML033762","MBML033762",NA,NA,"PARATIPO","41W6'6","20S31'37",NA,NA
"38","2020-07-10 09:47:29-03","MBML","MBML-HERBARIO","52355",NA,"Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah","J.F.A. Baumgratz/2017",NA,NA,"L.A.F. Santos Filho; M.J.F. Barros, R.S. Couto, M. Nadruz & P. Godinho","104","2010","03","30",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos. Trilha da Cabeça do Peixe, entrada pela BR-116","-43.006111","-22.466111",NA,"1100","1100","Ramos e pecíolos verdes, folhas com a face adaxial verde e face abaxial pardacenta com as nervuras esverdeadas, infrutescência verde-pardacenta, frutos jovens verdes. Altura 6m. Hábito/Forma de vida. Árvore","MBML052355","MBML052355",NA,NA,NA,"43W0'22","22S27'58",NA,NA
"39","2020-07-10 09:47:29-03","MBML","MBML-HERBARIO","53577",NA,"Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah","R. Goldenberg/03-09-2018",NA,NA,"C.S. Pardo","1357","2004","09","25",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, Matas do Rio Paquequer prox. Ao km 2 da estrada para Barragem","-42.9655990600586","-22.4122009277344","38539","1135","1135","Árvore ca. 8m e CAP 21,5cm. Página inferior dourado-ferrugínea","MBML053577","MBML053577","auto",NA,NA,NA,NA,NA,NA
"40","2020-07-15 14:43:34-03","UNESP-RC","HRCB","74977","PreservedSpecimen","Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah","R. Goldenberg",NA,NA,"Pardo",NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos","-42.9655990600586","-22.4122009277344","38539",NA,NA,NA,NA,NA,"auto",NA,"Parátipo",NA,NA,NA,NA
"41","2019-11-13 11:25:36-03","USP","SPF","242149","PreservedSpecimen","Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah","Goldenberg, R","2018","09","Nadruz, MA","1998","2007","09","25",NA,"Brasil","Rio de Janeiro","Magé","Parque Nacional da Serra dos Órgãos","-43.040599822998","-22.6527996063232","20531","200","500",NA,"SPF00242149",NA,"auto","03","paratype",NA,NA,NA,NA
"42","2019-10-07 09:34:29-03","UEFS","HUEFS","247322","PreservedSpecimen","Plantae","Angiospermae","Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah",NA,NA,NA,"Pardo, C.S.","1569","2004","12","15",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, Matas do Rio Paquequer próx. Ao Km 2,0 da Estrada para Barragem.","-42.9655990600586","-22.4122009277344","38539","1135","1135",NA,"HUEFS0247322","HUEFS0247322","auto",NA,"Parátipo",NA,NA,"Rosanae","Myrtales"
"43","2020-07-23 12:13:13-03","CEPLAC","CEPEC","146849","PreservedSpecimen","Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana",NA,"R. Goldenberg",NA,NA,"C. S. Pardo","391",NA,NA,NA,NA,"Brasil","Rio de Janeiro","TERESÓPOLIS",NA,"-42.9655990600586","-22.4122009277344","38539",NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"auto",NA,"Paratipo",NA,NA,NA,NA
"44","2021-02-23 13:22:45-03","MN","R-TIPOS","52466","PreservedSpecimen","Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah",NA,NA,NA,"Rose, L.; Lutz, B.M.J. 8",NA,"1948","08","22",NA,"Brasil","Rio de Janeiro",NA,"Serra dos Órgãos",NA,NA,NA,NA,NA,NA,"R000052466",NA,NA,NA,"Paratypus",NA,NA,NA,NA
"45","2021-02-23 13:22:45-03","MN","R-TIPOS","49865","PreservedSpecimen","Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah",NA,NA,NA,"Mello Filho, L.E.","870",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Teresópolis","Granja Comari","-42.9655990600586","-22.4122009277344","38539",NA,NA,NA,"R000049865",NA,"auto",NA,"Paratypus",NA,NA,NA,NA
"46","2021-02-23 13:22:45-03","MN","R-TIPOS",NA,"PreservedSpecimen","Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah","Goldenberg, R.","2018","09","Pardo, C.S.","1804","2005","03","11",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos","-42.9655990600586","-22.4122009277344","38539","1135","1135",NA,NA,NA,"auto","03","Isoparatypus",NA,NA,NA,NA
"47","2021-02-23 13:22:45-03","MN","R-TIPOS","22645","PreservedSpecimen","Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah",NA,NA,NA,"Brade, A.C.","9377","1929","09","25",NA,"Brasil","Rio de Janeiro","Teresópolis","Quebra Frasco","-42.9655990600586","-22.4122009277344","38539","1000","1000",NA,"R000022645",NA,"auto",NA,"Paratypus",NA,NA,NA,NA
"48","2020-08-20 14:57:55-03","UFSC","FLOR","66646","PreservedSpecimen","Plantae",NA,"Melastomataceae","Miconia","goldenbergiana","Miconia goldenbergiana","Caddah","Goldenberg, R.","2018","09","Pardo, C.S.","719","2004","03","22",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, Matas do Rio Paquequer, próximo ao km 2 da Estrada para Barragem ca. 1135 msm.","-42.9655990600586","-22.4122009277344","38539",NA,NA,"Árvore ca. 10,2 metros e CAP 19,3 cm. Pagina inferior dourado-ferrugínea, frutos maduros azuis arroxeados. Projeto ecologia e conservação da biodiversidade em áreas agrícolas","FLOR0066646",NA,"auto","03","Paratypus",NA,NA,NA,"Myrtales"
