"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"11","2019-10-09 11:10:25-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Enydra","anagallis","Enydra anagallis","Gardner",NA,"Salgado, C","115","Southern America","Argentina","Corrientes","Desmochado 4ta. Sección, al S de Bella Vista, 2,5 km al W de ruta 123",NA,"Flores verdosas.; En sanjón",NA,NA,"Salgado, SC","1998","11","14","Depto. Bella Vista",NA,NA,NA,NA,NA,NA,NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 08:49:01-03","NBC","NL-BOTANY","L.3686571","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Enydra","anagallis","Enydra anagallis","Gardner",NA,"Hassler E",NA,"Southern America","Paraguay",NA,"Paraguaria centralis: In regione lacus Ypacaray.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3686571 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3686571","NL-L3686571",NA,"1913","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"13","2020-02-08 08:49:01-03","NBC","NL-BOTANY","L.3753159","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Enydra","anagallis","Enydra anagallis","Gardner",NA,"Pedersen TM",NA,"Southern America","Argentina",NA,"Estancia 'La Yela'. Dep. empedrado. PProv. Corrientes.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3753159 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3753159","NL-L3753159",NA,"1983","11","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"14","2020-02-08 08:49:01-03","NBC","NL-BOTANY","L.3758225","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Enydra","anagallis","Enydra anagallis","Gardner",NA,"Pedersen TM",NA,"Southern America","Argentina",NA,"Carambola (ea. 'Fortin del Iberá').",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3758225 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3758225","NL-L3758225",NA,"1982","11","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"15","2020-02-08 08:49:01-03","NBC","NL-BOTANY","U.1118417","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Enydra","anagallis","Enydra anagallis","Gardner",NA,"Lima DA; Irgang BE",NA,"Southern America","Brazil",NA,"Brasil, Cidade de Torres.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1118417 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1118417","NL-U1118417",NA,"1972","11","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"16","2020-02-08 08:49:01-03","NBC","NL-BOTANY","U.1118424","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Enydra","anagallis","Enydra anagallis","Gardner",NA,"Renvoize SA; Wilmot-Dear CM; Tur N",NA,"Southern America","Argentina",NA,"Argentina.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1118424 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1118424","NL-U1118424",NA,"1978","11","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"17","2020-02-08 08:49:01-03","NBC","NL-BOTANY","U.1118425","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Enydra","anagallis","Enydra anagallis","Gardner",NA,"Pedersen TM",NA,"Southern America","Argentina",NA,"Plants of Argentina, Estancia,,santa Teresa'', Dep. Mburucuya, Prov. Corrientes.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1118425 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1118425","NL-U1118425",NA,"1958","05","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"18","2020-02-08 08:49:01-03","NBC","NL-BOTANY","WAG.1285694","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Enydra","anagallis","Enydra anagallis","Gardner",NA,"Pedersen TM",NA,"Southern America","Argentina","Corrientes","Carambola (Concepción).",NA,"Wooded edge of swamp.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1285694 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1285694","NL-WAG1285694","Pedersen TM","1988","04","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","WAG0075817",NA,NA,NA
"19","2020-02-08 08:49:01-03","NBC","NL-BOTANY","WAG.1285695","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Enydra","anagallis","Enydra anagallis","Gardner",NA,"Pedersen TM",NA,"Southern America","Argentina",NA,"Estancia 'La Yela'. Dep. empedrado. PProv. Corrientes.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1285695 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1285695","NL-WAG1285695",NA,"1983","11","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"20","2020-02-08 08:49:01-03","NBC","NL-BOTANY","WAG.1285696","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Enydra","anagallis","Enydra anagallis","Gardner",NA,"Pedersen TM",NA,"Southern America","Argentina",NA,"Carambola (ea. 'Fortin del Iberá').",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1285696 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1285696","NL-WAG1285696",NA,"1982","11","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"21","2020-02-08 08:49:01-03","NBC","NL-BOTANY","WAG.1285697","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Enydra","anagallis","Enydra anagallis","Gardner",NA,"Pedersen TM",NA,"Southern America","Argentina",NA,"Carambola (ea. 'Fortin del Iberá').",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1285697 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1285697","NL-WAG1285697",NA,"1982","11","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"22","2020-11-04 11:01:39-03","ESALQ","ESA","116917","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Enydra","anagallis","Enydra anagallis",NA,NA,"Rodrigues, M.E.F.","670.0",NA,"Brasil","São Paulo",NA,NA,NA,"ESA116917",NA,"Rodrigues, M.E.F.","2010","12","01","Iguápe","-47.5499992370605","-24.7000007629395","55628","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:01:39-03","ESALQ","ESA","118018","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Enydra","anagallis","Enydra anagallis",NA,NA,"Rodrigues, M.E.F.","115.0",NA,"Brasil","São Paulo",NA,NA,NA,"ESA118018",NA,"Amaral, M.C.E.","2007","03","01","Mairiporã","-46.5800018310547","-23.3099994659424","15840","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:01:39-03","ESALQ","ESA","117779","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Enydra","anagallis","Enydra anagallis",NA,NA,"Rodrigues, M.E.F.","118.0",NA,"Brasil","São Paulo",NA,NA,NA,"ESA117779",NA,"Amaral, M.C.E.","2005","04","01","São Bernardo do Campo","-46.560001373291","-23.6900005340576","31119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:01:39-03","ESALQ","ESA","118022","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Enydra","anagallis","Enydra anagallis",NA,NA,"Rodrigues, M.E.F.","71.0",NA,"Brasil","São Paulo",NA,NA,NA,"ESA118022",NA,"Amaral, M.C.E.","2006","11","01","São Bernardo do Campo","-46.560001373291","-23.6900005340576","31119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:01:39-03","ESALQ","ESA","118017","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Enydra","anagallis","Enydra anagallis",NA,NA,"Rodrigues, M.E.F.","70.0",NA,"Brasil","São Paulo",NA,NA,NA,"ESA118017",NA,"Amaral, M.C.E.","2006","11","01","São Bernardo do Campo","-46.560001373291","-23.6900005340576","31119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:01:39-03","ESALQ","ESA","118021","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Enydra","anagallis","Enydra anagallis",NA,NA,"Rodrigues, M.E.F.","11.0",NA,"Brasil","São Paulo",NA,NA,NA,"ESA118021",NA,"Amaral, M.C.E.","2005","04","01","São Bernardo do Campo","-46.560001373291","-23.6900005340576","31119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:01:39-03","ESALQ","ESA","118020","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Enydra","anagallis","Enydra anagallis",NA,NA,"Rodrigues, M.E.F.","5.0",NA,"Brasil","São Paulo",NA,NA,NA,"ESA118020",NA,"Amaral, M.C.E.","2005","04","01","São Bernardo do Campo","-46.560001373291","-23.6900005340576","31119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:01:39-03","ESALQ","ESA","117780","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Enydra","anagallis","Enydra anagallis",NA,NA,"Rodrigues, M.E.F.","5.0",NA,"Brasil","São Paulo",NA,NA,NA,"ESA117780",NA,"Amaral, M.C.E.","2005","04","01","São Bernardo do Campo","-46.560001373291","-23.6900005340576","31119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:01:39-03","ESALQ","ESA","118042","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Enydra","anagallis","Enydra anagallis",NA,NA,"Rodrigues, M.E.F.","81.0",NA,"Brasil","São Paulo",NA,NA,NA,"ESA118042",NA,"Rodrigues, M.E.F.","2007","01","01","São Paulo","-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:01:39-03","ESALQ","ESA","118358","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Enydra","anagallis","Enydra anagallis",NA,NA,"Macedo, C.C.L.","7.0",NA,"Brasil","São Paulo",NA,NA,NA,"ESA118358","ESA118358","Rodrigues, M.E.F.","2007","05","01","São Paulo","-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-19 10:22:50-03","CPAP","CPAP","13066","PreserverdSpecimen","Plantae",NA,NA,"Asteraceae","Enydra","anagallis","Enydra anagallis","Gardner",NA,"Pott, V. J.","2392",NA,"Brasil","MS","Fazenda Acurizal; Pantanal - corixo Mutum; em frente a sede",NA,"Erva aquática flutuante fixa. FLOR: creme. FRUTO: . INTERESSE: . FREQUÊNCIA: Muito frequente. AMBIENTE: Corixo - curso d'água permanente. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,NA,"1994","08","20","Corumbá","-57.183333","-19.583333",NA,NA,"57°11' W","19°35' S","100","100",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-19 10:22:50-03","CPAP","CPAP","17832","PreserverdSpecimen","Plantae",NA,NA,"Asteraceae","Enydra","anagallis","Enydra anagallis","Gardner",NA,"Damasceno Jr., G. A.","849",NA,"Brasil","MS","Logradouro - fazenda Rabicho",NA,"Erva aquática. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Entre duas faixas de mata ciliar. SUBSTRATO: . RELEVO: .",NA,NA,NA,"1994","06","17","Corumbá","-57.450278","-19.021111",NA,NA,"57°27'01'' W","19°01'16'' S","80","80",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-19 10:22:50-03","CPAP","CPAP","4042","PreserverdSpecimen","Plantae",NA,NA,"Asteraceae","Enydra","anagallis","Enydra anagallis","Gardner",NA,"Pott, A.","3462",NA,"Brasil","MS","Fazenda Acurizal; Sub-região do Nabileque; Pantanal - sede, beira do Corixo Mutum",NA,"Erva estolonífera prostrada fistulosa aquática/palustre. FLOR: esverdeada. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Frequente. AMBIENTE: Beira de corixo (rio estacional) alagável. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,NA,"1987","09","27","Corumbá","-57.166667","-19.633333",NA,NA,"57°10' W","19°38' S","90","90",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-19 10:22:50-03","CPAP","CPAP","20859","PreserverdSpecimen","Plantae",NA,NA,"Asteraceae","Enydra","anagallis","Enydra anagallis","Gardner",NA,"Garcia, H. C.","41",NA,"Brasil","MS","Baía do Tuiuiú; rio Paraguai; Pantanal",NA,". FLOR: esverdeada. FRUTO: . INTERESSE: . FREQUÊNCIA: Pouco frequente. AMBIENTE: Lagoa marginal e área inundável. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"Garcia, H. C.","2005","11","02","Corumbá","-57.6533012390137","-19.0091991424561","295160","auto","57 35'26''W","18 48'12''S",NA,NA,"2006","09",NA,NA,NA,NA,NA,NA
"36","2020-11-19 10:22:50-03","CPAP","CPAP","10370","PreserverdSpecimen","Plantae",NA,NA,"Asteraceae","Enydra","anagallis","Enydra anagallis","Gardner",NA,"Pott, V. J.","1841",NA,"Brasil","MS","Terminal da Branave, lado Leste do aterro, no Porto de Ladário, Pantanal",NA,"Erva aquática emergente. FLOR: branca. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Muito frequente. AMBIENTE: Lagoa de meandro na planície de inundação do rio. SUBSTRATO: solo calcário, argiloso fértil. RELEVO: plano deprimido.",NA,NA,"V. J. Pott","1993","02","19","Ladário","-58","-19.016667",NA,NA,"57°60' W","19°01' S","85","85","1993","02","19",NA,NA,NA,NA,NA
"37","2015-07-02 14:42:10-03","JBP","HPL","9486","S","Plantae",NA,NA,"Asteraceae","Enydra","anagallis","Enydra anagallis","Gardner",NA,"Souza, V.C. & Kinupp, V.F.","30565",NA,"Brasil","RS","Coletado em área de restinga degradada na margem da Estrada do Mar.",NA,NA,NA,NA,"V.C. Souza","2005","01","22","Xangri-lá","-50.0436","-29.8008","7917","auto",NA,NA,NA,NA,"2011","02","10",NA,NA,NA,NA,NA
"38","2019-02-15 11:34:10-02","IPA","IPA","77046","S","Plantae","Plantae",NA,"Asteraceae","Enydra","anagalis","Enydra anagalis","Gardner",NA,"Gonzatti, F.","1835","Southern America","Brasil","Rio Grande do Sul","Lagoa das Traíras., Margem da lagoa.",NA,"Erva prostrada com talos submersos.","IPA0077046","IPA0077046","Gonzatti, F.; Gaio, J.","2015","04","20","Osório","-50.185278","-29.869722",NA,NA,"-50.185278","-29.869722","3","3","2015","05","05",NA,NA,NA,NA,NA
"39","2019-08-27 13:27:21-03","IAP","PACA-AGP","69356","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Enydra","anagallis","Enydra anagallis","Gardner",NA,"Silva","471",NA,"Brasil","PR","Brejatuba",NA,"capitulos amarelos Habitat: depressoes brejosas de restinga","PACA069356",NA,"G. Hatschbach","1958","01","10","Guaratuba","-48.5746994018555","-25.8827991485596","41937","auto",NA,NA,NA,NA,"1988",NA,NA,"Magnoliatae",NA,NA,NA,NA
"40","2019-08-27 13:27:21-03","IAP","PACA-AGP","97657","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Enydra","anagallis","Enydra anagallis","Gardner",NA,"Mondin, C.","2157",NA,"Brasil","RS","Pacheca",NA,"abundante, flores brancas&nf;HASU 14230 Habitat: banhado Hábito: erva aquática","PACA097657",NA,"C. Mondin","2001","01","06","Camaquã","-51.812198638916","-30.8511009216309","49429","auto",NA,NA,NA,NA,"2001","01",NA,"Magnoliatae",NA,NA,NA,NA
"41","2019-08-27 13:27:21-03","IAP","PACA-AGP","44517","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Enydra","anagallis","Enydra anagallis","Gardner",NA,"Rambo, B.",NA,NA,"Brasil","RS","Lagoa dos Barros",NA,"SEM MATERIAL Habitat: in paludosis Fenofase: flor","PACA044517",NA,"Emrich-Rambo","1944","11","19","Osório","-50.2696990966797","-29.8866996765137","27350","auto",NA,NA,NA,NA,"1954","06","09","Magnoliatae",NA,NA,NA,NA
"42","2019-08-27 13:27:21-03","IAP","PACA-AGP","51721","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Enydra","anagallis","Enydra anagallis","Gardner",NA,"Rambo, B.",NA,NA,"Brasil","RS","Lagoa dos Quadros",NA,"Habitat: in paludosis Fenofase: flor","PACA051721",NA,"Emrich-Rambo","1952","01","08","Palmares do Sul","-50.5097007751465","-30.2577991485596","31350","auto",NA,NA,NA,NA,"1954","06","09","Magnoliatae",NA,NA,NA,NA
"43","2019-08-27 13:27:21-03","IAP","PACA-AGP","63303","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Enydra","anagallis","Enydra anagallis","Gardner",NA,"J. C. Sacco","740",NA,"Brasil","RS",NA,NA,"Habitat: in stagno Fenofase: estéril","PACA063303",NA,"Emrich-Rambo","1957","12","02","Pelotas","-52.3424987792969","-31.771900177002","51462","auto",NA,NA,NA,NA,"1958","09","18","Magnoliatae",NA,NA,NA,NA
"44","2019-08-27 13:27:21-03","IAP","PACA-AGP","63322","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Enydra","anagallis","Enydra anagallis","Gardner",NA,"Sacco","765",NA,"Brasil","RS","canal I.A.S.-São Gonçalo",NA,"comum Habitat: In humidis Fenofase: estéril","PACA063322",NA,"Cocco, S.P.","1957","12","02","Pelotas","-52.3424987792969","-31.771900177002","51462","auto",NA,NA,NA,NA,"2014","09","01","Magnoliatae",NA,NA,NA,NA
"45","2019-08-27 13:27:21-03","IAP","PACA-AGP","97662","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Enydra","anagallis","Enydra anagallis","Gardner",NA,"Mondin, C.","2579",NA,"Brasil","RS","próximo ao Cerro Armour",NA,"flores esverdeadas, formando densa população&nf;HASU 14035 Habitat: no banhado Hábito: erva","PACA097662",NA,"C. Mondin","2002","03","02","Santana do Livramento","-55.5327987670898","-30.8908004760742","79795","auto",NA,NA,NA,NA,"2003","03",NA,"Magnoliatae",NA,NA,NA,NA
"46","2019-08-27 13:27:21-03","IAP","PACA-AGP","8430","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Enydra","anagallis","Enydra anagallis","Gardner",NA,"Rambo, B.",NA,NA,"Brasil","RS","Arroio dos Ratos",NA,"Habitat: in paludosis Fenofase: flor","PACA008430",NA,"Emrich-Rambo","1942","01","08","São Jerônimo","-51.7221984863281","-29.9591999053955","78415","auto",NA,NA,NA,NA,"1954","06","09","Magnoliatae",NA,NA,NA,NA
"47","2019-08-27 13:27:21-03","IAP","PACA-AGP","39044","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Enydra","anagallis","Enydra anagallis","Gardner",NA,"Rambo, B.",NA,NA,"Brasil","RS","ad montem Steinkopf",NA,"Habitat: in paludosis Fenofase: flor","PACA039044",NA,"Emrich-Rambo","1948","12","20","São Leopoldo","-51.1472015380859","-29.7602996826172","10287","auto",NA,NA,NA,NA,"1954","06","09","Magnoliatae",NA,NA,NA,NA
"48","2019-08-27 13:27:21-03","IAP","PACA-AGP","45886","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Enydra","anagallis","Enydra anagallis","Gardner",NA,"Rambo, B.",NA,NA,"Brasil","RS","Lagoa dos Quadros",NA,"Habitat: in paludosis Fenofase: flor","PACA045886",NA,"Emrich-Rambo","1950","02","21","Torres","-49.7268981933594","-29.3353004455566","20837","auto",NA,NA,NA,NA,"1954","06","09","Magnoliatae",NA,NA,NA,NA
"49","2019-08-27 13:27:21-03","IAP","PACA-AGP","32000","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Enydra","anagallis","Enydra anagallis","Gardner",NA,"Reitz, R.",NA,NA,"Brasil","SC","Sombrio",NA,"Habitat: in paludosis Fenofase: flor","PACA032000",NA,"Emrich-Rambo","1944","10","28","Araranguá","-49.4858016967773","-28.934700012207","19353","auto",NA,NA,NA,NA,"1954","06","09","Magnoliatae",NA,NA,NA,NA
"50","2019-08-27 13:27:21-03","IAP","PACA-AGP","97659","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Enydra","anagallis","Enydra anagallis","Gardner",NA,"Mondin, C.","2519",NA,"Brasil","RS","Bal. Rondinha Nova",NA,"erva com população densa, flores esverdeadas&nf;HASU 14351 Habitat: num canal","PACA097659",NA,"C. Mondin","2001","12","23","Arroio do Sal","-49.8889007568359","-29.551399230957","15157","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA
