"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","recordNumber","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","infraspecificEpithet","individualCount","fieldNumber","sex"
"1320","2019-08-20 10:22:37-03","UNICAMP","UEC","89524","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Bigio, NC","2017","11",NA,"Souza, VC; Souza, JP","1996","06","06","Brazil","São Paulo","Bauru","cerca de 5 km da cidade em direção a Agu","-49.213889","-22.386944","-49.213889","-22.386944",NA,NA,"UEC159251",NA,"flor, Árvore, ca 6.m alt; frutos imaturos verdes","11287",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1321","2019-08-20 10:22:37-03","UNICAMP","UEC","88353","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.",NA,NA,NA,NA,"Silva, AF; Capellari Jr, L; Linnaeus, C","1986","04","09","Brazil","São Paulo","São José dos Campos",NA,"-45.964722","-22.898333","-45.964722","-22.898333",NA,NA,"UEC159204","UEC159204","ori, Árvore de 18 m, flores amarelo-esverdeadas folhas de um verde mais intenso na face ventral, brilhante, casca amarelo-claro, lenho creme, súber liso 6/ fendas e pútulas madeira pouco aromática","1432",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1322","2019-08-20 10:22:37-03","UNICAMP","UEC","95661","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Ivanauskas, NM",NA,NA,NA,"Ivanauskas, NM","1995","12","20","Brazil","São Paulo","Pariquera-Açu","Propriedade de Antonio de Povinski","-47.876944","-24.675833","-47.876944","-24.675833",NA,NA,"UEC159070","UEC159070","flor, Árvore de 4 m. Frutos jovens","660",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1323","2019-08-20 10:22:37-03","UNICAMP","UEC","95662","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Ivanauskas, NM",NA,NA,NA,"Ivanauskas, NM","1995","03","23","Brazil","São Paulo","Pariquera-Açu","Estação Experimental do Instituto Agronô","-47.876944","-24.608333","-47.876944","-24.608333",NA,NA,"UEC159069","UEC159069","fruto, Árvore de 6 m. Frutos imaturos verdes.","55",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1324","2019-08-20 10:22:37-03","UNICAMP","UEC","95678","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.",NA,NA,NA,NA,"Ivanauskas, NM","1996","11","08","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Floresta Altântica. Árvore de 3 m. Flores em botão","527",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1325","2019-08-20 10:22:37-03","UNICAMP","UEC","98113","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Rodrigues, RR","1998","02",NA,"Elias, SI; Souza, VC; Silva, MMR; Rodrigues, RR; Amador, DB; Freitas, FO","1997","12","18","Brazil","Paraná","Sengés","Fazenda Pisa-Papel e Celulose, Poço do E, Floresta Higrófila","-49.404167","-24.225","-49.404167","-24.225",NA,NA,"UEC049694","UEC049694","fruto, Árvore de 12 m. Frutos imaturos verdes","301",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1326","2021-03-01 16:37:40-03","UNICAMP","UEC","186769","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Bigio, NC","2017","11",NA,"Costa, G; Aona, LYS; et al.","2014","09","27","Brazil","Bahia","Jaguaripe","Brasil, Bahia, Jaguaripe, Depois da estação da petrobrás.","-38.8955993652344","-13.1133003234863",NA,NA,NA,NA,"UEC115348","UEC115348","Botões claros.; Restinga aberta.","1004",NA,NA,NA,NA,"Magnoliopsida",NA,"41836","auto",NA,NA,NA,NA,NA,NA,NA
"1327","2019-08-20 10:22:37-03","UNICAMP","UEC","4936","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Pena, EM","1988","03",NA,"Shepherd, GJ; Kinoshita, LS; Taroda, N; Andrade, LB","1977","03","13","Brazil","Bahia","Maraú","4 km. Beira da mata","-39.0147018432617","-14.103099822998",NA,NA,NA,NA,NA,NA,"ori, Árvore até 4 m. Flores amarelo-esverdeadas.","4524",NA,NA,NA,NA,"Magnoliopsida",NA,"47076","auto",NA,NA,NA,NA,NA,NA,NA
"1328","2019-08-20 10:22:37-03","UNICAMP","UEC","27429","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Bromley, GL","1980",NA,NA,"Harley, RM; Mayo, SJ; Storr, RM; Santos, TS; Pinheiro, RS","1977","02","02","Brazil","Bahia","Maraú","Mixed restinga vegetation on sand, with high forest, low trees and shrubs, and sedge meadow with open wet areas on white sand. This plant in low resting with other small trees and shrubs","-39.0147018432617","-14.103099822998",NA,NA,NA,NA,NA,NA,"flor, Tree to 10 m.Leaves coriaceous bright green, paler beneath. Floral bract yelow-green. Stames greenish-cream, (see 18511)","18482",NA,NA,NA,NA,"Magnoliopsida",NA,"47076","auto",NA,NA,NA,NA,NA,NA,NA
"1329","2019-08-20 10:22:37-03","UNICAMP","UEC","56754","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Smith, SF","1991",NA,NA,"Hatschbach, G; Silva, JM","1984","12","08","Brazil","Bahia","Nova Viçosa",NA,"-39.371898651123","-17.8918991088867",NA,NA,"20","50",NA,NA,"flor, Árvore 6 m, flor creme esverdeadas. Mata pluvial.","48732",NA,NA,NA,NA,"Magnoliopsida",NA,"70538","auto",NA,NA,NA,NA,NA,NA,NA
"1330","2019-08-20 10:22:37-03","UNICAMP","UEC","35016","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.",NA,NA,NA,NA,"Brito, HS; Vinha, SG","1983","04","08","Brazil","Bahia","Santa Cruz Cabrália","Estação Ecológica do Pau-brasil, cerca d, região de mata higrófila sul baiana. Folha SE-24 (16-39c). Capoeira antiga em frente da Estação","-39.0247001647949","-16.2780990600586",NA,NA,NA,NA,"UEC159218","UEC159218","flor, Árvore de mais de 8m de altura. Planta masculina, Tépala involucral creme esverdeada. Estames amarelos. A planta feminina da mesma espécie está sob o nº de coleta 201.","201",NA,NA,NA,NA,"Magnoliopsida",NA,"49584","auto",NA,NA,NA,NA,NA,NA,NA
"1331","2021-03-01 16:37:40-03","UNICAMP","UEC","95355","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Bigio, NC","2017","11",NA,"Koch, I; Belinello, R","1997","04","02","Brazil","Bahia","Una","2km ao sul da Reserva do Mico Leão.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,"UEC023760","UEC023760","Arbusto deca. de 2m; botões florais amarelo-claros.","628",NA,NA,NA,NA,"Magnoliopsida",NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA
"1332","2021-03-01 16:37:40-03","UNICAMP","UEC","95365","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Bigio, NC","2017","11",NA,"Koch, I; Bellinelo, R","1997","04","02","Brazil","Bahia","Una","2 km ao Sul da Reserva do Mico Leão","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,"UEC159234",NA,"Árvore de ca. de 6m; frutos imaturos verdes.","624",NA,NA,NA,NA,"Magnoliopsida",NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA
"1333","2019-08-20 10:22:37-03","UNICAMP","UEC","23580","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.",NA,NA,NA,NA,"Heringer, EP; Mendonça, RC; Paula, JE; Heringer-Salles, AE","1979","04","30","Brazil","Distrito Federal","Brasília","Área de inundação da Barragem do São Bar, próximo ao Rio Tabiquinha","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"flor, Árvore com 4 m de altura, 10 cm de diâmetro, folhas glabras, quebradiças, botão floral verde-castanho","1271",NA,NA,NA,NA,"Magnoliopsida",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"1334","2019-08-20 10:22:37-03","UNICAMP","UEC","39069","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.",NA,NA,NA,NA,"Mendonça, RC; Ribeiro, M; Dalmácio, J","1985","05","29","Brazil","Distrito Federal","Brasília","Cerrado com afloramento calcáreo, descid","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"flor, Arvoreta ca. de 2 m de altura, flores amareladas","471",NA,NA,NA,NA,"Magnoliopsida",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"1335","2021-03-01 16:37:40-03","UNICAMP","UEC","191651","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Souza, VC","2016","03","25","Souza, VC; Flores, TB; Colletta, GD; Coelho, RLG; Souza, MASSC","2016","03","24","Brazil","Distrito Federal","Brasília","Reserva ecológica do IBGE. Área do Cristo Redentor.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"UEC138670","UEC138670","Arvoreta, ca. 2m alt.; botões verdes.; Cerrado","40233",NA,NA,NA,NA,"Magnoliopsida",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"1336","2021-03-01 16:37:40-03","UNICAMP","UEC","197002","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Pereira, OJ","1993","08",NA,"Oliveira, MMA","1993","08","20","Brazil","Espírito Santo","Aracruz","Praia de Comboios","-40.2733001708984","-19.8202991485596",NA,NA,NA,NA,"UEC141365","UEC141365","Clareira em meio a restinga arbórea em regeneração.","s.n.",NA,NA,NA,NA,"Magnoliopsida",NA,"37987","auto",NA,NA,NA,NA,NA,NA,NA
"1337","2021-03-01 16:37:40-03","UNICAMP","UEC","197156","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Bigio, NC","2017","11",NA,"Valdemarin, KS; Flores, TB; Scaravelli, FS; Colletta, GD","2016","03","10","Brazil","Espírito Santo","Conceição da Barra","Estrada entre Meleiras e Farol.(-18.62044; -39.734014).","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"UEC141928","UEC141928","Árvore de 5m de altura. Botões castanhos.; área de restinga alta","170",NA,NA,NA,NA,"Magnoliopsida",NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA
"1338","2021-03-01 16:37:40-03","UNICAMP","UEC","197157","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Bigio, NC","2017","11",NA,"Valdemarin, KS; Flores, TB; Scaravelli, FS; Colletta, GD","2016","03","10","Brazil","Espírito Santo","Conceição da Barra","Estrada entre Meleiras e Farol.(-18.62044; -39.734014).","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"UEC141927","UEC141927","Árvore 6m de altura. Botões castanhos e flores amarelas.; área de restinga alta","171",NA,NA,NA,NA,"Magnoliopsida",NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA
"1339","2021-03-01 16:37:40-03","UNICAMP","UEC","197122","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.",NA,NA,NA,NA,"Valdemarin, KS; et al.","2016","10","01","Brazil","Espírito Santo","Linhares","Reserva Natural Vale - Estrada da Gávea (-19.151477;-40.072404).","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"UEC141992","UEC141992","Árvore 3m de altura. Botões alvos.; Brejo","130",NA,NA,NA,NA,"Magnoliopsida",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"1340","2019-08-20 10:22:37-03","UNICAMP","UEC","45323","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.",NA,"1984",NA,NA,"Pereira, SC","1984","05","03","Brazil","Minas Gerais","Alpinópolis","cerrado","-46.3880996704102","-20.8635997772217",NA,NA,NA,NA,NA,NA,"fruto, Cerrado","3810",NA,NA,NA,NA,"Magnoliopsida",NA,"22010","auto",NA,NA,NA,NA,NA,NA,NA
"1341","2019-08-20 10:22:37-03","UNICAMP","UEC","39523","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Bigio, NC","2017","11",NA,"Leitão Filho, HF; Martins, FR; Semir, J; Tamashiro, JY","1985","06","07","Brazil","Minas Gerais","Caetanópolis","Br. 040, km 447","-44.4185981750488","-19.2952995300293",NA,NA,NA,NA,"UEC159259","UEC159259","flor, Árvore 6 m, flores amarelas, planta masculina em cerrado","17585",NA,NA,NA,NA,"Magnoliopsida",NA,"16877","auto",NA,NA,NA,NA,NA,NA,NA
"1342","2019-08-20 10:22:37-03","UNICAMP","UEC","39559","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Bigio, NC","2017","11",NA,"Semir, J; Martins, FR; Leitão Filho, HF; Tamashiro, JY","1985","06","06","Brazil","Minas Gerais","Caetanópolis","Br. 040, km 447","-44.4185981750488","-19.2952995300293",NA,NA,NA,NA,"UEC159260","UEC159260","flor, Árvore 6 m, flores amarelas, plantas femininas, em cerrado","17586",NA,NA,NA,NA,"Magnoliopsida",NA,"16877","auto",NA,NA,NA,NA,NA,NA,NA
"1343","2019-08-20 10:22:34-03","UNICAMP","UEC","101827","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Bigio, NC","2017","11",NA,"Kinoshita, LS; Kozera, C; Filliettaz, AM","1998","10","08","Brazil","Minas Gerais","Carrancas","Propriedade do Sr. João Galdêncio","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"UEC159240",NA,"fruto, Arvoreta com frutos","98440",NA,NA,NA,NA,"Magnoliopsida",NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA
"1344","2021-03-01 16:37:40-03","UNICAMP","UEC","135965","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Cordeiro, I","2015","05",NA,"Simões, AO; Singer, RB; Matsumoto, K; Belinello, R","1998","11","10","Brazil","Minas Gerais","Carrancas","Serra de Carrancas, mata na saída do afloramento da propriedade do Sr. João Galdêncio.","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"UEC120972","UEC120972","Árvore, 5m, frutos verdes; Mata","405",NA,NA,NA,NA,"Magnoliopsida",NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA
"1345","2021-03-01 16:37:40-03","UNICAMP","UEC","159815","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Bigio, NC","2017","11",NA,"Kinoshita, LS; Silveira, MF; Kazitoris, AR; Galvão, JC","2010","07","06","Brazil","Minas Gerais","Delfinópolis","Vale do Céu, Serra da Babilônia.","-46.8539009094238","-20.343900680542",NA,NA,NA,NA,"UEC013081","UEC013081","Cerrado das cachoeiras.","10/02",NA,NA,NA,NA,"Magnoliopsida",NA,"41380","auto",NA,NA,NA,NA,NA,NA,NA
"1346","2019-08-20 10:22:37-03","UNICAMP","UEC","26011","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Pena, EM","1988","03",NA,"Rocha, DMS","1980","11","20","Brazil","Minas Gerais","Esmeraldas","Faz. Paraíso","-44.3138999938965","-19.7625007629395",NA,NA,NA,NA,NA,NA,"flor, Árvore + ou -, flores femninas amarelas, começando a frutificar, cerrado.","11367",NA,NA,NA,NA,"Magnoliopsida",NA,"23009","auto",NA,NA,NA,NA,NA,NA,NA
"1347","2019-08-20 10:22:37-03","UNICAMP","UEC","26034","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Pena, EM","1988","03",NA,"Rocha, DMS","1980","07","20","Brazil","Minas Gerais","Esmeraldas","Faz. Paraíso","-44.3138999938965","-19.7625007629395",NA,NA,NA,NA,NA,NA,"flor, Árvore + ou - 8 m, flores amarelas-cerrado","11346",NA,NA,NA,NA,"Magnoliopsida",NA,"23009","auto",NA,NA,NA,NA,NA,NA,NA
"1348","2019-08-20 10:22:37-03","UNICAMP","UEC","21079","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","MC; Carvalho Jr.",NA,NA,NA,"Rocha, DMS","1979","09","04","Brazil","Minas Gerais","Esmeraldas","Faz. Paraíso em Cerrado","-44.3138999938965","-19.7625007629395",NA,NA,NA,NA,"UEC159220","UEC159220","flor, Porte arbóreo cerca de 7 m.","10370",NA,NA,NA,NA,"Magnoliopsida",NA,"23009","auto",NA,NA,NA,NA,NA,NA,NA
"1349","2019-08-20 10:22:37-03","UNICAMP","UEC","4931","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Bigio, NC","2017","11",NA,"Leitão Filho, HF; Andrade, JB; Milanez, AC","1978","05","22","Brazil","Minas Gerais","Formiga","Rod. Formiga-Divinópolis. km 175.","-45.426399230957","-20.4643993377686",NA,NA,"920","920","UEC159258","UEC159258","flor, Árvore até 6 m, flores amareladas. Indivíduo masculino","7838",NA,NA,NA,NA,"Magnoliopsida",NA,"46203","auto",NA,NA,NA,NA,NA,NA,NA
"1350","2019-08-20 10:22:37-03","UNICAMP","UEC","4932","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Carvalho, MC",NA,NA,NA,"Leitão Filho, HF; Andrade, JB; Milanez, AC","1978","05","22","Brazil","Minas Gerais","Formiga","Rod. Formiga - Divinópolis. km 178","-45.426399230957","-20.4643993377686",NA,NA,"920","920","UEC159221","UEC159221","flor, Árvore até 5 m, flores creme-amareladas, frutos verdes. Planta feminina","7839",NA,NA,NA,NA,"Magnoliopsida",NA,"46203","auto",NA,NA,NA,NA,NA,NA,NA
"1351","2019-08-20 10:22:37-03","UNICAMP","UEC","45324","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.",NA,"1984","10",NA,"Pereira, SC","1984","05","03","Brazil","Minas Gerais","Pimenta","cerrado","-45.798900604248","-20.4839000701904",NA,NA,NA,NA,NA,NA,"flor, Árvore 6 m","03799",NA,NA,NA,NA,"Magnoliopsida",NA,"21095","auto",NA,NA,NA,NA,NA,NA,NA
"1352","2021-03-01 16:37:40-03","UNICAMP","UEC","161319","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Bigio, NC","2017","11",NA,"Kinoshita, LS; Silveira, MF; Kazitoris, AR; Galvão, JC","2010","07","08","Brazil","Minas Gerais","São João Batista do Glória","Vale do Céu, Mata próxima a entrada da Pousada, beira de mata.","-46.5055999755859","-20.6413993835449",NA,NA,NA,NA,"UEC024982","UEC024982","Frutos imaturos verdes.","10/85",NA,NA,NA,NA,"Magnoliopsida",NA,"29048","auto",NA,NA,NA,NA,NA,NA,NA
"1353","2020-02-18 09:35:33-03","UNICAMP","UEC","97108","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Bigio, NC","2018","09",NA,"Silva, MG; Rosário, CS","1980","06","04","Brazil","Pará","Tucuruí","Estrada para Repartimento, km 25","-49.6725006103516","-3.76610994338989",NA,NA,NA,NA,NA,NA,"flor, Árvore de 15m x 30 de diâmetro, flor ou fruto com uma bráctea amarela. Col. de madeira. Capoeira de terra firme, solo arenoso.","5358",NA,NA,NA,NA,"Magnoliopsida",NA,"59618","auto",NA,NA,NA,NA,NA,NA,NA
"1354","2021-03-01 16:37:40-03","UNICAMP","UEC","172102","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Rossetto, EFS","2010",NA,NA,"Chagas e Silva, F; Soares-Silva, LH","1996","03","11","Brazil","Paraná","Londrina","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"UEC016438","UEC016438","Árvore com 20 m de altura; flores masculinas verdes; flores femininas amarelas. Frequente.","1907",NA,NA,NA,NA,"Magnoliopsida",NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA
"1355","2019-08-20 10:22:37-03","UNICAMP","UEC","4941","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Hatschbach, G","1977","02",NA,"Hatschbach, G","1977","01","25","Brazil","Paraná","Morretes","Rio Sapitanduva","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"UEC159208","UEC159208","flor, Árvore 8 m,mata pluvial","39727",NA,NA,NA,NA,"Magnoliopsida",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"1356","2019-08-20 10:22:37-03","UNICAMP","UEC","75968","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Hatschbach, G","1994",NA,NA,"Silva, JM; Ribas, OS; Cordeiro, J","1994","01","28","Brazil","Paraná","Paranaguá","Balneário Shangri-lá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,"flor, Árvore, 5 m, flor creme, restinga arbórea. Alt. 3 - 5 m.","1296",NA,NA,NA,NA,"Magnoliopsida",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"1357","2019-08-20 10:22:37-03","UNICAMP","UEC","85891","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.",NA,NA,NA,NA,"Britez, RM; Britez, WS","1987","03","07","Brazil","Paraná","Paranaguá","Morro Bento Alves","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,"ori, Árvore de 17 m, cap=134 cm, flores amarelas floresta de encosta","24873",NA,NA,NA,NA,"Magnoliopsida",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"1358","2019-08-20 10:22:37-03","UNICAMP","UEC","199356","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.",NA,NA,NA,NA,"Britez, RM","1986","02","15","Brazil","Paraná","Paranaguá","Praia Grande","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"UEC159087","UEC159087","flor, Arbusto de 1,5 m, flores, restinga","24875",NA,NA,NA,NA,"Magnoliopsida",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"1359","2021-03-01 16:37:40-03","UNICAMP","UEC","172103","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Assumpção, MZ","2010","01","21","Cavalheiro, AL; et al.","1999","12","07","Brazil","Paraná","São Jerônimo da Serra",NA,"-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,"UEC016435","UEC016435","Árvore 8m; CAP: 72cm; projeção 5x5; frutos maduros verdes.Borda damata em área de cerrado.","167",NA,NA,NA,NA,"Magnoliopsida",NA,"30511","auto",NA,NA,NA,NA,NA,NA,NA
"1360","2021-03-01 16:37:40-03","UNICAMP","UEC","67660","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Bigio, NC","2017","11",NA,"Sacramento, A","1998","10","21","Brazil","Pernambuco","Cabo de Santo Agostinho","Distrito de Ponte dos Carvalhos, Praia do Paiva - Restinga.","-35.0349998474121","-8.28666973114014",NA,NA,NA,NA,"UEC117576","UEC117576","Árvore de 8m, com botões.; Área 1 - Mata de restinga.","567",NA,NA,NA,NA,"Magnoliopsida",NA,"25282","auto",NA,NA,NA,NA,NA,NA,NA
"1361","2019-08-20 10:22:37-03","UNICAMP","UEC","55598","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Neto, M","1991","08",NA,"Meira Neto, JAA; Martins, E; Siqueira, MF","1990","10","09","Brazil","São Paulo","Águas de Santa Bárbara","Estado Ecológico de Santa Bárbara - Cerr","-49.238899230957","-22.8805999755859",NA,NA,NA,NA,NA,NA,"ori, Árvore no cerradão com 6 metros estéril (2475)","723",NA,NA,NA,NA,"Magnoliopsida",NA,"18363","auto",NA,NA,NA,NA,NA,NA,NA
"1362","2019-08-20 10:22:37-03","UNICAMP","UEC","86035","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.",NA,NA,NA,NA,"Tamashiro, JY; Belinello, R; Galvão, JC; Gardolinski, PC; Santos, FAM","1994","09","27","Brazil","São Paulo","Arandu","estrada Avaré - Cerqueira","-49.0499992370605","-23.1299991607666",NA,NA,NA,NA,NA,NA,"ori, Ávore de 8 m, frutos verde","643",NA,NA,NA,NA,"Magnoliopsida",NA,"17348","auto",NA,NA,NA,NA,NA,NA,NA
"1363","2019-08-20 10:22:37-03","UNICAMP","UEC","98964","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.",NA,NA,NA,NA,"Durigan","1991","04","28","Brazil","São Paulo","Assis","Estação Experimental de Assis","-50.4099998474121","-22.6599998474121",NA,NA,NA,NA,"UEC159071","UEC159071","ori, Brejo, árvore","249",NA,NA,NA,NA,"Magnoliopsida",NA,"23972","auto",NA,NA,NA,NA,NA,NA,NA
"1364","2019-08-20 10:22:37-03","UNICAMP","UEC","48130","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Bigio, NC","2017","11",NA,"Leitão Filho, HF; Martins, FR; Rodrigues, RR","1988","02","18","Brazil","São Paulo","Assis","Estação Experimental do Instituto Flores","-50.4099998474121","-22.6599998474121",NA,NA,NA,NA,"UEC159055","UEC159055","flor, Arvoreta até 6 m, flores creme, masculinas.","20105",NA,NA,NA,NA,"Magnoliopsida",NA,"23972","auto",NA,NA,NA,NA,NA,NA,NA
"1365","2019-08-20 10:22:37-03","UNICAMP","UEC","55005","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.",NA,NA,NA,NA,"Grombone-Guaratini, MT; Leitão Filho, HF; Tamashiro, JY; Bernacci, LC; Meira Neto, JAA","1987","06","01","Brazil","São Paulo","Atibaia","Faz. Grota Funda","-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,NA,NA,"fruto, Árvore com 8 m de altura, caule marrom, bastante fissurado, frutos verdes quando imaturos, maduros enrugados (Marmeleira)","21144",NA,NA,NA,NA,"Magnoliopsida",NA,"21675","auto",NA,NA,NA,NA,NA,NA,NA
"1366","2019-08-20 10:22:34-03","UNICAMP","UEC","112592","S","Plantae","Peraceae","Pera","glabrata","Pera glabrata","(Schott) Poepp. ex Baill.","Cordeiro, I","1998","10",NA,"Ongaro-Pinheiro, MH","1997","07","16","Brazil","São Paulo","Bauru","Jardim Botânico Municipal de Bauru","-49.060001373291","-22.3099994659424",NA,NA,NA,NA,NA,NA,"fruto, Árvore de 10 m alt, frutos imaturos","349",NA,NA,NA,NA,"Magnoliopsida",NA,"29186","auto",NA,NA,NA,NA,NA,NA,NA
