"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","infraspecificEpithet","monthIdentified","dayIdentified","class","relatedCatalogItem","individualCount","fieldNumber"
"11","2016-11-01 11:18:00-02","NY","NYBG","00861713","PreservedSpecimen","Plantae","Poaceae","Axonopus","pressus","Axonopus pressus","R. Goodland","1967",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936397' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861713","Magnoliophyta","Poales",NA,NA,"941","Minas Gerais",NA,"Triángulo region.",NA,NA,NA,NA,"NY00861713_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1184425","PreservedSpecimen","Plantae","Poaceae","Axonopus","pressus","Axonopus pressus","H. S. Irwin","1969","02","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1470362' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184425","Magnoliophyta","Poales","(Nees ex Steud.) Parodi",NA,"23102","Minas Gerais",NA,"Serra do Espinhaço, ca. 33 km N.E. of Francisco Sá, on road to Salinas","-43.2439","-16.4147","1100","1100","NY01184425_01","G. Davidse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-11-07 11:55:00-02","NY","NYBG","1184429","PreservedSpecimen","Plantae","Poaceae","Axonopus","pressus","Axonopus pressus","I. Mimura","1962","03","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1470374' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184429","Magnoliophyta","Poales",NA,NA,"330","São Paulo","Sao José dos Campos","Ca. 7,3 km SSE em linha reta da praça principal de Sao José dos Campos.","-45.88","-23.1703",NA,NA,"NY01184429_01","A. M. Cialdella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-11-01 11:18:00-02","NY","NYBG","00861706","PreservedSpecimen","Plantae","Poaceae","Axonopus","pressus","Axonopus pressus","M. A. Chase","1925","03","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936370' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861706","Magnoliophyta","Poales",NA,NA,"9032","Minas Gerais",NA,"Morro do Cruzeiro. Lagoa Santa, 42 km. North of Bello Horizonte",NA,NA,"850","900","NY00861706_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-11-01 11:18:00-02","NY","NYBG","00861739","PreservedSpecimen","Plantae","Poaceae","Axonopus","pressus","Axonopus pressus","T. C. Plowman","1980","02","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936399' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861739","Magnoliophyta","Poales",NA,NA,"9292","Maranhão","Imperatriz","Belém-Brasília highway (BR 010) 30 km S of Imperatriz","-47.35","-5.78","360","360","NY00861739_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00861727","PreservedSpecimen","Plantae","Poaceae","Axonopus","pressus","Axonopus pressus","H. S. Irwin","1966","02","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936359' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861727","Magnoliophyta","Poales","(Nees ex Steud.) Parodi",NA,"12890","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 7 km W. of Veadeiros","-47.58153","-14.1167","950","950","NY00861727_01","G. Davidse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-11-01 11:18:00-02","NY","NYBG","00861731","PreservedSpecimen","Plantae","Poaceae","Axonopus","pressus","Axonopus pressus","M. A. Chase","1925","03","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936372' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861731","Magnoliophyta","Poales",NA,NA,"8820","Minas Gerais",NA,"Lavras",NA,NA,NA,NA,"NY00861731_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-11-01 11:18:00-02","NY","NYBG","00861737","PreservedSpecimen","Plantae","Poaceae","Axonopus","pressus","Axonopus pressus","G. Davidse","1976","02","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936391' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861737","Magnoliophyta","Poales",NA,NA,"10867","Minas Gerais","Ibiá","Ca. 8 km E of Araxá junction on Highway 262 to Belo Horizonte","-46.5389","-19.4783","890","890","NY00861737_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-11-01 11:18:00-02","NY","NYBG","00861708","PreservedSpecimen","Plantae","Poaceae","Axonopus","pressus","Axonopus pressus","W. D. Clayton","1965","02","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936380' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861708","Magnoliophyta","Poales",NA,NA,"4828","Distrito Federal","Brasília","Universidade de Brasília.","-47.9294","-15.7797",NA,NA,"NY00861708_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-11-01 12:37:00-02","NY","NYBG","629917","PreservedSpecimen","Plantae","Poaceae","Axonopus","pressus","Axonopus pressus","G. Davidse","1976","04","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719665' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629917","Magnoliophyta","Poales",NA,NA,"12150","Bahia",NA,"At the intesection of the Rio Galheirao and Highway BR-020",NA,NA,"800","800","NY00629917_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-10-28 16:53:00-02","NY","NYBG","00892087","PreservedSpecimen","Plantae","Poaceae","Axonopus","pressus","Axonopus pressus","R. D. Reeves","1988","04","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=961768' target='other'> <mi>dwc_moreinfo</mi></a>","NY00892087","Magnoliophyta","Poales",NA,NA,"BRASPEX #217","Goiás","Niquelândia","Macedo. East side of main divide about 15 km N of Niquelândia.","-48.38","-14.3","1000","1000","NY00892087_01","C. Delfini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-11-01 11:18:00-02","NY","NYBG","00861736","PreservedSpecimen","Plantae","Poaceae","Axonopus","pressus","Axonopus pressus","G. Davidse","1976","02","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936387' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861736","Magnoliophyta","Poales",NA,NA,"10688B","Minas Gerais",NA,"10 km W of Caxambu along Highway 267 to Cambuguira","-44.935373","-21.967376","910","910","NY00861736_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-11-01 11:18:00-02","NY","NYBG","00861732","PreservedSpecimen","Plantae","Poaceae","Axonopus","pressus","Axonopus pressus","M. A. Chase","1925","03","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936375' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861732","Magnoliophyta","Poales",NA,NA,"8914","Minas Gerais",NA,"Serra do Curral, Southeast of Bello Horizonte",NA,NA,"1000","1000","NY00861732_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00861704","PreservedSpecimen","Plantae","Poaceae","Axonopus","pressus","Axonopus pressus","H. S. Irwin","1966","03","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936363' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861704","Magnoliophyta","Poales","(Nees ex Steud.) Parodi",NA,"14326","Distrito Federal","Brasília",NA,"-47.9167","-15.7833","975","975","NY00861704_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-11-01 11:18:00-02","NY","NYBG","00861707","PreservedSpecimen","Plantae","Poaceae","Axonopus","pressus","Axonopus pressus","M. A. Chase","1925","03","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936376' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861707","Magnoliophyta","Poales",NA,NA,"8922","Minas Gerais",NA,"Serra do Curral, Southeast of Bello Horizonte",NA,NA,"1000","1000","NY00861707_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00861703","PreservedSpecimen","Plantae","Poaceae","Axonopus","pressus","Axonopus pressus","H. S. Irwin","1966","02","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936360' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861703","Magnoliophyta","Poales","(Nees ex Steud.) Parodi",NA,"12590","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km W. of Alto Paraíso de Goiás (formerly Veadeiros).","-47.70192","-14.1167","1000","1000","NY00861703_01","G. Davidse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","02714742","PreservedSpecimen","Plantae","Poaceae","Axonopus","pressus","Axonopus pressus","J. G. Jardim","2000","01","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=572306' target='other'> <mi>dwc_moreinfo</mi></a>","NY02714742","Magnoliophyta","Poales","(Nees ex Steud.) Parodi",NA,"2513","Bahia","Lençóis","Chapada Diamantina. Chapadinha 7 km N de Lençois","-41.4414","-12.4667",NA,NA,"NY02714742_01","H. M. Longhi-Wagner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","778422","PreservedSpecimen","Plantae","Poaceae","Axonopus","pressus","Axonopus pressus","R. Goodland","1966","05","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=794083' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778422","Magnoliophyta","Poales","(Nees ex Steud.) Parodi",NA,"364","São Paulo",NA,"250 km N of Sao Paulo. N of Porto Ferreva.",NA,NA,NA,NA,NA,"G. Davidse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00861711","PreservedSpecimen","Plantae","Poaceae","Axonopus","pressus","Axonopus pressus","G. Davidse","1976","02","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936389' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861711","Magnoliophyta","Poales","(Nees ex Steud.) Parodi",NA,"10820","Minas Gerais",NA,"Ca. 18 km W of Para de Minas along Highway 262 to Uberada","-44.7801556","-19.86031","760","760","NY00861711_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-11-01 11:25:00-02","NY","NYBG","630611","PreservedSpecimen","Plantae","Poaceae","Axonopus","pressus","Axonopus pressus","T. C. Plowman","1980","02","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=636418' target='other'> <mi>dwc_moreinfo</mi></a>","NY00630611","Magnoliophyta","Poales",NA,NA,"9152","Tocantins","Guaraí","10 km north of Guaraí along Belém-Brasília highway (BR-153)","-48.52","-8.73","400","400","NY00630611_01","G. Davidse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00861702","PreservedSpecimen","Plantae","Poaceae","Axonopus","pressus","Axonopus pressus","H. S. Irwin","1966","02","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936357' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861702","Magnoliophyta","Poales","(Nees ex Steud.) Parodi",NA,"12891","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 7 km W. of Veadeiros","-47.58153","-14.1167","950","950","NY00861702_01","T. R. Soderstrom",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-11-01 12:37:00-02","NY","NYBG","629915","PreservedSpecimen","Plantae","Poaceae","Axonopus","pressus","Axonopus pressus","G. Davidse","1976","03","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719663' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629915","Magnoliophyta","Poales",NA,NA,"11377","Paraná",NA,"2 km W of the intersection of Highway PR-11 and the Rio Itarare at the border between Paraná and Sao Paulo",NA,NA,"620","620","NY00629915_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-11-01 11:18:00-02","NY","NYBG","00861733","PreservedSpecimen","Plantae","Poaceae","Axonopus","pressus","Axonopus pressus","W. D. Clayton","1965","02","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936379' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861733","Magnoliophyta","Poales",NA,NA,"4799","Distrito Federal","Brasília","Universidade de Brasília.","-47.9294","-15.7797",NA,NA,"NY00861733_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00861730","PreservedSpecimen","Plantae","Poaceae","Axonopus","pressus","Axonopus pressus","H. S. Irwin","1971","01","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936369' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861730","Magnoliophyta","Poales","(Nees ex Steud.) Parodi",NA,"28812","Minas Gerais",NA,"Serra do Espinhaço, lower cut over slopes of Serra da Caraça, sandy slopes near riacho, ca. 10 km W. of Barão de Cocais.","-43.4927778","-20.1263","1400","1400","NY00861730_01","G. Davidse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00861705","PreservedSpecimen","Plantae","Poaceae","Axonopus","pressus","Axonopus pressus","H. S. Irwin","1970","03","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936367' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861705","Magnoliophyta","Poales","(Nees ex Steud.) Parodi",NA,"27280","Minas Gerais",NA,"Middle slopes of Serra do Cabral, ca. 2.5 km W. of Cantoni","-44.13","-17.57","850","850","NY00861705_01","G. Davidse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-11-01 11:25:00-02","NY","NYBG","630571","PreservedSpecimen","Plantae","Poaceae","Axonopus","pressus","Axonopus pressus","J. C. Lindeman","1966","04","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=636422' target='other'> <mi>dwc_moreinfo</mi></a>","NY00630571","Magnoliophyta","Poales",NA,NA,"899","Paraná",NA,"Near airstrip of Fazenda Lagoa, S of Rio Ivaí, ca. 15 km E of Sao Tomé",NA,NA,"240","240","NY00630571_01","J. C. Lindeman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-11-07 11:55:00-02","NY","NYBG","1184427","PreservedSpecimen","Plantae","Poaceae","Axonopus","pressus","Axonopus pressus","G. Davidse","1976","04","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1470367' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184427","Magnoliophyta","Poales",NA,NA,"12079","Bahia","Barreiras","8 km W of Barreiras along Highway BR-242","-44.99","-12.1531","500","500","NY01184427_01","A. M. Cialdella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-11-01 11:25:00-02","NY","NYBG","630572","PreservedSpecimen","Plantae","Poaceae","Axonopus","pressus","Axonopus pressus","W. R. Anderson","1982","03","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=636419' target='other'> <mi>dwc_moreinfo</mi></a>","NY00630572","Magnoliophyta","Poales",NA,NA,"12507","Bahia","Sao Desidério","1 km S of Rio Roda Velha on Posse-Barreiras road","-44.9731","-12.3633","900","900","NY00630572_01","G. Davidse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00861735","PreservedSpecimen","Plantae","Poaceae","Axonopus","pressus","Axonopus pressus","W. R. Anderson","1972","02","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936383' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861735","Magnoliophyta","Poales","(Nees ex Steud.) Parodi",NA,"35179","Minas Gerais","Diamantina","Serra do Espinhaço, ca. 7 km W of Diamantina, km 299 on MG-259","-43.60083333","-18.24015","1350","1350","NY00861735_01","G. Davidse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-09-30 03:09:00-03","NY","NYBG","1184419","PreservedSpecimen","Plantae","Poaceae","Axonopus","pressus","Axonopus pressus","J. R. Swallen","1934","03","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1470352' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184419","Magnoliophyta","Poales",NA,NA,"3733","Maranhão",NA,"Barra do Corda to Grajahú.",NA,NA,NA,NA,"NY01184419_01","A. M. Cialdella; O. Morrone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","630570","PreservedSpecimen","Plantae","Poaceae","Axonopus","pressus","Axonopus pressus","B. Rambo","1947","01","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=636421' target='other'> <mi>dwc_moreinfo</mi></a>","NY00630570","Magnoliophyta","Poales","(Nees ex Steud.) Parodi",NA,"35153","Rio Grande do Sul","Bom Jesus","Fazenda B. Velho, Bom Jesus","-50.388347","-28.558459",NA,NA,"NY00630570_01","E. Asplund",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-11-01 12:37:00-02","NY","NYBG","629919","PreservedSpecimen","Plantae","Poaceae","Axonopus","pressus","Axonopus pressus","G. Davidse","1976","03","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719666' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629919","Magnoliophyta","Poales",NA,NA,"11739","Bahia",NA,"6 km N of Alagoinhas along Highway BR-116",NA,NA,"200","200","NY00629919_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00861728","PreservedSpecimen","Plantae","Poaceae","Axonopus","pressus","Axonopus pressus","H. S. Irwin","1966","03","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936362' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861728","Magnoliophyta","Poales","(Nees ex Steud.) Parodi",NA,"13340","Goiás","Cristalina","Serra dos Cristais, ca. 3 km N. of Cristalina","-47.6","-16.72289","1250","1250","NY00861728_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2016-09-29 16:27:00-03","NY","NYBG","630648","PreservedSpecimen","Plantae","Poaceae","Axonopus","pressus","Axonopus pressus","B. L. Stannard","1992","03","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=636420' target='other'> <mi>dwc_moreinfo</mi></a>","NY00630648","Magnoliophyta","Poales",NA,NA,"H51768","Bahia","Abaíra","Boa Vista","-41.83","-13.3","1260","1260","NY00630648_01","S. A. Renvoize",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
