"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","yearIdentified","county","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount","class"
"47","2009-07-01 15:08:00-03","MO","MOBOT","3284835","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M. Barroso",NA,"Robert M. King|Frank Almeda","King 8365","1980","1","31","South America","Brazil","Minas Gerais","Serra do Cipo. 13-15 km due N of the bridge over the Rio Cipo. Campo rupestre at 3400 ft.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-08-31 08:52:48-03","INPA","INPA","83036","S","Plantae","Dicotyledon Asterids","Asterales","Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Heiden, G","Anderson, WR","36247","1972","02","18","Southern America","Brasil","Minas Gerais","Serra do Cipó. Cerrado on rocky hilltop with prominent sandstone outcrops, and recently burned campo limpo on lower, gentler slopes with sandy, and gallery forest along stream at base of hill.","1125","1125",NA,NA,"INPA0083036","INPA0083036 INPA0083036_e INPA0083036_e1",NA,NA,"2010",NA,NA,NA,"09","02",NA,NA,NA,NA,NA,NA
"49","2020-06-15 15:28:43-03","UNESP-RC","HRCB","16146","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso",NA,"Faria, G.M.","102 e 104","1990","06",NA,NA,"Brasil","Minas Gerais","Serra do Cipó",NA,NA,NA,"Porte arbustivo; afloramentos rochosos, principalmente ao nível do solo. Flor verde amarronzada, floresce de junho a dezembro.",NA,NA,"-43.6","-19.283333",NA,NA,NA,NA,NA,NA,"43º36'W","19º17'S",NA,NA,NA,NA
"50","2019-06-10 10:10:13-03","FZB-BH","BHZB","10484","S","Plantae",NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna",NA,"Gustavo Heiden","Leitão Filho, H.F et al.",NA,"1992","12","07",NA,"Brasil","MG","Serra do Cipó. Nas proximidades da divisa do Parque",NA,NA,NA,"Doação Herbário UEC em 2013, no 27.294. Outros coletores: A.M.G, Azevedo,J.Y, Tamashiro, F.M dos Santos e alunos.",NA,NA,"-43.7449989318848","-19.513599395752","2014","Jaboticatubas","31264","auto","05",NA,NA,NA,NA,NA,NA,NA
"51","2021-01-26 14:12:10-03","CPACT","ECT","5515","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","G.Heiden","S.S.Grecco",NA,"2018","01","13",NA,"Brasil","Minas Gerais","Serra do Cipó. Coordenadas geográficas obtidas a partir dos dados de localidade, Serra do Cipó.","835","835",NA,NA,"ECT0005515","ECT0005515","-43.618611","-19.327222","2018","Cardeal Mota",NA,NA,"12","11","43º37'7''W","19º19'38''S",NA,NA,NA,NA
"52","2021-01-26 14:12:10-03","CPACT","ECT","6277","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","G.Heiden","G.W.A.Fernandes",NA,"2003","06","01",NA,"Brasil","Minas Gerais","Serra do Cipó. Munícipio e coordenadas geográficas obtidos secundariamente, a partir dos dados de localidade. Parque Nacional da Serra do Cipó","804","804",NA,NA,"ECT0006277","ECT0006277","-43.619444","-19.349167","2019","Jaboticatubas",NA,NA,"04","02","43º37'10''W","19º20'57''S",NA,NA,NA,NA
"53","2021-01-26 14:12:10-03","CPACT","ECT","6226","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","G.Heiden","G.W.A.Fernandes",NA,"1998","08","15",NA,"Brasil","Minas Gerais","Serra do Cipó, Serra Morena. Munícipio e coordenadas geográficas obtidos secundariamente, a partir dos dados de localidade. Parque Nacional da Serra do Cipó","803","803",NA,NA,"ECT0006226","ECT0006226","-43.619444","-19.349167","2019","Jaboticatubas",NA,NA,"04","01","43º37'10''W","19º20'57''S",NA,NA,NA,NA
"54","2021-01-26 14:12:10-03","CPACT","ECT","223","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","G.Heiden","G.Heiden; L.M.Borges | C.M.Siniscalchi | G.Müller","1351","2010","06","14",NA,"Brasil","Minas Gerais","Serra do Cipó. Rodovia Belo Horizonte - Conceição do Mato Dentro (MG-010), margem direita, margem de córrego à esquerda da trilha que leva ao córrego Gavião, logo após área plana adjacente à estrada, ao lado da ponte sobre o córrego Duas Pontinhas. Campo","1264","1264",NA,NA,"ECT0000223","ECT0000223","-43.563889","-19.293889","2010","Santana do Riacho",NA,NA,"06","14","43º33'50''W","19º17'38''S",NA,NA,NA,NA
"55","2021-01-26 14:12:10-03","CPACT","ECT","5504","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","G.Heiden","S.S.Grecco",NA,"2018","01","13",NA,"Brasil","Minas Gerais","Serra do Cipó, trilha da prainha. Coordenadas geográficas obtidas a partir dos dados de localidade, Serra do Cipó.","835","835",NA,NA,"ECT0005504","ECT0005504","-43.618611","-19.327222","2018","Cardeal Mota",NA,NA,"12","11","43º37'7''W","19º19'38''S",NA,NA,NA,NA
"56","2021-01-26 14:12:10-03","CPACT","ECT","6273","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","G.Heiden","G.W.A.Fernandes",NA,"1996","01","01",NA,"Brasil","Minas Gerais","Serra do Cipó. Munícipio e coordenadas geográficas obtidos secundariamente, a partir dos dados de localidade. Parque Nacional da Serra do Cipó","804","804",NA,NA,"ECT0006273","ECT0006273","-43.619444","-19.349167","2019","Jaboticatubas",NA,NA,"04","02","43º37'10''W","19º20'57''S",NA,NA,NA,NA
"57","2021-01-26 14:12:10-03","CPACT","ECT","5517","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","G.Heiden","S.S.Grecco",NA,"2018","01","13",NA,"Brasil","Minas Gerais","Serra do Cipó, trilha da prainha. Coordenadas geográficas obtidas a partir dos dados de localidade, Serra do Cipó.","835","835",NA,NA,"ECT0005517","ECT0005517","-43.618611","-19.327222","2018","Cardeal Mota",NA,NA,"12","11","43º37'7''W","19º19'38''S",NA,NA,NA,NA
"58","2021-01-26 14:12:10-03","CPACT","ECT","5514","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","G.Heiden","S.S.Grecco",NA,"2018","01","13",NA,"Brasil","Minas Gerais","Serra do Cipó, trilha da prainha. Coordenadas geográficas obtidas a partir dos dados de localidade, Serra do Cipó.","835","835",NA,NA,"ECT0005514","ECT0005514","-43.618611","-19.327222","2018","Cardeal Mota",NA,NA,"12","11","43º37'7''W","19º19'38''S",NA,NA,NA,NA
"59","2020-09-12 05:00:02-03","US","US","3666901","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","concinna","Baccharis concinna","G.M. Barroso",NA,"G. Heiden, L. M. Borges, C. Siniscalchi & G. Muller","1351","2010","6","14","South America - Neotropics","Brazil","Minas Gerais","Brasil. Minas Gerais. Santana do Riacho: Serra do Cipó. Rodovia Belo Horizonte - Conceição do Mato Dentro (MG-010), margem direita.","1264",NA,NA,NA,"US01724504","US01724504_01","-43.5639","-19.2939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"60","2020-09-12 05:00:02-03","US","US","2341263","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","concinna","Baccharis concinna","G.M. Barroso",NA,"J. M. Pires & G. A. Black","2962","1951","1",NA,"South America - Neotropics","Brazil","Minas Gerais","Estado de Minas Gerais.",NA,NA,NA,NA,"US00421700","US00421700_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"61","2020-09-12 05:00:02-03","US","US","2818781","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","concinna","Baccharis concinna","G.M. Barroso",NA,"W. Anderson, M. Stieber & J. H. Kirkbride","36247","1972","2","18","South America - Neotropics","Brazil","Minas Gerais","Planalto do Brasil. Estado de Minas Gerais. Serra do Espinhaço. Serra do Cipó.","1125",NA,NA,NA,"US01724509","US01724509_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"62","2020-09-12 05:00:02-03","US","US","2197829","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","concinna","Baccharis concinna","G.M. Barroso",NA,"L. B. Smith, F. Segadas-Vianna, L. Dau & W. T. Ormond","6746","1952","4","28","South America - Neotropics","Brazil","Minas Gerais","Brasil, Minas Gerais, Município Jaboticatubas, Serra do Cipó, Palacio.","1200",NA,NA,NA,"US01724508","US01724508_01","-43.58","-19.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"63","2020-09-12 05:00:02-03","US","US","2197932","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","concinna","Baccharis concinna","G.M. Barroso",NA,"L. B. Smith, F. Segadas-Vianna, A. Magnanini, W. A. Egler & et al.","7025","1952","4","29","South America - Neotropics","Brazil","Minas Gerais","Brasil, Minas Gerais, Município Jaboticatubas, Serra do Cipó. Chapeu de Sol.","1000",NA,NA,NA,"US01724507","US01724507_01","-43.95","-19.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"64","2020-09-12 05:00:02-03","US","US","2884674","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","concinna","Baccharis concinna","G.M. Barroso",NA,"R. M. King & F. Almeda","8365","1980","1","31","South America - Neotropics","Brazil","Minas Gerais","Brasil: Minas Gerais. Serra do Cipo. 13-15 km due N of the bridge over the Rio Cipo.","1036",NA,NA,NA,"US01724510","US01724510_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"65","2020-09-12 05:00:02-03","US","US","2222344","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Baccharis","concinna","Baccharis concinna","G.M. Barroso",NA,"J. M. Pires & G. A. Black","2962","1951","1",NA,"South America - Neotropics","Brazil","Minas Gerais","Estado de Minas Gerais.",NA,NA,NA,NA,"US01724505","US01724505_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"66","2021-03-15 18:25:18-03","USP","SPF","207901","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Heiden, G","Heiden, G; Pirani, JR; Siniscalchi, CM; Devecchi, MF","1607","2011","02","17",NA,"Brasil","Minas Gerais","Serra do Cipó, Área de Proteção Ambiental Morro da Pedreira, Rodovia Belo Horizonte #?# Conceição do Mato Dentro (MG010), km 116 atual, Alto do Palácio, topo das elevações com escarpas voltadas para o vale do córrego Palácio.","1250","1250",NA,"Subarbusto, ca. 70 cm alt. Caule vináceo. Folhas verdes, resinosas. Capítulos com brácteas involucrais verde-claras. Flores alvas. Planta pistilada.","SPF00207901",NA,"-43.533333","-19.25","2011","Jaboticatubas",NA,NA,"02","17","-43.533333","-19.25",NA,NA,NA,NA
"67","2021-03-15 18:25:18-03","USP","SPF","207899","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Heiden, G","Heiden, G; Pirani, JR; Siniscalchi, CM; Devecchi, MF","1608","2011","02","17",NA,"Brasil","Minas Gerais","Serra do Cipó, Área de Proteção Ambiental Morro da Pedreira, Rodovia Belo Horizonte #?# Conceição do Mato Dentro (MG010), km 116 atual, Alto do Palácio, topo das elevações com escarpas voltadas para o vale do córrego Palácio.","1250","1250",NA,"Subarbusto, ca. 70 cm alt. Caule vináceo. Folhas verdes, resinosas. Capítulos com brácteas involucrais verde-claras. Flores alvo-esverdeadas, estames amarelos. Planta estaminada.","SPF00207899",NA,"-43.533333","-19.25","2011","Jaboticatubas",NA,NA,"02","17","-43.533333","-19.25",NA,NA,NA,NA
"68","2021-03-15 18:25:18-03","USP","SPF","178072","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Heiden, G","Zappi, DC","776","2007","02","16",NA,"Brasil","Minas Gerais","Serra do Cipó, Fazenda Toucan Cipó, estrada para a captação.","720","780",NA,"Arbusto densamente ramificado, glutinoso, capítulos com botões amarelos e flores alaranjadas.; Campo rupestre na encosta da serra, sobre solo arenoso úmido.","SPF00178072",NA,"-43.761944","-19.008056","2015","Santana de Pirapama",NA,NA,"03","16","-43.761944","-19.008056",NA,NA,NA,NA
"69","2021-03-15 18:25:18-03","USP","SPF","182535","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Heiden, G","Souza, VC","32518","2007","02","17",NA,"Brasil","Minas Gerais","Serra do Cipó, (Serra da Lapa). Distrito de São José da Cachoeira. Trilha de captação da Fazenda Toucan Cipó. Campo rupestre com afloramentos e árvores esparsas.","680","680",NA,"Arbusto,0.6 - 1.2 m alt.; invólucro verde-amarelado; corola creme. Entre rochas. Indivíduo masculino.","SPF00182535",NA,"-43.756944","-19.006111","2011","Santana de Pirapama",NA,NA,"09",NA,"-43.756944","-19.006111",NA,NA,NA,NA
"70","2021-03-15 18:25:18-03","USP","SPF","182544","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Heiden, G","Souza, VC","32576","2007","02","17",NA,"Brasil","Minas Gerais","Serra do Cipó, (Serra da Lapa). Distrito de São José da Cachoeira. Trilha da Captação da Fazenda Toucan Cipó. Campo rupestre com afloramentos e árvores esparsas.","680","680",NA,"Arbusto,0.6-1.2 m alt.; invólucro verde-amarelado; corola creme. Entre rochas. Indivífduo feminino.","SPF00182544",NA,"-43.755556","-19.006111","2011","Santana de Pirapama",NA,NA,"07",NA,"-43.755556","-19.006111",NA,NA,NA,NA
"71","2021-03-15 18:25:18-03","USP","SPF","208227","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Heiden, G","Heiden, G; Borges, LM; Siniscalchi, CM; Müller, G","1351","2010","06","14",NA,"Brasil","Minas Gerais","Serra do Cipó, Rodovia Belo Horizonte - Conceição do Mato Dentro (MG-010), margem direita, margem de córrego à esquerda da trilha que leva ao córrego Gavião, logo após área plana adjacente à estrada, ao lado da ponte sobre o Córrego Duas Pontinhas.","1264","1264",NA,"Subarbusto, ca. 0,75 m alt. Caule vináceo. Folhas verdes, resinosas. Capítulos com brácteas involucrais verde-claras. Flores alvo-esverdeadas, estames amarelos. Planta estaminada.","SPF00208227",NA,"-43.563889","-19.293889","2010","Santana do Riacho",NA,NA,"06","14","-43.563889","-19.293889",NA,NA,NA,NA
"72","2021-03-15 18:25:18-03","USP","SPF","208233","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Heiden, G","Heiden, G; Borges, LM; Siniscalchi, CM; Müller, G","1350","2010","06","14",NA,"Brasil","Minas Gerais","Serra do Cipó, Rodovia Belo Horizonte - Conceição do Mato Dentro (MG-010), margem direita, margem de córrego à esquerda da trilha que leva ao córrego Gavião, logo após área plana adjacente à estrada, ao lado da ponte sobre o córrego Duas Pontinhas.","1264","1264",NA,"Subarbusto, ca. 0,5 m alt. Caule vináceo. Folhas verdes, resinosas. Capítulos com brácteas involucrais verde-claras. Flores alvas. Planta pistilada.","SPF00208233",NA,"-43.563889","-19.293889","2010","Santana do Riacho",NA,NA,"06","14","-43.563889","-19.293889",NA,NA,NA,NA
"73","2021-03-15 18:25:18-03","USP","SPF","216048","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Heiden, G","Loeuille, B","865","2013","07","14",NA,"Brasil","Minas Gerais","Parque Nacional da Serra do Cipó, Trilha do Travessão.","1224","1224",NA,"Arbusto até 1 m. Flores esverdeadas.; Campo rupestre.","SPF00216048",NA,"-43.539833","-19.320167","2017","Santana do Riacho",NA,NA,"10",NA,"-43.539833","-19.320167",NA,NA,NA,NA
"74","2021-03-15 18:25:18-03","USP","SPF","216049","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Heiden, G","Loeuille, B","864","2013","07","14",NA,"Brasil","Minas Gerais","Parque Nacional da Serra do Cipó, Trilha do Travessão.","1224","1224",NA,"Arbusto até 1 m. Flores esverdeadas.; Campo rupestre.","SPF00216049",NA,"-43.539833","-19.320167","2017","Santana do Riacho",NA,NA,"10",NA,"-43.539833","-19.320167",NA,NA,NA,NA
"75","2021-03-15 18:25:18-03","USP","SPF","216664","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Heiden, G","Siniscalchi, CM","237","2011","09","02",NA,"Brasil","Minas Gerais","Serra do Cipó, Parque Nacional da Serra do Cipó, Trilha do Travessão, acesso pela Rodovia MG-010, na região do Córrego Duas Pontinhas.",NA,NA,NA,"Arbusto ramificado, caule cinzento e ranhurado. Ramos jovens verde-vináceos, folhas verde-escuras, brilhantes; folhas jovens amarronzadas. Capítulos amarelos. Comum ao longo da trilha.; Coletada em afloramento rochoso em campo rupest","SPF00216664",NA,"-43.542694","-19.315222","2015","Santana do Riacho",NA,NA,"03","18","-43.542694","-19.315222",NA,NA,NA,NA
"76","2021-03-15 18:25:18-03","USP","SPF","216665","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Heiden, G","Siniscalchi, CM","236a","2011","09","02",NA,"Brasil","Minas Gerais","Serra do Cipó, Parque Nacional da Serra do Cipó, Trilha do Travessão, acesso pela Rodovia MG-010, na região do Córrego Duas Pontinhas.",NA,NA,NA,"Arbusto ramificado, caule cinzento e ranhurado. Ramos jovens verde-vináceos, folhas verde-escuras, brilhantes; folhas jovens amarronzadas. Capítulos amarelos. Comum ao longo da trilha.; Coletada em afloramento rochoso em campo rupest","SPF00216665",NA,"-43.542694","-19.315222","2015","Santana do Riacho",NA,NA,"03","18","-43.542694","-19.315222",NA,NA,NA,NA
"77","2021-03-15 18:25:18-03","USP","SPF","218712","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Pena, MA","Pena, MA","894","2008","05","16",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 108 da rodovia MG 010, lado direito, sentido Morro do Pilar.","1260","1260",NA,"Arbusto ca. 1,2 m. Folhas no ápice dos ramos, discolores. Brácteas persistentes brancas.","SPF00218712",NA,"-43.588333","-19.284444","2009","Santana do Riacho",NA,NA,NA,NA,"-43.588333","-19.284444",NA,NA,NA,NA
"78","2021-03-15 18:25:18-03","USP","SPF","218713","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Pena, MA","Pena, MA","827","2008","03","12",NA,"Brasil","Minas Gerais","Serra do Cipó, Km 108 da rodovia MG 010, lado direito, sentido Morro do Pilar.","1260","1260",NA,"Arbusto ca. 70 cm. Folhas jovens vináceas.","SPF00218713",NA,"-43.588333","-19.284444","2009","Santana do Riacho",NA,NA,NA,NA,"-43.588333","-19.284444",NA,NA,NA,NA
"79","2021-03-15 18:25:18-03","USP","SPF","218946","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Heiden, G","Siniscalchi, CM","292","2011","12","21",NA,"Brasil","Minas Gerais","Serra do Cipó, Parque Nacional da Serra do Cipó, Trilha do Travessão. Acesso pela MG-010, ao lado do córrego Duas Pontinhas. Pequeno vale aproximadamente na metade da trilha.","1201","1201",NA,"Arbusto ramificado desde a base, na beira do capão de mata ao redor de um córrego. Folhas verde-escuras, glutinosas, amarronzadas quando jovens. Capítulos femininos paleáceos e capítulos masculinos amarelos. Pequenas populações ao lo","SPF00218946",NA,"-43.537139","-19.318472","2014","Santana do Riacho",NA,NA,"07","22","-43.537139","-19.318472",NA,NA,NA,NA
"80","2021-03-15 18:25:18-03","USP","SPF","218951","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Heiden, G","Siniscalchi, CM","293","2011","12","21",NA,"Brasil","Minas Gerais","Serra do Cipó, Parque Nacional da Serra do Cipó, Trilha do Travessão. Acesso pela MG-010, ao lado do córrego Duas Pontinhas. Pequeno vale aproximadamente na metade da trilha.","1201","1201",NA,"Arbusto ramificado desde a base, na beira do capão de mata ao redor de um córrego. Folhas verde-escuras, glutinosas, amarronzadas quando jovens. Capítulos femininos paleáceos e capítulos masculinos amarelos. Pequenas populações ao lo","SPF00218951",NA,"-43.537139","-19.318472","2014","Santana do Riacho",NA,NA,"07","22","-43.537139","-19.318472",NA,NA,NA,NA
"81","2021-03-15 18:25:18-03","USP","SPF","77493","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Oliveira-Deble, AS","Arbo, MM","4173","1990","05","15",NA,"Brasil","Minas Gerais","Serra do Cipó, 10-20 km NE de Cardeal Mota, camino a Conceição do Mato Dentro. Campo rupestre.",NA,NA,NA,"Arbusto 1-1.5 m, hojas pagajosas.","SPF00077493",NA,"-43.583333","-19.333333",NA,NA,NA,NA,NA,NA,"-43.583333","-19.333333",NA,NA,NA,NA
"82","2021-03-15 18:25:18-03","USP","SPF","86545","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Anônimo","Faria, GM","s.n.","1990","06",NA,NA,"Brasil","Minas Gerais","Serra do Cipó, Rodovia Belo Horizonte - Conceição do Mato Dentro, km 106. Área de 1 hectare, em ecossistema de campo rupestre.",NA,NA,NA,"Sp 102 e 104; Porte arbustivo; habitat : afloramentos rochosos, principalmente ao nível do solo. Flor verde amarronzada, floresce junho a dezembro.","SPF00086545",NA,"-43.6","-19.283333",NA,"Santana do Riacho",NA,NA,NA,NA,"-43.6","-19.283333",NA,NA,NA,NA
"83","2021-03-15 18:25:18-03","USP","SPF","93621","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Oliveira-Deble, AS","Arbo, MM","4871","1991","02","11",NA,"Brasil","Minas Gerais","Serra do Cipó, 7-12 km N de Santana do Riacho, camino a Lapinha. Campo rupestre, suelo arenoso.","800","800",NA,"Arbusto 1 m alt., flores amarillentas.","SPF00093621",NA,"-43.683333","-19.166667",NA,"Santana do Riacho",NA,NA,NA,NA,"-43.683333","-19.166667",NA,NA,NA,NA
"84","2021-03-15 18:25:18-03","USP","SPF","191306","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Teles, AM","Teles, AM","274","2006","10","20",NA,"Brasil","Minas Gerais","Parque Nacional da Serra do Cipó, Distrito de Cardeal Mota, propriedade do Prof. Geraldo Wilson Fernandes (Ecologia/UFMG).",NA,NA,NA,"Arbusto,ca. 70 cm alt. Planta estaminada","SPF00191306",NA,"-43.7144012451172","-19.1688995361328","2006","Santana do Riacho","26557","auto","10",NA,NA,NA,NA,NA,NA,NA
"85","2021-03-15 18:25:18-03","USP","SPF","63324","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Simão-Bianchini, R","Cordeiro, I","CFSC10536","1987","09","09",NA,"Brasil","Minas Gerais","Parque Nacional da Serra do Cipó, Serra da Bandeirinha. Matas de campo rupestre, próximo à casa do IBDF.","1200","1200",NA,"Subarbusto ca. 40 cm alt., flores esverdeadas. Campo rupestre, entre rochas.","SPF00063324",NA,"-43.7144012451172","-19.1688995361328","1990","Santana do Riacho","26557","auto","08","18",NA,NA,NA,NA,NA,NA
"86","2021-03-15 18:25:18-03","USP","SPF","75138","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Roque, N","Giulietti, AM","CFSC12591","1991","07","27",NA,"Brasil","Minas Gerais","Parque Nacional da Serra do Cipó, Serra das Bandeirinhas.","1400","1500",NA,"Arbusto ca. 1,5 m alt., muito ramificado, invólucro verde-claro.","SPF00075138",NA,"-43.7144012451172","-19.1688995361328",NA,"Santana do Riacho","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-11-13 11:16:01-03","USP","SPF","77681","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Pirani, JR","Fernandes, GW","s.n.","1993","02","12",NA,"Brasil","Minas Gerais","Serra do Cipó",NA,NA,NA,NA,"SPF00077681",NA,"-43.7144012451172","-19.1688995361328","1993","Santana do Riacho","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-03-15 18:25:18-03","USP","SPF","77100","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Arduin, M","Arduin, M","5","1993","05","15",NA,"Brasil","Minas Gerais","Serra do Cipó, Beira da estrada Santana do Riacho-Alto do Palácio, perto do Chapéu de Sol. Local argilo-pedregoso, ensolarado. Seco.",NA,NA,NA,"Planta com folhas maduras verdes e novas verde-amarelado, flores amarelo-claro.","SPF00077100",NA,"-43.7144012451172","-19.1688995361328","1993","Santana do Riacho","26557","auto","05","15",NA,NA,NA,NA,NA,NA
"89","2021-03-15 18:25:18-03","USP","SPF","76492","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Heiden, G","Pirani, JR","CFSC11985","1991","03","25",NA,"Brasil","Minas Gerais","Serra do Cipó, Caminho da Base do IBAMA do Rio Cipó para o Capão dos Palmitos. Parque Nacional da Serra do Cipó. Cerrado de encosta, com algumas áreas de campo rupestre transicional.","900","900",NA,"Arbusto 1,2 m alt., com folhas levemente viscosas. Capítulos verde-claros. No cerrado de encosta.","SPF00076492",NA,"-43.7144012451172","-19.1688995361328","2011","Santana do Riacho","26557","auto","07",NA,NA,NA,NA,NA,NA,NA
"90","2021-03-15 18:25:18-03","USP","SPF","80770","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Baccharis","concinna","Baccharis concinna","G.M.Barroso","Anônimo","Pirani, JR","CFSC12929A","1992","01","25",NA,"Brasil","Minas Gerais","Serra do Cipó, Elevação próximo às nascentes do Córrego Vitalino, à 200 m da Rodovia Belo Horizonte - Conceição do Mato Dentro (km 115 atual). Pequeno capão, orla do capão.",NA,NA,NA,"Arbusto. Frutos secos.","SPF00080770",NA,"-43.7144012451172","-19.1688995361328",NA,"Santana do Riacho","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA
