"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","continentOcean","locality","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","class","infraspecificEpithet","relatedCatalogItem","relationshipType","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber","typeStatus","sex"
"91","2021-03-16 17:51:28-03","UCS","HUCS","35400","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lem.) Barthlott","; Zappi, D.C.","2005",NA,NA,"Hatschbach, G.","72426","2001","09","20","Brasil","Paraná","Condoí",NA,NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Caryophyllales",NA,"Fazenda Porteira Velha - vale do rio Cavernoso",NA,"epífita - floresta do vale do rio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2021-03-16 17:51:28-03","UCS","HUCS","51230","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lem.) Barthlott","et al.; Menegussi, E.","2020","10","22","Gonzatti, F.","5543","2020","10","08","Brasil","Rio Grande do Sul","Caxias do Sul","-51.152778","-29.139722","-51.152778","-29.139722","830","830",NA,NA,"Angiospermae","Caryophyllales",NA,"Jardim Botânico de Caxias do Sul",NA,"erva pendente em tronco de árvore. Floresta de araucária secundária. Flores esverdeadas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-03-16 17:51:28-03","UCS","HUCS","3336","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lem.) Barthlott","; Bauer, D.","2004","08","11","Poloni, M.","s.n.","1987","10","09","Brasil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,NA,NA,"Angiospermae","Caryophyllales",NA,NA,NA,"Stephen F. Smith det. como Rhipsalis leucorhaphis K. Schum. em XII - 1989; epífita à beira da mata","49662","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2021-03-16 17:51:28-03","UCS","HUCS","3639","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lem.) Barthlott","; Bauer, D.","2004","08","11","Grazziotin, G.","s.n.","1987","11","07","Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,"Angiospermae","Caryophyllales",NA,"Casuza",NA,"Stephen F. Smith det. como Rhipsalis leucorhaphis K. Schum. em I - 1988; epífita - na mata","76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-03-16 17:51:28-03","UCS","HUCS","3354","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lem.) Barthlott","; Bauer, D.","2004","08","11","Rossato, M.","s.n.","1987","10","24","Brasil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,NA,NA,"Angiospermae","Caryophyllales",NA,"Conceição",NA,"Stephen F. Smith det. como Rhipsalis leucorhaphis K. Schum. em XII - 1989; sobre árvores - na mata","49662","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2021-03-16 17:51:28-03","UCS","HUCS","2249","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lem.) Barthlott","; Bauer, D.","2004","08","11","Wasum, R.A.","s.n.","1986","10","26","Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,"Angiospermae","Caryophyllales",NA,"Jaquirana",NA,"Stephen F. Smith det. como Rhipsalis loefgrenii Britton & R. em XII - 1989; epífita - mata","76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-03-16 17:51:28-03","UCS","HUCS","35462","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lem.) Barthlott","Maboni, S.;","2009",NA,NA,"Maboni, S.","78","2009","10","10","Brasil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,NA,NA,"Angiospermae","Caryophyllales",NA,"Jardim Botânico",NA,"sobre tronco, na mata junto ao Palmetum","49662","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2021-03-16 17:51:28-03","UCS","HUCS","6262","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lem.) Barthlott","; Bauer, D.","2004","08","11","Wasum, R.A.","s.n.","1989","10","09","Brasil","Rio Grande do Sul","Flores da Cunha","-51.1817016601562","-29.0289001464844",NA,NA,NA,NA,NA,NA,"Angiospermae","Caryophyllales",NA,"Otávio Rocha",NA,"Stephen F. Smith det. como Rhipsalis leucorhaphis K. Schum. em XII - 1989; sobre troncos - interior da mata","18321","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-03-16 17:51:28-03","UCS","HUCS","1205","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lem.) Barthlott","; Bauer, D.","2004","08","11","Wasum, R.A.","s.n.","1985","10","19","Brasil","Rio Grande do Sul","Flores da Cunha","-51.1817016601562","-29.0289001464844",NA,NA,NA,NA,NA,NA,"Angiospermae","Caryophyllales",NA,"Otávio Rocha",NA,"epífita - interior da mata","18321","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-03-16 17:51:28-03","UCS","HUCS","33636","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lem.) Barthlott","Marchett, F.;","2008","11",NA,"Marchett, F.","667","2008","08","26","Brasil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,NA,NA,"Angiospermae","Caryophyllales",NA,"São Virgílio da 6ª Légua",NA,"epífita - em orla da mata","49662","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-03-16 17:51:28-03","UCS","HUCS","10721","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lem.) Barthlott","Smith, S.F.;","1995","10",NA,"Butzke, A.","s.n.","1993","09","06","Brasil","Rio Grande do Sul","Erechim","-52.2738990783691","-27.6341991424561",NA,NA,NA,NA,NA,NA,"Angiospermae","Caryophyllales",NA,"URI",NA,"epífita","46790","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2021-03-16 17:51:28-03","UCS","HUCS","33709","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lem.) Barthlott","Marchett, F.;","2008",NA,NA,"Marchett, F.","682","2008","11","08","Brasil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,NA,NA,"Angiospermae","Caryophyllales",NA,"Vila Seca",NA,"no interior da mata - epífita","49662","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-03-16 17:51:31-03","UCS","HUCS","48685","PreservedSpecimen","Plantae","Cactaceae","Rhipsalis","lumbricoides","Rhipsalis lumbricoides","(Lem.) Lem.","Gonzatti, F.","2018","10",NA,"Gonzatti, F.","4575","2018","09","07","Brasil","Rio Grande do Sul","Manoel Viana","-55.394444","-29.666111","-55.394444","-29.666111",NA,NA,NA,NA,"Angiospermae","Caryophyllales",NA,"Cerro do Tigre, Ponte de Pedra",NA,"Erva epífito, rastejante sobre troncos, flores alvas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-08-16 08:38:53-03","UTFPR","HCF","17995","S","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lemaire) Barthlott","M.G. Caxambu","2015","10","24","M.G. Caxambu","6914","2015","10","01","Brasil","PR","Céu Azul","-53.873806","-25.216833","53°52'25,7 W","25°13'00,6 S","574","574",NA,NA,NA,NA,NA,"Parque Nacional do Iguaçu - Estrada de",NA,"erva epífita, semi-ciófila, suculenta. Frutos imaturos verdes e os maduros vermelhos. Forófito: Parapiptadenia rigida (Benth.) Brenan (Fabaceae-Mimosoideae).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-08-16 08:38:53-03","UTFPR","HCF","17527","S","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lemaire) Barthlott","M.G. Caxambu","2017","04","27","M.G. Caxambu","6674","2015","08","05","Brasil","PR","Nova Tebas","-51.956556","-24.374167","51°57'23,6 W","24°22'27 S","611","611",NA,NA,NA,NA,NA,"Estação Ecológica Municipal Reinaldo",NA,"erva epífita, heliófita, suculenta. Flores alvas, poucas. Forófito: Parapiptadenia rigida (Benth.) Brenan (Fabaceae-Mimosoideae).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-08-16 08:38:53-03","UTFPR","HCF","11249","S","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lemaire) Barthlott","M.G. Caxambu","2012","11","08","M.G. Caxambu","4267","2012","10","17","Brasil","PR","Luiziana","-52.43475","-24.532667","52°26'05,1 W","24°31'57,6 S","619","619",NA,NA,NA,NA,NA,"Estação Ecológica Luiziana",NA,"erva epífita, semi-ciófila, carnosa. Frutos maduros vermelhos e imaturos verdes. Forófito: Parapiptadenia rigida (Benth.) Brenan (Fabaceae-Mimosoideae).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-08-16 08:38:53-03","UTFPR","HCF","23640","S","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lemaire) Barthlott","M.G. Caxambu","2017","09","10","E.L. Siqueira","2312","2017","08","31","Brasil","PR","Foz do Iguaçu","-54.470028","-25.62075","54°28'12,1 W","25°37'14,7 S","180","180",NA,NA,NA,NA,NA,"Parque Nacional do Iguaçu - Trilha da",NA,"erva epífita, semi-ciófila. Flores alvas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-08-16 08:38:53-03","UTFPR","HCF","21305","S","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lemaire) Barthlott","M.G. Caxambu","2016","10","05","M.G. Caxambu","7546","2016","09","22","Brasil","PR","Mato Rico","-52.133889","-24.776778","52°08'02 W","24°46'36,4 S","575","575",NA,NA,NA,NA,NA,"Estação Ecológica Municipal Cantú - Rio",NA,"erva epífita, semi-ciófila, ripária. Frutos imaturos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-08-16 08:38:53-03","UTFPR","HCF","24053","S","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lemaire) Barthlott","E. Barboza","2017","03","31","J.M. Silva","9438","2016","09","09","Brasil","PR","Pitanga","-51.523056","-24.698333","51°31'23 W","24°41'54 S","550","550",NA,NA,NA,NA,NA,"PCH Itaguaçu, rio Pitanga",NA,"erva epífita; flor alva. Floresta Estacional Semidecidual.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-08-16 08:38:53-03","UTFPR","HCF","17701","S","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lemaire) Barthlott","J.A. Lombardi","2016","10",NA,"M.G. Caxambu","6760","2015","08","14","Brasil","PR","Foz do Iguaçu","-54.476333","-25.62475","54°28'34,8 W","25°37'29,1 S","175","175",NA,NA,NA,NA,NA,"Parque Nacional do Iguaçu, próximo às",NA,"erva epífita, semi-ciófila. Flores alvo-rosadas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-08-16 08:38:53-03","UTFPR","HCF","8367","S","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lemaire) Barthlott","M.G. Caxambu","2009","12","01","M.G. Caxambu","2837","2009","10","18","Brasil","PR","Turvo","-51.526361","-25.039667","51°31'34,9 W","25°02'22,8 S","1037","1037",NA,NA,NA,NA,NA,"arredores",NA,"erva epífita, suculenta, heliófita, a cerca de 2 m do solo. Frutos imaturos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-08-16 08:38:53-03","UTFPR","HCF","5733","S","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lemaire) Barthlott","M.G. Caxambu","2007","10","02","A.R. Silva","435","2007","08","24","Brasil","PR","Campo Mourão","-52.326722","-24.101","52°19'36,2 W","24°06'03,6 S","560","560",NA,NA,NA,NA,NA,"Parque Estadual Lago Azul (PELA)",NA,"herbácea, epífita, pendente. Forófito: Luehea divaricata Mart. Flores amareladas. Comum.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-08-16 08:38:53-03","UTFPR","HCF","3261","S","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lemaire) Barthlott","M.G. Caxambu","2006","01","19","H.C.L. Geraldino","150","2005","08","27","Brasil","PR","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Capela do Calvário",NA,"aprox. 3 m (tronco) presença de flores brancas.","28572","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2019-08-16 08:38:53-03","UTFPR","HCF","3609","S","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lemaire) Barthlott","H.C.L. Geraldino","2006","01","06","H.C.L. Geraldino","280","2005","12","15","Brasil","PR","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Capela do Calvário",NA,"aprox. 3 m no tronco do forófito, presença de frutos vermelhos.","28572","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-08-16 08:38:53-03","UTFPR","HCF","1341","S","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lemaire) Barthlott","J. Cordeiro & E. Barboza","2004","11",NA,"E.G. Paulino","28","2004","08","09","Brasil","PR","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Parque Municipal do Lago",NA,"planta herbácea, epífita, suculenta, com flores dispostas de forma alterna sobre os ramos, de cor amarela.","28572","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-12-15 16:06:08-03","UFSM","SMDB","17216","S","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lem.) Barthlott","Moia, IW","2017","06","22","Moia, IW; Essi, L & D'Avil","6","2017","04","24","Brasil","Rio Grande do Sul","Santa Maria","-53.716667","-29.667667","-53.716667","-29.667667",NA,NA,"SMDB017216",NA,NA,NA,NA,"Distrito de Santo Antão, próximo à capela Sta. Ter",NA,"Planta epífita, coletada em uma Timbaúva, a aproximadamente 3m de altura. Flores branco-amareladas, pequenas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-02-11 16:53:01-03","UFSM","SMDB","17221","S","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lem.) Barthlott","Moia, IW","2017","08","22","Moia, IW; Záchia, R.A","9","2017","08","22","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB017221",NA,NA,NA,NA,"Campo de Instrução do Exército",NA,"Epífita, coletado sobre uma Luehea divaricata, aproximadamente 2m de altura. Flores brancas. Material testemunho de trabalho de conclusão de curso. Aluno: Igor Wassiljew Moia. Orientadora: Liliana Essi","37819","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-11-25 12:11:42-03","UFSM","SMDB","9481","S","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lem.) Barthlott","Breier, TB",NA,NA,NA,"Breier, TB","s.n.","2002","11","04","Brasil","Rio Grande do Sul","Novo Cabrais","-52.948299407959","-29.7353000640869",NA,NA,NA,NA,"SMDB009481",NA,NA,NA,NA,NA,NA,NA,"13959","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-02-11 16:53:01-03","UFSM","SMDB","17222","S","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lem.) Barthlott","Moia, IW","2017","08","22","Moia, IW; Záchia, R.A","10","2017","08","22","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"SMDB017222",NA,NA,NA,NA,"Campo de Instrução do Exército",NA,"Epífita, coletado sobre Ficus sp, aproximadamente 3m de altura. Flores brancas. Material testemunho de trabalho de conclusão de curso. Aluno: Igor Wassiljew Moia. Orientadora: Liliana Essi","37819","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-12-21 16:19:44-03","MBM","MBM","180692","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lam.) Barthlott","Ribas, O.S.",NA,NA,NA,"Dombrowski, L.T.","5384","1974","10",NA,"Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM180692",NA,NA,NA,"Southern America","Capão da Imbuia",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-12-21 16:19:44-03","MBM","MBM","156949","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lam.) Barthlott","Taylor, N.P.",NA,NA,NA,"Bonatto, F.; Vicentini, A.; Vicentini, A.","16","1991","11","28","Brazil","Paraná","Pinhão","-51.6596984863281","-25.6956005096436",NA,NA,NA,NA,"MBM156949","MBM156949",NA,NA,"Southern America","Rio da Divisa",NA,NA,"37408","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-12-21 16:19:46-03","MBM","MBM","31200","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lam.) Barthlott","Taylor, N.P.",NA,NA,NA,"Hatschbach, G.","32833","1973","10","18","Brazil","Paraná","Pitanga","-51.7613983154297","-24.7572002410889",NA,NA,NA,NA,"MBM031200","MBM031200",NA,NA,"Southern America","Rio Bonito",NA,NA,"37178","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-12-21 16:19:44-03","MBM","MBM","113535","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lam.) Barthlott","Taylor, N.P.",NA,NA,NA,"Wasum, R.; et al.; et al.","2249","1986","10","26","Brazil","Rio Grande do Sul","Jaquirana","-50.3577995300293","-28.8847007751465",NA,NA,NA,NA,"MBM113535","MBM113535",NA,NA,"Southern America","Jaquirana",NA,NA,"31282","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-12-21 16:19:44-03","MBM","MBM","231206","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lam.) Barthlott",NA,NA,NA,NA,"Ferrucci, M.S.; et al.; et al.","1196","1997","09","03","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM231206","MBM231206",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-12-21 16:19:46-03","MBM","MBM","400184","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lam.) Barthlott","Cardoso, W.C.","2019","08","22","Motta, J.T.; Silva, J.M.; Silva, J.M.","4440","2014","09","22","Brazil","Paraná","Coronel Domingos Soares","-52.040083","-26.194222","-52.040083","-26.194222","1045","1045","MBM400184","MBM400184",NA,NA,"Southern America","São João",NA,"Epífita; flores alvas.; Floresta Ombrófila Mista.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-12-21 16:19:46-03","MBM","MBM","408429","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lam.) Barthlott","Barboza, E.","2017","03","31","Silva, J.M.; Bayeri, I.; Noguchi, G.; Bayeri, I.; Noguchi, G.","9438","2016","09","09","Brazil","Paraná","Pitanga","-51.523056","-24.698333","-51.523056","-24.698333","550","550","MBM408429",NA,NA,NA,"Southern America","PCH Itaguaçu, rio Pitanga",NA,"Erva epífita; flor alva.; Floresta Estacional Semidecidual.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-12-21 16:19:46-03","MBM","MBM","423769","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lam.) Barthlott","Schwirkowski, P.","2017","08","12","Schwirkowski, P.","2328","2017","08","12","Brazil","Santa Catarina","São Bento do Sul","-49.302778","-26.253333","-49.302778","-26.253333","950","950","MBM423769",NA,NA,NA,"Southern America","Bairro Rio Vermelho Povoado, Serrinha Gatz",NA,"Heliófita, epífita, flores brancas com interior alaranjado, frutos alaranjados quando maduros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-12-21 16:19:46-03","MBM","MBM","96083","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lam.) Barthlott","Taylor, N.P.",NA,NA,NA,"Pedersen, T.M.","13396","1982","09","01","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,"MBM096083","MBM096083",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-12-21 16:19:44-03","MBM","MBM","14467","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lam.) Barthlott","Zappi, D.C.; Taylor, N.P.",NA,NA,NA,"Hatschbach, G.","22378","1969","10","08","Brazil","Paraná","Ipiranga","-50.5842018127441","-25.0238990783691",NA,NA,NA,NA,"MBM014467","MBM014467",NA,NA,"Southern America","Coatis",NA,NA,"31827","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-12-21 16:19:44-03","MBM","MBM","149907","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lam.) Barthlott","Taylor, N.P.",NA,NA,NA,"Kostin, A.J.","3","1991","09","22","Brazil","Paraná","Pinhão","-51.6596984863281","-25.6956005096436",NA,NA,NA,NA,"MBM149907","MBM149907",NA,NA,"Southern America","Rio Divisa",NA,NA,"37408","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-12-21 16:19:44-03","MBM","MBM","148247","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lam.) Barthlott","Taylor, N.P.",NA,NA,NA,"Krapovickas, A.","38212","1982","12","22","Brazil","Rio Grande do Sul","Passo Fundo","-52.4067001342773","-28.2628002166748",NA,NA,NA,NA,"MBM148247","MBM148247",NA,NA,"Southern America","Rod. BR-285, km 156, Mato Castelhano",NA,NA,"25060","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-12-21 16:19:44-03","MBM","MBM","14469","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lam.) Barthlott","Taylor, N.P.",NA,NA,NA,"Hatschbach, G.","22446","1969","10","13","Brazil","Paraná","Almirante Tamandaré","-49.310001373291","-25.3246994018555",NA,NA,NA,NA,"MBM014469","MBM014469",NA,NA,"Southern America","Almirante Tamandaré",NA,NA,"18684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-12-21 16:19:46-03","MBM","MBM","370685","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lam.) Barthlott","Cardoso, W.C.","2019","08","22","Motta, J.T.; Jablonski, E.; Jablonski, E.","411b","1986","10","08","Brazil","Paraná","Araucária","-49.4103012084961","-25.5930995941162",NA,NA,NA,NA,"MBM370685","MBM370685",NA,NA,"Southern America","Colônia Thomaz Coelho, Represa do Passaúna",NA,"Epífita, flor alva.; Várzea.","21346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-12-21 16:19:44-03","MBM","MBM","298345","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lam.) Barthlott","Cordeiro, J.; Barboza, E.",NA,NA,NA,"Paulino, E.G.","28","2004","08","09","Brazil","Paraná","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,"MBM298345","MBM298345",NA,NA,"Southern America","Parque Municipal do Lago",NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-12-21 16:19:46-03","MBM","MBM","301528","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lam.) Barthlott",NA,NA,NA,NA,"Andrade, P.R.P.","s.n.",NA,NA,NA,"Brazil","Paraná","Colombo","-49.2242012023926","-25.2917003631592",NA,NA,NA,NA,"MBM301528","MBM301528",NA,NA,"Southern America","Hotel Betânia",NA,NA,"13536","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-12-21 16:19:46-03","MBM","MBM","31202","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lam.) Barthlott","Taylor, N.P.",NA,NA,NA,"Saito, Y.","219","1964","09","25","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM031202","MBM031202",NA,NA,"Southern America","Capão da Imbuia",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-12-21 16:19:46-03","MBM","MBM","370690","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lam.) Barthlott","Cardoso, W.C.","2019","08","22","Motta, J.T.","s.n.","1991","10","01","Brazil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM370690","MBM370690",NA,NA,"Southern America","Museu de História Natural Capão da Imbuia",NA,"Epífita, flor alva.; Mata com araucária.","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-12-21 16:19:46-03","MBM","MBM","5286","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lam.) Barthlott","Taylor, N.P.",NA,NA,NA,"Lindeman, J.; et al.; et al.","2828",NA,NA,NA,"Brazil","Paraná","Laranjeiras do Sul","-52.4160995483398","-25.4078006744385",NA,NA,NA,NA,"MBM005286","MBM005286",NA,NA,"Southern America","30km leste de Laranjeiras do Sul, estrada para Cantagalo",NA,NA,"28404","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-12-21 16:19:46-03","MBM","MBM","45972","PreservedSpecimen","Plantae","Cactaceae","Lepismium","lumbricoides","Lepismium lumbricoides","(Lam.) Barthlott","Zappi, D.C.; Taylor, N.P.",NA,NA,NA,"Hatschbach, G.","6346","1959","10","12","Brazil","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"MBM045972","MBM045972",NA,NA,"Southern America","Tibagi",NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
