"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","stateProvince","county","locality","decimalLongitude","decimalLatitude","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","infraspecificEpithet","relatedCatalogItem","fieldNumber","individualCount","sex"
"104","2019-02-22 11:46:08-03","IPA","IPA","3990","S","Plantae","Leguminosae-Pap.","Aeschynomene","brevipes","Aeschynomene brevipes","Pickel, B.","1176","1926","07",NA,"Southern America","Brasil",NA,NA,NA,"IPA0003990","Plantae",NA,"Benth.",NA,"Pernambuco","Gravatá","Capoeira","-35.5647010803223","-8.20110988616943","Ataíde, M.",NA,NA,NA,"1978",NA,NA,"05","22","19146","auto",NA,NA,NA,NA,NA,NA
"105","2019-02-22 11:46:08-03","IPA","IPA","40173","S","Plantae","Leguminosae-Pap.","Aeschynomene","brevipes","Aeschynomene brevipes uliginosa","Ducke, A.","2398",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IPA0040173","Plantae",NA,"Benth.",NA,"Ceará","Fortaleza",NA,"-38.543098449707","-3.71722006797791",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19924","auto",NA,"uliginosa",NA,NA,NA,NA
"106","2019-02-22 11:46:08-03","IPA","IPA","40173","S","Plantae","Leguminosae-Pap.","Aeschynomene","brevipes","Aeschynomene brevipes uliginosa","Ducke, A.","2398",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IPA0040173","Plantae",NA,"Benth.",NA,"Ceará","Fortaleza",NA,"-38.543098449707","-3.71722006797791",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19924","auto",NA,"uliginosa",NA,NA,NA,NA
"107","2021-04-07 11:43:32-03","UFMS","CGMS","36031","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","F.M. Leme; A.L.B. Sartori","48","2012","11","03",NA,"Brasil",NA,NA,"Papilionoideae. Fruto preto. Habitat: Borda de Vereda, pastagem. Solo arenoso. Habito: Subarbusto.","CGMS1065436",NA,NA,"Benth.",NA,"Mato Grosso do Sul","Rio Verde de Mato Grosso","Fazenda Girassol.","-54.55","-18.8436111","L.C.P. Lima","275","275",NA,"2013","-54,55","-18,8436111","10","16",NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-04-07 11:43:32-03","UFMS","CGMS","55137","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","V.J. Pott; A. Pott","5280","2002","03","05",NA,"Brasil",NA,NA,"Papilionoideae. Flor amarela. Fruto castanho. Estandarte e alas com estrias vináceas. Habitat: Vegetação secundária de cerradão. Solo arenoso. Relevo ondulado. Rara. Habito: Subarbusto delgado 2m de altura.","CGMS1085107",NA,NA,"Benth.",NA,"Mato Grosso do Sul","Camapuã","Estrada MS-142, 22Km de Camapuã.","-54.1247223","-19.3908333","L.C.P. Lima",NA,NA,NA,NA,"-54,1247223","-19,3908333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-04-07 11:43:32-03","UFMS","CGMS","30804","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","M.V. Martins; C.A. Polido; V.A. Assunção","242","2010","11","19",NA,"Brasil",NA,NA,"Papilionoideae. Flor champanhe. Fruto verde. Habitat: Cerrado. Habito: Subarbusto. 1,30 m de altura.","CGMS1060218",NA,NA,"Benth.",NA,"Mato Grosso do Sul","Bonito","Margem de uma baía (corpo de água temporário) próximo à estrada.","-56.4666667","-21.0955555","C.A. Polido","328","328",NA,"2010","-56,4666667","-21,0955555","11","19",NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-04-07 11:43:32-03","UFMS","CGMS","47859","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","P.P. Oliveira; F.M.R. Godoy; M.M. Morelli; S.R. Ramalho; A. Pott","294","2014","12","02",NA,"Brasil",NA,NA,"Papilionoideae. Flor amarela. Fruto lomento. Habitat: Cerrado Sensu Strictu. Habito: Erva. 1,50 m de altura.","CGMS1077814",NA,NA,"Benth.",NA,"Mato Grosso do Sul","Nova Andradina","Guaviral da Fazenda Laranjal com cerrado sensu strictu em solo arenoso.","-53.3486111","-22.0311111","Lorena L.C. Antunes","406","406",NA,"2015","-53,3486111","-22,0311111","12","11",NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-04-07 11:43:32-03","UFMS","CGMS","12599","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","V.J. Pott; A. Pott; J.S.V. Silva; R.F.S. Abdon","5051","2002","02","26",NA,"Brasil",NA,NA,"Papilionoideae. Flor amarela. Habitat: Rara. Plano, vale. Solo arenoso. Habito: Erva.","CGMS1041986",NA,NA,"Benth.",NA,"Mato Grosso do Sul","São Gabriel d#?#Oeste","Rio Coxim. MS-435, entre Areado e Ponte Vermelha. Em beira de estrada com pasto cultivado, ao longo da mata ciliar, próximo a ponte. Solo arenoso. Relevo plano, vale.","-54.4905555","-19.4097222","L.C.P. Lima",NA,NA,NA,"2002","-54,4905555","-19,4097222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-04-07 11:43:32-03","UFMS","CGMS","15862","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","L.E.A.M. Lescano; G.P. Nunes; D.K. Noguchi","109","2005","01","13",NA,"Brasil",NA,NA,"Papilionoideae. Flor amarela. Fruto verde. Com muitosFrutos e flores. Habitat: Beira da estrada. Habito: Subarbusto.","CGMS1045367",NA,NA,"Benth.",NA,"Mato Grosso do Sul","Porto Murtinho","Estrada 8.","-57.6475","-21.7111111","L.C.P. Lima",NA,NA,NA,"2013","-57,6475","-21,7111111","09","16",NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-04-07 11:43:32-03","UFMS","CGMS","40654","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","A. Ferraro; A. Guerra; B. Ferreira","12","2013","09","29",NA,"Brasil",NA,NA,"Papilionoideae. Flor amarelada. Fruto verde. Habitat: Cerrado s.s. Borda de Mata. Habito: Subarbusto.","CGMS1070641",NA,NA,"Benth.",NA,"Mato Grosso do Sul","Corguinho","Serra de Maracaju, borda leste do Pantanal. Distrito de Taboco. Estância Quinta do Sol.","-55.2430555","-19.7233334","Lorena L.C. Antunes","290","290",NA,"2015","-55,2430555","-19,7233334","12","11",NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-04-07 11:43:32-03","UFMS","CGMS","36044","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","D.T. Azevedo; A.P.P. Oliveira; T.G. Freitas; L.S.B. Jordão","85","2012","11","04",NA,"Brasil",NA,NA,"Papilionoideae. Flor creme. Estandarte com listras avermelhadas. Fruto com 2 artículos. Habitat: Vereda. Habito: Subarbusto. 1,00m de altura.","CGMS1065450",NA,NA,"Benth.",NA,"Mato Grosso do Sul","Rio Verde de Mato Grosso","Estância Paraíso. Margem de rio.","-54.9333333","-18.9527778",NA,"421","421",NA,NA,"-54,9333333","-18,9527778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-04-07 11:43:32-03","UFMS","CGMS","19828","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","F. Matos-Alves; A.L.B. Sartori; W. Vargas","459","2007","08","28",NA,"Brasil",NA,NA,"Papilionoideae. Fruto castanho maduro. Habitat: Chaco. Comum. Planície. Solo argiloso ou siltoso. Habito: Subarbusto. 0,50m de altura.","CGMS1049131",NA,NA,"Benth.",NA,"Mato Grosso do Sul","Porto Murtinho","Fazenda Agro Comercial Aubi; próximo ao córrego Amonguejá.","-57.6880555","-21.6844444","L.C.P. Lima",NA,NA,NA,NA,"-57,6880555","-21,6844444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-04-07 11:43:32-03","UFMS","CGMS","36761","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","L.C.P. Lima; M.P. Andrade","525","2009","02","14",NA,"Brasil",NA,NA,"Papilionoideae. Corola amarela, estandarte com estrias alaranjadas. Fruto castanho. DNA. Coordenadas originais 20°24#?#S 53°54#?#65,00'W","CGMS1066172",NA,NA,"Benth.",NA,"Mato Grosso do Sul","Ribas do Rio Pardo","BR-262, km 255, estrada de Campo Grande em direção à Ribas do Rio Pardo.","-53.9","-20.4","L.C.P. Lima",NA,NA,NA,NA,"-53,9","-20,4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-04-07 11:43:32-03","UFMS","CGMS","16002","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","G.P. Nunes; L.E.A.M. Lescano; D.K. Noguchi","215","2005","04","15",NA,"Brasil",NA,NA,"Papilionoideae. Flor amarela. Fruto verde. Habitat: Beira de estrada. Habito: Subarbusto.","CGMS1045519",NA,NA,"Benth.",NA,"Mato Grosso do Sul","Porto Murtinho","Dique 6. Beira da estrada.","-57.9","-21.7116667","L.C.P. Lima",NA,NA,NA,"2013","-57,9","-21,7116667","09","18",NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-04-07 11:43:32-03","UFMS","CGMS","55394","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","A. Pott; V.J. Pott","15027","2008","03","21",NA,"Brasil",NA,NA,"Papilionoideae. Flor amarela. Estrias vináceas na base do estandarte e das alas. Habitat: Cerrado senso restrito. Solo arenoso com afloramentos areníticos. Relevo suave ondulado em topo de serra. Esparsa. Habito: Erva de base lenhosa","CGMS1085362",NA,NA,"Benth.",NA,"Mato Grosso do Sul","Alcinópolis","Monumento Natural Municipal Serra do Bom Jardim.","-53.6852777","-18.1377777","V.J. Pott","582","582",NA,"2015","-53,6852777","-18,1377777","03","08",NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-04-07 11:43:32-03","UFMS","CGMS","55140","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","A. Pott; V.J.Pott; A.C.M. Cristaldo; J.F. Santos; E.C. Arruda","10002","2002","05","28",NA,"Brasil",NA,NA,"Papilionoideae. Flor amarelo clara. Fruto castanho. Estandarte e alas com estrias vinho na metade superior. Cerrado com Eriotheca, Xylopia, Dimorphandra, Qualea, Connarus e Vaiteria. Habitat: Cerradão distrófico 6m de altura. Solo ar","CGMS1085110",NA,NA,"Benth.",NA,"Mato Grosso do Sul","Terenos","3Km N de Cachoeiraão.","-55.2897222","-20.4016667","L.C.P. Lima",NA,NA,NA,NA,"-55,2897222","-20,4016667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-04-07 11:43:32-03","UFMS","CGMS","60158","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","L.C.P. Lima; V.J. Pott; A. Pott","177","2002","08","17",NA,"Brasil",NA,NA,"Papilionoideae. Flor ausente. Fruto castanho. Habitat: Vegetação secundária de cerradão. Solo arenoso. Relevo vale. Habito: Subarbusto. 1,5 - 2,0 m de altura. Ocasional.","CGMS1093161",NA,NA,"Benth.",NA,"Mato Grosso do Sul","Sonora","Case (Companhia Agrícola Sonora Estância), beira do Correntes.","-54.8880555","-17.6186111","L.C.P. Lima",NA,NA,NA,NA,"-54,8880555","-17,6186111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-04-07 11:43:32-03","UFMS","CGMS","23002","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","G.A. Damasceno-Junior; A. Guglieri; F.J.M. Caporal; F. Macedo-Alves; E.C. Bertazzoni","4379","2006","12","09",NA,"Brasil",NA,NA,"Papilionoideae. Habitat: Cerrado/pasto. Habito: Erva.","CGMS1052409",NA,NA,"Benth.",NA,"Mato Grosso do Sul","Campo Grande","APA do Guariroba.","-54.3897222","-20.5047222","L.C.P. Lima",NA,NA,NA,"2013","-54,3897222","-20,5047222","09","19",NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-04-07 11:43:32-03","UFMS","CGMS","15859","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","L.E.A.M. Lescano; G.P. Nunes; D.K. Noguchi","98","2005","01","13",NA,"Brasil",NA,NA,"Papilionoideae. Flor amarela. Fruto verde. Com muitosFrutos e flores. Habitat: Beira da estrada. Habito: Subarbusto.","CGMS1045364",NA,NA,"Benth.",NA,"Mato Grosso do Sul","Porto Murtinho","Estrada 9.","-57.7069444","-21.7111111","L.C.P. Lima",NA,NA,NA,"2013","-57,7069444","-21,7111111","09","16",NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-04-07 11:43:32-03","UFMS","CGMS","60161","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","J.M.F. Valls; A. Pott; A.B. Bianchetti","9264","1985","10","20",NA,"Brasil",NA,NA,"Papilionoideae. Flor amarela. Habitat: Local perturbado em área de cerrado. Habito: Erva ereta ramificada a meia altura.","CGMS1093164",NA,NA,"Benth.",NA,"Mato Grosso do Sul","Rio Verde","Entrada para Fazenda Alegria, entre Rio Verde e Coxim.","-54.8238889","-18.7525","L.C.P. Lima",NA,NA,NA,"2002","-54,8238889","-18,7525","02","20",NA,NA,NA,NA,NA,NA,NA,NA
"124","2021-04-07 11:43:32-03","UFMS","CGMS","2684","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","C.A. Conceição","2564","1990","12","19",NA,"Brasil",NA,NA,"Papilionoideae. Flor alva com estrias vinhosas no caule. Habitat: Terrestre. Habito: Subarbusto.","CGMS1013993",NA,NA,"Benth.",NA,"Mato Grosso do Sul","Campo Grande","Chácara Cambará.","-54.6464004516602","-20.4428005218506","Ma.C. Souza",NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA
"125","2021-04-07 11:43:32-03","UFMS","CGMS","2584","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","U.M. Resende",NA,"1990","01","26",NA,"Brasil",NA,NA,"Papilionoideae. Flor lilás. Fruto tipo legume. Habitat: Terrestre. Habito: Subarbusto.","CGMS1013994",NA,NA,"Benth.",NA,"Mato Grosso do Sul","Campo Grande","Reserva Biológica da UFMS.","-54.6464004516602","-20.4428005218506","Ma. C. Souza",NA,NA,NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA
"126","2021-04-07 11:43:32-03","UFMS","CGMS","55136","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","V.J. Pott; A. Pott","5175","2002","03","03",NA,"Brasil",NA,NA,"Papilionoideae. Flor amarela. Estandarte com estrias longitudinais de cor vinho. Habitat: Cerradão/transição floresta ripária. Solo arenoso-siltoso. Relevo planície fluvial. Ocasional. Habito: Erva ereta 1m de altura.","CGMS1085106",NA,NA,"Benth.",NA,"Mato Grosso do Sul","Pedro Gomes","Fazenda Azanha,Rio Taquari 70 Km N de Pedro Gomes.","-54.5518989562988","-18.1005992889404","L.C.P. Lima",NA,NA,NA,NA,NA,NA,NA,NA,"93377","auto",NA,NA,NA,NA,NA,NA
"127","2021-04-07 11:43:32-03","UFMS","CGMS","21966","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","F. Matos-Alves; A.L.B. Sartori; A.C.M. Cristaldo; J.S. Garcia","524","2007","02","15",NA,"Brasil",NA,NA,"Papilionoideae.","CGMS1051376",NA,NA,"Benth.",NA,"Mato Grosso do Sul","Porto Murtinho","Faz. Amonguijá.","-57.8824996948242","-21.6989002227783","L.C.P. Lima",NA,NA,NA,"2013",NA,NA,"09","16","185577","auto",NA,NA,NA,NA,NA,NA
"128","2021-04-07 11:43:32-03","UFMS","CGMS","60160","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","J.M.F. Valls; C.L. Quarin; M.S. França Dantas; M. Dantas; J.P. Silva","11769","1988","06","14",NA,"Brasil",NA,NA,"Papilionoideae. Flor amarela. Estandarte e asas com estrias longitudinais.","CGMS1093163",NA,NA,"Benth.",NA,"Mato Grosso do Sul","Ribas do Rio Pardo","Aproximadamente 31 Km da saída de Ribas do Rio Pardo.","-53.7592010498047","-20.4430999755859","L.C.P. Lima",NA,NA,NA,"2002",NA,NA,"02","20","151627","auto",NA,NA,NA,NA,NA,NA
"129","2019-11-27 13:48:27-03","UFS","ASE","18356","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","Prata, AP; Costa, SM; Nascimento - Júnior, JE","2156","2009","11",NA,"Southern America","Brasil",NA,NA,"Erva. Flores rosa com branco.; Erva. Flores rosa com branco.","ASE0024857","Magnoliophyta",NA,"Benth.",NA,"Bahia","Barra","Serra do Estreito","-43.141389","-11.089444",NA,NA,NA,"ASE0024857",NA,"-43.141389","-11.089444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-03-01 16:29:50-03","UNICAMP","UEC","176724","S","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","Monge, M; Delfini, C; Rigon, J","1758","2013","06","24",NA,"Brazil",NA,NA,"Erva, ca. 2 m alt. Corola amarela com manchas vinho, frutos imaturos verdes, frutos maduros negros.; Cerrado.","UEC065865","Magnoliopsida",NA,"Benth.",NA,"Mato Grosso do Sul",NA,"Rodovia BR 267, km 161, entre Casa Verde e Nova Alvorada do Sul. Beira de estrada.","-55.355833","-21.364722","Antunes, LLC","370","370","UEC065865","2017","-55.355833","-21.364722","03","15",NA,NA,NA,NA,NA,NA,NA,NA
"131","2021-03-01 16:29:50-03","UNICAMP","UEC","193219","S","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","Oliveira, M; Galileu, A","2323","2006","04","30",NA,"Brazil",NA,NA,"Subarbusto, flores amarelas. Frutos esverdeados. Frequente.","UEC131961","Magnoliopsida",NA,"Benth.",NA,"Piauí","Campo Maior","Serra de Santo Antônio.","-42.072778","-4.863611",NA,NA,NA,"UEC131961",NA,"-42.072778","-4.863611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2021-03-01 16:29:50-03","UNICAMP","UEC",NA,"S","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","Monge, M; Delfini, C; Rigon, J","1758","2013","06","24",NA,"Brazil",NA,NA,"Erva, ca. 2 m alt. Corola amarela com manchas vinho, frutos imaturos verdes, frutos maduros negros.; Cerrado.",NA,"Magnoliopsida",NA,"Benth.",NA,"Mato Grosso do Sul",NA,"Rodovia BR 267, km 161, entre Casa Verde e Nova Alvorada do Sul. Beira de estrada.","-55.355833","-21.364722","Antunes, LLC","370","370",NA,"2017","-55.355833","-21.364722","03","15",NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-08-20 10:11:54-03","UNICAMP","UEC","7397","S","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","Gibbs, PE; Andrade, JB; R, Abbott","5022","1977","05","13",NA,"Brazil",NA,NA,"flor e fruto, Flores amarelas, subarbusto.","UEC150519","Magnoliopsida",NA,"Benth.",NA,"Minas Gerais","Joaquim Felício",NA,"-44.1721992492676","-17.7574996948242","Andrade, JB",NA,NA,"UEC150519","1977",NA,NA,"10",NA,"37503","auto",NA,NA,NA,NA,NA,NA
"134","2019-08-20 10:11:54-03","UNICAMP","UEC","7398","S","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","Viana, JJ","118","1977","04","20",NA,"Brazil",NA,NA,"flor e fruto, Herbácea ereta, flores veremelho / amarelas, terreno arenoso. Vegetação agreste. Pastagem natural. Nódulo existente rosado.","UEC150514","Magnoliopsida",NA,"Benth.",NA,"Piauí","Alto Longá","Posto Experimental de área seca do DNOCS","-42.2103004455566","-5.2511100769043","Viana, JJ",NA,NA,"UEC150514",NA,NA,NA,NA,NA,"46611","auto",NA,NA,NA,NA,NA,NA
"135","2019-08-20 10:11:54-03","UNICAMP","UEC","44784","S","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","Amaral Jr, A; DC, A; Hernandes-Bicudo, LR; Campos, CJ","88a","1995","10","24",NA,"Brazil",NA,NA,"flor e fruto, Cerradão. Flores amarelo-esverdeado bem claro.","UEC150513","Magnoliopsida",NA,"Benth.",NA,"São Paulo","Botucatu","Cerradão à margem da rodovia sem pavimen","-48.439998626709","-22.8799991607666","Vilhalva, D",NA,NA,"UEC150513","2001",NA,NA,NA,NA,"40412","auto",NA,NA,NA,NA,NA,NA
"136","2019-08-20 10:11:54-03","UNICAMP","UEC","85424","S","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","Marcondes-Ferreira, W; Sciamarelli, A; Barosela, JR; Moraes, MD","830","1994","03","18",NA,"Brazil",NA,NA,"flor e fruto, Subarbusto ca. 2m alt., flores amarelas, com estrias vináceas, com frutos imaturos.","UEC150516","Magnoliopsida",NA,"Benth.",NA,"São Paulo","Pedregulho","Parque Estadual das Furnas do Bom Jesus,","-47.4700012207031","-20.25","Fernandes, H",NA,NA,"UEC150516","1997",NA,NA,"12","02","27552","auto",NA,NA,NA,NA,NA,NA
"137","2020-04-22 16:20:03-03","UFPB","JPB","56426","PreservedSpecimen","Plantae","Leguminosae","Aeschynomene","brevipes","Aeschynomene brevipes","Oliveira, AA; Leite, KR; Costa, JC; Santos, CC","195","2003","05","22","Southern America","Brasil",NA,NA,"; DESC: Subarbusto ca. 1 m. Folíolos membranáceos. Flores com cálice verde, corola amarela, guia e néctar marrom, androceu e gineceu amarelo.","JPB0056426","Angiosperma","Dicotyledon","Benth.",NA,"Bahia","Canudos","Biodiversitas - Base II.","-39.091667","-9.943889","Queiroz, LP",NA,NA,NA,"2009","-39.091667","-9.943889","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-10-27 09:14:13-03","UFPB","JPB","65446","PreservedSpecimen","Plantae","Leguminosae","Aeschynomene","brevipes","Aeschynomene brevipes","Moura, EO","16","2011","10","06","Southern America","Brasil",NA,NA,"; HABITAT: Solo arenoso; DESC: Herbácea ca. 1,5m. Flores amarelo-avermelhado com estrias vináceas. frutos imaturos verdes","JPB0065446","Angiosperma","Dicotyledon","Benth.",NA,"Rio Grande do Norte","Natal","Campus Central UFRN, Área antropizada próxima à Reitoria","-35.202778","-5.835556","W.M.B. São-Mateus",NA,NA,NA,NA,"-35.202778","-5.835556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2021-03-10 11:50:26-03","UFPB","JPB","66396","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","Castelo, AJ; Brenlla, C","s.n.","2014","04","20","Southern America","Brasil",NA,NA,"; HABITAT: vegetação halófila-psamófila; DESC: Subarbusto; folhas paripinadas; flor amarela com manchas avermelhadas no estandarte; fruto lomento","JPB0066396",NA,NA,"Benth.",NA,"Maranhão","São Luís","Praia da Ponta d'Areia","-44.532331","-2.84915","Lima, GP",NA,NA,NA,"2015","-44.532331","-2.84915","08","17",NA,NA,NA,NA,NA,NA,NA,NA
"140","2019-11-06 09:55:18-03","UFOP","OUPR","27689","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","Vieira, L.G.M.; Fortuna-Perez, A.P.; Cândido, E.S.; Soldevila, A. & Zeferino, L.C.","2","2013","10","26",NA,"Brasil",NA,NA,"Subarbusto, 50cm. Flores amarelas com guias de néctar vináceos. Lomentos verdes imaturos",NA,NA,NA,"Benth.",NA,"Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto, Coletado no início da Trilha do Poço do Viado. Cerrado","-43.365278","-18.145528","Vieira, L.G.M.","766","766",NA,"2014","-43.365278","-18.145528","01","28",NA,NA,NA,NA,NA,NA,NA,NA
"141","2019-11-06 09:55:18-03","UFOP","OUPR","27711","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","Vieira, L.G.M.; Fortuna-Perez, A.P.; Cândido, E.S.; Viana, I.B. & Schwartsburd, P.B.","25","2013","12","07",NA,"Brasil",NA,NA,"Frutos maduros",NA,NA,NA,"Benth.",NA,"Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto, Caminho Vagem da Estrela. Cerrado","-43.357417","-18.127472","Vieira, L.G.M.","843","843",NA,"2014","-43.357417","-18.127472","01","28",NA,NA,NA,NA,NA,NA,NA,NA
"142","2019-11-06 09:55:18-03","UFOP","OUPR","27729","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","Vieira, L.G.M.; Fortuna-Perez, A.P.; Cândido, E.S.; Viana, I.B. & Schwartsburd, P.B.","43","2013","12","07",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Benth.",NA,"Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto, Capão das Candeias. Cerrado","-43.381306","-18.128333","Vieira, L.G.M.","1078","1078",NA,"2014","-43.381306","-18.128333","02","20",NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-10-14 10:01:30-03","FURB","FURB","41515","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","Falcão, M.; Lima, L. & Lobato, L.C.B.","134","2010","05","26",NA,"Brasil",NA,NA,"frequente Habitat: Restinga; Habito: arbustivo; Fruto marrom; flor amarela","FURB04046",NA,NA,"Benth.",NA,"Pará","São Caetano de Odivelas","lha de Algodoal, Praia da Princesa.","-47.9719445","-0.9805556","Falcão, M",NA,NA,"FURB04046",NA,"-47.9719445","-0.9805556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2021-03-21 19:34:32-03","UFC","EAC","17806","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","Coradin, L.; Souza, F.B.; Pilar, M.; Gianluppe, V.; Silva, G.","4934","1981","11","24","Southern America","Brasil",NA,NA,"Planta ereta, de ca. de 2m, independente, rara; folhas alternas; flor amarela; fruto marrom; uso: melhoramento, forrageira. Germoplasma: 19445. Código da cultivar: 3239 - CENARGEN.; Campo cerrado.","EAC0017806","Dicotyledon",NA,"Benth.",NA,"Roraima","Boa Vista","Rodovia Boa Vista - Alto Alegre, km 70 - Ter. Fed. de Roraima.","-61.3","2.883333","Coradin, L.","120","120","EAC0017806","1981","-61.3","2.883333","11","24",NA,NA,NA,NA,NA,NA,NA,NA
"145","2021-03-21 19:34:32-03","UFC","EAC","18424","PreservedSpecimen","Plantae","Fabaceae","Aeschynomene","brevipes","Aeschynomene brevipes","Fernandes, A.; Custódio, A.V.; Andrade, M.","EAC18424","1992","04","08","Southern America","Brasil",NA,NA,"Subarbusto;&nf;Flores quando secas amareladas.. Flor Alva.; Cerrado","EAC0018424","Dicotyledon",NA,"Benth.",NA,"Piauí",NA,"Entre Valência e s. Miguel do Tapuio.",NA,NA,"Fernandes, A.",NA,NA,"EAC0018424","1992",NA,NA,"04","08",NA,NA,NA,NA,NA,NA,NA,NA
