"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber"
"46","2021-02-11 17:21:42-03","UFPR","UPCB","8609","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Pennington","Flora Neotropica","Hatschbach, G.","23329","1970","01","15",NA,"Brasil","Paraná","Paranaguá","Sertãozinho","-48.5092010498047","-25.5200004577637",NA,"Arvoreta, 4m, lacticifera, flor creme esverdeada. Mata base de morro..","UPCB0002625","UPCB0002625","Isotype","10","10",NA,"1990","04",NA,"24916","auto",NA,NA,NA,NA
"47","2021-02-11 17:21:42-03","UFPR","UPCB","25510","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Pennington","Silva, S.M.","Athayde, S.F.","208","1994","11","14",NA,"Brasil","Paraná","Guaraqueçaba","Morro do Quitumbê ou do Costão","-48.333333","-25.283333",NA,"Árvore, 7m x 35cm, látex branco, abundante, estéril. Estrato intermediário da floresta secundária..",NA,NA,NA,NA,NA,NA,"1995","05",NA,NA,NA,"-48.333333","-25.283333",NA,NA
"48","2021-02-11 17:21:42-03","UFPR","UPCB","28513","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.","Völtz, R.R.","Athayde, S.F.","247","1995","01","18",NA,"Brasil","Paraná","Guaraqueçaba","Morro do Quitumbê ou do Costão","-48.333333","-25.283333",NA,"Árvore, 7m, botão branco. Área de capoeirão, próximo à trilha da linha transmissão de energia..","UPCB0037021","UPCB0037021",NA,NA,NA,NA,"2018","08",NA,NA,NA,"-48.333333","-25.283333",NA,NA
"49","2021-02-11 17:21:42-03","UFPR","UPCB","47267","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Pennington","Guimarães, O.A.","Cervi, A.C.","6619","1999","01","23",NA,"Brasil","Santa Catarina","Itapema","Praia do Cabeço","-48.611400604248","-27.0902996063232",NA,"Árvore ca. 6m, flores cremes, floresta Atlântica..",NA,NA,NA,NA,NA,NA,"2003","11","17","9090","auto",NA,NA,NA,NA
"50","2021-02-11 17:21:42-03","UFPR","UPCB","47838","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Pennington","Cervi, A.C.","Cervi, A.C.","6548","1998","12","03",NA,"Brasil","Paraná","Guaraqueçaba","Reserva Natural de Salto Morato","-48.3288993835449","-25.3066997528076",NA,"Árvore ca. 12m, botões creme, beira da floresta..","UPCB0037065","UPCB0037065",NA,NA,NA,NA,"1998","12","03","37295","auto",NA,NA,NA,NA
"51","2021-02-11 17:21:42-03","UFPR","UPCB","47839","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Pennington","Cervi, A.C.","Cervi, A.C.","6497","1998","12","02",NA,"Brasil","Paraná","Guaraqueçaba","Reserva Natural de Salto Morato","-48.3288993835449","-25.3066997528076",NA,"Árvore ca. 6m, flores creme..","UPCB0037064","UPCB0037064",NA,NA,NA,NA,"1998","12","02","37295","auto",NA,NA,NA,NA
"52","2021-02-11 17:21:42-03","UFPR","UPCB","17043","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Pennington","Pennington, T.D.","Hatschbach, G.","46287","1983","05","10",NA,"Brasil","São Paulo","Registro","Rodovia para Sete Barras","-47.8400001525879","-24.4799995422363",NA,"Árvore, 5m, látex branco, fruto imaturo. Mata pluvial encosta de morro..","UPCB0002626","UPCB0002626","Paratype","70","70",NA,NA,NA,NA,"25922","auto",NA,NA,NA,NA
"53","2021-02-11 17:21:42-03","UFPR","UPCB","6753","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Pennington","Völtz, R.R.","Hatschbach, G.","13630","1966","01","31",NA,"Brasil","Paraná","Paranaguá","Sertão do Guarani","-48.5092010498047","-25.5200004577637",NA,"Árvore, 8m, flor creme esverdeada. Mata pluvial da base dos morros..","UPCB0002627","UPCB0002627","Paratype",NA,NA,NA,"2016","08","16","24916","auto",NA,NA,NA,NA
"54","2008-05-27 22:02:00-03","MO","MOBOT","3364752","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D. Penn.",NA,"James Bowie","Bowie 12581","1814",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2010-07-08 10:39:00-03","MO","MOBOT","3364465","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D. Penn.",NA,"Gert G. Hatschbach","Hatschbach 46287","1983","5","10","South America","Brazil","São Paulo",NA,"Registro, Rod, p. Sete.",NA,NA,NA,NA,NA,NA,NA,"70.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"56","2010-07-08 10:38:00-03","MO","MOBOT","3364504","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D. Penn.","T.D. Pennington","Gert G. Hatschbach","Hatschbach 23329","1970","2","15","South America","Brazil","Paraná",NA,"Sertozinho mun. Paranagua.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"57","2009-09-02 12:19:00-03","MO","MOBOT","3365264","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D. Penn.","A. Gentry","F.M. Valverde B.","Valverde Badillo 7037","1981","8",NA,"South America","Ecuador","Esmeraldas",NA,"El Vichi, Carretera Esmeraldas-Chimverde en el cerro al pie del Poblado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-07-15 14:43:43-03","UNESP-RC","HRCB","51314","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D. Penn.","E. M. B. Prata","Prata, E. M. B.","s/n",NA,NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA
"59","2020-09-12 05:00:02-03","US","US","2743411","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D. Penn.",NA,"G. Hatschbach","18591","1968","2","14","South America","Brazil","Paraná",NA,"Picadão Cambará-Col. Limeira (Mun. Paranaguá)",NA,NA,NA,NA,"US02705632","US02705632_01",NA,"100",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"60","2020-09-12 05:00:02-03","US","US","2706483","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D. Penn.",NA,"G. Hatschbach","26269","1971","2","4","South America","Brazil","Paraná",NA,"Rio do Costa (mun. Guaraqueçaba). Base morro",NA,NA,NA,NA,"US02705630","US02705630_01",NA,"1200",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"61","2020-09-12 05:00:02-03","US","US","2048024","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D. Penn.",NA,"G. Hatschbach","2125","1951","2","14","South America","Brazil","Paraná",NA,"Mun. Paranagua, Sertão",NA,NA,NA,NA,"US02705635","US02705635_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"62","2020-09-12 05:00:02-03","US","US","2742910","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D. Penn.",NA,"G. Hatschbach","18591","1968","2","14","South America","Brazil","Paraná",NA,"Picadão Cambará-Col. Limeira (Mun. Paranaguá)",NA,NA,NA,NA,"US02705631","US02705631_01",NA,"100",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"63","2020-09-12 05:00:02-03","US","US","2563657","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D. Penn.",NA,"G. Hatschbach","13630","1966","1","31","South America","Brazil","Paraná",NA,"Mun Paranagua, Sertão do Guarani",NA,NA,NA,NA,"US02881408","US02881408_01",NA,"10","30","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"64","2020-09-12 05:00:02-03","US","US","2743413","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D. Penn.",NA,"G. Hatschbach","18591","1968","2","14","South America","Brazil","Paraná",NA,"Picadão Cambará-Col. Limeira (Mun. Paranaguá)",NA,NA,NA,NA,"US02705633","US02705633_01",NA,"100",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"65","2020-09-12 05:00:02-03","US","US","3187505","PreservedSpecimen","Plantae",NA,"Ebenales","Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D. Penn.",NA,"G. Hatschbach","46287","1983","5","10","South America - Neotropics","Brazil","São Paulo",NA,"Registro, rod. p/ Sete Barras",NA,NA,NA,NA,"US02705629","US02705629_01",NA,"70",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"66","2019-12-09 17:30:57-03","UFPR","EFC","15121","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.","Völtz, R.R.","Völtz, R.R. et al.","913","2016","07","20",NA,"Brasil","Paraná","Guaraqueçaba","RPPN Salto Morato","-48.2994","-25.1846",NA,"Árvore 6m alt.; ramosa; látex alvo, abundante; fruto com sépalas amarronzadas e ápice esverdeado; beira do rio Morato, em Floresta Ombrófila Densa Aluvial.","EFC015121",NA,NA,"25","25",NA,"2016","07","20",NA,NA,"-48.2994","-25.1846",NA,NA
"67","2019-12-09 17:30:57-03","UFPR","EFC","16813","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.","Völtz, R.R.","Völtz, R.R.; Santos, G.H.","1511","2017","07","09",NA,"Brasil","Paraná","Guaraqueçaba","RPPN Salto Morato","-48.2875","-25.1741",NA,"Arvoreta 6 m alt., ramos flexuosos; fruto arroxeado; interior de Floresta Ombrófila Densa Aluvial","EFC016813",NA,NA,"60","60",NA,"2017","07","09",NA,NA,"-48.2875","-25.1741",NA,NA
"68","2020-10-15 09:54:06-03","UFPR","EFC","16790","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.","Völtz, R.R.","Völtz, R.R.; et al.","832","2016","04","06",NA,"Brasil","Paraná","Guaratuba","Estrada para comunidade Parati","-48.5981","-25.7716",NA,"Arvoreta 4m alt., latescente, alvo; frutos imaturos; estrada no interior da Floresta Ombrófila Densa Submontana __COMMOM_NAME__: Caimito-do-paraná","EFC016790",NA,NA,"90","90",NA,"2018","04","02",NA,NA,"-48.5981","-25.7716",NA,NA
"69","2019-12-09 17:30:57-03","UFPR","EFC","5219","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.","Völtz, R.R.","Kuniyoshi, Y.S.; Tiepolo, G.","5807","1996","04","18",NA,"Brasil","Paraná","Paranaguá","Alexandra-Matinhos","-48.5092010498047","-25.5200004577637",NA,NA,"EFC005219",NA,NA,NA,NA,NA,"2018","05",NA,"24916","auto",NA,NA,NA,NA
"70","2018-05-14 17:24:00-03","F","FMNH-SEEDPLANTS","V0291703F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense",NA,"RRC ID Flag","G. Hatschbach","13630",NA,NA,NA,"South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"V0291703F","V0291703F_01 V0291703F_02",NA,"500",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,"13630"
"71","2020-11-12 16:59:11-03","UEL","FUEL","52245","PreservedSpecimen","Plantae","Tracheophyta","Ericales","Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.","Tsuji, R","Tsuji, R","2015","2007","08","02",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Museu do Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,"prensado em álcool 92,8 GL",NA,NA,NA,NA,NA,NA,"2007","08","02","57442","auto",NA,NA,NA,NA
"72","2019-10-16 14:11:51-03","UEL","FUEL","53611","PreservedSpecimen","Plantae","Tracheophyta","Ericales","Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.","Faria, AD","Faria, AD","2014/29","2014","12","18",NA,"Brasil","São Paulo","Nova Odessa","Coleção in vivo do Jardim Botânico Plantarum","-47.2900009155273","-22.7700004577637",NA,NA,NA,NA,NA,NA,NA,NA,"2014","12",NA,"8440","auto",NA,NA,NA,NA
"73","2021-03-04 15:42:58-03","IF","SPSF","25035","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense",NA,"L.F.Lima","I.Cordeiro","763","1990","12","11","América do Sul","Brasil","SP","Iguape","E.Ecol.Jureia-Itatins, Serra da Jureia","-47.5499992370605","-24.7000007629395",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"Magnoliopsida","2016","09","14","55628","auto",NA,NA,NA,NA
"74","2021-03-04 15:42:58-03","IF","SPSF","25036","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense",NA,NA,"M.P.Costa","62","1991","12","14","América do Sul","Brasil","SP","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,"55628","auto",NA,NA,NA,NA
"75","2020-09-10 10:18:32-03","IBt","SP","315752","S","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.",NA,"Filho, EA","129","1994","01","03",NA,"Brasil","Rio de Janeiro","Parati",NA,"-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA
"76","2020-09-10 10:18:32-03","IBt","SP","315745","S","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.",NA,"Reis, RC","51","1993","06","30",NA,"Brasil","Rio de Janeiro","Parati",NA,"-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA
"77","2020-09-10 10:18:32-03","IBt","SP","315772","S","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.",NA,"Marquete, R","904","1993","04","28",NA,"Brasil","Rio de Janeiro","Parati",NA,"-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA
"78","2020-09-10 10:18:32-03","IBt","SP","315754","S","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.",NA,"Marquete, R","331","1991","08","22",NA,"Brasil","Rio de Janeiro","Parati",NA,"-44.7131004333496","-23.2178001403809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA
"79","2020-09-24 08:25:36-03","IBt","SP","329551","S","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.",NA,"Fávero, OA","290","1992","01","11",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA
"80","2019-11-21 10:19:13-03","IBt","SP","247532","S","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.","Melo, MMRF","Cordeiro, I; et al.","763","1990","12","11",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha para o pocinho","-47.5499992370605","-24.7000007629395",NA,"Arvoreta da beira do rio verde, ca. 5m alt., botões creme ocráceos, DAP ca. 20cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA
"81","2019-11-21 10:19:13-03","IBt","SP","251738","S","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.","Melo, MMRF","Costa, MP; Cordeiro, I; Anunciação, EA; Rossi, L","62","1991","12","14",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Trilha para o pocinho","-47.5499992370605","-24.7000007629395",NA,"Árvore ca. 7m alt., látex leitoso, ramos jovens e botões ocráceos, pétalas verdes",NA,NA,NA,NA,NA,NA,"1992","10",NA,"55628","auto",NA,NA,NA,NA
"82","2020-08-27 12:20:23-03","IBt","SP","311131","S","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.",NA,"Bernacci, LC","1044","1995","01","10",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA
"83","2020-09-24 08:25:36-03","IBt","SP","321511","S","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","paranaense","Chrysophyllum paranaense","T.D.Penn.",NA,"Ivanauskas, NM","238","1995","06","21",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA
