"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet"
"47","2020-12-21 16:40:17-03","MBM","MBM","25495","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard","Canto-Dorow, T.","Hatschbach, G.; Haas, H.; Haas, H.","13963","1966","03","03","Southern America","Brazil","Paraná","Jaguariaíva","Estrada Jaguariaíva - Arapoti","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"MBM025495","MBM025495",NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:40:17-03","MBM","MBM","13750","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard","Renvoize, S.A.; Canto-Dorow","Hatschbach, G.","23808",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Aquidauana","Colônia Paxixi","-55.7872009277344","-20.4710998535156",NA,NA,NA,NA,"MBM013750","MBM013750",NA,NA,NA,NA,"212961","auto",NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:40:17-03","MBM","MBM","712","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard","Renvoize, S.A.; Canto-Dorow","Hatschbach, G.; Haas, H.; Haas, H.","12963",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Estrada Jaguariaíva - Arapoti","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"MBM000712","MBM000712",NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:40:17-03","MBM","MBM","198910","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard","Canto-Dorow, T.","Mallowski, A.","61","1950","02",NA,"Southern America","Brazil","Paraná","Ponta Grossa","Parque Florestal","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"MBM198910","MBM198910",NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:40:17-03","MBM","MBM","26025","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","gerdesii","Digitaria gerdesii","(Hack.) Parodi","Swallen, J.R.","Hatschbach, G.","6865",NA,NA,NA,"Southern America","Brazil","Paraná","Arapoti","Rio das Cinzas, Barra do Perdizes","-49.8266983032227","-24.1578006744385",NA,NA,NA,NA,"MBM026025","MBM026025",NA,NA,NA,NA,"41852","auto",NA,NA,NA,NA,NA,NA,NA
"52","2015-09-03 23:41:22-03","MNHN","RECOLNAT_MNHN_P","P00166332","PreservedSpecimen",NA,NA,NA,"Poaceae","Digitaria","bonplandii","Digitaria bonplandii","Henrard","Vega","Hassler, E.",NA,NA,NA,NA,NA,"Paraguay",NA,NA,"Sierra de Amambay",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00166332' target='other'> <mi>dwc_moreinfo</mi></a>","P00166332","P00166332_01",NA,NA,NA,NA,NA,NA,NA,NA,"paratype",NA,"10761",NA,NA
"53","2017-06-16 08:59:26-03","MNHN","RECOLNAT_MNHN_P","P00166310","PreservedSpecimen",NA,NA,NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard","Chase","Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00166310' target='other'> <mi>dwc_moreinfo</mi></a>","P00166310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20124",NA,NA
"54","2015-09-04 08:14:05-03","MNHN","RECOLNAT_MNHN_P","P00166311","PreservedSpecimen",NA,NA,NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard","Chase","Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00166311' target='other'> <mi>dwc_moreinfo</mi></a>","P00166311",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20124",NA,NA
"55","2015-09-04 15:03:03-03","MNHN","RECOLNAT_MNHN_P","P00166312","PreservedSpecimen",NA,NA,NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard","Chase","Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00166312' target='other'> <mi>dwc_moreinfo</mi></a>","P00166312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20124",NA,NA
"56","2015-09-03 23:41:22-03","MNHN","RECOLNAT_MNHN_P","P00166316","PreservedSpecimen",NA,NA,NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard","Vega","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Prov. Saint Paul",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00166316' target='other'> <mi>dwc_moreinfo</mi></a>","P00166316","P00166316_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"D 747",NA,NA
"57","2020-10-01 14:26:47-03","JBB","HEPH","31538",NA,"Plantae","Monocotyledon","Poales","Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard","Oliveira, RC","Oliveira, RC; Chacon, RG; Edson, BC","2512","2010","04","30","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Distrito de São Jorge, estrada para o Mirante, cerca de 1 Km após bifurcação para estrada que segue em direção ao Parque.","-47.827778","-14.178056",NA,NA,NA,NA,NA,NA,"2010","-47.827778","-14.178056","05",NA,NA,"23",NA,NA,NA,NA,NA,NA
"58","2020-12-11 11:45:04-03","UFMG","BHCB","149880","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard",NA,"Almeida, TE; Mota, NFO; Ramalho, AJ; Lau, BL; Viana, PL","2933","2011","03","19","Southern America","Brasil","Minas Gerais","Delfim Moreira","Fazenda Boa Esperança; trilha dos Romeiros, Floresta Ombrófila Mista em regeneração","-45.317167","-22.584556","1596","1596",NA,"Erva terrestre a beira de estrada, em área aberta. Espiguetas verdes",NA,NA,NA,"-45.317167","-22.584556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-12-11 11:45:04-03","UFMG","BHCB","159937","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard",NA,"Vidal, CV; Paula, RL; Paula-Souza, J","992","2012","04","17","Southern America","Brasil","Minas Gerais","Brumadinho","Serra da Moeda","-43.973828","-20.173208",NA,NA,NA,"Campo liompo, herbáceo",NA,NA,NA,"-43.973828","-20.173208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-12-11 11:45:04-03","UFMG","BHCB","17240","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard",NA,NA,"s.n.","1981","02","02","Southern America","Brasil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"61","2020-12-11 11:45:04-03","UFMG","BHCB","17240","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard",NA,NA,"s.n.","1981","02","02","Southern America","Brasil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"62","2020-12-11 11:45:04-03","UFMG","BHCB","117282","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard",NA,"Rezende, SG; et al.","1939","2007","01","25","Southern America","Brasil","Minas Gerais","Itabirito","Mina Várzea do Lopes.","-43.801399230957","-20.2532997131348",NA,NA,NA,"Habitat:Campo sujo, Porte: herbáceo",NA,NA,NA,NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA,NA,NA
"63","2020-12-11 11:45:04-03","UFMG","BHCB","93825","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard",NA,"Wagner, ZL; Viana, PL","9597","2005","03","16","Southern America","Brasil","Minas Gerais","Paraopeba","Projeto GERMINAR.","-44.4042015075684","-19.2744007110596",NA,NA,NA,"rara.",NA,NA,NA,NA,NA,NA,"26090","auto",NA,NA,NA,NA,NA,NA,NA
"64","2021-03-24 17:18:20-03","UFMA","MAR","488","S","Plantae",NA,NA,"Poaceae","Digitaria","gerdesii","Digitaria gerdesii","(Hack.) Parodi","I. S. Gottsberger","I. S. Gottsberger","1021","1971","03","15",NA,"Brasil","São Paulo","Botucatu",NA,"-48.440278","-22.880556",NA,NA,NA,"cerrado vegetation, xeromorphic tree e scrub woodlandform, on gentle slope",NA,NA,"1979","48º26'25W","22º52'50S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2013-02-22 16:17:00-03","MO","MOBOT","232514","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","bonplandii","Digitaria bonplandii","Henrard","A.S. Vega","Ilse S. Gottsberger","Gottsberger 1021-80R-16371","1971","3","16","South America","Brazil","São Paulo",NA,"Mpio. de Botucatu: 18 km N of Botucatu, (14 km E of São Manuel). Along the S. Manuel-Piracicaba highway. Near ex-RR station, 13 de Maio.","-48.4166667","-22.75","550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"66","2011-03-07 10:03:00-03","MO","MOBOT","239810","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","bonplandii","Digitaria bonplandii","Henrard","G. Davidse, 2003 (MO)","Agnes Chase","Chase 10862","1930","2","7","South America","Brazil","Mato Grosso",NA,"Sandy clay campo, 12 km west of Campo Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,"1",NA
"67","2009-10-24 07:52:00-02","MO","MOBOT","2852142","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","bonplandii","Digitaria bonplandii","Henrard","Z. Rúgolo","Fernando O. Zuloaga|Osvaldo Morrone","Zuloaga 4579","1993","2","17","South America","Brazil","Minas Gerais",NA,"Rodovia de Cardeal Mota a Conceicao do Mato Dentro, BR-010, 5 km de Dardeal Mota. Campo rupestre con predominio de Bambusoideae, Velloziaceae, Echinilaena, suelo arcilloso.","-43.58333","-20.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2013-02-22 17:48:00-03","MO","MOBOT","1360321","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard","A.S. Vega","Agnes Chase","Chase 8765","1925","3","7","South America","Brazil","Minas Gerais",NA,"Lasvras.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"69","2013-02-22 17:48:00-03","MO","MOBOT","232249","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard","A.S. Vega","Per Dusén","Dusén 275A","1914","5","6","South America","Brazil","Paraná",NA,"Jaguariaiva. In campo.",NA,NA,"740.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"70","2013-02-22 17:49:00-03","MO","MOBOT","232279","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard","A.S. Vega & Z. Rúgolo de Agrasar","Agnes Chase","Chase 8912","1925","3","19","South America","Brazil","Minas Gerais",NA,"Serra do Curral, SE of Belo Horizonte.",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"71","2009-10-24 07:52:00-02","MO","MOBOT","2850882","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard","Z. Rúgolo","Fernando O. Zuloaga|Osvaldo Morrone","Zuloaga 4640","1993",NA,NA,"South America","Brazil","Minas Gerais",NA,"BR-367, 2 km S del desvio a Sao Goncalo do Rio Preto, cerrado.","-43.5","-18.13333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2014-04-10 17:36:00-03","MO","MOBOT","1837278","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","gerdesii","Digitaria gerdesii","(Hack.) Parodi",NA,"J.R.I. Wood","Wood 10806","1996","3","3","South America","Bolivia","Santa Cruz","Florida","5 to 6 km along road from Bermejo to Los Volcanes",NA,NA,"1400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"73","2011-12-22 05:00:00-02","MO","MOBOT","210547","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","gerdesii","Digitaria gerdesii","(Hack.) Parodi",NA,"Teodoro Rojas","Rojas 6745","1934","3",NA,"South America","Paraguay","Amambay",NA,"Cerro Corá, Sierra de Amambay.","-56.08333","-22.66666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2019-06-27 05:53:00-03","MO","MOBOT","212533","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","gerdesii","Digitaria gerdesii","(Hack.) Parodi",NA,"Teodoro Rojas","Rojas 13401","1946","6","5","South America","Paraguay","Cordillera","Piribebuy","Colon. P.P. Caballero.","-57.0166667","-25.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"75","2008-05-27 22:02:00-03","MO","MOBOT","222243","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","gerdesii","Digitaria gerdesii","(Hack.) Parodi","cited: Fl. Parag. 23(V):109 (1994)","Osvaldo Morrone|José F. Pensiero","Morrone 458","1992","4","30","South America","Paraguay","Amambay",NA,"Parque Nac. Cerro Corá, próximo al Río Aquidabán Nigüí.","-56.08333","-22.66666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33","1",NA
"76","2013-01-11 12:06:00-02","MO","MOBOT","232506","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","gerdesii","Digitaria gerdesii","(Hack.) Parodi","A.S. Vega & Z. Rúgolo de Agrasar","Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","Davidse 11385","1976","3","15","South America","Brazil","Paraná",NA,"12 km SW of Jaguariaíva along Highway PR-11 to Ponto Grossa. Open grassland with some marshy areas.",NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1178","1",NA
"77","2008-05-27 22:02:00-03","MO","MOBOT","232522","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","gerdesii","Digitaria gerdesii","(Hack.) Parodi",NA,"Antonio C. Allem|G. Vieira","Allem 2062","1978","5","27","South America","Brazil","Mato Grosso",NA,"Mpio. Terenos, faz. Modelo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2014-09-15 07:23:00-03","MO","MOBOT","1837272","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","gerdesii","Digitaria gerdesii boliviensis","Henrard",NA,"T. Herzog","Herzog 1691","1911","3",NA,"South America","Bolivia","Santa Cruz",NA,"subalpine point near Monos",NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,"1","boliviensis"
"79","2009-07-27 09:38:00-03","MO","MOBOT","228970","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","corynotrichum","Panicum corynotrichum","Hack.",NA,"Auguste F.M. Glaziou","Glaziou 20124","1861",NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2017-11-24 14:12:02-02","UFLA","ESAL","6863","S","Plantae",NA,NA,"Poaceae","Digitaria","matogrossensis","Digitaria matogrossensis","(Pilger) Henrard","S. C. Pereira; T.S.Filgueiras","Carvalho, DA; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Itumirim","Serra da Bocaina, Ingai","-44.8711013793945","-21.3169002532959","11","11",NA,"erva; 0.50; ;; campo rupestre",NA,NA,NA,NA,NA,NA,"16596","auto",NA,NA,NA,NA,NA,NA,NA
"81","2018-10-09 16:32:04-03","UFLA","ESAL","7131","S","Plantae",NA,NA,"Poaceae","Digitaria","matogrossensis","Digitaria matogrossensis","(Pilger) Henrard","T. S. Filgueiras; S.C.Pereira","Carvalho, DA; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Serra da Bocaina, Antena","-44.999444","-21.245278","12","12",NA,"erva; 0.70; ;; campo rupestre",NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2017-11-24 14:12:02-02","UFLA","ESAL","11288","S","Plantae",NA,NA,"Poaceae","Digitaria","matogrossensis","Digitaria matogrossensis","(Pilger) Henrard","T.S.Filgueiras","Heringer, EP et alii","3.644",NA,NA,NA,NA,"Brasil","Distrito Federal","Brasília","Bacia Rio São Bartolomeu","-47.9296989440918","-15.7797002792358",NA,NA,NA,"; ; ;; cerrado",NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"83","2019-12-19 11:20:04-03","UFG","UFG","50653","S","Plantae",NA,NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard","Oliveira, R.C.","Oliveira, R.C.; Chacon, R.G. & Edson, B.C.","2512",NA,NA,NA,NA,"Brasil","Goiás","Alto Paraíso de Goiás",NA,"-47.827778","-14.178056",NA,NA,NA,NA,"UFG0050653","UFG0050653","2010","-47.827778","-14.178056","05",NA,NA,"23",NA,NA,NA,NA,NA,NA
"84","2020-09-12 05:00:02-03","US","US","1501070","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Digitaria","bonplandii","Digitaria bonplandii","Henrard",NA,"A. Chase","10862","1930","2","7","South America - Neotropics","Brazil","Mato Grosso",NA,"Campo Grande.",NA,NA,NA,NA,NA,NA,"US00133545","US00133545_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","Isotype",NA,NA,"1",NA
"85","2020-09-12 05:00:02-03","US","US","80449","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","adustum","Panicum adustum mattogrossensis","Pilg.",NA,"H. Meyer","Pilger 508","1899","3",NA,"South America - Neotropics","Brazil","Mato Grosso",NA,"Cuiaba.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","Type fragment",NA,NA,"1","mattogrossensis"
"86","2020-09-12 05:00:02-03","US","US","80521","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","corynotrichum","Panicum corynotrichum","Hack.",NA,"A. F. M. Glaziou","20124",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"US00148382","US00148382_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","Type fragment",NA,NA,"1",NA
"87","2020-09-12 05:00:02-03","US","US","1162929","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Panicum","corynotrichum","Panicum corynotrichum","Hack.",NA,"A. F. M. Glaziou","20124",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"US00902486","US00902486_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","Isotype",NA,NA,"1",NA
"88","2020-09-02 16:36:27-03","Cenargen","CEN","85374","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard","J. F. M. Valls","Gabriel Damasco do Vale","437","2007","04","18",NA,"Brasil","DF","BRASILIA","Fazenda Sucupira. Campo sujo ao lado da estrada de entrada.","-47.9296989440918","-15.7797002792358",NA,NA,"Unicata",NA,"CEN00085374","CEN00085374","2018",NA,NA,"03","70570","auto",NA,NA,NA,NA,NA,"1",NA
"89","2020-09-02 16:36:27-03","Cenargen","CEN","26001","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard","T. S. Canto-Dorow","Glocimar Pereira-Silva","2207","1994","01","19",NA,"Brasil","DF","BRASILIA","Reserva Ecológica do Guará","-47.9296989440918","-15.7797002792358","1035","1035","Exsicatas",NA,"CEN00026001","CEN00026001","2001","-4796667.0","-1580000.0","07","70570","auto",NA,NA,NA,NA,NA,"2",NA
"90","2020-09-02 16:36:27-03","Cenargen","CEN","102381","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard","R. C. Oliveira","Carlos Romero Martins","1085","2009","02","11",NA,"Brasil","DF","BRASILIA","Parque Nacional de Brasília, ao lado da estrada de acesso ao Posto Fluviométrico da CAESB.","-47.920277","-15.728333",NA,NA,"Exsicatas","Doação FLORA DO BRASIL - DISTRITO FEDERAL","CEN00102381","CEN00102381","2017","-47.920277","-15.728333","08",NA,NA,NA,NA,NA,NA,NA,"1",NA
"91","2020-09-02 16:36:27-03","Cenargen","CEN","62173","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard","J. F. M. Valls","Gabriel Hugo Rua","640","2005","07","11",NA,"Brasil","GO","ALTO PARAISO DE GOIAS","Chapada dos Veadeiros, ca. de 5 km SE de S. Jorge, estrada de acesso para o Vale da Lua, ca. 100 m da estrada GO - 239 Alto Paraíso - S. Jorge.","-47.770833","-14.161111","1075","1075","Exsicatas",NA,"CEN00062173","CEN00062173","2018","-47.770833","-14.161111","03",NA,NA,NA,NA,NA,NA,NA,"2",NA
"92","2020-09-02 16:36:27-03","Cenargen","CEN","92514","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard","R. C. Oliveira","Regina Célia Oliveira","2512",NA,NA,NA,NA,"Brasil","GO","ALTO PARAISO DE GOIAS","Distrito de São Jorge, estrada para o Mirante, cerca de 1 km após bifurcação para estrada que segue em direção ao Parque.","-47.827777","-14.178055",NA,NA,"Exsicatas","Doação Herbário UB - Brasil - Goiás","CEN00092514","CEN00092514","2010","-47.827777","-14.178055","05",NA,NA,NA,NA,NA,NA,NA,"1",NA
"93","2020-09-02 16:36:27-03","Cenargen","CEN","102027","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard","J. F. M. Valls","Desirée Marques Ramos","83","2009","02","19",NA,"Brasil","DF","BRASILIA","Reserva do CPAC.","-47.9296989440918","-15.7797002792358","1207","1207","Unicata",NA,"CEN00102027","CEN00102027","2018",NA,NA,"03","70570","auto",NA,NA,NA,NA,NA,"1",NA
"94","2020-09-02 16:36:27-03","Cenargen","CEN","50532","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard","R. S. Rodrigues","Glocimar Pereira-Silva","7502","2003","04","10",NA,"Brasil","GO","LUZIANIA","Borda Norte da Chapada, Faz. do Sr. Azarias, nascente do córrego Capão da Anta.","-47.9502983093262","-16.2525005340576","940","940","Exsicatas","Área de Influência Indireta.","CEN00050532","CEN00050532","2017","-4820222.0","-1634778.0","01","83221","auto",NA,NA,NA,NA,NA,"4",NA
"95","2020-09-02 16:36:27-03","Cenargen","CEN","2262","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard","T. S. Canto-Dorow","Antônio Costa Allem","2062","1978","05","27",NA,"Brasil","MS","TERENOS","Faz. Modelo (IPEAO).","-54.8602981567383","-20.4421997070312",NA,NA,"Exsicatas","Erva dominante em campo limpo. Não parece ser pastoreada.","CEN00002262","CEN00002262","2001",NA,NA,"07","52758","auto",NA,NA,NA,NA,NA,"1",NA
"96","2019-11-13 11:28:45-03","USP","SPF","174257","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","bonplandii","Digitaria bonplandii","Henrard","Garcia, CA","Trovó, MLO","159","2005","03","22",NA,"Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,"SPF00174257","SPF00174257","2005",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA
"97","2019-11-13 11:28:45-03","USP","SPF","189287","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha","(Hack.) Henrard","Viana, PL","Viana, PL","3858","2008","03","11",NA,"Brasil","Minas Gerais","Aiuruoca","Parque Estadual da Serra do Papagaio, Retiro dos Pedros.","-44.666667","-22.05","1900","1900",NA,NA,"SPF00189287","SPF00189287","2008","-44.666667","-22.05","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-07-23 12:18:27-03","CEPLAC","CEPEC","9806","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","corynotricha","Digitaria corynotricha",NA,"T. Canto-Dorow","R. M. Harley","15840","1991","02","02",NA,"Brasil","Bahia","BARRA DA ESTIVA","Ca. 14Km ao N da cidade, perto da Rod. para Ibicoara.","-41.3","-13.583333",NA,NA,NA,NA,NA,NA,NA,"41W18'","13S35'",NA,NA,NA,NA,NA,NA,"30/07/2001",NA,NA,NA
"99","2021-02-12 15:02:23-03","UFSCar","SPSC","2167","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Digitaria","mattogrossensis","Digitaria mattogrossensis","(Pilg.) Henrard",NA,"M.V. Cianciaruso",NA,"1977","09","26",NA,"Brasil","São Paulo","Itirapina","Represa do Lobo. Região perimetral",NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Erva cidreira, capim limão, capim cidrao",NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
