"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","sex"
"667","2019-11-21 14:44:25-03","UFJF","CESJ","47156","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","P.O. Garcia","P.O. Garcia","2005","01",NA,"Brasil","Minas Gerais","Juiz de Fora","Reserva Biologica de Santa Cândida","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"Árvore, ca. 6m alt., no interior da mata com flores brancas de forte odor adocicado, próxima à parcela 8 do ambiente de interior. Pouco frequente.","CESJ047156",NA,"2005","12",NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA
"668","2019-11-21 14:44:25-03","UFJF","CESJ","55057","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","J.A. Oliveira","F.R.G. Salimena; P.H. Nobre","2009","10","05","Brasil","Minas Gerais","Rio Preto","Serra Negra, Estrada para a Vila do Funil.","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Árvore, ca. 3,5m, flores roxeas, perfume adocicado. À beira da estrada em borda de mata.","CESJ055057",NA,"2009","12",NA,"2767","América do Sul",NA,NA,"Angiosperma",NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA
"669","2019-11-21 14:44:25-03","UFJF","CESJ","27875","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","A.S. Lima","A. Maia","1941","12","29","Brasil","São Paulo","Capivari",NA,"-47.5","-22.9899997711182",NA,NA,NA,NA,"Arbusto, pau a pique, folhas no herbário.","CESJ027875",NA,"1942","08","05",NA,"América do Sul",NA,NA,"Angiosperma",NA,"16798","auto",NA,NA,NA,NA,NA,NA,NA
"670","2019-11-21 14:44:25-03","UFJF","CESJ","2013","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra pubescens","(Pohl) K.Schum.","A. Gehrt","A.P. Viegas","1939","01","01","Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Subarbusto do campo.","CESJ002013",NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,"23900","auto","pubescens",NA,NA,NA,NA,NA,NA
"671","2019-11-21 14:44:25-03","UFJF","CESJ","37822","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra pubescens","(Pohl) K.Schum.","A. Gehrt","A.P. Viegas; J. Kiehl","1939","01","01","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"Arbusto.","CESJ037822",NA,"1940","04","15",NA,"América do Sul",NA,NA,"Angiosperma",NA,"44778","auto","pubescens",NA,NA,NA,NA,NA,NA
"672","2019-11-21 14:44:25-03","UFJF","CESJ","2013","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra pubescens","(Pohl) K.Schum.","A. Gehrt","A.P. Viegas","1939","01","01","Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Subarbusto do campo.","CESJ002013",NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,"23900","auto","pubescens",NA,NA,NA,NA,NA,NA
"673","2019-11-21 14:44:25-03","UFJF","CESJ","37822","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra pubescens","(Pohl) K.Schum.","A. Gehrt","A.P. Viegas; J. Kiehl","1939","01","01","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,"Arbusto.","CESJ037822",NA,"1940","04","15",NA,"América do Sul",NA,NA,"Angiosperma",NA,"44778","auto","pubescens",NA,NA,NA,NA,NA,NA
"674","2021-04-07 11:48:12-03","UFMS","CGMS","38933","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","G.A. Damasaceno-Junior","G.A. Damasceno-Junior; C.A. Carollo; P.R. Souza; D.T. Azevedo; E.M.L. Anjos dos Santos; F.J. Kochanovski; V. Goes","2012","06","27","Brasil","Mato Grosso do Sul","Corumbá","Morro do Azeite.","-57","-19.6697223","-57","-19,6697223",NA,NA,"Fruto ausente. Habitat: Floresta estacional decidual. Habito: Árvore. 8,00m de altura.","CGMS1068327",NA,"2012","06","27","5241",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","2021-04-07 11:48:12-03","UFMS","CGMS","65819","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","A. Pott","A. Pott; G.A. Damasceno-Junior; S.N. Moreira; F.A. Ferreira; R.H. Silva et al.","2012","05","23","Brasil","Mato Grosso do Sul","Corumbá","Morro do Azeite, junto ao Rio Miranda.","-57.0027778","-19.6677778","-57,0027778","-19,6677778","161","161","Flor ausente. Fruto castanho com pontos claros. Habitat: Pantanal, sub-região de Miranda. Floresta estacional decidual com Ceiba, Anadenanthera, Aspidosperma, Tabebuia, Myracrodruon, Cereus. Solo litólico (rocha calcária dolomítica q","CGMS1098780",NA,"2012","05","23","16298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","2021-04-07 11:48:12-03","UFMS","CGMS","37288","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","S.M.Salis","V.J.Pott; A.M.Gonzales; A. da L.Sanches","1996","11","08","Brasil","Mato Grosso do Sul","Ladário","Fazenda Uruba, 1ª lage.","-57.4833333","-19.0713889","-57,4833333","-19,0713889",NA,NA,"Flor branca. Habitat: Lage de Minerio de ferro com Bromelia salansae em época chuvosa. Solo litólico. Relevo levemente inclinado. Habito: Subarbusto. Frequente. 1,00m de altura.","CGMS1066699",NA,"1997",NA,NA,"3247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","2021-04-07 11:48:12-03","UFMS","CGMS","72677","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"A. Pott; V.J. Pott","2005","11","15","Brasil","Mato Grosso","Cáceres","Próximo a sede da Fazenda Meia, sub-região de Cáceres, Pantanal.","-58.2566667","-16.6261111","-58,2566667","-16,6261111","108","108","Flor branca. Habitat: Pastagem cultivada com regeneração de floresta decidual. Solo litólico. Relevo forte ondulado. Habito: Arbusto (rebrota) 1m","CGMS1105484",NA,NA,NA,NA,"13620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","2021-04-07 11:48:12-03","UFMS","CGMS","23088","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","M.R. Barbosa","A.L.B. Sartori; F.Matos-Alves","2007","12","05","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Agro-Comercial Aubi (ex-São Roque).","-57.6880555","-21.6844444","-57,6880555","-21,6844444",NA,NA,"Flor branca. Habitat: Chaco (Savana Estépica Arbórea, senso IBGE) Habito: Subarbusto. 0,40m de altura.","CGMS1052496",NA,"2012",NA,NA,"1083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","2021-04-07 11:48:12-03","UFMS","CGMS","30941","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"T.H. Stefanello; V.S. Santos; A.C.S. Brito","2010","11","24","Brasil","Mato Grosso do Sul","Corumbá","Sub-região Pantanal do Paraguai, RPPN Eliezer Batista.","-57.4666667","-18.0916666","-57,4666667","-18,0916666","87","87","Flor branca. Habitat: Floresta estacional semidecídua e Cerradão. Habito: Subarbusto. 2,10m de altura.","CGMS1060352",NA,NA,NA,NA,"210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","2021-04-07 11:48:12-03","UFMS","CGMS","59438","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","A. Pott","A. Pott; V.J. Pott","2015","09","12","Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda São Fernando.","-57.7658333","-21.5927777","-57,7658333","-21,5927777","90","90","Flor ausente. Fruto castanho. Habitat: Savana estépica (Chaco). Solo siltoso-argiloso. Relevo plano. Habito: Arbusto. 3,00 m de altura. Ocasional.","CGMS1089351",NA,"2015","09","12","16851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","2021-04-07 11:48:12-03","UFMS","CGMS","37261","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","M.R.Barbosa","A.Pott; V.J.Pott; P.R.Souza; R.A.Mauro","2001","04","19","Paraguai",NA,"Bahia Negra","Estrada para Gruta Ricardo Franco, Forte Coimbra, borda oeste do Pantanal.","-57.7833333","-19.9188889","-57,7833333","-19,9188889",NA,NA,"Flor ausente. Habitat: Vegetação arbustiva arbórea caducifólia, perturbada ou secundária. Solo litólico de calcário-quartzo. Relevo inclinado, base de morro. Habito: Erva ereta. Esparsa.","CGMS1066672",NA,"2012",NA,NA,"8960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","2021-04-07 11:48:12-03","UFMS","CGMS","18013","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","G.A. Damasceno-Junior","G.A. Damasceno-Junior; J.N. Nakajima; R. Romero; V.J. Pott","2001","11","24","Brasil","Mato Grosso do Sul","Corumbá","Morro na margem da Baía Gaíva - separando as águas da baía com as do Rio Paraguai.","-57.695","-17.7458333","-57,695","-17,7458333","105","105","Flor creme. Duplicata do COR. Habitat: Alto do morro. Cerradão. Solo litólico. Morro. Habito: Arvoreta. 5,00m de altura.","CGMS1047306",NA,NA,NA,NA,"3052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","2021-04-07 11:48:12-03","UFMS","CGMS","38894","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","E. Tameirão; R.H. Silva","R.H. Silva; E. Tameirão; E.L. Siqueira","2013","01","23","Brasil","Mato Grosso do Sul","Corumbá","Afloramento rochoso.","-57.6166667","-19.2838889","-57,6166667","-19,2838889","130","130","Flor ausente. Fruto verde. Frutos achatados. Habitat: Afloramento rochoso. Contato entre bancada laterítica e floresta estacional. Relevo Plano. Habito: Árvore. 1,80m de altura.","CGMS1068287",NA,"2013","01","23","916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","2021-04-07 11:48:12-03","UFMS","CGMS","14843","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","U.M. Resende","A.S. Penha; T. Ramires; C.S. Campos; M.C. Lescano","2004","10","24","Brasil","Mato Grosso do Sul","Costa Rica","Fazenda Pouso Frio.","-52.8602778","-18.6558333","-52,8602778","-18,6558333",NA,NA,"Fruto vermelho. Habitat: Cerradão. Mata ciliar. Relevo ondulado com drenagem. Habito: Árvore.","CGMS1044329",NA,NA,NA,NA,"303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","2021-04-07 11:48:12-03","UFMS","CGMS","78770","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"C.B.D.S. André; T.G. Botelho; N.M. Sousa; A.C. Trindade; M.V.S. Urquiza","2013","04","07","Brasil","Mato Grosso do Sul","Corumbá","Bancada Laterítica do Parque Municipal Natural de Piraputangas.","-57.6386111","-19.2427777","-57,6386111","-19,2427777","159","159","Folhas opostas. Habitat: Ilha de solo. Solo neossolo. Habito: Arbusto com cerca de 1,6 m de altura.","CGMS1111781",NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","2021-04-07 11:48:12-03","UFMS","CGMS","35190","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"A. Pott; V.J. Pott; A.L.B. Sartori; C.N. Cunha; E.A. Silveira; L. Amorim","2001","03","21","Brasil","Mato Grosso do Sul","Corumbá","Fazenda Boa Esperança, lado oeste do Morro do Caracará, Parque Nacional do Pantanal.","-57.45","-17.9019444","-57,45","-17,9019444",NA,NA,"Flor branca. Duplicata no CPAP; CEN. Habitat: Floresta decidual baixa. Solo litossolo (granito). Relevo inclinado. Habito: Arbusto algo escandente. 4,00m de altura. Frequente.","CGMS1064588",NA,NA,NA,NA,"8608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","2021-04-07 11:48:12-03","UFMS","CGMS","8341","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"A. Amaral-Júnior; J.O. Mendonça; S.B. Barbosa; C.J. Campos","1999","04","13","Brasil","Mato Grosso do Sul","Bataguassu","Margem direita do Rio Paraná. Rio Quiteroizinho.","-52.4508333","-22.1502778","-52,4508333","-22,1502778",NA,NA,"Flores cremes. Fruto presente. Botão presente.","CGMS1016915",NA,NA,NA,NA,"583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","2021-04-07 11:48:12-03","UFMS","CGMS","9622","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","M.R. Barbosa","G.A. Damasceno-Junior; M. Soares-Lima; P.V. Gonçalves","2000","12","14","Brasil","Mato Grosso do Sul","Bonito","Mata na área de acesso à Gruta do Lago Azul.","-56.5905555","-21.1419444","-56,5905555","-21,1419444",NA,NA,"Fruto marrom. Habitat: Mata na área de acesso à Gruta do Lago Azul. Habito: Árvore. 4,00m de altura.","CGMS1016914",NA,"2012",NA,NA,"2055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","2021-04-07 11:48:12-03","UFMS","CGMS","30946","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"T.H. Stefanello; V.S. Santos; A.C.S. Brito","2010","11","24","Brasil","Mato Grosso do Sul","Corumbá","Sub-região Pantanal do Paraguai, RPPN Eliezer Batista.","-57.4833333","-18.0944444","-57,4833333","-18,0944444","95","95","Flor branca. Habitat: Floresta estacional semidecídua e Cerradão. Habito: Subarbusto. 1,50m de altura.","CGMS1060357",NA,NA,NA,NA,"215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","2021-04-07 11:48:12-03","UFMS","CGMS","37369","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.",NA,"A. Pott; V.J. Pott; A.L.B. Sartori; C.N. da Cunha; E.A. Silveira; L. Amorim","2001","03","21","Brasil","Mato Grosso do Sul","Corumbá","Fazenda Boa Esperança, lado oeste do Morro do Caracará, Parque Nacional do Pantanal.","-57.45","-17.9019444","-57,45","-17,9019444",NA,NA,"Flor branca. Duplicata CPAP; CEN. Habitat: Floresta decidual baixa. Solo litossolo (granito). Relevo inclinado. Habito: Arbusto algo escandente. Frequente. 4,00m de altura.","CGMS1066780",NA,NA,NA,NA,"8608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","2021-04-07 11:48:12-03","UFMS","CGMS","18149","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","M.R.Barbosa","C.A. Polido","2006","07","01","Brasil","Mato Grosso do Sul","Corumbá","Estrada para Forte Coimbra.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"Flor branca. Fruto marrom. Habitat: Chaco. Habito: Arbusto. 1,50m de altura.","CGMS1047442",NA,"2012",NA,NA,"47",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA
"692","2021-04-07 11:48:12-03","UFMS","CGMS","30527","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","A. Pott","C.O. Dourado; T.S. Yule; M.T. Oliveira; A. Pott","2010","11","24","Brasil","Mato Grosso do Sul","Corumbá","RPPN Eliezer Batista.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,"Flor branca. Fruto seco marrom. Habitat: Cerradão. Solo com afloramento rochoso. Habito: Árvore. 2,50m de altura.","CGMS1059937",NA,"2010","11","24","149",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA
"693","2021-04-07 11:48:12-03","UFMS","CGMS","78604","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) K.Schum.","G. Hatschbach","G. Hatschbach","1967","12","07","Brasil","Paraná","Rio Branco do Sul","Ribeirinha.","-49.3142013549805","-25.1900005340576",NA,NA,NA,NA,"Flor rósea, estames alvos, anteras creme. Habitat: Mata de galeria. Habito: Arvoreta.","CGMS1111615",NA,NA,NA,NA,"18087",NA,NA,NA,NA,NA,"37352","auto",NA,NA,NA,NA,NA,NA,NA
"694","2019-11-27 13:52:33-03","UFS","ASE","29057","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) Schum.","Santana, JP","Silva, TR; Santana, JP","2013","05","24","Brasil","Sergipe","Nossa Senhora do Socorro","Floresta Nacional do Ibura","-37.143611","-10.839611","-37.143611","-10.839611",NA,NA,"Árvoreta, 5m. Flores tubular rosa com estames verdes.; Mata Atlântica.","ASE0000605","ASE0000605","2013","09","18","150","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","2019-11-27 13:52:33-03","UFS","ASE","10628","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) Schum.",NA,"Lyra-Lemos, RP de","2001","05","17","Brasil","Alagoas","Coruripe","Vale do Riacho do Camundongo, Vegetação ombrófila pioneira em pasto","-36.175556","-10.125833","-36.175556","-10.125833",NA,NA,"Trepadeira. Em floração, flor cor-de-rosa, borda de mata ombrófila, frutos ausentes.; Trepadeira. Em floração, flor cor-de-rosa, borda de mata ombrófila, frutos ausentes.; Mata ciliar","ASE0019183","ASE0019183",NA,NA,NA,"5585","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","2019-11-27 13:52:33-03","UFS","ASE","10715","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) Schum.",NA,"Sales, AB; Guimarães, VAS; Santos, E","2007","11","05","Brasil","Sergipe","Itaporanga d'Ajuda","Fazenda Trapsa.","-37.310278","-10.998333","-37.310278","-10.998333",NA,NA,"Árvore. Cerca de 2m. Fruto marrom deiscente.; Árvore. Cerca de 2m. Fruto marrom deiscente.; Mata.","ASE0019370",NA,NA,NA,NA,"89","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","2019-11-27 13:52:33-03","UFS","ASE","11119","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) Schum.","Matos, IS","Matos, IS; Santos, AV; Gomes, C; Santos, E","2008","06","09","Brasil","Sergipe","Itaporanga d'Ajuda","Fazenda Trapsa","-37.310278","-10.998333","-37.310278","-10.998333",NA,NA,"Árvore com cerca de 3 metros; Flores róseas com base arroxeada e filetes amarelos.; Árvore com cerca de 3 metros; Flores róseas com base arroxeada e filetes amarelos.; Borda da Mata.","ASE0025240","ASE0025240",NA,NA,NA,"38","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","2019-11-27 13:52:33-03","UFS","ASE","1288","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) Schum.",NA,"Andrade-Lima, D de; Carvalho, FA de; Araújo, PF","1971","11","27","Brasil","Paraíba","Natuba","Sítio Paquevira de Natuba","-35.549722","-7.641667","-35.549722","-7.641667",NA,NA,"Árvore. 8 a 9. m. Flores roxo-claro.; Árvore. 8 a 9. m. Flores roxo-claro.","ASE0013419","ASE0013419",NA,NA,NA,"ASE1288","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","2019-11-27 13:52:33-03","UFS","ASE","16926","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) Schum.","Machado, WJ","Machado, WJ; Santos, LAS; Suzarte, FB","2010","03","28","Brasil","Sergipe","Poço Redondo","Serra da Guia","-37.684167","-9.805278","-37.684167","-9.805278",NA,NA,"Arbusto ca. 5m, folhas simples, opostas e cruzadas, flor tubular com 6 pétalas (lilás e branco), 6 sépalas (verdes) livres, 6 estames e 1 estigma (ambos, brancos na base e verdes no ápice).; Arbusto ca. 5m, folhas simples, opostas e c","ASE0024125","ASE0024125","2010","10",NA,"242","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","2019-11-27 13:52:33-03","UFS","ASE","20041","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) Schum.","Machado, WJ","Machado, WJ; Jesus, JB","2010","10","01","Brasil","Sergipe","Poço Redondo","Serra da Guia","-37.684167","-9.805278","-37.684167","-9.805278",NA,NA,"Árvore ca 6 m. Frutos verdes com pontuações brancas (imaturos) passando a castanhos (maduros) e deiscentes.; Árvore ca 6 m. Frutos verdes com pontuações brancas (imaturos) passando a castanhos (maduros) e deiscentes.; Caatinga","ASE0012468","ASE0012468","2010","12",NA,"770","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","2019-11-27 13:52:33-03","UFS","ASE","20533","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) Schum.","Matos, IS","Matos, IS; Santos, E","2009","08","24","Brasil","Sergipe","Itaporanga d'Ajuda","Fazenda Trapsa, Borda da Mata.","-37.310278","-10.998333","-37.310278","-10.998333",NA,NA,"Árvore com cerca de 3 metros. Frutos imaturos verdes.; Árvore com cerca de 3 metros. Frutos imaturos verdes.","ASE0026729","ASE0026729",NA,NA,NA,"186","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","2019-11-27 13:52:33-03","UFS","ASE","22804","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) Schum.","Silva, ACC","Prata, AP; Campos, DA; Matos, GMA; Carregosa, T; Silva, EJ","2012","01","27","Brasil","Sergipe","Areia Branca","Parque Nacional da Serra de Itabaiana, Mata do encantado - Povoado Bom Jardim","-37.315","-10.758056","-37.315","-10.758056",NA,NA,"Subarbusto, ca. 2m, folhas opostas. Flores lilás, estames amarelos. Coordenadas UTM: L 0679007 W 8813972. Elevação 318m.; Subarbusto, ca. 2m, folhas opostas. Flores lilás, estames amarelos. Coordenadas UTM: L 0679007 W 8813972. Elevaç","ASE0028836","ASE0028836","2014","02","11","2868","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","2019-11-27 13:52:33-03","UFS","ASE","22811","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) Schum.","Silva, ACC","Prata, AP; Campos, DA; Matos, GMA; Carregosa, T; Silva, EJ","2012","01","27","Brasil","Sergipe","Areia Branca","Parque Nacional da Serra de Itabaiana, Mata do encantado - Povoado Bom Jardim","-37.315","-10.758056","-37.315","-10.758056",NA,NA,"Arbusta ca. de 3m. Flores vinaceas, estigma amarelo. Coordenadas UTM: L0679051 W 8813278. Elevação 321m.; Arbusta ca. de 3m. Flores vinaceas, estigma amarelo. Coordenadas UTM: L0679051 W 8813278. Elevação 321m.","ASE0028841","ASE0028841","2014","09","08","2875","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","2019-11-27 13:52:33-03","UFS","ASE","23498","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) Schum.","Oliveira, DG","Oliveira, DG","2012","04","11","Brasil","Sergipe","Porto da Folha","Povoado Lagoa Grande, Fazenda São","-37.40835","-10.033636","-37.40835","-10.033636",NA,NA,"Arbusto. Flores lilases. Folhas concolor. Ramos com lenticelas esbranquiçadas. Caule marrom-escuro. Altura ca. 2.70 metros; Arbusto. Flores lilases. Folhas concolor. Ramos com lenticelas esbranquiçadas. Caule marrom-escuro. Altura ca.","ASE0029356","ASE0029356",NA,NA,NA,"342","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","2019-11-27 13:52:33-03","UFS","ASE","25819","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) Schum.","Melo, LMS","Melo, LMS; Santana, TTS; Farias, MCV; Déda, RM","2012","08","31","Brasil","Sergipe","Capela","Refúgio da Vida Silvestre Mata do Junco, Solo Argiloso.","-37.054667","-10.536861","-37.054667","-10.536861",NA,NA,"Arbusto. Cerca de 2 m.; Mata Atlântica.","ASE0030919","ASE0030919","2013","03",NA,"59","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","2019-11-27 13:52:33-03","UFS","ASE","27425","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) Schum.","Silva, ACC","Gomes, C; Santos, E","2009","05","25","Brasil","Sergipe","Indiaroba","Fazenda Sabão","-37.566667","-11.5","-37.566667","-11.5",NA,NA,"Mata atlântica","ASE0031845","ASE0031845","2014","02","11","288","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","2019-11-27 13:52:33-03","UFS","ASE","28532","PreservedSpecimen","Plantae","Rubiaceae","Coutarea","hexandra","Coutarea hexandra","(Jacq.) Schum.","Gomes, LA","Gomes, LA; Santos, E","2013","07","12","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Borda de Mata. Solo Areno-argiloso. Lado esquerdo da via principal de acesso ao Povoado Crasto.","-37.431833","-11.374194","-37.431833","-11.374194",NA,NA,"Arbusto, ca de 3m. Flor rosa. Frutos imaturos verdes.; Mata Atlântica","ASE0000009","ASE0000009","2013","07","20","1136","Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
