"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","infraspecificEpithet","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount"
"11","2021-03-30 12:53:06-03","EAO","IAN","111930","PreservedSpecimen","Plantae","Poaceae","Axonopus","ramboi","Axonopus ramboi","Rambo, B","36459","1948","01","27","Southern America","Brasil","Rio Grande do Sul",NA,NA,NA,NA,"IAN111930","Monocotiledônea",NA,"G.A.Black","Garcia, CA","Cambará do Sul","-50","-29",NA,NA,NA,NA,NA,"-50","-29",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 10:16:20-03","NBC","NL-BOTANY","L.1219445","PreservedSpecimen","Plantae","Gramineae","Axonopus","argentinus","Axonopus argentinus","Pedersen TM",NA,"1961","03","18","Southern America","Argentina",NA,"Estancia 'Santa Maria'. Dep. Mburucayu. Prov. Corrientes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1219445 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1219445",NA,"Poales","Parodi",NA,NA,NA,NA,"NL-L1219445",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 10:16:20-03","NBC","NL-BOTANY","L.1219446","PreservedSpecimen","Plantae","Gramineae","Axonopus","argentinus","Axonopus argentinus","Pedersen TM",NA,"1962","02","04","Southern America","Argentina",NA,"Loma Alta. Dep. Mburucvuya. Prov. Corrientes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1219446 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1219446",NA,"Poales","Parodi",NA,NA,NA,NA,"NL-L1219446",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 10:16:20-03","NBC","NL-BOTANY","L.1219447","PreservedSpecimen","Plantae","Gramineae","Axonopus","argentinus","Axonopus argentinus","Pedersen TM",NA,"1961","02","28","Southern America","Argentina",NA,"Estancia 'Caaguazú'. Dep. San ERoque. Prov. Corrientes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1219447 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1219447",NA,"Poales","Parodi",NA,NA,NA,NA,"NL-L1219447",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 10:16:20-03","NBC","NL-BOTANY","L.1219448","PreservedSpecimen","Plantae","Gramineae","Axonopus","argentinus","Axonopus argentinus","Pedersen TM",NA,"1951","02","14","Southern America","Argentina",NA,"Estancia.,,Santa Teresa'. Dep. Mburucuya. Prov. Corrientes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1219448 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1219448",NA,"Poales","Parodi",NA,NA,NA,NA,"NL-L1219448",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:16:20-03","NBC","NL-BOTANY","L.3812362","PreservedSpecimen","Plantae","Gramineae","Axonopus","argentinus","Axonopus argentinus","Pedersen TM",NA,"1987","02","04","Southern America","Argentina",NA,"Estancia El Transito, dep. Concepción, prov. Corrientes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3812362 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3812362",NA,"Poales","Parodi",NA,NA,NA,NA,"NL-L3812362",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 10:16:20-03","NBC","NL-BOTANY","U.1492752","PreservedSpecimen","Plantae","Gramineae","Axonopus","argentinus","Axonopus argentinus","Camerik AM",NA,"1975","06","04","Southern America","Brazil",NA,"Proced. Est. R.J.; Itatiaica, Prateleiras.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1492752 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1492752",NA,"Poales","Parodi",NA,NA,NA,NA,"NL-U1492752",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 10:16:20-03","NBC","NL-BOTANY","U.1492753","PreservedSpecimen","Plantae","Gramineae","Axonopus","argentinus","Axonopus argentinus","Camerik AM",NA,"1975","06","04","Southern America","Brazil",NA,"Proced. Est. R.J.; Itatiaica, Prateleiras.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1492753 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1492753",NA,"Poales","Parodi",NA,NA,NA,NA,"NL-U1492753",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:16:20-03","NBC","NL-BOTANY","U.1493417","PreservedSpecimen","Plantae","Gramineae","Axonopus","argentinus","Axonopus argentinus","Pedersen TM",NA,"1980","01","19","Southern America","Argentina","Corrientes","Ea. 'Las Tres Marias'. Dep. Empedrado. Prov. Corrientes.",NA,NA,"Dry grassland on the top of the bank of the R. Parana.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1493417 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1493417",NA,"Poales","Parodi",NA,NA,NA,NA,"NL-U1493417",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0258671",NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 10:16:20-03","NBC","NL-BOTANY","WAG.1316548","PreservedSpecimen","Plantae","Gramineae","Axonopus","argentinus","Axonopus argentinus","Pedersen TM",NA,"1987","02","04","Southern America","Argentina",NA,"Estancia El Transito, dep. Concepción, prov. Corrientes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1316548 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1316548",NA,"Poales","Parodi",NA,NA,NA,NA,"NL-WAG1316548",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:16:20-03","NBC","NL-BOTANY","WAG.1316549","PreservedSpecimen","Plantae","Gramineae","Axonopus","argentinus","Axonopus argentinus","Pedersen TM",NA,"1961","03","18","Southern America","Argentina",NA,"Estancia 'Santa Maria'. Dep. Mburucayu. Prov. Corrientes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1316549 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1316549",NA,"Poales","Parodi",NA,NA,NA,NA,"NL-WAG1316549",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 12:15:42-03","ESALQ","ESA","118698","PreservedSpecimen","Plantae","Poaceae","Axonopus","argentinus","Axonopus argentinus","Garcia, C.A.","133.0","2006","03","01",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,"ESA118698",NA,NA,NA,"Delfini, C.","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA
"23","2020-11-19 10:24:45-03","CPAP","CPAP","3309","PreserverdSpecimen","Plantae","Poaceae","Axonopus","argentinus","Axonopus argentinus","Pott, A.","2951","1987","06","10",NA,"Brasil","MS","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal",NA,NA,"Erva cespitosa. FLOR: . FRUTO: castanho-claro. INTERESSE: Forrageira. FREQUÊNCIA: Frequente. AMBIENTE: Borda de cordilheira (paleodique) Bromelietum, não alagável. SUBSTRATO: solo arenoso. RELEVO: plano. <ll>dwc_commonname:</ll> Capim-fino",NA,NA,NA,"Parodi","A. Pott","Corumbá","-56.65","-18.983333",NA,"90","90",NA,NA,"56°39' W","18°59' S",NA,NA,NA,NA,"1987","06","10",NA,NA
"24","2019-02-15 11:47:26-02","IPA","IPA","31883","S","Plantae","Poaceae","Axonopus","argentinus","Axonopus argentinus","Schulz, A.G.","11786","1962","02",NA,"Southern America","Argentina",NA,"Chaco, Dep. 1º de Mayo, Colonia Benítez. En campo alto, fértil. Vegetac. de prado.",NA,NA,"Muy estolonífera. Inflorescencia de racimos cortos y escasos.","IPA0031883","Plantae",NA,"Parodi","Parodi, L.R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-08-27 13:25:45-03","IAP","PACA-AGP","57544","PreservedSpecimen","Plantae","Gramineae","Axonopus","argentinus","Axonopus argentinus","Rambo, B.",NA,"1955","11","19",NA,"Brasil","RS","Vila Manresa",NA,NA,"Habitat: in alte graminosis Fenofase: flor","PACA057544","Magnoliophyta","Cyperales","Parodi","H. Longhi-Wagner","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,NA,"Liliatae",NA,"29946","auto","2001","06","22",NA,NA
"26","2019-08-27 13:25:45-03","IAP","PACA-AGP","56320","PreservedSpecimen","Plantae","Gramineae","Axonopus","argentinus","Axonopus argentinus","Rambo, B.",NA,"1955","01","02",NA,"Brasil","RS","Faz. Englert",NA,NA,"Habitat: in alte graminosis campestribus Fenofase: fruto","PACA056320","Magnoliophyta","Cyperales","Parodi","H. Longhi-Wagner","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,"Liliatae",NA,"76715","auto","2001","06","22",NA,NA
"27","2019-08-27 13:25:45-03","IAP","PACA-AGP","87476.1","PreservedSpecimen","Plantae","Gramineae","Axonopus","ramboi","Axonopus ramboi","Sehnem, A.","4249","1950","01","19",NA,"Brasil","RS","Serra da Rocinha",NA,NA,"Habitat: in campo","PACA087476-1","Magnoliophyta","Cyperales","G. A. Black","A. Senhem","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,"1000","1000",NA,NA,NA,NA,"Liliatae",NA,"55856","auto",NA,NA,NA,NA,NA
"28","2019-08-27 13:25:45-03","IAP","PACA-AGP","99433","PreservedSpecimen","Plantae","Gramineae","Axonopus","ramboi","Axonopus ramboi","Bottega kerber, K.T.","46","2004","12","20",NA,"Brasil","RS","Parque Nacional dos Aparados da Serra",NA,NA,"Hasu Habitat: terrestre","PACA099433","Magnoliophyta","Cyperales","G. A. Black",NA,"Cambará do Sul","-50.133333","-29.033333",NA,NA,NA,NA,NA,"50°08'W","29°02'S","Liliatae",NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-08-27 13:25:45-03","IAP","PACA-AGP","45409","PreservedSpecimen","Plantae","Gramineae","Axonopus","ramboi","Axonopus ramboi","Rambo, B.",NA,"1950","01","18",NA,"Brasil","RS","Serra da Rocinha",NA,NA,"Habitat: in subturfosis alte graminosis Fenofase: fruto","PACA045409","Magnoliophyta","Cyperales","G. A. Black","Emrich-Rambo","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,NA,NA,"Liliatae",NA,"55856","auto",NA,NA,NA,NA,NA
"30","2019-08-27 13:25:45-03","IAP","PACA-AGP","50691","PreservedSpecimen","Plantae","Gramineae","Axonopus","ramboi","Axonopus ramboi","Sehnem, A.","4249","1950","01","18",NA,"Brasil","RS","Serra da Rocinha",NA,NA,"Habitat: in campestribus alte graminosis Fenofase: fruto","PACA050691","Magnoliophyta","Cyperales","G. A. Black","Emrich-Rambo","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,NA,NA,"Liliatae",NA,"55856","auto",NA,NA,NA,NA,NA
"31","2019-08-27 13:25:45-03","IAP","PACA-AGP","53858","PreservedSpecimen","Plantae","Gramineae","Axonopus","ramboi","Axonopus ramboi","Rambo, B.",NA,"1953","02","03",NA,"Brasil","RS","Serra da Rocinha",NA,NA,"conf. H. Longhi-Wagner em 14.11.2000 Habitat: in sphagneto Fenofase: fruto","PACA053858","Magnoliophyta","Cyperales","G. A. Black","Valls","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,NA,NA,"Liliatae",NA,"55856","auto","1968","12","20",NA,NA
"32","2019-08-27 13:25:45-03","IAP","PACA-AGP","87477","PreservedSpecimen","Plantae","Gramineae","Axonopus","ramboi","Axonopus ramboi","Sehnem, A.","4249","1950","01","19",NA,"Brasil","RS","Serra da Rocinha",NA,NA,"Habitat: in campo","PACA087477","Magnoliophyta","Cyperales","G. A. Black",NA,"Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,NA,NA,NA,"Liliatae",NA,"55856","auto",NA,NA,NA,NA,NA
"33","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0007714","PreservedSpecimen","Plantae","Poaceae","Axonopus","argentinus","Axonopus argentinus","R. Vanni; A. Radovancich","1014","1987","12","9",NA,"Argentina","Corrientes","Dep. Ituzaingo. Arroyo Santa Isabel y ruta 12.",NA,NA,NA,NA,"Magnoliophyta","Poales","Parodi",NA,NA,"-56.68","-27.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0022176","PreservedSpecimen","Plantae","Poaceae","Axonopus","argentinus","Axonopus argentinus","A. G. Schultz","3326","1942","3","22",NA,"Argentina","Chaco","Dep. 1 de Mayo. Colonia Benitez.",NA,NA,"Rizomatosa, 30-60 cm al",NA,"Magnoliophyta","Poales","Parodi","L. R. Parodi",NA,"-58.933333","-27.333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-21 14:42:08-03","UFJF","CESJ","42929","PreservedSpecimen","Plantae","Poaceae","Axonopus","argentinus","Axonopus argentinus","T.M. Pedersen","s.n.","1987","02","04","América do Sul","Argentina","Corrientes","Carambola, Ea. El Transito",NA,NA,"Sandy grassland.","CESJ042929","Angiosperma",NA,"Parodi",NA,"Concepción",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-04-07 11:47:13-03","UFMS","CGMS","44336","PreservedSpecimen","Plantae","Poaceae","Axonopus","argentinus","Axonopus argentinus","A. Pott; M. Pereira; C.C.F. Tavares","2951","1987","06","10",NA,"Brasil","Mato Grosso do Sul","Fazenda Nhumirim - invernada dos búfalos - Nhecolândia, Pantanal.",NA,NA,"Fruto castanho-claro. Habitat: Borda de cordilheira = Bromelietum; não inundável. Vegetação secundária de cerradão/mata. Relevo plano. Habito: Erva cespitosa. Frequente.","CGMS1074301",NA,NA,"Parodi","A. Guglieri","Corumbá","-56.65","-18.9833333",NA,"90","90",NA,NA,"-56,65","-18,9833333",NA,NA,NA,NA,"2009","05","10",NA,NA
"37","2019-01-17 11:23:19-02","PUCRS","MPUC","14386","S","Plantae","Poaceae","Axonopus","argentinus","Axonopus argentinus",NA,NA,"2010","10","25","South America","Brasil","RS","Lago Tarumã",NA,NA,NA,NA,NA,"Poales","Parodi","P.J.S. Silva Filho","Viamão","-51.0155556","-30.2766667",NA,NA,NA,NA,NA,"-51.0155556000","-30.2766667000","Liliopsida",NA,NA,NA,"2010","01","01","963","1"
"38","2019-01-17 11:23:19-02","PUCRS","MPUC","14382","S","Plantae","Poaceae","Axonopus","argentinus","Axonopus argentinus","M. Grings",NA,"2010","11","02","South America","Brasil","RS",".",NA,NA,NA,NA,NA,"Poales","Parodi","P.J.S. Silva Filho","Quaraí","-56.4513888889","-30.3877777778",NA,NA,NA,NA,NA,"-56.4513888889","-30.3877777778","Liliopsida",NA,NA,NA,"2010","01","01","996","1"
"39","2019-01-17 11:23:19-02","PUCRS","MPUC","22163","S","Plantae","Poaceae","Axonopus","argentinus","Axonopus argentinus",NA,NA,"2016","11","22","South America","Brasil","RS","Morro do Osso",NA,NA,"Fitossociologia",NA,NA,"Poales","Parodi","C. Vogel Ely","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,NA,"Liliopsida",NA,"29946","auto","2017","01","01",NA,"1"
"40","2019-01-17 11:23:19-02","PUCRS","MPUC","22171","S","Plantae","Poaceae","Axonopus","argentinus","Axonopus argentinus",NA,NA,"2016","11","22","South America","Brasil","RS","Morro do Osso",NA,NA,"Fitossociologia",NA,NA,"Poales","Parodi","C. Vogel Ely","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,NA,"Liliopsida",NA,"29946","auto","2017","01","01",NA,"1"
"41","2019-01-17 11:23:19-02","PUCRS","MPUC","20545","S","Plantae","Poaceae","Axonopus","argentinus","Axonopus argentinus",NA,NA,"1985","10","06","South America","Brasil","RS","Cerro do Jarau",NA,NA,NA,NA,NA,"Poales","Parodi","J.F.M. Valls","Quaraí","-56.4514007568359","-30.3875007629395",NA,NA,NA,NA,NA,NA,NA,"Liliopsida",NA,"74636","auto","1989","01","01",NA,"1"
"42","2021-01-28 13:24:29-03","PUCRS","MPUC","8665","S","Plantae","Poaceae","Axonopus","argentinus","Axonopus argentinus",NA,NA,NA,NA,NA,"South America","Brasil","RS",".",NA,NA,NA,NA,NA,"Poales","Parodi","I.I. Boldrini","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,"Liliopsida",NA,"76715","auto","2006","01","01",NA,"1"
"43","2019-01-17 11:23:19-02","PUCRS","MPUC","10285","S","Plantae","Poaceae","Axonopus","ramboi","Axonopus ramboi",NA,NA,"2003","01","31","South America","Brasil","RS","CPCN Pró-Mata",NA,NA,NA,NA,NA,"Poales","G.A Black","L. Eggers","São Francisco de Paula","-50.1744444","-29.4808333",NA,NA,NA,NA,NA,"-50.1744444000","-29.4808333000","Liliopsida",NA,NA,NA,"2009","01","01",NA,"1"
"44","2019-01-17 11:23:19-02","PUCRS","MPUC","10608","S","Plantae","Poaceae","Axonopus","ramboi","Axonopus ramboi",NA,NA,"2004","01","05","South America","Brasil","RS","CPCN Pró-Mata",NA,NA,NA,NA,NA,"Poales","G.A Black","L. Eggers","São Francisco de Paula","-50.1744444","-29.4808333",NA,NA,NA,NA,NA,"-50.1744444000","-29.4808333000","Liliopsida",NA,NA,NA,"2010","01","01",NA,"1"
"45","2019-01-17 11:23:19-02","PUCRS","MPUC","10284","S","Plantae","Poaceae","Axonopus","ramboi","Axonopus ramboi",NA,NA,"2003","01","30","South America","Brasil","RS","CPCN Pró-Mata",NA,NA,NA,NA,NA,"Poales","G.A Black","L. Eggers","São Francisco de Paula","-50.1744444","-29.4808333",NA,NA,NA,NA,NA,"-50.1744444000","-29.4808333000","Liliopsida",NA,NA,NA,"2012","01","01",NA,"1"
"46","2019-01-17 11:23:19-02","PUCRS","MPUC","10611","S","Plantae","Poaceae","Axonopus","ramboi","Axonopus ramboi",NA,NA,"2004","01","22","South America","Brasil","RS","CPCN Pró-Mata",NA,NA,NA,NA,NA,"Poales","G.A Black","L. Eggers","São Francisco de Paula","-50.1744444","-29.4808333",NA,NA,NA,NA,NA,"-50.1744444000","-29.4808333000","Liliopsida",NA,NA,NA,NA,NA,NA,NA,"1"
"47","2019-01-17 11:23:19-02","PUCRS","MPUC","10286","S","Plantae","Poaceae","Axonopus","ramboi","Axonopus ramboi",NA,NA,"2001","12","01","South America","Brasil","RS","CPCN Pró-Mata",NA,NA,NA,NA,NA,"Poales","G.A Black","L. Eggers","São Francisco de Paula","-50.1744444","-29.4808333",NA,NA,NA,NA,NA,"-50.1744444000","-29.4808333000","Liliopsida",NA,NA,NA,"2009","01","01",NA,"1"
"48","2019-11-08 08:55:00-03","FURB","FURB","51772","PreservedSpecimen","Plantae","Poaceae","Axonopus","argentinus","Axonopus argentinus","Funez, L.A.","5708","2016","11","28",NA,"Brasil","Santa Catarina","Cachoeira Formosa.",NA,NA,NA,"FURB51772",NA,NA,"Parodi","Funez, L.A.","Rio dos Cedros","-49.3711111","-26.5586111","FURB51772","747","747",NA,NA,"-49.3711111","-26.5586111",NA,NA,NA,NA,"2017","03","03",NA,NA
"49","2019-11-08 08:55:00-03","FURB","FURB","51775","PreservedSpecimen","Plantae","Poaceae","Axonopus","argentinus","Axonopus argentinus","Funez, L.A.","5711","2016","11","28",NA,"Brasil","Santa Catarina","Cachoeira Formosa.",NA,NA,NA,"FURB51775",NA,NA,"Parodi","Funez, L.A.","Rio dos Cedros","-49.3711111","-26.5586111","FURB51775","747","747",NA,NA,"-49.3711111","-26.5586111",NA,NA,NA,NA,"2017","03","03",NA,NA
