"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","individualCount","fieldNumber","class","sex"
"44","2021-04-07 11:40:53-03","UFMS","CGMS","36464","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","D. Machate","A. Pott; V.J. Pott; A.L.B. Sartori; C.N. da Cunha; E.A. Silveira; L. Amorim","8615","2001","03","21",NA,"Brasil","Mato Grosso do Sul","Fazenda Boa Esperança, lado oeste do Morro do Caracará, Parque Nacional do Pantanal.","-57.45","-17.9019444",NA,"Flor ausente. Fruto castanho claro. Habitat: Floresta decidual baixa. Solo litossolo (granito). Relevo inclinado. Habito: Árvore. 2,00-7,00m de altura. Abundante.","CGMS1065873",NA,"Corumbá",NA,NA,"-57,45","-17,9019444","2015","03","27",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-04-07 11:40:53-03","UFMS","CGMS","58890","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","A.L. Scudeler","A. Pott; V.J. Pott","9285","2001","07","03",NA,"Brasil","Mato Grosso do Sul","Laje do cocho 500 m S da sede da Fazenda Uruba.","-57.4866666","-19.0719445",NA,"Flor ausente. Habitat: Campo com arbustos e árvores esparsos em bancada laterítica. Solo litólico de ferro. Relevo quase plano. Habito: Arbusto/arvoreta. Ocasional.","CGMS002154",NA,"Ladário",NA,NA,"-57,4866666","-19,0719445","2017","06","03","110","110",NA,NA,NA,NA,NA,NA
"46","2021-04-07 11:40:53-03","UFMS","CGMS","63940","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","D. Machati","G.A. Damasceno Junior; V.J. Pott; I.H. Ishii; E.M. Assis","2382","2001","10","07",NA,"Brasil","Mato Grosso do Sul","Reserva dos Índios Guatós, Ilha Insua.","-57.7583333","-17.5636111",NA,NA,"CGMS1096908",NA,"Corumbá",NA,NA,"-57,7583333","-17,5636111","2015","02","25","120","120",NA,NA,NA,NA,NA,NA
"47","2021-04-07 11:40:53-03","UFMS","CGMS","56278","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","A.L. Scudeler","F. Macedo Alves","573","2012","06","13",NA,"Brasil","Mato Grosso do Sul","Área da Mineradora MMX.","-57.6533012390137","-19.0091991424561",NA,"Planta com látex,Folha coletada com sílica para extração de DNA. Habitat: Floresta Estacional Semidecidual. Habito: Árvore, 12,00 m de altura.","CGMS002170",NA,"Corumbá",NA,NA,NA,NA,"2017","06","07",NA,NA,"295160","auto",NA,NA,NA,NA
"48","2021-04-07 11:40:53-03","UFMS","CGMS","63939","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","D. Machati","N.R. Bueno; C.R. Mendes; G.A. Damasceno Jr","31","1990","10","29",NA,"Brasil","Mato Grosso do Sul","Morro Bocaína. Chácara São Marcos.","-57.6533012390137","-19.0091991424561",NA,"Fruto marrom. Habitat: Floresta decídua. Solo calcário com afloramento de rocha. Relevo fortemente ondulado. Habito: Árvore.","CGMS1096907",NA,"Corumbá",NA,NA,NA,NA,"2015","02","25",NA,NA,"295160","auto",NA,NA,NA,NA
"49","2021-03-01 16:21:45-03","UNICAMP","UEC","167254","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","Castello, ACD","Parada, GA; Linneo, I; Molina, A","212","2007","07","25",NA,"Bolivia","Santa Cruz","Monumento Natural Espejillos entre 500 hasta 1100 msnm con bosque hidrofítico chiquitano, Cerrado y sabanas abiertas, y pequeñas áreas con bosque Tucumano-Boliviano con helchos arbóreos.","-63.446444","-17.872694",NA,"Árbol 12 m con frutos de color crema, con abundante látex lechoso.","UEC091582","UEC091582","Andrés Ibañez",NA,NA,"-63.446444","-17.872694","2018","06",NA,"500","500",NA,NA,NA,NA,NA,NA
"50","2021-03-01 16:21:45-03","UNICAMP","UEC","169910","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","Marcondes-Ferreira, W","Walter, BMT; Guarino, ESG; Silva, GP; Souza, SP","4767","2001","01","24",NA,"Brazil","Goiás","1 km após a Balsa da Coterra (Minaçu/Cavalcante) entrando a direita cerca de 4 km na direção do Rio Macacão.","-48.096389","-13.575",NA,"Folhas discolores verde escuro na face adaxial, verde claro na abaxial. Nervuras amareladas. Frutos maduros (abertos) de cor castanha externamente e amareladas internamente.; Cerrado ralo em encosta íngreme.&nf;Relevo acidentado.&nf;Pouco","UEC007651","UEC007651","Cavalcante",NA,NA,"-48.096389","-13.575","2015","05",NA,"450","450",NA,NA,NA,NA,NA,NA
"51","2021-03-01 16:21:45-03","UNICAMP","UEC","174299","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","Marcondes-Ferreira, W","Damasceno Junior, GA; Soares Lima, M; Garcia, MM","2142","2001","01","30",NA,"Brazil","Mato Grosso do Sul","Fazenda São Marcelo, Morro Santa Cruz.","-57.584639","-19.182917",NA,"Árvore 10 m de altura.; Mata semidecídua. Solo litólico. Morro.","UEC026107","UEC026107","Ladário",NA,NA,"-57.584639","-19.182917","2015","05",NA,"400","400",NA,NA,NA,NA,NA,NA
"52","2021-03-01 16:21:45-03","UNICAMP","UEC","174918","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","Marcondes-Ferreira, W","Abbott, JR; Mamani, F","16250","1995","02","20",NA,"Bolivia","Santa Cruz","Lomerio, ca. 63km S of Concepción to Las Trancas community, then ca. 10km to N on access road","-61.883333","-16.5",NA,"tree ca. 8m, with white latex from cut branches.; tall subhumid forest","UEC030103","UEC030103","Nuflo de Chavez",NA,NA,"-61.883333","-16.5","2013","04",NA,"500","500",NA,NA,NA,NA,NA,NA
"53","2021-03-01 16:21:45-03","UNICAMP","UEC","174927","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","Marcondes-Ferreira, W","Toledo, M; Chuvé, V","296","1993","12","10",NA,"Bolivia","Santa Cruz","región de Lomerio, Comunidad Fatima, vivero florestal","-61.853611","-16.743889",NA,"arbol 10m, corteza corchosa, látex blanco","UEC030091","UEC030091","Nuflo de Chavez",NA,NA,"-61.853611","-16.743889","2013","04",NA,"300","500",NA,NA,NA,NA,NA,NA
"54","2021-03-01 16:21:45-03","UNICAMP","UEC","185990","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","Marcondes-Ferreira, W","Nee, M; Coimbra S, G","39999","1990","11","17",NA,"Bolivia","Santa Cruz","12km SE of Comunidad Don Lorenzo, Estancia Caracore, 0.5km W of the Rio Grande (=Rio Guapai)","-62.783333","-17.85",NA,"small tree, fruit light brown; low chaco forest","UEC109333","UEC109333","Andrés Ibañez",NA,NA,"-62.783333","-17.85","2013","04",NA,"300","300",NA,NA,NA,NA,NA,NA
"55","2021-03-01 16:21:45-03","UNICAMP","UEC","201572","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","Castello, ACD","Pirani, JR; Marcato, AC; Groppo Jr, M; Gomes, CG; Petacci, F; Lima, WT","4845","2001","01","25",NA,"Brazil","Mato Grosso do Sul","Bairro Aeroporto, Morro defronte ao Aeroporto, Rua Alan Kardec.","-57.665278","-19.022222",NA,"Árvore 5m alt., pouco látex nas folhas. Interior da mata decídua. Flores alvas. Frutos imaturos.; Mata decídua sobre calcário.","UEC166362","UEC166362","Corumbá",NA,NA,"-57.665278","-19.022222","2017","04",NA,"220","220",NA,NA,NA,NA,NA,NA
"56","2019-08-20 10:03:08-03","UNICAMP","UEC","76887","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","Marcondes-Ferreira, W","Guillén, R","1096","1994","03","22",NA,"Bolivia","Santa Cruz","Cerro Pelado. En una ladera de exposicio","-61.492222","-14.531667",NA,"fruto, Arbol de 10 m com savia lechosa; hojas subcoriáceas de haz verde lustrosos y enves verde; frutos grises com puntos blancos. Suelos superciales com afloramento de roca.","UEC109328","UEC109328",NA,NA,NA,"-61.492222","-14.531667","2015","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-08-20 10:03:08-03","UNICAMP","UEC","76915","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","Marcondes-Ferreira, W","Guillén, R; Surubi, J","1232","1994","03","31",NA,"Bolivia","Santa Cruz","Cerro Pelado. Ne a 200 m de la parcela.","-61.492222","-14.531667",NA,"fruto, Arbol de 6 m: corteza corchosa, ploma, interna cfé claro, savia lechos; hojas subcoriáceas haz verde, envés verde plomizo; frutos café verduzcos com puntos blancos. Bosque semidecíduo; suelos superficiales com afloramiento de ro","UEC109330","UEC109330",NA,NA,NA,"-61.492222","-14.531667","2015","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-08-20 10:03:08-03","UNICAMP","UEC","76916","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","Marcondes-Ferreira, W","Quevedo, RC","1091","1993","07","26",NA,"Bolivia","Santa Cruz","Parque Nacional Noel Kempff","-61.492222","-14.531667",NA,"Flor, arbol de 5 m de altura, Corteza gris rojiza, corchosa, profundamente estriada. Inflorescencia terminal. Flores amarillas verdosas. Bosque semideciduo. Alt. 255 m.","UEC109329","UEC109329","José Miguel de Velasco",NA,NA,"-61.492222","-14.531667","2015","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-08-20 10:03:08-03","UNICAMP","UEC","76918","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","Marcondes-Ferreira, W","Saldias, M","2981","1993","07","03",NA,"Bolivia","Santa Cruz","Parque Nacional Noel Kempff M 75 km SW d","-61.496111","-15.408333",NA,"fruto, Arbolito de 4m y 10 cm DAP. Corteza gris fissurada. Frutos verde grisaceo.","UEC109331","UEC109331","José Miguel de Velasco",NA,NA,"-61.496111","-15.408333","2015","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-08-20 10:03:08-03","UNICAMP","UEC","76919","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","Marcondes-Ferreira, W","Killeen, TJ; et al.","5510","1993","10","15",NA,"Bolivia","Santa Cruz","Parque Nacional Noel Kempff","-61.433333","-15.866667",NA,"fruto, Arbol de 6 m. Frutos.","UEC109327","UEC109327","José Miguel de Velasco",NA,NA,"-61.433333","-15.866667","2015","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-08-20 10:03:08-03","UNICAMP","UEC","76920","S","Plantae","Magnoliopsida",NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","Marcondes-Ferreira, W","Saldias, M","2952","1993","07","03",NA,"Bolivia","Santa Cruz","Parque Nacional Noel Kempff M. 1 km S de","-61.4925","-14.605833",NA,"flor, Arbolito de 6 m. com poca resina blanca:deciduo. Flor caliz verde: corola amarilla. Vegetacion sobre laja, em bosque decíduo. Alt. 200 m","UEC109326","UEC109326","José Miguel de Velasco",NA,NA,"-61.4925","-14.605833","2015","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-12-21 16:12:23-03","MBM","MBM","99565","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.",NA,"Bernardi, M.","20657","1980","04","18","Southern America","Paraguay",NA,NA,NA,NA,NA,NA,"MBM099565","MBM099565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-12-21 16:12:23-03","MBM","MBM","99562","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.",NA,"Bernardi, M.","20185","1980","03","05","Southern America","Paraguay",NA,NA,NA,NA,NA,NA,"MBM099562","MBM099562",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-12-21 16:12:23-03","MBM","MBM","210102","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","Machate, D.J.","Chagas e Silva, F.","829","1985","08","02","Southern America","Brazil","Mato Grosso do Sul","Arredores","-57.6533012390137","-19.0091991424561",NA,"Árvore com 7m de altura, flores creme.","MBM210102","MBM210102","Corumbá",NA,NA,NA,NA,"2015","05","07",NA,NA,"295160","auto",NA,NA,NA,NA
"65","2020-12-11 11:31:42-03","UFMG","BHCB","132231","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.",NA,"Melo, JCF; Bartz, MC; Andreacci, F; Garcia, RJF","577","2006","10","24","Southern America","Brasil","Minas Gerais","Cerradão IBAMA.","-43.955083","-19.50775",NA,"Árvore, h=10m, DAP=15cm. Flores verdes.",NA,NA,"Matozinhos",NA,NA,"-43.955083","-19.50775",NA,NA,NA,"758","758",NA,NA,NA,NA,NA,NA
"66","2008-05-27 22:02:00-03","MO","MOBOT","1003091","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","A. Fuentes (LPB)","Elias Meneces","Meneces 853","1979","6","16","South America","Bolivia","Santa Cruz","itrcua, km 20 de Camiri; Bosque seco templado, píe de serrnia.",NA,NA,NA,NA,NA,NA,"Cordillera",NA,NA,NA,NA,NA,NA,NA,"1050.00000000",NA,NA,NA,NA,NA,NA,NA
"67","2012-03-18 05:12:00-03","MO","MOBOT","1091449","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","J.F. Morales (INB)","Fabiana Mamani M.","Mamani M. 1020","1995","9","10","South America","Bolivia","Santa Cruz","Las Trancas.","-61.84638","-16.52027",NA,NA,NA,NA,"Nuflo de Chavez",NA,NA,NA,NA,NA,NA,NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA
"68","2008-05-27 22:02:00-03","MO","MOBOT","1091667","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","J.F. Morales (INB)","Timothy J. Killeen|M. Toledo G.","Killeen 7904","1996","5","2","South America","Bolivia","Santa Cruz","Concesión Minera Don Mario, 100 km al NE de San Juan; bosque seco al pie del cerro Don Mario.","-59.6825","-17.33833",NA,NA,NA,NA,"Chiquitos",NA,NA,NA,NA,NA,NA,NA,"280.00000000","350.00000000",NA,NA,"4",NA,NA,NA
"69","2012-03-18 05:12:00-03","MO","MOBOT","1150788","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","J.F. Morales (INB)","J. Richard Abbott|Fabiana Mamani M.","Abbott 16250","1995","2","20","South America","Bolivia","Santa Cruz","Lomerio; ca. 63 km south of Concepción to Las Trancas community, then ca. 10 km to north on access road; tall subhumid forest.","-61.88333","-16.5",NA,NA,NA,NA,"Nuflo de Chavez",NA,NA,NA,NA,NA,NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,NA
"70","2008-05-27 22:02:00-03","MO","MOBOT","1514086","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","J.F.Morales (INB)","Elsa M. Zardini|Idilfo Franco","Zardini 54944","2000","8","28","South America","Paraguay","Canindeyú","Aguara Ñu. Cerrado forest and cerrado scrub.","-55.28","-24.18361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1214",NA,NA
"71","2015-03-19 10:15:00-03","MO","MOBOT","1527438","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","M. Nee","Michael H. Nee|G. Coimbra S.","Nee 39999","1917","11","19","South America","Bolivia","Santa Cruz","12 km SE of Comunidad Don Lorenzo, Estancia Caracore, 0,5 km W of the Río Grande (=Río Guapai).","-62.7833333","-17.85",NA,NA,NA,NA,"Andrés Ibáñez",NA,NA,NA,NA,NA,NA,NA,"300.00000000",NA,NA,NA,"1",NA,NA,NA
"72","2016-11-15 05:15:00-02","MO","MOBOT","1834922","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","A. Fuentes (LPB)","Antonio C. Krapovickas|Aurelio Schinini","Krapovickas 36539",NA,NA,NA,"South America","Bolivia","Santa Cruz","2 km west of San José",NA,NA,NA,NA,NA,NA,"Chiquitos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2015-03-19 10:05:00-03","MO","MOBOT","420266","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","M. Nee","Alwyn H. Gentry|Marielos Peña|Bonifacio Mostacedo C.","Gentry 73890","1991","5","16","South America","Bolivia","Santa Cruz","Quiapaca, 10 km N of Santiago, valley of Río Tucuvaca dry forest. Transect 1.","-59.5","-18.3333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"300.00000000",NA,NA,NA,"4","619",NA,NA
"74","2013-01-28 05:13:00-02","MO","MOBOT","937183","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","A. Fuentes (LPB)","René Guillén V.|Timothy J. Killeen","Guillén Villarroel 2835","1994","12","11","South America","Bolivia","Santa Cruz","El Carmen. El Encanto, a 1500 m al Este de la comunidad en una loma converdo de roca granítica.","-61.98916","-16.45583",NA,NA,NA,NA,"Nuflo de Chavez",NA,NA,NA,NA,NA,NA,NA,"681.00000000",NA,NA,NA,NA,NA,NA,NA
"75","2013-02-13 05:33:00-02","MO","MOBOT","937694","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","W. Marcondes-Ferreira (UEC)","René Guillén V.|Mario Saldias P.|Antony Jardim|E. Conde","Guillén Villarroel 1096","1994","3","22","South America","Bolivia","Santa Cruz","Cerro Pelao. En una ladera de exposicion sudeste con bosque semideciduo. Suelos superficiales con afloramiento de roca.","-61.49222","-14.53166",NA,NA,NA,NA,"Velasco",NA,NA,NA,NA,NA,NA,NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA
"76","2013-01-28 05:13:00-02","MO","MOBOT","937796","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","W. Ferreira (UEC)","R.C. Quevedo|René Guillén V.|E. Gutiérrez|Antony Jardim","Quevedo Sopepí 1091","1993","7","26","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff Mercado. Campamento Cerro Pelao. Bosque semideciduo.","-61.49222","-14.53166",NA,NA,NA,NA,"Velasco",NA,NA,NA,NA,NA,NA,NA,"255.00000000",NA,NA,NA,NA,NA,NA,NA
"77","2013-01-28 05:13:00-02","MO","MOBOT","937984","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","W. Ferreira (UEC)","René Guillén V.|Juan Surubí","Guillén Villarroel 1232","1994","3","31","South America","Bolivia","Santa Cruz","Cerro Pelao. NE a 200 m de la Parcela; bosque semideciduo; suelos superficiales con afloramiento de roca.","-61.49222","-14.53166",NA,NA,NA,NA,"Velasco",NA,NA,NA,NA,NA,NA,NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA
"78","2015-03-19 10:04:00-03","MO","MOBOT","939219","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","M. Nee","Timothy J. Killeen|Jean Wellens","Killeen 6289","1994","5","12","South America","Bolivia","Santa Cruz","Reserva Forestal. Bajo Paraguá. Laja granítica; Bosque seco arriba y por un lado; con partes totalmente desnudas de vegetación","-61.5","-14.53888",NA,NA,NA,NA,"Velasco",NA,NA,NA,NA,NA,NA,NA,"250.00000000","500.00000000",NA,NA,NA,NA,NA,NA
"79","2013-02-13 05:33:00-02","MO","MOBOT","941424","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","W. Ferreira (UEC)","Mario Saldias P.|Bonifacio Mostacedo C.|Luzmila Arroyo P.|René Guillén V.|E. Gutiérrez|G. Zapata|L. Peña","Saldias Paz 2952","1993","7","3","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff Mercado. 1 km S del desvio de los caminos hacia Pisofirme y el aserradero Moira. Vegetacion sobre laja, en bosque deciduo.","-61.4925","-14.60583",NA,NA,NA,NA,"Velasco",NA,NA,NA,NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA
"80","2013-02-13 05:33:00-02","MO","MOBOT","941727","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","W. Ferreira (UEC)","Mario Saldias P.|Bonifacio Mostacedo C.|Luzmila Arroyo P.|René Guillén V.|E. Gutiérrez|G. Zapata","Saldias Paz 2981","1993","7","3","South America","Bolivia","Santa Cruz","Parque Nacional Noel Kempff Mercado. 75 km SW del aserradero Moira. Sobre el camino a Santa Rosa de la Roca. Ca. 84 km de Las Mechitas. Bosque semideciduo de 15-18 m de altura.","-61.49611","-15.04416",NA,NA,NA,NA,"Velasco",NA,NA,NA,NA,NA,NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA
"81","2013-02-13 05:33:00-02","MO","MOBOT","943435","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","W. Ferreira (UEC)","Timothy J. Killeen|Mario Saldias P.|René Guillén V.|E. Gutiérrez|M. Menacho","Killeen 5510","1993","10","15","South America","Bolivia","Santa Cruz","Santa Rosa de la Roca. 50 km al Norte. Laja, cerca Colonia. Orillas de Laja.","-61.43333","-15.86666",NA,NA,NA,NA,"Velasco",NA,NA,NA,NA,NA,NA,NA,"350.00000000",NA,NA,NA,NA,NA,NA,NA
"82","2012-03-18 05:12:00-03","MO","MOBOT","965062","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","J.F. Morales (INB)","Fabiana Mamani M.|Antony Jardim","Mamani M. 380","1994","12","12","South America","Bolivia","Santa Cruz","Area de estudio del proyecto BOLFOR, Las Trancas. Bosque semideciduo chiquitano, con comunidades vegetales serofíticas en alfloramientos rocosos.","-61.84638","-16.52027",NA,NA,NA,NA,"Nuflo de Chavez",NA,NA,NA,NA,NA,NA,NA,"450.00000000",NA,NA,NA,"8",NA,NA,NA
"83","2008-05-27 22:02:00-03","MO","MOBOT","968991","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","J.F. Morales (INB)","Antony Jardim","Jardim 1959","1995","3","31","South America","Bolivia","Santa Cruz","Las Trancas, Lomerio cerca de las parcelas de Bolfor. Bosque seco chiquitano de Anadenanthera con afloramientos de roca abierto.","-61.83916","-16.54583",NA,NA,NA,NA,"Nuflo de Chavez",NA,NA,NA,NA,NA,NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA
"84","2021-01-09 21:48:17-03","UNICENTRO","HUCO","0888","S","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","Franco, G.A.D.C.","Polisel, R.T.; et al.; et al.","147","2006","09","27",NA,"Brasil","São Paulo",NA,"-47.4700012207031","-20.25",NA,"Flor creme; DESC: Flor creme","HUCO000888",NA,"Pedregulho",NA,NA,NA,NA,"2006","09","27",NA,NA,"27552","auto",NA,NA,NA,NA
"85","2020-09-12 05:00:02-03","US","US","3582904","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy",NA,NA,"D. Villarroel, L. Morales & R. Flores","504","2006","4","8","South America - Neotropics","Bolivia","Santa Cruz","Florida. Comunidad de Bella Vista, sobre el camino principal entre la abra hasta la casa Don Pastor.","-64.6764","-18.3319",NA,NA,"US03230140",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1000","1100",NA,NA,"1",NA,"Dicotyledonae",NA
"86","2020-09-12 05:00:02-03","US","US","3582905","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy",NA,NA,"A. Molina","279",NA,NA,NA,"South America - Neotropics","Bolivia","Santa Cruz","Andres Ibañez. Monumento Natural Espejillos. De la catarata principal hacia ariba siguiendo la ribera del rio.","-63.4322","-17.9019",NA,NA,"US03230139",NA,NA,NA,NA,NA,NA,NA,NA,NA,"525",NA,NA,NA,"1",NA,"Dicotyledonae",NA
"87","2020-09-12 05:00:02-03","US","US","2055428","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy silvaticum","Hassl.",NA,"E. Hassler","10601","1903",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"US00111814","US00111814_01",NA,"silvaticum","Isosyntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae",NA
"88","2021-03-15 18:24:33-03","USP","SPF","145983","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","Castello, ACD","Pirani, JR","4845","2001","01","25",NA,"Brasil","Mato Grosso do Sul","Morro defronte ao Aeroporto, rua Alan Kardec. Mata decídua sobre calcário.","-57.665278","-19.022222",NA,"Árvore 5 m alt., pouco látex nas folhas. Interior da mata decídua. Flores alvas. Frutos imaturos.","SPF00145983","SPF00145983","Corumbá",NA,NA,"-57.665278","-19.022222","2019","04",NA,"220","220",NA,NA,NA,NA,NA,NA
"89","2019-12-04 16:39:37-03","FFCLRP","SPFR","2646","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Aspidosperma","quirandy","Aspidosperma quirandy","Hassl.","Marcondes-Ferreira, W.","Marcondes-Ferreira, W.; Venturi, L.L.; Domingues, M.R.","909","1994","07","26",NA,"Brasil","São Paulo","Laranjeiras, Fazenda Perdizes.","-48.686347","-20.170967",NA,"Cerradão ou mata seca que foi cortada e depois em processo de regeneração.",NA,NA,"Colômbia",NA,NA,"48o41'10.85W","20o10'15.48S","2002","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
