"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","minimumElevationInMeters","maximumElevationInMeters","phylum","order","imagecode","class","relationshipType","relatedCatalogItem","typeStatus","fieldNumber","infraspecificEpithet","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","565268","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth","R. McVaugh",NA,NA,NA,"J. S. Blanchet","767","1831",NA,NA,"Brazil",NA,NA,"In Brasilia tropica circa Bahia",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=429543' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565268",NA,NA,"South America","sheet",NA,NA,NA,"Magnoliophyta","Asterales","NY00565268_01",NA,NA,NA,NA,NA,NA,NA
"12","2020-06-29 11:29:45-03","UFRJ","RFA","5233","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth","R. Bacellar",NA,NA,NA,"P. Occhioni","452","1945","10","25","Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"Planta ruderal; Herbácea; flor branco arroxeada","RFA36674","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-24 17:10:34-03","UTFPR","DVPR","6653","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth","Vieira, AOS","2018","03","02","Botelho, A","565","1980","09","05","Brasil","Paraná","Foz do Iguaçú","Viveiro de Itaipu","-54.351","-25.2656","-54.351","-25.2656","Porte ereto aprox. 30cm; Capoeira baixa","DVPR006653",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:36:25-03","EAO","IAN","53364","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth",NA,NA,NA,NA,"Medina, BR","47","1946","10","09","Argentina",NA,NA,"Gob. Misiones. Dep. San Ignacio. Localidad: San Ignacio.",NA,NA,NA,NA,NA,"IAN053364",NA,NA,"Southern America",NA,NA,NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2013-07-03 10:37:48-03","EBDA","BAH","3569","S","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth","Scadino, Noblick, Paranhos, Guedes, C. Queiroz, Paganucci, Nascimento, N. Suely, Quaglia.","1980","08",NA,"Grupo Pedra do Cavalo","267","1980","06",NA,"Brasil","Bahia","Cachoeira","Porto Castro Alves.","-38.9558","-12.6183",NA,NA,"Pequena erva com flores alvas.",NA,"26884","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2013-07-03 10:37:48-03","EBDA","BAH","3522","S","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth","Scadino, Noblick, Paranhos, Guedes, C. Queiroz, Paganucci, Nascimento, N. Suely, Quaglia.",NA,NA,NA,"Grupo Pedra do Cavalo","422","1980","07","19","Brasil","Bahia","Cachoeira","Mata B. Bananeiras.","-38.9558","-12.6183",NA,NA,"Erva crescendo em terreno alagadiço; flôres lilases em cacho.",NA,"26884","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 08:47:08-03","NBC","NL-BOTANY","U.1179757","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth",NA,NA,NA,NA,"Smith HH",NA,"1898","01","01","Colombia",NA,NA,"Santa Marta, United States of Colombia.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1179757 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1179757",NA,NA,"Southern America",NA,NA,NA,NA,NA,"Asterales","NL-U1179757","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"18","2020-02-08 08:47:08-03","NBC","NL-BOTANY","L.3001236","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth",NA,NA,NA,NA,"Smith HH",NA,"1898","01","01","Colombia",NA,NA,"Santa Marta, United States of Colombia.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3001236 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3001236",NA,NA,"Southern America",NA,NA,NA,NA,NA,"Asterales","NL-L3001236","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"19","2020-02-08 08:47:08-03","NBC","NL-BOTANY","L.3003234","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth",NA,NA,NA,NA,"Pedersen TM",NA,"1952","09","22","Argentina",NA,NA,"Estancia ''San Juan'' near Manatiales, Dep. Mburucuyá Prov. Corrientes.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3003234 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3003234",NA,NA,"Southern America",NA,NA,NA,NA,NA,"Asterales","NL-L3003234","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"20","2020-02-08 08:47:08-03","NBC","NL-BOTANY","L.3003235","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth",NA,NA,NA,NA,"Fiebrig K",NA,"1903","03","17","Bolivia",NA,NA,"Austro-Bolivienses, Chiquiaba*.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3003235 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3003235",NA,NA,"Southern America",NA,NA,NA,NA,NA,"Asterales","NL-L3003235","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"21","2020-02-08 08:47:08-03","NBC","NL-BOTANY","L.3003236","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth",NA,NA,NA,NA,"Smith HH",NA,"1898","11","01","Colombia",NA,NA,"Santa Marta.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3003236 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3003236",NA,NA,"Southern America",NA,NA,NA,NA,NA,"Asterales","NL-L3003236","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"22","2020-02-08 08:47:08-03","NBC","NL-BOTANY","L.3003237","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth",NA,NA,NA,NA,"Ibarrola TS",NA,NA,NA,NA,"Argentina",NA,NA,"Provincis Corrientes, Dep. Empedrado, el Pollo 2 fequas al Esté.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3003237 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3003237",NA,NA,"Southern America",NA,NA,NA,NA,NA,"Asterales","NL-L3003237","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"23","2020-02-08 08:47:08-03","NBC","NL-BOTANY","U.1179722","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth",NA,NA,NA,NA,"Ule EHG",NA,"1911","07","01","Brazil",NA,NA,"Bl. blaubich weizz, om Trande, Teringal T. Francises Rio Acre.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1179722 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1179722",NA,NA,"Southern America",NA,NA,NA,NA,NA,"Asterales","NL-U1179722","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"24","2020-02-08 08:47:08-03","NBC","NL-BOTANY","U.1179748","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth",NA,NA,NA,NA,"Wingfield RC",NA,"1978","08","19","Venezuela",NA,NA,"Del Estado Falcon Venezuela, Sierra San Luis, Piedra Preñada.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1179748 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1179748",NA,NA,"Southern America",NA,NA,NA,NA,NA,"Asterales","NL-U1179748","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"25","2020-02-08 08:47:08-03","NBC","NL-BOTANY","U.1179752","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth",NA,NA,NA,NA,"Fiebrig K",NA,"1903","03","17","Bolivia",NA,NA,"Austro-Bolivienses, Chiquiaba*.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1179752 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1179752",NA,NA,"Southern America",NA,NA,NA,NA,NA,"Asterales","NL-U1179752","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"26","2020-02-08 08:47:08-03","NBC","NL-BOTANY","U.1179753","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth",NA,NA,NA,NA,"Smith HH",NA,"1898","11","01","Colombia",NA,NA,"Santa Marta.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1179753 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1179753",NA,NA,"Southern America",NA,NA,NA,NA,NA,"Asterales","NL-U1179753","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"27","2020-02-08 08:47:08-03","NBC","NL-BOTANY","U.1179755","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth",NA,NA,NA,NA,"Belshaw CM",NA,"1937","07","28","Peru",NA,NA,"Peru department San Martin, district San Martin. West side of Rio Huallaga. South of Shapaja 1-4 km.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1179755 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1179755",NA,NA,"Southern America",NA,NA,NA,NA,NA,"Asterales","NL-U1179755","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"28","2020-02-08 08:47:08-03","NBC","NL-BOTANY","U.1179756","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth",NA,NA,NA,NA,"Ellenberg H",NA,"1957","06","12","Peru",NA,NA,"Waldstufen und Paramos der westl. Anden Nordperus Regenzeit. Hamburg.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1179756 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1179756",NA,NA,"Southern America",NA,NA,NA,NA,NA,"Asterales","NL-U1179756","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"29","2020-02-08 08:47:08-03","NBC","NL-BOTANY","U.1179774","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth",NA,NA,NA,NA,"Lillo M",NA,"1909","09","08","Argentina",NA,NA,"Provincia Tucuman. Guesta de San Pallo.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1179774 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1179774",NA,NA,"Southern America",NA,NA,NA,NA,NA,"Asterales","NL-U1179774","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"30","2020-02-08 08:47:08-03","NBC","NL-BOTANY","U.1179775","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth",NA,NA,NA,NA,"Peirano A",NA,"1932","09","18","Argentina",NA,NA,"Provincia Tucuman, dep. Burruyaeri, Sea Bamada F.C.C.A.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1179775 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1179775",NA,NA,"Southern America",NA,NA,NA,NA,NA,"Asterales","NL-U1179775","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"31","2021-04-06 09:00:33-03","UFPI","TEPB","4713","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","H.B.K.","R. L. Wilbur","1983",NA,NA,"W. D. STEVENS","14541","1979","10","03","Nicarágua","Boaco",NA,"Departamento BOACO","-85.55","12.4","85°33'W","12°24'N","Roadcut, corolla pale purple Ambiente: Roadside, coffee plantations, and cloud forest",NA,NA,NA,NA,NA,NA,"900","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-13 02:21:33-03","UFPI","TEPB","32482","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth",NA,NA,NA,NA,"VIANA, J. L.",NA,NA,NA,NA,"Brasil","Piauí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-12-19 08:08:01-03","FPS","FPS","3997","MachineObservation","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth","Medeiros, A.","2019","06","08","Schwirkowski, P.","3420","2019","06","08","Brasil","Santa Catarina","São Bento do Sul","Rio Natal","-49.290395","-26.376701","-49.290395","-26.376701",NA,"FPS03997,FURB65365",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FPS03997_v01 FPS03997_v02 FPS03997_v03 FPS03997_v04 FPS03997_v05 FPS03997_v06 FPS03997_v07 FPS03997_v08 FURB65365",NA,"voucher","FURB 65365",NA,NA,NA,NA
"34","2019-02-15 11:35:55-02","IPA","IPA","25339","S","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth","Maia Filho, M.A.","1982","02","26","Andrade-Lima","71-6463","1971","08","20","Brasil","Pernambuco","Caruaru","Brejo dos Cavalos, próximo Engenho Velho na Fazenda Caruaru.","-35.9761009216309","-8.28332996368408",NA,NA,"Erva ereta 15-20cm de altura. Flor alvo-azulada.","IPA0025339","35136","auto","Southern America",NA,NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-02-15 11:35:55-02","IPA","IPA","49207","S","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth","Vieira, A.O.S.","2002","07","31","Lima, V.C.","317","1986","08","06","Brasil","Pernambuco","Exu","subida da Serra da Gameleira à beira da estrada, na base da barreira. Solo úmido, argiloso.","-39.7242012023926","-7.51194000244141",NA,NA,"Erva com 10cm de altura aproximadamente. Flores azuladas.","IPA0049207","29194","auto","Southern America",NA,NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-02-15 11:35:55-02","IPA","IPA","5081","S","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth","Andrade-Lima","1962","06","29","Pickel, B.","2069","1929","09",NA,"Brasil","Pernambuco","São Lourenço da Mata","Tapera, São Bento, pastagem.","-35.0182991027832","-8.00222015380859",NA,NA,NA,"IPA0005081","21764","auto","Southern America",NA,NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-02-15 11:35:55-02","IPA","IPA","26997","S","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth","Barroso, G.M.",NA,NA,NA,"Pinto, G.C.P.","42370","1974","08",NA,"Brasil","Bahia","Cruz das Almas","espécie ruderal em ripados e viveiros.","-39.1018981933594","-12.6700000762939",NA,NA,"Herbácea, semi-umbrófila.","IPA0026997","14660","auto","Southern America",NA,NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-02-15 11:35:55-02","IPA","IPA","2185","S","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth","Andrade-Lima","1962","06","29","Andrade-Lima","51-927","1951","08","21","Brasil","Pernambuco","Recife","Monteiro, margem do Capibaribe.","-34.8810997009277","-8.05389022827148",NA,NA,"Erva, flores alvas.","IPA0002185","18865","auto","Southern America",NA,NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-02-15 11:35:55-02","IPA","IPA","31992","S","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth","Chiappeta, A.","1983",NA,NA,"Chiappeta, A.","298","1983","07","21","Brasil","Pernambuco","Vicência","Sítio Boa Esperança","-35.3266983032227","-7.65693998336792",NA,NA,"Erva. Flores brancas.","IPA0031992","21084","auto","Southern America",NA,NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-02-15 11:35:55-02","IPA","IPA","80370","S","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth","Cano, O.","2016","08","24","Sobral-Leite, M.","478","2007","09","27","Brasil","Pernambuco","Maraial","Engenho Curtume., Vegetação degradada do entorno da pedra do Uruçu.","-35.84","-8.804444","-35.84","-8.804444","Subarbusto ereto e pouco ramificado ca. 40cm de altura. Indivíduos em plena floração. Flores brancas com leve odor.; Floresta Estacional Semidecidual submontana.","IPA0080370",NA,NA,"Southern America",NA,NA,"245","245","Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-02-15 11:35:55-02","IPA","IPA","87395","S","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth","Cano, O.","2011","09","15","Josinaldo Alves; Oliveira, M.; et al.; Oliveira, M.; et al.","636","2011","09","09","Brasil","Pernambuco","Moreno","Engenho Pereira, Estrada de barro que da acesso ao Engenho Floresta.","-35.15","-8.133333","-35.15","-8.133333","Erva ca. 50cm de altura. Flores esbranquiçadas.; Local bastante úmido.","IPA0087395",NA,NA,"Southern America",NA,NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-02-15 11:35:55-02","IPA","IPA","5085","S","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth","Pilger","1928","10",NA,"Pickel, B.","800","1924","09",NA,"Brasil","Pernambuco","Jaboatão dos Guararapes","Prazeres, lugar úmido.","-35.0147018432617","-8.11277961730957",NA,NA,NA,"IPA0005085","16392","auto","Southern America",NA,NA,NA,NA,"Plantae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0038333","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth",NA,NA,NA,NA,"A. Krapovickas; C.L.Cristóbal y G.L.Esteves","44137","1992","5","11","Argentina","Misiones",NA,"San Ignacio, casa de H. Quiroga","-55.533333","-27.266667",NA,NA,"Erecta; flores lilas.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-21 14:33:09-03","UFJF","CESJ","44860","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth","H. Keller","2002",NA,NA,"H. Keller","1963","2002","09","13","Argentina","Misiones","Montecarlo","Ruta prov. 16, proximidade de arroya Anta.",NA,NA,NA,NA,"Borde de selva. Hierba, flores blanquecinas.","CESJ044860",NA,NA,"América do Sul",NA,NA,NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-04-07 11:42:06-03","UFMS","CGMS","51762","PreservedSpecimen","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth","A. Pott; V.J. Pott",NA,NA,NA,"A. Pott; V.J. Pott","13245","2005","08","29","Brasil","Mato Grosso do Sul","Bodoquena","Rio Salobrinha, Fazenda Rancho Branco, divisa com Parque Nacional da Serra da Bodoquena.","-56.7783334","-20.685","-56,7783334","-20,685","Flor esbranquiçada. Habitat: Borda úmida de riacho, semi-sombreada. Solo argilo-calcário e tufa calcária. Relevo vale estreito em V. Esparsa. Habito: Erva ereta.","CGMS1081749",NA,NA,NA,NA,NA,"155","155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-01 16:27:39-03","UNICAMP","UEC","28981","S","Plantae","Campanulaceae","Lobelia","xalapensis","Lobelia xalapensis","Kunth",NA,NA,NA,NA,"Scardino, L; Noblick, LR; Paranhos, AR; Guedes; Paganucci, L; Nascimento; Queiroz, C","422","1980","07","18","Brazil","Bahia","Cachoeira","Vale dos Rios - Paraguaçu e Jacuípe.","-39.083333","-19.533333","-39.083333","-19.533333","Erva crescendo em terras alagadas, flores lilás em cacho.; Mata.","UEC094688",NA,NA,NA,NA,NA,"40","120","Magnoliopsida",NA,"UEC094688",NA,NA,NA,NA,NA,NA,NA
