"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","typeStatus","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","coordinatePrecision","geoFlag","individualCount","fieldNumber"
"48","2019-11-13 11:30:50-03","USP","SPF","41218","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","Pirani, JR","Kameyama, C","CFCR9057","1986","01","09",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,"SPF00041218","SPF00041218_1","980",NA,"980","1986",NA,NA,NA,NA,NA,NA,"67219","auto",NA,NA
"49","2019-11-13 11:30:50-03","USP","SPF","42842","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","Pirani, JR","Mello-Silva, R","CFCR9593","1986","02","25",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,"SPF00042842",NA,"900",NA,"1000","1986","03",NA,NA,NA,NA,NA,"67219","auto",NA,NA
"50","2019-11-13 11:30:50-03","USP","SPF","131175","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","Pirani, JR","Pirani, JR","4334","1998","05","15",NA,"Brasil","Minas Gerais","Grão Mogol","Serra do Barão","-42.8897018432617","-16.5594005584717",NA,NA,"SPF00131175",NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,"67219","auto",NA,NA
"51","2021-03-15 18:29:46-03","USP","SPF","219508","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","Duarte, MBH","Duarte, MBH","1","2012","06","07",NA,"Brasil","Minas Gerais","Grão Mogol","Trilha da cachoeira Véu das Noivas. Na margem da trilha, logo antes de chegar na cachoeira, perto de pedras.","-42.8897018432617","-16.5594005584717",NA,"Coordenada: -16,50000 -42,91667; Arvoreta ca. 1,8 m alt. Folhas compostas, com muitos tricomas. Flores creme. Fruto verde.; Caatinga.","SPF00219508",NA,"750",NA,"750","2012",NA,NA,NA,NA,NA,NA,"67219","auto",NA,NA
"52","2021-03-15 18:29:46-03","USP","SPF","219507","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","Duarte, MBH","Duarte, MBH","2","2012","06","07",NA,"Brasil","Minas Gerais","Grão Mogol","Trilha da cachoeira Véu das Noivas. Na margem da trilha, logo antes de chegar na cachoeira, perto de pedras.","-42.8897018432617","-16.5594005584717",NA,"Coordenada: -16,59658 -42,95506; Arvoreta ca. 1,8 m alt. Folhas compostas, com muitos tricomas. Flores creme. Fruto verde.; Caatinga.","SPF00219507",NA,"759",NA,"759","2012",NA,NA,NA,NA,NA,NA,"67219","auto",NA,NA
"53","2019-11-13 11:30:50-03","USP","SPF","43786","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","Mello-Silva, R","Mello-Silva, R","CFCR9884","1986","07","24",NA,"Brasil","Minas Gerais","Grão Mogol","Vale do Rio das Mortes.","-42.8897018432617","-16.5594005584717",NA,NA,"SPF00043786",NA,"870",NA,"870",NA,NA,NA,NA,NA,NA,NA,"67219","auto",NA,NA
"54","2019-11-13 11:30:50-03","USP","SPF","43803","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","Pirani, JR","Giulietti, AM","CFCR9901","1986","07","24",NA,"Brasil","Minas Gerais","Grão Mogol","Vale do Rio das Mortes.","-42.8897018432617","-16.5594005584717",NA,NA,"SPF00043803",NA,"900",NA,"900","1987",NA,NA,NA,NA,NA,NA,"67219","auto",NA,NA
"55","2019-10-07 09:36:58-03","UEFS","HUEFS","67971","PreservedSpecimen","Plantae","Angiospermae","Sapindales","Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","J.R.Pirani","Queiroz, L.P.de","7526","2003","01","08",NA,"Brasil","Minas Gerais","Grão Mogol","Serra de Grão Mogol.","-42.895278","-16.555556",NA,"Campo rupestre.","HUEFS0067971","HUEFS0067971","903",NA,"903","2004","07","42W53'43''","16S33'20''","Rosanae",NA,NA,NA,NA,NA,NA
"56","2019-12-04 16:39:51-03","FFCLRP","SPFR","11997","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","El-Ottra, J.H.L.","El-Ottra, J.H.L.; Bueno, P.F.; Nogueira, A.","32","2009","01","30",NA,"Brasil","Minas Gerais","Grão Mogol","Próximo à Cachoeira do Véu das Noivas","-42.955056","-16.596583",NA,NA,NA,NA,"759",NA,"759","2009",NA,"42o57'18.2W","16o35'47.7S",NA,NA,NA,NA,NA,NA,NA
"57","2018-05-14 17:47:48-03","F","FMNH-SEEDPLANTS","V0178515F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana",NA,"RRC ID Flag","R. de Mello-Silva","9593",NA,NA,NA,"South America","Brazil","Mato Grosso",NA,NA,NA,NA,NA,NA,"V0178515F","V0178515F_01 V0178515F_02",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"9593"
"58","2020-04-29 16:30:23-03","UFVJM","HDJF","5348","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","Moreira, SN","Moreira, SN; Pereira, E","1854","2016","01","13","Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","Cava Sul - Anglo American","-43.419148","-18.912596",NA,NA,"HDJF005348","HDJF005348_01","719",NA,"719","2016","01","-43.419148","-18.912596",NA,NA,NA,NA,NA,NA,NA
"59","2020-07-23 12:21:36-03","CEPLAC","CEPEC","79926","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana",NA,"J. A. Kallunki","A. M. de Carvalho","6541","2006","08","02",NA,"Brasil","Minas Gerais","GRÃO MOGOL","Atras da cidade. Trilha do Barao.","-42.895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42W53'42","16S33'76",NA,"30/12/1999",NA,NA,NA,NA,NA
"60","2020-07-23 12:21:36-03","CEPLAC","CEPEC","136917","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana",NA,"J. Kallunki","A. M. de Carvalho","6541","1998","08","02",NA,"Brasil","Minas Gerais","GRÃO MOGOL","Atrás da cidade. Trilha do Barão.","-42.895","-16.55",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,"42W53'42","16S33'",NA,NA,NA,NA,NA,NA,NA
"61","2019-11-01 15:10:03-03","UnB","UB","17576","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","Proença, CEB; Cota, MRC","Irwin, HS; Santos, RR; Souza, R; Fonsêca, SF","23415","1969","02","17","Southern America","Brasil","Minas Gerais",NA,"Immediately north of Grão Mogol",NA,NA,NA,"Corolla white; stamens violet.; Few-branched shrub 1,5m. Fruto immature green.; Sandy cerrado.","UB0040438","UB0040438","950","holotype","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-01 15:10:03-03","UnB","UB","165261","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","Pirani, JR","Mello-Silva, R; et al.","SPF43786","1986","07","24","Southern America","Brasil","Minas Gerais","Grão Mogol","Vale do Rio das Mortes, a oeste da cidade.","-42.8897018432617","-16.5594005584717",NA,"Arbusto ou arvoreta de 2-3m alt., no carrascal. Frutos verde-avermelhados.",NA,NA,"870",NA,"870","1986",NA,NA,NA,NA,NA,NA,"67219","auto",NA,NA
"63","2021-03-04 15:46:29-03","IF","SPSF","14496","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana",NA,NA,"G. Hatschbach","54954","1991","12","09","América do Sul","Brasil","MG","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"67219","auto",NA,NA
"64","2019-11-21 10:18:45-03","IBt","SP","316122","S","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","Pirani, JR","Pirani, JR; et al.","CFCR12401","1989","12","10",NA,"Brasil","Minas Gerais","Grão Mogol","Vale do Rio Itacambiruçu, ao longo da Estrada para Cristália.","-42.916667","-16.5",NA,NA,"SP048506","SP048506","750",NA,"750",NA,NA,"-42.916667","-16.5",NA,NA,NA,NA,NA,NA,NA
"65","2019-11-21 10:18:45-03","IBt","SP","443588","S","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","Cordeiro, I","Pscheidt, AC; Cordeiro, I; Martins, ER","147","2012","06","21",NA,"Brasil","Minas Gerais","Grão Mogol","Estrada para capim Pubo, povoado rural de Grão Mogol, afloramento rochoso após o cemitério.","-42.988889","-16.653894",NA,NA,"SP048505","SP048505","822",NA,"822","2012","06","-42.988889","-16.653894",NA,NA,NA,NA,NA,NA,NA
"66","2019-11-21 10:18:45-03","IBt","SP","335377","S","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","Pirani, JR","Pirani, JR; et al.","4334","1998","05","15",NA,"Brasil","Minas Gerais","Grão Mogol","Estrada do Barão, Serra do Barão, ca. 500m - 2 km da cidade.","-42.8897018432617","-16.5594005584717",NA,NA,"SP048504","SP048504",NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,"67219","auto",NA,NA
"67","2019-11-21 10:18:45-03","IBt","SP","316121","S","Plantae",NA,NA,"Rutaceae","Esenbeckia","irwiniana","Esenbeckia irwiniana","Kaastra","Pirani, JR","Mello-Silva, R; et al.","CFCR9593","1986","02","25",NA,"Brasil","Minas Gerais","Grão Mogol","Margens de córrego à saída da cidade, na estrada para o Rio Ventania.","-42.8897018432617","-16.5594005584717",NA,NA,"SP048507","SP048507","900",NA,"1000","1986","03",NA,NA,NA,NA,NA,"67219","auto",NA,NA
