"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","barcode","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","previousCatalogNumber","imagecode","coordinatePrecision","geoFlag","typeStatus","preparationType","individualCount","relatedCatalogItem"
"45","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","73216","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann",NA,NA,NA,"Giacomin, L.L.; Kameyama, C.; Knapp, S.; Rodrigues, I.M.C.","2016","2013","11","19","Southern America","Brazil","São Paulo","Reserva Biológica do Alto da Serra de Paranapiacaba","BM001035145",NA,"809","809","Árvore, 8 m. Frutos verdes; margens da estrada que leva da entrada à Casa do pesquisador; Floresta Ombrófila Densa","Santo André","-46.312194","-23.778028","-46.312194","-23.778028",NA,NA,NA,NA,NA,NA,NA,NA
"46","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","73216","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann",NA,NA,NA,"Giacomin, L.L.; Kameyama, C.; Knapp, S.; Rodrigues, I.M.C.","2016","2013","11","19","Southern America","Brazil","São Paulo","Reserva Biológica do Alto da Serra de Paranapiacaba","BM001035148",NA,"809","809","Árvore, 8 m. Frutos verdes; margens da estrada que leva da entrada à Casa do pesquisador; Floresta Ombrófila Densa","Santo André","-46.312194","-23.778028","-46.312194","-23.778028",NA,NA,NA,NA,NA,NA,NA,NA
"47","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","73216","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann",NA,NA,NA,"Giacomin, L.L.; Kameyama, C.; Knapp, S.; Rodrigues, I.M.C.","2016","2013","11","19","Southern America","Brazil","São Paulo","Reserva Biológica do Alto da Serra de Paranapiacaba",NA,NA,"809","809","Árvore, 8 m. Frutos verdes; margens da estrada que leva da entrada à Casa do pesquisador; Floresta Ombrófila Densa","Santo André","-46.312194","-23.778028","-46.312194","-23.778028",NA,NA,NA,NA,NA,NA,NA,NA
"48","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","73216","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann",NA,NA,NA,"Giacomin, L.L.; Kameyama, C.; Knapp, S.; Rodrigues, I.M.C.","2016","2013","11","19","Southern America","Brazil","São Paulo","Reserva Biológica do Alto da Serra de Paranapiacaba",NA,NA,"809","809","Árvore, 8 m. Frutos verdes; margens da estrada que leva da entrada à Casa do pesquisador; Floresta Ombrófila Densa","Santo André","-46.312194","-23.778028","-46.312194","-23.778028","166969",NA,NA,NA,NA,NA,NA,NA
"49","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","96414","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","01","Toledo, C.B.; Custodio Filho, A.","29","1983","07","28","Southern America","Brazil","São Paulo","Paranapiacaba, Estação Biológica","BM001120382","01","750","900","flores brancas sem pintas, estames amarelos; arbusto 2.5 m","Santo André","-46.316667","-23.783333","-46.316667","-23.783333",NA,NA,NA,NA,NA,NA,NA,NA
"50","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","96414","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","01","Toledo, C.B.; Custodio Filho, A.","29","1983","07","28","Southern America","Brazil","São Paulo","Paranapiacaba, Estação Biológica","SP002701","01","750","900","flores brancas sem pintas, estames amarelos; arbusto 2.5 m","Santo André","-46.316667","-23.783333","-46.316667","-23.783333","193004","SP002701",NA,NA,NA,NA,NA,NA
"51","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","96415","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","01","Custodio Filho, A.; Dias, A.C.","305","1980","07","20","Southern America","Brazil","São Paulo","Paranapiacaba, Reserva Biológica [46o21-46o17W; 23o46-23o48S]","SP002705","01","800","800","árvore 3 m; pétalas brancas, estames amarelos com gorte [forte] odor","Santo André","-46.316667","-23.783333","-46.316667","-23.783333","168266","SP002705",NA,NA,"holotype",NA,NA,NA
"52","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","96415","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","01","Custodio Filho, A.; Dias, A.C.","305","1980","07","20","Southern America","Brazil","São Paulo","Paranapiacaba, Reserva Biológica [46o21-46o17W; 23o46-23o48S]","BM001120381","01","800","800","árvore 3 m; pétalas brancas, estames amarelos com gorte [forte] odor","Santo André","-46.316667","-23.783333","-46.316667","-23.783333",NA,NA,NA,NA,"isotype",NA,NA,NA
"53","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","96415","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","01","Custodio Filho, A.; Dias, A.C.","305","1980","07","20","Southern America","Brazil","São Paulo","Paranapiacaba, Reserva Biológica [46o21-46o17W; 23o46-23o48S]",NA,"01","800","800","árvore 3 m; pétalas brancas, estames amarelos com gorte [forte] odor","Santo André","-46.316667","-23.783333","-46.316667","-23.783333","69337",NA,NA,NA,"isotype",NA,NA,NA
"54","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","96421","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","01","Farney, C.; Silva, I.C.; Silva, L.C.; Santos, C.S.","3143","1992","06","17","Southern America","Brazil","São Paulo","Rio Capivari, Distrito de Engo. Marcilac","RB00370467","01","800","800","árvore 9 m; folhas verdes discolores; flores esverdeadas; solo argiloso; mata de altitud","São Paulo","-46.710083","-23.934167","-46.710083","-23.934167","424113",NA,NA,NA,NA,NA,NA,NA
"55","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","96419","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","01","Saavedra, M.M.; Bocayuva, M.","381","2007","05","02","Southern America","Brazil","Rio de Janeiro","Reserva Macaé de Cima, trilha em direção ao cume, atrás da casa de Bel e David Muller",NA,"01",NA,NA,"arbusto ca. 2 m; frutos de verdes a laranja","Nova Friburgo","-42","-22","-42","-22","128600",NA,NA,NA,NA,NA,NA,NA
"56","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","96422","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","01","Martinelli, G.","330","1974","06","16","Southern America","Brazil","Rio de Janeiro","Araras","RB00465303","01","1100","1100","pequena árvore ca. 3 m; flores alvacentas, estames amarelos; heliófila, saxícola","Petrópolis","-43.232552","-22.389665","-43.232552","-22.389665","171363",NA,NA,NA,NA,NA,NA,NA
"57","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","96425","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","01","Martinelli, G.; et al","13360","1989","06","28","Southern America","Brazil","Rio de Janeiro","Parque Estadual do Desengano, Pedra de Desengano","RB00465314","01","1800","1850","arbusto 2.1 m, heliófila, saxícola; folhas discolores; flores com pedicelo verde, calice verde-claro, corola alva, estames amarelos; botoes florais alvacentos; campos de actividade e transição p/ mata de altitude","Santa Maria Madalena","-41.916667","-21.883196","-41.916667","-21.883196","281709",NA,NA,NA,NA,NA,NA,NA
"58","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","96426","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","01","Martinelli, G.; et al","13274","1988","12","21","Southern America","Brazil","Rio de Janeiro","Parque Estadual do Desengano, Pedra de Desengano",NA,"01","1700","1800","arbusto 2 m; heliófila, saxícola; folhas discolores; frutos imaturos de cor verde; campos de altitude","Santa Maria Madalena","-41.916667","-21.883196","-41.916667","-21.883196","2079065",NA,NA,NA,NA,NA,NA,NA
"59","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","96428","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","01","Cronemberger, C.; Stravs, U.; Schittini, A.E.; Godinho, P.","5","2010","09","15","Southern America","Brazil","Rio de Janeiro","Teresópolis do Parnoso, excursão a trilha do Rancho Frio, 23K (0704594/7514750)","NY001551325","01",NA,NA,"arbusto 2 m; frutos amarelos; ambiente de sombra","Teresópolis","-42.988714","-22.454374","-42.988714","-22.454374",NA,NA,NA,NA,NA,NA,NA,NA
"60","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","9766","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2013","01","Custodio Filho, A.","265","1980","07","11","Southern America","Brazil","São Paulo","Cunha, Reserva Florestal [44.50-45.50 W, 23.10-23.20S]",NA,"01","1000","1000","arvore 6 m de altura",NA,NA,NA,NA,NA,"69335",NA,NA,NA,NA,NA,NA,NA
"61","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","9767","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","11","Martins, F.R.; Dias, A.C.; Custodio Filho, A.","12361","1980","07","11","Southern America","Brazil","São Paulo","Cunha-Res., Est. de Cunha","NY00669519",NA,NA,NA,"arvore com 6 m; botoes",NA,NA,NA,NA,NA,NA,"NY00669519",NA,NA,NA,NA,NA,NA
"62","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","73123","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2013","11","Moraes, P.L.R. de; Saka, M.N.; Rohwer, J.G.; Poli, L.P.","3327","2011","09","02","Southern America","Brazil","São Paulo","Parque Estadual Carlos Botelho, estrada de serviço, próximo a Mirante",NA,NA,NA,NA,"arvore ca. 4 m; folhas papiraceas; frutos imaturos verdes","São Miguel Arcanjo","-47.99","-23.87",NA,NA,"153804",NA,"27904","auto",NA,NA,NA,NA
"63","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","73126","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2013","11","Chukr, N.S.; Oliveira, L.F.; Affonso, P.; Gomes Neto, M.","536","1997","05","14","Southern America","Brazil","São Paulo","Marsilac, Parque Estadual Serra do Mar, nucleo Curucutu, caminho para o Mirante",NA,NA,NA,NA,"arvoreta 2 m; frutos amarelos; zoma reforestada por Pinus, mata","São Paulo","-46.63","-23.54",NA,NA,"3562",NA,"53584","auto",NA,NA,NA,NA
"64","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","73128","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2013","11","Ferreira, G.M.P.; Palaria, C.; Pereira, D.L.; Neves, L.F.","35","1996","01","18","Southern America","Brazil","São Paulo","Parque Estadual Serra do Mar, nucleo Curucutu, trilha do mirante",NA,NA,NA,NA,"arvoreta 3 m, DAP 4 cm; frutos verdes","São Paulo","-46.63","-23.54",NA,NA,"131952",NA,"53584","auto",NA,NA,NA,NA
"65","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","73128","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2013","11","Ferreira, G.M.P.; Palaria, C.; Pereira, D.L.; Neves, L.F.","35","1996","01","18","Southern America","Brazil","São Paulo","Parque Estadual Serra do Mar, nucleo Curucutu, trilha do mirante",NA,NA,NA,NA,"arvoreta 3 m, DAP 4 cm; frutos verdes","São Paulo","-46.63","-23.54",NA,NA,"82162",NA,"53584","auto",NA,NA,NA,NA
"66","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","73131","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2013","11","Franco, G.A.D.C.; Kawasaki, M.L.","1241","1994","08","17","Southern America","Brazil","São Paulo","Parque Estadual Serra do Mar, picada do Rio Bonito",NA,NA,NA,NA,"arvore ca. 4 m; flores brancas, estames amarelos","Cunha","-44.96","-23.07",NA,NA,"35235",NA,"38855","auto",NA,NA,NA,NA
"67","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","73137","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2013","11","Sugiyama, M.; Kiyama, C.Y.; Mariano Neto, E.","1403","1996","01","31","Southern America","Brazil","São Paulo","trilha construida pela CESP, estrada da Torre, caminho para o Vale do Quilombo, próximo a Vila de Paranapiacaba",NA,NA,NA,NA,"arvore 6 m; frutos verdes; mata de encosta","Santo André","-46.53","-23.66",NA,NA,"303765",NA,"27258","auto",NA,NA,NA,NA
"68","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","96408","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","01","Lemos, D.","s.n.","1928","08","02","Southern America","Brazil","São Paulo","Alto da Serra, Estação Biológica [SP-23968]","SP002709","01",NA,NA,NA,"Santo André","-46.53","-23.66",NA,NA,"23968","SP002709","27258","auto",NA,NA,NA,NA
"69","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","96409","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","01","Forero, E.; Jung, S.L.; Melo, M.R.F.; Wanderley, M.G.L.","7656","1980","08","27","Southern America","Brazil","São Paulo","Estação Biológica do Alto da Serra de Paranapiacaba [46 21S-46 17S;23 46W-23 28W, DM]","SP002704","01","750","790","arbusto 1.5 m; cáliz verde; corola blanca, antera amarilla","Santo André","-46.53","-23.66",NA,NA,"198108","SP002704","27258","auto",NA,NA,NA,NA
"70","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","96410","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","01","Custodio Filho, A.; Kirizawa, M.; Muniz, C.F.S.","91","1979","08","03","Southern America","Brazil","São Paulo","Estação Biológica do Alto da Serra de Paranapiacaba, picada 1","SP002710","01",NA,NA,"árvore ca. 8 m, diam. 42 cm; pétalas brancas, anteras amarelas (subiu árvore), aroma adocicado; [SP 60986]","Santo André","-46.53","-23.66",NA,NA,"106986","SP002710","27258","auto",NA,NA,NA,NA
"71","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","96411","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","01","Kirizawa, M.; Lopes, E.A.","2972","1995","04","06","Southern America","Brazil","São Paulo","Reserva Biológica do Alto da Serra de Paranapiacaba, área de Campo Grande","SP002712","01",NA,NA,"frutos amarelos [SP 314685]; na mata secundaria","Santo André","-46.53","-23.66",NA,NA,"314685","SP002712","27258","auto",NA,NA,NA,NA
"72","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","96412","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","01","Hoehne, F.C.","SP-2336","1918","07","31","Southern America","Brazil","São Paulo","Alto da Serra","SP002713","01",NA,NA,"árvore pequena da mata; flores alvas com anteras amarelas","Santo André","-46.53","-23.66",NA,NA,"2336","SP002713","27258","auto",NA,NA,NA,NA
"73","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","96413","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","01","Mattos, J.","13888","1966","09","30","Southern America","Brazil","São Paulo","Paranapiacaba, Estação Biológica, via férrea São Paulo-Santos","BM001120383","01",NA,NA,"arbusto 2.5 m; frutos imaturos; na mata virgem","Santo André","-46.53","-23.66",NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA
"74","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","96418","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","01","Martinelli, G.; Chautems, A.; Leitman, M.; Moraes, C.; Caruso Gomes, J.","12067","1987","05","25","Southern America","Brazil","Rio de Janeiro","Reserva Macaé de Cima, nascente do Rio das Flores,","RB00468896","01","1000","1000","paquena árvore 6 m; folhas concolores; flores em botoes verdes; frutos maduros amarelos; na margem de rio; remanesente de floresta pluvial tropical costeira","Nova Friburgo","-42.5311","-22.2819",NA,NA,"348707",NA,"33190","auto",NA,NA,NA,NA
"75","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","97905","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","11","Mattos, J.; Moura, C.","12790","1965","10","28","Southern America","Brazil","São Paulo","E.B. Alto da Serra de Paranapiacaba, (via férrea São Paulo - Santos)","SP002703",NA,NA,NA,"Arbusto 3 m alt. Frutos imaturos; Na mata virgem","Santo André","-46.53","-23.66",NA,NA,"115560","SP002703","27258","auto",NA,NA,NA,NA
"76","2015-02-10 11:46:57-02","BM","SOLANACEAE_SOURCE_BR","97907","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","11","Mattos, J.; Mattos, N.","14394","1966","12","27","Southern America","Brazil","São Paulo","E.B. Alto da Serra de Paranapiacaba, (via férrea São Paulo - Santos)","SP002707",NA,NA,NA,"Arbusto 3 m alt. Frutos imaturos; Na mata virgem","Santo André","-46.53","-23.66",NA,NA,"102965","SP002707","27258","auto",NA,NA,NA,NA
"77","2015-02-10 11:46:56-02","BM","SOLANACEAE_SOURCE_BR","96423","O","Plantae","Magnoliophyta","Dicotyledoneae","Solanales","Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Knapp, S.","2014","01","Lima, H.C. de; Silva Neto, S.J.; Silva, W. da","6006",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Pico do Tinguá, REBIO Tinguá, estrada do Trilha do Rala, Sapé","RB00348103","01","1600","1600","ocasional; arbusto com 2 m; frutos esverdeados; campos de altitude","Nova Iguaçu","-42.484167","-22.589444","-42.484167","-22.589444","376923",NA,NA,NA,NA,NA,NA,NA
"78","2020-10-20 14:18:19-03","UFOPA","HSTM","7929","PreservedSpecimen","Plantae",NA,NA,NA,"Solanaceae","Solanum","verticillatum","Solanum verticillatum","S. Knapp & Stehmann","Giacomin, L.L.","2016","07","Pascalicchio, F.F.; Barretto, E.H.P.; Souza, H.B.Z.","26","2014","04","01",NA,"Brasil","São Paulo","Marsilac, próximo ao Sítio Maravilha, clareira antiga. Mata.","HSTM007929","01",NA,NA,NA,"São Paulo","-46.433333","-23.6375","46º25'60''W","23º38'15''S",NA,"HSTM007929",NA,NA,NA,NA,NA,NA
"79","2020-10-20 14:18:19-03","UFOPA","HSTM","7978","PreservedSpecimen","Plantae",NA,NA,NA,"Solanaceae","Solanum","verticillatum","Solanum verticillatum","S. Knapp & Stehmann","Miguel","2015","10","Garcia, R.J.F.; Xavier, E.S.; Forti, T.; Mayworm, M.A.","1752","1999","09","21",NA,"Brasil","São Paulo","Pq. Est. da Serra do Mar- Núcleo Curucutu. Trilha do Mirante, matinha baixa 3m de altura, próximo ao mirante.","HSTM007978","01",NA,NA,NA,"São Paulo","-46.631667","-23.913333","46º37'54''W","23º54'48''S",NA,"HSTM007978",NA,NA,NA,NA,NA,NA
"80","2021-03-01 16:41:57-03","UNICAMP","UEC","104353","S","Plantae","Magnoliopsida",NA,NA,"Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Stehmann, JR","2019","03","Kiyama, CY; Mariano Neto, E; Sugiyama, M","103A","1996","01","31",NA,"Brazil","São Paulo","Trilha construída pela CESP, estrada da Torre, caminho para o Vale do Quilombo, próximo a Vila de Paranapiacaba.","UEC190960","10",NA,NA,"Árvore 6,0m alt, frutos laranja.; Mata de encosta","Santo André","-46.5299987792969","-23.6599998474121",NA,NA,NA,"UEC190960","27258","auto","paratypus",NA,NA,NA
"81","2021-03-01 16:41:57-03","UNICAMP","UEC","82162","S","Plantae","Magnoliopsida",NA,NA,"Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp & Stehmann","Stehmann, JR","2019","03","Ferreira, GMP; Palaria, C; Pereira, DL; Neves, LF","35","1996","01","18",NA,"Brazil","São Paulo","Distrito de Marsilac. Parque estadual da Serra do Mar. Núcleo Curucutu.","UEC190961","10",NA,NA,"Arvoreta, 3m alt. DAP 4cm, frutos verdes.; Trilha do mirante","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"UEC190961","53584","auto","paratypus",NA,NA,NA
"82","2020-10-14 10:06:49-03","FURB","FURB","43477","PreservedSpecimen","Plantae",NA,NA,NA,"Solanaceae","Solanum","verticillatum","Solanum verticillatum","S. Knapp & Stehmann",NA,NA,NA,"Giacomin, L.L.; Kameyama, C.; Knapp, S. & Rodrigues, I.M.C.","2016","2013","11","19",NA,"Brasil","São Paulo","Reserva Biológica do Alto da Serra de Paranapiacaba, margens da estrada que da entrada à Casa do Pesquisador.","FURB04665",NA,"809","809",NA,"Santo André","-46.3122222","-23.7780556","-46.3122222","-23.7780556",NA,"FURB04665",NA,NA,"Paratipo",NA,NA,NA
"83","2019-08-16 08:41:17-03","UTFPR","HCF","14322","S","Plantae",NA,NA,NA,"Solanaceae","Solanum","verticillatum","Solanum verticillatum","S.Knapp",NA,NA,NA,"L.L. Giacomin","2016","2013","11","19",NA,"Brasil","SP","Reserva Biológica do Alto da Serra de",NA,NA,"809","809","árvore, 8 m. Frutos verdes. Floresta Ombrófila Densa.","Santo André","-46.312222","-23.778056","46°18'44 W","23°46'41 S",NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:46:02-03","MBM","MBM","390189","PreservedSpecimen","Plantae",NA,NA,NA,"Solanaceae","Solanum","verticillatum","Solanum verticillatum","S. Knapp",NA,NA,NA,"Giacomin, L.L.; Kameyama, C.; Knapp, S.; Rodrigues, I.M.C.; Kameyama, C.; Knapp, S.; Rodrigues, I.M.C.","2016","2013","11","19","Southern America","Brazil","São Paulo","REBIO do Alto da Serra de Paranapiacaba, Margens da estrada queleva da entrada à casa do pesquisador","MBM390189",NA,"809","809","Árvore, 83; frutos verdes.; Floresta Ombrófila Densa.","Santo André","-46.312222","-23.778056","-46.312222","-23.778056",NA,"MBM390189",NA,NA,NA,NA,NA,NA
"85","2020-12-11 11:42:31-03","UFMG","BHCB","123441","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Solanum","verticillatum","Solanum verticillatum","S. Knapp & Stehmann",NA,"2014",NA,"Wesenberg, JW","1037","2004","04","24","Southern America","Brasil","Rio de Janeiro","Parque Nacional da Serra dos Órgãos, Vale do Rio Beija - Flor. Próximo à trilha da Pedra do Sino","BHCB019878",NA,"1265","1265","Arbusto; Floresta Montana","Teresópolis","-43.005556","-22.448056","-43.005556","-22.448056",NA,NA,NA,NA,NA,NA,NA,NA
"86","2020-12-11 11:42:31-03","UFMG","BHCB","128600","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Solanum","verticillatum","Solanum verticillatum","S. Knapp & Stehmann",NA,"2014",NA,"Saavedra, MM; Bocayuva, M","381","2007","05","02","Southern America","Brasil","Rio de Janeiro","Macaé de Cima, Trilha em direção ao cume, atrás da casa de Bel e David Müller","BHCB019869",NA,NA,NA,"Arbusto, ca. 2m, frutos de verdes a laranja","Nova Friburgo","-42","-22","-42","-22",NA,NA,NA,NA,NA,NA,NA,NA
"87","2020-12-11 11:42:31-03","UFMG","BHCB","150312","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Solanum","verticillatum","Solanum verticillatum","S. Knapp & Stehmann",NA,"2014",NA,"Cielo Filho, R; Ivanauskas, NM, Souza,","410","2005","03","15","Southern America","Brasil","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu, trilha do rio camburi","BHCB003176",NA,"799","799","Árvore, 4m altura, frutos","Itanhém","-46.828611","-24.166389","-46.828611","-24.166389",NA,NA,NA,NA,"Paratypus",NA,NA,NA
"88","2020-12-11 11:42:31-03","UFMG","BHCB","134411","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Solanaceae","Solanum","verticillatum","Solanum verticillatum","S. Knapp & Stehmann",NA,"2014",NA,"Giacomin, LL; Stehmann, JR; Hattori, EKO; Thode, VA; Rodrigues, IMC","1110","2009","10","13","Southern America","Brasil","São Paulo","Paranapiacaba, Parque Municipal das Nascentes de Paranapiacaba. Trilha do caminho da Bela Vista.","BHCB019876",NA,"1056","1056","Árvore 5m. Frutos verdes. Plantas secas em etanol 70%.; Árvore 5m. Frutos verdes","Santo André","-46.303089","-23.789042","-46.303089","-23.789042",NA,NA,NA,NA,"Paratypus",NA,NA,NA
