"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet"
"47","2019-08-20 10:26:13-03","UNICAMP","UEC","147774","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.",NA,"Campos, MCR; Belinello, R","867","2006","07","17",NA,"Brazil","São Paulo","Parque Estadual da Serra do Mar, Trilha da casa da Farinha, parcela E, subparcela 90",NA,"indivíduo E1152, altura 20m","UEC042411","UEC042411","Picinguaba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-08-20 10:26:13-03","UNICAMP","UEC","147799","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.",NA,"Campos, MCR; Belinello, R; Assis, MA; Guaraldo, A","488","2006","05","08",NA,"Brazil","São Paulo","Parque Estadual da Serra do Mar, Trilha da casa da Farinha, parcela E, subparcela 50",NA,"indivíduo E0656, altura 12m","UEC042412","UEC042412","Picinguaba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-08-20 10:26:13-03","UNICAMP","UEC","148788","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Aranha, BA","Aranha, BA","357","2007","01","10",NA,"Brazil","São Paulo","Fazenda Capricórnio, Parcela J",NA,NA,"UEC042409","UEC042409","Ubatuba","-45.084167","-23.366389","380","380",NA,NA,"2008","10",NA,"-45.084167","-23.366389",NA,NA,NA,NA,NA,NA
"50","2021-03-01 16:41:10-03","UNICAMP","UEC","161037","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, J","70","2010","05","29",NA,"Brazil","São Paulo","Parque Estadual da Serra do Mar.",NA,"Árvore com 13m.; Mata Atlântica.","UEC031088","UEC031088","Caraguatatuba","-45.504722","-23.623333",NA,NA,NA,NA,"2010","12",NA,"-45.504722","-23.623333",NA,NA,NA,NA,NA,NA
"51","2021-03-01 16:41:10-03","UNICAMP","UEC","167070","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Stefani, EJF","Stefani, EJF; Belinello, R; Galvão, J","217","2011","06","29",NA,"Brazil","São Paulo","Parque Estadual da Serra do Mar.",NA,"Árvore com 22m.; Mata Atlântica.","UEC031090","UEC031090","Paraíbuna","-45.534167","-23.5925","800","900",NA,NA,"2011","10",NA,"-45.534167","-23.5925",NA,NA,NA,NA,NA,NA
"52","2021-03-01 16:41:14-03","UNICAMP","UEC","170073","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Rochelle, ALC","Rochelle, ALC","J1698",NA,NA,NA,NA,"Brazil","São Paulo","Fazenda Capricórnio - Bairro Taquaral, Floresta Ombrófila Densa Submontana.",NA,"Indivíduo J1698 da parcela J do Projeto Temático BIOTA-Gradiente Funcional.","UEC041791","UEC041791","Ubatuba","-45.084167","-23.366667","450","450",NA,NA,"2008","03",NA,"-45.084167","-23.366667",NA,NA,NA,NA,NA,NA
"53","2021-03-01 16:41:14-03","UNICAMP","UEC","174552","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Sanchez, M","Sanchez, M; Pedroni, F","2450","1991","12","03",NA,"Brazil","São Paulo","Picinguaba, margens do Rio da Fozenda.",NA,"Árvore número 145 com 20 m de altura, com um fruto imaturo.; Mata Atlântica de Encosta.","UEC026043","UEC026043","Ubatuba","-44.8","-23.366667","100","100",NA,NA,NA,NA,NA,"-44.8","-23.366667",NA,NA,NA,NA,NA,NA
"54","2021-03-01 16:41:14-03","UNICAMP","UEC","174554","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Sanchez, M","Sanchez, M; Pedroni, F","2451","1996","04","30",NA,"Brazil","São Paulo","Picinguaba, margens do Rio da Fazenda.",NA,"Árvore número 63 com 16m de altura, com botões creme, latescente.; Mata Atlântica de Encosta.","UEC026039","UEC026039","Ubatuba","-44.8","-23.366667","100","100",NA,NA,NA,NA,NA,"-44.8","-23.366667",NA,NA,NA,NA,NA,NA
"55","2021-03-01 16:41:14-03","UNICAMP","UEC","174961","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Sanchez, M","Pedroni, F; Sanchez, M; Laps, RR; Belinello, R","1566","1997","02","06",NA,"Brazil","São Paulo","Picinguaba. Morro do Corisco.",NA,"Árvore 168 com 14 m de altura, com início de botões.; Mata Atlântica de Encosta.","UEC029751","UEC029751","Ubatuba","-44.812222","-23.311111",NA,NA,NA,NA,NA,NA,NA,"-44.812222","-23.311111",NA,NA,NA,NA,NA,NA
"56","2021-03-01 16:41:14-03","UNICAMP","UEC","174963","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Sanchez, M","Sanchez, M; Pedroni, F; Laps, RR; Belinello, R","1810","1997","05","29",NA,"Brazil","São Paulo","Picinguaba. Morro do Corisco.",NA,"Árvore 699 com 20 m de altura, com início de botões.; Mata Atlântica de Encosta.","UEC029756","UEC029756","Ubatuba","-44.816944","-23.3025","600","600",NA,NA,NA,NA,NA,"-44.816944","-23.3025",NA,NA,NA,NA,NA,NA
"57","2021-03-01 16:41:14-03","UNICAMP","UEC","174962","S","Plantae","Magnoliopsida",NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Godoy, JRL","Sanchez, M; Pedroni, F; Laps, RR","27268","1992","10","06",NA,"Brazil","São Paulo","Núcleo de Picinguaba, margens do Rio da Fazenda.",NA,"Árvore, ca. 20 metros de altitude botões de cor creme, caulifloria látex, nº de coleta 145.; Mata Atlântica.","UEC029753","UEC029753","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"34265","auto","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-10 15:21:40-03","UFPB","JPB","66029","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.",NA,"Delgado-Núnior, GC; Alves, M","473","2012","10","08","Southern America","Brasil","Pernambuco","Parque Nacional do Catimbau, Encosta da Serra Branca",NA,"; DESC: Árvore cerca de 4m. Botões castanho-esverdeados. Frutos laranjas, sementes de uma a três. Látex presente","JPB0066029",NA,"Buíque","-37.248056","-8.541944","880","880",NA,NA,NA,NA,NA,"-37.248056","-8.541944",NA,NA,NA,NA,NA,NA
"59","2014-10-14 15:56:32-03","BS","M","M-0174369","S","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.",NA,"Gomez, I.",NA,NA,NA,NA,NA,"Brasil",NA,"[prope Rio de Janeiro ad ripas maritimas.]",NA,NA,"M0174369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","NOTATYPE",NA,NA,NA,NA
"60","2020-04-27 16:11:41-03","UFES","VIES","24848","S","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Alves-Araújo, A.","Alves-Araújo, A.; Buril, M.T.; Pessoa, E.","1318","2009","06","11",NA,"Brasil","Pernambuco","Caatinga, Trilha das Torres, PARNA do Catimbau.",NA,NA,"VIES024848","VIES024848","Buíque","-37.244444","-8.565556",NA,NA,NA,NA,"2009","06","11","37º14'40''W","8º33'56''S",NA,NA,NA,NA,NA,NA
"61","2019-06-27 10:26:52-03","UFES","VIES","33292","S","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.",NA,"Moreira, L.N.","54","2007","07","01",NA,"Brasil","Espírito Santo","Floresta Nacional Pacotuba.",NA,NA,"VIES033292",NA,"Cachoeiro de Itapemirim","-41.1128005981445","-20.8488998413086",NA,NA,"35694","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-10-05 13:18:53-03","UFES","VIES","42260","S","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","A. Alves-Araújo","Sossai, B.G.; Souza, T.; Alves-Araújo, A.","145","2018","04","03",NA,"Brasil","Espírito Santo",NA,NA,NA,"VIES042260","VIES042260","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"41644","auto","2020","08","27",NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-04-27 16:11:41-03","UFES","VIES","10144","S","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Mônico, A.Z.","Pereira, O.J.; Zambom, O.","5958","1997","03","10",NA,"Brasil","Espírito Santo","Fazenda São Jorge.",NA,NA,"VIES010144","VIES010144","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto","2014","05","19",NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-04-27 16:11:41-03","UFES","VIES","22772","S","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Folli, D.A.","Folli, D.A.","2301","1994","05","11",NA,"Brasil","Espírito Santo","Reserva Natural Vale.",NA,NA,"VIES022772","VIES022772","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto","2003","05","10",NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-04-27 16:11:41-03","UFES","VIES","9528","S","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Mônico, A.Z.","Pereira, O.J.; Pereira, S.V. & Gomes, J.M.L.","4270","1992","12","02",NA,"Brasil","Espírito Santo","Área 126 da Aracruz Celulose S.A.",NA,NA,"VIES009528","VIES009528","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"41644","auto","2014","05","19",NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-06-27 10:26:52-03","UFES","VIES","36311","S","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.",NA,"Alves-Araújo, A.; Souza, W.O. & Moraes, Q.S.","1736","2014","11","06",NA,"Brasil","Espírito Santo","Parque Estadual de Itaúnas. Trilha da restinga.",NA,NA,"VIES036311","VIES036311","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-04-27 16:11:41-03","UFES","VIES","19195","S","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Fabris, L.C.","Fabris, L.C.; et al.","877","2009","04","01",NA,"Brasil","Espírito Santo",NA,NA,NA,"VIES019195","VIES019195","Itapemirim","-40.8339004516602","-21.011100769043",NA,NA,"28626","auto","2009","04","01",NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-04-27 16:11:41-03","UFES","VIES","19602","S","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Fabris, L.C.","Menezes, L.F.T.; Sá, C.F.C.; Ribeiro, R.; Faria, M.B. & Teotônio, F.C.","1633","2007","03","14",NA,"Brasil","Espírito Santo",NA,NA,NA,"VIES019602","VIES019602","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto","2008","09","29",NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-09-27 18:06:29-03","UFES","VIES","19196","S","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Fabris, L.C.","Fabris, L.C.; et al.","876","2008","12","19",NA,"Brasil","Espírito Santo","Degredo.",NA,NA,"VIES019196","VIES019196","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto","2008","12","19",NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-04-27 16:11:41-03","UFES","VIES","13763","S","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Fabris, L.C.","Folli, D.A.","5500","2007","03","07",NA,"Brasil","Espírito Santo","Reserva Natural Vale.",NA,NA,"VIES013763","VIES013763","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto","2011","03","23",NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-04-27 16:11:41-03","UFES","VIES","26440","S","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Fabris, L.C.","Silva, I.A.","273","1981","11","30",NA,"Brasil","Espírito Santo","Reserva Natural Vale.",NA,NA,"VIES026440","VIES026440","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto","2011","03","23",NA,NA,NA,NA,NA,NA,NA,NA
"72","2019-06-27 10:26:52-03","UFES","VIES","22198","S","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.",NA,"Fernandes, D.; Ribeiro, R.","827","2004","04","25",NA,"Brasil","Rio de Janeiro","Parque Ecológico do Mico Leão Dourado.",NA,NA,"VIES022198","VIES022198","Cabo Frio","-42.0186004638672","-22.8794002532959",NA,NA,"40069","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2019-12-19 16:37:04-03","UNESP-IBB","BOTUW","1182","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo","Comp. Vale do Rio Doce",NA,NA,"BOTUW001182",NA,NA,"-40.533333","-19.866667",NA,NA,NA,NA,NA,NA,NA,"40°32'W","19°52'S",NA,NA,NA,NA,NA,NA
"74","2020-06-29 09:32:30-03","UFRRJ","RBR","12489","S","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.",NA,"M.C. Souza","36","1998","07","03",NA,"Brasil","Rio de Janeiro","Restinga da Marambaia, Campo de Provas do Exército.",NA,NA,"RBR00012489",NA,"Barra de Guaratiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-06-29 09:32:30-03","UFRRJ","RBR","12495","S","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.",NA,"L.F.T. Menezes","s.n.","1999","02","05",NA,"Brasil","Rio de Janeiro","Restinga da Marambaia, Duna da linha IV.",NA,NA,"RBR00012495",NA,"Barra de Guaratiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-06-29 09:32:30-03","UFRRJ","RBR","44327","S","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","L.O.L. Pedreira","L.O.L. Pedreira; M. Ochoski, M. Pestana, E.R. Lima","11","2018","02","05",NA,"Brasil","Rio de Janeiro","Praia de Grumari. Praia de Grumari. Vegetação de restinga a Norte da Avenida Estado da Guanabara, em frente à praia de Grumari. Parque Natural Municipal Grumari",NA,NA,"RBR00044327",NA,"Rio de Janeiro","-43.531111","-23.048889","2","2",NA,NA,"2018","02","05","43º31'52''W","23º2'56''S",NA,NA,NA,NA,NA,NA
"77","2020-06-29 09:32:30-03","UFRRJ","RBR","12280","S","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.",NA,"L.F.T. Menezes","s.n.","1998","12","22",NA,"Brasil","Rio de Janeiro","Ilha da Marambaia, Caminho da Gruta.",NA,NA,"RBR00012280",NA,"Mangaratiba","-44.040599822998","-22.9596996307373",NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-06-29 09:32:30-03","UFRRJ","RBR","12485","S","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.",NA,"L.F.T. Menezes","192","1999","01","04",NA,"Brasil","Rio de Janeiro","Ilha da Marambaia, Praia da Armação.",NA,NA,"RBR00012485",NA,"Mangaratiba","-44.040599822998","-22.9596996307373",NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-06-29 09:32:30-03","UFRRJ","RBR","12484","S","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.",NA,"L.F.T. Menezes","534","2000","04","01",NA,"Brasil","Rio de Janeiro","Ilha da Marambaia, Praia do Cajá.",NA,NA,"RBR00012484",NA,"Mangaratiba","-44.040599822998","-22.9596996307373",NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-06-29 09:32:30-03","UFRRJ","RBR","12486","S","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.",NA,"A.N. Silveira","s.n.","2001","01","27",NA,"Brasil","Rio de Janeiro","Ilha da Marambaia, Campo de Provas da Marambaia.",NA,NA,"RBR00012486",NA,"Mangaratiba","-44.040599822998","-22.9596996307373",NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-06-29 09:32:30-03","UFRRJ","RBR","12490","S","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.",NA,"L.F.T. Menezes","591","2000","06","12",NA,"Brasil","Rio de Janeiro","Ilha da Marambaia, Floresta sobre duna, próximo ao quebra-galho, voltado para Baia de Sepetiba.",NA,NA,"RBR00012490",NA,"Mangaratiba","-44.040599822998","-22.9596996307373",NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-06-29 09:32:30-03","UFRRJ","RBR","12487","S","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.",NA,"L.F.T. Menezes","1034","2002","12","27",NA,"Brasil","Rio de Janeiro","Ilha da Marambaia, Praia da Armação, área de moitas.",NA,NA,"RBR00012487",NA,"Mangaratiba","-44.040599822998","-22.9596996307373",NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:44:52-03","MBM","MBM","123898","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Pennington, T.D.","Harley, R.M.","21279",NA,NA,NA,"Southern America","Brazil","Bahia","Serra Geral de Caetité",NA,NA,"MBM123898","MBM123898","Caetité","-42.4749984741211","-14.0693998336792",NA,NA,"53684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:44:52-03","MBM","MBM","221666","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Pennington, T.D.","Lewis, G.P.; et al.; et al.","1187",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Barra do Maricá",NA,NA,"MBM221666","MBM221666","Maricá","-42.8185997009277","-22.9193992614746",NA,NA,"20726","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:44:52-03","MBM","MBM","425512","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.",NA,"Cardoso, L.J.T.","1681","2014","09","07","Southern America","Brazil","Rio de Janeiro","Parque Nacional Municipal Paisagem Carioca, Divisa entre os bairros de Botafogo e Copacabana, cumeeira do Morro São João. Coordenadas aproximadas do indivíduo",NA,"Tronco retilíneo; ridoma fissurado, descamante, marrom escuro com áreas de ritidoma recém caídos arroxeado; folhas discolores, face adaxial verde-escuro brilhante e face abaxial verde-claro amarronzado, as vezes com indumento ferrugí","MBM425512",NA,"Rio de Janeiro","-43.186111","-22.962222","170","170",NA,NA,NA,NA,NA,"-43.186111","-22.962222",NA,NA,NA,NA,NA,NA
"86","2013-12-10 16:29:32-02","MNHN","RECOLNAT_MNHN_P","P00648027","PreservedSpecimen",NA,NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.",NA,"Luschnath, B.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00648027' target='other'> <mi>dwc_moreinfo</mi></a>","P00648027","P00648027_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2013-06-28 11:04:21-03","MNHN","RECOLNAT_MNHN_P","P00648028","PreservedSpecimen",NA,NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.",NA,"Schenck, H.",NA,"1887","5",NA,NA,"Brésil",NA,"Prov. Rio de Janeiro : Cabo Frio","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00648028' target='other'> <mi>dwc_moreinfo</mi></a>","P00648028","P00648028_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3920",NA,NA
"88","2015-04-16 12:28:00-03","MO","MOBOT","100808684","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","nitida","Pouteria nitida","(A. DC.) Radlk.",NA,"H. Medeiros|et al.","Medeiros 1134","2013","3","12","South America","Brazil","Acre","Floresta Estaudal do Antymari. Ramal do Uirapurpu, ca. 15 km da sede do Uirapuru.",NA,NA,NA,NA,"Sena Madureira","-68.3211111","-9.3336111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"89","2008-05-27 22:02:00-03","MO","MOBOT","3260174","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","T.D. Pennington","José R. Pirani","Pirani 2893","1993","5","16","South America","Brazil","Rio de Janeiro","Mun. Arraial do Cabo, à 28 Km do trevo de Cabo Frio, na Praja de Maçamba. Restinga baixa e descontínua. Área das Salinas Pring.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-07-10 09:49:21-03","MBML","MBML-HERBARIO","20388",NA,"Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","A. Alves Araújo/25-03-2014","R.R. Vervloet; et al","2178","2003","04","09",NA,"Brasil","Espírito Santo","Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"Árvore de 18m, frutos imaturos de cor verde, cobertos por tegumento marrom. Frutos secos de cor marrom. Planta com látex de cor branca, topo de morro, dossel 19m.","MBML020388",NA,"Santa Teresa","-40.553056","-19.9075",NA,NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA
"91","2020-07-10 09:49:21-03","MBML","MBML-HERBARIO","30653",NA,"Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","L.C. Fabris/14-XII-2011","R.R. Vervloet; V. Demuner, E. Bausen, T. A. Cruz","2920","2007","07","18",NA,"Brasil","Espírito Santo","Fazenda Caioaba.",NA,"Árvore 18m, frutos secos enegrecidos. Látex de cor branca.","MBML030653",NA,"Santa Leopoldina","-40.480972","-20.086944","150","150",NA,NA,NA,NA,NA,"40W28'51,5","20S5'13",NA,NA,NA,NA,NA,NA
"92","2020-07-10 09:49:21-03","MBML","MBML-HERBARIO","7733",NA,"Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Martius) Radlkofer","Cláudia E. Carneiro/Abril-2000","S. V. Pereira; M. S. R. Cardoso","26","1990","10","14",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia",NA,"Árvore com aprox. 12.0m de altura, CAP = 60cm, fuste de 9.0m. Com látex branco e botões de flor. - Setor: 1, indivíduo 58 parcela 3 subparcela 2. Material coletado: folha e flor.","MBML007733",NA,"Santa Teresa","-40.530278","-19.971389",NA,NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"93","2021-03-04 11:06:26-03","UFRB","HURB","17254","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.",NA,"Almeida, T.",NA,"2016","04","17",NA,"Brasil","Bahia","Ipitanga; APA Joanes",NA,"P152 A2. <ll>dwc_commonname:</ll> Sapoti de cotia","HURB000017254",NA,"Salvador","-38.510799407959","-12.9710998535156",NA,NA,"26018","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-07-15 14:43:43-03","UNESP-RC","HRCB","9634","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","C. E. Carneiro","Furlan, A.",NA,NA,NA,NA,NA,"Brasil","São Paulo","Picinguaba",NA,NA,NA,NA,"Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-02-25 10:11:52-03","CVRD","CVRD","15277","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Geovane S. Siqueira","Siqueira, G.S.","1067","2015","04","01","América do Sul","BRASIL","ES",NA,NA,"<ll>dwc_commonname:</ll> Leiteiro branco","CVRD015277",NA,"Linhares","-40.0722007751465","-19.3910999298096","25","25","48094","auto","2015","04","01",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"96","2021-02-25 10:11:52-03","CVRD","CVRD","9995","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Geovane S. Siqueira","Luz, A.A. da","370","2007","02","27","América do Sul","BRASIL","MG",NA,NA,"<ll>dwc_commonname:</ll> Leiteiro branco","CVRD009995",NA,"Mutum","-41.4383010864258","-19.7999992370605",NA,NA,"45079","auto","2007","03","19",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"97","2021-02-25 10:11:52-03","CVRD","CVRD","12108","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","psammophila","Pouteria psammophila","(Mart.) Radlk.","Terry D. Pennington","Folli, D.A.","6327","2009","04","03","América do Sul","BRASIL","ES",NA,NA,"<ll>dwc_commonname:</ll> Leiteiro branco","CVRD012108",NA,"Linhares","-39.715585","-19.231433","12","12",NA,NA,"2010","12","01","-39,715585","-19,231433","Magnoliopsida",NA,NA,NA,NA,NA
