"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","identifiedBy","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","class","coordinatePrecision","geoFlag","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","relationshipType","relatedCatalogItem","individualCount"
"48","2018-04-26 14:53:40-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Santos, EP","197",NA,NA,"Southern America","Brazil","Rio das Mortes, estrada Jaguariaíva",NA,"Erva de ca. 15 cm. Flor com corola lilás.","CONV016821",NA,"Paraná","Simão-Bianchini, R; Junqueira, ME",NA,"Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,"voucher","27385",NA
"49","2018-04-26 14:53:40-03","UFRPE","CONVOLVULACEAE_BR",NA,"O","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Brade, AC","s.n.","1915","04","Southern America","Brazil",NA,NA,NA,"CONV014309",NA,"São Paulo","Simão-Bianchini, R","04","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"2006",NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA
"50","2018-10-09 16:31:11-03","UFLA","ESAL","24036","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Mansanares, ME; Campos, CCF; Domingos, DQ","1873","2010","10",NA,"Brasil","Broas (complexo da Zilda), Ponto 4 - estrada que sobe para as Broas",NA,"Projeto CSBC; Planta com xilopódio. Tubo da corola branco, cacinias azulados, estruturas reprodutivas brancas. Cerrado rupe",NA,NA,"Minas Gerais",NA,"15","Carrancas","-44.635278","-21.5725",NA,NA,NA,NA,NA,NA,NA,NA,"-44.635278","-21.5725",NA,NA,NA,NA
"51","2018-10-09 16:31:11-03","UFLA","ESAL","24037","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Mansanares, ME; Reis, GH; Domingos, DQ; do","2135","2011","03",NA,"Brasil","Chapada das Perdizes - Platô, Ponto 6 - Estrada acima do Complexo da Zilda em direção à Chapada das Perdizes",NA,"Projeto CSBC; Subarbusto com xilopódio com 15 cm. Flores com corola roxo azulada com base das pétalas e estruturas reprodut",NA,NA,"Minas Gerais","Bianchini, RS","31","Carrancas","-44.635833","-21.592778",NA,NA,"2012","08",NA,NA,NA,"13","-44.635833","-21.592778",NA,NA,NA,NA
"52","2018-10-09 16:31:11-03","UFLA","ESAL","24038","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Mansanares, ME; Andrade, EA; Reis, GH; do","1973","2010","12",NA,"Brasil","Chapada das Perdizes, Ponto 5 - estrada acima do Complexo da Zilda",NA,"Projeto CSBC; Crescendo em campo arenoso. Subarbusto com xilopódio.",NA,NA,"Minas Gerais","Massensini Jr.; A.","14","Carrancas","-44.643889","-21.5775",NA,NA,"2016","07",NA,NA,NA,"20","-44.643889","-21.5775",NA,NA,NA,NA
"53","2018-10-09 16:31:11-03","UFLA","ESAL","24039","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Mansanares, ME; Andrade, EA; Reis, GH; do","1990","2010","12",NA,"Brasil","Chapada das Perdizes - Platô, Ponto 6 - Estrada acima do Complexo da Zilda em direção à Chapada das Perdizes",NA,"Projeto CSBC; Crescendo em campo arenoso/graminoso. Flores com corola roxo azulada, estruturas reprodutivas brancas. Campo",NA,NA,"Minas Gerais","Bianchini, RS","14","Carrancas","-44.635833","-21.592778",NA,NA,NA,NA,NA,NA,NA,NA,"-44.635833","-21.592778",NA,NA,NA,NA
"54","2018-10-09 16:31:11-03","UFLA","ESAL","24040","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Mansanares, ME; Van den Berg, E; Andrade, EA","1114","2010","05",NA,"Brasil","Chapada das Perdizes - Platô, Ponto 6 - Estrada acima do Complexo da Zilda em direção à Chapada das Perdizes",NA,"Projeto CSBC; Crescendo em solo pedregoso. Flores lilás com fauce e estames brancos. Campo limpo.",NA,NA,"Minas Gerais","Bianchini, RS","01","Carrancas","-44.635833","-21.592778",NA,NA,NA,NA,NA,NA,NA,NA,"-44.635833","-21.592778",NA,NA,NA,NA
"55","2018-10-09 16:31:11-03","UFLA","ESAL","24041","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Mansanares, ME; Reis, GH; Domingos, DQ; do","2138","2011","03",NA,"Brasil","Chapada das Perdizes - Platô, Ponto 6 - Estrada acima do Complexo da Zilda em direção à Chapada das Perdizes",NA,"Projeto CSBC; Planta prostada. Flores inteiras brancas. Campo limpo, solo pedregoso.",NA,NA,"Minas Gerais","Bianchini, RS","31","Carrancas","-44.635833","-21.592778",NA,NA,NA,NA,NA,NA,NA,NA,"-44.635833","-21.592778",NA,NA,NA,NA
"56","2018-10-09 16:31:11-03","UFLA","ESAL","24042","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Mansanares, ME; Pifano, DS; Campos, CCF;","1061","2010","04",NA,"Brasil","Serra do Farias",NA,"Projeto CSBC; Crescendo em campo graminoso, próximo à água. Erva. Flores azuladas.",NA,NA,"Minas Gerais","Bianchini, RS","30","Lavras","-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA
"57","2019-06-07 18:05:00-03","UFLA","ESAL","31278","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Arruda, I A C; Martins, C P V","469","2016","02",NA,"Brasil","Serra do Pombeiro porção Sul",NA,"Erva, 25cm, cálice creme, corola c/ tubo branco e pétalas azuis, anteras e estigma brancos.; Campo Rupestre, campo geral arenoso.",NA,NA,"Minas Gerais","Arruda, I A C","27","Itutinga","-44.720306","-21.389778","1016","1016","2016","12",NA,NA,NA,NA,"-44.720306","-21.389778",NA,NA,NA,NA
"58","2021-03-01 11:56:06-03","UFPE","UFP","60946","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Yoshida-Arns, K; Alves, M; Pinheiro, K; Cavalcanti, D; Jesus, B; Ribeiro, M","639","2010","03",NA,"Brasil",NA,NA,"Erva prostrada, flores roxas.; Cerrado. Campo Sujo","UFP060946",NA,"Bahia",NA,"18","Cocos","-44.885111","-14.420722",NA,NA,NA,NA,NA,NA,NA,NA,"-44.885111","-14.420722",NA,NA,NA,NA
"59","2020-09-12 05:00:02-03","US","US","2484272","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"G. Hatschbach","11936","1964","12","South America","Brazil","Mun. Jaguariaiva: Lageado 5 Reis.",NA,NA,"US03171923","US03171923_01","Paraná",NA,"3",NA,NA,NA,"860",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"60","2020-09-12 05:00:02-03","US","US","2369537","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"S. Machado de Campos","171","1960","1","South America - Neotropics","Brazil","Mun. Itapetininga, Km 145 rodovia S. Paulo-Itapetininga, 10 km NE da vila Alambarí, em linha reta.",NA,NA,"US03171924","US03171924_01","São Paulo",NA,"23",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"61","2020-09-12 05:00:02-03","US","US","2573440","PreservedSpecimen","Plantae",NA,"Solanales","Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"L. Smith, R. M. Klein & G. Hatschbach","14765","1965","1","South America","Brazil","Mun. Jaguariaiva: Campo and cerrado (scattered scrub), above Rio das Mortes on road to Senges.",NA,NA,"US03171922","US03171922_01","Paraná",NA,"18",NA,"-49.27","-24.13","810",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"62","2019-11-13 11:18:07-03","USP","SPF","74147","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Campos, SM","171","1960","01",NA,"Brasil",NA,NA,NA,"SPF00074147","SPF00074147","São Paulo","Wurdack, JJ","23","Itapetininga","-48.0499992370605","-23.5900001525879",NA,NA,NA,NA,NA,"40712","auto",NA,NA,NA,NA,NA,NA,NA
"63","2019-11-13 11:18:07-03","USP","SPF","74148","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Gehrt, G","s.n.","1923","04",NA,"Brasil",NA,NA,NA,"SPF00074148","SPF00074148","São Paulo","Simão-Bianchini, R","28","Itirapina","-47.8199996948242","-22.25",NA,NA,"1995","01",NA,"22843","auto",NA,NA,NA,NA,NA,NA,NA
"64","2019-11-13 11:18:07-03","USP","SPF","17011","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Joly, AB","s.n.","1947","11",NA,"Brasil",NA,NA,NA,"SPF00017011","SPF00017011","São Paulo","Simão-Bianchini, R","22","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"1995","01",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"65","2019-10-07 09:17:34-03","UEFS","HUEFS","27385","PreservedSpecimen","Plantae","Angiospermae","Solanales","Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Santos, E.P.","197","1996","11",NA,"Brasil","Rio das Mortes, estrada Jaguariaíva-Sengés.",NA,"Campo limpo.","HUEFS0027385","HUEFS0027385","Paraná","R.S.Bianchini & M.E.Junqueira","07","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"2001","10","Asteranae","44368","auto",NA,NA,NA,NA,NA,NA,NA
"66","2019-09-05 15:31:15-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Convolvulaceae","Evolvulus","aurigenius","viscidulus","Evolvulus aurigenius viscidulus","Hassl.","Type [status unknown]","T. Rojas","9815",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-58.1689","-23.2025",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-04-21 17:45:25-03","F","FMNH-SEEDPLANTS","V0361768F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Convolvulaceae","Evolvulus","aurigenius","viscidulus","Evolvulus aurigenius viscidulus",NA,"Isotype","T. Rojas","9815",NA,NA,"South America","Paraguay",NA,NA,NA,"V0361768F",NA,NA,NA,NA,NA,"-58.1689","-23.2025",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-09-04 18:49:59-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus",NA,"Type [status unknown]","F. Sellow",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2018-06-12 17:04:11-03","F","FMNH-SEEDPLANTS","V0441032F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus",NA,NA,"G. G. Hatschbach","18827","1968","3","South America","Brazil",NA,NA,NA,"V0441032F","V0441032F_01",NA,NA,"21",NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2018-06-12 17:04:13-03","F","FMNH-SEEDPLANTS","V0441033F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus",NA,NA,"P. Dusén","9237","1910","2","South America","Brazil",NA,NA,NA,"V0441033F","V0441033F_01",NA,NA,"6",NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-11-12 17:03:29-03","UEL","FUEL","6098","PreservedSpecimen","Plantae","Tracheophyta","Solanales","Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Francisco das Chagas e Silva; et al.","s.n.","1988","12",NA,"Brasil","Faixa de vegetação arbórea em grota no cerrado",NA,NA,"FUEL020456",NA,"Paraná","Ferreira, PPA","05","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"2012","12",NA,"44368","auto","11",NA,NA,NA,NA,NA,NA
"72","2019-11-01 14:56:46-03","UnB","UB","149049","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Campos, SM","171","1960","01","Southern America","Brasil","Km 145 estrada São Paulo - Itapetininga. 10 Km NE da vila Alambari.",NA,"Flores azuis.; Cerrado.",NA,NA,"São Paulo","Wurdack, JJ","23","Itapetininga","-48.0499992370605","-23.5900001525879",NA,NA,NA,NA,NA,"40712","auto",NA,NA,NA,NA,NA,NA,NA
"73","2019-11-01 14:56:46-03","UnB","UB","149048","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Brade, AC","s.n.","1915","04","Southern America","Brasil",NA,NA,NA,NA,NA,"São Paulo","Bianchini, RS","04","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"2006",NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA
"74","2017-09-11 17:09:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Sello, HL","s.n.",NA,NA,"Southern America","Brazil","pr. Itarare prov. S.Pauli.",NA,"Oreas.; HABITAT: Oreas.",NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2017-09-11 17:09:21-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Riedel, L","s.n.",NA,NA,"Southern America","Brazil","Habitat in campis glareosis prov. Minarum.",NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-30 07:47:55-03","IBt","SP","444392","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Mansanares, ME","2135","2011","03",NA,"Brasil",NA,NA,NA,NA,NA,"Minas Gerais",NA,"31","Carrancas","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA
"77","2020-12-10 11:27:09-03","IBt","SP","392286","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Cavalcanti, TB","3672","2005","11",NA,"Brasil",NA,NA,NA,NA,NA,"Paraná",NA,"26","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA
"78","2020-10-08 08:52:33-03","IBt","SP","334327","S","Plantae",NA,NA,"Convolvulaceae","Evolvulus","barbatus",NA,"Evolvulus barbatus","Meisn.",NA,"Simão Bianchini, R","1208","1998","01",NA,"Brasil",NA,NA,NA,NA,NA,"São Paulo",NA,"03","São José do Barreiro","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA
"79","2015-09-21 12:11:59-03","UM","RECOLNAT_UM_MPU","MPU012087","PreservedSpecimen",NA,NA,NA,"Convolvulaceae","Evolvulus","aurigenius","viscidulus","Evolvulus aurigenius viscidulus","Hassl.","isotype","Hassler, E.|Rojas, T.",NA,"1907","12",NA,"Paraguay","In altaplanitie et declivibus 'Sierra de Amambay'","hb","<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu012087' target='other'> <mi>dwc_moreinfo</mi></a>","MPU012087","MPU012087_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9815",NA,NA,NA
