"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"51","2019-11-05 16:45:09-03","UFOP","OUPR","14636","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Lisboa, M.A.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Três Moinhos, Caminho para Lavras Novas e Chapada","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,"44599","auto","1971","08",NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-11-05 16:45:09-03","UFOP","OUPR","5972","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Badini, J.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Três Moinhos, Entre Falcão e Lavras Novas","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,"44599","auto","1975","01","01",NA,NA,NA,NA,NA,NA,NA
"53","2014-10-14 15:56:23-03","BS","M","M-0029643","S","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Prov. Minas geraës.",NA,NA,NA,NA,NA,NA,"M0029643",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,"ISOTYPE",NA,NA,NA
"54","2014-10-14 15:56:23-03","BS","M","M-0029644","S","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Prov. Minas geraës.",NA,NA,NA,NA,NA,NA,"M0029644",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,"ISOTYPE",NA,NA,NA
"55","2014-10-14 15:56:23-03","BS","M","M-0029645","S","Plantae","Magnoliophyta","Asterales","Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Habitat in campis altis ad Itambe; Provinciae M. G.",NA,NA,NA,NA,NA,NA,"M0029645",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,"ISOTYPE",NA,NA,NA
"56","2020-12-21 16:16:36-03","MBM","MBM","60464","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Robinson, H.","Anderson, W.R.","9001","1973","04","15","Southern America","Brazil","Minas Gerais",NA,"Serra do Espinhaço",NA,NA,NA,NA,NA,NA,"MBM060464","MBM060464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-12-21 16:16:36-03","MBM","MBM","256603","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Barroso, G.M.","Roth, L.","1461","1955","06","19","Southern America","Brazil","Minas Gerais","Belo Horizonte","Serra do Curral","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"MBM256603","MBM256603",NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-12-21 16:16:36-03","MBM","MBM","36848","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Robinson, H.","Hatschbach, G.; et al.; et al.","36574","1975","02","28","Southern America","Brazil","Minas Gerais","São Tomé das Letras","São Tomé das Letras, arredores","-44.9852981567383","-21.7222003936768",NA,NA,NA,NA,"MBM036848","MBM036848",NA,"16076","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2015-10-04 00:35:33-03","MNHN","RECOLNAT_MNHN_P","P00706677","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.",NA,"Martius, C.K. von",NA,NA,NA,NA,NA,"Brésil",NA,NA,"In campis altis ad Itambe",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00706677' target='other'> <mi>dwc_moreinfo</mi></a>","P00706677","P00706677_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"type","768",NA,NA
"60","2015-09-04 05:26:19-03","MNHN","RECOLNAT_MNHN_P","P02696413","PreservedSpecimen",NA,NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Oliveira","Glaziou, A.",NA,"1884","2","25",NA,"Brasil","Minas Gerais",NA,"Brésil, Bas de la Serra du Palmital. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,"hb",". . Herbier de A. Glaziou, donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02696413' target='other'> <mi>dwc_moreinfo</mi></a>","P02696413","P02696413_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15117",NA,NA
"61","2020-12-11 11:33:15-03","UFMG","BHCB","145752","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker",NA,"Tameirão Neto, E; Mansur, T","4841","2010","05","07","Southern America","Brasil","Minas Gerais","Rio Acima",NA,"-44.255608","-20.043475","1229","1300",NA,"Campo limpo",NA,NA,NA,NA,NA,"2010","09",NA,"-44.255608","-20.043475",NA,NA,NA,NA,NA
"62","2020-12-11 11:33:15-03","UFMG","BHCB","104075","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker",NA,"Vincent, RC; Viana, PL; Sobral, M","598","2003","07","31","Southern America","Brasil","Minas Gerais","Brumadinho","Serra do Rola-Moça.","-44.016667","-20.05","1350","1350",NA,"Plantas do Brasil. Campo sobre canga hematílica nodular.",NA,NA,NA,NA,NA,NA,NA,NA,"-44.016667","-20.05",NA,NA,NA,NA,NA
"63","2020-12-11 11:33:15-03","UFMG","BHCB","110670","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker",NA,"Carmo, FF","587","2007","05","09","Southern America","Brasil","Minas Gerais","Moeda","Marinho da Serra., QTZ.","-43.94","-20.324444","1450","1450",NA,"Plantas do Brasil. Afloramento de quartzítico.",NA,NA,NA,NA,NA,NA,NA,NA,"-43.94","-20.324444",NA,NA,NA,NA,NA
"64","2020-12-11 11:33:15-03","UFMG","BHCB","178012","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker",NA,"Gontijo, FD; Braga, IF","661","2015","03","05","Southern America","Brasil","Minas Gerais","Caeté",NA,"-20.021389","-43.684444","1456","1456",NA,"Arbustivo. Campo cerrado/Cerrado","BHCB030489","BHCB030489",NA,NA,NA,"2015","05","06","-20.021389","-43.684444",NA,NA,NA,NA,NA
"65","2020-12-11 11:33:15-03","UFMG","BHCB","122614","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker",NA,"Stehmann, JR; Teles, AM; Mota, RC da; Troncoso, CO; Vasconcelos, MF de","5049","2008","04","12","Southern America","Brasil","Minas Gerais","Ouro Preto","Estrada para a Serra do Batatal, próximo a Mineração.","-43.587778","-20.237222","1250","1250",NA,"Plantas do Brasil. Campo. Arbustivo.",NA,NA,NA,NA,NA,NA,NA,NA,"-43.587778","-20.237222",NA,NA,NA,NA,NA
"66","2020-12-11 11:33:15-03","UFMG","BHCB","159833","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker",NA,"Vidal, CV; Paula-Souza, J","888","2012","02","17","Southern America","Brasil","Minas Gerais","Brumadinho","Serra da Moeda","-43.973828","-20.173208",NA,NA,NA,"Campo limpo, herbáceo",NA,NA,NA,NA,NA,NA,NA,NA,"-43.973828","-20.173208",NA,NA,NA,NA,NA
"67","2020-12-11 11:33:15-03","UFMG","BHCB","159920","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker",NA,"Vidal, CV; Paula-Souza, J","975","2012","04","17","Southern America","Brasil","Minas Gerais","Brumadinho","Serra da Moeda","-43.983906","-20.107833",NA,NA,NA,"Campo rupestre sobre canga, herbáceo",NA,NA,NA,NA,NA,NA,NA,NA,"-43.983906","-20.107833",NA,NA,NA,NA,NA
"68","2020-12-11 11:33:15-03","UFMG","BHCB","177749","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker",NA,"Ribeiro, OBC","674","2014","11","01","Southern America","Brasil","Minas Gerais","Itabirito","Serra de Capanema","-43.625853","-20.171697","1234","1234",NA,"Arbusto.; Canga ferruginosa","BHCB026765",NA,NA,NA,NA,"2014",NA,NA,"-43.625853","-20.171697",NA,NA,NA,NA,NA
"69","2020-12-11 11:33:15-03","UFMG","BHCB","181579","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker",NA,"Tameirão Neto, E; Mansur, T","5379","2013","07","17","Southern America","Brasil","Minas Gerais","Caeté",NA,"-43.695183","-20.021925",NA,NA,NA,"Arbustivo; Campo cerrado",NA,NA,NA,NA,NA,"2015","04","13","-43.695183","-20.021925",NA,NA,NA,NA,NA
"70","2020-12-11 11:33:15-03","UFMG","BHCB","194642","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker",NA,"Tameirão Neto, E; Viana, PL; Carvalho, WAC","5737","2012","07","02","Southern America","Brasil","Minas Gerais","Santa Bárbara","RPPN Capanema","-43.606153","-20.192119","144","144",NA,"Subarbustivo. 1,0 metros; Campo Limpo","BHCB194642",NA,NA,NA,NA,NA,NA,NA,"-43.606153","-20.192119",NA,NA,NA,NA,NA
"71","2020-12-11 11:33:15-03","UFMG","BHCB","199052","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker",NA,"Brina, AE","s.n.","2018","02","22","Southern America","Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.705","-20.481667","1337","1337",NA,"Coordenadas aproximadas","BHCB199052",NA,NA,NA,NA,"2018","03",NA,"-43.705","-20.481667",NA,NA,NA,NA,NA
"72","2020-12-11 11:33:15-03","UFMG","BHCB","25009","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Mato Grosso","Cárceres","Gleba Falcão.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-11 11:33:15-03","UFMG","BHCB","41476","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker",NA,"Lombardi, JA","2240","1998","05","13","Southern America","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi.","-43.506944","-20.408056","1110","1450",NA,"Plantas do Brasil. Campo rupestre. Arbustivo, ca. 1,5m. Folhas herbáceas glaucescentes. Brácteas verdes. Flores brancas. Coordenadas indicadas na exsicata como: 20°24'29''-20°25'03''S e 43°30'25''- 43°29'07''W.",NA,NA,NA,NA,NA,NA,NA,NA,"-43.506944","-20.408056",NA,NA,NA,NA,NA
"74","2020-12-11 11:33:15-03","UFMG","BHCB","79791","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker",NA,"Viana, PL","495","2002","02","05","Southern America","Brasil","Minas Gerais","Brumadinho","Retiro das Pedras. Serra da Calçada.","-43.983611","-20.093056","1400","1400",NA,"Plantas do Brasil. Folhas verde-água. Flores brancas.",NA,NA,NA,NA,NA,NA,NA,NA,"-43.983611","-20.093056",NA,NA,NA,NA,NA
"75","2020-12-11 11:33:15-03","UFMG","BHCB","54612","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker",NA,"Badini, J","4049","1942","07","05","Southern America","Brasil","Minas Gerais","Ouro Preto","Falcão.","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Campo. Arbustivo.",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-11 11:33:15-03","UFMG","BHCB","54611","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker",NA,"Magalhães, GM","1050","1942","01","17","Southern America","Brasil","Minas Gerais","Ouro Preto","Fazenda Cascabulho.","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Campo. Pouco frequente. Arbustivo, 1m. Flor alva.",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-12-11 11:33:15-03","UFMG","BHCB","188253","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker",NA,"Torres, DM","s.n.","2015","03","18","Southern America","Brasil","Minas Gerais","Brumadinho","Monumento Natural Municipal Serra da Calçada","-44.1996994018555","-20.1432991027832",NA,NA,NA,NA,"BHCB188253",NA,NA,"26639","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-11 11:33:15-03","UFMG","BHCB","4668","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker",NA,"Andrade, PM de; Grandi, TSM","1329","1983","02","24","Southern America","Brasil","Minas Gerais","Nova Lima","Morro do Chapéu.","-43.8466987609863","-19.9855995178223",NA,NA,NA,"Campo rupestre. Herbáceo.; Herbáceo.; Campo rupestre.","BHCB006989",NA,NA,"29211","auto","2013","02",NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-11 11:33:15-03","UFMG","BHCB","90645","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker",NA,"Teixeira, WA","s.n.","2004","05","20","Southern America","Brasil","Minas Gerais","Itabirito","Região do Pico do Itabirito. Próximo ao antigo viveiro - MBR.","-43.801399230957","-20.2532997131348",NA,NA,NA,"Plantas do Brasil. Solo ferruginoso. Arbustivo.",NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-11 11:33:15-03","UFMG","BHCB","110675","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker",NA,"Teles, AM; Carmo, FF; Silva, ES da","468","2007","07","11","Southern America","Brasil","Minas Gerais","Ouro Preto","Serra do Capanema.","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Plantas do Brasil. Cerrado. Arbustivo ereto, ca. 1,5m. Capítulos com flores esverdeadas.",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-11 11:33:15-03","UFMG","BHCB","67050","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker",NA,"Mota, RC da","852","2000","06","11","Southern America","Brasil","Minas Gerais","Catas Altas","Serra do Caraça.","-43.4075012207031","-20.0746994018555",NA,NA,NA,"Erva; Campo rupestre","BHCB025090",NA,NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-11 11:33:15-03","UFMG","BHCB","52790","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker",NA,"Vasconcelos, MF de","s.n.","2000","04","11","Southern America","Brasil","Minas Gerais","Catas Altas","Serra do Caraça., Trilha da Bocaina.","-43.4075012207031","-20.0746994018555","1300","1300",NA,"Arbusto; Campo rupestre","BHCB025088",NA,NA,"11966","auto","2017","02",NA,NA,NA,NA,NA,NA,NA,NA
"83","2018-05-11 05:21:00-03","MO","MOBOT","3353354","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Hind","Ana M. Giulietti|C. M. Sakuragui|R.M. Harley|S. Atkins|Vinicius C. Souza","Giulietti 13732","1994","1","16","South America","Brazil","Minas Gerais",NA,"Municipio de Ouro Branco. Serra de Ouro Branco. Estrada em direçâo a Ouro Preto. Campo Rupestre. 20º 29' 96 S 43º 37' 85 W.",NA,NA,"1225.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2014-01-08 09:36:00-02","MO","MOBOT","3353683","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","H. Robinson","William R. Anderson","Anderson 9001","1973","4","15","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço. 13 km by road SW of Rio Jequití and Mendanha on road to Diamantina. Hills wiht quartzite rocks; rocky campo, shrubby cerrado, and brejo.",NA,NA,"1410.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"85","2009-09-03 17:37:00-03","MO","MOBOT","3354159","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","H. Robinson","Gert G. Hatschbach|William R. Anderson|Rupert C. Barneby|Bronwen Gates","Hatschbach 36574","1975",NA,NA,"South America","Brazil","Minas Gerais",NA,"S. Tomé das Letras, arredores.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-05-23 11:07:53-03","UFLA","ESAL","30796","S","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Mansanares, ME","Mansanares, ME; Van den Berg, E; Andrade, EA; Mendes, CN; Domingos, DQ","1175","2010","05","01",NA,"Brasil","Minas Gerais","Carrancas","Beira do rio embaixo da broa.","-44.6425018310547","-21.4874992370605",NA,NA,NA,"Arbusto, crescendo em fenda de rocha. Flores creme.",NA,NA,NA,"21143","auto","2012","12","20",NA,NA,NA,NA,NA,NA,NA
"87","2019-05-23 11:07:53-03","UFLA","ESAL","30795","S","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Mansanares, ME","Mansanares, ME; Coelho, FF; Van den Berg, E; Ferreira, GRD; Domingos, DQ","1538","2010","05","21",NA,"Brasil","Minas Gerais","Carrancas","Platô","-44.6425018310547","-21.4874992370605",NA,NA,NA,"Subarbusto com 1,5m.Papus castanho, invólucro esverdeado.",NA,NA,NA,"21143","auto","2012","12","20",NA,NA,NA,NA,NA,NA,NA
"88","2019-05-23 11:07:53-03","UFLA","ESAL","30790","S","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Mansanares, ME","Mansanares, ME; Domingos, DQ; Carmo, JAM do; Oliveira, LF de; Reis, GH","2157","2011","03","31",NA,"Brasil","Minas Gerais","Carrancas","Ponto do Hololepis, Campo rupestre com predominância de gramíneas.","-44.6425018310547","-21.4874992370605",NA,NA,NA,"Arbusto com 1m. Capítulos vináceos com flores brancas a creme.; Campo rupestre",NA,NA,NA,"21143","auto","2012","12","20",NA,NA,NA,NA,NA,NA,NA
"89","2019-05-23 11:07:53-03","UFLA","ESAL","30794","S","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Martins, CPV","Mansanares, ME; Coelho, FF; Van den Berg, E; Ferreira, GRD; Domingos, DQ","1483","2010","05","21",NA,"Brasil","Minas Gerais","Carrancas","Subida para Chapada dos Perdizes","-44.6425018310547","-21.4874992370605",NA,NA,NA,"Subarbusto com 1,3m.Flores passadas com estigmascastanhos, papus creme, invólucro verde.; Cerrado rupestre",NA,NA,NA,"21143","auto","2017","02",NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-05-23 11:07:53-03","UFLA","ESAL","10591","S","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","M. L. Gavilanes","Gavilanes, ML","4.547",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Parque Ecologico Quedas do Rio Bonito","-44.999444","-21.245278",NA,NA,NA,"sub-arbusto; 0.90; arroxeada;; cerrado",NA,NA,NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA
"91","2019-05-23 11:07:53-03","UFLA","ESAL","26477","S","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.",NA,"Castro, RM","3054",NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana e Catas Altas, MG","Vale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2019-05-23 11:07:53-03","UFLA","ESAL","28619","S","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Martins, CPV","Camila","s.n.","2017","02","23",NA,"Brasil","Minas Gerais","Lavras","Serra da Bocaina","-44.999444","-21.245278",NA,NA,NA,"Material da di; Arbusto, 1.3m; Campo Rupestre",NA,NA,NA,NA,NA,"2017","03",NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA
"93","2019-05-23 11:07:53-03","UFLA","ESAL","30793","S","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Mansanares, ME","Mansanares, ME; Coelho, FF; Van den Berg, E; Ferreira, GRD; Domingos, DQ","1397","2010","05","20",NA,"Brasil","Minas Gerais","Carrancas","Ponto 16 - Serra da Bocaina","-44.670833","-21.455806",NA,NA,NA,"Flores creme, anteras marrom, estilete branco,brácteas verdes. Aflorameno circundado por campo.",NA,NA,NA,NA,NA,"2012","12","20","-44.670833","-21.455806",NA,NA,NA,NA,NA
"94","2019-05-23 11:07:53-03","UFLA","ESAL","6762","S","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","H. F. Leitão Filho","Carvalho, DA","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Serra da Bocaina/Poço Bonito, Poço Bonito","-44.999444","-21.245278","11","11",NA,"sub-arbusto; 0.80; lilás;; campo rupestre",NA,NA,NA,NA,NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA
"95","2019-05-23 11:07:53-03","UFLA","ESAL","30792","S","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Mansanares, ME","Mansanares, ME; Van den Berg, E; Andrade, EA; Mendes, CN; Domingos, DQ","1184","2010","05","01",NA,"Brasil","Minas Gerais","Carrancas","Beira do rio embaixo da broa.","-44.6425018310547","-21.4874992370605",NA,NA,NA,"Arbusto, crescendo em fenda de rocha. Flores creme.",NA,NA,NA,"21143","auto","2012","12","20",NA,NA,NA,NA,NA,NA,NA
"96","2019-05-23 11:07:53-03","UFLA","ESAL","11741","S","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Telma de S. Rodrigues","D' Angelo Neto, S","290",NA,NA,NA,NA,"Brasil","Minas Gerais","Francisco Sá",NA,"-43.4883003234863","-16.4757995605469",NA,NA,NA,"sub-arbusto; 0.80; ;",NA,NA,NA,"45875","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-05-23 11:07:53-03","UFLA","ESAL","21519","S","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.",NA,"Argenta, JA","479",NA,NA,NA,NA,"Brasil","Minas Gerais","Ingaí","Reserva do Boqueirão","-44.9171981811523","-21.4011001586914",NA,NA,NA,"; 1m; ;",NA,NA,NA,"16664","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-05-23 11:07:53-03","UFLA","ESAL","233","S","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","M.E.Mansanares","Guimarães, LGL","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Itumirim",NA,"-44.8711013793945","-21.3169002532959",NA,NA,NA,"arbusto; 1,5 m; creme;; cerrado",NA,NA,NA,"16596","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-05-23 11:07:53-03","UFLA","ESAL","21520","S","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Nakajima, J","Argenta, JA; Ribeiro, AO","512/140",NA,NA,NA,NA,"Brasil","Minas Gerais","Ingaí","Reserva do Boqueirão","-44.9171981811523","-21.4011001586914",NA,NA,NA,"arbusto; 80cm; capitulos brancos;",NA,NA,NA,"16664","auto","2017","07",NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-05-23 11:07:53-03","UFLA","ESAL","30791","S","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca","Mart.","Mansanares, ME","Mansanares, ME; Van den Berg, E; Domingos, DQ; Meireles, EP","2238","2011","05","09",NA,"Brasil","Minas Gerais","Itumirim","Afloramento no braço do Z, estrada de terra Itumir","-44.8711013793945","-21.3169002532959",NA,NA,NA,"Subarbusto, crescendo em fenda de rocha. Flores creme invólucro verde amarelado.",NA,NA,NA,"16596","auto","2012","12","21",NA,NA,NA,NA,NA,NA,NA
"101","2019-06-10 10:10:19-03","FZB-BH","BHZB","8825","S","Plantae",NA,NA,"Asteraceae","Mikania","glauca","Mikania glauca",NA,"C.T. Oliveira","Ordones, J. et al.","1845","2012","04","17",NA,"Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo dos Gerais,","-43.700556","-19.03","1257","1257",NA,"Folhas com bordas avermelhadas. Ponto 87 636764 7895353 1257m ,com duplicata, Duplicata doada para Herbário SPF e HUFU. Mikania virgata segundo Jimi Nakajima em 02/2013",NA,NA,NA,NA,NA,"2013","05",NA,"43W 42' 02","19S 01' 48",NA,NA,NA,NA,NA
"102","2019-06-10 10:10:19-03","FZB-BH","BHZB","8833","S","Plantae",NA,NA,"Asteraceae","Mikania Cf.","glauca","Mikania Cf. glauca",NA,"C.T.Oliveira.","Ordones, J. et al.","1917","2012","04","19",NA,"Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo dos Gerais,","-43.709444","-19.049444","1297","1297",NA,"Ponto 93 635798 7893206 1297 m. Duplicata doada para Herbário SPF e HUFU, Mikania virgata segundo Jimi NakaJima em 02/2013",NA,NA,NA,NA,NA,"2013","05",NA,"43W 42' 34","19S 02' 58",NA,NA,NA,NA,NA
"103","2020-09-12 05:00:02-03","US","US","3015871","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Mikania","glauca","Mikania glauca","Mart. ex Baker",NA,"G. Hatschbach, W. Anderson, R. Barneby & -- Gates","36574","1975","2","28","South America - Neotropics","Brazil","Minas Gerais",NA,"S. Tomé das Letras, arredores",NA,NA,NA,NA,NA,NA,"US01673296","US01673296_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
