"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","class","individualCount"
"11","2020-11-04 11:00:41-03","ESALQ","ESA","82305","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Arecaceae","Syagrus","glaucescens","Syagrus glaucescens",NA,"Noblick, L.R.","Araújo, A.O.; Duarte, A.R.; Mazine, F.F.; Tsuji, R.","158.0","2002","11","09",NA,"Brasil","Minas Gerais","Ca. 15 km de Diamantina, na rod. Mendanha-Diamantina","1119","1119",NA,"frutos castanho-esverdeados, bráctea marrom","ESA082305","ESA082305_1 ESA082305_2","Diamantina","-43.6002998352051","-18.2493991851807","2014","01","03","101169","auto","-43,522,222","-18,181,111",NA,NA,NA,NA
"12","2015-07-02 14:55:15-03","JBP","HPL","11866","S","Plantae",NA,NA,"Arecaceae","Syagrus","glaucescens","Syagrus glaucescens",NA,NA,"H. Lorenzi","6799","2010","01","19",NA,"Brasil","MG","Na estrada para Monjolos a cerca de 3 km da rodovia em campo rupestre","1.4","1.4",NA,NA,NA,NA,"Diamantina","-43.713472","-18.269472",NA,NA,NA,NA,NA,"43° 42' 48,5 W","18° 16' 10,1 S",NA,NA,NA,NA
"13","2020-12-21 16:13:36-03","MBM","MBM","416418","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Syagrus","glaucescens","Syagrus glaucescens","Glaz. ex Becc.","Sant'Anna-Santos, B.F.","Cordeiro, J.; Brotto, M.L.; Brotto, M.L.","5962","2018","11","16","Southern America","Brazil","Minas Gerais","Rodovia Paulo Fagundes da Costa","1215","1215",NA,"Palmeira com 2 m de altura; folha com aproximadamente 1 m de comprimento; frutos verdes.; Campo rupestre, solo úmido.","MBM416418",NA,"Diamantina","-43.845","-18.295556","2019","04",NA,NA,NA,"-43.845","-18.295556",NA,NA,NA,NA
"14","2020-12-21 16:13:36-03","MBM","MBM","228921","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Syagrus","glaucescens","Syagrus glaucescens","Glaz. ex Becc.","Noblick, Larry R","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","68248","1998","07","25","Southern America","Brazil","Minas Gerais","Rodovia Guinda - Conseljheiro Mata, Rio Pardo",NA,NA,NA,NA,"MBM228921","MBM228921 MBM228921_1","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:13:36-03","MBM","MBM","242334","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Syagrus","glaucescens","Syagrus glaucescens","Glaz. ex Becc.","Noblick, L.R.","Hatschbach, G.; Spichiger, R.; Cervi, A.C.; Barboza, E.; Spichiger, R.; Cervi, A.C.; Barboza, E.","69594","1999","10","23","Southern America","Brazil","Minas Gerais","Rod. BR-367, Córrego Soberbo",NA,NA,NA,NA,"MBM242334","MBM242334","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA
"16","2015-10-06 09:25:42-03","MNHN","RECOLNAT_MNHN_P","P00726037","PreservedSpecimen",NA,NA,NA,"Arecaceae","Syagrus","glaucescens","Syagrus glaucescens","Glaz. ex Becc.",NA,"Glaziou, A.",NA,"1892","3","28",NA,"Brésil",NA,"Minas: Biribiry près diamantina, entre les rochers",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00726037' target='other'> <mi>dwc_moreinfo</mi></a>","P00726037","P00726037_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","20024",NA,NA
"17","2015-10-02 23:15:05-03","MNHN","RECOLNAT_MNHN_P","P00726038","PreservedSpecimen",NA,NA,NA,"Arecaceae","Syagrus","glaucescens","Syagrus glaucescens","Glaz. ex Becc.",NA,"Glaziou, A.",NA,"1892","3","28",NA,"Brésil",NA,"Minas: Biribiry près diamantina, entre les rochers",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00726038' target='other'> <mi>dwc_moreinfo</mi></a>","P00726038","P00726038_01 P00726038_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","20024",NA,NA
"18","2015-10-03 07:14:49-03","MNHN","RECOLNAT_MNHN_P","P00726039","PreservedSpecimen",NA,NA,NA,"Arecaceae","Syagrus","glaucescens","Syagrus glaucescens","Glaz. ex Becc.",NA,"Glaziou, A.",NA,"1892","3","28",NA,"Brésil",NA,"Minas: Biribiry près diamantina, entre les rochers",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00726039' target='other'> <mi>dwc_moreinfo</mi></a>","P00726039","P00726039_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","20024",NA,NA
"19","2015-09-03 20:47:10-03","MNHN","RECOLNAT_MNHN_P","P01797505","PreservedSpecimen",NA,NA,NA,"Arecaceae","Syagrus","glaucescens","Syagrus glaucescens","Glaz. ex Becc.",NA,"Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","Minas Gerais",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01797505' target='other'> <mi>dwc_moreinfo</mi></a>","P01797505","P01797505_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 1232",NA,NA
"20","2015-09-03 20:47:10-03","MNHN","RECOLNAT_MNHN_P","P01797506","PreservedSpecimen",NA,NA,NA,"Arecaceae","Syagrus","glaucescens","Syagrus glaucescens","Glaz. ex Becc.",NA,"Saint-Hilaire",NA,"1816","1","1",NA,"Brasil","Minas Gerais","Brésil. - Province de Minas Geraes",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01797506' target='other'> <mi>dwc_moreinfo</mi></a>","P01797506","P01797506_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B1 1232",NA,NA
"21","2020-10-01 14:25:45-03","JBB","HEPH","21196","S","Plantae","Monocotyledon","Arecales","Arecaceae","Syagrus","glaucescens","Syagrus glaucescens","Glaz. ex Becc.","Martins, RC","Salles, AEH","3397","2004","11","15","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA
"22","2020-12-11 11:43:25-03","UFMG","BHCB","144286","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Syagrus","glaucescens","Syagrus glaucescens","Glaz.",NA,"Reis, SB; Azevedo, VS","2","2010","10","01","Southern America","Brasil","Minas Gerais","Parque Nacional da Serra do Cipó","1122","1122",NA,"80 cm altura de caule rastejante. Folhas ca. 1m de comprimento. Pinas eretas, base do pecíolo permanente. Inflorescência 40 cm de comprimento envolvida por bráctea lenhosa. Raque principal com 6 raquilas contendo flores pistiladas e e","BHCB050517","BHCB050517 BHCB050517_1 BHCB050517_2 BHCB050517_3","Santana do Riacho","-43.593333","-19.28",NA,NA,NA,NA,NA,"-43.593333","-19.28",NA,NA,NA,NA
"23","2020-12-11 11:43:25-03","UFMG","BHCB","156236","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Syagrus","glaucescens","Syagrus glaucescens","Glaz.",NA,"Carvalho, LB","s.n.","2012","02",NA,"Southern America","Brasil","Minas Gerais","Cava do Sapo","1500","1500",NA,NA,"BHCB050511","BHCB050511","Conceição do Mato Dentro","-43.433056","-18.904444",NA,NA,NA,NA,NA,"-43.433056","-18.904444",NA,NA,NA,NA
"24","2020-12-11 11:43:25-03","UFMG","BHCB","163171","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Syagrus","glaucescens","Syagrus glaucescens","Glaz.",NA,"Tameirão Neto, E; Vidal, CV","5086","2012","08","14","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"Campo rupestre sobre formação ferrífera; Arbóreo",NA,NA,"Conceição do Mato Dentro","-43.399722","-19.003611","2013","02",NA,NA,NA,"-43.399722","-19.003611",NA,NA,NA,NA
"25","2020-12-11 11:43:25-03","UFMG","BHCB","166608","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Syagrus","glaucescens","Syagrus glaucescens","Glaz.",NA,"Augsten, M; Leles, BP","160","2009","12","19","Southern America","Brasil","Minas Gerais","Monumento Natural Estadual Várzea do Lajeado, Lajeado de Milho Verde","1078","1078",NA,"Campo rupestre.","BHCB049681",NA,"Serro","-43.4899","-18.469842",NA,NA,NA,NA,NA,"-43.4899","-18.469842",NA,NA,NA,NA
"26","2020-12-11 11:43:25-03","UFMG","BHCB","186757","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Syagrus","glaucescens","Syagrus glaucescens","Glaz.",NA,"Rocha, MJR; Giorni, VT","1267","2017","02","07","Southern America","Brasil","Minas Gerais",NA,NA,NA,NA,"Árvore, ca de 3m de altura. Flores amareladas; Área de transição campo rupestre/cerrado","BHCB186757","BHCB186757 BHCB186757_1 BHCB186757_2","Itambé do Mato Dentro","-43.328611","-19.435556","2017","02","14",NA,NA,"-43.328611","-19.435556",NA,NA,NA,NA
"27","2021-02-26 17:27:36-03","UFMG","BHCB","23520","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Syagrus","glaucescens","Syagrus glaucescens","Glaz.",NA,"Noblick, LR","4845","1992","02","19","Southern America","Brasil","Minas Gerais","Próximo a Medanha, 1km sul do Rio Jequitinhonha na BR 367.","400","500",NA,"Common name: Coco de Serra.; Solitary palm with 1 -1,2 m x 10-12 cm trunk. 5 leaves in crown, spirally arranged and agreading. Leaf sheath is fibrous and true leaf petiole only 36 cm long with smooth margins, adaxially channeled and abaxially rounded",NA,NA,"Diamantina","-43.5","-18.116667","1992",NA,NA,NA,NA,"-43.5","-18.116667",NA,NA,NA,NA
"28","2020-12-11 11:43:25-03","UFMG","BHCB","47673","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Syagrus","glaucescens","Syagrus glaucescens","Glaz.",NA,"Lombardi, JA","2954","1999","06","11","Southern America","Brasil","Minas Gerais","Parque Estadual do Rio Preto",NA,NA,NA,"Frutos na carpoteca; Palmeira acaule. Ráque 1,12m, folíolos coriáceos, frutos imaturos verde-ferrugíneos.; Campo arenoso","BHCB050513","BHCB050513","São Gonçalo do Rio Preto","-43.333333","-18.083333",NA,NA,NA,NA,NA,"-43.333333","-18.083333",NA,NA,NA,NA
"29","2020-12-11 11:43:25-03","UFMG","BHCB","47747","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Syagrus","glaucescens","Syagrus glaucescens","Glaz.",NA,"Lombardi, JA","2986","1999","06","11","Southern America","Brasil","Minas Gerais","Parque Estadual do Rio Preto",NA,NA,NA,"Palmeira ca. 1m. Folíolos coriáceos, ráque 93cm, flores creme; Cerrado","BHCB050512","BHCB050512","São Gonçalo do Rio Preto","-43.35","-18.116667",NA,NA,NA,NA,NA,"-43.35","-18.116667",NA,NA,NA,NA
"30","2021-02-26 17:27:36-03","UFMG","BHCB","49758","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Syagrus","glaucescens","Syagrus glaucescens","Glaz.",NA,"Lombardi, JA","3428","1999","11","17","Southern America","Brasil","Minas Gerais","Parque Estadual do Rio Preto.",NA,NA,NA,"FRUTO NA CARPOTECA.; Palmeira, caule ca. 0,5 m, folíolo coriáceo, acinzentados, frutos imaturos marrotados.; Terreno arenoso (areal), vegetação ripária e área encharcada próximo a córrego.",NA,NA,"São Gonçalo do Rio Preto","-43.333333","-18","2001","08","13",NA,NA,"-43.333333","-18",NA,NA,NA,NA
"31","2020-12-11 11:43:25-03","UFMG","BHCB","53665","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Syagrus","glaucescens","Syagrus glaucescens","Glaz.",NA,"Stehmann, JR; Franceschinelli, EV; Meinberg, ACS","2671","2000","09","21","Southern America","Brasil","Minas Gerais","Cachoeira da Sentinela.",NA,NA,NA,"Estipe único, em afloramento rochoso; frutos imaturos verdes. FRUTOS NA CARPOTECA.",NA,NA,"Diamantina","-43.616667","-18.007222",NA,NA,NA,NA,NA,"-43.616667","-18.007222",NA,NA,NA,NA
"32","2020-12-11 11:43:25-03","UFMG","BHCB","56664","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Syagrus","glaucescens","Syagrus glaucescens","Glaz.",NA,"Lombardi, JA","4240","2001","02","13","Southern America","Brasil","Minas Gerais","APA Pau-de-Fruta - COPASA",NA,NA,NA,"CARPOTECA; Palmeira monocaule, inerme, folíolos coriáceos, flores amarelas, frutos imaturos verde-ferrugíneos.; Afloramento de quartzito.","BHCB050514","BHCB050514 BHCB050514_1","Diamantina","-43.652222","-18.250278",NA,NA,NA,NA,NA,"-43.652222","-18.250278",NA,NA,NA,NA
"33","2020-12-11 11:43:25-03","UFMG","BHCB","75581","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Syagrus","glaucescens","Syagrus glaucescens","Glaz.",NA,"Mota, RC da; Viana, PL","1693","2002","11","09","Southern America","Brasil","Minas Gerais","Parque Natural Municipal do Ribeirão do Campo.",NA,NA,NA,"Planta coletada em campo rupestre; arbusto; flores amareladas.",NA,NA,"Conceição do Mato Dentro","-43.574528","-19.073806",NA,NA,NA,NA,NA,"-43.574528","-19.073806",NA,NA,NA,NA
"34","2020-12-11 11:43:25-03","UFMG","BHCB","121177","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Syagrus","glaucescens","Syagrus glaucescens","Glaz.",NA,"Ataíde, E","57","2007","02","04","Southern America","Brasil","Minas Gerais","Antonio Pereira, SAMARCO - ALEGRIA7",NA,NA,NA,"Arbusto, 1,5m de altura; Campo ferruginoso","BHCB050516","BHCB050516","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"35","2021-03-26 17:37:11-03","UFMG","BHCB","23600","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Syagrus","glaucescens","Syagrus glaucescens","Glaz.",NA,"Noblick, LR","4843","1992","03","19","Southern America","Brasil","Minas Gerais","Estrada Diamantina - Medanha, Ca. 10 km N da cidade na BR 367, para Medanha.","1000","1100",NA,"Solitary palm with 0,5 -1,5 metros x 10-12 cm trunk. 5-10 leaves in crown, spirally arranged an apreading. Leaf shealth plus petiole is 55 cm long with a true leaf peiole only 6-21 cm long with smooth margins and a fibrous leaf sheath, adaxially chan",NA,NA,"Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA
"36","2021-03-26 17:37:11-03","UFMG","BHCB","40309","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Syagrus","glaucescens","Syagrus glaucescens","Glaz.",NA,"Vasconcelos, MF de","s.n.","1997","01","12","Southern America","Brasil","Minas Gerais","Grota Seca. São Gonçalo do Rio das Pedras.","1100","1100",NA,"Inflorescência na carpoteca.; Comprimento da folha: 1,15 metros.; Campo rupestre.",NA,NA,"Serro","-43.3793983459473","-18.604700088501","2001","08","13","37754","auto",NA,NA,NA,NA,NA,NA
"37","2020-12-11 11:43:25-03","UFMG","BHCB","75045","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Syagrus","glaucescens","Syagrus glaucescens","Glaz.",NA,"Mota, RC da","1610","2002","07","24","Southern America","Brasil","Minas Gerais","Milho Verde",NA,NA,NA,"Arbusto; flores cremes.; Planta coletada em campo rupestre","BHCB050515","BHCB050515 BHCB050515_1","Serro","-43.3793983459473","-18.604700088501",NA,NA,NA,"37754","auto",NA,NA,NA,NA,NA,NA
"38","2020-12-11 11:43:25-03","UFMG","BHCB","179327","PreservedSpecimen","Plantae","Monocotyledon",NA,"Arecaceae","Syagrus","glaucescens","Syagrus glaucescens","Glaz.",NA,"Carmo, FF","5301","2010","11","22","Southern America","Brasil","Minas Gerais","Peixe Bravo",NA,NA,NA,"Coletada em fendas e depressões de afloramento de canga.","BHCB038106","BHCB038106","Riacho dos Machados","-43.0494003295898","-16.0060997009277","2015","10","21","39016","auto",NA,NA,NA,NA,NA,NA
"39","2009-07-27 09:31:00-03","MO","MOBOT","1953889","PreservedSpecimen","Plantae",NA,NA,"Arecaceae","Syagrus","glaucescens","Syagrus glaucescens","Glaz. ex Becc.",NA,"Auguste F.M. Glaziou","Glaziou 20024","1861",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-09-29 11:58:47-03","UFSM","HDCF","6531","S","Plantae",NA,NA,"Arecaceae","Syagrus","glaucescens","Syagrus glaucescens","Glaz. ex Becc.","Soares, K. P.","Soares, K. P.; Assis, L.","50","2013","05","09","América","Brasil","Minas Gerais","Próximo ao Rio do Peixe, 10km da cidade",NA,NA,NA,"Partes 1 a 5",NA,NA,"Serro","-49.103611","-18.599722","2013","05","09",NA,NA,"-49.103611","-18.599722",NA,NA,NA,NA
"41","2020-07-10 09:48:44-03","MBML","MBML-HERBARIO","6369",NA,"Plantae",NA,NA,"Palmae","Syagrus","glaucescens","Syagrus glaucescens","Glaziou ex Beccari","L. R. Noblick/1992","Kurt Ingo Horst","64","1990","06",NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"P. det. H.Q.Boudet Fernandes, julho 1990. raque 62cm, folíolos glaucos, com algumas manchas verdes, em grupos de até 3, 42 pares, o mediano 25 X 1,7cm, espata 22 (parte expandida) X 4cm, 2 raquilas, até 12,5cm, flor masculina 1,2 X 0,","MBML006369",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-07-10 09:48:44-03","MBML","MBML-HERBARIO","6372",NA,"Plantae",NA,NA,"Palmae","Syagrus","glaucescens","Syagrus glaucescens","Glaziou ex Beccari","L. R. Noblick/1992","Kurt Ingo Horst","76","1990","07",NA,NA,"Brasil","Minas Gerais","Direção de Araçuai",NA,NA,NA,"Até 1m de altura, caule subterrâneo, solitário. planta acaulescente e com flores masculinas pediceladas como S. duartei, mas flores femininas e frutos são mais próximos de S. glaucescens.","MBML006372",NA,"Norte de Diamantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-07-10 09:48:44-03","MBML","MBML-HERBARIO","6370",NA,"Plantae",NA,NA,"Palmae","Syagrus","glaucescens","Syagrus glaucescens","Glaziou ex Beccari","L. R. Noblick/1992","Kurt Ingo Horst","61","1990","06",NA,NA,"Brasil","Minas Gerais","Campo Rupestre",NA,NA,NA,"Planta de caule solitário, sobre rocha nua. Syagrus aff. Loefgrenii det. H.Q.Boudet Fernandes, julho 1990. raque 99cm, folíolos glaucos passando a verdes, 68 pares o mediano 23 X 1,8cm, (26 X 1,5, 30 X 1,8) 8-10 raquilas, flor feminin","MBML006370",NA,"Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA
"44","2019-06-10 10:10:10-03","FZB-BH","BHZB","7934","S","Plantae",NA,NA,"Arecaceae","Syagrus","glaucescens","Syagrus glaucescens",NA,NA,"Fernandes, M.G.C.",NA,"2010","06","02",NA,"Brasil","MG","FZB-BH/ Jardim Botânico - Área de Visitação, Estufa de Campo Rupestre",NA,NA,NA,"Follha inteira com 83 cm, número de pinas: 74; pina do ápice com 10 cm, do meio 24cm e da base 28 cm. Pecíolo com 12cm. Originalmente coletada na Serra do Cipó. Exsicata subdividida em (A/B).Cultivado <ll>dwc_commonname:</ll> Coco-da-pedra",NA,NA,"Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA
"45","2021-03-01 11:53:08-03","UFPE","UFP","11633","PreservedSpecimen","Plantae",NA,"Arecales","Arecaceae","Syagrus","glaucescens","Syagrus glaucescens","Glaz. ex Becc.","Leite, IRM","Benko-Isepon, AM","s.n.","1993","11","04",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,"Palmeiras com 2 a 4m de altura, crescendo na fenda de pedras. Fixações cromossômicas efetuadas. Sementes e plantas para cultivo coletadas.; Palmeiras com 2 a 4m de altura, crescendo na fenda de pedras. Fixações cromossômicas efetuadas.","UFP011633",NA,"Conselheiro Matar",NA,NA,"1998","10","08",NA,NA,NA,NA,NA,NA,NA,NA
