"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","scientificNameAuthorship","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","infraspecificEpithet","fieldNumber","individualCount","relatedCatalogItem","sex"
"11","2016-09-30 18:51:00-03","NY","NYBG","02339767","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Malvastrum","americanum","Malvastrum americanum",NA,"Illegible collector name","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2519138' target='other'> <mi>dwc_moreinfo</mi></a>","NY02339767","NY02339767_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-29 22:18:00-03","NY","NYBG","00942314","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Malvastrum","americanum","Malvastrum americanum","A. Krapovickas","T. R. S. Silva","s.n.","1963","10","07","South America","Brazil","Minas Gerais","BR-4 Don Cavatí.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031843' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942314","NY00942314_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-29 22:18:00-03","NY","NYBG","00942320","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Malvastrum","americanum","Malvastrum americanum","G. L. Esteves","G. L. Esteves","2462","1993","03","14","South America","Brazil","Minas Gerais","Estrada Caeté-Sabará, na saída de Caeté, lado direito.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031865' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942320","NY00942320_01","Caeté","-43.6694","-19.88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","386926","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Malvastrum","americanum","Malvastrum americanum","A. Krapovickas","R. M. Harley","19864","1977","03","23","South America","Brazil","Bahia","Just North of Livramento do Brumado on the road to Vila do Rio de Contas. Below the Livramento waterfall on the Rio Brumado","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=78547' target='other'> <mi>dwc_moreinfo</mi></a>","NY00386926","NY00386926_01",NA,"-41.83","-13.65","460","460","(L.) Torr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00942318","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Malvastrum","americanum","Malvastrum americanum",NA,"P. Clausen","105","1838",NA,NA,"South America","Brazil","Minas Gerais",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031854' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942318","NY00942318_01",NA,NA,NA,NA,NA,"(L.) Torr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","386934","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Malvastrum","americanum","Malvastrum americanum","P. A. Fryxell","A. M. Juncosa","2273","1984","02","22","South America","Ecuador","Imbabura","Hwy. Salinas-Lita; Rio Mira gorge","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=78549' target='other'> <mi>dwc_moreinfo</mi></a>","NY00386934",NA,NA,"-78.208","0.708","1140","1140","(L.) Torr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00942313","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Malvastrum","americanum","Malvastrum americanum",NA,"P. Clausen","105","1838",NA,NA,"South America","Brazil","Minas Gerais",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031831' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942313","NY00942313_01",NA,NA,NA,NA,NA,"(L.) Torr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-28 13:55:00-03","NY","NYBG","386929","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Malvastrum","americanum","Malvastrum americanum","S. R. Hill","C. Pereira","7602","1963","04","28","South America","Brazil","Rio de Janeiro","Ilha da Madeira","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=78553' target='other'> <mi>dwc_moreinfo</mi></a>","NY00386929","NY00386929_01","Itaguaí","-43.7753","-22.8522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-29 22:18:00-03","NY","NYBG","00942316","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Malvastrum","americanum","Malvastrum americanum",NA,"A. Krapovickas","34445","1979","01","28","South America","Brazil","Mato Grosso do Sul","80 km W de Miranda, región do Morro do Aceite. En el terraplén del camino.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031848' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942316","NY00942316_01","Miranda","-56.3781","-20.2408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","386922","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Malvastrum","americanum","Malvastrum americanum","P. A. Fryxell","A. M. V. de Carvalho","3968","1992","06","10","South America","Brazil","Bahia","Concreçoes rochosas calcáreas onde fica a gruta do Bom Jesus","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=78550' target='other'> <mi>dwc_moreinfo</mi></a>","NY00386922","NY00386922_01","Bom Jesus da Lapa","-43.41","-13.25",NA,NA,"(L.) Torr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-29 22:18:00-03","NY","NYBG","00942319","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Malvastrum","americanum","Malvastrum americanum",NA,"A. P. Duarte","7821","1963","05","02","South America","Brazil","Minas Gerais","Engenheiro Delabela, Ganjas Reunidas, Ramal do Montes Claros.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031858' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942319","NY00942319_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","386927","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Malvastrum","americanum","Malvastrum americanum",NA,"A. Krapovickas","41062","1987","03","03","South America","Argentina","Corrientes","Ea. Santa Rita","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=78559' target='other'> <mi>dwc_moreinfo</mi></a>","NY00386927",NA,"Ituzaingó","-56.7","-27.5",NA,NA,"(L.) Torr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00942317","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Malvastrum","americanum","Malvastrum americanum","P. A. Fryxell","L. de S. Leoni","365","1988","09","07","South America","Brazil","Minas Gerais","Perímetro Urbano.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031851' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942317","NY00942317_01","Carangola","-42.02","-20.72","400","400","(L.) Torr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-30 13:35:00-03","NY","NYBG","2099763","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Malvastrum","americanum","Malvastrum americanum",NA,"J. S. Blanchet","3150","1840",NA,NA,"South America","Brazil",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2243978' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099763","NY02099763_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","386933","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Malvastrum","americanum","Malvastrum americanum","S. R. Hill","H. M. Curran","728","1918",NA,NA,"South America","Brazil","Rio de Janeiro",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=78554' target='other'> <mi>dwc_moreinfo</mi></a>","NY00386933","NY00386933_01","Nova Friburgo","-42.5308","-22.2819",NA,NA,"(L.) Torr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-28 13:55:00-03","NY","NYBG","386931","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Malvastrum","americanum","Malvastrum americanum","A. Krapovickas","G. C. P. Pinto","298","1981","09","01","South America","Brazil","Bahia","A 8 km de Mirangaba. Folha SC.24-Y-C. Ponto @# F.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=78543' target='other'> <mi>dwc_moreinfo</mi></a>","NY00386931","NY00386931_01",NA,"-40.62","-11.03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-29 22:18:00-03","NY","NYBG","00942321","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Malvastrum","americanum","Malvastrum americanum","A. Krapovickas","E. P. Heringer","5335","1956","08","15","South America","Brazil","Minas Gerais","Hortol Florestal de Paraopeba.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1031868' target='other'> <mi>dwc_moreinfo</mi></a>","NY00942321","NY00942321_01","Paraopeba","-44.4042","-19.2744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","386924","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Malvastrum","americanum","Malvastrum americanum","A. Krapovickas","R. M. Harley","21980","1980","05","01","South America","Brazil","Bahia","Chapadao Ocidental da Bahia. 5 km to the N. of Tabocas, which is 10 km. N.W. of Serra Dourada","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=78545' target='other'> <mi>dwc_moreinfo</mi></a>","NY00386924","NY00386924_01",NA,"-44.03","-12.65","500","500","(L.) Torr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","687401","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Malvastrum","americanum","Malvastrum americanum","P. A. Fryxell","J. G. Jardim","3451","2001","04","13","South America","Brazil","Bahia","Serra do Ramalho. Ca. 10 km ao S da cidade, margem do Rio São Francisco","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=874900' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687401","NY00687401_01",NA,"-43.4958333","-13.5711111","450","450","(L.) Torr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-06-29 11:31:15-03","UFRJ","RFA","18267","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Malvastrum","americanum","Malvastrum americanum","M.G. Bovini","P. Occhioni","8105","1977","03",NA,NA,"Brasil","Minas Gerais","BR-267, km 13",NA,"Arbusto; flor roxa, base das pétalas brancas","RFA45035",NA,"Minas Gerais",NA,NA,NA,NA,"(L.) Torr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-15 11:14:47-03","FUNED","FUNED-POL","1798","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Malvastrum","americanum","Malvastrum americanum",NA,NA,NA,"1991","06","17",NA,"Brasil","MG","Apiário Pio/Funed",NA,NA,"POL001798",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-15 11:14:47-03","FUNED","FUNED-POL","4001","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Malvastrum","americanum","Malvastrum americanum",NA,NA,NA,NA,NA,NA,NA,"Brasil","MG","Funed",NA,NA,"POL004001","POL004001_p01 POL004001_p02 POL004001_p03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-15 11:14:47-03","FUNED","FUNED-POL","1797","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Malvastrum","americanum","Malvastrum americanum",NA,NA,NA,"1991","06","17",NA,"Brasil","MG","Apiário Pio/Funed",NA,NA,"POL001797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:43:55-03","EAO","IAN","125558","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Malvastrum","americanum","Malvastrum americanum",NA,"Viégas, AP","5348","1940",NA,NA,"Southern America","Brasil","São Paulo",NA,NA,NA,"IAN125558",NA,"Campinas","-47.060001373291","-22.8999996185303",NA,NA,"(L.) Torr.","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2013-07-03 11:10:41-03","EBDA","BAH","2457","S","Plantae",NA,NA,"Malvaceae","Malvastrum","americanum","Malvastrum americanum","A. Krapovickas","Maria do Socorro G. Ferreira","87","1980","08","20",NA,"Brasil","Bahia","Lagoa dos Patos ca. 27km ao sul de Irecê.",NA,"Arbusto, com flores amarelas.",NA,NA,"Irecê","-41.8558","-11.3042","700","800","(L.) Torr.","19644","auto","1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2013-07-03 11:10:41-03","EBDA","BAH","2477","S","Plantae",NA,NA,"Malvaceae","Malvastrum","americanum","Malvastrum americanum","A. Krapovickas","Edna L.P.G. de Oliveira","209","1980","10","09",NA,"Brasil","Bahia","Margem da estrada, próximo a Fazenda Paraqueda.",NA,"Subarbusto, flor amarela.",NA,NA,"Irecê","-41.8558","-11.3042",NA,NA,"(L.) Torr.","19644","auto","1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2013-07-03 11:10:41-03","EBDA","BAH","3519","S","Plantae",NA,NA,"Malvaceae","Malvastrum","americanum","Malvastrum americanum","Scardino, Noblick, Paranhos, Guedes, C. Queiroz, Paganucci, Nascimento, N. Suely, Quaglia.","Grupo Pedra do Cavalo","751","1980","07",NA,NA,"Brasil","Bahia","Estrada Pedra do Cavalo.",NA,"Subarbusto com cerca de 1,5m de altura, folhas membranáceas e pilosas, flores amarelas, em espigas terminais.",NA,NA,"Cachoeira","-38.9558","-12.6183",NA,NA,"(L.) Torr.","26884","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2013-07-03 11:10:41-03","EBDA","BAH","9500","S","Plantae",NA,NA,"Malvaceae","Malvastrum","americanum","Malvastrum americanum","Guedes, M.L.","Saar,E.","16","2000","03","30",NA,"Brasil","Bahia","Serra do Jerônimo",NA,"Subarbusto, 1m, caule tormentoso. Folha membranáceas, discolores, face abaxial com nervuras proeminentes, pubescentes. Inflorescência axial, bractéas e cálice tomentoso, avermelhado, flores amarelas.",NA,NA,"Uauá","-39.332222","-9.723056","70","70","(L.) Torr.",NA,NA,"2000","04","39W 19' 56","09S 43' 23",NA,NA,NA,NA,NA,NA,NA
"39","2013-07-03 11:10:41-03","EBDA","BAH","4146","S","Plantae",NA,NA,"Malvaceae","Malvastrum","americanum","Malvastrum americanum","Maria do Socorro G. Ferreira","Maria do Socorro G. Ferreira","259","1982","03","11",NA,"Brasil","Bahia","Fazenda Morro de Pedra, Pasto Veadinho.",NA,"Subarbusto de flor amarelo queimado.IMPORT. PLANTA: Invasora.",NA,NA,"Itaberaba","-40.3069","-12.5275",NA,NA,"(L.) Torr.","39857","auto","1982","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-26 18:08:44-03","CPAN-UFMS","COR","15555","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Malvastrum","americanum","Malvastrum americanum",NA,"Oliveira, P. P.; Diamante, M.; Mendes, E. S.; Campos, M. E. C.",NA,"2012","04","17",NA,"Brasil","Mato Grosso do Sul","lote. pasto; ;.",NA,"Com Flor: amarela Habito: erva",NA,NA,"Ladário","-57.6016998291016","-19.0046997070312",NA,NA,"(L.) Torr.","23141","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-08 21:32:39-03","UFBA","ALCB","02493","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Malvastrum","americanum","Malvastrum americanum","Noblick, LR","Pinto, GCP","s/n","1972","06",NA,"Southern America","Brasil","Bahia","Paraguaçu, Encosta Serra Orobó",NA,"Áreas abertas em pastagens.",NA,NA,"Itaberaba","-40.3","-12.516667",NA,NA,"(L.) Torrey",NA,NA,"1979","09","-40.3","-12.516667",NA,NA,NA,NA,NA,NA,NA
"42","2021-02-08 21:32:39-03","UFBA","ALCB","02494","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Malvastrum","americanum","Malvastrum americanum","Kaprovickas, A","Valeriana, A","s/n","1973","04","28","Southern America","Brasil","Bahia","Baixo Médio São Francisco",NA,NA,NA,NA,"Juazeiro","-40.5","-9.4",NA,NA,"(L.) Torrey",NA,NA,"1980",NA,"-40.5","-9.4",NA,NA,NA,NA,NA,NA,NA
"43","2021-02-08 21:32:39-03","UFBA","ALCB","059539","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Malvastrum","americanum","Malvastrum americanum","Esteves, GL","Jardim, JG; Juchum, F; Sant'Ana, SC de; Santos, B; Querino, R","3415","2001","04","02","Southern America","Brasil","Bahia","Médio São Francisco, Rod. para o Distrito de Cana Brava, 3,5 km ao S da cidade",NA,"Ca. de 80 cm alt. Folhas verdes com a face inferior mais clara. Flores com corola amarela. Frutos imaturos verdes.; Áreas alagadiças dos Baixadões do Rio São Francisco.",NA,NA,"Malhada","-43.753889","-14.361667","450","450","(L.) Torrey",NA,NA,"2011","07","-43.753889","-14.361667",NA,NA,NA,NA,NA,NA,NA
"44","2021-02-08 21:32:39-03","UFBA","ALCB","06566","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Malvastrum","americanum","Malvastrum americanum","Menezes, I de","Pinto, GCP","00130","1949","10",NA,"Southern America","Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(L.) Torrey",NA,NA,"1980","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-08 21:32:39-03","UFBA","ALCB","06578","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Malvastrum","americanum","Malvastrum americanum",NA,"Lordêlo, RP","57 - 698","1957","09",NA,"Southern America","Brasil","Bahia","Médio São Francisco, Muquem",NA,NA,NA,NA,"Barra","-43.133333","-11.083333",NA,NA,"(L.) Torrey",NA,NA,NA,NA,"-43.133333","-11.083333",NA,NA,NA,NA,NA,NA,NA
"46","2021-02-08 21:32:39-03","UFBA","ALCB","47993","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Malvastrum","americanum","Malvastrum americanum","Guedes, ML","Saar, E; Alves, L. de J.; Guedes, ML; Fonseca, MR; Jesus, NG de","16","2000","03","30","Southern America","Brasil","Bahia","Nordeste, Serra do Jerônimo",NA,"Ca. de 1 m de caule tomentoso. Folhas membranáceas, discolores, face abaxial com nervuras proeminentes, pubescentes. Inflorescência axial, bractéolas e cálice tomentoso, avermelhado; flores amarelas.",NA,NA,"Uauá","-39.332222","-9.723056",NA,NA,"(L.) Torrey",NA,NA,"2000","04","-39.332222","-9.723056",NA,NA,NA,NA,NA,NA,NA
"47","2021-02-08 21:32:39-03","UFBA","ALCB","59568","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Malvastrum","americanum","Malvastrum americanum","Lima, JB","Jardim, JG; Sant'Ana, SC de; Santos, B; Paixão, JL da","3451","2001","04","13","Southern America","Brasil","Bahia","Médio São Francisco, Ca. de 10 km da cidade de margem do Rio São Francisco",NA,"Ca. 50 cm alt. Folhas verdes com a face inferior alvacenta. Flores com corola alaranjada. Frutos imaturos verdes.",NA,NA,"Serra do Ramalho","-43.495833","-13.571111","450","450","(L.) Torrey",NA,NA,"2013","05","-43.495833","-13.571111","21",NA,NA,NA,NA,NA,NA
