"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","typeStatus"
"146","2019-12-19 08:15:23-03","FPS","FPS","3545","MachineObservation","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A.St.-Hil. & Naudin","Schwirkowski, P.","2018","08","04","Schwirkowski, P.","2971","2018","08","04","Brasil","Santa Catarina","Campo Alegre","Estrada para o Turvo. Em fragmento de FOM Altomontana.","-49.245498","-26.221841","-49.245498","-26.221841",NA,NA,"<ll>dwc_commonname:</ll> Pixirica-branca, pixirica","FPS03545,FURB61090","FPS03545_v02 FPS03545_v03 FPS03545_v04 FPS03545_v05 FPS03545_v06 FURB61090",NA,NA,NA,NA,NA,NA,NA,"FURB 61090","voucher",NA,NA,NA,NA,NA
"147","2019-12-19 08:15:23-03","FPS","FPS","1876","MachineObservation","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A.St.-Hil. & Naudin","Schwirkowski, P.","2010","09","11","Schwirkowski, P.",NA,"2010","09","11","Brasil","Santa Catarina","São Bento do Sul","Serra Alta. Ponte do Rio Banhados. Borda de mata.","-49.383625","-26.275633","-49.383625","-26.275633",NA,NA,"<ll>dwc_commonname:</ll> Pixirica-branca, pixirica","FPS01876","FPS01876_v01 FPS01876_v02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-06-14 15:15:06-03","FPS","FPS","4298","MachineObservation","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A.St.-Hil. & Naudin","Schwirkowski, P.","2019","12","07","Schwirkowski, P.","3721","2019","12","07","Brasil","Santa Catarina","São Bento do Sul","Bairro Rio Vermelho. Aterro Sanitário Municipal","-49.335318","-26.267034","-49.335318","-26.267034",NA,NA,"<ll>dwc_commonname:</ll> Pixirica-branca, pixirica","FPS04298,FURB65969","FPS04298_v01 FPS04298_v02 FPS04298_v03 FPS04298_v04 FPS04298_v05 FPS04298_v06 FURB65969",NA,NA,NA,NA,NA,NA,NA,"FURB 65969","voucher",NA,NA,NA,NA,NA
"149","2014-08-04 11:37:09-03","FEMACT","MIRR","5590","S","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A.St.-Hil., Naudin & Naudin ex Naudin",NA,NA,NA,NA,"Nunes, V.F.","93","1988","08","31","Brasil","Rio Grande do Sul","Poa","Campus do Vale - UFRGS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-02-15 11:45:43-02","IPA","IPA","52779","S","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Souza, M.L. de","1983",NA,NA,"Ungaretti, I.","503","1977","08","09","Brasil","Rio Grande do Sul","Triunfo","Polo Petroquimico, Arroio Bom Jardim.","-51.7181015014648","-29.9433002471924",NA,NA,NA,NA,"Flores amarelas.","IPA0052779",NA,"Plantae",NA,"Southern America",NA,"41194","auto",NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-08-27 13:31:10-03","IAP","PACA-AGP","48260","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Emrich-Rambo","1954","08","25","Hatschbach, G.","1009","1948","09","26","Brasil","PR","Lapa","Eng. Bley","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,"Sem material Habitat: in rupestribus dumetosis Fenofase: flor","PACA048260",NA,"Magnoliophyta","Myrtales",NA,NA,"49965","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"152","2019-08-27 13:31:10-03","IAP","PACA-AGP","8897","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Emrich-Rambo","1954","08","25","Rambo, B.",NA,"1942","01","15","Brasil","RS","Bom Jesus",NA,"-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"Sem material Habitat: in silvula campestri Fenofase: estéril","PACA008897",NA,"Magnoliophyta","Myrtales",NA,NA,"55856","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"153","2020-12-21 16:37:25-03","IAP","PACA-AGP","109946","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","A.A. de Oliveira","2010","10","04","Korte & Kniess","4262","2010","09","01","Brasil","SC","Doutor Pedrinho","Cerro Azul.","-49.590556","-26.640278","49°35'26W","26°38'25S","957","957","FURB 29747 Habitat: interior do fragmento Fenofase: flor branca Hábito: arbustiva Ecossistema: Floresta Ombrófila Mista","PACA109946",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"154","2019-08-27 13:31:10-03","IAP","PACA-AGP","110357","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Janine da Silva Demenighi",NA,NA,NA,"Janine da Silva Demenighi",NA,"2009","10","11","Brasil","RS","Triunfo",NA,"-51.436111","-29.8675","51°26'10''W","29°52'03''S",NA,NA,"Habitat: mata ciliar","PACA110357",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"155","2019-08-27 13:31:10-03","IAP","PACA-AGP","95803","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","C. Mondin","2000","10",NA,"Mondin, C.","2009","2000","10","02","Brasil","RS","Quintão","Lagoa da Porteira",NA,NA,NA,NA,NA,NA,"HASU 9829&nf;C/ ca. 5 m de altura. Habitat: Na borda da mata Hábito: arbusto","PACA095803",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"156","2019-08-27 13:31:10-03","IAP","PACA-AGP","58286","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Markgraf","1954",NA,NA,"Reitz, R.","572","1953","09","22","Brasil","PR","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"HBR 8575; Sem material Habitat: ad silvam Fenofase: flor","PACA058286",NA,"Magnoliophyta","Myrtales",NA,NA,"45291","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"157","2019-08-27 13:31:10-03","IAP","PACA-AGP","68684","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","M.L. Souza","1985",NA,NA,"D.B. Falkenberg","3115","1985","09","23","Brasil","RS","Camaquã",NA,"-51.812198638916","-30.8511009216309",NA,NA,NA,NA,"Sem material Habitat: beira da mata, arbusto","PACA068684",NA,"Magnoliophyta","Myrtales",NA,NA,"49429","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"158","2019-08-27 13:31:10-03","IAP","PACA-AGP","45070","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Emrich-Rambo","1954","08","25","Rambo, B.",NA,"1949","12","26","Brasil","RS","Canela","Gramado","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,"Sem material Habitat: in araucarieto Fenofase: fruto semievoluto","PACA045070",NA,"Magnoliophyta","Myrtales",NA,NA,"16452","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"159","2019-08-27 13:31:10-03","IAP","PACA-AGP","70315","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","J.A. Jarenkow","1988","11",NA,"J.A. Jarenkow","908","1988","09","05","Brasil","RS","Capão do Leão","Horto Botânico Ir. Teodoro Luís","-52.4838981628418","-31.7632999420166",NA,NA,NA,NA,"ca. de 3m altura; PEL 10189; Sem material Habitat: arbusto em borda de mata paludosa","PACA070315",NA,"Magnoliophyta","Myrtales",NA,NA,"28605","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"160","2019-08-27 13:31:10-03","IAP","PACA-AGP","59623","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Emrich-Rambo","1957","05","02","O.R. Camargo","854","1956","10","22","Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"Sem material Habitat: in araucarieto Fenofase: estéril","PACA059623",NA,"Magnoliophyta","Myrtales",NA,NA,"19545","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"161","2019-08-27 13:31:10-03","IAP","PACA-AGP","62283","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Emrich-Rambo","1958","09","27","O.R. Camargo","1682","1957","09","01","Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"Sem material Habitat: in silvula Fenofase: flor","PACA062283",NA,"Magnoliophyta","Myrtales",NA,NA,"19545","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"162","2019-08-27 13:31:10-03","IAP","PACA-AGP","42533","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Emrich-Rambo","1954","08","25","Rambo, B.",NA,"1949","07","13","Brasil","RS","Farroupilha","Santa Rita","-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"Sem material Habitat: in dumetosis secundariis Fenofase: fl.nondum evoluto","PACA042533",NA,"Magnoliophyta","Myrtales",NA,NA,"19545","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"163","2019-08-27 13:31:10-03","IAP","PACA-AGP","50501","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Emrich-Rambo","1954","08","25","Sehnem, A.","3876","1949","09","21","Brasil","RS","Montenegro","Campestre","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Habitat: in silvula secundaria Fenofase: flor","PACA050501",NA,"Magnoliophyta","Myrtales",NA,NA,"21601","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"164","2019-08-27 13:31:10-03","IAP","PACA-AGP","48441","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Emrich-Rambo","1954","08","25","Sehnem, A.","2126","1946","09","18","Brasil","RS","Montenegro","Kappesberg","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Habitat: in silvula secundaria Fenofase: flor","PACA048441",NA,"Magnoliophyta","Myrtales",NA,NA,"21601","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"165","2019-08-27 13:31:10-03","IAP","PACA-AGP","42593","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Emrich-Rambo","1954","08","25","Rambo, B.",NA,"1949","07","18","Brasil","RS","Montenegro","Pareci","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Sem material Habitat: in silvula campestri Fenofase: flor","PACA042593",NA,"Magnoliophyta","Myrtales",NA,NA,"21601","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"166","2019-08-27 13:31:10-03","IAP","PACA-AGP","27679","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Emrich-Rambo","1954","08","25","Henz, E.",NA,"1944",NA,NA,"Brasil","RS","Montenegro","Pareci","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Sem material Habitat: in silvula campestri Fenofase: estéril","PACA027679",NA,"Magnoliophyta","Myrtales",NA,NA,"21601","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"167","2019-08-27 13:31:10-03","IAP","PACA-AGP","27589","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Emrich-Rambo","1954","08","25","Henz, E.",NA,"1944",NA,NA,"Brasil","RS","Montenegro","Pareci","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Sem material Habitat: in silvula campestri Fenofase: estéril","PACA027589",NA,"Magnoliophyta","Myrtales",NA,NA,"21601","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"168","2019-08-27 13:31:10-03","IAP","PACA-AGP","95799","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","J. Mauhs","1995","06","23","Mauhs, J.","444","1994","10","30","Brasil","RS","Novo Hamburgo","Parcão","-51.1305999755859","-29.6783008575439",NA,NA,NA,NA,"Habitat: Interior de mata secundária","PACA095799",NA,"Magnoliophyta","Myrtales",NA,NA,"20722","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"169","2019-08-27 13:31:10-03","IAP","PACA-AGP","62664","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Emrich-Rambo","1958","09","25","O.R. Camargo","2373","1957","11","02","Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Sem material Habitat: in silvula Fenofase: fruto submaturo","PACA062664",NA,"Magnoliophyta","Myrtales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"170","2019-08-27 13:31:10-03","IAP","PACA-AGP","37375","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Emrich-Rambo","1954","08","25","Rambo, B.",NA,"1948","08","21","Brasil","RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Sem material Habitat: in silvula campestri Fenofase: flor","PACA037375",NA,"Magnoliophyta","Myrtales",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"171","2019-08-27 13:31:10-03","IAP","PACA-AGP","95797","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","C. Mondin","1998","09",NA,"C. Mondin & C. E. Nascimento","1482","1998","09","23","Brasil","RS","Santana da Boa Vista","Arroio Vargas","-53.1152992248535","-30.8719005584717",NA,NA,NA,NA,"HASU 6929&nf;C/ ca. 2,5 m Habitat: Na mata ciliar Hábito: arbusto","PACA095797",NA,"Magnoliophyta","Myrtales",NA,NA,"47489","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"172","2019-08-27 13:31:10-03","IAP","PACA-AGP","97288.1","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Mondin & Pozzer",NA,NA,NA,"V. Pozzer",NA,"2003","04","01","Brasil","RS","Santana da Boa Vista","Loc, da Meia Lua","-53.1152992248535","-30.8719005584717",NA,NA,NA,NA,"HASU 17326 Hábito: árvore","PACA097288-1",NA,"Magnoliophyta","Myrtales",NA,NA,"47489","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"173","2019-08-27 13:31:10-03","IAP","PACA-AGP","55960","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Emrich-Rambo","1954","08","25","Rambo, B.",NA,"1954","11","03","Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Sem material Habitat: in araucarieto Fenofase: flor","PACA055960",NA,"Magnoliophyta","Myrtales",NA,NA,"76715","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"174","2019-08-27 13:31:10-03","IAP","PACA-AGP","33451","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Emrich-Rambo","1954","08","25","Henz, E.",NA,"1946","07","18","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Sem material Habitat: in silvula campestri Fenofase: flor","PACA033451",NA,"Magnoliophyta","Myrtales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"175","2019-08-27 13:31:10-03","IAP","PACA-AGP","7704","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Emrich-Rambo","1954","08","25","F. Theissen SJ",NA,"1907",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Sem material Habitat: in silvula campestri Fenofase: fruto novo","PACA007704",NA,"Magnoliophyta","Myrtales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"176","2019-08-27 13:31:10-03","IAP","PACA-AGP","38564","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Emrich-Rambo","1954","08","25","Rambo, B.",NA,"1948","12","07","Brasil","RS","São Leopoldo","in summo monte das Cabras","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Sem material Habitat: in rupestribus dumetosis Fenofase: fruto submaturo","PACA038564",NA,"Magnoliophyta","Myrtales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"177","2019-08-27 13:31:10-03","IAP","PACA-AGP","43936","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Emrich-Rambo","1954","08","25","Rambo, B.",NA,"1949","10","17","Brasil","RS","São Leopoldo","Sapucaia","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Sem material Habitat: in silvula campestri Fenofase: fruto novissimo","PACA043936",NA,"Magnoliophyta","Myrtales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"178","2019-08-27 13:31:10-03","IAP","PACA-AGP","29496","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Emrich-Rambo","1954","08","25","Rambo, B.",NA,"1945","09","05","Brasil","RS","São Leopoldo","Sapucaia","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"Sem material Habitat: in silvula rupestri Fenofase: flor","PACA029496",NA,"Magnoliophyta","Myrtales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"179","2019-08-27 13:31:10-03","IAP","PACA-AGP","61706","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Emrich-Rambo","1958","09","28","O.R. Camargo","2867","1957","12","10","Brasil","RS","Taquarí",NA,"-51.8643989562988","-29.7996997833252",NA,NA,NA,NA,"Sem material Habitat: in dumetosis Fenofase: fruto semievoluto","PACA061706",NA,"Magnoliophyta","Myrtales",NA,NA,"21657","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"180","2019-08-27 13:31:10-03","IAP","PACA-AGP","9240","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Emrich-Rambo","1954","08","25","Rambo, B.",NA,"1942","01","26","Brasil","RS","Tupanciretã","Jari","-53.8358001708984","-29.0806007385254",NA,NA,NA,NA,"Sem material Habitat: in silvula campestri Fenofase: estéril","PACA009240",NA,"Magnoliophyta","Myrtales",NA,NA,"59498","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"181","2019-08-27 13:31:10-03","IAP","PACA-AGP","25440.1","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Emrich-Rambo","1954","08","25","Reitz, R.",NA,"1946","01","28","Brasil","SC","Antônio Carlos","Biguassú","-48.7675018310547","-27.5168991088867",NA,NA,NA,NA,"Sem material Habitat: in silvula rupestri Fenofase: flor","PACA025440-1",NA,"Magnoliophyta","Myrtales",NA,NA,"15769","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"182","2019-08-27 13:31:10-03","IAP","PACA-AGP","66229","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","J.J. Wurdack","1963",NA,NA,"Reitz, R.","16286","1963","09","14","Brasil","SC","Lages","Ipema","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,"Sem material Habitat: capão","PACA066229",NA,"Magnoliophyta","Myrtales",NA,NA,"70701","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"183","2019-08-27 13:31:10-03","IAP","PACA-AGP","96952","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","M. Vergara",NA,NA,NA,"M. Vergara",NA,"2002","08","16","Brasil","RS","Cambará do Sul","PNAS - Parque Nacional Aparados da Serra","-50.1446990966797","-29.0478000640869",NA,NA,"900","900","Sem n° de HASU Hábito: terrícola","PACA096952",NA,"Magnoliophyta","Myrtales",NA,NA,"30776","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"184","2019-08-27 13:31:10-03","IAP","PACA-AGP","117757","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Ramos, A.J.K.",NA,NA,NA,"Lourenço, D.",NA,"2007","01",NA,"Brasil","RS","Canela","FLONA de Canela","-50.815601348877","-29.3656005859375",NA,NA,NA,NA,NA,"PACA117757",NA,"Magnoliophyta","Myrtales",NA,NA,"16452","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"185","2019-08-27 13:31:10-03","IAP","PACA-AGP","95802","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","J. A. Jacarenkow","1988","11",NA,"J. A. Jarenkow","908","1988","09","05","Brasil","RS","Capão do Leão","Horto Botânico Irmão Teodoro Luis","-52.4838981628418","-31.7632999420166",NA,NA,NA,NA,"HASU 5958&nf;Com ca. De 3 m de altura. Flores com cálice ferrugíneo, corola branca e estâmes amarelos Habitat: Em borda de mata paludosa Hábito: arbusto","PACA095802",NA,"Magnoliophyta","Myrtales",NA,NA,"28605","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"186","2019-08-27 13:31:10-03","IAP","PACA-AGP","30837","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Emrich-Rambo","1954","08","25","Rambo, B.",NA,"1946","01","31","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"Sem material Habitat: in araucarieto Fenofase: estéril","PACA030837",NA,"Magnoliophyta","Myrtales",NA,NA,"49662","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"187","2019-08-27 13:31:10-03","IAP","PACA-AGP","59912","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Emrich-Rambo","1957","05","05","O.R. Camargo","1237","1957","04","07","Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"Sem material Habitat: in araucarieto Fenofase: estéril","PACA059912",NA,"Magnoliophyta","Myrtales",NA,NA,"19545","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"188","2019-08-27 13:31:10-03","IAP","PACA-AGP","62414","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Emrich-Rambo","1958","09","26","O.R. Camargo","1761","1957","09","19","Brasil","RS","Montenegro",NA,"-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Sem material Habitat: in silva rupestri Fenofase: fruto semievoluto","PACA062414",NA,"Magnoliophyta","Myrtales",NA,NA,"21601","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"189","2019-08-27 13:31:10-03","IAP","PACA-AGP","47870","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Emrich-Rambo","1954","08","25","Sehnem, A.","2301","1946","11","15","Brasil","RS","Montenegro","Campestre","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Habitat: in silvula secundaris Fenofase: flor","PACA047870",NA,"Magnoliophyta","Myrtales",NA,NA,"21601","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"190","2019-08-27 13:31:10-03","IAP","PACA-AGP","34301","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Emrich-Rambo","1954","08","25","E. Friderichs SJ",NA,"1946","12",NA,"Brasil","RS","Montenegro","Kappesberg","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Sem material Habitat: insilvula secundaria Fenofase: flor","PACA034301",NA,"Magnoliophyta","Myrtales",NA,NA,"21601","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"191","2019-08-27 13:31:10-03","IAP","PACA-AGP","26625","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Emrich-Rambo","1954","08","25","Henz, E.",NA,"1907",NA,NA,"Brasil","RS","Montenegro","Pareci","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Sem material Habitat: in silvula campestri Fenofase: estéril","PACA026625",NA,"Magnoliophyta","Myrtales",NA,NA,"21601","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"192","2019-08-27 13:31:10-03","IAP","PACA-AGP","43220","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Emrich-Rambo","1954","08","25","Rambo, B.",NA,"1949","09","02","Brasil","RS","Novo Hamburgo","ad montem Ferrabraz","-51.1305999755859","-29.6783008575439",NA,NA,NA,NA,"Sem material Habitat: in silvula secundaria Fenofase: flor subaperto","PACA043220",NA,"Magnoliophyta","Myrtales",NA,NA,"20722","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"193","2019-08-27 13:31:10-03","IAP","PACA-AGP","95804","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","J. Mauhs","1995","06","23","Mauhs, J.","497","1995","04","14","Brasil","RS","Novo Hamburgo","Parcão","-51.1305999755859","-29.6783008575439",NA,NA,NA,NA,"HASU 4366 Habitat: Maricasal","PACA095804",NA,"Magnoliophyta","Myrtales",NA,NA,"20722","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"194","2019-08-27 13:31:10-03","IAP","PACA-AGP","48776","PreservedSpecimen","Plantae","Melastomataceae","Miconia","hyemalis","Miconia hyemalis","A. St.-Hil. & Naudin","Emrich-Rambo","1954","08","25","Rambo, B.",NA,"1950","09","11","Brasil","RS","Osório",NA,"-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Sem material Habitat: in silvula arenosa Fenofase: flor","PACA048776",NA,"Magnoliophyta","Myrtales",NA,NA,"27350","auto","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
