"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","recordNumber","decimalLongitude","decimalLatitude","stateProvince","day","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"46","2021-04-08 20:48:31-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","07944","S","Plantae","Tracheophyta","Polypodiales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"M.R. Pietrobom-Silva","1992","12","América do Sul","Brasil","Serra Dourada",NA,"GEOGRAFIA: região com afloramentos rochosos com cerrrado;",NA,NA,"A.Salino","593","-50.1403007507324","-15.9343996047974","Goiás","18","Goiás",NA,NA,"63502","auto","Polypodiopsida","2007",NA,NA,NA,NA,NA,NA,NA
"47","2021-04-05 09:59:01-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","11226","S","Plantae","Tracheophyta","Polypodiales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"M.R. Pietrobom-Silva","1996","01","América do Sul","Brasil","serra do lajeado",NA,"GEOGRAFIA: região de cerrado com mata seca semidecídua;",NA,NA,"A.Salino","2781","-49.7863998413086","-19.2133007049561","Minas Gerais","25","Gurinhatã",NA,NA,"50608","auto","Polypodiopsida","2007",NA,NA,NA,NA,NA,NA,NA
"48","2021-04-08 20:48:31-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","25062","S","Plantae","Tracheophyta","Polypodiales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"M. Almeida-Neto","1998","01","América do Sul","Brasil","fazenda crixas",NA,"GEOGRAFIA: margem do regato em mata ciliar;",NA,NA,"A.Salino","338","-49.6800003051758","-21.0499992370605","São Paulo","30","José Bonifácio",NA,NA,"36198","auto","Polypodiopsida","2008",NA,NA,NA,NA,NA,NA,NA
"49","2021-03-30 12:50:52-03","EAO","IAN","79106","PreservedSpecimen","Plantae","Fern",NA,"Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"Gutiérrez, GV; Barkley, FA","1947","11",NA,"Colômbia","Departamento de Antioquia. Selva abierta y úmeda con el suelo muy úmedo, en los alrededores de Angelópolis.",NA,"Helecho arbóreo, con tronco mas o menos de 6 metros de altura.","IAN079106",NA,"Pietrobom, MR","17674",NA,NA,NA,"23",NA,"1950","1950",NA,NA,NA,"2006","03","31",NA,NA,NA,NA,NA
"50","2021-03-30 12:50:52-03","EAO","IAN","79106","PreservedSpecimen","Plantae","Fern",NA,"Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"Gutiérrez, GV; Barkley, FA","1947","11",NA,"Colômbia","Departamento de Antioquia. Selva abierta y úmeda con el suelo muy úmedo, en los alrededores de Angelópolis.",NA,"Helecho arbóreo, con tronco mas o menos de 6 metros de altura.","IAN079106",NA,"Pietrobom, MR","17674",NA,NA,NA,"23",NA,"1950","1950",NA,NA,NA,"2006","03","31",NA,NA,NA,NA,NA
"51","2020-02-08 10:41:06-03","NBC","NL-BOTANY","U.1005938","PreservedSpecimen","Plantae",NA,"Cyatheales","Cyatheaceae","Alsophila","impressa","Alsophila impressa","Fée",NA,"Glaziou AFM","1971","07","Southern America","Brazil","Cijuta. BRÉSIL.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1005938 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1005938","NL-U1005938",NA,NA,NA,NA,NA,"07",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-02-08 10:41:07-03","NBC","NL-BOTANY","L.1284701","PreservedSpecimen","Plantae",NA,"Cyatheales","Cyatheaceae","Alsophila","plagiopteris","Alsophila plagiopteris","Mart.",NA,"Sellow F",NA,NA,"Southern America","Brazil","Brasilia.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1284701 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1284701","NL-L1284701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-02-08 10:41:07-03","NBC","NL-BOTANY","L.1284819","PreservedSpecimen","Plantae",NA,"Cyatheales","Cyatheaceae","Alsophila","sprucei","Alsophila sprucei","Hook.",NA,"Gascoyne-Cecil S","1983","07","Southern America","Peru","Dept. Junin: on N bank of Parene River, within 15 miles from confluence of Chanchamayo and Paucartambo Rivers.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1284819 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1284819","NL-L1284819",NA,NA,NA,NA,NA,"20",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-02-08 10:41:07-03","NBC","NL-BOTANY","L.1284820","PreservedSpecimen","Plantae",NA,"Cyatheales","Cyatheaceae","Alsophila","sprucei","Alsophila sprucei","Hook.",NA,"Gascoyne-Cecil S","1983","07","Southern America","Peru","Dept. Junin: on N bank of Parene River, within 15 miles from confluence of Chanchamayo and Paucartambo Rivers.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1284820 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1284820","NL-L1284820",NA,NA,NA,NA,NA,"20",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-02-08 10:41:12-03","NBC","NL-BOTANY","U.1006164","PreservedSpecimen","Plantae",NA,"Cyatheales","Cyatheaceae","Alsophila","sprucei","Alsophila sprucei","Hook.",NA,"Gascoyne-Cecil S","1983","07","Southern America","Peru","Dept. Junin: on N bank of Parene River, within 15 miles from confluence of Chanchamayo and Paucartambo Rivers.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1006164 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1006164","NL-U1006164",NA,NA,NA,NA,NA,"20",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-02-08 10:41:18-03","NBC","NL-BOTANY","U.1006795","PreservedSpecimen","Plantae",NA,"Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"Plowman TC; Davis EW","1974","08","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1006795 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1006795","NL-U1006795",NA,NA,NA,NA,"Huila","14",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,"U 0099193",NA,NA,NA,NA
"57","2020-02-08 10:41:18-03","NBC","NL-BOTANY","U.1006796","PreservedSpecimen","Plantae",NA,"Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"Schultes RE; Villarreal M","1946","05","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1006796 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1006796","NL-U1006796",NA,NA,NA,NA,"Putumayo","29",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,"U 0099192",NA,NA,NA,NA
"58","2020-02-08 10:41:18-03","NBC","NL-BOTANY","U.1006797","PreservedSpecimen","Plantae",NA,"Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"Tryon RM; Tryon AF","1956","10","Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1006797 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1006797","NL-U1006797",NA,NA,NA,NA,"Junin","28",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,"U 0099196",NA,NA,NA,NA
"59","2020-02-08 10:41:18-03","NBC","NL-BOTANY","U.1006798","PreservedSpecimen","Plantae",NA,"Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"Tryon RM; Tryon AF","1956","10","Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1006798 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1006798","NL-U1006798",NA,NA,NA,NA,"Junin","28",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,"U 0099195",NA,NA,NA,NA
"60","2020-02-08 10:41:18-03","NBC","NL-BOTANY","U.1006799","PreservedSpecimen","Plantae",NA,"Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"Tryon RM; Tryon AF","1956","10","Southern America","Peru",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1006799 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1006799","NL-U1006799",NA,NA,NA,NA,"Junin","28",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,"U 0099194",NA,NA,NA,NA
"61","2020-02-08 10:41:18-03","NBC","NL-BOTANY","U.1006800","PreservedSpecimen","Plantae",NA,"Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"Green L",NA,NA,"Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1006800 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1006800","NL-U1006800",NA,NA,NA,NA,"Antioquia",NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,"U 0099197",NA,NA,NA,NA
"62","2020-02-08 10:41:18-03","NBC","NL-BOTANY","U.1006801","PreservedSpecimen","Plantae",NA,"Cyatheales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"Gentry AH; Repizzo A; Solano C","1990","12","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1006801 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1006801","NL-U1006801","Moran RC",NA,"-73.666667","4.583333","Cundinamarca","16",NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,"U 0097060","-73.666667","4.583333",NA,NA
"63","2021-01-14 15:27:39-03","MN","R","186833","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"Glaziou, A.F.M.","1873",NA,NA,"Brasil",NA,NA,"Gabinete de Botânica da Escola Polytechnica, 1017","R000186833","R000186833_001","Fernandes, I.",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"1995",NA,NA,NA,NA,NA,NA,NA
"64","2019-08-27 13:34:57-03","IAP","PACA-AGP","100181","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Cyatheaceae","Alsophila","impressa","Alsophila impressa","Fée",NA,"Sehnem, A.","1965","03",NA,"Brasil","Ilha de Santa Catarina, Morro da Lagoa.",NA,"caudex 5 cm; crassus; planus, ca. 8 metra altus. Habitat: arborescens in silva primaeva ad rivum","PACA100181",NA,"A. Sehnem","8398",NA,NA,"SC","19",NA,"250","250",NA,NA,"Filicopsida","1974",NA,NA,NA,NA,NA,NA,NA
"65","2019-08-27 13:35:01-03","IAP","PACA-AGP","85069","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"I. Fernandes","1996","03",NA,"Brasil","Rodovia BR-364, Grama-Bastos",NA,"Habitat: barranco ensolarado úmido na beira de estrada","PACA085069",NA,"I. Fernandes","1339",NA,NA,"MG","07",NA,"660","660",NA,NA,"Filicopsida",NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-04-27 16:09:24-03","UFES","VIES","32208","S","Plantae",NA,NA,"Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"Fernandes, I.; Pietrobom-Silva, M.R.","1996","03",NA,"Brasil","Rodovia BR-364.",NA,NA,"VIES032208","VIES032208","Fernandes, I.","1338",NA,NA,"Minas Gerais","07","Minas Gerais","660","660",NA,NA,NA,"1996","03","07",NA,NA,NA,NA,NA
"67","2019-11-25 12:11:47-03","UFSM","SMDB","2755","S","Plantae",NA,NA,"Cyatheaceae","Alsophila","plagiopteris","Alsophila plagiopteris","Mart.",NA,"Chagas, AM","1987","09",NA,"Brasil",NA,NA,NA,"SMDB002755",NA,"Alvarez, A.F.","s.n.","-53.4914016723633","-30.5121994018555","Rio Grande do Sul","01","Caçapava do Sul",NA,NA,"50525","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:21:50-03","MBM","MBM","19955","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"Brade, A.C.","1929","04","Southern America","Brazil","Alto da Boa Vista",NA,"= 18450","MBM019955","MBM019955","Fernandez, I.","8592","-43.2075004577637","-22.9027996063232","Rio de Janeiro",NA,"Rio de Janeiro",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:21:50-03","MBM","MBM","145112","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"Smith, D.N.; et al.; et al.","1989","05","Southern America","Bolivia",NA,NA,NA,"MBM145112","MBM145112","Moran, R.C.","13267",NA,NA,NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:21:50-03","MBM","MBM","18450","PreservedSpecimen","Plantae",NA,NA,"Cyatheaceae","Cyathea","poeppigii","Cyathea poeppigii","(Hook.) Domin",NA,"Brade, A.C.","1929","04","Southern America","Brazil","Alto da Boa Vista",NA,"= 19955","MBM018450","MBM018450","Fernandez, I.","8592","-43.2075004577637","-22.9027996063232","Rio de Janeiro",NA,"Rio de Janeiro",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2015-09-03 17:01:01-03","MNHN","RECOLNAT_MNHN_P","P01357249","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Alsophila","plagiopteris","Alsophila plagiopteris","Mart.",NA,"Weddell, H.A.","1844",NA,NA,"Brésil","Barb[acene]. Minas Geraes","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01357249' target='other'> <mi>dwc_moreinfo</mi></a>","P01357249","P01357249_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1150",NA
"72","2015-09-03 17:01:01-03","MNHN","RECOLNAT_MNHN_P","P01357250","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Alsophila","plagiopteris","Alsophila plagiopteris","Mart.",NA,"Blanchet, J.S.",NA,NA,NA,"Brésil","Illheos. Province de Bahia","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01357250' target='other'> <mi>dwc_moreinfo</mi></a>","P01357250","P01357250_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3940",NA
"73","2015-09-03 17:01:01-03","MNHN","RECOLNAT_MNHN_P","P01357251","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Alsophila","plagiopteris","Alsophila plagiopteris","Mart.",NA,"Blanchet, J.S.",NA,NA,NA,"Brésil","Illheos. Province de Bahia","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01357251' target='other'> <mi>dwc_moreinfo</mi></a>","P01357251","P01357251_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3940",NA
"74","2015-09-03 17:01:01-03","MNHN","RECOLNAT_MNHN_P","P01357252","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Alsophila","plagiopteris","Alsophila plagiopteris","Mart.",NA,"Blanchet, J.S.",NA,NA,NA,"Brésil","Illheos. Province de Bahia","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01357252' target='other'> <mi>dwc_moreinfo</mi></a>","P01357252","P01357252_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3940",NA
"75","2015-09-03 17:01:01-03","MNHN","RECOLNAT_MNHN_P","P01357253","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Alsophila","plagiopteris","Alsophila plagiopteris","Mart.",NA,"Blanchet, J.S.",NA,NA,NA,"Brésil","Illheos. Province de Bahia","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01357253' target='other'> <mi>dwc_moreinfo</mi></a>","P01357253","P01357253_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3940",NA
"76","2015-09-03 17:01:01-03","MNHN","RECOLNAT_MNHN_P","P01357254","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Alsophila","plagiopteris","Alsophila plagiopteris","Mart.",NA,"Hinds","1841",NA,NA,"Brésil","Ste Catherine","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01357254' target='other'> <mi>dwc_moreinfo</mi></a>","P01357254","P01357254_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2015-09-03 17:01:01-03","MNHN","RECOLNAT_MNHN_P","P01357255","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Alsophila","plagiopteris","Alsophila plagiopteris","Mart.",NA,"Thiébaut, C.","1871","3",NA,"Brésil","Bois des Tijucas. Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01357255' target='other'> <mi>dwc_moreinfo</mi></a>","P01357255","P01357255_01",NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2015-09-03 17:01:01-03","MNHN","RECOLNAT_MNHN_P","P01357262","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Alsophila","plagiopteris","Alsophila plagiopteris","Mart.",NA,"Nadeaud, J.",NA,NA,NA,"Brésil","Corcovado","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01357262' target='other'> <mi>dwc_moreinfo</mi></a>","P01357262","P01357262_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2015-09-03 17:01:01-03","MNHN","RECOLNAT_MNHN_P","P01357263","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Alsophila","plagiopteris","Alsophila plagiopteris","Mart.",NA,"Sellow, F.",NA,NA,NA,"Brasilia","s.l.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01357263' target='other'> <mi>dwc_moreinfo</mi></a>","P01357263","P01357263_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2015-09-03 17:01:01-03","MNHN","RECOLNAT_MNHN_P","P01357266","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Alsophila","plagiopteris","Alsophila plagiopteris","Mart.",NA,"Saint-Hilaire, A. de","1816",NA,NA,"Brésil","Province de Saint-Paul. S. Pauli dictae Campos Geraes.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01357266' target='other'> <mi>dwc_moreinfo</mi></a>","P01357266","P01357266_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1394",NA
"81","2015-09-03 17:01:01-03","MNHN","RECOLNAT_MNHN_P","P01357267","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Alsophila","plagiopteris","Alsophila plagiopteris","Mart.",NA,"Saint-Hilaire, A. de","1816",NA,NA,"Brésil","Province de Saint-Paul. S. Pauli dictae Campos Geraes.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01357267' target='other'> <mi>dwc_moreinfo</mi></a>","P01357267","P01357267_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 1394",NA
"82","2015-09-03 17:01:01-03","MNHN","RECOLNAT_MNHN_P","P01357268","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Alsophila","plagiopteris","Alsophila plagiopteris","Mart.",NA,"Sellow, F.",NA,NA,NA,"Brasilia","s.l.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01357268' target='other'> <mi>dwc_moreinfo</mi></a>","P01357268","P01357268_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2015-09-03 17:01:01-03","MNHN","RECOLNAT_MNHN_P","P01357269","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Alsophila","plagiopteris","Alsophila plagiopteris","Mart.",NA,"Gaudichaud, C.","1831",NA,NA,"Brésil","Chaine des Orgues. Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01357269' target='other'> <mi>dwc_moreinfo</mi></a>","P01357269","P01357269_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"206",NA
"84","2015-09-03 17:01:01-03","MNHN","RECOLNAT_MNHN_P","P01357270","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Alsophila","plagiopteris","Alsophila plagiopteris","Mart.",NA,"Gaudichaud, C.","1833","1",NA,"Brésil","Province de San-Paolo","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01357270' target='other'> <mi>dwc_moreinfo</mi></a>","P01357270","P01357270_01",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26",NA
"85","2015-09-03 17:01:01-03","MNHN","RECOLNAT_MNHN_P","P01357271","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Alsophila","plagiopteris","Alsophila plagiopteris","Mart.",NA,"Gaudichaud, C.","1831",NA,NA,"Brésil","Rio Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01357271' target='other'> <mi>dwc_moreinfo</mi></a>","P01357271","P01357271_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"209",NA
"86","2015-09-03 17:01:01-03","MNHN","RECOLNAT_MNHN_P","P01357272","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Alsophila","plagiopteris","Alsophila plagiopteris","Mart.",NA,"Riedel, L.",NA,NA,NA,"Brasilia","s.l.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01357272' target='other'> <mi>dwc_moreinfo</mi></a>","P01357272","P01357272_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2015-09-03 17:01:01-03","MNHN","RECOLNAT_MNHN_P","P01357273","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Alsophila","plagiopteris","Alsophila plagiopteris","Mart.",NA,"Glaziou, A.","1867","4",NA,"Brésil","Serra da Estrella. R.J.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01357273' target='other'> <mi>dwc_moreinfo</mi></a>","P01357273","P01357273_01",NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"988",NA
"88","2015-09-03 17:01:01-03","MNHN","RECOLNAT_MNHN_P","P01357274","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Alsophila","plagiopteris","Alsophila plagiopteris","Mart.",NA,"s.c.",NA,NA,NA,"Brésil","Rio Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01357274' target='other'> <mi>dwc_moreinfo</mi></a>","P01357274","P01357274_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2015-09-03 17:01:19-03","MNHN","RECOLNAT_MNHN_P","P01357275","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Alsophila","plagiopteris","Alsophila plagiopteris","Mart.",NA,"Glaziou, A.","1880","2",NA,"Brésil","Picada do Paty do Alferes, on chemin de Marques da Costa, à Petropolis. R.J.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01357275' target='other'> <mi>dwc_moreinfo</mi></a>","P01357275","P01357275_01",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12292",NA
"90","2015-09-03 17:01:19-03","MNHN","RECOLNAT_MNHN_P","P01357276","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Alsophila","plagiopteris","Alsophila plagiopteris","Mart.",NA,"Glaziou, A.","1866","11",NA,"Brésil","Tijuca","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01357276' target='other'> <mi>dwc_moreinfo</mi></a>","P01357276","P01357276_01",NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2015-09-03 17:01:19-03","MNHN","RECOLNAT_MNHN_P","P01357277","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Alsophila","plagiopteris","Alsophila plagiopteris","Mart.",NA,"Glaziou, A.","1867","4",NA,"Brésil","Serra da Estrella. R.J.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01357277' target='other'> <mi>dwc_moreinfo</mi></a>","P01357277","P01357277_01",NA,NA,NA,NA,NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"988",NA
"92","2015-09-03 17:01:19-03","MNHN","RECOLNAT_MNHN_P","P01357278","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Alsophila","plagiopteris","Alsophila plagiopteris","Mart.",NA,"Glaziou, A.","1880","2",NA,"Brésil","Picada do Paty do Alferes, on chemin de Marques da Costa, à Petropolis. R.J.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01357278' target='other'> <mi>dwc_moreinfo</mi></a>","P01357278","P01357278_01",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12292",NA
"93","2015-09-03 17:01:19-03","MNHN","RECOLNAT_MNHN_P","P01357279","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Alsophila","plagiopteris","Alsophila plagiopteris","Mart.",NA,"Glaziou, A.","1880","2",NA,"Brésil","Picada do Paty do Alferes, on chemin de Marques da Costa, à Petropolis. R.J.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01357279' target='other'> <mi>dwc_moreinfo</mi></a>","P01357279","P01357279_01",NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12292",NA
