"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","imagecode","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","typeStatus"
"52","2019-08-27 13:34:20-03","IAP","PACA-AGP","66484","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Camargo, O. R.",NA,"Brasil","RS","Taquari","estação Exp. de Pomicultura","-51.8643989562988","-29.7996997833252",NA,NA,NA,NA,NA,NA,"Habitat: campo seco","PACA066484","3236","Magnoliophyta","Geraniales","Lam.","O. R. Camargo","1958","11","08",NA,"21657","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA
"53","2019-08-27 13:34:20-03","IAP","PACA-AGP","9443","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Rambo, B.",NA,"Brasil","RS","Tupanciretã","Jari, B. V. da Serra","-53.8358001708984","-29.0806007385254",NA,NA,NA,NA,NA,NA,"Habitat: in campestribus siccis graminosis Fenofase: flor","PACA009443",NA,"Magnoliophyta","Geraniales","Lam.","Emrich-Rambo","1942","01","27",NA,"59498","auto","Magnoliopsida","1954","08","18",NA,NA,NA
"54","2019-08-27 13:34:20-03","IAP","PACA-AGP","9084","PreservedSpecimen","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Rambo, B.",NA,"Brasil","RS","Tupanciretã","Jari, Tengo","-53.8358001708984","-29.0806007385254",NA,NA,NA,NA,NA,NA,"Habitat: in campestribus siccis graminosis Fenofase: flor e fruto maturo","PACA009084",NA,"Magnoliophyta","Geraniales","Lam.","Emrich-Rambo","1942","01","25",NA,"59498","auto","Magnoliopsida","1954","08","18",NA,NA,NA
"55","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0023955","PreservedSpecimen","Plantae","Linaceae","Cliococca","selaginoides","Cliococca selaginoides","L. R. Landrum",NA,"Chile","Biobio",NA,"Region VIII, Concepcion, Santa Juana, ca. 2 km from Lo Martinez towards Colico, Lo Martinez being on on road from Santa Juana to Los Angeles","-72.9107","-37.2918",NA,NA,"200",NA,NA,NA,"Perennial herb; flowers whitish.",NA,"10064","Magnoliophyta","Malpighiales","(Lam.) C.M.Rogers & Mildner",NA,"2001","11","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0023909","PreservedSpecimen","Plantae","Linaceae","Cliococca","selaginoides","Cliococca selaginoides","M. M. Arbo; S. Ferrucci, V. Solis Neffa, E. Blanco & R. Beron No.",NA,"Argentina","Corrientes",NA,"Dep. Santo Tome. Ruta 41, 17-20 Km al N de Galarza.","-56.532642","-27.964764",NA,NA,"100","100",NA,NA,"Convenio de cooperación c/Subsecretaria de Recursos Naturales y Medio Ambiente, Gobierno de Corrientes.; Frutos amarillentos",NA,"6434","Magnoliophyta","Malpighiales","(Lam.) C.M.Rogers & Mildner","M. M. Arbo","1994","11","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-01-17 11:26:18-02","PUCRS","MPUC","20959","S","Plantae","Linaceae","Cliococca","selaginoides","Cliococca selaginoides","M. Sobral","South America","Brasil","RS","Santana da Boa Vista","Serra do Apertado","-53.1152992248535","-30.8719005584717",NA,NA,NA,NA,NA,NA,"Em encosta",NA,NA,NA,"Malpighiales","(Lam.) C.M. Rogers & Mildner","M. Sobral","1995","11","02",NA,"47489","auto","Magnoliopsida","1995","01","01","2831","1",NA
"58","2019-01-17 11:26:19-02","PUCRS","MPUC","15327","S","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides",NA,"South America","Brasil","RS","Guaíba","mato Bier","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000",NA,NA,NA,NA,NA,NA,NA,NA,"Malpighiales","Lam.","N.I. Matzenbacher","1977","09","08",NA,NA,NA,"Magnoliopsida","1977","01","01",NA,"1",NA
"59","2020-10-14 10:02:22-03","FURB","FURB","41842","PreservedSpecimen","Plantae","Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Verdi, M.; Jarenkow, J.A.",NA,"Brasil","Rio Grande do Sul","Encruzilhada do Sul","Serra dos Pedrosos.","-52.9111111","-30.7697223","-52.9111111","-30.7697223","324","324",NA,NA,"coletas realizadas em floresta e campos Habitat: Estepe estacional; campo Habito: herbáceo;","FURB16592","6337",NA,NA,"(Lam.) C.M. Rogers & Mildner","Heiden, G.","2012","12","01","FURB16592",NA,NA,NA,"2017","12","05",NA,NA,NA
"60","2020-10-14 10:02:22-03","FURB","FURB","50059","PreservedSpecimen","Plantae","Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Funez, L.A.",NA,"Brasil","Santa Catarina","Florianópolis","Costão do Santinho.","-48.3722223","-27.45","-48.3722223","-27.4500000","5","5",NA,NA,NA,"FURB50059","4821",NA,NA,"(Lam.) C.M. Rogers & Mildner","Funez, L.A.","2015","11","28","FURB50059",NA,NA,NA,"2016","06",NA,NA,NA,NA
"61","2020-10-14 10:02:22-03","FURB","FURB","64329","PreservedSpecimen","Plantae","Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Funez, L.A.; Costa-Rezende, D.H., Ribeiro-Nardes, W., Kossmann, T., Kassner-Filho, A., Bones, F.L.V.",NA,"Brasil","Santa Catarina","Bom Jardim da Serra","Campos de Santa Bárbara. Parque Nacional de São Joaquim","-49.6063889","-28.1630556","-49.6063889","-28.1630556","1670","1670",NA,NA,"Frutos imaturos verdes Habitat: Campos Habito: Erva","FURB64329","8668",NA,NA,"(Lam.) C.M. Rogers & Mildner","Funez, L.A.","2019","01","25","FURB64329",NA,NA,NA,"2019","01","25",NA,NA,NA
"62","2020-12-09 14:46:47-03","FURB","FURB","66550","PreservedSpecimen","Plantae","Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Kassner-Filho, A.",NA,"Brasil","Santa Catarina","Imbituba","Praia da Vila.","-48.6766667","-28.2544444","-48.6766667","-28.2544444","5","5",NA,NA,"fruto? Habitat: restinga Habito: erva terrícola","FURB66550","5762",NA,NA,"(Lam.) C.M. Rogers & Mildner","Funez, L.A.","2020","08","16","FURB66550",NA,NA,NA,"2020","10","15",NA,NA,NA
"63","2021-03-24 16:38:36-03","FURB","FURB","67147","PreservedSpecimen","Plantae","Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Funez, L.A.; Ribeiro-Nardes, W., Comin, M.",NA,"Brasil","Santa Catarina","Urubici","Santa Bárbara, proximidades do alojamento. Parque Nacional de São Joaquim","-49.6291667","-28.1438889","-49.6291667","-28.1438889","1364","1364",NA,NA,"Frutos imaturos, verdes Habitat: Vassoural Habito: Erva","FURB67147","9749",NA,NA,"(Lam.) C.M. Rogers & Mildner",NA,"2019","12","17","FURB67147",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2019-08-16 08:39:46-03","UTFPR","HCF","27614","S","Plantae","Linaceae","Cliococca","selaginoides","Cliococca selaginoides","J. Cordeiro",NA,"Brasil","RS","São José do Norte","Centro Comunitário de Pescadores e","-52.0416984558105","-32.0147018432617",NA,NA,NA,NA,NA,NA,"erva, frutos maduros. Das dunas.",NA,"3261",NA,NA,"(Lam.) C.M. Rogers & Mildner","G. Heiden","2009","11","06",NA,"97770","auto",NA,"2010",NA,NA,NA,NA,NA
"65","2019-08-16 08:39:46-03","UTFPR","HCF","19680","S","Plantae","Linaceae","Cliococca","selaginoides","Cliococca selaginoides","J. Cordeiro",NA,"Brasil","SC","Garopaba","Morro do Ferraz","-48.6133003234863","-28.0233001708984",NA,NA,NA,NA,NA,NA,"erva, capítulo alvacento. Restinga arbórea.",NA,"4122",NA,NA,"(Lam.) C.M. Rogers & Mildner","G. Heiden","2010","12","04",NA,"11115","auto",NA,"2011",NA,NA,NA,NA,NA
"66","2019-11-25 12:12:13-03","UFSM","SMDB","18353","S","Plantae","Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Schaefer, J",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro Santana","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,NA,"SMDB018353","569",NA,NA,"(Lam.) C.M.Rogers & Milder","Schaefer, J","2016","09","21",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA
"67","2019-11-25 12:12:13-03","UFSM","SMDB","2938","S","Plantae","Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Tabarelli, M",NA,"Brasil","Rio Grande do Sul","Santa Maria","Morro do Cardoso","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,NA,NA,"SMDB002938","s.n.",NA,NA,"(Lam.) C.M.Rogers & Milder","Alvarez, A.F.","1988","10","27",NA,"37819","auto",NA,"1989","09","06",NA,NA,NA
"68","2019-11-25 12:12:13-03","UFSM","SMDB","362","S","Plantae","Linaceae","Linum","selaginoides","Linum selaginoides","Rau, G",NA,"Brasil","Rio Grande do Sul","Santa Maria","Boca do Monte","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,NA,NA,"SMDB000362","s.n.",NA,NA,"Lam.","Rau, G","1939","11","23",NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:31:37-03","MBM","MBM","39284","PreservedSpecimen","Plantae","Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Pereira, E.; Hatschbach, G.; Hatschbach, G.","Southern America","Brazil","Paraná","Guarapuava","Fazenda Campo Real","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,NA,NA,NA,"MBM039284","7992",NA,NA,"(Lam.) Rogers & Mildner","Pereira, E.",NA,NA,NA,"MBM039284","53832","auto",NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:31:37-03","MBM","MBM","29095","PreservedSpecimen","Plantae","Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Hatschbach, G.","Southern America","Brazil","Paraná","Guarapuava","Rio Coutinho","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,NA,NA,NA,"MBM029095","31042",NA,NA,"(Lam.) Rogers & Mildner","Hatschbach, G.",NA,NA,NA,"MBM029095","53832","auto",NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:31:37-03","MBM","MBM","77423","PreservedSpecimen","Plantae","Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Arbo, M.M.; et al.; et al.","Southern America","Brazil","Rio Grande do Sul","Alegrete","14km W de Alegrete","-55.7919006347656","-29.7831001281738",NA,NA,NA,NA,NA,NA,NA,"MBM077423","2427",NA,NA,"(Lam.) Rogers & Mildner",NA,NA,NA,NA,"MBM077423","89305","auto",NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:31:37-03","MBM","MBM","355536","PreservedSpecimen","Plantae","Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Cordeiro, J.; Barboza, E.; Silva, J.M.; Vaz, J.; Barboza, E.; Silva, J.M.; Vaz, J.","Southern America","Brazil","Rio Grande do Sul","Arroio do Sal","Arroio Teixeira","-49.8889007568359","-29.551399230957",NA,NA,NA,NA,NA,NA,"Erva, restinga arbórea","MBM355536","3245",NA,NA,"(Lam.) Rogers & Mildner","Heiden, G.","2009","11","04","MBM355536","15157","auto",NA,"2010","07","16",NA,NA,NA
"73","2020-12-21 16:31:37-03","MBM","MBM","100004","PreservedSpecimen","Plantae","Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Sobral, M.","Southern America","Brazil","Rio Grande do Sul","Lavras do Sul","Mina Volta Grande","-53.8950004577637","-30.8131008148193",NA,NA,NA,NA,NA,NA,NA,"MBM100004","3113",NA,NA,"(Lam.) Rogers & Mildner","Sobral, M.",NA,NA,NA,"MBM100004","76406","auto",NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:31:37-03","MBM","MBM","189829","PreservedSpecimen","Plantae","Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Jarenkow, J.A.","Southern America","Brazil","Rio Grande do Sul","Piratini","Rod. BR-293, Serra das Asperesas","-53.1041984558105","-31.4480991363525",NA,NA,NA,NA,NA,NA,NA,"MBM189829","1539",NA,NA,"(Lam.) Rogers & Mildner","Jarenkow, J.A.",NA,NA,NA,"MBM189829","62286","auto",NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:31:37-03","MBM","MBM","355533","PreservedSpecimen","Plantae","Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Cordeiro, J.; Barboza, E.; Silva, J.M.; Vaz, J.; Barboza, E.; Silva, J.M.; Vaz, J.","Southern America","Brazil","Rio Grande do Sul","São José do Norte","Centro Comunitário de Pescadores e Agricultores da Várzea","-52.0416984558105","-32.0147018432617",NA,NA,NA,NA,NA,NA,"Erva, frutos maduro. Das dunas","MBM355533","3261",NA,NA,"(Lam.) Rogers & Mildner","Heiden, G.","2009","11","06","MBM355533","97770","auto",NA,"2010","07","13",NA,NA,NA
"76","2020-12-21 16:31:37-03","MBM","MBM","19771","PreservedSpecimen","Plantae","Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Hatschbach, G.; Koczicki, C.; Koczicki, C.","Southern America","Brazil","Santa Catarina","Laguna","Laguna","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,NA,NA,NA,"MBM019771","27321",NA,NA,"(Lam.) Rogers & Mildner","Hatschbach, G.",NA,NA,NA,"MBM019771","21199","auto",NA,NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:31:37-03","MBM","MBM","109944","PreservedSpecimen","Plantae","Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Falkenberg, D.B.","Southern America","Brazil","Santa Catarina","Amaral Ferrador","Rio dos Ladrões",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM109944","3184",NA,NA,"(Lam.) Rogers & Mildner","Falkenberg, D.B.",NA,NA,NA,"MBM109944",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:31:37-03","MBM","MBM","12527","PreservedSpecimen","Plantae","Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Montes, H.E.","Southern America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM012527","12796",NA,NA,"(Lam.) Rogers & Mildner","Pedersen, T.M.",NA,NA,NA,"MBM012527",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:31:37-03","MBM","MBM","17663","PreservedSpecimen","Plantae","Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Krapovickas, A.; et al.; et al.","Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM017663","s.n.",NA,NA,"(Lam.) Rogers & Mildner",NA,NA,NA,NA,"MBM017663",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:31:37-03","MBM","MBM","276047","PreservedSpecimen","Plantae","Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Krapovickas, A.; et al.; et al.","Southern America","Argentina",NA,NA,"Corrientes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM276047","26016",NA,NA,"(Lam.) Rogers & Mildner",NA,"1974","09","22","MBM276047",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:31:37-03","MBM","MBM","399157","PreservedSpecimen","Plantae","Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Savarais, M.","Southern America","Brazil","Rio Grande do Sul","Passo Fundo","Universidade de Passo Fundo","-52.398619","-28.227219","-52.398619","-28.227219","683","683",NA,NA,NA,"MBM399157","741",NA,NA,"(Lam.) Rogers & Mildner","Brotto, M.L.","2010","02","05","MBM399157",NA,NA,NA,"2015","07","20",NA,NA,NA
"82","2020-12-21 16:31:37-03","MBM","MBM","10107","PreservedSpecimen","Plantae","Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Hatschbach, G.","Southern America","Brazil","Paraná","Guarapuava","Fazenda Campo Real","-51.4580993652344","-25.395299911499",NA,NA,NA,NA,NA,NA,NA,"MBM010107","21020",NA,NA,"(Lam.) Rogers & Mildner","Hatschbach, G.",NA,NA,NA,"MBM010107","53832","auto",NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:31:37-03","MBM","MBM","85383","PreservedSpecimen","Plantae","Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Sobral, M.","Southern America","Brazil","Rio Grande do Sul","Porto Alegre","Morro Santana","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,NA,"MBM085383","1128",NA,NA,"(Lam.) Rogers & Mildner","Sobral, M.",NA,NA,NA,"MBM085383","29946","auto",NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:31:37-03","MBM","MBM","10283","PreservedSpecimen","Plantae","Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Lindeman, J.; Haas, H.; Haas, H.","Southern America","Brazil","Rio Grande do Sul","Torres","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,NA,"MBM010283","3951",NA,NA,"(Lam.) Rogers & Mildner",NA,"1966","12","30","MBM010283","20837","auto",NA,NA,NA,NA,NA,NA,NA
"85","2017-11-30 11:56:08-02","MNHN","RECOLNAT_MNHN_P","P04644693","PreservedSpecimen",NA,"Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Saint-Hilaire, A.",NA,"Uruguai",NA,NA,"Province Cisplatine, entre [autren prés l´Etamine dos Bragados], Montevideo. Banda Oriental Del Uruguay",NA,NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04644693' target='other'> <mi>dwc_moreinfo</mi></a>","P04644693",NA,NA,NA,"(Lam.) C.M.Rogers & Mildner",NA,"1816","1","1","P04644693_01",NA,NA,NA,NA,NA,NA,"C2 2096",NA,NA
"86","2017-11-30 11:56:08-02","MNHN","RECOLNAT_MNHN_P","P04644710","PreservedSpecimen",NA,"Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Glaziou",NA,"Brasil","São Paulo",NA,"Entre Paraty e Campos da Bocaina",NA,NA,NA,NA,NA,NA,"hb",NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04644710' target='other'> <mi>dwc_moreinfo</mi></a>","P04644710",NA,NA,NA,"(Lam.) C.M.Rogers & Mildner",NA,"1876","1","12","P04644710_01",NA,NA,NA,NA,NA,NA,"8285 a",NA,NA
"87","2017-11-30 11:56:08-02","MNHN","RECOLNAT_MNHN_P","P04644711","PreservedSpecimen",NA,"Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Glaziou, A.",NA,"Brasil","São Paulo",NA,"Entre Paraty et Campos da Bocaina",NA,NA,NA,NA,NA,NA,"hb",NA,"Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04644711' target='other'> <mi>dwc_moreinfo</mi></a>","P04644711",NA,NA,NA,"(Lam.) C.M.Rogers & Mildner",NA,"1876","1","12","P04644711_01",NA,NA,NA,NA,NA,NA,"8585 a",NA,NA
"88","2015-11-06 23:29:40-02","MNHN","RECOLNAT_MNHN_P","P01900898","PreservedSpecimen",NA,"Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Commerson, P.",NA,"[Uruguay]",NA,NA,"Promontorii Montis Video",NA,NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01900898' target='other'> <mi>dwc_moreinfo</mi></a>","P01900898",NA,NA,NA,"(Lam.) C.M.Rogers & Mildner",NA,"1767","11",NA,"P01900898_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2015-09-04 11:45:07-03","MNHN","RECOLNAT_MNHN_P","P03285914","PreservedSpecimen",NA,"Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Gonnot",NA,"Argentine",NA,NA,"s.loc.",NA,NA,NA,NA,NA,NA,"hb",NA,"Reçu le 21 mars 1893 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03285914' target='other'> <mi>dwc_moreinfo</mi></a>","P03285914",NA,NA,NA,"(Lam.) C.M.Rogers & Mildner",NA,NA,NA,NA,"P03285914_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2017-11-30 11:56:08-02","MNHN","RECOLNAT_MNHN_P","P04644712","PreservedSpecimen",NA,"Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Gaudichaud, C.",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04644712' target='other'> <mi>dwc_moreinfo</mi></a>","P04644712",NA,NA,NA,"(Lam.) C.M.Rogers & Mildner",NA,NA,NA,NA,"P04644712_01",NA,NA,NA,NA,NA,NA,"90",NA,NA
"91","2017-11-30 11:56:08-02","MNHN","RECOLNAT_MNHN_P","P04644714","PreservedSpecimen",NA,"Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Nadeaud",NA,"Brasil",NA,NA,"Brésil.",NA,NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04644714' target='other'> <mi>dwc_moreinfo</mi></a>","P04644714",NA,NA,NA,"(Lam.) C.M.Rogers & Mildner",NA,NA,NA,NA,"P04644714_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2017-11-15 11:49:46-02","MNHN","RECOLNAT_MNHN_P","P04644719","PreservedSpecimen",NA,"Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Sellow",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04644719' target='other'> <mi>dwc_moreinfo</mi></a>","P04644719",NA,NA,NA,"(Lam.) C.M.Rogers & Mildner",NA,NA,NA,NA,"P04644719_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2017-11-30 11:56:08-02","MNHN","RECOLNAT_MNHN_P","P04644717","PreservedSpecimen",NA,"Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Rambo, B.",NA,"Brasil","Rio Grande do Sul","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04644717' target='other'> <mi>dwc_moreinfo</mi></a>","P04644717",NA,NA,NA,"(Lam.) C.M.Rogers & Mildner",NA,"1949","10","17","P04644717_01","10287","auto",NA,NA,NA,NA,"43925",NA,NA
"94","2017-11-30 11:56:08-02","MNHN","RECOLNAT_MNHN_P","P04644718","PreservedSpecimen",NA,"Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Rambo, B.",NA,"Brasil","Rio Grande do Sul","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04644718' target='other'> <mi>dwc_moreinfo</mi></a>","P04644718",NA,NA,NA,"(Lam.) C.M.Rogers & Mildner",NA,"1949","11","14","P04644718_01","10287","auto",NA,NA,NA,NA,"44401",NA,NA
"95","2017-11-30 11:56:08-02","MNHN","RECOLNAT_MNHN_P","P04644715","PreservedSpecimen",NA,"Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Reineck|Czermak",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Campos montueux et herbeux sour la Rica de Independencia","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"hb",NA,"Reçu le 18 mai 1911 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04644715' target='other'> <mi>dwc_moreinfo</mi></a>","P04644715",NA,NA,NA,"(Lam.) C.M.Rogers & Mildner",NA,"1827","11","9","P04644715_01","29946","auto",NA,NA,NA,NA,"114",NA,NA
"96","2017-11-30 11:56:08-02","MNHN","RECOLNAT_MNHN_P","P04644716","PreservedSpecimen",NA,"Linaceae","Cliococca","selaginoides","Cliococca selaginoides","Rambo, B.",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04644716' target='other'> <mi>dwc_moreinfo</mi></a>","P04644716",NA,NA,NA,"(Lam.) C.M.Rogers & Mildner",NA,"1950","10","18","P04644716_01","29946","auto",NA,NA,NA,NA,"48994",NA,NA
"97","2018-12-19 17:04:46-02","MNHN","RECOLNAT_MNHN_P","P00672150","PreservedSpecimen",NA,"Linaceae","Linum","selaginoides","Linum selaginoides","Dombey, J.",NA,"Chili",NA,NA,"s.l.",NA,NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00672150' target='other'> <mi>dwc_moreinfo</mi></a>","P00672150",NA,NA,NA,"Lam.",NA,NA,NA,NA,"P00672150_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2015-12-16 14:35:02-02","MNHN","RECOLNAT_MNHN_P","P00672149","PreservedSpecimen",NA,"Linaceae","Linum","selaginoides","Linum selaginoides","Commerson, P.",NA,"[Uruguay]",NA,NA,"Montevideo",NA,NA,NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00672149' target='other'> <mi>dwc_moreinfo</mi></a>","P00672149",NA,NA,NA,"Lam.",NA,"1767","11",NA,"P00672149_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2018-02-14 16:56:04-02","MNHN","RECOLNAT_MNHN_P","P00287838","PreservedSpecimen",NA,"Linaceae","Linum","selaginoides","Linum selaginoides","Commerson, P.",NA,"[Uruguay]",NA,NA,"e monte-video",NA,NA,NA,NA,NA,NA,"hb",NA,"Acquis en Novembre 1886. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00287838' target='other'> <mi>dwc_moreinfo</mi></a>","P00287838",NA,NA,NA,"Lam.","Lamarck",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type"
"100","2015-09-05 08:02:59-03","MNHN","RECOLNAT_MNHN_P","P04900181","PreservedSpecimen",NA,"Linaceae","Linum","selaginoides","Linum selaginoides","Rambo, B.",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Etat du Rio Grande do Sul, à Porto Alegre.","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04900181' target='other'> <mi>dwc_moreinfo</mi></a>","P04900181",NA,NA,NA,"Lam.",NA,"1932","9","17","P04900181_01","29946","auto",NA,NA,NA,NA,"I 3891",NA,NA
"101","2021-02-11 17:19:37-03","UFPR","UPCB","32019","PreservedSpecimen","Plantae","Melastomataceae","Cliococca","selaginoides","Cliococca selaginoides","D'El Rei Souza, M.L.",NA,"Brasil","Santa Catarina","Florianópolis","Rio Vermelho, Ilha de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,NA,"Erva rasteira, flor branca. Campo arenoso..",NA,"261",NA,NA,"(Lam.) C.M.Rogers & Mildner","Falkenberg, D.B.","1984","09","14",NA,"27000","auto",NA,"1996","01","01",NA,NA,NA
