"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","county","imagecode","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","individualCount","fieldNumber","infraspecificEpithet"
"11","2020-11-04 11:12:12-03","ESALQ","ESA","11893","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Utricularia","nervosa","Utricularia nervosa","Benj.","Gonella, P.M.","Souza, V.C. et al.","4201.0","1993","09","06",NA,"Brasil","São Paulo",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA011893","Itararé","ESA011893",NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA
"12","2020-11-04 10:56:02-03","ESALQ","ESA","140189","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nervosa","Utricularia nervosa","G.Weber ex Benj.","Souza, V.C.","Souza, V.C.","41049.0","2017","08","26",NA,"Brasil","São Paulo","Beira do Rio Verde, na estrada que vai para Itararé. Campo úmido.","-49.1300010681152","-23.8600006103516","790","790",NA,"Erva, corola amarela.","ESA140189","Itaberá",NA,"2017","08","26",NA,"-49,198,583","-24,083,583","29370","auto",NA,NA,NA
"13","2020-11-04 11:12:12-03","ESALQ","ESA","26327","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Utricularia","nervosa","Utricularia nervosa","Benj.","Gonella, P.M.","Souza, V.C.; Sakuragui, C.M.; Souza, J.P.; Sanches, C.D.; Wongtschowski, M.; Scalon, V.R.; Farah, F.T.","8774.0","1995","08","18",NA,"Brasil","São Paulo","Estrada Itararé - Itapeva, próximo à ponte do Rio Verde. Área de brejo com transição para cerrado nos pontos mais altos.","-49.3400001525879","-24.1100006103516",NA,NA,NA,"Erva, flores amarelas. Brejo.","ESA026327","Itararé",NA,"2011","03","31",NA,NA,NA,"27729","auto",NA,NA,NA
"14","2020-11-04 11:12:12-03","ESALQ","ESA","60979","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Utricularia","nervosa","Utricularia nervosa","Benj.","Gonella, P.M.","Souza, V.C.; Souza, J.P.; Elias, S.I.; Forster, W.; Oliveira, A.C.P.","22474.0","1999","05","16",NA,"Brasil","Minas Gerais","Serra do Cabral. 17o42'29S, 44o11'31W. Campo arenoso com cerrado e afloramentos rochosos adjacentes.","-44.1721992492676","-17.7574996948242",NA,NA,NA,"Erva; flores amarelas.","ESA060979","Joaquim Felício","ESA060979",NA,NA,NA,NA,"-44,191,944","-17,708,083","37503","auto",NA,NA,NA
"15","2020-11-04 11:12:12-03","ESALQ","ESA","17268","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Utricularia","nervosa","Utricularia nervosa","Benj.","Gonella, P.M.","Souza, V.C. et al.","433.0","1993","10","02",NA,"Brasil","São Paulo",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA017268","Itararé",NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA
"16","2020-11-04 11:12:12-03","ESALQ","ESA","11894","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Utricularia","nervosa","Utricularia nervosa","Benj.","Gonella, P.M.","Souza, V.C. et al.","4202.0","1993","09","07",NA,"Brasil","São Paulo",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA011894","Itararé",NA,"2011","03","31",NA,NA,NA,"27729","auto",NA,NA,NA
"17","2020-11-04 11:12:12-03","ESALQ","ESA","93865","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Utricularia","nervosa","Utricularia nervosa","Benj.","Gonella, P.M.","Souza, V.C.; Camargo, P.C.C.E.; Caliari, C.P.; Garcia, P.B.C.","31911.0","2005","12","09",NA,"Brasil","São Paulo","Estrada Itararé - Itapeva, próximo à ponte do Rio Verde. Campo natural na beira do Rio Verde.","-49.3400001525879","-24.1100006103516",NA,NA,NA,"Erva, ca. 30 cm alt.; flores amarelas.","ESA093865","Itararé","ESA093865",NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA
"18","2021-03-31 13:40:25-03","MN","R","232550","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nervosa","Utricularia nervosa","Weber ex Benj.","Baleeiro, P.C.","Pangaio, L. 1448; Oliveira, L. & Oliveira, M.",NA,"2008","05","22",NA,"Brasil","Minas Gerais","Serra do Cabral","-44.239722","-17.924722",NA,NA,NA,NA,NA,"Buenópolis",NA,"2008","08","13",NA,"44º14'23W","17º55'29S",NA,NA,NA,NA,NA
"19","2021-03-31 13:40:25-03","MN","R","232551","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nervosa","Utricularia nervosa","Weber ex Benj.",NA,"Pangaio, L. 1074; Pereira, M.C.A. & Souza, K.",NA,"2007","07","31",NA,"Brasil","Minas Gerais","Serra do Cabral","-44.239722","-17.924722",NA,NA,NA,NA,NA,"Buenópolis",NA,NA,NA,NA,NA,"44º14'23W","17º55'29S",NA,NA,NA,NA,NA
"20","2019-08-27 13:33:43-03","IAP","PACA-AGP","35952","PreservedSpecimen","Plantae","Magnoliophyta","Tubiflorae","Lentibulariaceae","Utricularia","nervosa","Utricularia nervosa","Weber","Emrich-Rambo","Hatschbach, G.","481","1946","10","13",NA,"Brasil","PR","Cajurú","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Habitat: in palude Fenofase: flor","PACA035952","Curitiba",NA,"1954","08","18","Magnoliatae",NA,NA,"25180","auto",NA,NA,NA
"21","2020-12-20 21:18:06-03","UFV","VIC","5521","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nervosa","Utricularia nervosa","G. Weber ex Benj",NA,"Coons, M.P.","77-387","1977","01","29",NA,"Brasil","Minas Gerais","Fazenda Pedra Branca",NA,NA,NA,NA,NA,"Serra em campo sujo, lugar úmido pedroso, erva.","VIC005521","Entre Rios",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-21 14:38:12-03","UFJF","CESJ","25235","PreservedSpecimen","Plantae","Angiosperma",NA,"Lentibulariaceae","Utricularia","nervosa","Utricularia nervosa","G.Web. ex Benj.",NA,"F.R.G. Salimena","s.n.","1979","08","23","América do Sul","Brasil","Minas Gerais","Represa João Penido","-43.3502998352051","-21.7642002105713",NA,NA,NA,"Dentro da água rasa, flores amarelas, freqüentes.","CESJ025235","Juiz de Fora",NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA
"23","2019-11-21 14:38:12-03","UFJF","CESJ","891","PreservedSpecimen","Plantae","Angiosperma",NA,"Lentibulariaceae","Utricularia","nervosa","Utricularia nervosa","G.Web. ex Benj.",NA,"?","s.n.","1942","09","27","América do Sul","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"Flores amarelas.","CESJ000891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-11-21 14:38:12-03","UFJF","CESJ","9445a","PreservedSpecimen","Plantae","Angiosperma",NA,"Lentibulariaceae","Utricularia","nervosa","Utricularia nervosa","G.Web. ex Benj.","E.Fromm-Trinta","L. Krieger","CESJ9445a","1970","10","01","América do Sul","Brasil","Minas Gerais","Serra de Ibitipoca",NA,NA,NA,NA,NA,"Dentro da água, inflorescência emergente, flor amarela.","CESJ09445A",NA,NA,"1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-07 11:45:20-03","UFMS","CGMS","24536","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nervosa","Utricularia nervosa","Weber ex Benj.","V.J. Pott","H.C. Vinci-Carlos; G.A. Damasceno-Junior; R.M. Chiaravalloti","181","2008","02","29",NA,"Brasil","Mato Grosso do Sul","Área de Proteção Ambiental dos Mananciais do Córrego Guariroba (APA do Guariroba), Fazenda Estância D#?#Casa, margem do Córrego do Açude.","-54.3972222","-20.5844444","554","554",NA,"Flor amarela. Vereda preservada. Habitat: Cerrado. Campo graminoso úmido (Vereda). Solo arenoso hidromórfico. Relevo plano-ondulado. Abundante. Habito: Erva. 0,23 m de altura.","CGMS1053971","Campo Grande",NA,"2008","07","14",NA,"-54,3972222","-20,5844444",NA,NA,NA,NA,NA
"26","2021-04-07 11:45:23-03","UFMS","CGMS","25680","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nervosa","Utricularia nervosa","Weber ex Benj.","V.J.Pott","S.A. Cunha; V.J.Pott","152","2006","08","01",NA,"Brasil","Mato Grosso do Sul","Embrapa Gado de Corte,Lagoão,cerca de 1km leste da sede.","-54.7022222","-20.4322223","550","550",NA,"Flor amarela. Habitat: Campo graminoso úmido em nascente em dominio de cerrado Habito: Erva aq. Emergente 30cm altura","CGMS1055108","Campo Grande",NA,NA,NA,NA,NA,"-54,7022222","-20,4322223",NA,NA,NA,NA,NA
"27","2021-04-07 11:45:23-03","UFMS","CGMS","65020","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nervosa","Utricularia nervosa","Weber ex Benj.","S.M.L. de Souza, L.C. Peinado; V.J. Pott","S.M.L. de Souza; G.C. Andrella; L.C. Peinado; V.J. Pott","113","2017","10","23",NA,"Brasil","Mato Grosso do Sul","Parque Estadual das Nascentes do Rio Taquari, fazenda particular, 23 Km da Sede Cuitelo.","-53.5155556","-18.175","426","426",NA,"Flor amarela. Presença utrículos. Carnívora. Habitat: Vereda antropizada com buriti por estrada de terra. Habito: Erva emergente, 20 cm de altura.","CGMS1097981","Alcinópolis",NA,"2017","10","17",NA,"-53,5155556","-18,175",NA,NA,NA,NA,NA
"28","2021-04-07 11:45:23-03","UFMS","CGMS","57852","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nervosa","Utricularia nervosa","Weber ex Benj.","V.J. Pott","V.J. Pott; L.C.P. Lima; A. Pott","5805","2002","09","16",NA,"Brasil","Mato Grosso do Sul","Estrada do Assentamento Campanário, próximo ao Pontilhão da Nascente do Rio Coxim, cerca de 4Km do asfalto, lado esquerdo.","-54.5997222","-19.2805556","650","650",NA,"Flor amarela. Material em álcool 70%. Habitat: Vereda de buriti, próximo a Pontilhão. Solo areno-siltoso hidromórfico. Relevo plano. Frequente. Habito: Erva aquática submersa, 30-35cm de altura.","CGMS1087789","São Gabriel do Oeste",NA,"2004","05","27",NA,"-54,5997222","-19,2805556",NA,NA,NA,NA,NA
"29","2021-04-07 11:45:23-03","UFMS","CGMS","57854","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nervosa","Utricularia nervosa","Weber ex Benj.","V.J. Pott","V.J. Pott; A. Pott","7689","2005","04","18",NA,"Brasil","Mato Grosso do Sul","Fazenda São Lucas, divisa com Fazenda Morena; ao longo do córrego, a 2 Km da BR-163, Km 148,2, entre Naviraí e Jutí.","-54.4038889","-22.9644444","300","300",NA,"Flor amarela. Fruto marron. Amostra em álcool 70%, nº 59. Habitat: Campo úmido graminoso, encharcado com veios d#?#água, 2-10 cm prof. Solo arenoso vermelho, erodido, sobre matéria orgânica. Relevo inclinado cerca de 20°. Esparsa. Habi","CGMS1087791","Naviraí",NA,NA,NA,NA,NA,"-54,4038889","-22,9644444",NA,NA,NA,NA,NA
"30","2021-04-07 11:45:23-03","UFMS","CGMS","76968","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nervosa","Utricularia nervosa","Weber ex Benj.","V.J. Pott","V.J. Pott; A. Pott","10010","2008","02","25",NA,"Brasil","Mato Grosso do Sul","Fazenda Velha, varjão, cerca de 25 km ao sul de Ribas do Rio Pardo, 2 km da Rodovia MS-456.","-53.6466666","-20.6302778","330","330",NA,"Flor amarela. Fruto ausente. Material em álcool 70%. Habitat: Campo graminoso úmido em várzea, em domínio de Cerrado. Solo hidromórfico, orgânico. Relevo plano. Habito: Erva aquática emergente, 15 - 20 cm de altura. Esparsa.","CGMS1109956","Ribas do Rio Pardo",NA,"2008","02","25",NA,"-53,6466666","-20,6302778",NA,NA,NA,NA,NA
"31","2021-04-07 11:45:23-03","UFMS","CGMS","54456","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nervosa","Utricularia nervosa","Weber ex Benj.","V.J. Pott","M.L.Z. Colado; V.J. Pott; V.K. Stavis; V. Manvailer","90","2015","11","10",NA,"Brasil","Mato Grosso do Sul","Parque Estadual das Várzeas do Rio Ivinhema. Próximo 8 Km da séde, ao longo da entrada do Parque.","-53.7183334","-22.9297223","235","235",NA,"Flor amarela. Habitat: Campo úmido de várzea com espécies de vereda (sem buriti). Habito: Erva aquática emergente.","CGMS1084422","Jateí",NA,"2016","06","11",NA,"-53,7183334","-22,9297223",NA,NA,NA,NA,NA
"32","2021-04-07 11:45:23-03","UFMS","CGMS","24669","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nervosa","Utricularia nervosa","Weber ex Benj.","V.J. Pott","H.C. Vinci-Carlos","315","2008","08","31",NA,"Brasil","Mato Grosso do Sul","Área de Proteção Ambiental dos Mananciais do Córrego Guariroba (APA do Guariroba), Fazenda Estância D#?#Casa, margem do Córrego do Açude.","-54.3966666","-20.5847222","554","554",NA,"Flor amarela. Vereda preservada. Habitat: Cerrado. Campo graminoso úmido (Vereda). Solo arenoso hidromórfico. Relevo plano-ondulado. Abundante. Habito: Erva. 0,43 m de altura.","CGMS1054114","Campo Grande",NA,NA,NA,NA,NA,"-54,3966666","-20,5847222",NA,NA,NA,NA,NA
"33","2021-04-07 11:45:23-03","UFMS","CGMS","67180","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nervosa","Utricularia nervosa","Weber ex Benj.","V. Pott","D.J.G. Morais; V. Pott; R.M. Corrêa; M.R.A. Bogarin","48","2016","11","16",NA,"Brasil","Mato Grosso do Sul","Região leste do Município de CG. APA Guariroba. Fazenda Flora.","-54.3555556","-20.555","528","528",NA,"Flor amarela. Fruto ausente. Habitat: Vale de Cerrado. Campo úmido de vereda com Buriti. Vale em domínio de Cerrado. Solo orgânico. APP. Habito: Erva aquática emergente.","CGMS1100141","Campo Grande",NA,"2016","11","14",NA,"-54,3555556","-20,555",NA,NA,NA,NA,NA
"34","2021-04-07 11:45:23-03","UFMS","CGMS","57853","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nervosa","Utricularia nervosa","Weber ex Benj.","V.J. Pott","V.J. Pott; A. Pott","5150","2002","03","02",NA,"Brasil","Mato Grosso do Sul","Rio Mangue- Fazenda Olhos Verdes 25 Km de Alcinópolis.","-53.5452777","-18.3011111",NA,NA,NA,"Flor amarela. Plantada para recuperarÁrea perturbada com Brachiaria humidicola. Material em álcool. Habitat: Campo úmido, em nascente, com Brachiaria humidicola. Solo arenoso. Relevo inclinado, em vale. Ocasional. Habito: Erva aquáti","CGMS1087790","Alcinópolis",NA,NA,NA,NA,NA,"-53,5452777","-18,3011111",NA,NA,NA,NA,NA
"35","2021-04-07 11:45:20-03","UFMS","CGMS","22726","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nervosa","Utricularia nervosa","Weber ex Benj.","V.J. Pott","V.J. Pott; S.N.Moreira","10245","2008","03","23",NA,"Brasil","Mato Grosso do Sul","Fazenda Modelo da Embrapa Gado de Corte; Varjão próximo à ferrovia.","-54.7894444","-28.5583333","505","505",NA,"Flor amarela. Ocorre nos veios d#?#água entre as touceiras de gramíneas Habitat: Campo graminoso úmido de Vereda em domínio de Cerrado Habito: Erva aquática terrestre emergente; Escapo 0,20-0,30m de altura","CGMS1052142","Terenos",NA,"2008","04","01",NA,"-54,7894444","-28,5583333",NA,NA,NA,NA,NA
"36","2021-04-07 11:45:20-03","UFMS","CGMS","22774","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nervosa","Utricularia nervosa","Weber ex Benj.","V.J. Pott","V.J. Pott; S.N. Moreira","10293","2008","07","02",NA,"Brasil","Mato Grosso do Sul","Fazenda Modelo da Embrapa Gado de Corte; Varjão próximo à ferrovia.","-54.7905555","-20.5566667","505","505",NA,"Flor amarela. Habitat: Campo graminoso úmido de Vereda com buriti em domínio de Cerrado Habito: Erva aquática emergente 0,20-0,35m de altura","CGMS1052192","Terenos",NA,"2008","07","02",NA,"-54,7905555","-20,5566667",NA,NA,NA,NA,NA
"37","2021-04-07 11:45:23-03","UFMS","CGMS","24670","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nervosa","Utricularia nervosa","Weber ex Benj.","V.J. Pott","H.C. Vinci-Carlos","316","2008","08","31",NA,"Brasil","Mato Grosso do Sul","Área de Proteção Ambiental dos Mananciais do Córrego Guariroba (APA do Guariroba), Fazenda Estância D#?#Casa, margem do Córrego do Açude.","-54.3980555","-20.5866666","551","551",NA,"Flor amarela. Vereda preservada. Habitat: Cerrado. Campo graminoso úmido (Vereda). Solo arenoso hidromórfico. Relevo plano-ondulado. Abundante. Habito: Erva. 0,25 m de altura.","CGMS1054115","Campo Grande",NA,NA,NA,NA,NA,"-54,3980555","-20,5866666",NA,NA,NA,NA,NA
"38","2021-04-07 11:45:20-03","UFMS","CGMS","13443","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nervosa","Utricularia nervosa","Weber ex Benj.","V.J. Pott","V.J. Pott; A. Pott; A.C.M Cristaldo; S. Aragaki","6771","2004","03","28",NA,"Brasil","Mato Grosso do Sul","Fazenda Pouso Frio, Córrego Pouso Frio, cerca de 700 m da nascente (Rio Aporé).","-52.8675","-18.6666667","800","800",NA,"Flor amarela. Cálcar mais longo que o lábio inferior daCorola. Presença de algas filamentosas. Afloramento de água. Coordenada original (etiqueta): 18°40#?#0,2'S. Habitat: Coval: Campo úmido graminoso em vereda com veios de água leveme","CGMS1042863","Chapadão do Sul",NA,NA,NA,NA,NA,"-52,8675","-18,6666667",NA,NA,NA,NA,NA
"39","2021-04-07 11:45:23-03","UFMS","CGMS","50862","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nervosa","Utricularia nervosa","Weber ex Benj.","V.J. Pott","V.J. Pott; A. Pott","7957","2005","08","22",NA,"Brasil","Mato Grosso do Sul","Salto do Taboco, Rio Taboco, cerca de 14Km sudoeste do Patrimônio de Taboco.","-55.2652778","-19.8305556","230","230",NA,"Flor amarela. Material em álcool 70%. Habitat: Afloramento rochoso de rio com Mata Ciliar no entorno. Solo arenoso úmido com matéria orgânica nas frestas das rochas. Relevo levemente inclinado. Habito: Erva aquática emergente e anfíb","CGMS1080847","Corguinho",NA,"2005","09","17",NA,"-55,2652778","-19,8305556",NA,NA,NA,NA,NA
"40","2021-04-07 11:45:23-03","UFMS","CGMS","48097","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nervosa","Utricularia nervosa","Weber ex Benj.","V.J. Pott","D.J. Machate; A.C. Gomes; A.G.S. Arruda; T.C. Piva; V.J. Pott","71","2014","11","26",NA,"Brasil","Mato Grosso do Sul","Piraputanga, Rancho Fundo MS 450.","-55.4516667","-20.4444444","172","172",NA,"Flor amarela. Habitat: Campo úmido. Vereda. Solo Hidromórfico orgânico. Habito: Erva.","CGMS1078059","Aquidauana",NA,"2015",NA,NA,NA,"-55,4516667","-20,4444444",NA,NA,NA,NA,NA
"41","2021-04-07 11:45:20-03","UFMS","CGMS","13481","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nervosa","Utricularia nervosa","Weber ex Benj.","V.J. Pott","V.J. Pott; A. Pott; A.C.M. Cristaldo; S. Aragaki; D.R. Espírito Santo","6811","2004","03","29",NA,"Brasil","Mato Grosso do Sul","Fazenda Pouso Frio, Córrego Pouso Frio e entorno; cerca de 2 Km da nascente.","-52.8525","-18.6658333","815","815",NA,"Flor amarela. Presença de algas filamentosas. Em álcool 70%, nº 40. Habitat: Borda de vereda: Campo graminoso úmido de 1,20-1,60 m de altura, com nascentes e buritis esparsos (Coval). Solo hidromórfico, argiloso com matéria orgânica","CGMS1042909","Chapadão do Sul",NA,"2004","04","15",NA,"-52,8525","-18,6658333",NA,NA,NA,NA,NA
"42","2021-04-07 11:45:23-03","UFMS","CGMS","76100","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Utricularia","nervosa","Utricularia nervosa","Weber ex Benj.",NA,"Moreira, S.N.; Pott, V.J., Pott, A., Souza, E.B.","894","2012","06","13",NA,"Brasil","Mato Grosso do Sul","Estância Paraíso.","-54.9391666","-18.9572222",NA,NA,NA,"Flor amarela. Habitat: Relevo plano deprimido. Campo graminoso úmido com Mauritia flexuosa em Domínio de Cerrado. Habito: Erva anfíbia até 30cm de altura.","CGMS1109055","Rio Verde de Mato Grosso",NA,NA,NA,NA,NA,"-54,9391666","-18,9572222",NA,NA,NA,NA,NA
