"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","class","typeStatus","fieldNumber","individualCount"
"16","2020-02-08 09:50:36-03","NBC","NL-BOTANY","L.2437587","PreservedSpecimen","Plantae","Flacourtiaceae","Azara","uruguayensis","Azara uruguayensis","(Speg.) Sleumer",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1963","07","16","Brazil",NA,NA,"Santa Catarina, Serra Rio do Rastro, bom Jardim, S. Jaquim.",NA,NA,NA,NA,NA,NA,"NL-L2437587","NL-L2437587",NA,"Malpighiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2437587 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,NA,NA
"17","2020-02-08 09:50:36-03","NBC","NL-BOTANY","L.2437588","PreservedSpecimen","Plantae","Flacourtiaceae","Azara","uruguayensis","Azara uruguayensis","(Speg.) Sleumer",NA,NA,NA,NA,"Smith LB; Reitz R",NA,"1965","01","05","Brazil",NA,NA,"Santa Catarina, Mun. Sao. Joaquim: Campo, bog, brook, and rock outcrop, near Encruzilhada de Boava, 8 km south of São Joaquim.","-49.933333","-28.333333","-49.933333","-28.333333",NA,NA,"NL-L2437588","NL-L2437588",NA,"Malpighiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2437588 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,NA,NA
"18","2020-02-08 09:50:36-03","NBC","NL-BOTANY","L.2437592","PreservedSpecimen","Plantae","Flacourtiaceae","Azara","uruguayensis","Azara uruguayensis","(Speg.) Sleumer",NA,NA,NA,NA,"Legrand CMDE",NA,"1936","04","09","Uruguay",NA,NA,"Treinta Y tres: Serrania del Yerbal, en bajos de monte.",NA,NA,NA,NA,NA,NA,"NL-L2437592","NL-L2437592",NA,"Malpighiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2437592 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,NA,NA
"19","2020-02-08 09:50:36-03","NBC","NL-BOTANY","U.1584582","PreservedSpecimen","Plantae","Flacourtiaceae","Azara","uruguayensis","Azara uruguayensis","(Speg.) Sleumer",NA,NA,NA,NA,"Herter WG",NA,"1936","03","08","Uruguay",NA,NA,"Dep. de Cerro Largo. Loc. Dict. Palleros.",NA,NA,NA,NA,NA,NA,"NL-U1584582","NL-U1584582",NA,"Malpighiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1584582 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,NA,NA
"20","2020-02-08 09:50:36-03","NBC","NL-BOTANY","U.1584583","PreservedSpecimen","Plantae","Flacourtiaceae","Azara","uruguayensis","Azara uruguayensis","(Speg.) Sleumer",NA,NA,NA,NA,"Herter WG",NA,"1935","01","20","Uruguay",NA,NA,"Dep. de Lavalleja. Loc. Dict. Penitente.",NA,NA,NA,NA,NA,NA,"NL-U1584583","NL-U1584583",NA,"Malpighiales","Southern America",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1584583 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae",NA,NA,NA
"21","2020-11-04 11:19:12-03","ESALQ","ESA","102270","PreservedSpecimen","Plantae","Salicaceae","Azara","uruguayensis","Azara uruguayensis",NA,"Tsuji, R.","2005","08","24","Lorenzi, H.","5511.0","2005","08","24","Brasil","Espírito Santo","Alto Caparaó",NA,NA,NA,NA,NA,NA,NA,"ESA102270","ESA102270","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:19:12-03","ESALQ","ESA","55127","PreservedSpecimen","Plantae","Salicaceae","Azara","uruguayensis","Azara uruguayensis","(Speg.) Sleumer","Souza, V.C.","2007","04","03","Coelho, R.L.G.","114.0","2007","04","03","Brasil","Santa Catarina","Urupema","Fazenda Farofa, trilha do pasto sujo, atrás da sede. Floresta Ombrófila Mista.","-49.8731002807617","-27.9528007507324",NA,NA,"1400","1400","ESA055127","ESA055127","Magnoliophyta",NA,NA,NA,"Árvore, 4m. Frutos jovens verdes.","23096","auto",NA,NA,NA,NA
"23","2020-11-04 11:19:12-03","ESALQ","ESA","55468","PreservedSpecimen","Plantae","Salicaceae","Azara","uruguayensis","Azara uruguayensis","(Speg.) Sleumer","Souza, V.C.","2007","04","10","Sanches, J.H.","126.0","2007","04","10","Brasil","Santa Catarina","Urubici","Parque Nacional de São Joaquim, morro da igreja. Vegetação secundária de Floresta Ombrófila Mista (floresta nebular).","-49.5917015075684","-28.0149993896484",NA,NA,"1727","1727","ESA055468","ESA055468","Magnoliophyta",NA,NA,NA,"Árvore, 7 metros de altura. Botões florais verdes.","30102","auto",NA,NA,NA,NA
"24","2020-11-04 11:19:12-03","ESALQ","ESA","122461","PreservedSpecimen","Plantae","Salicaceae","Azara","uruguayensis","Azara uruguayensis",NA,NA,NA,NA,NA,"Flores, T.B.","1332.0","2012","10","20","Brasil","Espírito Santo","Dores do Rio Preto","Parque Nacional do Caparaó -Cachoeira do Aurélio.","-41.8452987670898","-20.6888999938965",NA,NA,NA,NA,"ESA122461",NA,"Magnoliophyta",NA,NA,NA,"Árvore, ca. 3m de alt. Botões verdes.","23972","auto",NA,NA,NA,NA
"25","2021-01-14 15:33:28-03","MN","R","109409","PreservedSpecimen","Plantae","Salicaceae","Azara","uruguayensis","Azara uruguayensis","(Speg.) Sleumer","Sleumer, H.","1957",NA,NA,"Smith, L.B.; Reitz, R.","10376","1957","01","24","Brasil","Santa Catarina","Bom Retiro",NA,"-49.489200592041","-27.7971992492676",NA,NA,"1400","1400",NA,NA,NA,NA,NA,NA,NA,"35974","auto",NA,NA,NA,NA
"26","2021-01-14 15:33:28-03","MN","R","109408","PreservedSpecimen","Plantae","Salicaceae","Azara","uruguayensis","Azara uruguayensis","(Speg.) Sleumer","Sleumer, H.",NA,NA,NA,"Smith, L.B.; Klein, R.M.","8122","1956","12","03","Brasil","Santa Catarina","Lajes",NA,"-50.326099395752","-27.8160991668701",NA,NA,"900","900",NA,NA,NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA
"27","2021-01-14 15:33:28-03","MN","R","211697","PreservedSpecimen","Plantae","Salicaceae","Azara","uruguayensis","Azara uruguayensis","(Speg.) Sleumer","Sobral, M.","2004",NA,NA,"Emmerich, W.",NA,"1978","08","15","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,"1600","1600",NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA
"28","2015-07-02 14:55:47-03","JBP","HPL","5153","S","Plantae","Salicaceae","Azara","uruguayensis","Azara uruguayensis","(Speg.)Sleum.","R. Tsuji","2005","08","24","H. Lorenzi","5511","2005","08","24","Brasil","ES","Alto Caparaó","Coletada na estrada que da acesso ao Parque pelo estado de ES, comum.","-41.829222","-20.480722","41° 49' 45,2 W","20° 28' 50,6 S","1863","1863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-08-27 13:33:58-03","IAP","PACA-AGP","31240","PreservedSpecimen","Plantae","Flacourtiaceae","Azara","uruguayensis","Azara uruguayensis","(Speg.) Sleumer","Emrich-Rambo","1954","07","31","Rambo, B.",NA,"1946","01","15","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"PACA031240",NA,"Magnoliophyta","Violales",NA,NA,"VULNERÁVEL&nf;cher, 31,7,1954.; ster. Habitat: ad rivum in subpaludosis","49662","auto","Magnoliatae",NA,NA,NA
"30","2019-08-27 13:33:58-03","IAP","PACA-AGP","40307","PreservedSpecimen","Plantae","Flacourtiaceae","Azara","uruguayensis","Azara uruguayensis","(Speg.) Sleumer","Emrich-Rambo","1954","07","31","Rambo, B.",NA,"1949","01","29","Brasil","RS","Farroupilha","Sta. Rita","-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"PACA040307",NA,"Magnoliophyta","Violales",NA,NA,"VULNERÁVEL&nf;sicher, 31,7,1954.; strobylis novissimis Habitat: ad rivum in araucarieto","19545","auto","Magnoliatae",NA,NA,NA
"31","2019-08-27 13:33:58-03","IAP","PACA-AGP","45694","PreservedSpecimen","Plantae","Flacourtiaceae","Azara","uruguayensis","Azara uruguayensis","(Speg.) Sleumer","Emrich-Rambo","1954","07","31","Rambo, B.",NA,"1950","02","07","Brasil","RS","Farroupilha","Sta. Rita","-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"PACA045694",NA,"Magnoliophyta","Violales",NA,NA,"VULNERÁVEL&nf;sicher, 31.7.1954.; strobylis novis Habitat: in araucarieto ad rivum","19545","auto","Magnoliatae",NA,NA,NA
"32","2019-08-27 13:34:01-03","IAP","PACA-AGP","94162","PreservedSpecimen","Plantae","Flacourtiaceae","Azara","uruguayensis","Azara uruguayensis","(Speg.) Sleumer","J. Mauhs",NA,NA,NA,"Mauhs, J.",NA,"1998","08","05","Brasil","RS","Vacaria",NA,"-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,"PACA094162",NA,"Magnoliophyta","Violales",NA,NA,"VULNERÁVEL Habitat: em mata ciliar","63451","auto","Magnoliatae",NA,NA,NA
"33","2019-08-27 13:34:01-03","IAP","PACA-AGP","103723","PreservedSpecimen","Plantae","Flacourtiaceae","Azara","uruguayensis","Azara uruguayensis","(Speg.) Sleumer",NA,NA,NA,NA,"Jagmin, N.",NA,"1992","09","10","Brasil","RS","Ana Rech",NA,NA,NA,NA,NA,NA,NA,"PACA103723",NA,"Magnoliophyta","Violales",NA,NA,"Xiloteca nº 42",NA,NA,"Magnoliatae",NA,NA,NA
"34","2019-08-27 13:33:58-03","IAP","PACA-AGP","2014","PreservedSpecimen","Plantae","Flacourtiaceae","Azara","uruguayensis","Azara uruguayensis","(Speg.) Sleumer","W. Herter","1954","07","31","W. Herter",NA,"1935","10","02","uruguai",NA,NA,NA,NA,NA,NA,NA,NA,NA,"PACA002014",NA,"Magnoliophyta","Violales",NA,NA,"VULNERÁVEL&nf;remisit W. Rau Fenofase: flor",NA,NA,"Magnoliatae",NA,NA,NA
"35","2019-08-27 13:33:58-03","IAP","PACA-AGP","28724","PreservedSpecimen","Plantae","Flacourtiaceae","Azara","uruguayensis","Azara uruguayensis","(Speg.) Sleumer","Emrich-Rambo","1954","07","31","Emrich, K.",NA,"1945","03",NA,"Brasil","RS","Caracol p. Canela",NA,NA,NA,NA,NA,NA,NA,"PACA028724",NA,"Magnoliophyta","Violales",NA,NA,"VULNERÁVEL&nf;sicher, 31,7,1954.; fl. nondum evoluto Habitat: ad rivum in araucarieto",NA,NA,"Magnoliatae",NA,NA,NA
"36","2019-08-27 13:33:58-03","IAP","PACA-AGP","33314","PreservedSpecimen","Plantae","Flacourtiaceae","Azara","uruguayensis","Azara uruguayensis","(Speg.) Sleumer","Emrich-Rambo","1954","07","31","Emrich, K.",NA,"1945","02","19","Brasil","RS","Caracol p. Canela",NA,NA,NA,NA,NA,NA,NA,"PACA033314",NA,"Magnoliophyta","Violales",NA,NA,"VULNERÁVEL&nf;sicher, 31,7,1954.; strobylis novissimis Habitat: ad rivum in araucarieto",NA,NA,"Magnoliatae",NA,NA,NA
"37","2019-08-27 13:33:58-03","IAP","PACA-AGP","35853","PreservedSpecimen","Plantae","Flacourtiaceae","Azara","uruguayensis","Azara uruguayensis","(Speg.) Sleumer","Emrich-Rambo","1954","07","31","Emrich, K.",NA,"1947","02","13","Brasil","RS","Caracol p. Canela",NA,NA,NA,NA,NA,NA,NA,"PACA035853",NA,"Magnoliophyta","Violales",NA,NA,"VULNERÁVEL&nf;sicher, 31,7,1954.; strobylis novissimis Habitat: ad rivum in aracaurieto",NA,NA,"Magnoliatae",NA,NA,NA
"38","2019-08-27 13:33:58-03","IAP","PACA-AGP","38645","PreservedSpecimen","Plantae","Flacourtiaceae","Azara","uruguayensis","Azara uruguayensis","(Speg.) Sleumer","Spegazzini","1954","07","31","J. J. Arechavaleta",NA,"1898","09","10","uruguai",NA,NA,"Sierra de Pan de Azucar",NA,NA,NA,NA,NA,NA,"PACA038645",NA,"Magnoliophyta","Violales",NA,NA,"VULNERÁVEL&nf;Frustulum e Herb. Speg., uti videtur e typo Fenofase: flor",NA,NA,"Magnoliatae","Tipo",NA,NA
"39","2019-08-27 13:33:58-03","IAP","PACA-AGP","45565","PreservedSpecimen","Plantae","Flacourtiaceae","Azara","uruguayensis","Azara uruguayensis","(Speg.) Sleumer","Emrich-Rambo","1954","07","31","Rambo, B.",NA,"1950","01","30","Brasil","RS","Taimbesinho p. S. F. de Paula",NA,NA,NA,NA,NA,NA,NA,"PACA045565",NA,"Magnoliophyta","Violales",NA,NA,"VULNERÁVEL&nf;sicher, 31.7.1954.; strobylis novissimis Habitat: in araucarieto ad rivum",NA,NA,"Magnoliatae",NA,NA,NA
"40","2019-08-27 13:33:58-03","IAP","PACA-AGP","50198","PreservedSpecimen","Plantae","Flacourtiaceae","Azara","uruguayensis","Azara uruguayensis","(Speg.) Sleumer","Emrich-Rambo","1954","07","31","Emrich, K.",NA,"1951","02",NA,"Brasil","RS","Caracol p. Canela",NA,NA,NA,NA,NA,NA,NA,"PACA050198",NA,"Magnoliophyta","Violales",NA,NA,"VULNERÁVEL&nf;sicher, 31.7.1954.; strobylis novis Habitat: in araucarieto ad rivum",NA,NA,"Magnoliatae",NA,NA,NA
"41","2019-08-27 13:33:58-03","IAP","PACA-AGP","54150","PreservedSpecimen","Plantae","Flacourtiaceae","Azara","uruguayensis","Azara uruguayensis","(Speg.) Sleumer","H. Sleumer","1950",NA,NA,"A.C. Brade","14100","1934","09",NA,"Brasil","SC","Itatiaia","Rio das Flores",NA,NA,NA,NA,NA,NA,"PACA054150",NA,"Magnoliophyta","Violales",NA,NA,"VULNERÁVEL&nf;sicher, 31.7.1954 Fenofase: flor",NA,NA,"Magnoliatae",NA,NA,NA
"42","2019-08-27 13:34:01-03","IAP","PACA-AGP","7943","PreservedSpecimen","Plantae","Flacourtiaceae","Azara","uruguayensis","Azara uruguayensis","(Speg.) Sleumer","Emrich-Rambo","1954","07","31","Emrich, K.",NA,"1941","01","10","Brasil","RS","Caracol p. Canela",NA,NA,NA,NA,NA,NA,NA,"PACA007943",NA,"Magnoliophyta","Violales",NA,NA,"VULNERÁVEL&nf;sicher, 31,7,1954.; fl. nondum aperto Habitat: ad rivum in araucarieto",NA,NA,"Magnoliatae",NA,NA,NA
"43","2019-08-27 13:33:58-03","IAP","PACA-AGP","28082","PreservedSpecimen","Plantae","Flacourtiaceae","Azara","uruguayensis","Azara uruguayensis","(Speg.) Sleumer","Emrich-Rambo","1954","07","31","P. Buck",NA,"1945","02",NA,"Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"PACA028082",NA,"Magnoliophyta","Violales",NA,NA,"VULNERÁVEL&nf;ster. Habitat: in rupestribus ad rivum","49662","auto","Magnoliatae",NA,NA,NA
"44","2019-08-27 13:33:58-03","IAP","PACA-AGP","30705.1","PreservedSpecimen","Plantae","Flacourtiaceae","Azara","uruguayensis","Azara uruguayensis","(Speg.) Sleumer","Emrich-Rambo","1954","07","31","Rambo, B.",NA,"1946","01","06","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"PACA030705-1",NA,"Magnoliophyta","Violales",NA,NA,"VULNERÁVEL&nf;sicher, 31,7,1954.; alabastris novis Habitat: ad rivum in campestribus","49662","auto","Magnoliatae",NA,NA,NA
"45","2019-08-27 13:34:01-03","IAP","PACA-AGP","56737","PreservedSpecimen","Plantae","Flacourtiaceae","Azara","uruguayensis","Azara uruguayensis","(Speg.) Sleumer","Emrich-Rambo","1955","05","10","Rambo, B.",NA,"1955","02","08","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"PACA056737",NA,"Magnoliophyta","Violales",NA,NA,"VULNERÁVEL&nf;sicher, 10.5.1955.; alabastris novissimis Habitat: ad rivum in silvula","49662","auto","Magnoliatae",NA,NA,NA
"46","2019-08-27 13:34:01-03","IAP","PACA-AGP","59399","PreservedSpecimen","Plantae","Flacourtiaceae","Azara","uruguayensis","Azara uruguayensis","(Speg.) Sleumer","Emrich-Rambo","1957","05","04","Camargo, O. R.","981","1956","11","15","Brasil","RS","Farroupilha","Est. Exp. Fruticultura","-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"PACA059399",NA,"Magnoliophyta","Violales",NA,NA,"VULNERÁVEL Habitat: ad rivulum in araucarieto Fenofase: fruto","19545","auto","Magnoliatae",NA,NA,NA
"47","2019-08-27 13:34:01-03","IAP","PACA-AGP","60928","PreservedSpecimen","Plantae","Flacourtiaceae","Azara","uruguayensis","Azara uruguayensis","(Speg.) Sleumer","Emrich-Rambo","1957","08","19","Camargo, O. R.","1626","1957","06","18","Brasil","RS","Farroupilha","Est. Exp. Fruticultura","-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"PACA060928",NA,"Magnoliophyta","Violales",NA,NA,"VULNERÁVEL&nf;fl. nondum evoluto Habitat: ad rivum in araucarieto Fenofase: flor","19545","auto","Magnoliatae",NA,NA,NA
"48","2019-08-27 13:34:01-03","IAP","PACA-AGP","62280","PreservedSpecimen","Plantae","Flacourtiaceae","Azara","uruguayensis","Azara uruguayensis","(Speg.) Sleumer","Emrich-Rambo","1958","09","27","Camargo, O. R.","1686","1957","09","01","Brasil","RS","Farroupilha","Est. Exp. Fruticultura","-51.3478012084961","-29.2250003814697",NA,NA,NA,NA,"PACA062280",NA,"Magnoliophyta","Violales",NA,NA,"VULNERÁVEL Habitat: ad rivum Fenofase: flor","19545","auto","Magnoliatae",NA,NA,NA
