"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","scientificNameAuthorship","year","month","day","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","individualCount","fieldNumber","typeStatus"
"1","2016-09-27 13:18:00-03","NY","NYBG","397393","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Galianthe","corymbosa","Galianthe corymbosa","E. L. Cabral","G. Mandon","338","South America","Bolivia","La Paz","Franz Tamayo","Apolo","-68.4172","-14.72","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=337163' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397393",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","950258","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Galianthe","corymbosa","Galianthe corymbosa","E. L. Cabral","H. S. Irwin","23494","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 5 km north of Grão Mogol","-42.91925","-16.5906","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053806' target='other'> <mi>dwc_moreinfo</mi></a>","NY00950258","(Ruiz & Pav.) E.L.Cabral","1969","02","18","1000","1000","NY00950258_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","950255","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Galianthe","corymbosa","Galianthe corymbosa","E. L. Cabral","H. S. Irwin","20535","South America","Brazil","Minas Gerais",NA,"Serra do Cipó, km. 135 (ca. 150km N. of Belo Horizonte).","-43.38","-18.82","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053790' target='other'> <mi>dwc_moreinfo</mi></a>","NY00950255","(Ruiz & Pav.) E.L.Cabral","1968","02","19","1300","1300","NY00950255_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","950259","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Galianthe","corymbosa","Galianthe corymbosa","E. L. Cabral","W. R. Anderson","36317","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, Serra do Cipó","-43.567098","-19.391463","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053809' target='other'> <mi>dwc_moreinfo</mi></a>","NY00950259","(Ruiz & Pav.) E.L.Cabral","1972","02","19","1220","1220","NY00950259_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","397392","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Galianthe","corymbosa","Galianthe corymbosa","E. L. Cabral","S. G. E. Saunders","968","South America","Peru","La Libertad","Otuzco","Ca. 2 km beyond Agalpampa towards Trujillo",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=337166' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397392","(Ruiz & Pav.) E.L.Cabral","1964","01","08","2590.8","2590.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","950252","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Galianthe","corymbosa","Galianthe corymbosa","E. L. Cabral","L. O. Williams","7270","South America","Brazil","Minas Gerais","Nova Lima","Vargem de Ouro Podre, Serra da Mutuca","-43.8467","-19.9858","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053776' target='other'> <mi>dwc_moreinfo</mi></a>","NY00950252","(Ruiz & Pav.) E.L.Cabral","1945","06","03","1200","1400","NY00950252_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","950257","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Galianthe","corymbosa","Galianthe corymbosa","E. L. Cabral","H. S. Irwin","23010","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 30 km S.W. of Diamantina on road to Gouveia","-43.7215","-18.4293","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053802' target='other'> <mi>dwc_moreinfo</mi></a>","NY00950257","(Ruiz & Pav.) E.L.Cabral","1969","02","10","1300","1300","NY00950257_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","950256","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Galianthe","corymbosa","Galianthe corymbosa","E. L. Cabral","H. S. Irwin","22949","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 30 km N.E. of Francisco Sá, on road to Salinas","-43.2679","-16.4288","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053799' target='other'> <mi>dwc_moreinfo</mi></a>","NY00950256","(Ruiz & Pav.) E.L.Cabral","1969","02","10","1100","1100","NY00950256_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","397391","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Galianthe","corymbosa","Galianthe corymbosa","E. L. Cabral","A. F. M. Glaziou","19525","South America","Brazil",NA,NA,"Brasilia",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=337165' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397391","(Ruiz & Pav.) E.L.Cabral",NA,NA,NA,NA,NA,"NY00397391_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","950254","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Galianthe","corymbosa","Galianthe corymbosa","E. L. Cabral","H. S. Irwin","19990","South America","Brazil","Minas Gerais",NA,"Serra do Cipó, ca. km 120 (ca. 145km N of Belo Horizonte).","-43.4","-18.87","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053786' target='other'> <mi>dwc_moreinfo</mi></a>","NY00950254","(Ruiz & Pav.) E.L.Cabral","1968","02","14","1200","1200","NY00950254_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","950253","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Galianthe","corymbosa","Galianthe corymbosa",NA,"H. S. Irwin","19826","South America","Brazil","Minas Gerais",NA,"Pico de Itabirito, ca. 50 km S.E. of Belo Horizonte.","-43.8","-20.23","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1053782' target='other'> <mi>dwc_moreinfo</mi></a>","NY00950253","(Ruiz & Pav.) E.L.Cabral","1968","02","11","1750","1750","NY00950253_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01067504","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Galianthe","peruviana","Galianthe peruviana","P. G. Delprete","H. S. Irwin","12311","South America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 15 km W. of Alto Paraíso de Goiás (formerly Veadeiros)","-47.65562","-14.1167","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1211759' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067504","(Pers.) E.L.Cabral","1966","02","08","1000","1000","NY01067504_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01067526","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Galianthe","peruviana","Galianthe peruviana","P. G. Delprete","H. S. Irwin","24802","South America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, Alto Paraíso (formerly Veadeiros)","-47.5167","-14.1167","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1211768' target='other'> <mi>dwc_moreinfo</mi></a>","NY01067526","(Pers.) E.L.Cabral","1969","03","21","1000","1000","NY01067526_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
