"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","previousCatalogNumber","individualCount","fieldNumber","infraspecificEpithet","typeStatus","sex"
"149","2020-12-21 16:16:36-03","MBM","MBM","64862","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Holmes, W.C.",NA,NA,NA,"Hatschbach, G.","39906","1977","05","05","Brazil","Paraná","Cerro Azul","Estrela","-49.261100769043","-24.823600769043",NA,NA,NA,NA,NA,"MBM064862","MBM064862",NA,NA,"Southern America",NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-12-21 16:16:36-03","MBM","MBM","254067","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Ribas, O.S.",NA,NA,NA,"Barboza, E.; Ribas, O.S.; Ribas, O.S.","435","2000","04","08","Brazil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"MBM254067","MBM254067",NA,NA,"Southern America",NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-12-21 16:16:36-03","MBM","MBM","15910","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Holmes, W.C.",NA,NA,NA,"Hatschbach, G.","24147","1970","04","17","Brazil","Paraná","Laranjeiras do Sul","Campo Novo","-52.4160995483398","-25.4078006744385",NA,NA,NA,NA,NA,"MBM015910","MBM015910",NA,NA,"Southern America",NA,"28404","auto",NA,NA,NA,NA,NA,NA,NA,NA
"152","2020-12-21 16:16:36-03","MBM","MBM","208983","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Kersten, R.A.",NA,NA,NA,"Cervi, A.C.; et al.; et al.","2623","1993","05","08","Brazil","Paraná","Morretes","Caminho dos Jesuítas, Estrada da Graciosa","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM208983","MBM208983",NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-12-21 16:16:36-03","MBM","MBM","195333","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Ritter, M.R.",NA,NA,NA,"Silva, J.M.; Cervi, A.C.; Cervi, A.C.","589","1989","04","26","Brazil","Paraná","Morretes","Estrada da Graciosa, Caminho dos Jesuítas","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,"MBM195333","MBM195333",NA,NA,"Southern America",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-12-21 16:16:36-03","MBM","MBM","109494","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Holmes, W.C.",NA,NA,NA,"Hatschbach, G.","46259","1983","04","06","Brazil","Paraná","São José dos Pinhais","Rio Castellhanos","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"MBM109494","MBM109494",NA,NA,"Southern America",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-12-21 16:16:36-03","MBM","MBM","178314","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Ritter, M.R.",NA,NA,NA,"Jarenkow, J.A.","713","1987","06","28","Brazil","Rio Grande do Sul","Capão do Leão","Horto Botânico Irmão Teodoro Luis","-52.4838981628418","-31.7632999420166",NA,NA,NA,NA,NA,"MBM178314","MBM178314",NA,NA,"Southern America",NA,"28605","auto",NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-12-21 16:16:36-03","MBM","MBM","131597","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Holmes, W.C.",NA,NA,NA,"Klein, R.M.","9524","1971","06","23","Brazil","Santa Catarina","Paulo Lopes","Costa do Morro do Paulo Lopes","-48.6836013793945","-27.9617004394531",NA,NA,NA,NA,NA,"MBM131597","MBM131597",NA,NA,"Southern America",NA,"23385","auto",NA,NA,NA,NA,NA,NA,NA,NA
"157","2020-12-21 16:16:36-03","MBM","MBM","51359","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Holmes, W.C.",NA,NA,NA,"Reitz, R.; Klein, R.M.; Klein, R.M.","6647","1958","04","07","Brazil","Santa Catarina","Presidente Nereu","Sabiá","-49.3903007507324","-27.2772006988525",NA,NA,NA,NA,NA,"MBM051359","MBM051359",NA,NA,"Southern America",NA,"21642","auto",NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-12-21 16:16:36-03","MBM","MBM","268127","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Robinson, H.",NA,NA,NA,"Ribas, O.S.; Silva, J.M.; Vaz, J.; Silva, J.M.; Vaz, J.","4623","2002","04","06","Brazil","São Paulo","Barra do Turvo","Bela Vista","-48.5046997070312","-24.7563991546631",NA,NA,NA,NA,NA,"MBM268127","MBM268127",NA,NA,"Southern America",NA,"38172","auto",NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-12-21 16:16:36-03","MBM","MBM","144754","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Ritter, M.R.",NA,NA,NA,"Zickel, C.S.; et al.; et al.","s.n.","1989","06","17","Brazil","São Paulo","Paraibuna","Paraibuna","-45.6599998474121","-23.3799991607666",NA,NA,NA,NA,NA,"MBM144754","MBM144754",NA,NA,"Southern America",NA,"30824","auto",NA,NA,NA,NA,NA,NA,NA,NA
"160","2020-12-21 16:16:36-03","MBM","MBM","6888","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Holmes, W.C.",NA,NA,NA,"Hatschbach, G.","19222","1968","05","20","Brazil","Paraná","Guaraqueçaba","Rio Tagaçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,"MBM006888","MBM006888",NA,NA,"Southern America",NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-12-21 16:16:36-03","MBM","MBM","38303","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Holmes, W.C.",NA,NA,NA,"Hatschbach, G.","6142","1959","07","18","Brazil","Paraná","Guaratuba","Garuva","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,NA,"MBM038303","MBM038303",NA,NA,"Southern America",NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"162","2020-12-21 16:16:36-03","MBM","MBM","190382","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Silva, S.M.",NA,NA,NA,"Souza, W.S.; et al.; et al.","1045","1987","08","28","Brazil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM190382",NA,NA,NA,"Southern America",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-12-21 16:16:36-03","MBM","MBM","126842","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Holmes, W.C.",NA,NA,NA,"Souza, W.S.; et al.; et al.","1045",NA,NA,NA,"Brazil","Paraná","Paranaguá","Ilha do Mel, Morro Bento Alves","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM126842","MBM126842",NA,NA,"Southern America",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-12-21 16:16:36-03","MBM","MBM","245282","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Cordeiro, J.; Ribas, O.S.",NA,NA,NA,"Kuniyoshi, Y.S.; et al.; et al.","5914","1996","08","15","Brazil","Paraná","Paranaguá","Rio Cachoeirinha","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM245282","MBM245282",NA,NA,"Southern America",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"165","2020-12-21 16:16:36-03","MBM","MBM","38301","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Holmes, W.C.",NA,NA,NA,"Hatschbach, G.","4553","1958","05","03","Brazil","Paraná","Tibagi","Fazenda Monte Alegre, Salto Conceição","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,"MBM038301","MBM038301",NA,NA,"Southern America",NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-12-21 16:16:36-03","MBM","MBM","91815","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Holmes, W.C.",NA,NA,NA,"Sobral, M.","2059A","1983","06",NA,"Brazil","Rio Grande do Sul","Torres","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,"MBM091815","MBM091815",NA,NA,"Southern America",NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-12-21 16:16:36-03","MBM","MBM","2764","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Holmes, W.C.",NA,NA,NA,"Reitz, R.; et al.; et al.","14779",NA,NA,NA,"Brazil","Santa Catarina","Anita Garibaldi","Anita Garibaldi","-51.1300010681152","-27.6891994476318",NA,NA,NA,NA,NA,"MBM002764","MBM002764",NA,NA,"Southern America",NA,"23768","auto",NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-12-21 16:16:36-03","MBM","MBM","76188","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Holmes, W.C.",NA,NA,NA,"Hatschbach, G.; et al.; et al.","45012","1982","07","12","Brazil","São Paulo","Registro","Rodovia Registro - Sete Barras","-47.8400001525879","-24.4799995422363",NA,NA,NA,NA,NA,"MBM076188","MBM076188",NA,NA,"Southern America",NA,"25922","auto",NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-12-21 16:16:36-03","MBM","MBM","54458","PreservedSpecimen","Plantae","Asteraceae","Mikania","dentata","Mikania dentata","Spreng.","Holmes, W.C.",NA,NA,NA,"Stella, M.; et al.; et al.","66","1977","06","19","Brazil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"MBM054458","MBM054458",NA,NA,"Southern America",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-12-21 16:16:44-03","MBM","MBM","416746","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","Marinero, F.","2018","05","17","Marinero, F.; Fiuza, F.; Fiuza, F.","719","2018","05","08","Brazil","Paraná","Guarapuava","Propriedade particular","-51.577222","-25.801111","-51.577222","-25.801111","1177","1177","PM-04; Trepadeira volúvel; capítulos alvos.; Floresta Ombrofila Mista Montana","MBM416746",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-12-21 16:16:44-03","MBM","MBM","396234","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","Barboza, E.","2015","04","06","Engels, M.E.; Imig, D.C.; Nunes, M.G.; Imig, D.C.; Nunes, M.G.","2496","2014","05","29","Brazil","Paraná","Guaratuba","Serra do Mar, Viaduto dos Padres","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Liana. Caule castanho. Folhas verdes discolores. Capítulos alvos com anteras vináceo nigrescente, estigma amarelado.; Floresta Ombrófila Densa, em borda de mata.","MBM396234","MBM396234",NA,NA,"Southern America",NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"172","2020-12-21 16:16:44-03","MBM","MBM","300636","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L. Rob.","Oliveira, C.T.","2003","10",NA,"Motta, J.T.","1986","1986","06","03","Brazil","Paraná","São José dos Pinhais","Usina Hidroelétrica de Guaricana","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"Liana frequente na floresta. Capítulo alvo.","MBM300636","MBM300636",NA,NA,"Southern America",NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"173","2019-11-01 15:28:02-03","PUC-RIO","FCAB","0967","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","J.C. Siqueira","1983","04","01","P.E. Leite S.J.","s.n.","1946","02",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,"000967",NA,NA,"Angiospermae",NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA
"174","2015-09-04 05:42:27-03","MNHN","RECOLNAT_MNHN_P","P02693685","PreservedSpecimen",NA,"Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Roque",NA,NA,NA,"Glaziou, A.",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Brésil, Province de Rio Janeiro. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". s.d. Reçu le 16 juillet 1883 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02693685' target='other'> <mi>dwc_moreinfo</mi></a>","P02693685","P02693685_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"12870",NA,NA,NA
"175","2015-09-04 05:42:27-03","MNHN","RECOLNAT_MNHN_P","P02693686","PreservedSpecimen",NA,"Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Roque",NA,NA,NA,"Glaziou, A.",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Brésil. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". s.d. Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02693686' target='other'> <mi>dwc_moreinfo</mi></a>","P02693686","P02693686_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"10973",NA,NA,NA
"176","2015-09-04 05:42:27-03","MNHN","RECOLNAT_MNHN_P","P02693687","PreservedSpecimen",NA,"Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Roque",NA,NA,NA,"Glaziou, A.",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Brésil, Province de Rio-Janeiro. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02693687' target='other'> <mi>dwc_moreinfo</mi></a>","P02693687","P02693687_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"12049",NA,NA,NA
"177","2015-10-04 00:31:38-03","MNHN","RECOLNAT_MNHN_P","P00706900","PreservedSpecimen",NA,"Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Barroso",NA,NA,NA,"Gaudichaud, C.",NA,"1833",NA,NA,"Brésil",NA,NA,"Province de San Paolo",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00706900' target='other'> <mi>dwc_moreinfo</mi></a>","P00706900","P00706900_01 P00706900_02",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"421",NA,NA,NA
"178","2015-09-04 05:43:07-03","MNHN","RECOLNAT_MNHN_P","P02693236","PreservedSpecimen",NA,"Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Roque",NA,NA,NA,"Reineck, E.M.|Czermak, J.",NA,"1899","5","1","Brasil","Rio Grande do Sul",NA,"In Waldungen an der Avenida Ernesto Fontoura. Rio Grande do Sul, Sul, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". . Reçu le 18 mai 1911. Ded. Dr. Briquet Genf. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02693236' target='other'> <mi>dwc_moreinfo</mi></a>","P02693236","P02693236_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"285",NA,NA,NA
"179","2015-09-04 05:42:27-03","MNHN","RECOLNAT_MNHN_P","P02693689","PreservedSpecimen",NA,"Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Roque",NA,NA,NA,"Allemão, F.",NA,NA,NA,NA,"Brasil","Ceará",NA,"Brésil, prov. de Ceara. Ceará, Nordeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,"Plantas de Commu. Scient. do Ceará. s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02693689' target='other'> <mi>dwc_moreinfo</mi></a>","P02693689","P02693689_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"852",NA,NA,NA
"180","2015-09-04 05:42:28-03","MNHN","RECOLNAT_MNHN_P","P02693690","PreservedSpecimen",NA,"Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Roque",NA,NA,NA,"Gardner",NA,"1838","1","1","Brasil","Rio de Janeiro",NA,"Montagnes Organ. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02693690' target='other'> <mi>dwc_moreinfo</mi></a>","P02693690","P02693690_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"480",NA,NA,NA
"181","2020-03-29 15:24:35-03","MNHN","RECOLNAT_MNHN_P","P02694760","PreservedSpecimen",NA,"Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Roque",NA,NA,NA,"Rambo, B.",NA,"1949","5","25","Brasil","Rio Grande do Sul",NA,"Schwabenschneib. Rio Grande do Sul, Sul, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02694760' target='other'> <mi>dwc_moreinfo</mi></a>","P02694760","P02694760_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"41703",NA,NA,NA
"182","2015-09-04 05:43:07-03","MNHN","RECOLNAT_MNHN_P","P02693237","PreservedSpecimen",NA,"Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Roque",NA,NA,NA,"Reineck, E.M.|Czermak, J.",NA,"1899","5","7","Brasil","Rio Grande do Sul","Porto Alegre","In Waldmugen aus der Avenida Ernesto Fontoura. Porto Alegre, Rio Grande do Sul, Sul, Brasil, América do Sul","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,". . Reçu le 28 mai 1911 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02693237' target='other'> <mi>dwc_moreinfo</mi></a>","P02693237","P02693237_01",NA,NA,NA,"hb","29946","auto",NA,NA,NA,NA,"285",NA,NA,NA
"183","2020-03-29 15:24:35-03","MNHN","RECOLNAT_MNHN_P","P04277472","PreservedSpecimen",NA,"Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Oliveira",NA,NA,NA,"Glaziou, A.",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Prov. de Rio Jan., Floresta da Tijuca. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Plantae Brasiliae centralis a Glaziou lectae. Avril Mai - CC. Soc. Bot. de France, Mém. 1-3, p. 395, no. 348 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04277472' target='other'> <mi>dwc_moreinfo</mi></a>","P04277472","P04277472_01",NA,NA,NA,"hb","57442","auto",NA,NA,NA,NA,"4053",NA,NA,NA
"184","2015-09-04 05:36:35-03","MNHN","RECOLNAT_MNHN_P","P02694821","PreservedSpecimen",NA,"Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.","Roque",NA,NA,NA,"[Beyrich]",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Petrópolis","Serra da Estrella. Petrópolis, Rio de Janeiro, Sudeste, Brasil, América do Sul","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02694821' target='other'> <mi>dwc_moreinfo</mi></a>","P02694821","P02694821_01",NA,NA,NA,"hb","36524","auto",NA,NA,NA,NA,NA,NA,NA,NA
"185","2020-12-11 11:33:19-03","UFMG","BHCB","7364","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.",NA,"1996","12",NA,"Grandi, TSM; Siqueira, JC","2234","1986","04","27","Brasil","Minas Gerais","Caeté","Serra da Piedade., 3ª estação de coleta.","-43.666667","-19.816667","-43.666667","-19.816667","1720","1720","Campo rupestre. Escandente volúvel.; campo rupestre, escandente volúvel","BHCB006965",NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2020-12-11 11:33:19-03","UFMG","BHCB","74931","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.",NA,NA,NA,NA,"Fonseca, A; Alves, T; Stehmann, JR; Sobral, M","216","2002","03","09","Brasil","Minas Gerais","Brumadinho","Serra da Calçada.","-43.983611","-20.093056","-43.983611","-20.093056",NA,NA,"Plantas do Brasil.","BHCB006964",NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2020-12-11 11:33:19-03","UFMG","BHCB","110380","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.",NA,"2007","06","10","Carmo, FF","247","2007","03","12","Brasil","Minas Gerais","Itabirito","Serra de Capanema., C1.","-43.574444","-20.21","-43.574444","-20.21","1904","1904","Plantas do Brasil. capão; afloramento de canga.; capão, afloramento de canga","BHCB006962",NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2020-12-11 11:33:19-03","UFMG","BHCB","116846","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.",NA,"2013","04",NA,"Loeuille, BFP; Brazolim, S; Borges, LM; Santos, MF; Rodrigues, RR; Tamashiro, JY; Souza, VC de","196","2007","04","06","Brasil","Santa Catarina","Bocaina do Sul","Fazenda Farofa., Trilha da estrada do meio.","-49.859167","-27.888889","-49.859167","-27.888889","1317","1317","Vegetação secundária de Floresta Ombrófila Mista. Liana. Ramos e brácteas verde-claros. Flores amarelo-esverdeadas.; liana, ramos e brácteas verde-claras, flores amarelo esverdeadas","BHCB006967",NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2020-12-11 11:33:19-03","UFMG","BHCB","147847","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.",NA,"2013","02",NA,"Fernandes, R; Chaves, C; Hattori, EKO; Vale, AA","776","2011","03","15","Brasil","Minas Gerais","Delfim Moreira","Serra da Mantiqueira, Fazenda da onça, trilha da cachoeira.","-45.348222","-22.610444","-45.348222","-22.610444","1663","1663","Floresta ombrófila mista, planta herbáceae, liana, coletada a margem da trilha.; floresta ombrófila mista, planta herbacea, liana, coletada a margem da trilha","BHCB006627",NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2020-12-11 11:33:19-03","UFMG","BHCB","38038","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.",NA,NA,NA,NA,"Lombardi, JA","1945","1997","07","15","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra., Junto ao Rio São Francisco.","-46.520278","-20.305556","-46.520278","-20.305556",NA,NA,"Plantas do Brasil. Mata semidecídua. Liana. Folhas herbáceas. Flores velhas.",NA,NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-12-11 11:33:19-03","UFMG","BHCB","59000","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.",NA,"2013","04",NA,"França, GS; Stehmann, JR","266","2001","04","20","Brasil","Minas Gerais","Camanducaia","Mata do Altair.","-45.931667","-22.710833","-45.931667","-22.710833","1900","1900","Plantas do Brasil - Conservação e Recuperação de Fragmentos Florestais, Bacia do Rio Camanducaia, MG-Brasil - Projeto PROBIO - Ministério do Meio Ambiente e Recursos Hídricos. Mata. Liana.; liana","BHCB006966",NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2020-12-11 11:33:19-03","UFMG","BHCB","84121","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.",NA,NA,NA,NA,"Ribas, OS; Silva, JM; Vaz, J","4623","2002","04","06","Brasil","São Paulo","Barra do Turvo","Bela Vista.","-48.5046997070312","-24.7563991546631",NA,NA,NA,NA,"Clareira da floresta atlântica. Volúvel. Capítulo alvacento.",NA,NA,"Dicotyledon",NA,"Southern America",NA,"38172","auto",NA,NA,NA,NA,NA,NA,NA,NA
"193","2020-12-11 11:33:19-03","UFMG","BHCB","89891","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.",NA,"2013","02",NA,"Echternacht, LA; Dornas, T","502","2004","06","19","Brasil","Minas Gerais","Carmópolis de Minas","Estação Ecológica Estadual da Mata do Cedro.","-44.6349983215332","-20.5414009094238",NA,NA,NA,NA,"Liana em sub-bosque de Floresta Estacional Semidecidual. Capítulos esbranquiçados.; liana em subosque de floresta estacional semidecidual, capítulos esbranquiçados","BHCB006628",NA,"Dicotyledon",NA,"Southern America",NA,"18828","auto",NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-12-11 11:33:19-03","UFMG","BHCB","8210","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.",NA,"1996","12",NA,"Grandi, TSM; et al.","2362","1987","02","25","Brasil","Minas Gerais","Ouro Preto","Itacolomi.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Campo rupestre. Escandente volúvel.; campo rupestre, escadente volúvel","BHCB006963",NA,"Dicotyledon",NA,"Southern America",NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-12-11 11:33:19-03","UFMG","BHCB","152835","PreservedSpecimen","Plantae","Asteraceae","Mikania","ternata","Mikania ternata","(Vell.) B.L.Rob.",NA,"2015","09",NA,"Fernandes, AC; Batista, JAN; Carvalho, BM de","853","2011","07","08","Brasil","Minas Gerais","Catas Altas","RPPN Santuário Caraça, Trilha para Gruta do Padre Caio","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,"Liana; Interior de Mata","BHCB031831",NA,"Dicotyledon",NA,"Southern America",NA,"11966","auto",NA,NA,NA,NA,NA,NA,NA,NA
