"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","continentOcean","country","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","identifiedBy","month","day","stateProvince","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","fieldNumber","dayIdentified","individualCount","relatedCatalogItem","sex"
"49","2015-03-26 07:34:00-03","MO","MOBOT","1871763","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Gerrit Davidse|Ángel C. González","Davidse 20924","1982","South America","Venezuela","Parque Nacional Yacambú, Quebrada Negra from the base of the tunnel to the junction with the Río Yacambú, future basin of Embalse Río Yacambú. On river bank and steep bluffs.","-69.5","9.6833333",NA,NA,NA,NA,"Kunth","J.A. Steyermark","10","24","Lara","Jiménez","620.00000000","740.00000000",NA,NA,NA,NA,NA,NA,NA,"1505",NA,"1",NA,NA
"50","2009-09-11 12:32:00-03","MO","MOBOT","2479105","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"William J. Hahn","Hahn s.n.",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Kunth",NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2010-10-07 15:27:00-03","MO","MOBOT","2859084","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Howard S. Irwin|J.W. Grear, Jr.|R. Souza|R. Reis dos Santos","Irwin 12498","1966","South America","Brazil","Rocky slopes, wet campo, nd creek margin, Chapada dos Ceadeiros, ca. 20 km. W. of Veadeiros, Goiás.",NA,NA,NA,NA,NA,NA,"Kunth","C.L. Ichaso","2","10","Goiás",NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-03-18 04:33:00-03","MO","MOBOT","2859863","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis","Type","F.W.H.A. von Humboldt|A.J.A. Bonpland","Humboldt s.n.",NA,"South America","Ecuador","Prope Loxa.",NA,NA,NA,NA,NA,NA,"Kunth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"53","2012-12-22 13:21:00-02","MO","MOBOT","2860194","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Francisco J. Ortega|Basil Stergios|Gerardo Aymard","Ortega 1404","1981","South America","Venezuela","Dtto. Ospino, entre San José y Cerro Sabana.",NA,NA,NA,NA,NA,NA,"Kunth","Julian A. Steyermark","10","24","Portuguesa",NA,"600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2008-05-27 22:02:00-03","MO","MOBOT","695340","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"B. Løjtnant|Ulf Molau","Løjtnant 14877","1979","South America","Ecuador","At the Inca ruins of Ingapirca. Rocky slopes and ruderal vegetation.","-78.86666","-2.55",NA,NA,NA,NA,"Kunth","R. Callejas (HUA)","6","15","Cañar",NA,"3200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-12-19 11:19:59-03","UFG","UFG","17948","S","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Gomes-Klein, V.L.; Marques, R.","2726","1995",NA,"Brasil","Reserva Ecológica do IBGE, Mata ciliar próximo ao ribeirão Taquar. Encontrada em um tronco em decomposição no interior da mata.","-47.9296989440918","-15.7797002792358",NA,"Plantas epífita, inflorescências verdes.",NA,NA,"Kunth","Carvalho-Silva, M.","03","29","Distrito Federal","Brasília",NA,NA,"2002","04",NA,NA,NA,"70570","auto",NA,"03",NA,NA,NA
"56","2019-06-10 10:11:25-03","FZB-BH","BHZB","9253","S","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Fernandes, M.G.C. et al.","1622","2012",NA,"Brasil","RPPN Brumas do Espinhaço e Ermo do Gerais","-43.701667","-19.04",NA,"Epífita ou rupícola.Ponto 110,636626 7894236 1414 m, com duplicata. Antes Peperomia sp.Doação de duplicata para herbário RB em fevereiro 2015..",NA,NA,NA,"C.A., Ferreira Junior","07","12","MG","Santana do Riacho","1414","1414","2015","01","43W 42' 06","19S 02' 24",NA,NA,NA,NA,"29",NA,NA,NA
"57","2020-09-12 05:00:02-03","US","US","2838519","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"G. T. Prance & N. Silva","59559","1964","South America - Neotropics","Brazil","Serra do Caiapó. 66 km north of Jatai",NA,NA,NA,NA,"US01331490","US01331490_01","Kunth",NA,"10","22",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"58","2020-09-12 05:00:02-03","US","US","2755148","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"H. S. Irwin, R. Souza & R. R. Santos","12498","1966","South America - Neotropics","Brazil","Chapada dos Veadeiros, ca. 20km W of Veadeiros, Goiás.","-14","-14",NA,NA,"US01331489","US01331489_01","Kunth",NA,"2","10",NA,NA,"1000",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"59","2020-09-12 05:00:02-03","US","US","2838543","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"G. T. Prance & N. Silva","59003","1964","South America - Neotropics","Brazil","Road Brasília to Taguatinga",NA,NA,NA,NA,"US01331491","US01331491_01","Kunth",NA,"9","12","Brasília",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"60","2020-09-12 05:00:02-03","US","US","388623","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"C. Novaes","505",NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"US01331492","US01331492_01","Kunth",NA,NA,NA,"Campinas",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"61","2020-09-02 16:35:44-03","Cenargen","CEN","26736","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Marta Camargo de Assis","271","1995",NA,"Brasil","Fazenda Sucupira. Riacho Fundo.","-47.9296989440918","-15.7797002792358","Exsicatas",NA,"CEN00026736","CEN00026736","Kunth","D. L. Teixeira","09","20","DF","BRASILIA",NA,NA,"1995","10",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"62","2020-09-02 16:35:44-03","Cenargen","CEN","27933","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Bruno Machado Teles Walter","3296","1996",NA,"Brasil","Fazenda Sucupira (Embrapa-Cenargen). Região entre o Recanto das Emas e Riacho Fundo.","-47.9296989440918","-15.7797002792358","Exsicatas","Inflorescência verde.","CEN00027933","CEN00027933","Kunth","M. Carvalho-Silva","06","11","DF","BRASILIA","1080","1080","1999","05","-4801667.0","-1591667.0",NA,"70570","auto",NA,NA,"3",NA,NA
"63","2020-09-02 16:35:44-03","Cenargen","CEN","57776","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Ernestino de S. Gomes Guarino","719","2001",NA,"Brasil","Mata de Galeria do Córrego Açudinho, Fazenda Sucupira.","-47.9296989440918","-15.7797002792358","Exsicatas",NA,"CEN00057776","CEN00057776","Kunth","M. Carvalho-Silva","04","26","DF","BRASILIA","1100","1100","2001","05","-4800000.0","-1586667.0",NA,"70570","auto",NA,NA,NA,NA,NA
"64","2020-09-02 16:35:44-03","Cenargen","CEN","46878","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Aline Fernandes Pontes","596","2003",NA,"Brasil","Reserva Ecológica do IBGE, estrada principal em direção à nascente do córrego Taquara, beirando a cerca da reserva. Mata de galeria do córrego Taquara.","-47.9296989440918","-15.7797002792358","Exsicatas","Espigas eretas.","CEN00046878","CEN00046878","Kunth",NA,"04","03","DF","BRASILIA","1127","1127",NA,NA,"-4789028.0","-1595500.0",NA,"70570","auto",NA,NA,"3",NA,NA
"65","2020-09-02 16:35:44-03","Cenargen","CEN","49329","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Rosana Romero","2405","1995",NA,"Brasil","Cachoeira da Casca D'Anta, PARNA Serra da Canastra.","-46.3657989501953","-20.2453002929688","Exsicatas","Terrestre com cerca de 30 cm prostrada. Doação do Herbarium Uberlandensis - HUFU. Depto. Biociências/CEBIM/UFU.","CEN00049329","CEN00049329","Kunth","M. Carvalho-Silva","07","17","MG","SAO ROQUE DE MINAS",NA,NA,"2006","12",NA,NA,NA,"57119","auto",NA,NA,"1",NA,NA
"66","2020-09-02 16:35:44-03","Cenargen","CEN","49336","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Rosana Romero","2801","1995",NA,"Brasil","Mata do Córrego Quilombo.","-46.3657989501953","-20.2453002929688","Exsicatas","Doação do Herbarium Uberlandensis - HUFU. Depto. Biociências/CEBIM/UFU.","CEN00049336","CEN00049336","Kunth","M. Carvalho-Silva","09","26","MG","SAO ROQUE DE MINAS",NA,NA,"2006","12",NA,NA,NA,"57119","auto",NA,NA,"1",NA,NA
"67","2020-09-02 16:35:44-03","Cenargen","CEN","51613","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Rubens Custódio Mota","142","2000",NA,"Brasil","Parque Nacional da Serra da Canastra.","-46.3657989501953","-20.2453002929688","Exsicatas","Campo de epífita em mata. Doação do Herbário BHCB (53297).","CEN00051613","CEN00051613","Kunth","M. Carvalho-Silva","02","16","MG","SAO ROQUE DE MINAS",NA,NA,"2003","05",NA,NA,NA,"57119","auto",NA,NA,"1",NA,NA
"68","2020-09-02 16:35:44-03","Cenargen","CEN","83127","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Clarissa Gouveia Fontes","128","2007",NA,"Brasil","Fazenda Sucupira. Trecho final da mata do Açudinho.","48.0133333","-15.906944","Exsicatas",NA,"CEN00083127","CEN00083127","Kunth","C. G. Fontes","03","14","DF","BRASILIA","1090","1090","2007","06","48.0133333","-15.906944",NA,NA,NA,NA,NA,"4",NA,NA
"69","2020-09-02 16:35:44-03","Cenargen","CEN","51627","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Júlio Antônio Lombardi","1873","1997",NA,"Brasil","Parque Nacional da Serra da Canastra. Capão de mata entre campo limpo.","-46.664444","-20.171388","Exsicatas","Carnosa. Doação Herbário do Departamento de Botânica (BHCB - 37966) - ICB - UFMG. Plantas do Brasil.","CEN00051627","CEN00051627","Kunth","M. Carvalho-Silva","07","14","MG","SAO ROQUE DE MINAS","1396","1396","2003","05","-46.664444","-20.171388",NA,NA,NA,NA,NA,"1",NA,NA
"70","2020-09-02 16:35:44-03","Cenargen","CEN","58782","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Bruno Machado Teles Walter","4860","2001",NA,"Brasil","Fazenda Sucupira. Região do alto Córrego Riacho Fundo.","-48.016666","-15.866666","Exsicatas","Inflorescência creme-esverdeada. Plantas verde-claras.","CEN00058782","CEN00058782","Kunth","G. D. Vale","05","31","DF","BRASILIA","1070","1070","2006","10","-48.016666","-15.866666",NA,NA,NA,NA,NA,"3",NA,NA
"71","2020-09-02 16:35:44-03","Cenargen","CEN","88952","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Rodolfo de Paula Oliveira","3","2008",NA,"Brasil","Fazenda Sucupira","-48.011388","-15.905833","Unicata","Inflorescência em espiga.","CEN00088952","CEN00088952","Kunth",NA,"06","11","DF","BRASILIA",NA,NA,NA,NA,"-48.011388","-15.905833",NA,NA,NA,NA,NA,"1",NA,NA
"72","2020-09-02 16:35:44-03","Cenargen","CEN","88984","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Rodolfo de Paula Oliveira","35","2010",NA,"Brasil","Fazenda Sucupira","-48.011388","-15.905833","Unicata","Espigas verdes.","CEN00088984","CEN00088984","Kunth","R. de Paula","11","15","DF","BRASILIA",NA,NA,"2010","12","-48.011388","-15.905833",NA,NA,NA,NA,NA,"1",NA,NA
"73","2020-09-02 16:35:44-03","Cenargen","CEN","89023","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Rodolfo de Paula Oliveira","69","2012",NA,"Brasil","Fazenda Água Limpa (Córrego Capetinga)","-47.941388","-15.954444","Exsicatas",NA,"CEN00089023","CEN00089023","Kunth","M. Carvalho-Silva","11","20","DF","BRASILIA",NA,NA,"2015","07","-47.941388","-15.954444",NA,NA,NA,NA,NA,"2",NA,NA
"74","2020-09-02 16:35:44-03","Cenargen","CEN","89034","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Rodolfo de Paula Oliveira","80","2013",NA,"Brasil","Fazenda Sucupira (Córrego Riacho Fundo)","-48.009444","-15.906944","Unicata",NA,"CEN00089034","CEN00089034","Kunth","R. de Paula","01","18","DF","BRASILIA",NA,NA,"2013","01","-48.009444","-15.906944",NA,NA,NA,NA,NA,"1",NA,NA
"75","2020-09-02 16:35:44-03","Cenargen","CEN","93175","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Beatriz Machado Gomes","499","2010",NA,"Brasil","Parque Nacional da Serra da Canastra; Capão R4. 20°11'28,5'' S; 46°35'28,6''W","-46.591111","-20.191111","Exsicatas","Projeto Implementação do Plano de Ação Nacional para Conservação de Lepidópteros Ameaçados - ICMBio.","CEN00093175","CEN00093175","Kunth","T. Macambo-Silva","03","18","MG","SAO ROQUE DE MINAS","1292","1292","2017","09","-46.591111","-20.191111",NA,NA,NA,NA,NA,"1",NA,NA
"76","2020-09-02 16:35:44-03","Cenargen","CEN","96441","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Bernardo Rocha Teixeira","144","2008",NA,"Brasil","Parque Nacional de Brasília. Próximo da estrada.","-47.943888","-15.725833","Exsicatas",NA,"CEN00096441","CEN00096441","Kunth","T. Macambo-Silva","07","17","DF","BRASILIA",NA,NA,"2017","09","-47.943888","-15.725833",NA,NA,NA,NA,NA,"4",NA,NA
"77","2020-09-02 16:35:44-03","Cenargen","CEN","96489","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Bernardo Rocha Teixeira","189","2008",NA,"Brasil","Parque Nacional de Brasília. Mata bem comprida no começo do encontro da estrada.","-47.975","-15.736944","Exsicatas",NA,"CEN00096489","CEN00096489","Kunth","T. Macambo-Silva","08","08","DF","BRASILIA",NA,NA,"2017","09","-47.975","-15.736944",NA,NA,NA,NA,NA,"2",NA,NA
"78","2020-09-02 16:35:44-03","Cenargen","CEN","26703","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Marta Camargo de Assis","238","1995",NA,"Brasil","Fazenda Sucupira. Beira de estrada em cima da ponte.","-47.9296989440918","-15.7797002792358","Exsicatas",NA,"CEN00026703","CEN00026703","Kunth","M. Carvalho-Silva","06","08","DF","BRASILIA",NA,NA,"1999","05",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"79","2020-09-02 16:35:44-03","Cenargen","CEN","26738","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Marta Camargo de Assis","177","1995",NA,"Brasil","Fazenda Sucupira - Cabeceira da mata próximo a sede","-47.9296989440918","-15.7797002792358","Exsicatas",NA,"CEN00026738","CEN00026738","Kunth","M. Carvalho-Silva","03","07","DF","BRASILIA","1080","1080","2000","01",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"80","2020-09-02 16:35:44-03","Cenargen","CEN","46086","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Micheline Carvalho-Silva","60","2001",NA,"Brasil","Fazenda Sucupira, mata da churrasqueira.","-47.9296989440918","-15.7797002792358","Exsicatas","Espigas verdes com frutos patentes marrons. Inflorescências eretas. Folhas verde escuro forte suculenta. Ervas epífitas.","CEN00046086","CEN00046086","Kunth","M. Carvalho-Silva","08","02","DF","BRASILIA","1050","1050","2001","08","-4801111.0","-1590583.0",NA,"70570","auto",NA,NA,"2",NA,NA
"81","2020-09-02 16:35:44-03","Cenargen","CEN","36408","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Micheline Carvalho-Silva","9","2000",NA,"Brasil","Fazenda Sucupira, mata próximo a churrasqueira.","-47.9296989440918","-15.7797002792358","Exsicatas","Mais interior à mata. Epifitando troncos caídos, folhas carnosas. Inflorescência ereta.","CEN00036408","CEN00036408","Kunth","M. Carvalho-Silva","09","04","DF","BRASILIA",NA,NA,"2000","09",NA,NA,NA,"70570","auto",NA,NA,"1",NA,NA
"82","2020-09-02 16:35:44-03","Cenargen","CEN","49340","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Rosana Romero","4464","1997",NA,"Brasil","Cachoeira dos Rolinhos, Parque Nacional da Serra da Canastra.","-46.3657989501953","-20.2453002929688","Exsicatas","Ca. 0,4 m. Inflorescência com ráquis esverdeada. Doação do Herbário Uberlandensis - HUFU. Depto. Biociências/CEBIM/UFU.","CEN00049340","CEN00049340","Kunth","M. Carvalho-Silva","08","21","MG","SAO ROQUE DE MINAS",NA,NA,"2006","12",NA,NA,NA,"57119","auto",NA,NA,"1",NA,NA
"83","2020-09-02 16:35:44-03","Cenargen","CEN","49331","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Rosana Romero","2436","1995",NA,"Brasil","Córrego do Quilombo, PARNA Serra da Canastra.","-46.3657989501953","-20.2453002929688","Exsicatas","Inflorescências esbranquiçadas. Doação do Herbário Uberlandensis - HUFU. Depto. Biociências/CEBIM/UFU.","CEN00049331","CEN00049331","Kunth","R. Callejas","07","15","MG","SAO ROQUE DE MINAS",NA,NA,"1996","06",NA,NA,NA,"57119","auto",NA,NA,"1",NA,NA
"84","2019-11-13 11:28:19-03","USP","SPF","150451","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Lombardi, JA","1873","1997",NA,"Brasil","Parque Nacional da Serra da Canastra","-46.664444","-20.171389",NA,NA,"SPF00150451","SPF00150451","Kunth","Gonçalves, EG","07","14","Minas Gerais","São Roque de Minas","1396","1396","2001","07","-46.664444","-20.171389",NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-11-13 11:28:19-03","USP","SPF","158675","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Pontes, AF","596","2003",NA,"Brasil","Reserva Ecológica do IBGE","-47.890278","-15.955",NA,NA,"SPF00158675","SPF00158675","Kunth",NA,"04","03","Distrito Federal","Brasília","1127","1127",NA,NA,"-47.890278","-15.955",NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-11-13 11:28:19-03","USP","SPF","101349","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Tamashiro, JY","951","1995",NA,"Brasil","Bairro do Lima.","-46.439998626709","-22.7900009155273",NA,NA,"SPF00101349","SPF00101349","Kunth","Carvalho-Silva, M","05","08","São Paulo","Pedra Bela",NA,NA,"2003","05",NA,NA,NA,"10848","auto",NA,NA,NA,NA,NA
"87","2019-10-07 09:23:23-03","UEFS","HUEFS","3796","PreservedSpecimen","Plantae","Angiospermae","Piperales","Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Santos, T.S.dos","1799","1971",NA,"Brasil",NA,"-39.5339012145996","-15.9507999420166",NA,NA,"HUEFS0003796","HUEFS0003796","Kunth",NA,"08","13","Bahia","Itapebi",NA,NA,NA,NA,NA,NA,"Magnolianae","43726","auto",NA,NA,NA,NA,NA
"88","2019-10-07 09:23:23-03","UEFS","HUEFS","201173","PreservedSpecimen","Plantae","Angiospermae","Piperales","Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Fontes, C.G.","128","2007",NA,"Brasil","Fazenda Sucupira.Trecho final da mata do Açudinho.","-48.013333","-15.906944",NA,"Bore de Mata de galeria.","HUEFS0201173","HUEFS0201173","Kunth",NA,"03","14","Distrito Federal","Brasilia","1090","1090",NA,NA,"48W0'48''","15S54'25''","Magnolianae",NA,NA,NA,NA,NA,NA,NA
"89","2019-09-05 16:28:03-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Piperaceae","Peperomia","diffusa","Peperomia diffusa","Type [status unknown]","A. Fendler","1178","1855","South America","Venezuela",NA,"-65.9119","7.0758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"90","2019-07-09 14:04:17-03","F","FMNH-SEEDPLANTS","V0453899F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Piperaceae","Peperomia","diffusa","Peperomia diffusa",NA,"F. C. Lehmann","5412",NA,"South America","Colombia",NA,"-72.8667","3.8811",NA,NA,"V0453899F","V0453899F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"91","2019-09-04 19:18:59-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis","Type [status unknown]","F. W. H. A. von Humboldt",NA,NA,"South America","Brazil",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"92","2019-07-09 14:05:24-03","F","FMNH-SEEDPLANTS","V0454482F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"H. S. Irwin & et al.","12498","1966","South America","Brazil",NA,"-52.8731","-10.8339",NA,NA,"V0454482F","V0454482F_01",NA,NA,"2","10",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"93","2020-07-23 12:17:58-03","CEPLAC","CEPEC","7044","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"T. S. dos Santos","1799","1971",NA,"Brasil","Faz. Lombardia, Rod. p/ Sta. M. Eterna.","-39.5339012145996","-15.9507999420166",NA,NA,NA,NA,NA,"R. Callejas","08","13","Bahia","ITAPEBÍ",NA,NA,NA,NA,NA,NA,NA,"43726","auto",NA,NA,NA,"30/12/1983",NA
"94","2020-07-23 12:17:58-03","CEPLAC","CEPEC","3378","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"R. S. Pinheiro","428","1967",NA,"Brasil","Faz. Lombardia.","-39.5339012145996","-15.9507999420166",NA,NA,NA,NA,NA,"E. F. Guimarães","11","14","Bahia","ITAPEBÍ",NA,NA,NA,NA,"0*0'0","0*0'0",NA,"43726","auto",NA,NA,NA,"01/02/1979",NA
"95","2020-02-17 11:30:18-03","UEG","HUEG","9108","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Faria, J.E.Q.","1048","2011","Southern America","Brasil",NA,"-48.9592018127441","-15.852499961853",NA,"Erva epífita crescendo em tronco de árvore, inflorescência verde clara.; Paruqe Estadual dos Pirineus. Mata de galeria.","HUEG009108",NA,"Kunth","Carvalho-Silva, M.","02","13","Goiás","Pirenópolis",NA,NA,"2011",NA,NA,NA,NA,"40887","auto",NA,NA,NA,NA,NA
"96","2019-11-01 15:07:51-03","UnB","UB","113441","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Anderson, WR; Stieber, MT; Kirkbride Junior, JH","35246","1972","Southern America","Brasil","Ca. 10km SW of Diamantina",NA,NA,NA,"Spike greenish yellow.; Succulent herb; .",NA,NA,"Kunth","Guimarães, EF","02","03","Minas Gerais",NA,"1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-11-01 15:07:51-03","UnB","UB","198274","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Carvalho-Silva, M; Mendes, VC","1894","2013","Southern America","Brasil","Fazenda Sucupira, na entrada da fazenda","-48.004722","-15.883889",NA,"Epífita em fruto; Mata de galeria alterada",NA,NA,"Kunth","Carvalho-Silva, M","09","04","Distrito Federal","Riacho Fundo",NA,NA,"2013","09","-48.004722","-15.883889",NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-11-01 15:07:51-03","UnB","UB","169919","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Lourenço, JLM; Pinheiro, EML; Grasser, GA; Chaves, BE; Mendes, VC","18","2011","Southern America","Brasil","Capão de Mata situado atrás de formação rochosa perto da Fazenda Serra do Mar","-47.134056","-13.946694",NA,"Epífita em topo de árvore. Folhas gordas e bem verdes. Espigas ascendentes.",NA,NA,"Kunth","Lourenço, JLM","02","14","Goiás","Alto Paraíso de Goiás",NA,NA,"2011","03","-47.134056","-13.946694",NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-11-01 15:07:51-03","UnB","UB","193030","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Piperaceae","Peperomia","loxensis","Peperomia loxensis",NA,"Fontes, CG; et al.","128","2007","Southern America","Brasil","Fazenda Scupira, trecho final da mata do Açudinho.","-48.013333","-15.906944",NA,"Erva epifita; frutos verdes.; Borda de mata de galeria; relevo plano no local; solo areno-argiloso com serrapilheira.",NA,NA,"Kunth","Fontes, CG","03","14","Distrito Federal","Brasília","1090","1090","2007","06","-48.013333","-15.906944",NA,NA,NA,NA,NA,NA,NA,NA
