"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","class","coordinatePrecision","geoFlag","typeStatus","relatedCatalogItem","individualCount","fieldNumber","sex"
"985","2008-05-27 22:02:00-03","MO","MOBOT","1837942","PreservedSpecimen","Plantae","Poaceae","Digitaria","sacchariflora","Digitaria sacchariflora","(Nees) Henrard",NA,NA,NA,NA,"M. Coro R.","Coro Ramírez 485-78","1978","1","18","Bolivia","Tarija","Cercado","banks of Río Tarija",NA,NA,NA,NA,"1950.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"986","2014-04-04 11:25:00-03","MO","MOBOT","1934757","PreservedSpecimen","Plantae","Poaceae","Digitaria","sacchariflora","Digitaria sacchariflora","(Nees) Henrard",NA,NA,NA,NA,"Renate Seidel","Seidel 2054","1987","7","22","Bolivia","La Paz",NA,NA,NA,NA,NA,NA,"580.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"987","2018-04-03 11:30:00-03","MO","MOBOT","222203","PreservedSpecimen","Plantae","Poaceae","Digitaria","sacchariflora","Digitaria sacchariflora","(Nees) Henrard","G. Davidse, 1999 (MO)",NA,NA,NA,"Osvaldo Morrone|José F. Pensiero","Morrone 112","1992","4","22","Paraguay","Cordillera",NA,"Piribebuy, 3 km camino a Paraguari.","-57","-25.5833333",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2",NA
"988","2008-05-27 22:02:00-03","MO","MOBOT","222233","PreservedSpecimen","Plantae","Poaceae","Digitaria","sacchariflora","Digitaria sacchariflora","(Nees) Henrard","Rúgolo de Agrasar, Z. E.",NA,NA,NA,"Osvaldo Morrone|José F. Pensiero","Morrone 391","1992","4","28","Paraguay","San Pedro",NA,"Ruta 3, 17km. al N de Guayabí, camino a Gral. Isidoro, entrada a la estancia La Manina.","-56.33333","-24.45",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","29",NA
"989","2014-04-21 14:06:00-03","MO","MOBOT","2227621","PreservedSpecimen","Plantae","Poaceae","Digitaria","sacchariflora","Digitaria sacchariflora","(Nees) Henrard","Vega, A. S.",NA,NA,NA,"J.L. Fontana","Fontana 104-2","1985","1","28","Argentina","Misiones","Candelaria","Campo San Juan","-55.58333","-27.46666",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"990","2011-02-22 06:43:00-03","MO","MOBOT","2254751","PreservedSpecimen","Plantae","Poaceae","Digitaria","sacchariflora","Digitaria sacchariflora","(Nees) Henrard","Vega, A. S., I-",NA,NA,NA,"F. Biganzoli|Paola Peralta|A. Giallorenzo|V. Moreno|M. Mattioni","Biganzoli 262","1998","9","20","Argentina","Misiones","Libertador General San Martín","Predio UNLP : valle del arroyo Cuña Pirú. Ruta 7, cerca de la entrada al balneario de Aristóbulo del Valle","-55.03333","-27.03333",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"991","2008-05-27 22:02:00-03","MO","MOBOT","231531","PreservedSpecimen","Plantae","Poaceae","Digitaria","sacchariflora","Digitaria sacchariflora","(Nees) Henrard",NA,NA,NA,NA,"Francisco Tamayo","Tamayo 3183",NA,NA,NA,"Venezuela","Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"992","2008-05-27 22:02:00-03","MO","MOBOT","231541","PreservedSpecimen","Plantae","Poaceae","Digitaria","sacchariflora","Digitaria sacchariflora","(Nees) Henrard",NA,NA,NA,NA,"Francisco Tamayo","Tamayo 3165",NA,NA,NA,"Venezuela","Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"993","2008-05-27 22:02:00-03","MO","MOBOT","231551","PreservedSpecimen","Plantae","Poaceae","Digitaria","sacchariflora","Digitaria sacchariflora","(Nees) Henrard",NA,NA,NA,NA,"Julian A. Steyermark","Steyermark 88550",NA,NA,NA,"Venezuela","Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"994","2008-05-27 22:02:00-03","MO","MOBOT","231561","PreservedSpecimen","Plantae","Poaceae","Digitaria","sacchariflora","Digitaria sacchariflora","(Nees) Henrard",NA,NA,NA,NA,"Franciso Delascio C.|et al.","Delascio Chitty 7865",NA,NA,NA,"Venezuela","Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"995","2008-05-27 22:02:00-03","MO","MOBOT","231571","PreservedSpecimen","Plantae","Poaceae","Digitaria","sacchariflora","Digitaria sacchariflora","(Nees) Henrard",NA,NA,NA,NA,"Franciso Delascio C.|et al.","Delascio Chitty 7806",NA,NA,NA,"Venezuela","Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"996","2009-07-15 12:23:00-03","MO","MOBOT","2344311","PreservedSpecimen","Plantae","Poaceae","Digitaria","sacchariflora","Digitaria sacchariflora","(Nees) Henrard",NA,NA,NA,NA,"Renée H. Fortunato","Fortunato 421","1983","11","10","Argentina","Formosa","Bermejo","Alrededores de Bosch, por ruta 81.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"997","2009-10-24 10:42:00-02","MO","MOBOT","2425656","PreservedSpecimen","Plantae","Poaceae","Digitaria","sacchariflora","Digitaria sacchariflora","(Nees) Henrard","Vega, A. S.",NA,NA,NA,"Fernando O. Zuloaga|Diego Giraldo-Cañas|F. Biganzoli","Zuloaga 6618","1998","3","24","Argentina","Misiones","San Ignacio","Campos antes del camino de entrada al Parque Provincial Teyucuaré","-55.55","-27.26666",NA,NA,"130.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"998","2009-07-27 09:22:00-03","MO","MOBOT","2425678","PreservedSpecimen","Plantae","Poaceae","Digitaria","sacchariflora","Digitaria sacchariflora","(Nees) Henrard","Rúgolo de Agrasar, Z. E., 01-",NA,NA,NA,"Fernando O. Zuloaga|Osvaldo Morrone","Zuloaga 6814","1999","2","22","Argentina","Misiones","San Ignacio","Campo antes de la entrada al Parque Provincial Teyucuaré","-55.55","-27.26666",NA,NA,"160.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"999","2010-04-23 20:53:00-03","MO","MOBOT","2445245","PreservedSpecimen","Plantae","Poaceae","Digitaria","sacchariflora","Digitaria sacchariflora","(Nees) Henrard","Rúgolo de Agrasar, Z. E., //",NA,NA,NA,"Osvaldo Morrone|Norma B. Deginani|Ana M. Cialdella","Morrone 986","1996","2","20","Argentina","Misiones","San Ignacio","Teyú Cuaré, camino al paraje Payal","-55.55","-27.28333",NA,NA,"30.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1000","2008-05-27 22:02:00-03","MO","MOBOT","2478730","PreservedSpecimen","Plantae","Poaceae","Digitaria","sacchariflora","Digitaria sacchariflora","(Nees) Henrard","Vega, A. S.",NA,NA,NA,"* GRUN","GRUN s.n.","1987","2","4","Brazil","Rio Grande do Sul",NA,"Entre Pelotas y el Chuy",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1001","2009-10-24 07:52:00-02","MO","MOBOT","2514360","PreservedSpecimen","Plantae","Poaceae","Digitaria","sacchariflora","Digitaria sacchariflora","(Nees) Henrard","Vega, A. S., 07-09-",NA,NA,NA,"Fernando O. Zuloaga|Osvaldo Morrone","Zuloaga 7260","2001","5","5","Paraguay","Amambay",NA,"Parque Nacional Cerro Corá, costado de la pista de aviación","-56.01666","-22.63333",NA,NA,"210.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1002","2012-04-10 12:01:00-03","MO","MOBOT","2854770","PreservedSpecimen","Plantae","Poaceae","Digitaria","sacchariflora","Digitaria sacchariflora","(Nees) Henrard","Vega A.S.",NA,NA,NA,"Fernando O. Zuloaga|Osvaldo Morrone","Zuloaga 7270","2001","5","5","Paraguay","Amambay",NA,"Parque Nacional Cerro Corá, costado de la pista de aviación.","-56.0166667","-22.6333333",NA,NA,"210.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1003","2014-03-13 18:10:00-03","MO","MOBOT","3045550","PreservedSpecimen","Plantae","Poaceae","Digitaria","sacchariflora","Digitaria sacchariflora","(Nees) Henrard",NA,NA,NA,NA,"José Steinbach","Steinbach G. 6876",NA,NA,NA,"Bolivia","Santa Cruz","Sara","Buenavista","-63.75","-17.6",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1004","2014-03-13 17:55:00-03","MO","MOBOT","3045556","PreservedSpecimen","Plantae","Poaceae","Digitaria","sacchariflora","Digitaria sacchariflora","(Nees) Henrard",NA,NA,NA,NA,"José Steinbach","Steinbach G. 6638",NA,NA,NA,"Bolivia","Santa Cruz","Sara","Buenavista","-63.75","-17.6",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1005","2018-03-27 10:48:00-03","MO","MOBOT","811968","PreservedSpecimen","Plantae","Poaceae","Digitaria","sacchariflora","Digitaria sacchariflora","(Nees) Henrard","G. Davidse (MO)",NA,NA,NA,"Elsa M. Zardini|Tulio Tillería","Zardini 38560","1994","2","24","Paraguay","Misiones",NA,"Itayurú, between San Miguel and San Juan Bautista.","-57.1","-26.5833333",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","884",NA
"1006","2008-05-27 22:02:00-03","MO","MOBOT","230057","PreservedSpecimen","Plantae","Poaceae","Panicum","gavanianum","Panicum gavanianum","Steud. ex Lechl.",NA,NA,NA,NA,"W. Lechler","Lechler 2399","1854",NA,NA,"Peru",NA,NA,"Saccharo, S. Govan",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1007","2019-03-18 04:33:00-03","MO","MOBOT","235396","PreservedSpecimen","Plantae","Poaceae","Panicum","leucophaeum","Panicum leucophaeum","Kunth",NA,NA,NA,NA,"A.J.A. Bonpland","Bonpland s.n.",NA,NA,NA,"Venezuela","Sucre",NA,"Cumana",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1008","2010-09-20 19:22:00-03","MO","MOBOT","1921589","PreservedSpecimen","Plantae","Poaceae","Trichachne","insularis","Trichachne insularis","(L.) Nees","J.R. Swallen",NA,NA,NA,"Bassett Maguire|Gerold Stahel","Maguire 22754","1944","4","5","Suriname",NA,NA,"Frequent; open sandy areas, shrub savanna, Charlesburg Rift, 3 km north of Paramaribo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1009","2009-06-25 13:34:00-03","MO","MOBOT","2041759","PreservedSpecimen","Plantae","Poaceae","Trichachne","insularis","Trichachne insularis","(L.) Nees",NA,NA,NA,NA,"Paul C. Hutchison|J. Kenneth Wright","Hutchison 4437","1964","3","18","Peru","Cajamarca","Jaén","1/2 km E of bridge over Río Huancobamba, km 80.4 E of Olmos, ca. 3 km west of Acapulco. Cliff face, rare.",NA,NA,NA,NA,"1200.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"270",NA
"1010","2009-06-25 13:34:00-03","MO","MOBOT","2041763","PreservedSpecimen","Plantae","Poaceae","Trichachne","insularis","Trichachne insularis","(L.) Nees",NA,NA,NA,NA,"Paul C. Hutchison|J. Kenneth Wright","Hutchison 4441","1964","3","18","Peru","Cajamarca","Jaén","Ca. 3 km E of Acapulco on Río Huancobamba, Olmos-Marañon highway.",NA,NA,NA,NA,"1200.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"271",NA
"1011","2008-05-27 22:02:00-03","MO","MOBOT","216058","PreservedSpecimen","Plantae","Poaceae","Trichachne","insularis","Trichachne insularis","(L.) Nees","S. Lægaard",NA,NA,NA,"L.B. Holm-Nielsen|Jaime L. Jaramillo","Holm-Nielsen 28918","1980","12","5","Ecuador","Imbabura",NA,"Between Carchi, Guajara and Guayupe. Deciduous dry forest.","-78.16666","0.65",NA,NA,"1200.00000000","1300.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1012","2008-05-27 22:02:00-03","MO","MOBOT","216069","PreservedSpecimen","Plantae","Poaceae","Trichachne","insularis","Trichachne insularis","(L.) Nees",NA,NA,NA,NA,"Jens E. Madsen","Madsen 61172","1985","11","28","Ecuador","Loja",NA,"Road La Toma (Catamayo) - Loja, about km 5 from La Toma. Semi-arid mountain forest.","-79.31666","-3.98333",NA,NA,"1600.00000000","1800.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1013","2008-05-27 22:02:00-03","MO","MOBOT","224365","PreservedSpecimen","Plantae","Poaceae","Trichachne","insularis","Trichachne insularis","(L.) Nees",NA,NA,NA,NA,"Baltasar Trujillo|et al.","Trujillo 16690","1980","9","12","Venezuela","Falcón",NA,"Adventicias en el piedemonte del extremo Oeste del Cerro Chichiriviche, marginales a la carretera.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","80-24",NA
"1014","2008-05-27 22:02:00-03","MO","MOBOT","233962","PreservedSpecimen","Plantae","Poaceae","Trichachne","insularis","Trichachne insularis","(L.) Nees",NA,NA,NA,NA,"John J. Wurdack","Wurdack 34472",NA,NA,NA,"Venezuela","Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1015","2008-08-07 03:32:00-03","MO","MOBOT","3045533","PreservedSpecimen","Plantae","Poaceae","Trichachne","insularis","Trichachne insularis","(L.) Nees","Foster's catalog note file",NA,NA,NA,"Otto Buchtien","Buchtien 4188",NA,NA,NA,"Bolivia","La Paz","Nor Yungas","Milluhuaya","-67.616667","-16.35",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1016","2008-08-07 03:32:00-03","MO","MOBOT","3045545","PreservedSpecimen","Plantae","Poaceae","Trichachne","sacchariflora","Trichachne sacchariflora","Nees","Foster's catalog note file",NA,NA,NA,"Otto Buchtien","Buchtien 31",NA,NA,NA,"Bolivia","La Paz","Larecaja","San Carlos, near Mapiri","-68.18333","-15.4",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1017","2008-08-07 03:32:00-03","MO","MOBOT","3045547","PreservedSpecimen","Plantae","Poaceae","Trichachne","sacchariflora","Trichachne sacchariflora","Nees","Foster's catalog note file",NA,NA,NA,"Otto Buchtien","Buchtien 6443",NA,NA,NA,"Bolivia","La Paz","Nor Yungas","Coroico","-67.733333","-16.183333",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1018","2020-08-01 18:19:30-03","UNESP-IBILCE","SJRP","00982","PreservedSpecimen","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","ThonghWagner",NA,NA,NA,"Giorgio de Marinis",NA,NA,NA,NA,"Brasil","São Paulo","Mirassol","faz. tres barras","-49.5200004577637","-20.8099994659424",NA,NA,NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Tracheophyta","Poales","Liliopsida","18310","auto",NA,NA,NA,NA,NA
"1019","2020-08-01 18:19:30-03","UNESP-IBILCE","SJRP","00037","PreservedSpecimen","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","ThonghWagner",NA,NA,NA,"P.N. Camargo",NA,NA,NA,NA,"Brasil","São Paulo","São José do Rio Preto","sentido Mirassol","-49.3699989318848","-20.8199996948242",NA,NA,NA,NA,NA,NA,"Altura 1,3 m;","América do Sul",NA,NA,"Tracheophyta","Poales","Liliopsida","20305","auto",NA,NA,NA,NA,NA
"1020","2020-08-01 18:19:30-03","UNESP-IBILCE","SJRP","02541","PreservedSpecimen","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","ThonghWagner",NA,NA,NA,"P.N. Camargo",NA,NA,NA,NA,"Brasil","São Paulo","São José do Rio Preto","sentido Mirassol","-49.3699989318848","-20.8199996948242",NA,NA,NA,NA,NA,NA,"Altura 1,3 m;","América do Sul",NA,NA,"Tracheophyta","Poales","Liliopsida","20305","auto",NA,NA,NA,NA,NA
"1021","2020-08-01 18:19:30-03","UNESP-IBILCE","SJRP","00962","PreservedSpecimen","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","ThonghWagner",NA,NA,NA,"E. Mambreu",NA,NA,NA,NA,"Brasil","São Paulo","São José do Rio Preto","terreno baldio","-49.3699989318848","-20.8199996948242",NA,NA,NA,NA,NA,NA,"Altura 50 cm, inflorescência branca;","América do Sul",NA,NA,"Tracheophyta","Poales","Liliopsida","20305","auto",NA,NA,NA,NA,NA
"1022","2020-08-01 18:19:30-03","UNESP-IBILCE","SJRP","00974","PreservedSpecimen","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","ThonghWagner",NA,NA,NA,"E. Mambreu",NA,NA,NA,NA,"Brasil","São Paulo","São José do Rio Preto","terreno baldio","-49.3699989318848","-20.8199996948242",NA,NA,NA,NA,NA,NA,"Altura 1,2 m;","América do Sul",NA,NA,"Tracheophyta","Poales","Liliopsida","20305","auto",NA,NA,NA,NA,NA
"1023","2020-08-01 18:19:30-03","UNESP-IBILCE","SJRP","00058","PreservedSpecimen","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","ThonghWagner",NA,NA,NA,"Y. Tsuda",NA,NA,NA,NA,"Brasil","São Paulo","São José do Rio Preto","terreno baldio","-49.3699989318848","-20.8199996948242",NA,NA,NA,NA,NA,NA,"Altura 40 cm;","América do Sul",NA,NA,"Tracheophyta","Poales","Liliopsida","20305","auto",NA,NA,NA,NA,NA
"1024","2015-05-20 10:36:27-03","UFERSA","MOSS","1540","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Oliveira, R.C.","2007","08","23","Oliveira, O.F. de","14","1980","02","06","Brasil","Rio Grande do Norte","Martins","Serra de Martins","-37.888889","-6.072222","37W53'20","6S04'20","200","200",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1025","2015-05-20 10:36:27-03","UFERSA","MOSS","10672","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Filgueiras, T.S.","1985","10","17","Fernandes, A.G.","s.n.","1981","02","25","Brasil","Ceará","Meruoca","Sítio Santo Antônio.","-40.455","-3.54167",NA,NA,NA,NA,NA,NA,"erva; coletada na capoeira.","América do Sul",NA,NA,NA,NA,NA,"14054","auto",NA,NA,NA,NA,NA
"1026","2015-05-20 10:36:27-03","UFERSA","MOSS","10671","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Renvoize, S.A.","1998","04","18","Fernandes, A.G.","s.n.","1955","07","13","Brasil","Ceará",NA,"Santo Antonio de Pitiguari.",NA,NA,NA,NA,NA,NA,NA,NA,"erva; coletada próximo ao açude.","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1027","2015-05-20 10:36:27-03","UFERSA","MOSS","12644","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Oliveira, R.C.; Reis, P.A.","2012","09","01","Araújo, A.M.S.","60","2009","03","07","Brasil","Rio Grande do Norte","Florânia","Sítio Cajueiro, Serra de Santana, próximo a residência de Zé Aleixo.","-36.833333","-6.116667","36W50'00","6S07'00",NA,NA,NA,NA,"erva ereta; coletada em floresta subcaducifólia, caatinga, relevo plano; frequente.","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1028","2015-05-20 10:36:27-03","UFERSA","MOSS","6246","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Oliveira, R.C.","2006","11","01","Tinôco, L.F.","s.n.","1993","03","06","Brasil","Rio Grande do Norte","Natal","Lagoa Nova.","-35.209444","-5.795","35W12'34","5S47'42","30","30",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1029","2015-05-20 10:36:27-03","UFERSA","MOSS","8556","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Oliveira, R.C.","2006","08","14","Oliveira, R.C.","1726","2006","07","15","Brasil","Rio Grande do Norte","Tibau do Sul","distrito de Pipa, caminho para Sibaúna, após a praia de desova de tartaruga.","-35.038333","-6.270833","35W02'18","6S16'15","47","47",NA,NA,"erva cespitosa; coletada em dunas; solo arenoso, ondulado; rara.","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1030","2015-05-20 10:36:27-03","UFERSA","MOSS","9679","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Oliveira, R.C.","2008","10","08","Oliveira, R.C.","2042","2007","11","02","Brasil","Rio Grande do Norte","Baía Formosa","próximo a entrada de Barra do Cunhaú, ca. de 8 km da cidade.","-35.106111","-6.351944","35W06'22","6S21'07","12","12",NA,NA,"erva cispitosa; coletada em borda de floresta perinifolia, proximo a várzea; solo arenoso; relevo ondulado; frequente.HABITAT:Floresta perinifolia.;","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1031","2015-05-20 10:36:27-03","UFERSA","MOSS","6247","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Oliveira, R.C.","2006","11","01","Tinôco, L.F.","s.n.","1993","03","06","Brasil","Rio Grande do Norte","Natal","Lagoa Nova.","-35.209444","-5.795","35W12'34","5S47'42","30","30",NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1032","2015-05-20 10:36:27-03","UFERSA","MOSS","10646","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Oliveira, R.C.","2008","09","27","Oliveira, R.C.","2289","2008","09","27","Brasil","Rio Grande do Norte","Florânia","Serra do Cajueiro, terreno do Sr. José Aleixo.","-36.833333","-6.116667","36W50'00","6S07'00",NA,NA,NA,NA,"coletada em floresta caducifólia de encosta fortemente inclinado; frequente.","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1033","2015-05-20 10:36:27-03","UFERSA","MOSS","1794","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Oliveira, R.C.","2007","08","23","Oliveira, O.F. de","1077","1980","06","16","Brasil","Rio Grande do Norte","Luís Gomes","Caititu.","-38.416667","-6.341667","38W25'00","6S20'30","300","300",NA,NA,"herbácea; coletada em ambiente perturbado, margem de estrada; solo argilo-arenoso; interesse econ. forrageira; frequente; flor cinza.","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1034","2020-08-31 09:21:11-03","INPA","INPA","8875","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Gibertoni, TB; Gomes-Silva, AC","2012",NA,NA,"Egler, WA","1530","1961","03",NA,"Brasil","Amapá","Macapá","Porto Santana, Porto Santana.","-51.0663986206055","-0.366667002439499",NA,NA,NA,NA,"INPA0008875","INPA0008875 INPA0008875_e",NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,"225229","auto",NA,NA,NA,NA,NA
"1035","2020-08-31 09:21:11-03","INPA","INPA","250315","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Renvoize, SA","1973",NA,NA,"Eiten, G","10888","1970","03","10","Brasil","Bahia","Vitória da Conquista","Wast ground at highway maintainance station.","-40.8394012451172","-14.8661003112793",NA,NA,NA,NA,"INPA0250315","INPA0250315 INPA0250315_e",NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,"70493","auto",NA,NA,NA,NA,NA
"1036","2020-08-31 09:21:11-03","INPA","INPA","65619","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Prance, GT","2014","06",NA,"Nascimento, JR do","523","1977","05","18","Brasil","Amazonas",NA,"Reserva Florestal Adolfo Ducke","-59.966667","-2.883333","-59.966667","-2.883333",NA,NA,"INPA0065619","INPA0065619 INPA0065619_e",NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA
"1037","2020-08-31 09:21:11-03","INPA","INPA","4799","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde",NA,NA,NA,NA,"Black, GA","50-9657","1950","04","28","Brasil","Amapá","Macapá","Fazendinha, Fazendinha.","-51.07","-0.791484","-51.07","-0.791484",NA,NA,"INPA0004799","INPA0004799 INPA0004799_e INPA0004799_e1",NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA
"1038","2020-08-31 09:21:11-03","INPA","INPA","116409","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Prance, GT","2014","06",NA,"Daly, DC","346","1980","09","28","Brasil","Maranhão",NA,"Campo & roadside plants near Km 150-165 of BR 135, Approx. 15-30 Km N of São Mateus.","-44.533333","-3.766667","-44.533333","-3.766667",NA,NA,"INPA0116409","INPA0116409 INPA0116409_e",NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA
"1039","2020-08-31 09:21:11-03","INPA","INPA","149100","S","Plantae","Poaceae","Digitaria","insularis","Digitaria insularis","(L.) Fedde","Prance, GT","2014","06",NA,"Pires, MJ","1005","1986","05","15","Brasil","Pará",NA,"Monte Dourado","-52.170997","-1.477464","-52.170997","-1.477464",NA,NA,"INPA0149100","INPA0149100 INPA0149100_e INPA0149100_e1",NA,"Southern America",NA,NA,"Monocotyledon","Poales",NA,NA,NA,NA,NA,NA,NA,NA
