"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"47","2015-09-05 09:01:22-03","MNHN","RECOLNAT_MNHN_P","P05597671","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.",NA,"Riedel",NA,"1832","5","1",NA,"Brasil","Rio de Janeiro","Macaé",NA,"-41.7868995666504","-22.3708000183105","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05597671' target='other'> <mi>dwc_moreinfo</mi></a>","P05597671","P05597671_01",NA,NA,NA,NA,NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA,NA
"48","2015-09-05 09:06:24-03","MNHN","RECOLNAT_MNHN_P","P05597672","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.",NA,"Glaziou, A.",NA,"1874","9","18",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Gávea, chez M. Martins.","-43.2075004577637","-22.9027996063232","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05597672' target='other'> <mi>dwc_moreinfo</mi></a>","P05597672","P05597672_01",NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,"7854",NA,NA,NA
"49","2015-09-05 09:07:01-03","MNHN","RECOLNAT_MNHN_P","P05597676","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.",NA,"Beyrich",NA,"1823","2","1",NA,"Brasil","Rio de Janeiro","Petrópolis","Serra de Estrella.","-43.1786003112793","-22.5049991607666","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05597676' target='other'> <mi>dwc_moreinfo</mi></a>","P05597676","P05597676_01",NA,NA,NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA,NA,NA,NA
"50","2015-09-05 09:06:24-03","MNHN","RECOLNAT_MNHN_P","P05597663","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.",NA,"Glaziou, A.",NA,"1879","3","23",NA,"Brasil","Rio de Janeiro","Petrópolis","Serra d´Estrella.","-43.1786003112793","-22.5049991607666","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05597663' target='other'> <mi>dwc_moreinfo</mi></a>","P05597663","P05597663_01",NA,NA,NA,NA,NA,NA,"36524","auto",NA,NA,NA,"10356",NA,NA,NA
"51","2008-05-27 22:02:00-03","MO","MOBOT","2856684","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","A. Juss.","Viedenzu","Erik L. Ekman","Ekman 1519","1907",NA,NA,"South America","Argentina","Misiones",NA,"Posadas, inter Posadas et La Granja in fructiceto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2008-05-27 22:02:00-03","MO","MOBOT","3156372","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","A. Juss.","W. Anderson","W. Wayt Thomas","Thomas 8995","1992","2","1","South America","Brazil","Bahia",NA,"Ilheus. Road from Olivenca to Marium , 5 km W of Olivenca. Resting Forest edge.","-39.05","-14.98333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-07-10 09:47:08-03","MBML","MBML-HERBARIO","26696",NA,"Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","André M. Amorim/2006","V. Demuner; T. Cruz, M. Belizário, Elias Bausen, Jaqueline","2132","2006","03","30",NA,"Brasil","Espírito Santo","Santa Leopoldina","Bragança, Rancho Chapadão, Prop.: João Emilio","-40.546389","-20.123056",NA,"Liana 4m, botões florais, flores amarelas. Borda de mata.","MBML026696","MBML026696",NA,"280","280",NA,NA,NA,NA,NA,"40W32'47","20S7'23",NA,NA,NA,NA,NA
"54","2020-09-12 05:00:02-03","US","US","703528","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A. Juss.) A. Juss.",NA,"Riedel, --","172","1832","2",NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,"US01871409","US01871409_01 US01871409_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"55","2020-09-12 05:00:02-03","US","US","704107","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Heteropterys","pauciflora","granatensis","Heteropterys pauciflora granatensis","Nied.",NA,"Herbert H. Smith","2523","1898",NA,NA,"South America - Neotropics","Colombia",NA,NA,"Santa Marta",NA,NA,NA,NA,"US00624229",NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"56","2020-09-12 05:00:02-03","US","US","1341706","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A. Juss.) A. Juss.",NA,"A. F. Regnell","322","1947","5","23","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,"US01871407","US01871407_01 US01871407_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"57","2020-09-12 05:00:02-03","US","US","703527","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A. Juss.) A. Juss.",NA,"L. Riedel","s.n.","1823","1",NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,"US01871411","US01871411_01 US01871411_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"58","2020-09-12 05:00:02-03","US","US","3566755","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A. Juss.) A. Juss.",NA,"W. Hoehne","13929","1952","3","24","South America - Neotropics","Brazil","Jales",NA,"Pasto do Retiro",NA,NA,NA,NA,"US01871405","US01871405_01 US01871405_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"59","2020-09-12 05:00:02-03","US","US","703530","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A. Juss.) A. Juss.",NA,"L. Riedel","363","1832","5",NA,"South America - Neotropics","Brazil","Macaé",NA,NA,NA,NA,NA,NA,"US01871410","US01871410_01 US01871410_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"60","2020-09-12 05:00:02-03","US","US","703529","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A. Juss.) A. Juss.",NA,"L. Riedel","363","1904","12","26","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,"US01871412","US01871412_01 US01871412_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"61","2020-09-12 05:00:02-03","US","US","2509178","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A. Juss.) A. Juss.",NA,"G. Hatschbach","14310","1966","4","29","South America - Neotropics","Brazil","Cianorte",NA,"Fda. Lagoa, Rio Ligeiro.",NA,NA,NA,NA,"US01871406","US01871406_01 US01871406_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"62","2021-03-15 18:28:29-03","USP","SPF","172055","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Sebastiani, R","Amorim, AMA","3623","2001","03","11",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, Trilha da passarela suspensa, próximo ao costão rochoso.","-42.997778","-22.455",NA,"Trepadeira sob a vegetação arbustiva no costão. Folhas verdes, face superior mais escura. Cálice e glândulas verdes, corola amarelo-vívida.","SPF00172055","SPF00172055",NA,"900","900","2005","03","23",NA,NA,"-42.997778","-22.455",NA,NA,NA,NA,NA
"63","2021-03-15 18:28:29-03","USP","SPF","185514","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Carneiro, JS","Carneiro, JS","305","2005","02","22",NA,"Brasil","Paraná","Apucarana","Parque Ecológico da Raposa","-51.4608001708984","-23.5508003234863",NA,"Liana. Flores roxas. Liana. Frutos amarronzados.w","SPF00185514","SPF00185514",NA,NA,NA,"2006",NA,NA,"23979","auto",NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 18:28:29-03","USP","SPF","48050","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Sebastiani, R","Sazima, M","17135","1985","05","05",NA,"Brasil","São Paulo","Campinas","Joaquim Egydio.","-47.060001373291","-22.8999996185303",NA,"Ramos escandentes, Flores amarelas, pequenas com glândulas e odor ligeiramente desagradável.","SPF00048050","SPF00048050",NA,NA,NA,"2005","03","23","23900","auto",NA,NA,NA,NA,NA,NA,NA
"65","2021-03-25 13:52:31-03","UNIVILLE","JOI","2013","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Juliana S. Carneiro","M.C. Lovato",NA,"2003","11","14",NA,"Brasil","Paraná","Londrina","Fazenda Figueira - Paiquerê.","-51.1627998352051","-23.3103008270264",NA,"; HABITAT: Fragmento 32; HABITO: liana","JOI002013",NA,NA,NA,NA,"2004","01","01","63728","auto",NA,NA,NA,NA,NA,NA,NA
"66","2019-10-07 09:32:01-03","UEFS","HUEFS","227398","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.",NA,"Almeida, R.F.","804","2015","12","04",NA,"Brasil","Rio Grande do Sul","Vacaria","BR-116","-50.9338989257812","-28.5121994018555",NA,NA,"HUEFS0227398",NA,NA,NA,NA,NA,NA,NA,"63451","auto",NA,NA,"Rosanae",NA,NA,NA,NA
"67","2019-09-04 19:53:27-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora",NA,NA,"C. F. P. von Martius",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"68","2015-03-13 18:46:57-03","F","FMNH-SEEDPLANTS","V0223145F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0223145F","V0223145F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"69","2019-09-04 20:14:37-03","F","FMNH-SEEDPLANTS","V0062701F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Heteropterys","pauciflora","granatensis","Heteropterys pauciflora granatensis",NA,NA,"F. G. Cavillier","2523","1928",NA,NA,"South America","Colombia",NA,NA,NA,"-72.8667","3.8811",NA,NA,"V0062701F","V0062701F_01","Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"70","2019-09-04 20:14:38-03","F","FMNH-SEEDPLANTS","V0062702F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Heteropterys","pauciflora","granatensis","Heteropterys pauciflora granatensis",NA,NA,"Herb. H. Smith","2523",NA,NA,NA,"South America","Colombia",NA,NA,NA,"-72.8667","3.8811",NA,NA,"V0062702F","V0062702F_01","Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"71","2019-01-25 15:35:20-02","IAC","IAC","26419","S","Plantae",NA,NA,"Malpighiaceae-2.Malpighioideae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","A.Juss.","A.M. Amorim","H.M. Souza","s/nº","1970","09","25",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6492","-22.7253",NA,NA,NA,NA,NA,NA,NA,"2000","06","25",NA,NA,"-47.6492","-22.7253",NA,NA,NA,NA,NA
"72","2020-07-23 12:11:31-03","CEPLAC","CEPEC","51842","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora",NA,"A. M. Amorim","H. C. de Lima","3806","1972","02","04",NA,"Brasil","Rio de Janeiro","nova friburgo","Macae de Cima. Estrada para Sitio Sophronites, entre Hotel Faz. São Joo/Sitio Faz. Velha.","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,"30/12/1991",NA
"73","2020-07-23 12:11:31-03","CEPLAC","CEPEC","78576","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora",NA,"A. M. Amorim","D. Sucre","9508","1982","05","26",NA,"Brasil","Rio de Janeiro","rio de janeiro","Mata em grotão. Estrada Alto da Boa Vista/Vale Encantado.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,"30/09/1992",NA
"74","2020-07-23 12:11:31-03","CEPLAC","CEPEC","79002","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora",NA,"A. M. Amorim","D. Sucre","5288","1969","06","14",NA,"Brasil","Rio de Janeiro","rio de janeiro","Morro do Bico de Papagaio, João Borges. Reserva Florestal, Reserva de mata secundária do Horto Florestal.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,"30/12/1999",NA
"75","2020-07-23 12:11:31-03","CEPLAC","CEPEC","145402","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora",NA,"Amorim, A. M.","M. Nadruz","2332",NA,NA,NA,NA,"Brasil","Rio de Janeiro","TERESÓPOLIS",NA,"-42.9655990600586","-22.4122009277344",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA
"76","2020-07-23 12:11:31-03","CEPLAC","CEPEC","102706","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora",NA,"A. M. Amorim","A. M. S. da F. Vaz","517","1988","03","24",NA,"Brasil","Rio de Janeiro","TERESÓPOLIS","BR-116, Km 87, local conhecido como Olhos d'Água.","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,"30/12/2007",NA
"77","2020-07-23 12:11:31-03","CEPLAC","CEPEC","70409","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora",NA,"Amorim, A. M.","H. C. de Lima","3806","1974","02","04",NA,"Brasil","Rio de Janeiro","nova friburgo","Reerva Ecológica Municipal de Macaé de Cima, Sítio Sophronites.","-42.05","-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42W3'","22S0'",NA,NA,NA,"30/12/1990",NA
"78","2020-07-23 12:11:31-03","CEPLAC","CEPEC","102707","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora",NA,"C. Pessoa","R. Marquete","3299","2002","05","30",NA,"Brasil","Rio de Janeiro","MACAÉ","Estrada do Forte para Trajano de Morais.","-42.095","-22.216111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42W5'42","22S12'58",NA,NA,NA,"20/08/2013",NA
"79","2020-07-23 12:11:31-03","CEPLAC","CEPEC","142776","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora",NA,"Amorim, A. M.","Asprino, R.","139","2015","06","12",NA,"Brasil","Espírito Santo","SANTA TERESA","Reserva Santa Lúcia, trilha para o Túmulo de Augusto Ruschi.","-40.600278","-19.935556",NA,NA,NA,NA,NA,"500","500",NA,NA,NA,NA,NA,"40W36'1","19S56'8",NA,NA,NA,NA,NA
"80","2020-07-23 12:11:31-03","CEPLAC","CEPEC","64911","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora",NA,"A. M. Amorim","A. M. de Carvalho","5795","1995","01","16",NA,"Brasil","Bahia","ILHÉUS","Mata da Esperança. Entrada a 2Km a partir da antiga ponte do Rio Fundão. Árvore n. 1888 Parcela n. 43.","-39.069167","-14.781944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W4'9","14S46'55",NA,NA,NA,"30/12/1995",NA
"81","2020-07-23 12:11:31-03","CEPLAC","CEPEC","64923","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora",NA,"A. M. Amorim","A. M. de Carvalho","5797","1995","01","16",NA,"Brasil","Bahia","ILHÉUS","Mata da Esperança. Entrada a 2Km a partir da antiga ponte do Rio Fundão. Árvore n. 1890 Parcela n. 43.","-39.069167","-14.781944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W4'9","14S46'55",NA,NA,NA,"30/12/1995",NA
"82","2020-07-23 12:11:31-03","CEPLAC","CEPEC","98457","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora",NA,"A. M. Amorim","D. S. Pifano","523","2003","04","08",NA,"Brasil","Minas Gerais","JUIZ DE FORA","Morro do Imperador.","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,"30/12/2004",NA
"83","2020-07-23 12:11:31-03","CEPLAC","CEPEC","78374","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora",NA,"A. M. Amorim","J. P. Fontella","181","1967","06","22",NA,"Brasil","Rio de Janeiro","rio de janeiro","Estrada do Corcovado.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,"30/12/1999",NA
"84","2020-07-23 12:11:31-03","CEPLAC","CEPEC","78577","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora",NA,"A. M. Amorim","G. Martinelli","2820","1973","09","01",NA,"Brasil","Rio de Janeiro","rio de janeiro","Horto Florestal do Jardim Botânico do Rio de Janeiro, Grotão, Pedras D'Água.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,"30/09/1992",NA
"85","2020-07-23 12:11:31-03","CEPLAC","CEPEC","78973","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora",NA,"A. M. Amorim","A. P. Duarte","1187","1996","08","08",NA,"Brasil","Rio de Janeiro","rio de janeiro","Mata do Pai Ricardo, Serra da carioca.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,"30/12/1999",NA
"86","2020-07-23 12:11:31-03","CEPLAC","CEPEC","102708","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora",NA,"C. Pessoa","H. C. de Lima","632","1978","08","30",NA,"Brasil","Rio de Janeiro","rio de janeiro","Parque Nacional da Tijuca. Mata do Sumaré. (Excursão ao Sumaré).","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,"20/08/2013",NA
"87","2020-07-23 12:11:31-03","CEPLAC","CEPEC","78990","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora",NA,"A. M. Amorim","A. S. Fonseca","242","1977","07","22",NA,"Brasil","Rio de Janeiro","rio de janeiro","Sumaré.","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,"30/12/1999",NA
"88","2020-07-23 12:11:31-03","CEPLAC","CEPEC","78578","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora",NA,"A. M. Amorim","G. Martinelli","4877","1982","05","26",NA,"Brasil","Rio de Janeiro","silva jardim","Reserva Biológica de Poço das Antas. Mata de alagados, próximo a Fazenda Português.","-42.3917007446289","-22.6508007049561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA,"30/09/1992",NA
"89","2020-11-12 17:01:13-03","UEL","FUEL","35660","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Lovato, MC","Estevan, DA; et al.","269","2003","05","15",NA,"Brasil","Paraná","Londrina","Fazenda Figueira, Paiquerê","-50.975556","-23.540833",NA,NA,NA,NA,NA,NA,NA,"2003",NA,NA,NA,NA,"-50.975556","-23.540833",NA,NA,NA,NA,NA
"90","2020-11-12 17:01:13-03","UEL","FUEL","37119","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Juliana S. Carneiro","Juliana S. Carneiro; et al.","215","2004","07","01",NA,"Brasil","Paraná","Londrina","Fazenda Figueira, Paiquerê","-50.975556","-23.540833",NA,NA,NA,NA,NA,NA,NA,"2004",NA,NA,NA,NA,"-50.975556","-23.540833",NA,NA,NA,NA,NA
"91","2020-11-12 17:01:13-03","UEL","FUEL","37120","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Juliana S. Carneiro","Juliana S. Carneiro; et al.","207","2004","04","30",NA,"Brasil","Paraná","Londrina","Fazenda Figueira, Paiquerê","-50.975556","-23.540833",NA,NA,NA,NA,NA,NA,NA,"2004",NA,NA,NA,NA,"-50.975556","-23.540833",NA,NA,NA,NA,NA
"92","2020-11-12 17:01:14-03","UEL","FUEL","37121","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Juliana S. Carneiro","Juliana S. Carneiro; et al.","208","2004","05","18",NA,"Brasil","Paraná","Londrina","Fazenda Figueira, Paiquerê","-50.975556","-23.540833",NA,NA,NA,NA,NA,NA,NA,"2004",NA,NA,NA,NA,"-50.975556","-23.540833",NA,NA,NA,NA,NA
"93","2020-11-12 17:01:14-03","UEL","FUEL","37122","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Juliana S. Carneiro","Lovato, MC; et al.","s.n.","2003","11","14",NA,"Brasil","Paraná","Londrina","Fazenda Figueira, Paiquerê","-50.975556","-23.540833",NA,NA,NA,NA,NA,NA,NA,"2004",NA,NA,NA,NA,"-50.975556","-23.540833",NA,NA,NA,NA,NA
"94","2020-11-12 17:01:14-03","UEL","FUEL","46168","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Almeida, CS","Ferreira Jr, M; et al.","43","2009","05","01",NA,"Brasil","Paraná","Mauá da Serra","Estância Manain, beira da trilha","-51.133333","-23.85",NA,NA,NA,NA,NA,NA,NA,"2009",NA,NA,NA,NA,"-51.133333","-23.85",NA,NA,NA,NA,NA
"95","2020-11-12 17:01:14-03","UEL","FUEL","39462","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Juliana S. Carneiro","Juliana S. Carneiro; et al.","305","2005","02","22",NA,"Brasil","Paraná","Apucarana","Parque da Raposa","-51.4608001708984","-23.5508003234863",NA,NA,NA,NA,NA,NA,NA,"2006",NA,NA,"23979","auto",NA,NA,NA,NA,NA,NA,NA
"96","2020-11-12 17:01:14-03","UEL","FUEL","39463","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Juliana S. Carneiro","Juliana S. Carneiro; et al.","614","2006","05","12",NA,"Brasil","Paraná","Arapongas","Fazenda Solana","-51.4244003295898","-23.4193992614746",NA,NA,NA,NA,NA,NA,NA,"2006",NA,NA,"18630","auto",NA,NA,NA,NA,NA,NA,NA
"97","2020-11-12 17:01:14-03","UEL","FUEL","40241","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Juliana S. Carneiro","Rosa, CILF","90","2001","11","14",NA,"Brasil","Paraná","Diamante do Norte","Estação Ecológica do Caiuá","-52.8596992492676","-22.656400680542",NA,NA,NA,NA,NA,NA,NA,"2006","12",NA,"16110","auto",NA,NA,NA,NA,NA,NA,NA
"98","2020-11-12 17:01:14-03","UEL","FUEL","40240","PreservedSpecimen","Plantae","Tracheophyta","Malpighiales","Malpighiaceae","Heteropterys","pauciflora",NA,"Heteropterys pauciflora","(A.Juss.) A.Juss.","Juliana S. Carneiro","Sakuragui, CM; Boni, DS","1290","2000","11","30",NA,"Brasil","Paraná","Diamante do Norte","Estação Ecológica do Caiuá","-52.8596992492676","-22.656400680542",NA,NA,NA,NA,NA,NA,NA,"2006","12",NA,"16110","auto",NA,NA,NA,NA,NA,NA,NA
