"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","locality","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","1031925","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","trifida","Habenaria trifida",NA,"E. P. Heringer","10809","1965","12","26","South America","Brazil","Distrito Federal","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1188331' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031925","Magnoliophyta","Asparagales","Kunth","G. F. J. Pabst","Setor de Indúsdria.","-47.9294","-15.7797","NY01031925_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","818262","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","trifida","Habenaria trifida",NA,"H. S. Irwin","34366","1972","01","16","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=858934' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818262","Magnoliophyta","Asparagales","Kunth","G. F. J. Pabst","Serra dos Pireneus, ca. 20 km E of Pirenópolis","-48.8083","-15.9236","NY00818262_01","Corumbá de Goiás","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1031922","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","trifida","Habenaria trifida",NA,"H. S. Irwin","12957","1966","02","16","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1188326' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031922","Magnoliophyta","Asparagales","Kunth",NA,"Chapada dos Veadeiros, ca. 30 km N.W. of Veadeiros","-47.71316","-13.92497","NY01031922_01","Cavalcante","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1721954","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","trifida","Habenaria trifida",NA,"G. Davidse","17901","1980","04","05","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1044466' target='other'> <mi>dwc_moreinfo</mi></a>","NY01721954","Magnoliophyta","Asparagales","Kunth",NA,"Campo de Matapiquara, ca. 1 km east of Matipaquara, 73 km NNE of Castanhal by road","-47.65","-0.93","NY01721954_02","Marapanim","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","4094665","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","trifida","Habenaria trifida",NA,"H. Pittier","9041","1920","08","15","South America","Venezuela","Carabobo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4413735' target='other'> <mi>dwc_moreinfo</mi></a>","NY04094665","Magnoliophyta","Asparagales","Kunth",NA,"Vicinity of Valencia",NA,NA,NA,NA,"400","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","818253","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","trifida","Habenaria trifida",NA,"H. S. Irwin","24203","1969","03","10","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=858866' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818253","Magnoliophyta","Asparagales","Kunth","G. F. J. Pabst","Chapada dos Veadeiros, ca. 8 km south of Cavalcante","-47.5","-13.87231","NY00818253_01","Cavalcante","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1721955","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","trifida","Habenaria trifida",NA,"G. Davidse","17924","1980","04","06","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1044468' target='other'> <mi>dwc_moreinfo</mi></a>","NY01721955","Magnoliophyta","Asparagales","Kunth",NA,"Ca. 73 airline km NE of Castanhal; savanna adjoining the village of Martins Pinheiro; Campo Martins Pinheiro.","-47.583333","-0.866667","NY01721955_01","Maracanã","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1031921","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","trifida","Habenaria trifida",NA,"H. S. Irwin","11393","1966","01","05","South America","Brazil","Distrito Federal","sheet",NA,"(First report for Federal District) <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1188324' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031921","Magnoliophyta","Asparagales","Kunth",NA,"Sobradinho.","-47.81666667","-15.6333","NY01031921_01","Brasília","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1031924","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","trifida","Habenaria trifida",NA,"E. P. Heringer","10813","1965","12","26","South America","Brazil","Distrito Federal","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1188330' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031924","Magnoliophyta","Asparagales","Kunth","G. F. J. Pabst","Setor de Indústria.","-47.9294","-15.7797","NY01031924_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","818252","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","trifida","Habenaria trifida",NA,"H. S. Irwin","24202","1969","03","10","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=858864' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818252","Magnoliophyta","Asparagales","Kunth","G. F. J. Pabst","Chapada dos Veadeiros, ca. 8 km south of Cavalcante","-47.5","-13.87231","NY00818252_01","Cavalcante","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1031919","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","trifida","Habenaria trifida",NA,"L. O. Williams","5789","1945","02","28","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1188315' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031919","Magnoliophyta","Asparagales","Kunth",NA,"Vicinity of Lagôa Grande, Serra da Mutuca.","-43.8467","-19.9858","NY01031919_01","Nova Lima","1600","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1031923","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","trifida","Habenaria trifida",NA,"W. R. Anderson","6370","1973","03","05","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1188328' target='other'> <mi>dwc_moreinfo</mi></a>","NY01031923","Magnoliophyta","Asparagales","Kunth",NA,"Chapada dos Veadeiros, ca. 20 km by road N of Alto Paraíso","-47.5167","-13.9376","NY01031923_01","Alto Paraíso de Goiás","1600","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-06-29 11:31:48-03","UFRJ","RFA","14067","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","trifida","Habenaria trifida",NA,"A.P. Duarte","10071","1960","12","08",NA,"Brasil","Distrito Federal",NA,NA,NA,"RFA52575",NA,NA,"Kunth","B.M. Canello","Área do Zoobotânico","-47.9296989440918","-15.7797002792358",NA,"Brasília",NA,NA,"2013","08","29","70570","auto",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:52:46-03","EAO","IAN","73922","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","allemanii","Habenaria allemanii",NA,"Black, GA; Ledoux, PVD","14194","1952","04","01","Southern America","Brasil","Pará",NA,NA,"Flor branco-esverdeada.","IAN073922","Monocotiledônea",NA,"Rodr.","Pabst, GFJ",NA,"-48.1417007446289","-0.858332991600037",NA,"Vigia",NA,NA,NA,NA,NA,"33395","auto",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:52:46-03","EAO","IAN","73913","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","allemanii","Habenaria allemanii",NA,"Black, GA; Ledoux, PVD","14185","1952","04","01","Southern America","Brasil","Pará",NA,NA,"Flor verde-branco","IAN073913","Monocotiledônea",NA,"Rodr.","Pabst, GFJ",NA,"-48.1417007446289","-0.858332991600037",NA,"Vigia",NA,NA,NA,NA,NA,"33395","auto",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:52:46-03","EAO","IAN","71561","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","dentirostris","Habenaria dentirostris","holotipo","Pires, JM","3944","1952","01","17","Southern America","Brasil","Pará",NA,NA,"Flores alvas.","IAN071561","Monocotiledônea",NA,"Pabst","Meneguzzo, TEC","Alto Tapajos, Vila Nova, perto da Cachoeira Chacorao. Terra firme",NA,NA,NA,NA,NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:52:46-03","EAO","IAN","52383","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","duckeana","Habenaria duckeana",NA,"Lima, RP de","78","1950","03",NA,"Southern America","Brasil","Pará",NA,NA,NA,"IAN052383","Monocotiledônea",NA,"Schltr.","Pabst, GFJ",NA,NA,NA,NA,"Marajó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:52:46-03","EAO","IAN","83011","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","duckeana","Habenaria duckeana",NA,"Ledoux, PVD","1009","1954","04","11","Southern America","Brasil","Pará",NA,NA,"Flores brancas com linhas roxas. Planta herbácea terrestre, introduzida no I.A.N. Raiz tuberosa.","IAN083011","Monocotiledônea",NA,"Schltr.","Pabst, GFJ",NA,NA,NA,NA,"Marajó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:52:48-03","EAO","IAN","98155","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pauciflora","Habenaria pauciflora",NA,"Pires, JM","6772","1958","06","20","Southern America","Brasil","Pará",NA,NA,"Terrestre.","IAN098155","Monocotiledônea",NA,"Rodr.","Pabst, GFJ",NA,"-47.6996994018555","-0.717499971389771",NA,"Marapanim",NA,NA,NA,NA,NA,"39607","auto",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:52:48-03","EAO","IAN","126499","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pickelii","Habenaria pickelii",NA,"Irwin, HS; Souza, R","11393","1966","01","05","Southern America","Brasil","Distrito Federal",NA,NA,"Terrestrial, simple, erect, ca.60cm. tall. Perianth greenish cream. Immature fruit green.","IAN126499","Monocotiledônea",NA,"Hoehne","Pabst, GFJ",NA,NA,NA,NA,"Sobradinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:52:48-03","EAO","IAN","139191","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","trifida","Habenaria trifida",NA,"Heringer, EP","10814","1965","12","26","Southern America","Brasil","Distrito Federal",NA,NA,"Planta do brejo.","IAN139191","Monocotiledônea",NA,"Kunth","Pabst, GFJ",NA,"-47.9296989440918","-15.7797002792358",NA,"Brasília",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:52:48-03","EAO","IAN","139189","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","trifida","Habenaria trifida",NA,"Heringer, EP","10809","1965","12","26","Southern America","Brasil","Distrito Federal",NA,NA,"Planta do brejo.","IAN139189","Monocotiledônea",NA,"Kunth","Pabst, GFJ",NA,"-47.9296989440918","-15.7797002792358",NA,"Brasília",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:52:48-03","EAO","IAN","107781","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","trifida","Habenaria trifida",NA,"Magalhães, MG","17218",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,NA,"Erva, flor alva, frequente.","IAN107781","Monocotiledônea",NA,"Kunth","Batista, JAN","Serra do Curral, campo úmido graminoso.","-43.937801361084","-19.9207992553711",NA,"Belo Horizonte",NA,NA,"1999","09",NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:52:48-03","EAO","IAN","54079","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","trifida","Habenaria trifida",NA,"Black, GA","8753","1950","01","22","Southern America","Brasil","Pará",NA,NA,"Perene, solitária, flor branca","IAN054079","Monocotiledônea",NA,"Kunth","Batista, JAN","Campina do Caimbé.","-48.1417007446289","-0.858332991600037",NA,"Vigia",NA,NA,"1999","07",NA,"33395","auto",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:52:48-03","EAO","IAN","73936","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","trifida","Habenaria trifida",NA,"Black, GA; Ledoux, PVD","14207","1952","04","01","Southern America","Brasil","Pará",NA,NA,"Flor verde-branca.","IAN073936","Monocotiledônea",NA,"Kunth","Batista, JAN","Estrada João Coelho-Km 40, campo geral.","-48.1417007446289","-0.858332991600037",NA,"Vigia",NA,NA,"1998","09",NA,"33395","auto",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:52:48-03","EAO","IAN","73910","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","trifida","Habenaria trifida",NA,"Black, GA; Ledoux, PVD","14182","1952","04","01","Southern America","Brasil","Pará",NA,NA,"Flor verde-branca.","IAN073910","Monocotiledônea",NA,"Kunth","Batista, JAN","Estrada João Coelho-Km 40, campo geral. Alto.","-48.1417007446289","-0.858332991600037",NA,"Vigia",NA,NA,"1998","09",NA,"33395","auto",NA,NA,NA,NA,NA,NA,NA
"37","2020-12-22 11:16:05-03","UEMA","HABIT","3566","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","trifida","Habenaria trifida",NA,"M.S. Oliveira & A.W.C. Ferreira","170","2019","03","29",NA,"Brasil","Piauí",NA,NA,"Ambiente: Terrícola <ll>dwc_commonname:</ll> Orquídea",NA,NA,NA,"Khunt","Alessandro Wagner Coelho Ferreira","Estrada de terra que corta a rodovia BR 316, sentido Caxias-Codó, Cerrado com campo úmido sazonal.",NA,NA,NA,"Codó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-22 11:16:05-03","UEMA","HABIT","3565","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","trifida","Habenaria trifida",NA,"M.S. Oliveira & A.W.C. Ferreira","169","2019","03","29",NA,"Brasil","Maranhão",NA,NA,"Ambiente: Cerrado <ll>dwc_commonname:</ll> Orquídea",NA,NA,NA,"Khunt","Alessandro Wagner Coelho Ferreira","Estrada de terra que corta a rodovia BR 316, sentido Caxias-Codó, Cerrado com campo úmido sazonal.","-43.8856010437012","-4.45527982711792",NA,"Codó",NA,NA,NA,NA,NA,"70751","auto",NA,NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:28:42-03","UFBA","ALCB","73786","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pickelii","Habenaria pickelii",NA,"Santos, JS; Valadão, RM; Guedes, ML; Santana, FA; Nogueira, T; Carvalho, G; Sousa, DC de","104","2006","06","16","Southern America","Brasil","Bahia",NA,NA,"Caule basal esbranquiçados. Folhas membranáceas. Inflorecência com flores amarelos verdes.",NA,"Monocotyledon",NA,"Hoehne","Guedes, ML","Piemonte da Diamantina","-40.520278","-11.386111",NA,"Miguel Calmon","1168","1168","2006","09",NA,NA,NA,"-40.520278","-11.386111",NA,NA,NA,NA,NA
"40","2019-10-09 11:28:42-03","UFBA","ALCB","00973","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","trifida","Habenaria trifida",NA,"Noblick, LR","1308","1979","05","11","Southern America","Brasil","Bahia",NA,NA,NA,"ALCB007311","Monocotyledon",NA,"H.B.K.","Queiroz, LP de","Região Metropolitana Salvador, Ondina, Jardim da EMBRAPA","-38.5","-12.966667","ALCB007311","Salvador",NA,NA,"1984","02",NA,NA,NA,"-38.5","-12.966667",NA,NA,NA,NA,NA
"41","2019-10-09 11:28:42-03","UFBA","ALCB","023103","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","trifida","Habenaria trifida",NA,"Queiroz, LP de","545","1983","04","25","Southern America","Brasil","Bahia",NA,NA,"terrestre, anual. Folhas membranáceas um pouco suculentas, moles, ligeiramente discolores, com bordos hialinos e nervura principal vinácea. Flores singelas, sépalas verdes, pétalas e labelo amarelo-acastanhados, claros, com base quase","ALCB007315","Monocotyledon",NA,"H.B.K.","Batista, JAN","Região Metropolitana Salvador, Arredores do Instituto de Geociências da UFBA","-38.5","-12.966667","ALCB007315","Salvador",NA,NA,"2006","02","10",NA,NA,"-38.5","-12.966667",NA,NA,NA,NA,NA
"42","2019-10-09 11:28:42-03","UFBA","ALCB","10655","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","trifida","Habenaria trifida",NA,"Queiroz, LP de","559","1983","05",NA,"Southern America","Brasil","Bahia",NA,NA,"terrestre. Folhas verdes semi-suculentas com nervuras ligeiramente avermelhadas. Flores singelas branco-esverdeadas.","ALCB007309","Monocotyledon",NA,"H.B.K.","Queiroz, LP de","Região Metropolitana Salvador, Arredores da Faculdade de Engenharia","-38.5","-12.966667","ALCB007309","Salvador",NA,NA,"1984","02",NA,NA,NA,"-38.5","-12.966667",NA,NA,NA,NA,NA
"43","2019-10-09 11:28:42-03","UFBA","ALCB","125107","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","trifida","Habenaria trifida",NA,"Barberena, FFVA; Sousa, TS","372","2016","06","28","Southern America","Brasil","Bahia",NA,NA,"Terrícola; Folhas verdes; Sépalas verdes; pétalas e labelo alvos. Datum: WGS-84.&nf;&nf;&nf;; Em barranco","ALCB019064","Monocotyledon",NA,"H.B.K.","Barberena, FFVA","Universidade Federal da Bahia, Campus de Ondina, Rua Barão de Jeremoabo, proximidades da Faculdade de Comunicação.","-38.510556","-13.003333","ALCB019064","Salvador","41","41","2016","06",NA,NA,NA,"-38.510556","-13.003333",NA,NA,NA,NA,NA
"44","2019-10-09 11:28:42-03","UFBA","ALCB","21100","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","trifida","Habenaria trifida",NA,"Antônio Cláudio","s/n","1987","06","17","Southern America","Brasil","Bahia",NA,NA,"terrestre. Flores esverdeadas. Encontrada entre gramíneas.","ALCB007318","Monocotyledon",NA,"H.B.K.","Batista, JAN","Região Metropolitana Salvador, Ondina","-38.5","-12.966667","ALCB007318","Salvador",NA,NA,"2006","02","10",NA,NA,"-38.5","-12.966667",NA,NA,NA,NA,NA
"45","2020-02-08 08:46:20-03","NBC","NL-BOTANY","L.1515971","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","flexa","Habenaria flexa",NA,"Herzog TCJ",NA,"1911","03","01","Southern America","Bolivia",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1515971 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1515971",NA,"Asparagales","Rchb.f. ex Kraenzl.",NA,"Auf feuchte Bergwiesen des,,Fuerte' bei Samaipata.",NA,NA,"NL-L1515971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"46","2020-02-08 08:46:20-03","NBC","NL-BOTANY","U.1459623","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","pauciflora","Habenaria pauciflora",NA,"Gillespie LJ; Gopaul D; Peterson P",NA,"1989","06","21","Southern America","Guyana","Upper Takutu - Upper Essequibo",NA,NA,"Partially inundated savanna, 1 km S Sand Creek Village. White sand-clay soil.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1459623 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1459623",NA,"Asparagales","(Lindl.) Rchb.f.","McCook LM","Guyana. U.Takutu-U.Essequibo Region: Sand Creek Village, 3 km E of junction of Rupununi & Katawau Rivers.","-59.516667","3","NL-U1459623",NA,NA,NA,NA,NA,NA,NA,NA,"-59.516667","3.0","Magnoliopsidae","U 0205495",NA,NA,NA
