"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","typeStatus","verbatimLongitude","verbatimLatitude","dayIdentified","class","individualCount"
"1","2021-03-15 16:37:00-03","NY","NYBG","899012","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","nuda","Vellozia nuda","L.B.Sm. & Ayensu","R. de Mello-Silva","H. S. Irwin","28531","1970","03","28","South America","Brazil","Minas Gerais","Diamantina","Serra do Espinhaço, ca. 5 km N. of São João da Chapada, road to Inhaí","-43.7533","-18.0359","1200","1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978802' target='other'> <mi>dwc_moreinfo</mi></a>","NY00899012","NY00899012_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","01405116","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","nuda","Vellozia nuda","L.B.Sm. & Ayensu","R. de Mello-Silva","J. R. Pirani","2197","1988","11","12","South America","Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral. Campos próximos da pequena Capelinha no alto da Serra.","-44.3","-17.7","1160","1160","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2892010' target='other'> <mi>dwc_moreinfo</mi></a>","NY01405116","NY01405116_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","899011","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","nuda","Vellozia nuda","L.B.Sm. & Ayensu","L. B. Smith","R. Kral","75401","1988","10","31","South America","Brazil","Minas Gerais",NA,"Morro do Jucão. Cerro do Cabral above Joaquim Felicio.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978790' target='other'> <mi>dwc_moreinfo</mi></a>","NY00899011","NY00899011_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-01-15 14:42:37-03","MN","R","235707","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","nuda","Vellozia nuda","L.B. Sm. & Ayensu","Mello-Silva, R.","Stannard, B.; Mamede, M.C.H.; Giulietti, A.M. & Harley, R.M.","CFCR - 6310","1984","11","22",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,NA,"SPF 35915","R010058934","R010058934","1992","07","37503","auto",NA,NA,NA,NA,NA,NA
"5","2019-08-20 10:01:53-03","UNICAMP","UEC",NA,"S","Plantae","Liliopsida",NA,"Velloziaceae","Vellozia","nuda","Vellozia nuda","L.B.Sm. & Ayensu","Mello-Silva, R","Shepherd, GJ; Andrade, JB","s.n.","1976","12","01",NA,"Brazil","Minas Gerais","Diamantina","Estrada Diamantina a Corinto até 20 km.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"ori, Flores lilás, folhas estreitas, alt 80 cm",NA,NA,"1987","12","101169","auto",NA,NA,NA,NA,NA,NA
"6","2019-08-20 10:01:53-03","UNICAMP","UEC",NA,"S","Plantae","Liliopsida",NA,"Velloziaceae","Vellozia","nuda","Vellozia nuda","L.B.Sm. & Ayensu","Mello-Silva, R","Shepherd, GJ; Kinoshita, LS; Tamashiro, JY; Andrade, JB","3948","1976","12","01",NA,"Brazil","Minas Gerais","Diamantina","Estrada Diamantina a Corinto até 20 km.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"flor, Flores lilás, folhas estreitas. Alt 80 cm","UEC000711","UEC000711","1987","12","101169","auto",NA,NA,NA,NA,NA,NA
"7","2019-08-20 10:01:53-03","UNICAMP","UEC","17552","S","Plantae","Liliopsida",NA,"Velloziaceae","Vellozia","nuda","Vellozia nuda","L.B.Sm. & Ayensu","Mello-Silva, R","Shepherd, GJ; Kinoshita, LS; Tamashiro, JY; Andrade, JB","3948","1976","12","01",NA,"Brazil","Minas Gerais","Diamantina","Estrada Diamantina a Corinto até 20 km.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"flor, Flores lilás, folhas estreitas. Alt 80 cm","UEC000714","UEC000714","1987","12","101169","auto",NA,NA,NA,NA,NA,NA
"8","2020-12-21 16:46:51-03","MBM","MBM","139010","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","nuda","Vellozia nuda","L.B. Sm. & Ayensu","Mello-Silva, R.","Menezes, N.L.; et al.; et al.","40988",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Estrada Diamantina - Mendanha",NA,NA,NA,NA,NA,NA,"MBM139010","MBM139010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2020-12-21 16:46:51-03","MBM","MBM","19124","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","nuda","Vellozia nuda","L.B. Sm. & Ayensu","Smith, L.B.; Ayensu, E.","Hatschbach, G.; Pelanda, P.; Pelanda, P.","28029","1971","11","16","Southern America","Brazil","Minas Gerais","Cunha Magalhães","Rio Jequitinhonha",NA,NA,NA,NA,NA,"Planta 1m, flor violeta, anteras amarelas. Solo rochoso na base dos afloramentos rochosos.; Planta 1m, flor violeta, anteras amarelas.; Solo rochoso na base dos afloramentos rochosos.","MBM019124","MBM019124","1972",NA,NA,NA,"ISOTYPE",NA,NA,NA,NA,NA
"10","2020-12-21 16:46:51-03","MBM","MBM","160846","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","nuda","Vellozia nuda","L.B. Sm. & Ayensu","Mello-Silva, R.","Mello-Silva, R.; et al.; et al.","288",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,"MBM160846","MBM160846",NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA
"11","2020-12-21 16:46:51-03","MBM","MBM","20099","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","nuda","Vellozia nuda","L.B. Sm. & Ayensu","Smith, L.B.; Ayensu","Hatschbach, G.; Smith, L.B.; Ayensu, E.; Smith, L.B.; Ayensu, E.","29004","1972","01","20","Southern America","Brazil","Minas Gerais","Diamantina","Rio Jequitinhonha","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Planta 1m, cerrado solo arenoso.; Planta 1m.; Cerrado, solo arenoso.","MBM020099","MBM020099","1972",NA,"101169","auto","PARATYPE",NA,NA,NA,NA,NA
"12","2020-12-21 16:46:51-03","MBM","MBM","155128","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","nuda","Vellozia nuda","L.B. Sm. & Ayensu","Mello-Silva, R.","Menezes, N.L.; et al.; et al.","1138",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,"MBM155128","MBM155128",NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA
"13","2020-12-21 16:46:51-03","MBM","MBM","187575","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","nuda","Vellozia nuda","L.B. Sm. & Ayensu","Mello-Silva, R.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","64267",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,"MBM187575","MBM187575",NA,NA,"37503","auto",NA,NA,NA,NA,NA,NA
"14","2011-02-28 13:48:00-03","MO","MOBOT","3036113","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","nuda","Vellozia nuda","L.B. Sm. & Ayensu",NA,"Gert G. Hatschbach|P. Pelanda","Hatschbach 28029","1971","11","16","South America","Brazil","Minas Gerais",NA,"Rio Jequatinonha (mun. Cunha Magalhãos).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2014-08-23 05:35:00-03","MO","MOBOT","3036439","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","nuda","Vellozia nuda","L.B. Sm. & Ayensu","R. Mello-Silva","Howard S. Irwin|S.F. da Fonsêca|R. Souza|R. Reis dos Santos|J. Ramos","Irwin 28531","1970","3","28","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço. Campo on white sand and cerrado among outcrops, ca. 5 km N of São João da Chapada, road to Inhaí.",NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-07-23 12:13:33-03","MBML","MBML-HERBARIO","4436",NA,"Plantae",NA,NA,"Velloziaceae","Vellozia","nuda","Vellozia nuda","L.B.Smith & Ayensu","H. Q. B. Fernandes/Set.1988","H. Q. Boudet Fernandes","2367","1988","02","20",NA,"Brasil","Espírito Santo","Vargem Alta","Cachoeiro do Itapemirim, Vargem Alta, Morro do Sal","-41.007778","-20.688056",NA,NA,NA,"Arbusto, frutos marrons, tépalas brancas a violeta para o ápice, culta no jardim rupestre (herborizada em flor 27/09/1988, coleta perdida na enchente de dez/2000), herborizada pela 2ª vez em 15/10/2001.","MBML004436",NA,NA,NA,NA,NA,NA,"41W0'28","20S41'17",NA,NA,NA
"17","2019-06-10 10:11:47-03","FZB-BH","BHZB","10929","S","Plantae",NA,NA,"Velloziaceae","Vellozia","nuda","Vellozia nuda",NA,"O.B.C. Ribeiro","Ribeiro, O.B.C.","694","2014","02","05",NA,"Brasil","MG","Serro","Fazenda Deliz","-43.4975","-18.562722","1036","1036",NA,"Rupicola em paredão rochoso no interior de mata de galeria. Rupicola em campo rupestre quartizítico. Confirmada por Ferreira Junior, C.A. (06/2015)",NA,NA,"2014","02",NA,NA,NA,"43W 29' 51","18S 33' 45.8","05",NA,NA
"18","2020-09-12 05:00:02-03","US","US","2739870","PreservedSpecimen","Plantae",NA,"Liliales","Velloziaceae","Vellozia","nuda","Vellozia nuda","L.B. Sm. & Ayensu",NA,"L. Smith, E. S. Ayensu & G. Hatschbach",NA,"1972","1","20","South America - Neotropics","Brazil","Minas Gerais","Diamantina","Serra do Espinhaço, 29km north of Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"US01328851","US01328851_01",NA,NA,"101169","auto",NA,NA,NA,NA,"Monocotyledonae","1"
"19","2020-09-12 05:00:02-03","US","US","2748344","PreservedSpecimen","Plantae",NA,"Liliales","Velloziaceae","Vellozia","nuda","Vellozia nuda","L.B. Sm. & Ayensu",NA,"W. R. Anderson, P. A. Fryxell, S. R. Hill, R. R. Santos & R. Souza",NA,"1973","4","14","South America - Neotropics","Brazil","Minas Gerais",NA,"9km by road SW of Mendanha and the Rio Jequití on road to Diamantina",NA,NA,"1150",NA,NA,NA,"US01328853","US01328853_01",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1"
"20","2020-09-12 05:00:02-03","US","US","2628448","PreservedSpecimen","Plantae",NA,"Liliales","Velloziaceae","Vellozia","nuda","Vellozia nuda","L.B. Sm. & Ayensu",NA,"G. Hatschbach, L. Smith & E. S. Ayensu",NA,"1972","1","20","South America - Neotropics","Brazil","Minas Gerais","Diamantina","Rio Jequitinonha","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"US01328849","US01328849_01",NA,NA,"101169","auto",NA,NA,NA,NA,"Monocotyledonae","1"
"21","2020-09-12 05:00:02-03","US","US","3149155","PreservedSpecimen","Plantae",NA,"Liliales","Velloziaceae","Vellozia","nuda","Vellozia nuda","L.B. Sm. & Ayensu",NA,"R. Kral, M. G. L. Wanderley & E. F. Lima",NA,"1988","10","31",NA,"Brazil","Minas Gerais","Joaquim Felício","Morro do Jucão. Cerro do Cabral above Joaquim Felicio","-44.1721992492676","-17.7574996948242","1000",NA,NA,NA,"US01328852","US01328852_01",NA,NA,"37503","auto",NA,NA,NA,NA,"Monocotyledonae","1"
"22","2020-09-12 05:00:02-03","US","US","2628447","PreservedSpecimen","Plantae",NA,"Liliales","Velloziaceae","Vellozia","nuda","Vellozia nuda","L.B. Sm. & Ayensu",NA,"G. Hatschbach & P. Pelanda","28029","1971","11","16","South America - Neotropics","Brazil","Minas Gerais",NA,"Cunha Magalhaes, Rio Jequitinhona",NA,NA,NA,NA,NA,NA,"US00092399","US00092399_01",NA,NA,NA,NA,"Holotype",NA,NA,NA,"Monocotyledonae","1"
"23","2020-09-12 05:00:02-03","US","US","3217026","PreservedSpecimen","Plantae",NA,"Liliales","Velloziaceae","Vellozia","nuda","Vellozia nuda","L.B. Sm. & Ayensu",NA,"N. L. Menezes, V. Souza & R. Simão",NA,"1985","12","16","South America - Neotropics","Brazil","Minas Gerais",NA,"Estrada Diamantina-Mendanha km 584-585",NA,NA,NA,NA,NA,NA,"US01328850","US01328850_01",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1"
"24","2019-11-13 11:32:37-03","USP","SPF","230172","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","nuda","Vellozia nuda","L.B.Sm. & Ayensu","Faria, JEQ","Faria, JEQ","5644","2016","04","15",NA,"Brasil","Minas Gerais","Gouveia",NA,"-43.915","-18.523889",NA,NA,NA,NA,"SPF00230172",NA,"2016","04",NA,NA,NA,"-43.915","-18.523889",NA,NA,NA
"25","2020-04-29 16:30:35-03","UFVJM","HDJF","3595","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Velloziaceae","Vellozia","nuda","Vellozia nuda","L.B.Sm. & Ayensu","Faria, JEQ","Faria, JEQ; Otoni, TJO","5644","2016","04","15","Southern America","Brasil","Minas Gerais","Gouveia","Estrada entrando paralala aos moinhos de vento do Camilinho, síto do Mulato, área de extração da Tracomal","-43.915","-18.523889","1185","1185",NA,NA,"HDJF003595","HDJF003595_01","2016","04",NA,NA,NA,"-43.915","-18.523889",NA,NA,NA
