"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","identifiedBy","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","relatedCatalogItem","dayIdentified","fieldNumber","previousCatalogNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","497059","PreservedSpecimen","Plantae","Magnoliophyta","Aquifoliales","Aquifoliaceae","Ilex","integerrima","Ilex integerrima","Reissek",NA,"A. L. S. Gatti","97","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=498603' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497059","NY00497059_01",NA,"G. Gatti","1998","10","10","Paraná","Guaraqueçaba","Reserva Natural Salto Morato, próximo à saibreira","-48.28","-25.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01023332","PreservedSpecimen","Plantae","Magnoliophyta","Aquifoliales","Aquifoliaceae","Ilex","integerrima","Ilex integerrima","Reissek",NA,"W. A. Ducke","s.n.","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1190487' target='other'> <mi>dwc_moreinfo</mi></a>","NY01023332","NY01023332_01",NA,NA,"1925","08","28","Rio de Janeiro",NA,"Estrada do Porto da Estrella.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","497060","PreservedSpecimen","Plantae","Magnoliophyta","Aquifoliales","Aquifoliaceae","Ilex","integerrima","Ilex integerrima","Reissek",NA,"J. M. Silva","960","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=498605' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497060","NY00497060_01",NA,"G. C. Giberti","1991","03","08","Paraná","Pinhao","Fazenda Dois Irmaos","-51.6594","-25.6958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","497056","PreservedSpecimen","Plantae","Magnoliophyta","Aquifoliales","Aquifoliaceae","Ilex","integerrima","Ilex integerrima","Reissek",NA,"J. G. Kuhlmann","s.n.","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=498604' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497056","NY00497056_01",NA,"J. G. Kuhlmann","1920","10",NA,"Rio de Janeiro","Rio de Janeiro","Mundo Novo - Botofogo - Distrito Federal","-43.2075","-22.9031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","497058","PreservedSpecimen","Plantae","Magnoliophyta","Aquifoliales","Aquifoliaceae","Ilex","integerrima","Ilex integerrima","Reissek",NA,"G. Martinelli","11909","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=498606' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497058","NY00497058_01",NA,NA,"1986","11","26","Rio de Janeiro","Nova Friburgo","Nova Friburgo, Reserva Ecológica Municipal de Macaé de Cima, Nascente do Rio das Flores","-42.05","-22","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","497064","PreservedSpecimen","Plantae","Magnoliophyta","Aquifoliales","Aquifoliaceae","Ilex","integerrima","Ilex integerrima ebenacea","(Reissek) Loes.",NA,"F. C. Hoehne","30928","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=203261' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497064","NY00497064_01","ebenacea","F. C. Hoehne","1933","09","25","São Paulo","Sao Paulo","Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","497067","PreservedSpecimen","Plantae","Magnoliophyta","Aquifoliales","Aquifoliaceae","Ilex","integerrima","Ilex integerrima typica","Loes.",NA,"A. F. M. Glaziou","1509","South America","Brazil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=48205' target='other'> <mi>dwc_moreinfo</mi></a>","NY00497067","NY00497067_01","typica",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:28:59-03","UFRJ","RFA","35195","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","integerrima","Ilex integerrima","(Vell.) Reissek",NA,"C.M. Vieira","1606",NA,"Brasil",NA,"Arvoreta 4 m de altura. Folhas verdes discolores. frutos imaturos verdes.","RFA36301",NA,NA,"C.M. Vieira","2003","10","10","Rio de Janeiro","Macaé","Rodovia Amaral Peixoto (RJ-106), km 170. loteamento Morada da Praia","-41.7868995666504","-22.3708000183105",NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 11:28:59-03","UFRJ","RFA","39620","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","integerrima","Ilex integerrima","(Vell.) Reissek",NA,"Finotti R.; Caruzo J.","66",NA,"Brasil",NA,"Arvoreta de 12 metros de altura e PAP de 36,5cm.","RFA24622",NA,NA,"Ricardo Finotti",NA,NA,NA,"Rio de Janeiro","Cachoeiras de Macacu","Interior de Fragmento FLorestal de Propriedade do Sr. Odinho, Próximo a Reserva do Guapiaçu (REGUA).","-42.730278","-22.515","50","50",NA,NA,"42º43'49''W","22º30'54''S",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-06-29 11:28:59-03","UFRJ","RFA","31243","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","integerrima","Ilex integerrima","(Vell.) Reissek",NA,"M.A. Louzada, J. C. Gomes et ll.",NA,NA,"Brasil",NA,"Coletas da amostragem fitossociológica Parcela/; P3, Ind.:161","RFA20472",NA,NA,"C. M. Vieira","2002","00","00","Rio de Janeiro","Angra dos Reis","Matas de encosta.","-44.3180999755859","-23.0067005157471",NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-06-29 11:28:59-03","UFRJ","RFA","4668","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","integerrima","Ilex integerrima","(Vell.) Reissek",NA,"P. Occhioni","118",NA,"Brasil",NA,"Árvore mediana Habito: Árvore mediana","RFA28768",NA,NA,"P.Occhioni","1979","05","00","Rio de Janeiro","Rio de Janeiro","Vista Chinesa","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,"1979",NA,NA,NA,NA,NA,NA,NA
"22","2020-12-15 11:14:21-03","FUNED","FUNED-POL","2955","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","integerrima","Ilex integerrima",NA,NA,NA,NA,NA,"Brasil",NA,NA,"POL002955",NA,NA,NA,"1998","06","16","MG",NA,"Funed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-15 11:14:19-03","FUNED","FUNED-POL","101","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","integerrima","Ilex integerrima",NA,NA,NA,NA,NA,"Brasil",NA,NA,"POL000101",NA,NA,NA,"1989","11","13","RJ",NA,"UFOP/Funed/Rio Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-15 11:14:21-03","FUNED","FUNED-POL","2956","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","integerrima","Ilex integerrima",NA,NA,NA,NA,NA,"Brasil",NA,NA,"POL002956","POL002956_p02 POL002956_p03 POL002956_p04 POL002956_p07 POL002956_p08 POL002956_p09 POL002956_p10 POL002956_p13",NA,NA,"1998","06","16","MG",NA,"Funed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-15 11:14:19-03","FUNED","FUNED-POL","102","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","integerrima","Ilex integerrima",NA,NA,NA,NA,NA,"Brasil",NA,NA,"POL000102",NA,NA,NA,"1989","11","13","RJ",NA,"UFOP/Funed/Rio Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-08 17:36:53-03","EAO","IAN","18809","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Aquifoliaceae","Ilex","grandis","Ilex grandis magnifica","Reiss",NA,"Schhacker","9512","Southern America","Brasil",NA,NA,"IAN018809","IAN018809_f","magnifica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:34:16-03","EAO","IAN","93959","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Aquifoliaceae","Ilex","integerrima","Ilex integerrima typica","(Vell.) Reissek",NA,"Glaziou, AFM","1509","Southern America","Brasil",NA,NA,"IAN093959",NA,"typica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-12-04 15:24:43-03","PUCPR","HUCP","12419","S","Plantae","Eudicotiledonea",NA,"Aquifoliaceae","Ilex","integerrima","Ilex integerrima","Reissek.",NA,"Borgo, M","515",NA,"Brasil",NA,"Nº 40187.","HUCP00003519","HUCP00003519",NA,"Silva, SM","1999","11","22","Paraná","Antonina","Lagoa Vermelha","-48.7118988037109","-25.4286003112793",NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-12-04 15:24:43-03","PUCPR","HUCP","23304","S","Plantae","Eudicotiledonea",NA,"Aquifoliaceae","Ilex","integerrima","Ilex integerrima","Reissek.",NA,"Silva, JM","8658",NA,"Brasil",NA,NA,"HUCP00005046","HUCP00005046",NA,"Brotto, M","2014","10","28","Paraná","Pontal do Paraná",NA,"-48.511100769043","-25.6735992431641",NA,NA,"19508","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:09:21-03","UFBA","ALCB","11631","PreservedSpecimen","Plantae","Dicotyledon",NA,"Aquifoliaceae","Ilex","ebenacea","Ilex ebenacea","Reissek",NA,"Schwake","s/n","Southern America","Brasil",NA,NA,"ALCB015748","ALCB015748",NA,NA,NA,NA,NA,"Paraná","Missões",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-08 21:31:37-03","UFBA","ALCB","11630","PreservedSpecimen","Plantae","Dicotyledon",NA,"Aquifoliaceae","Ilex","ebenacea","Ilex ebenacea","Reissek",NA,"Schwake","PHs/n","Southern America","Brasil",NA,NA,"ALCB015747","ALCB015747",NA,NA,"1880","01","19","Paraná","Campo Largo",NA,"-49.5283012390137","-25.4585990905762",NA,NA,"53742","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:09:21-03","UFBA","ALCB","054531","PreservedSpecimen","Plantae","Dicotyledon",NA,"Aquifoliaceae","Ilex","integerrima","Ilex integerrima","Reissek",NA,"Silva, JM; Poliquesi, CB","657","Southern America","Brasil",NA,"5m, flores alvas.; da encosta de morro.",NA,NA,NA,"Coelho, GC","1989","10","31","Paraná","Quatro Barras","Morro Sete.","-49.0769004821777","-25.3656005859375","1000","1000","17116","auto",NA,NA,"1998","07",NA,NA,NA,NA,NA,NA
"33","2020-02-08 08:44:13-03","NBC","NL-BOTANY","L.1084847","PreservedSpecimen","Plantae",NA,"Aquifoliales","Aquifoliaceae","Ilex","integerrima","Ilex integerrima","(Vell.) Reissek",NA,"Hatschbach GG",NA,"Southern America","Brazil",NA,"Da mata.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1084847 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1084847","NL-L1084847",NA,NA,"1960","11","05","Paraná",NA,"Brasil, Paraná, Mun. Guaratuba, Caieiras.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"34","2020-02-08 08:44:13-03","NBC","NL-BOTANY","L.1084848","PreservedSpecimen","Plantae",NA,"Aquifoliales","Aquifoliaceae","Ilex","integerrima","Ilex integerrima","(Vell.) Reissek",NA,"Hatschbach GG",NA,"Southern America","Brazil",NA,"Da mata.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1084848 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1084848","NL-L1084848",NA,NA,"1960","11","05","Paraná",NA,"Brasil, Paraná, Mun. Guaratuba, Caieiras.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"35","2020-02-08 08:44:13-03","NBC","NL-BOTANY","L.2268782","PreservedSpecimen","Plantae",NA,"Aquifoliales","Aquifoliaceae","Ilex","integerrima","Ilex integerrima","(Vell.) Reissek",NA,"Hatschbach GG",NA,"Southern America","Brazil",NA,"Da mata.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2268782 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2268782","NL-L2268782",NA,NA,"1960","11","05","Paraná",NA,"Brasil, Paraná, Mun. Guaratuba, Caieiras.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0759773",NA,NA,NA,NA
"36","2020-02-08 08:44:13-03","NBC","NL-BOTANY","U.1093405","PreservedSpecimen","Plantae",NA,"Aquifoliales","Aquifoliaceae","Ilex","integerrima","Ilex integerrima","(Vell.) Reissek",NA,"Handro O",NA,"Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1093405 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1093405","NL-U1093405",NA,NA,"1954","10","26",NA,NA,"Estado de São Paulo: Campo Grande, Estação Biológica.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"37","2020-02-08 08:44:13-03","NBC","NL-BOTANY","WAG.1876788","PreservedSpecimen","Plantae",NA,"Aquifoliales","Aquifoliaceae","Ilex","integerrima","Ilex integerrima","(Vell.) Reissek",NA,"Ribas OS; Nicolack V",NA,"Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1876788 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1876788","NL-WAG1876788",NA,NA,"1990","01","30",NA,NA,"Morro mae Catira (mun. Quatro Barras) Parana.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"38","2020-02-08 08:44:13-03","NBC","NL-BOTANY","L.2268783","PreservedSpecimen","Plantae",NA,"Aquifoliales","Aquifoliaceae","Ilex","integerrima","Ilex integerrima ebenacea","(Reissek) Loes.",NA,"Dusén PKH",NA,"Southern America","Brazil",NA,"In silvula.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2268783 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2268783","NL-L2268783","ebenacea","Hu SY","1915","09","29","Paraná",NA,"Brasil, Paraná, Sacarehy",NA,NA,NA,NA,NA,NA,NA,NA,"1964","08","Magnoliopsidae","L 0759772","28",NA,NA,NA
"39","2020-11-04 11:00:13-03","ESALQ","ESA","71934","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Aquifoliaceae","Ilex","integerrima","Ilex integerrima","(Vell.) Reiss.",NA,"Franco, G.A.D.C. et al.","2922.0",NA,"Brasil",NA,NA,"ESA071934","ESA071934",NA,NA,"2000","04","19","São Paulo","São Sebastião",NA,"-45.4099998474121","-23.7600002288818",NA,NA,"41977","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:00:13-03","ESALQ","ESA","30904","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Aquifoliaceae","Ilex","integerrima","Ilex integerrima","(Vell.) Reiss.",NA,"Leitão Filho, H.F. et al.","34825.0",NA,"Brasil",NA,NA,"ESA030904","ESA030904",NA,"Rodrigues, R.R.","1996","02","05","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:00:13-03","ESALQ","ESA","75327","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Aquifoliaceae","Ilex","integerrima","Ilex integerrima","(Vell.) Reiss.",NA,"Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","165.0",NA,"Brasil",NA,"Árvore, ca. 18m alt. Frutos imaturos verdes.","ESA075327","ESA075327",NA,NA,"2001","04","16","São Paulo","Itanhaém","Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana no entorno do Vale do Rio Mambu. 24o02'51,7S; 46o49'05,7W. 30-100msm.","-46.7799987792969","-24.1800003051758",NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:00:13-03","ESALQ","ESA","94762","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Aquifoliaceae","Ilex","integerrima","Ilex integerrima","(Vell.) reiss.",NA,"Oriani, A. et al.","611.0",NA,"Brasil",NA,NA,"ESA094762","ESA094762",NA,NA,NA,NA,NA,"São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,"38804","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:00:13-03","ESALQ","ESA","16412","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Aquifoliaceae","Ilex","integerrima","Ilex integerrima",NA,NA,"Silva, J.M.","799.0",NA,"Brasil",NA,NA,"ESA016412","ESA016412",NA,"Coelho, G.C.","1990","03","06","Paraná","Rio Branco do Sul",NA,"-49.3142013549805","-25.1900005340576",NA,NA,"37352","auto",NA,NA,"1996","08",NA,NA,"13",NA,NA,NA
"44","2020-11-04 11:00:13-03","ESALQ","ESA","16413","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Aquifoliaceae","Ilex","integerrima","Ilex integerrima","(Vell.) reiss.",NA,"Silva, J.M.","818.0",NA,"Brasil",NA,NA,"ESA016413","ESA016413",NA,"Coelho, G.C.","1990","03","08","Paraná","São Mateus do Sul",NA,"-50.3828010559082","-25.8742008209229",NA,NA,"31353","auto",NA,NA,"1996","08",NA,NA,"13",NA,NA,NA
"45","2020-11-04 10:54:42-03","ESALQ","ESA","137470","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","integerrima","Ilex integerrima","(Vell.) Reissek",NA,"J.M. Silva","6111.0",NA,"Brasil",NA,NA,"ESA137470",NA,NA,"M. Groppo","2007","10","16","Paraná","Morretes","Mariane","-48.834400177002","-25.476900100708",NA,NA,"30514","auto",NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:00:13-03","ESALQ","ESA","51958","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Aquifoliaceae","Ilex","integerrima","Ilex integerrima","(Vell.) Reissek",NA,"Lima, R.A.F.","367.0",NA,"Brasil",NA,"no sub-bosque","ESA051958","ESA051958",NA,NA,NA,NA,NA,"São Paulo","Sete Barras","Parcela permanente - Parque Estadual de Carlos Botelho","-47.9199981689453","-24.3799991607666","400","400","34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-31 13:35:49-03","MN","R","231033","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","integerrima","Ilex integerrima","Reissek",NA,"Alves, R.J.V.","8908",NA,"Brasil",NA,NA,"R010032486,R010032484,R010032485",NA,NA,NA,"2011","05","29","Goiás","Capinaçu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-01-14 15:23:12-03","MN","R","231462","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","integerrima","Ilex integerrima","Reissek",NA,"Alves, R.J.V.","5842",NA,"Brasil",NA,NA,"R010032786,R010032787,R010032788",NA,NA,NA,"1997","03","28","Minas Gerais","Tiradentes",NA,"-44.1781005859375","-21.1103000640869",NA,NA,"10355","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
