"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","country","stateProvince","county","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","continentOcean","day","locality","imagecode","class","order","dayIdentified","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters"
"11","2021-03-01 16:24:55-03","UNICAMP","UEC","36040","S","Plantae","Asteraceae","Pamphalea","cardaminifolia","Pamphalea cardaminifolia","Less.","Sobral, M","1984","04","Sobral, M; Stehmann, JR","2708","1983","12","Brazil","Rio Grande do Sul","Cambará do Sul",NA,NA,"Erva em banhado; capítulos brancos.","UEC086969","Magnoliopsida",NA,NA,"Faxinal.","UEC086969",NA,NA,NA,"-50.1446990966797","-29.0478000640869","30776","auto",NA,NA
"12","2020-12-21 16:16:49-03","MBM","MBM","91829","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","cardaminifolia","Pamphalea cardaminifolia","Less.","Sobral, M.","1984","04","Sobral, M.; Stehmann, J.R.; Stehmann, J.R.","2708","1983","12","Brazil","Rio Grande do Sul","Cambará do Sul",NA,NA,"Erva, capítulos brancos.; Banhado.","MBM091829",NA,"Southern America",NA,"Faxinal.","MBM091829",NA,NA,NA,"-50.1446990966797","-29.0478000640869","30776","auto",NA,NA
"13","2020-08-20 14:55:15-03","UFSC","FLOR","6673","PreservedSpecimen","Plantae","Asteraceae","Pamphalea","cardaminifolia","Pamphalea cardaminifolia","Less.",NA,NA,NA,"Smith, L.B.; Klein, R.M.","13391","1964","12","Brasil","Santa Catarina","Água Doce",NA,NA,NA,"FLOR0006673",NA,NA,"02",NA,NA,NA,"Asterales",NA,"-51.5560989379883","-26.9978008270264","52743","auto",NA,NA
"14","2021-02-08 12:36:49-03","UFRGS","ICN","175734","S","Plantae","Asteraceae","Pamphalea","cardaminifolia","Pamphalea cardaminifolia","Less.","Platt, FH","2014","08","Seger, GDS","766","2012","11","Brasil","RS","São Francisco de Paula","-50.388611","-29.405833","Flores alvas, ca. de 1m.; Turfeira/banhado bordeado por lado por floresta nativa e por outro por plantio de Eucalyptus spp.",NA,"Dicotyledon","América do Sul","09","Floresta Nacional (FLONA-SFP), Morro dos Cavalos",NA,NA,NA,NA,"-50.388611","-29.405833",NA,NA,NA,NA
"15","2021-02-08 12:36:49-03","UFRGS","ICN","194395","S","Plantae","Asteraceae","Pamphalea","cardaminifolia","Pamphalea cardaminifolia","Less.","Platt, FH","2013","12","Platt, FH","s.n.","2013","12","Brasil","RS","São Francisco de Paula","-50.1975","-29.175","Indivíduos abundantes (n=30) distribuídos por pequena área (20m²).; Em faixa de solo úmido, alagável.",NA,"Dicotyledon","América do Sul","15","RS-020, aproximadamente km 140.",NA,NA,NA,"14","-50.1975","-29.175",NA,NA,"1020","1020"
"16","2021-02-08 12:36:49-03","UFRGS","ICN","194392","S","Plantae","Asteraceae","Pamphalea","cardaminifolia","Pamphalea cardaminifolia","Less.","Platt, FH","2013","12","Platt, FH","s.n.","2013","12","Brasil","RS","São Francisco de Paula","-50.1975","-29.175","Indivíduos abundantes (cerca de 100) distribuídos por pequena área (aproximadamente 60m²). Nos indivíduos cobertos por água, presença de multiplicação vegetativa.; Em campo, sobrepastejado, na margem de banhado.",NA,"Dicotyledon","América do Sul","14","RS-020, km 145 (quando em direção à capital, no lado direito da rodovia).",NA,NA,NA,"14","-50.1975","-29.175",NA,NA,"1020","1020"
"17","2021-02-08 12:36:49-03","UFRGS","ICN","194393","S","Plantae","Asteraceae","Pamphalea","cardaminifolia","Pamphalea cardaminifolia","Less.","Platt, FH","2013","12","Platt, FH","s.n.","2013","12","Brasil","RS","São Francisco de Paula","-50.1975","-29.175","Indivíduos abundantes (cerca de 100) distribuídos por pequena área (aproximadamente 60m²). Nos indivíduos cobertos por água, presença de multiplicação vegetativa.; Em campo, sobrepastejado, na margem de banhado.",NA,"Dicotyledon","América do Sul","14","RS-020, km 145 (quando em direção à capital, no lado direito da rodovia).",NA,NA,NA,"14","-50.1975","-29.175",NA,NA,"1020","1020"
"18","2021-02-08 12:36:49-03","UFRGS","ICN","194391","S","Plantae","Asteraceae","Pamphalea","cardaminifolia","Pamphalea cardaminifolia","Less.","Platt, FH","2013","12","Platt, FH","s.n.","2013","12","Brasil","RS","São Francisco de Paula","-50.1975","-29.175","Indivíduos abundantes (cerca de 100) distribuídos por pequena área (aproximadamente 60m²). Nos indivíduos cobertos por água, presença de multiplicação vegetativa.; Em campo, sobrepastejado, na margem de banhado.",NA,"Dicotyledon","América do Sul","14","RS-020, km 145 (quando em direção à capital, no lado direito da rodovia).",NA,NA,NA,"14","-50.1975","-29.175",NA,NA,"1020","1020"
"19","2021-02-08 12:36:49-03","UFRGS","ICN","194397","S","Plantae","Asteraceae","Pamphalea","cardaminifolia","Pamphalea cardaminifolia","Less.","Platt, FH","2014","01","Platt, FH","s.n.","2014","01","Brasil","RS","São José dos Ausentes","-49.956111","-28.660556","Indivíduos abundantes (n= 30) distribuídos por pequena área (5m²). Nos indivíduos cobertos por água, presença de multiplicação vegetativa; Em campo, sobrepastejado, na margem de banhado.",NA,"Dicotyledon","América do Sul","05","Distrito Silveira, RS-020, cerca de 2 km do trevo com a BR-285.",NA,NA,NA,"05","-49.956111","-28.660556",NA,NA,"1212","1212"
"20","2021-02-08 12:36:49-03","UFRGS","ICN","194398","S","Plantae","Asteraceae","Pamphalea","cardaminifolia","Pamphalea cardaminifolia","Less.","Platt, FH","2014","01","Platt, FH","s.n.","2014","01","Brasil","RS","São José dos Ausentes","-49.956111","-28.660556","Indivíduos abundantes (n= 30) distribuídos por pequena área (5m²). Nos indivíduos cobertos por água, presença de multiplicação vegetativa; Em campo, sobrepastejado, na margem de banhado.",NA,"Dicotyledon","América do Sul","05","Distrito Silveira, RS-020, cerca de 2 km do trevo com a BR-285.",NA,NA,NA,"05","-49.956111","-28.660556",NA,NA,"1212","1212"
"21","2021-02-08 12:36:49-03","UFRGS","ICN","194399","S","Plantae","Asteraceae","Pamphalea","cardaminifolia","Pamphalea cardaminifolia","Less.","Platt, FH","2014","01","Platt, FH","s.n.","2014","01","Brasil","RS","São José dos Ausentes","-49.956111","-28.660556","Indivíduos abundantes (n= 30) distribuídos por pequena área (5m²). Nos indivíduos cobertos por água, presença de multiplicação vegetativa; Em campo, sobrepastejado, na margem de banhado.",NA,"Dicotyledon","América do Sul","05","Distrito Silveira, RS-020, cerca de 2 km do trevo com a BR-285.",NA,NA,NA,"05","-49.956111","-28.660556",NA,NA,"1212","1212"
"22","2021-02-08 12:36:49-03","UFRGS","ICN","088525","S","Plantae","Asteraceae","Pamphalea","cardaminifolia","Pamphalea cardaminifolia","Less.","Platt, FH","2014","08","Sobral, M","2708",NA,NA,"Brasil","RS","Cambará do Sul",NA,NA,"Espécie ameaçada de extinção (Vulnerável).",NA,"Dicotyledon","América do Sul",NA,"Faxinal",NA,NA,NA,NA,"-50.1446990966797","-29.0478000640869","30776","auto",NA,NA
"23","2021-02-08 12:36:49-03","UFRGS","ICN","061706","S","Plantae","Asteraceae","Pamphalea","cardaminifolia","Pamphalea cardaminifolia","Less.","Platt, FH","2014","08","Stehmann, JR","463","1984","12","Brasil","RS","Cambará do Sul",NA,NA,"Erva, flores brancas; Clareira no interior da mata",NA,"Dicotyledon","América do Sul","24","Faxinal",NA,NA,NA,NA,"-50.1446990966797","-29.0478000640869","30776","auto",NA,NA
"24","2021-02-08 12:36:49-03","UFRGS","ICN","186084","S","Plantae","Asteraceae","Pamphalea","cardaminifolia","Pamphalea cardaminifolia","Less.","Platt, FH","2013","12","Platt, FH","s.n.","2013","12","Brasil","RS","São Francisco de Paula",NA,NA,"EN: B1ab(i,ii,iii) +2ab(ii,iii); Indivíduos abundantes (cerca de 100) distribuídos por pequena área (aproximadamente 60 m²), na margem imediata do banhado, tanto em direção ao campo quanto em direção à água. Nos indivíduos cobertos por água, presença",NA,"Dicotyledon","América do Sul","14","RS-020, km 145 (quando em direção à capital, no lado direito da rodovia).",NA,NA,NA,"14","-50.5835990905762","-29.4480991363525","76715","auto","1020","1020"
"25","2021-02-08 12:36:49-03","UFRGS","ICN","186081","S","Plantae","Asteraceae","Pamphalea","cardaminifolia","Pamphalea cardaminifolia","Less.","Platt, FH","2013","12","Platt, FH","s.n.","2013","12","Brasil","RS","São Francisco de Paula",NA,NA,"EN: B1ab(i,ii,iii) +2ab(ii,iii); Indivíduos abundantes (cerca de 100) distribuídos por pequena área (aproximadamente 60 m²), na margem imediata do banhado, tanto em direção ao campo quanto em direção à água. Nos indivíduos cobertos por água, presença",NA,"Dicotyledon","América do Sul","14","RS-020, km 145 (quando em direção à capital, no lado direito da rodovia).",NA,NA,NA,"14","-50.5835990905762","-29.4480991363525","76715","auto","1020","1020"
"26","2021-02-08 12:36:49-03","UFRGS","ICN","186082","S","Plantae","Asteraceae","Pamphalea","cardaminifolia","Pamphalea cardaminifolia","Less.","Platt, FH","2013","12","Platt, FH","s.n.","2013","12","Brasil","RS","São Francisco de Paula",NA,NA,"EN: B1ab(i,ii,iii) +2ab(ii,iii); Indivíduos abundantes (cerca de 100) distribuídos por pequena área (aproximadamente 60 m²), na margem imediata do banhado, tanto em direção ao campo quanto em direção à água. Nos indivíduos cobertos por água, presença",NA,"Dicotyledon","América do Sul","14","RS-020, km 145 (quando em direção à capital, no lado direito da rodovia).",NA,NA,NA,"14","-50.5835990905762","-29.4480991363525","76715","auto","1020","1020"
"27","2021-02-08 12:36:49-03","UFRGS","ICN","186083","S","Plantae","Asteraceae","Pamphalea","cardaminifolia","Pamphalea cardaminifolia","Less.","Platt, FH","2013","12","Platt, FH","s.n.","2013","12","Brasil","RS","São Francisco de Paula",NA,NA,"EN: B1ab(i,ii,iii) +2ab(ii,iii); Indivíduos abundantes (cerca de 100 indivíduos) distribuídos por pequena área (aproximadamente 60 m²), na margem imediata do banhado, tanto em direção ao campo quanto em direção à água. Nos indivíduos cobertos por águ",NA,"Dicotyledon","América do Sul","14","RS-020, km 145 (quando em direção à capital, no lado direito da rodovia).",NA,NA,NA,"14","-50.5835990905762","-29.4480991363525","76715","auto","1020","1020"
"28","2021-02-08 12:36:49-03","UFRGS","ICN","186085","S","Plantae","Asteraceae","Pamphalea","cardaminifolia","Pamphalea cardaminifolia","Less.","Platt, FH","2013","12","Platt, FH","s.n.","2013","12","Brasil","RS","São Francisco de Paula",NA,NA,"EN: B1ab(i,ii,iii) +2ab(ii,iii); Indivíduos abundantes (cerca de 100) distribuídos por pequena área (aproximadamente 60 m²), na margem imediata do banhado, tanto em direção ao campo quanto em direção à água. Nos indivíduos cobertos por água, presença",NA,"Dicotyledon","América do Sul","14","RS-020, km 145 (quando em direção à capital, no lado direito da rodovia).",NA,NA,NA,"14","-50.5835990905762","-29.4480991363525","76715","auto","1020","1020"
"29","2021-02-08 12:36:49-03","UFRGS","ICN","186086","S","Plantae","Asteraceae","Pamphalea","cardaminifolia","Pamphalea cardaminifolia","Less.","Platt, FH","2013","12","Platt, FH","s.n.","2013","12","Brasil","RS","São Francisco de Paula",NA,NA,"EN: B1ab(i,ii,iii) +2ab(ii,iii); Indivíduos abundantes (cerca de 100) distribuídos por pequena área (aproximadamente 60 m²), na margem imediata do banhado, tanto em direção ao campo quanto em direção à água. Nos indivíduos cobertos por água, presença",NA,"Dicotyledon","América do Sul","14","RS-020, km 145 (quando em direção à capital, no lado direito da rodovia).",NA,NA,NA,"14","-50.5835990905762","-29.4480991363525","76715","auto","1020","1020"
"30","2021-02-08 12:36:49-03","UFRGS","ICN","186087","S","Plantae","Asteraceae","Pamphalea","cardaminifolia","Pamphalea cardaminifolia","Less.","Platt, FH","2014","01","Platt, FH","s.n.","2014","01","Brasil","RS","São José dos Ausentes",NA,NA,"EN: B1ab(i,ii,iii) +2ab(ii,iii); Indivíduos abundantes (cerca de 30) distribuídos por pequena área (aproximadamente 5 m²), na margem imediata do banhado, tanto em direção ao campo quanto em direção à água. Nos indivíduos cobertos por água, presença d",NA,"Dicotyledon","América do Sul","05","Distrito Silveira, RS-020 (não asfaltada - quando em direção ao Centro de São José dos Ausentes, no lado esquerdo da estrada), distante cerca de 2 km do trevo com a BR-285.",NA,NA,NA,"05","-50.0657997131348","-28.7483005523682","42598","auto","1212","1212"
"31","2021-02-08 12:36:49-03","UFRGS","ICN","088533","S","Plantae","Asteraceae","Pamphalea","cardaminifolia","Pamphalea cardaminifolia","Less.","Platt, FH","2014","08","Sobral, M; Silva, R","2665","1983","02","Brasil","RS","Canela",NA,NA,"Espécie ameaçada de extinção (Vulnerável).",NA,"Dicotyledon","América do Sul","10",NA,NA,NA,NA,NA,"-50.815601348877","-29.3656005859375","16452","auto",NA,NA
"32","2021-02-08 12:36:49-03","UFRGS","ICN","106246","S","Plantae","Asteraceae","Pamphalea","cardaminifolia","Pamphalea cardaminifolia","Less.","Platt, FH","2014","08","Matzenbacher, NI","s.n.","1994","11","Brasil","RS","Quaraí",NA,NA,"Em campo úmido",NA,"Dicotyledon","América do Sul","10","Cerro do Jarau",NA,NA,NA,NA,"-56.4514007568359","-30.3875007629395","74636","auto",NA,NA
"33","2021-02-08 12:36:49-03","UFRGS","ICN","122129","S","Plantae","Asteraceae","Pamphalea","cardaminifolia","Pamphalea cardaminifolia","Less.","Garcia, EN","2001","12","Garcia, EN; et al.","550","2001","10","Brasil","RS","São Francisco de Paula",NA,NA,"Espécie ameaçada de extinção (Em perigo).; Erva rosulada. Corolas brancas.; Margem de lago. Solo arenoso alagado.",NA,"Dicotyledon","América do Sul","30","Centro de Pesquisa e Conservação da Natureza-Pró-mata",NA,NA,NA,"03","-50.5835990905762","-29.4480991363525","76715","auto",NA,NA
"34","2021-02-08 12:36:49-03","UFRGS","ICN","186088","S","Plantae","Asteraceae","Pamphalea","cardaminifolia","Pamphalea cardaminifolia","Less.","Platt, FH","2014","01","Platt, FH","s.n.","2014","01","Brasil","RS","São José dos Ausentes",NA,NA,"EN: B1ab(i,ii,iii) +2ab(ii,iii); Indivíduos abundantes (cerca de 30) distribuídos por pequena área (aproximadamente 5 m²), na margem imediata do banhado, tanto em direção ao campo quanto em direção à água. Nos indivíduos cobertos por água, presença d",NA,"Dicotyledon","América do Sul","05","Distrito Silveira, RS-020 (não asfaltada - quando em direção ao Centro de São José dos Ausentes, no lado esquerdo da estrada), distante cerca de 2 km do trevo com a BR-285.",NA,NA,NA,"05","-50.0657997131348","-28.7483005523682","42598","auto","1212","1212"
"35","2021-02-08 12:36:49-03","UFRGS","ICN","186089","S","Plantae","Asteraceae","Pamphalea","cardaminifolia","Pamphalea cardaminifolia","Less.","Platt, FH","2014","01","Platt, FH","s.n.","2014","01","Brasil","RS","São José dos Ausentes",NA,NA,"EN: B1ab(i,ii,iii) +2ab(ii,iii); Indivíduos abundantes (cerca de 30) distribuídos por pequena área (aproximadamente 5 m²), na margem imediata do banhado, tanto em direção ao campo quanto em direção à água. Nos indivíduos cobertos por água, presença d",NA,"Dicotyledon","América do Sul","05","Distrito Silveira, RS-020 (não asfaltada - quando em direção ao Centro de São José dos Ausentes, no lado esquerdo da estrada), distante cerca de 2 km do trevo com a BR-285.",NA,NA,NA,"05","-50.0657997131348","-28.7483005523682","42598","auto","1212","1212"
