"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"16","2021-03-15 16:37:00-03","NY","NYBG","1280686","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lessingianthus","grandiflorus","Lessingianthus grandiflorus","(Less.) H.Rob.","F. R. Fosberg","43292","1962","10","27","South America","Brazil","São Paulo","Piracicaba","Emas, near Cachoeira.","-47.370228","-21.932532","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1619080' target='other'> <mi>dwc_moreinfo</mi></a>","NY01280686","NY01280686_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","805109","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lessingianthus","grandiflorus","Lessingianthus grandiflorus","(Less.) H.Rob.","I. Mimura","25","1961","10","10","South America","Brazil","São Paulo","Sao José dos Campos","6,8-7,2 km ao SSE em linha reta da praça principal de Sao Jose dos Campos. Dentro de 100 m ao oeste da estrada para Paraibuna","-45.88","-23.1703","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798456' target='other'> <mi>dwc_moreinfo</mi></a>","NY00805109","NY00805109_01","635","635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","805100","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lessingianthus","grandiflorus","Lessingianthus grandiflorus","(Less.) H.Rob.","G. Eiten","1484","1959","12","03","South America","Brazil","São Paulo","Moji-Guaçu","Campos das Sete Lagôas. Fazenda Campininha, just N of Rio Moji-Guaçu. 10 km NNE of Padua Sales. About 27 km NW of city of Mori-Mirim","-47.142","-22.242","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798393' target='other'> <mi>dwc_moreinfo</mi></a>","NY00805100","NY00805100_01","650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","805099","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lessingianthus","grandiflorus","Lessingianthus grandiflorus","(Less.) H.Rob.","G. Eiten","2387","1960","09","22","South America","Brazil","São Paulo","Moji-Guaçu","Campos das Sete Lagôas. Fazenda Campininha, just N of Rio Moji-Guaçu. 10 km NNE of Padua Sales. About 27 km NW of city of Mori-Mirim","-47.142","-22.242","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798389' target='other'> <mi>dwc_moreinfo</mi></a>","NY00805099","NY00805099_01","575","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","805097","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lessingianthus","grandiflorus","Lessingianthus grandiflorus","(Less.) H.Rob.","G. Eiten","1567","1959","12","10","South America","Brazil","São Paulo","Moji-Guaçu","Campos das Sete Lagoas. Fazenda Campininha, just north of Rio Moji-Guaçu. 9 km NNE of Padua Sales. About 27 km NW of city of Moji-Mirim","-47.142","-22.242","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798375' target='other'> <mi>dwc_moreinfo</mi></a>","NY00805097","NY00805097_01","650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","805112","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lessingianthus","grandiflorus","Lessingianthus grandiflorus","(Less.) H.Rob.","J. Cuatrecasas","26590","1962","10","27","South America","Brazil","São Paulo","Pirassununga","Piraçununga. Cerrado de Cachoeira de Emas","-47.375621","-21.941912","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798491' target='other'> <mi>dwc_moreinfo</mi></a>","NY00805112","NY00805112_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-27 13:04:00-03","NY","NYBG","805119","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lessingianthus","grandiflorus","Lessingianthus grandiflorus",NA,"T. S. Ibarrola","2822","1945","04","02","South America","Argentina","Corrientes","San Roque","Chavarria - cercanias",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798539' target='other'> <mi>dwc_moreinfo</mi></a>","NY00805119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","805117","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lessingianthus","grandiflorus","Lessingianthus grandiflorus","(Less.) H.Rob.","G. G. Hatschbach","45915","1982","12","12","South America","Brazil","Mato Grosso do Sul","Ponta Pora","Pacari","-55.7256","-22.5361","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798530' target='other'> <mi>dwc_moreinfo</mi></a>","NY00805117","NY00805117_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02491354","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lessingianthus","grandiflorus","Lessingianthus grandiflorus","(Less.) H.Rob.","G. G. Hatschbach","76656","2003","10","23","South America","Brazil","Mato Grosso do Sul","Ponta Porã","Rodovia Ponta Porã-Bela Vista, próximo da Fazenda Itamonte.","-55.7256011962891","-22.5361003875732","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2715343' target='other'> <mi>dwc_moreinfo</mi></a>","NY02491354","NY02491354_01",NA,NA,"102608","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","805108","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lessingianthus","grandiflorus","Lessingianthus grandiflorus","(Less.) H.Rob.","J. R. Mattos","8454","1960","11","17","South America","Brazil","São Paulo","Moji-Guaçu","Fazenda Campininha, 3,4 km NNW de Padua Sales. Ca. 100 m E da sede.","-47.164784","-22.242395","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798447' target='other'> <mi>dwc_moreinfo</mi></a>","NY00805108","NY00805108_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","805101","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lessingianthus","grandiflorus","Lessingianthus grandiflorus","(Less.) H.Rob.","G. Eiten","1501","1959","12","04","South America","Brazil","São Paulo","Moji-Guaçu","Campos das Sete Lagôas. Fazenda Campininha, just north of Rio Moji-Guaçu. ~15 km. N. of PADUA SALES. (about 27 km. NW of city of MOJI-MIRIM)","-47.142","-22.242","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798397' target='other'> <mi>dwc_moreinfo</mi></a>","NY00805101","NY00805101_01","575","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","805102","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lessingianthus","grandiflorus","Lessingianthus grandiflorus","(Less.) H.Rob.","G. Eiten","1501","1959","12","04","South America","Brazil","São Paulo","Moji-Guaçu","Campos das Sete Lagôas. Fazenda Campininha, just north of Rio Moji-Guaçu. ~15 km. N. of PADUA SALES. (about 27 km. NW of city of MOJI-MIRIM)","-47.142","-22.242","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798399' target='other'> <mi>dwc_moreinfo</mi></a>","NY00805102","NY00805102_01","575","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","805106","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Lessingianthus","grandiflorus","Lessingianthus grandiflorus","(Less.) H.Rob.","A. G. Hammar","16104","1901","11","15","South America","Brazil","São Paulo","Moji-Mirim","Mogy-Mirim","-46.96013","-22.425035","sheet","Ex. Herv. do coll. n° 38 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=798419' target='other'> <mi>dwc_moreinfo</mi></a>","NY00805106","NY00805106_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1017708","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Vernonia","grandiflora","Vernonia grandiflora","Less.","F. C. Hoehne","16099",NA,NA,NA,"South America","Brazil","São Paulo",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1221626' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017708","NY01017708_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-18 09:28:49-03","UNESP-IBB","BOTU","717","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","grandiflorus","Lessingianthus grandiflorus","(Less.) H.Rob.","Abreu, M.A.F.","10","1972","11","10",NA,"Brasil","São Paulo","Botucatu","Cerrado da estrada Botucatu a Itatinga",NA,NA,NA,"Flor roxa, papus, folhas finas, erva de 40 cm","BOTU000717","BOTU000717",NA,NA,NA,NA,"Amaral Jr., A.","2000","08","9999","9999",NA,NA,NA,NA,NA,NA
"31","2021-02-08 11:07:27-03","UNESP-IBB","BOTU","10534","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","grandiflorus","Lessingianthus grandiflorus","(Less.) H.Rob.","Gottsberger, I.S.","6R","1970","11","20",NA,"Brasil","São Paulo","Botucatu","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio.","-48.416667","-22.75",NA,"Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope.; Coleção: Cerrado Estação 13 de Maio","BOTU010534",NA,NA,NA,NA,NA,"Barroso, G.M.","1973",NA,"48°25'w","22°45's",NA,NA,NA,NA,NA,NA
"32","2021-02-18 09:28:49-03","UNESP-IBB","BOTU","6284","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","grandiflorus","Lessingianthus grandiflorus","(Less.) H.Rob.","Garcia, W.","20","1974","10","05",NA,"Brasil","São Paulo","Botucatu","Distrito de Rubião Júnior, morro da Igreja Santo Antonio, atrás do Grupo Escolar altura de 800m.",NA,NA,NA,"Solo arenoso, flores roxas","BOTU006284",NA,NA,NA,NA,NA,"Amaral Jr., A.","2000","08","9999","9999",NA,NA,NA,NA,NA,NA
"33","2021-02-18 09:28:49-03","UNESP-IBB","BOTU","908","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","grandiflorus","Lessingianthus grandiflorus","(Less.) H.Rob.","Manetti Filho, J.","A 12","1973","11","30",NA,"Brasil","São Paulo","Botucatu","A sudeste da F.C.M.B.B. ,a 2 km",NA,NA,NA,NA,"BOTU000908","BOTU000908",NA,NA,NA,NA,"Amaral Jr., A.","2000","08","9999","9999",NA,NA,NA,NA,NA,NA
"34","2021-02-18 09:28:49-03","UNESP-IBB","BOTU","892","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","grandiflorus","Lessingianthus grandiflorus","(Less.) H.Rob.","Delachiave, M.E.","32","1973","11","15",NA,"Brasil","São Paulo","Botucatu","Distrito de Rubião Júnior, a 3 km atrás da F.C.M.B.B, a Sudeste",NA,NA,NA,"Inflorescência com flores pequenas, cor roxa, Tamanho 50 cm.","BOTU000892","BOTU000892",NA,NA,NA,NA,"Amaral Jr., A.","2000","08","9999","9999",NA,NA,NA,NA,NA,NA
"35","2021-02-18 09:28:49-03","UNESP-IBB","BOTU","20021","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","grandiflorus","Lessingianthus grandiflorus","(Less.) H.Rob.","Bertoncini, A.P.","102","1994","03","17",NA,"Brasil","São Paulo","Agudos","Fazenda da Cia e Cervejaria Brahma",NA,NA,NA,"Erva, altura estimada em 0,5 m , flores de cor intermediária entre o rosa e o roxo, em capítulos","BOTU020021","BOTU020021",NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA
"36","2021-02-18 09:28:49-03","UNESP-IBB","BOTU","4039","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","grandiflorus","Lessingianthus grandiflorus","(Less.) H.Rob.","Rocha, S.P.",NA,"1974","11","14",NA,"Brasil","São Paulo","Botucatu","Chácara Santa Clara, 5 km à SW de Rubião Júnior",NA,NA,NA,"Campo cerrado","BOTU004039","BOTU004039",NA,NA,NA,NA,"Amaral Jr., A.","2000","08","9999","9999",NA,NA,NA,NA,NA,NA
"37","2021-02-08 11:07:27-03","UNESP-IBB","BOTU","23712","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","grandiflorus","Lessingianthus grandiflorus","(Less.) H.Rob. ","Campos, C.J.","126","2003","01","07",NA,"Brasil","São Paulo","Pratânia","Reserva Particular","-48.743278","-22.813944",NA,"Cerrado; erva, flores roxas, raizes espessadas","BOTU023712","BOTU023712",NA,NA,NA,NA,NA,NA,NA,"48°44'35,8w","22°48'50,2s",NA,NA,NA,NA,NA,NA
"38","2021-02-18 09:28:49-03","UNESP-IBB","BOTU","4038","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","grandiflorus","Lessingianthus grandiflorus","(Less.) H.Rob.","Carmo, M.","26","1974","11","01",NA,"Brasil","São Paulo","Botucatu","Defronte ao Grupo Escolar em Rubião Júnior",NA,NA,NA,"Flores roxas","BOTU004038","BOTU004038",NA,NA,NA,NA,"Gottsberger, I.S.","1974",NA,"9999","9999",NA,NA,NA,NA,NA,NA
"39","2021-02-08 11:07:27-03","UNESP-IBB","BOTU","13646","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","grandiflorus","Lessingianthus grandiflorus","(Less.) H.Rob.","Bicudo, L.R.H.","1701","1986","11","20",NA,"Brasil","São Paulo","Botucatu","À margem da Rodovia João Melão, que liga São Manuel a Avaré, no km 296","-48.738611","-22.9",NA,"Flor lilás","BOTU013646","BOTU013646",NA,NA,NA,NA,NA,NA,NA,"48°44'19w","22°54's",NA,NA,NA,NA,NA,NA
"40","2021-02-18 09:28:49-03","UNESP-IBB","BOTU","7342","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","grandiflorus","Lessingianthus grandiflorus","(Less.) H.Rob.","Ramos, P.R.R.","21","1979","12","05",NA,"Brasil","São Paulo","Botucatu","Distrito de Rubião Júnior, a mais ou menos 1 km á Sudoeste do Campus da Universidade",NA,NA,NA,"Planta herbácea, folha verde, flor lilás","BOTU007342","BOTU007342",NA,NA,NA,NA,"Amaral Jr., A.","2000","08","9999","9999",NA,NA,NA,NA,NA,NA
"41","2021-02-08 11:07:27-03","UNESP-IBB","BOTU","10535","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","grandiflorus","Lessingianthus grandiflorus","(Less.) H.Rob.","Gottsberger, I.S.","241074","1974","10","24",NA,"Brasil","São Paulo","Botucatu","!8km ao norte de Botucatu, 14km a leste de São manuel. Ao longo da estrada São Manuel-Piracicaba. Perto da Estação 13 de maio, da antiga linha de trem.","-48.416667","-22.75",NA,"Altitude ca. 550m. Uma área de cerrado, consistindo de dois morros e um vale no meio. A área é preservada pela Usina de Açúcar de São Manuel. Declive a Oeste; cerrado aberto com árvores de 2-5m de altua, queimado em jul; Coleção: Cer","BOTU010535",NA,NA,NA,NA,NA,"Barroso, G.M.","1974",NA,"48°25'w","22°45's",NA,NA,NA,NA,NA,NA
"42","2021-02-18 09:28:49-03","UNESP-IBB","BOTU","7468","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","grandiflorus","Lessingianthus grandiflorus","(Less.) H.Rob.","Sobreiro, N.A.","13","1974","11","03",NA,"Brasil","São Paulo","Botucatu","Oeste do distrito a 3 km",NA,NA,NA,"Erva, inflorescência, pelos longos e brancos","BOTU007468","BOTU007468",NA,NA,NA,NA,"Amaral Jr., A.","2000","08","9999","9999",NA,NA,NA,NA,NA,NA
"43","2021-02-18 09:28:49-03","UNESP-IBB","BOTU","759","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","grandiflorus","Lessingianthus grandiflorus","(Less.) H.Rob.","Périco, I.C.","5","1972","11","10",NA,"Brasil","São Paulo","Botucatu","Cerrado da estrada Botucatu a Itatinga",NA,NA,NA,"Erva de 40 cm, flor roxa com papus, folhas finas","BOTU000759","BOTU000759",NA,NA,NA,NA,"Amaral Jr., A.","2000","08","9999","9999",NA,NA,NA,NA,NA,NA
"44","2021-02-18 09:28:49-03","UNESP-IBB","BOTU","7341","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","grandiflorus","Lessingianthus grandiflorus","(Less.) H.Rob.","Kermentz","21","1979","11","23",NA,"Brasil","São Paulo","Botucatu","A mais ou menos 2 km do Distrito de Rubião Júnior pela estrada de utilização Rubião Júnior - Aeroporto Municipal",NA,NA,NA,"Erva ereta, pétalas de cor púrpura","BOTU007341","BOTU007341",NA,NA,NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA
