"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","sex","class","relatedCatalogItem","fieldNumber","individualCount"
"12","2021-03-15 16:37:00-03","NY","NYBG","00981634","PreservedSpecimen","Plantae","Fabaceae","Senna","spectabilis","Senna spectabilis",NA,"J. Carneiro","204","South America","Brazil","Fazenda Monte Verde","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1099350' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981634","Magnoliophyta","Fabales",NA,"(DC.) H.S.Irwin & Barneby","R. C. Barneby","1996","03","15","Paraná","Jundiaí do Sul","-50.2475","-23.4369","NY00981634_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-27 13:29:00-03","NY","NYBG","01839309","PreservedSpecimen","Plantae","Fabaceae","Senna","spectabilis","Senna spectabilis spectabilis",NA,"E. L. Little Jr.","7105","South America","Colombia","Cordillera Oriental. Palacio, N of Santa Ana.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2122797' target='other'> <mi>dwc_moreinfo</mi></a>","NY01839309","Magnoliophyta","Fabales","spectabilis","(DC.) H.S.Irwin & Barneby",NA,"1944","01","11","Huila",NA,NA,NA,"NY01839309_01","1524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-27 06:17:00-03","NY","NYBG","01839368","PreservedSpecimen","Plantae","Fabaceae","Senna","spectabilis","Senna spectabilis spectabilis",NA,"J. W. K. Moritz","1770","South America","Venezuela",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2125069' target='other'> <mi>dwc_moreinfo</mi></a>","NY01839368","Magnoliophyta","Fabales","spectabilis","(DC.) H.S.Irwin & Barneby","J. W. Grimes",NA,NA,NA,NA,NA,NA,NA,"NY01839368_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01839399","PreservedSpecimen","Plantae","Fabaceae","Senna","spectabilis","Senna spectabilis excelsa",NA,"P. B. Cavalcante","31143","South America","Brazil","Junto Biblioteca.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2127093' target='other'> <mi>dwc_moreinfo</mi></a>","NY01839399","Magnoliophyta","Fabales","excelsa","(Schrad.) H.S.Irwin & Barneby","R. C. Barneby; J. W. Grimes","1960","11","01",NA,NA,NA,NA,"NY01839399_01 NY01839399_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01839361","PreservedSpecimen","Plantae","Fabaceae","Senna","spectabilis","Senna spectabilis spectabilis",NA,"H. F. A. von Eggers","5704","South America","Trinidad and Tobago",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2124217' target='other'> <mi>dwc_moreinfo</mi></a>","NY01839361","Magnoliophyta","Fabales","spectabilis","(DC.) H.S.Irwin & Barneby",NA,NA,NA,NA,"Tobago",NA,NA,NA,"NY01839361_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01839394","PreservedSpecimen","Plantae","Fabaceae","Senna","spectabilis","Senna spectabilis spectabilis",NA,"B. Trujillo","5054","South America","Venezuela",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2126502' target='other'> <mi>dwc_moreinfo</mi></a>","NY01839394","Magnoliophyta","Fabales","spectabilis","(DC.) H.S.Irwin & Barneby","R. C. Barneby; H. S. Irwin","1960","10","05","Yaracuy","San Felipe",NA,NA,"NY01839394_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00469894","PreservedSpecimen","Plantae","Fabaceae","Senna","spectabilis","Senna spectabilis excelsa",NA,"A. Castellanos","s.n.","South America","Brazil","20 Km. do Brejo Santo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=658566' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469894","Magnoliophyta","Fabales","excelsa","(Schrad.) H.S.Irwin & Barneby","J. A. Kallunki","1964","07","19","Ceará","Brejo Santo","-38.9869","-7.4933","NY00469894_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01839362","PreservedSpecimen","Plantae","Fabaceae","Senna","spectabilis","Senna spectabilis spectabilis",NA,"S. Stein","6","South America","Trinidad and Tobago","Near Port of Spain, Trinidad","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2124221' target='other'> <mi>dwc_moreinfo</mi></a>","NY01839362","Magnoliophyta","Fabales","spectabilis","(DC.) H.S.Irwin & Barneby","R. C. Barneby; H. S. Irwin","1975","01","07",NA,NA,"-61.514077","10.664628","NY01839362_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-12-16 11:56:00-02","NY","NYBG","01839228","PreservedSpecimen","Plantae","Fabaceae","Senna","spectabilis","Senna spectabilis spectabilis",NA,"M. Saldías Paz","987","South America","Bolivia","Jardin Botánico de Santa Cruz. 12 km. E del centro de Santa Cruz, sobre la carretera a Cotoca.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1153623' target='other'> <mi>dwc_moreinfo</mi></a>","NY01839228","Magnoliophyta","Fabales","spectabilis","(DC.) H.S.Irwin & Barneby","R. C. Barneby","1990","02","27","Santa Cruz","Andrés Ibáñez",NA,NA,"NY01839228_01 NY01839228_02","375","375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01839299","PreservedSpecimen","Plantae","Fabaceae","Senna","spectabilis","Senna spectabilis spectabilis",NA,"O. L. Haught","6360","South America","Colombia","Chicoral","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2122785' target='other'> <mi>dwc_moreinfo</mi></a>","NY01839299","Magnoliophyta","Fabales","spectabilis","(DC.) H.S.Irwin & Barneby",NA,"1949","03","13","Tolima",NA,NA,NA,"NY01839299_01","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01839313","PreservedSpecimen","Plantae","Fabaceae","Senna","spectabilis","Senna spectabilis spectabilis",NA,"M. H. Nee","47992","South America","Bolivia","2 km (by road) NNE from Achiras Camping resort on steep gravel road to Banegas and Barrientos.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=24503' target='other'> <mi>dwc_moreinfo</mi></a>","NY01839313","Magnoliophyta","Fabales","spectabilis","(DC.) H.S.Irwin & Barneby","M. H. Nee","1998","01","16","Santa Cruz","Florida","-63.82","-18.13","NY01839313_01","1475","1475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00981677","PreservedSpecimen","Plantae","Fabaceae","Senna","spectabilis","Senna spectabilis excelsa",NA,"P. Clausen","869","South America","Brazil","Minas Geraes","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1099234' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981677","Magnoliophyta","Fabales","excelsa","(Schrad.) H.S.Irwin & Barneby",NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,"NY00981677_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-27 13:29:00-03","NY","NYBG","01839288","PreservedSpecimen","Plantae","Fabaceae","Senna","spectabilis","Senna spectabilis",NA,"B. B. Klitgaard","546","South America","Ecuador","Hacienda Banderones, which is 2 hours walk from km. 5 on road El Limo to Casaderos.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2122773' target='other'> <mi>dwc_moreinfo</mi></a>","NY01839288","Magnoliophyta","Fabales",NA,NA,"B. Marazzi","1997","05","08","Loja","Puyango","-80.18","-3.98","NY01839288_01","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01839223","PreservedSpecimen","Plantae","Fabaceae","Senna","spectabilis","Senna spectabilis spectabilis",NA,"A. Krapovickas","308206","South America","Argentina","3 km E de Senda Hachada, rio Seco","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2111707' target='other'> <mi>dwc_moreinfo</mi></a>","NY01839223","Magnoliophyta","Fabales","spectabilis","(DC.) H.S.Irwin & Barneby","R. C. Barneby; J. W. Grimes","1977","04","02","Salta","General José de San Martín",NA,NA,"NY01839223_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00981654","PreservedSpecimen","Plantae","Fabaceae","Senna","spectabilis","Senna spectabilis excelsa",NA,"P. Clausen","s.n.","South America","Brazil","Minas Geraes","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1099232' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981654","Magnoliophyta","Fabales","excelsa","(Schrad.) H.S.Irwin & Barneby",NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,"NY00981654_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-27 13:29:00-03","NY","NYBG","01839395","PreservedSpecimen","Plantae","Fabaceae","Senna","spectabilis","Senna spectabilis spectabilis",NA,"C. Vogl","573","South America","Venezuela","Umgebung von Maracay und Caracas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2126516' target='other'> <mi>dwc_moreinfo</mi></a>","NY01839395","Magnoliophyta","Fabales","spectabilis","(DC.) H.S.Irwin & Barneby",NA,"1930",NA,NA,NA,NA,NA,NA,"NY01839395_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00469937","PreservedSpecimen","Plantae","Fabaceae","Senna","spectabilis","Senna spectabilis excelsa",NA,"L. P. de Queiroz","1599","South America","Brazil","Arredores do Morro da Mangabeira","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=658524' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469937","Magnoliophyta","Fabales","excelsa","(Schrad.) H.S.Irwin & Barneby","R. C. Barneby","1987","06","20","Bahia","Ituaçu","-41.3119","-13.8394","NY00469937_01 NY00469937_02 NY00469937_03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00981603","PreservedSpecimen","Plantae","Fabaceae","Senna","spectabilis","Senna spectabilis excelsa",NA,"G. G. Hatschbach","50396","South America","Brazil","Pasmado. Vale do rio Jequitinonha","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1099204' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981603","Magnoliophyta","Fabales","excelsa","(Schrad.) H.S.Irwin & Barneby","R. C. Barneby","1986","06","14","Minas Gerais","Itaobim","-41.5031","-16.5619","NY00981603_01","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01839279","PreservedSpecimen","Plantae","Fabaceae","Senna","spectabilis","Senna spectabilis",NA,"M. H. Nee","53262","South America","Bolivia","4 km N of center of Villa Montes, along dirt road and gas pipeline.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2121198' target='other'> <mi>dwc_moreinfo</mi></a>","NY01839279","Magnoliophyta","Fabales",NA,"(DC.) H.S.Irwin & Barneby",NA,"2005","05","30","Tarija","Gran Chaco","-63.4444","-21.2336","NY01839279_01","440","440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-09-27 05:46:00-03","NY","NYBG","01839277","PreservedSpecimen","Plantae","Fabaceae","Senna","spectabilis","Senna spectabilis",NA,"J. Balcazar","969","South America","Bolivia","Localidad Volcanes, a 10 Km alnorte de Bermejo.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2121160' target='other'> <mi>dwc_moreinfo</mi></a>","NY01839277","Magnoliophyta","Fabales",NA,NA,"I. G. Vargas Caballero","1996","08","04","Santa Cruz","Florida","-63.575","-18.1","NY01839277_01","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01839328","PreservedSpecimen","Plantae","Fabaceae","Senna","spectabilis","Senna spectabilis spectabilis",NA,"J. Steinbach","s.n.","South America","Bolivia","Buenavista.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2123215' target='other'> <mi>dwc_moreinfo</mi></a>","NY01839328","Magnoliophyta","Fabales","spectabilis","(DC.) H.S.Irwin & Barneby",NA,"1925","03","04","Santa Cruz","Sara","-63.662729","-17.459703","NY01839328_01","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00981683","PreservedSpecimen","Plantae","Fabaceae","Senna","spectabilis","Senna spectabilis spectabilis",NA,"G. G. Hatschbach","49123","South America","Brazil","Bela Vista, rod. p/Ponta Porã","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1099344' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981683","Magnoliophyta","Fabales","spectabilis","(DC.) H.S.Irwin & Barneby","R. C. Barneby","1985","03","16","Mato Grosso do Sul",NA,NA,NA,"NY00981683_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01198353","PreservedSpecimen","Plantae","Fabaceae","Senna","spectabilis","Senna spectabilis",NA,"J. G. Jardim","3454","South America","Brazil","Ca. 10 km ao S da cidade, margem do Rio São Francisco","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1445336' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198353","Magnoliophyta","Fabales",NA,"(DC.) H.S.Irwin & Barneby","J. G. Rando","2001","04","13","Bahia","Serra do Ramalho","-43.4958","-13.5711","NY01198353_01","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-09-27 05:46:00-03","NY","NYBG","01839280","PreservedSpecimen","Plantae","Fabaceae","Senna","spectabilis","Senna spectabilis",NA,"I. G. Vargas Caballero","5369","South America","Bolivia","El Carmen, alrededoresa de la comunidad (8 km. al SSW de Buena Vista, por el camino a Huaytu).","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2121261' target='other'> <mi>dwc_moreinfo</mi></a>","NY01839280","Magnoliophyta","Fabales",NA,NA,"I. G. Vargas Caballero","1996","10","04","Santa Cruz","Ichilo",NA,NA,"NY01839280_01","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01839336","PreservedSpecimen","Plantae","Fabaceae","Senna","spectabilis","Senna spectabilis spectabilis",NA,"R. S. Williams","137","South America","Bolivia","Near Apolo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2123458' target='other'> <mi>dwc_moreinfo</mi></a>","NY01839336","Magnoliophyta","Fabales","spectabilis","(DC.) H.S.Irwin & Barneby","R. C. Barneby; H. S. Irwin","1902","04","09",NA,NA,"-68.449076","-14.7302","NY01839336_01","1828.8","1828.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00469901","PreservedSpecimen","Plantae","Fabaceae","Senna","spectabilis","Senna spectabilis excelsa",NA,"L. S. Figueiredo","97","South America","Brazil","Estrada Buíque - Catimbau","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=658541' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469901","Magnoliophyta","Fabales","excelsa","(Schrad.) H.S.Irwin & Barneby","R. C. Barneby","1996","06","17","Pernambuco","Buíque","-37.17","-8.62","NY00469901_01","790","790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-09-27 19:41:00-03","NY","NYBG","01839372","PreservedSpecimen","Plantae","Fabaceae","Senna","spectabilis","Senna spectabilis spectabilis",NA,"G. S. Bunting","6042","South America","Venezuela","Carretera Las Tejerias -La Tiara, entre Las Tejerias - Los Teques y La Tiara, en km. 3.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2125068' target='other'> <mi>dwc_moreinfo</mi></a>","NY01839372","Magnoliophyta","Fabales","spectabilis","(DC.) H.S.Irwin & Barneby",NA,"1978","01","04","Aragua",NA,NA,NA,"NY01839372_01","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01839332","PreservedSpecimen","Plantae","Fabaceae","Senna","spectabilis","Senna spectabilis spectabilis",NA,"M. Bang","2822","South America","Bolivia","Plantae Bolivianae","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2123454' target='other'> <mi>dwc_moreinfo</mi></a>","NY01839332","Magnoliophyta","Fabales","spectabilis","(DC.) H.S.Irwin & Barneby","R. C. Barneby; H. S. Irwin",NA,NA,NA,NA,NA,NA,NA,"NY01839332_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00469932","PreservedSpecimen","Plantae","Fabaceae","Senna","spectabilis","Senna spectabilis excelsa",NA,"R. M. Harley","16151","South America","Brazil","6 km from Filadelfia on the BA 385 to Itiuba","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=658553' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469932","Magnoliophyta","Fabales","excelsa","(Schrad.) H.S.Irwin & Barneby","H. S. Irwin; R. C. Barneby","1974","02","18","Bahia",NA,"-40.07","-10.75","NY00469932_01","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-09-27 19:41:00-03","NY","NYBG","01839346","PreservedSpecimen","Plantae","Fabaceae","Senna","spectabilis","Senna spectabilis spectabilis",NA,"J. E. Ramos Pérez","765","South America","Colombia","Corregimiento de Mulaló, ca. 1.5 km de la carretera Panorama; cerca a la Calera","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2124067' target='other'> <mi>dwc_moreinfo</mi></a>","NY01839346","Magnoliophyta","Fabales","spectabilis","(DC.) H.S.Irwin & Barneby",NA,"1987","10","12","Valle del Cauca","Yumbo",NA,NA,"NY01839346_01","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
