"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","infraspecificEpithet"
"151","2019-11-27 13:50:50-03","UFS","ASE","39486","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Sobral, M","2010","09","29","Verdi, M; Caglioni, E; Martins, EM","5334","2010","08","14","Brasil","Santa Catarina","Taió","Fazenda Tarumã I","-50.0746","-26.5958","-50.0746","-26.5958",NA,NA,"Arbórea.; Floresta Ombrófila Densa. Estágio avançado.","ASE0041007",NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-03-01 16:36:19-03","UNICAMP","UEC","121467","S","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","A.DC.","Mazine, FF; Souza, VC",NA,NA,NA,"Farah, FT; Aguiar, S; Breier, TB; Rodrigues, RR; Souza, VC; Tamashiro, JY; et al.","2209","2001","04","13","Brazil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu.","-46.775278","-23.989083","-46.775278","-23.989083","750","750","Ca. 3m alt.; frutos verdes.; Floresta Ribeirinha ao longo do rio Mambu",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2021-03-01 16:36:19-03","UNICAMP","UEC","182650","S","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","A.DC.","Stival-Santos, A","2010","03","30","Stival-Santos, A; Legal, E; Silveira, S","1932","2010","03","10","Brazil","Santa Catarina","Florianópolis","Parque Municipal Lagoa do peri. Florística IFFSC as04 (Arbórea).","-48.511667","-27.729722","-48.511667","-27.729722","9","9","Arbórea, altura de 6m, fruto imaturo verde.; Restinga.","UEC020192","UEC020192","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2021-03-01 16:36:19-03","UNICAMP","UEC","36658","S","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","A.DC.","Cesar, O","1994","10","08","Furlan, A; Cesar, O","199","1984","10","08","Brazil","São Paulo","Anhembi","Fazenda Barreiro Rico","-48.0205","-22.731417","-48.0205","-22.731417",NA,NA,"Arbusto até 4m. Frutos verdes, frutos maduros cor de vinho.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2021-03-01 16:36:19-03","UNICAMP","UEC","53157","S","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","A.DC.","Sobral, M","1991",NA,NA,"Silva, AF","1308","1985","10","23","Brazil","São Paulo","São José dos Campos","Reserva Florestal da Boa Vista","-45.9375","-23.075","-45.9375","-23.075",NA,NA,"Árvore de até 15m, cálice verde, pétalas branco-esverdeadas, anteras brancas.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2021-03-01 16:36:19-03","UNICAMP","UEC","89645","S","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","A.DC.",NA,NA,NA,NA,"Souza, VC; Souza, JP","11396","1996","06","08","Brazil","São Paulo","Rubiácea","Estrada para Bento de Abreu, Ca. 2km da cidade em direção à Rodovia Marechal Rondon","-50.728889","-21.273611","-50.728889","-21.273611","410","410","Arbusto, ca. 1m alt.; frutos imaturos verdes.; Mata Mesófila semidecídua bastante perturbada,",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2021-03-01 16:36:19-03","UNICAMP","UEC","134581","S","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","A.DC.","Sobral, M","2003","09",NA,"Mazine, FF; Lucas, E; Silva, JM; Capelo, FA","961","2003","11","01","Brazil","Paraná","Cerro Azul","Estrada para Cerro Azul, fazenda.","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"Árvore, frutos verdes. Amostras coletadas para análise macromolecular.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA
"158","2021-03-01 16:36:19-03","UNICAMP","UEC","41833","S","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","A.DC.","Sobral, M",NA,NA,NA,"Hatschbach, G","18258","1968","01","06","Brazil","Paraná","São José dos Pinhais","Contenda","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"Arvoreta 5m, flor alva. Do capão.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA
"159","2021-03-01 16:36:19-03","UNICAMP","UEC","75958","S","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","A.DC.","Sobral, M",NA,NA,NA,"Hatschbach, G; Cordeiro, J","51723","1988","01","05","Brazil","Paraná","Tijucas Do Sul","Saltinhos","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"Árvore, 5m, flores alvas. Mata de galeria do Rio da Várzea.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA
"160","2021-03-01 16:36:19-03","UNICAMP","UEC","71385","S","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","A.DC.","Aguiar, OT",NA,NA,NA,"Durigan, G","30618","1993","04","14","Brazil","São Paulo","Assis","Estação Ecológica de Assis","-50.4099998474121","-22.6599998474121",NA,NA,NA,NA,"Árvore 6m e alt.; Mata Ciliar",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"23972","auto",NA,NA,NA,NA,NA,NA
"161","2021-03-01 16:36:19-03","UNICAMP","UEC","71431","S","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","A.DC.","Aguiar, OT",NA,NA,NA,"Durigan, G","30666","1992","03","23","Brazil","São Paulo","Assis","Estação Ecológica de Assis, mata ciliar","-50.4099998474121","-22.6599998474121",NA,NA,NA,NA,"Árvore 5m de alt.; casca.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"23972","auto",NA,NA,NA,NA,NA,NA
"162","2021-03-01 16:36:19-03","UNICAMP","UEC","108943","S","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","A.DC.","Cielo-Filho, R",NA,NA,NA,"Cielo-Filho, R","1","1998","03","20","Brazil","São Paulo","Campinas","Bosque dos Alemães, Floresta Estacional Semidecidual.","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Árvore de aprox. 6m de altura com flores de coloração creme. Indivíduo 401.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"163","2021-03-01 16:36:19-03","UNICAMP","UEC","11813","S","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","A.DC.","Sobral, M","2008","09",NA,"Matthes, LAF","7952",NA,NA,NA,"Brazil","São Paulo","Campinas","Bosque dos Jequitibás","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Coleção Bosque dos Jequitibás",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"164","2021-03-01 16:36:19-03","UNICAMP","UEC","87506","S","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","A.DC.","Sobral, M","2003",NA,NA,"Koch, I; Martiri, A; et al.","32247","1994","11","26","Brazil","São Paulo","Campinas","Fazenda Estiva","-47.060001373291","-22.8999996185303",NA,NA,NA,NA,"Árvore, frutos verdes.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA
"165","2021-03-01 16:36:19-03","UNICAMP","UEC","50191","S","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","A.DC.","Bernacci, LC",NA,NA,NA,"Bernacci, LC","20835","1988","10",NA,"Brazil","São Paulo","Itirapina","Estação Ecológica","-47.8199996948242","-22.25",NA,NA,NA,NA,"Arbusto ca. 0,7m alt.; frutos imaturos verde - amarelados, maduros vermelhos e negros; folhas jovens.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA,NA,NA
"166","2021-03-01 16:36:19-03","UNICAMP","UEC","154632","S","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","A.DC.","Sobral, M","1990",NA,NA,"Taroda, N; Yamamoto, K","18312","1986","01","29","Brazil","São Paulo","Morungaba","Observatório Capricórnio","-46.7900009155273","-22.8799991607666",NA,NA,NA,NA,"Arvoreta de 10m. Flores brancas.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"11897","auto",NA,NA,NA,NA,NA,NA
"167","2021-03-01 16:36:19-03","UNICAMP","UEC","85662","S","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","A.DC.","Aguiar, OT","1994","07","04","Pastore, JFB","505","1994","06","21","Brazil","São Paulo","Teodoro Sampaio","Parque Estadual do Morro do Diabo, EStrada do Estreito.","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,"Arvoreta 2m alt.; botões florais e efrutos imaturos.; Mata Seca, presença de madacarús",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"54606","auto",NA,NA,NA,NA,NA,NA
"168","2020-04-22 16:22:19-03","UFPB","JPB","62641","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Barroso, GM","1990",NA,NA,"Esteves, GL","2192","1989","03","31","Brasil","Alagoas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-12-04 13:19:28-03","UDESC","LUSC","10011","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Cassio Daltrini","2018","11","13","Ademir Reis; Cassio Daltrini; Renata Menin; Giovana Reali","2513","2018","11","13","Brasil","Santa Catarina","Papanduva","Parcela 48.","-50.207222","-26.331944","50º12'26''W","26º19'55''S",NA,NA,NA,"LUSC009435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-12-04 13:19:28-03","UDESC","LUSC","6021","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","F.F.Mazine & M.Sobral",NA,NA,NA,"F.F.Mazine; F.A.Capelo, E.Lucas & J.M.Silva","1013","2003","11","10","Brasil","Paraná","Curitiba","Bosque do Bairro Uberaba.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"LUSC007105","LUSC007105",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"171","2020-12-04 13:19:28-03","UDESC","LUSC","6386","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Gomes, J.P.",NA,NA,NA,"Gomes, J.P.",NA,"2012","12","26","Brasil","Santa Catarina","Correia Pinto",NA,"-50.3610992431641","-27.5846996307373",NA,NA,NA,NA,NA,"LUSC007074","LUSC007074",NA,NA,NA,NA,NA,"21488","auto",NA,NA,NA,NA,NA,NA
"172","2020-12-04 13:19:28-03","UDESC","LUSC","6389","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Gomes, J.P.",NA,NA,NA,"Gomes, J.P.",NA,"2013","03","31","Brasil","Santa Catarina","Correia Pinto",NA,"-50.3610992431641","-27.5846996307373",NA,NA,NA,NA,NA,"LUSC007708","LUSC007708",NA,NA,NA,NA,NA,"21488","auto",NA,NA,NA,NA,NA,NA
"173","2020-12-04 13:19:28-03","UDESC","LUSC","6387","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Gomes, J.P.",NA,NA,NA,"Gomes, J.P.",NA,"2012","12","26","Brasil","Santa Catarina","Correia Pinto",NA,"-50.3610992431641","-27.5846996307373",NA,NA,NA,NA,NA,"LUSC008922","LUSC008922",NA,NA,NA,NA,NA,"21488","auto",NA,NA,NA,NA,NA,NA
"174","2020-12-04 13:19:28-03","UDESC","LUSC","6385","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Gomes, J.P.",NA,NA,NA,"Gomes, J.P.",NA,"2012","12","26","Brasil","Santa Catarina","Correia Pinto",NA,"-50.3610992431641","-27.5846996307373",NA,NA,NA,NA,NA,"LUSC007082","LUSC007082",NA,NA,NA,NA,NA,"21488","auto",NA,NA,NA,NA,NA,NA
"175","2021-03-26 10:43:28-03","UDESC","LUSC","2330","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Sobral, M.",NA,NA,NA,"Aguiar, M.D.",NA,"2009","02","01","Brasil","Santa Catarina","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"LUSC008671","LUSC008671",NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA
"176","2020-12-04 13:19:28-03","UDESC","LUSC","2324","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Silva, A.C. & Higuchi, P.",NA,NA,NA,"Aguiar, M.D.",NA,"2009","02","01","Brasil","Santa Catarina","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"LUSC007083","LUSC007083",NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA
"177","2020-12-04 13:19:28-03","UDESC","LUSC","9085","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Silva, A.C.",NA,NA,NA,"Equipe LabDendro-CAV",NA,NA,NA,NA,"Brasil","Santa Catarina","Lages","EPAGRI.","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"LUSC005771","LUSC005771",NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA
"178","2020-12-04 13:19:28-03","UDESC","LUSC","6388","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Gomes, J.P.",NA,NA,NA,"Gomes, J.P.",NA,"2013","11","07","Brasil","Santa Catarina","Lages","Garganta do diabo.","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"LUSC007080","LUSC007080",NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA
"179","2020-12-04 13:19:28-03","UDESC","LUSC","6390","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Gomes, J.P.",NA,NA,NA,"Gomes, J.P.",NA,"2013","11","22","Brasil","Santa Catarina","Lages","Garganta do diabo.","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"LUSC008657","LUSC008657",NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA
"180","2020-12-04 13:19:28-03","UDESC","LUSC","7701","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Silva, A.C.",NA,NA,NA,"Larsen, J.G.",NA,"2015","02","21","Brasil","Santa Catarina","Lages","Pedras Brancas.","-50.326099395752","-27.8160991668701",NA,NA,NA,NA,NA,"LUSC006919","LUSC006919",NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA
"181","2020-12-04 13:19:28-03","UDESC","LUSC","8151","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Stedille, L.I.B.",NA,NA,NA,"Stedille, L.I.B.","49","2015","01","30","Brasil","Santa Catarina","Otacílio Costa","Fazenda Campo de Dentro.","-50.121898651123","-27.4831008911133",NA,NA,NA,NA,NA,"LUSC007070","LUSC007070",NA,NA,NA,NA,NA,"48988","auto",NA,NA,NA,NA,NA,NA
"182","2021-03-26 10:43:28-03","UDESC","LUSC","7113","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","SOBRAL, M.",NA,NA,NA,"J.Chaddad Jr","118","2002","12","20","Brasil","São Paulo","Piracicaba","Bairro de Godinhos, Quadra de mata dentro do canavial.","-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"LUSC008626","LUSC008626",NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA
"183","2021-01-28 13:24:38-03","PUCRS","MPUC","8775","S","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","M. Sobral",NA,NA,NA,NA,NA,"1998","06","06","Brasil","RS","São Francisco de Paula",".","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,NA,NA,"Myrtales","South America",NA,NA,"76715","auto","Magnoliopsida",NA,NA,"1",NA,NA
"184","2019-01-17 11:26:40-02","PUCRS","MPUC","14588","S","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","C.A. Mondin",NA,NA,NA,NA,NA,"2007","10","22","Brasil","RS","São Francisco de Paula","CPCN Pró-Mata","-50.1744444","-29.4808333","-50.1744444000","-29.4808333000",NA,NA,NA,NA,NA,NA,"Myrtales","South America",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"1",NA,NA
"185","2020-10-14 10:03:23-03","FURB","FURB","19135","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Korte, A","2010","01","25","Korte, A.; Kniess, A.","1191","2009","12","01","Brasil","Santa Catarina","Alfredo Wagner","Rio das Demoras.","-49.3211111","-27.6313889","-49.3211111","-27.6313889","942","942","Florística IFFSC 311 (Arvoreta) Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração; interior do fragmento Habito: arvoreta; Fruto vermelho;","FURB32320","FURB32320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2020-10-14 10:03:23-03","FURB","FURB","22160","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Stival-Santos, A","2010","03","30","Stival-Santos, A.; Legal, E. & Silveira, S.","1932","2010","03","10","Brasil","Santa Catarina","Florianópolis","Parque Municipal Lagoa do Peri.","-48.5116667","-27.7297223","-48.5116667","-27.7297223","9","9","Florística IFFSC as04 (Arbórea) Habitat: Restinga; Habito: arbórea; Fruto verde;","FURB32321","FURB32321",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2020-10-14 10:03:23-03","FURB","FURB","32614","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Sobral, M","2010","09","29","Verdi, M.; Caglioni, E. & Martins, E.M.","5334","2010","08","14","Brasil","Santa Catarina","Taió","Fazenda Tarumã I.","-50.1294445","-26.9994444","-50.1294445","-26.9994444","808","808",NA,"FURB32317","FURB32317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2020-10-14 10:03:23-03","FURB","FURB","34873","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Oliveira, AA de","2011","07","01","Korte, A.","6876","2011","05","18","Brasil","Santa Catarina","Major Vieira","Paiol Velho.","-50.4","-26.46","-50.4000000","-26.4600000","800","800","Florística IFFSC 940 (Arbórea) Habitat: Floresta Ombrófila Mista; Estágio Inicial Habito: arbórea;","FURB32307","FURB32307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2020-10-14 10:03:23-03","FURB","FURB","45566","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Oliveira, AA de","2015","01","24","Oliveira, A.A. de","1006","2015","01","24","Brasil","Santa Catarina","Capão Alto","km 14.","-50.3997222","-27.9002778","-50.3997222","-27.9002778","870","870","Regeneração IFFSC 208 /S/28","FURB32308","FURB32308",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2020-10-14 10:03:23-03","FURB","FURB","61105","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Schwirkowski, P.","2018","08","18","Schwirkowski, P.","2998","2018","08","18","Brasil","Santa Catarina","Campo Alegre","Turvo. Margens do Rio Vermelho. APA do Alto Rio Turvo","-49.2308334","-26.2338889","-49.2308334","-26.2338889","950","950","Fragmento de FOM Altomontana. Heliófita. Frutos imaturos, cor verde Habitat: Mata ciliar, borda Habito: Árvore","FURB61105","FURB61105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-10-14 10:03:23-03","FURB","FURB","61111","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Schwirkowski, P.","2018","08","18","Schwirkowski, P.","3010","2018","08","18","Brasil","Santa Catarina","Campo Alegre","Turvo. Margens do Rio Vermelho. APA do Alto Rio Turvo","-49.2308334","-26.2338889","-49.2308334","-26.2338889","950","950","Fragmento de FOM Altomontana. Heliófita. Frutos vermelhos quando maduros Habitat: Mata ciliar Habito: Árvore","FURB61111","FURB61111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2020-10-14 10:03:23-03","FURB","FURB","61113","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Vieira, F.C.S.","2018","08","18","Schwirkowski, P.","3012","2018","08","18","Brasil","Santa Catarina","Campo Alegre","Turvo. Margens do Rio Vermelho. APA do Alto Rio Turvo","-49.2308334","-26.2338889","-49.2308334","-26.2338889","950","950","Fragmento de FOM Altomontana. Heliófita. Frutos vermelhos quando maduros Habitat: Mata ciliar Habito: Árvore","FURB61113","FURB61113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2020-10-14 10:03:23-03","FURB","FURB","66014","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Schwirkowski, P.","2019","12","28","Schwirkowski, P.","3827","2019","12","28","Brasil","Santa Catarina","São Bento do Sul","Bairro Rio Vermelho. Propriedade de Carlos Rodolfo Hantschel.","-49.2733334","-26.2733334","-49.2733334","-26.2733334","1050","1050","FOM Habitat: Heliófita, flores em botão Habito: Árvore","FURB66014","FURB66014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-10-14 10:03:23-03","FURB","FURB","7124","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Sobral, M","2009","07","17","Sevegnani, L.",NA,"2007","11","11","Brasil","Santa Catarina","Balneário Barra do Sul","Canal do Linguado.","-48.6644444","-26.3652778","-48.6644444","-26.3652778",NA,NA,NA,"FURB32312","FURB32312",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2020-10-14 10:03:23-03","FURB","FURB","7658","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Sobral, M","2008","04","01","Verdi, M.; Dreveck, S. & Godoy, M.B.","64","2007","11","28","Brasil","Santa Catarina","Mafra",NA,"-49.77","-26.19","-49.7700000","-26.1900000","846","846","Florística IFFSC 1042 Habitat: Floresta Ombrófila Mista; Habito: Fruto roxo preso ao caule;","FURB32313","FURB32313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2020-10-14 10:03:23-03","FURB","FURB","9052","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Sobral, M","2008","04","01","Godoy, M.B.; Verdi, M. & Dreveck, S.","42","2007","11","26","Brasil","Santa Catarina","Itaiópolis","Distrito de Itaió.","-49.8583333","-26.4594444","-49.8583333","-26.4594444","932","932","IFFSC 946/N/23. Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração Habito: Fruto roxo;","FURB32316","FURB32316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2020-10-14 10:03:23-03","FURB","FURB","9069","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Sobral, M","2008","04","01","Verdi, M.; Dreveck, S. & Godoy, M.B.","46","2007","11","26","Brasil","Santa Catarina","Itaiópolis","Distrito de Itaió.","-49.8583333","-26.4594444","-49.8583333","-26.4594444","932","932","Florística IFFSC 946. Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração Habito: Fruto preto;","FURB32318","FURB32318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2020-10-14 10:03:23-03","FURB","FURB","61211","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Sobral, M","2015",NA,NA,"Engels, M.E","1628","2013","09","22","Brasil","Paraná","Carambeí","Catanduva de Fora.","-50.0971984863281","-24.9178009033203",NA,NA,NA,NA,"Arbórea, ca. 4 m. Caule castanho. Folhas e frutos verdes. Floresta Ombrófila Mista.","FURB61211","FURB61211",NA,NA,NA,NA,NA,"26641","auto",NA,NA,NA,NA,NA,NA
"199","2020-10-14 10:03:23-03","FURB","FURB","41211","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Grizzon, M","2012","09","17","Cappelari, L.; et al.",NA,"1993","04","07","Brasil","Rio Grande do Sul","Caxias do Sul","Jardim Botânico.","-51.1794013977051","-29.1681003570557",NA,NA,"780","780",NA,"FURB32319","FURB32319",NA,NA,NA,NA,NA,"49662","auto",NA,NA,NA,NA,NA,NA
"200","2020-10-14 10:03:23-03","FURB","FURB","920","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Sobral, M","2000","02","01","Sobral, M.",NA,"2000","02","01","Brasil","Rio Grande do Sul","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Casca rugosa. Habitat: mata com araucária Habito: arbustiva; flor branca","FURB32311","FURB32311",NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA
"201","2019-11-08 08:53:48-03","FURB","FURB","2018","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Sobral, M","1996",NA,NA,"Ribas, O.S.",NA,"1996","02","11","Brasil","Santa Catarina","Campos Novos","Rodovia BR-470, 6km L de Campos Novos.","-51.2249984741211","-27.4016990661621",NA,NA,NA,NA,NA,"FURB32306","FURB32306",NA,NA,NA,NA,NA,"43319","auto",NA,NA,NA,NA,NA,NA
"202","2020-10-14 10:03:23-03","FURB","FURB","7109","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","pluriflora","Eugenia pluriflora","DC.","Vargas, FS","2007","11","02","Vargas, F.S.",NA,"2007","11","02","Brasil","Santa Catarina","Santa Cecília",NA,"-50.4268989562988","-26.9608001708984",NA,NA,NA,NA,NA,"FURB32314","FURB32314",NA,NA,NA,NA,NA,"37034","auto",NA,NA,NA,NA,NA,NA
