"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","yearIdentified","class","relatedCatalogItem","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"51","2019-08-27 13:32:00-03","IAP","PACA-AGP","10904","PreservedSpecimen","Plantae","Magnoliophyta","Proteales","Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Emrich-Rambo","Rambo, B.",NA,"1943","01",NA,NA,"Brasil","RS","São Sebastião do Caí","Nova Petrópolis","-51.3755989074707","-29.5867004394531",NA,"Habitat: In araucarieto Fenofase: flor","PACA010904",NA,NA,NA,NA,"12036","auto","1954","Magnoliatae",NA,"09","11",NA,NA,NA,NA
"52","2019-08-27 13:32:00-03","IAP","PACA-AGP","61705","PreservedSpecimen","Plantae","Magnoliophyta","Proteales","Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Emrich-Rambo","Camargo, O. R.","2868","1957","12","10",NA,"Brasil","RS","Taquarí",NA,"-51.8643989562988","-29.7996997833252",NA,"Habitat: In silva Fenofase: flor semievoluto","PACA061705",NA,NA,NA,NA,"21657","auto","1958","Magnoliatae",NA,"09","29",NA,NA,NA,NA
"53","2019-08-27 13:32:00-03","IAP","PACA-AGP","61625","PreservedSpecimen","Plantae","Magnoliophyta","Proteales","Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Emrich-Rambo","Camargo, O. R.","2757","1958","09","30",NA,"Brasil","RS","Taquarí",NA,"-51.8643989562988","-29.7996997833252",NA,"Habitat: In silva","PACA061625",NA,NA,NA,NA,"21657","auto","1958","Magnoliatae",NA,"09","30",NA,NA,NA,NA
"54","2019-08-27 13:32:00-03","IAP","PACA-AGP","51606","PreservedSpecimen","Plantae","Magnoliophyta","Proteales","Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Emrich-Rambo","Rambo, B.",NA,"1951","12","27",NA,"Brasil","RS","Vacaria","Passo do Socorro","-50.9338989257812","-28.5121994018555",NA,"Habitat: In araucarieto Fenofase: estéril","PACA051606",NA,NA,NA,NA,"63451","auto","1954","Magnoliatae",NA,"09","11",NA,NA,NA,NA
"55","2019-08-27 13:32:00-03","IAP","PACA-AGP","31857","PreservedSpecimen","Plantae","Magnoliophyta","Proteales","Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Emrich-Rambo","Reitz, R.","1208","1945","09","06",NA,"Brasil","SC","Araranguá","Sombrio","-49.4858016967773","-28.934700012207",NA,"Habitat: In silva Fenofase: flor","PACA031857",NA,NA,NA,NA,"19353","auto","1954","Magnoliatae",NA,"09","11",NA,NA,NA,NA
"56","2019-08-27 13:32:00-03","IAP","PACA-AGP","3121","PreservedSpecimen","Plantae","Magnoliophyta","Proteales","Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Emrich-Rambo","Sehnem, A.",NA,"1938","09","10",NA,"Brasil","SC","Florianópolis",NA,"-48.5491981506348","-27.596700668335",NA,"Habitat: In silva Fenofase: flor","PACA003121",NA,NA,NA,NA,"27000","auto","1954","Magnoliatae",NA,"09","11",NA,NA,NA,NA
"57","2019-08-27 13:32:00-03","IAP","PACA-AGP","61107","PreservedSpecimen","Plantae","Magnoliophyta","Proteales","Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Emrich-Rambo","J. Mattos",NA,"1956","12","25",NA,"Brasil","SC","Lages",NA,"-50.326099395752","-27.8160991668701",NA,"Habitat: In araucarieto Fenofase: estéril","PACA061107",NA,NA,NA,NA,"70701","auto","1957","Magnoliatae",NA,"08","19",NA,NA,NA,NA
"58","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0064934","PreservedSpecimen","Plantae","Magnoliophyta","Proteales","Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","G. Hatschbach","J. M. Silva; G. Hatschbach","747","1989","12","12",NA,"Brazil","Parana",NA,"Estrada da Graciosa, proximo a Grota Funda (Mun. Morretes).","-48.826652","-25.417767",NA,"Arvore 15 m, flores alvescentes.",NA,NA,"400","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-04-07 11:48:00-03","UFMS","CGMS","49327","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","G. Prace","J.M. Silva; O.S. Ribas; J. Cordeiro; E. Barbosa","2736","1998","12","29",NA,"Brasil","Santa Catarina","Campo Alegre","Serra do Quiriri.","-49.2655982971191","-26.1924991607666",NA,"Flor creme. Habitat: Matinha nebular. Habito: Arbusto. 2,00m de altura.","CGMS1079264",NA,NA,NA,NA,"37493","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-27 13:52:11-03","UFS","ASE","15353","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Barbosa, E; Cordeiro, J","Barbosa, E; Cordeiro, J; Lozano, E; Martin, VC","2625","2009","12","05","Southern America","Brasil","Paraná","Campina Grande do Sul","Morro Tucum","-49.0319","-25.182",NA,"Arbusto, 1,20 m. Flor creme. Alto do morro.; Arbusto, 1,20 m. Flor creme. Alto do morro.","ASE0009345","ASE0009345",NA,NA,NA,NA,NA,"2010",NA,NA,NA,NA,"-49.0319","-25.182",NA,NA
"61","2021-03-01 16:38:38-03","UNICAMP","UEC","168264","S","Plantae","Magnoliopsida",NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer",NA,"Batista, TA; Naves, AR; Coelho, P","377","2011","06","18",NA,"Brazil","Minas Gerais","Itamonte","Hotel Casa Alpina Estrada subindo para as antenas.","-44.8699989318848","-22.283899307251",NA,"Arvoreta com 1, 5 m de altura. Botões florais verdes.; Beira da estrada subindo para as antenas.","UEC091232","UEC091232",NA,NA,NA,"26914","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-01 16:38:38-03","UNICAMP","UEC","13248","S","Plantae","Magnoliopsida",NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Sleumer, HO","Hatschbach, G","21299","1969","04","01",NA,"Brazil","Paraná","Morretes","Estr. Cavalcantes, Vista Cavalcante.","-48.834400177002","-25.476900100708",NA,"Árvore 12m, tronco 35cm diametro; madeira de lei.; Mata pluvial encosta de morro.","UEC171430","UEC171430","300","500",NA,"30514","auto","1969",NA,NA,"08",NA,NA,NA,NA,NA
"63","2021-03-16 17:54:43-03","UCS","HUCS","7769","PreservedSpecimen","Plantae","Angiospermae","Proteales","Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Hatschbach, G.","Silva, J.M.","747","1989","12","12",NA,"Brasil","Paraná","Morretes","Estrada da Graciosa, próximo a Grota Funda","-48.834400177002","-25.476900100708",NA,"árvore 15 m, flores alvescentes - Herbário MBM; mata pluvial , vertente atlântica",NA,NA,"600","600",NA,"30514","auto","1990",NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-16 17:54:43-03","UCS","HUCS","19175","PreservedSpecimen","Plantae","Angiospermae","Proteales","Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Rambo, E.","Rambo, B.","s.n.","1955","11","03",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Fazenda Englert","-50.5835990905762","-29.4480991363525",NA,"PACA - 56352; in araucarieto",NA,NA,NA,NA,NA,"76715","auto","1955",NA,NA,"04","09",NA,NA,NA,NA
"65","2021-03-16 17:54:43-03","UCS","HUCS","27081","PreservedSpecimen","Plantae","Angiospermae","Proteales","Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Prance","Silva, J.M.","2736","1998","12","29",NA,"Brasil","Santa Catarina","Campo Alegre","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,"arbusto 2m, flor creme - Herbário MBM; matinha nebular",NA,NA,NA,NA,NA,"37493","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-06-29 09:31:50-03","UFRRJ","RBR","34323","S","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer",NA,"R.S. Nunes","30","2008","02","29",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Cota 500 m, parcela 27, planta 03; Vertente Baía de Sepetiba, 2ª parcela subindo o Topo da Trilha da Senzala","-44.040599822998","-22.9596996307373",NA,NA,"RBR00034323",NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2020-06-29 09:31:50-03","UFRRJ","RBR","9874","S","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer",NA,"F.C. Nettesheim","26","2003","08","10",NA,"Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Ilha da marambaia, linha da fitossociologia.","-44.040599822998","-22.9596996307373",NA,NA,"RBR00009874",NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:42:07-03","MBM","MBM","419161","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Antoniuk-Bonato, R.G.","Antoniuk-Bonato, R.G.; Santos, A.S. dos; Santos, A.S. dos","130","2019","04","20","Southern America","Brazil","Paraná","Antonina","Pico Caratuva, Trilha para o Pico Caratuva","-48.828056","-25.240556",NA,"Árvore, 3m de altura. Botões florais verdes e calice creme.; Floresta Ombrófila Densa Altomontana - campos de altitude.","MBM419161",NA,"1854","1854",NA,NA,NA,"2019",NA,NA,"05","03","-48.828056","-25.240556",NA,NA
"69","2020-12-21 16:42:07-03","MBM","MBM","31789","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Hatschbach, G.","Hatschbach, G.","32187","1973","06","29","Southern America","Brazil","Paraná","Morretes","Morro Sete","-48.834400177002","-25.476900100708",NA,NA,"MBM031789","MBM031789",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:42:07-03","MBM","MBM","29156","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Sleumer, H.","Hatschbach, G.","6652","1960","01","17","Southern America","Brazil","Paraná","Campina Grande do Sul","Campininha","-49.0553016662598","-25.3055992126465",NA,NA,"MBM029156","MBM029156",NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:42:07-03","MBM","MBM","245699","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Sleumer, H.","Hatschbach, G.","6652",NA,NA,NA,"Southern America","Brazil","Paraná","Campina Grande do Sul","Campininha","-49.0553016662598","-25.3055992126465",NA,NA,"MBM245699",NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:42:07-03","MBM","MBM","10293","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Sleumer, H.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","19850","1968","09","25","Southern America","Brazil","Paraná","Laranjeiras do Sul","Rio Iguaçu, próximo a barra do Perdido","-52.4160995483398","-25.4078006744385",NA,NA,"MBM010293","MBM010293",NA,NA,NA,"28404","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:42:07-03","MBM","MBM","10289","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Hatschbach, G.","Hatschbach, G.","20706","1969","01","09","Southern America","Brazil","Paraná","Morretes","Estrada da Graciosa, Grota Funda","-48.834400177002","-25.476900100708",NA,NA,"MBM010289","MBM010289",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:42:07-03","MBM","MBM","10294","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Sleumer, H.","Hatschbach, G.","21299","1969","04","01","Southern America","Brazil","Paraná","Morretes","Estrada da Graciosa, Vista Cavalcante","-48.834400177002","-25.476900100708",NA,NA,"MBM010294","MBM010294",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:42:07-03","MBM","MBM","142454","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Hatschbach, G.","Silva, J.M.; Poliquesi, C.B.; Poliquesi, C.B.","920","1991","01","08","Southern America","Brazil","Paraná","Quatro Barras","Borda do Campo","-49.0769004821777","-25.3656005859375",NA,NA,"MBM142454","MBM142454",NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:42:07-03","MBM","MBM","408820","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Barboza, E.","Silva, J.M.; Brotto, M.L.; Brotto, M.L.","9154","2015","11","26","Southern America","Brazil","Santa Catarina","Garuva","Serra do Quiriri","-48.963889","-26.029722",NA,"Arbusto com 2 m de altura; flor bege.; Floresta Ombrófila Densa Altomontana.","MBM408820","MBM408820","1300","1300",NA,NA,NA,"2017",NA,NA,"03","31","-48.963889","-26.029722",NA,NA
"77","2020-12-21 16:42:07-03","MBM","MBM","95483","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Solomon, J.C.","Solomon, J.C.","10409","1983","05","01","Southern America","Bolivia",NA,NA,"Dep. Tarija, Prov. O'Connor, ca 1 Km below Narvaez",NA,NA,NA,NA,"MBM095483","MBM095483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:42:07-03","MBM","MBM","95484","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Solomon, J.C.","Solomon, J.C.","10967","1983","10","02","Southern America","Bolivia",NA,NA,"Dep. Tarija, Prov. O'Connor, 1,5 Km W of Narvaez",NA,NA,NA,NA,"MBM095484","MBM095484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:42:07-03","MBM","MBM","245701","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Sleumer, H.","Hatschbach, G.","21299",NA,NA,NA,"Southern America","Brazil","Paraná","Morretes","Estrada da Graciosa, Vista Cavalcante","-48.834400177002","-25.476900100708",NA,NA,"MBM245701",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:42:07-03","MBM","MBM","69550","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Hatschbach, G.","Kummrow, R.","1457","1981","02","04","Southern America","Brazil","Paraná","Piraquara","Colônia Maria Luiza","-49.0633010864258","-25.4416999816895",NA,NA,"MBM069550","MBM069550",NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:42:07-03","MBM","MBM","245700","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Dombrowski, L.T.","Dombrowski, L.T.","13550",NA,NA,NA,"Southern America","Brazil","Paraná","Quatro Barras","Quatro Barras","-49.0769004821777","-25.3656005859375",NA,NA,"MBM245700",NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2015-09-04 01:23:08-03","MNHN","RECOLNAT_MNHN_P","P02310254","PreservedSpecimen",NA,NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer",NA,"Rambo, B.",NA,"1949","12","26",NA,"Brasil","Rio Grande do Sul","Gramado",NA,"-50.8739013671875","-29.3785991668701","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02310254' target='other'> <mi>dwc_moreinfo</mi></a>","P02310254","P02310254_01",NA,NA,NA,"13851","auto",NA,NA,NA,NA,NA,NA,NA,"44991",NA
"83","2015-09-04 03:43:02-03","MNHN","RECOLNAT_MNHN_P","P03645672","PreservedSpecimen",NA,NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer",NA,"Hatschbach, G.",NA,"1969","4","1",NA,"Brasil","Paraná","Morretes","Estr. Graciosa, Vista Cavalcante.","-48.834400177002","-25.476900100708","hb","Nome vulgar: carvalho da serra. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03645672' target='other'> <mi>dwc_moreinfo</mi></a>","P03645672","P03645672_01","300","500",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,"21299",NA
"84","2021-02-11 17:21:25-03","UFPR","UPCB","18695","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Hatschbach, G.","Silva, J.M.","920","1991","01","08",NA,"Brasil","Paraná","Quatro Barras","Borda do Campo","-49.0769004821777","-25.3656005859375",NA,"Árvore, 8m, flor creme. Erval..",NA,NA,NA,NA,NA,"17116","auto","1991",NA,NA,"01","01",NA,NA,NA,NA
"85","2021-02-11 17:21:25-03","UFPR","UPCB","7799","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Sleumer, H.O.","Hatschbach, G.","21299","1969","04","01",NA,"Brasil","Paraná","Morretes","Estrada da Graciosa, Vista Cavalcanti","-48.834400177002","-25.476900100708",NA,"Árvore, 12m x 35cm, madeira de lei. Mata pluvial, encosta de morro..",NA,NA,"300","500",NA,"30514","auto","1969",NA,NA,"08",NA,NA,NA,NA,NA
"86","2021-02-11 17:21:25-03","UFPR","UPCB","7797","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Sleumer, H.O.","Hatschbach, G.","19850","1968","09","25",NA,"Brasil","Paraná","Laranjeiras do Sul","Rio Iguaçu, próximo a barra do Perdido","-52.4160995483398","-25.4078006744385",NA,"Árvore pequeno porte, flor creme. Mata de galeria, solo arenoso..",NA,NA,NA,NA,NA,"28404","auto","1969",NA,NA,"08",NA,NA,NA,NA,NA
"87","2021-02-11 17:21:25-03","UFPR","UPCB","84781","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisnerii","Roupala meisnerii","Sleumer","Prance, G.","Silva, J.M.","2736","1998","12","29",NA,"Brasil","Santa Catarina","Campo Alegre","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,"Arbusto, 2m, flor creme. Matinha nebular.",NA,NA,NA,NA,NA,"37493","auto","2005",NA,NA,NA,NA,NA,NA,NA,NA
"88","2015-01-29 11:13:00-02","MO","MOBOT","100773950","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer",NA,"Balduino Rambo","Rambo 270","1933","1","19","South America","Brazil","Rio Grande do Sul","Porto Alegre","Morro da Gloria.","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,"Holotype","29946","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"89","2008-05-27 22:02:00-03","MO","MOBOT","1598419","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","M. Serrano (HSB)","Martha Serrano|et al.","Serrano 1357","1995","5","18","South America","Bolivia","Chuquisaca","Sud Cinti","Cuenca del río Limonal, inmediatamente al N del Cerro Bufete","-64.38333","-20.83333",NA,NA,NA,NA,"1850.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2012-09-25 14:28:00-03","MO","MOBOT","100527548","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","J. Penarand (HSB)","J. Alberto Peñaranda","Peñaranda 1394","2009","6","17","South America","Bolivia","Chuquisaca","Tomina","Municipio Padilla, Canto Padilla, Comunidad Las Casas, PN-ANMI Serranía del Iñao.","-64.0958055","-19.3114444",NA,NA,NA,NA,"1593.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"91","2012-10-24 17:27:00-02","MO","MOBOT","100536049","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","A. Lliully (HSB)","Ariel Lliully|J. Alberto Peñaranda|et al.","Lliully 1484","2008","10","13","South America","Bolivia","Chuquisaca","Hernando Siles","Municipio de Monteagudo. Camino troncal entre Monteagudo y Padilla.","-64.1613889","-19.5277778",NA,NA,NA,NA,"1647.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"92","2008-05-27 22:02:00-03","MO","MOBOT","1598417","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","M. Serrano (HSB)","Martha Serrano|et al.","Serrano 1374","1995","5","20","South America","Bolivia","Chuquisaca","Sud Cinti","Aproximadamente 300--500 m al N del campamento Rinconada del Bufete, en la base N del Cerro Bufete","-64.36666","-20.83333",NA,NA,NA,NA,"2050.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2008-05-27 22:02:00-03","MO","MOBOT","1752186","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","J.Caballero(USZ)& M.Serrano","J. Caballero|et al.","Caballero 159","1999","12","21","South America","Bolivia","Chuquisaca","Hernando Siles","Localidad de Huacareta sobre el camino a San Juan Serrania Los Milagros. Bosque nublado alto, en piso inferior de la selva Tucumano Boliviano. Suelos franco arenoso.","-64.0075","-20.363611",NA,NA,NA,NA,"1900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2013-02-12 12:50:00-02","MO","MOBOT","3026588","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","R.L. Liesner","Anajúlia E. Heringer Salles","Heringer Salles 105","1979","6","5","South America","Brazil","Distrito Federal",NA,"Brasília; Corrego Papuda. Mata ciliar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2011-06-21 11:39:00-03","MO","MOBOT","3383541","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Foster's 1958 catalog notes file","Martín Cárdenas","Cárdenas Hermosa 2835",NA,NA,NA,"South America","Bolivia",NA,NA,"Lagunillas, Cord. de Incahuasi",NA,NA,NA,NA,NA,NA,"1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2008-05-27 22:02:00-03","MO","MOBOT","3383551","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Foster's 1958 catalog notes file","P.G. Lorentz","Lorentz 661",NA,NA,NA,"South America","Bolivia",NA,NA,"Cuesta Santa Rosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2011-06-17 17:02:00-03","MO","MOBOT","3383575","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Foster's 1958 catalog notes file","José Steinbach","Steinbach G. 8244","1928","10","14","South America","Bolivia","Santa Cruz",NA,"Samaipata","-63.86666","-18.15",NA,NA,NA,NA,"1400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2008-05-27 22:02:00-03","MO","MOBOT","3383586","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","Foster's 1958 catalog notes file","Carl Troll","Troll 270",NA,NA,NA,"South America","Bolivia","Tarija",NA,"Aqua Blanca",NA,NA,NA,NA,NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2013-06-18 05:46:00-03","MO","MOBOT","3444150","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","X. Cornejo (NY)","M. Jiménez","Jiménez 564","2007","10","22","South America","Bolivia","Chuquisaca","Hernando Siles","Monteagudo - Cañadillas.","-63.9669445","-19.7961111",NA,NA,NA,NA,"1240.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"100","2013-11-26 05:40:00-02","MO","MOBOT","3469889","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","X. Cornejo (NY)","Martha Serrano|Jeaneth Villalobos|Ariel Lliully|J. Alberto Peñaranda|Reinaldo Lozano","Serrano 6825","2005","12","22","South America","Bolivia","Chuquisaca","Hernando Siles","Serranía Los Milagros. Trayecto Cañón Largo-Pendiente media, serranía con sendero turístico. Bosque premontano Tucumano-Boliviano, cobertura arbórea 85 %. Sotobosque abierto con abundante estrato herbáceo dominado por Salvia alba, creciendo en grandes colonias. El bosque es alto con Juglans australis, Blepharocalyx salicifolius, Myrcianthes pseudomato en fructificación.","-64.045","-20.3377777",NA,NA,NA,NA,"1575.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"101","2013-11-26 05:40:00-02","MO","MOBOT","3469890","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","X. Cornejo (NY)","Reinaldo Lozano","Lozano 1334","2005","10","6","South America","Bolivia","Chuquisaca","Sud Cinti","Ca. 11 km al NW de la Comunidad de Las Abras camino hacia la comunidad de El Palmar. Pendiente superior cerro Alto de Rosas.","-64.2405555","-21.015",NA,NA,NA,NA,"1330.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"102","2020-06-20 20:03:00-03","MO","MOBOT","101197915","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","G. Prance et al.","Gert G. Hatschbach","Hatschbach 21299","1969","4","1","South America","Brazil","Paraná","Morretes","Estr. Graciosa, Vista Cavalcanti","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"300.00000000","500.00000000",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"103","2014-01-02 05:36:00-02","MO","MOBOT","3231394","PreservedSpecimen","Plantae",NA,NA,"Proteaceae","Roupala","meisneri","Roupala meisneri","Sleumer","M. Serrano (HSB)","Martha Serrano|S. P. Churchill|Jeaneth Villalobos|D. Villarroel|Oscar Llanque","Serrano 4740","2004","9","14","South America","Bolivia","Tarija","Arce","Municipio Padcaya. Cantón Emborozú. Reserva Natural Alarachi. Trayecto Alarachi-Tunel Nomi Alarachi. Al lado de la Carretera y Río Bermejo. Roca aflorante con densas poblaciones de Tillandsia. Bosque semideciduo estacional. Premontano Tucumano-Boliviano. Bosque Secundario. En determinados sectores Anadenanthera macrocarpa.","-64.60666","-22.22055",NA,NA,NA,NA,"1042.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
