"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","occurrenceRemarks","phylum","order","coordinatePrecision","geoFlag","recordNumber","continentOcean","preparationType","previousCatalogNumber","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"135","2020-11-04 12:17:55-03","ESALQ","ESA","132114","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C. Mikan","Paula-Souza, J.","2013","02","01","Paula-Souza, J.; Árbocz, G.; Polisel, R.T.; Gonçalves, L.N.","2013","02","07","Brasil","Mato Grosso","Alto Araguaia","-53.2153015136719","-17.3146991729736",NA,NA,"ESA132114","ESA132114","Margens do rio Ariranha. Floresta de galeria","Trepadeira, flores roxas, frutos imaturos verdes","Magnoliophyta",NA,"100273","auto","11423.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-11-04 12:17:55-03","ESALQ","ESA","73188","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina",NA,NA,NA,NA,NA,"Kuhlmann, M.","1950","06","06","Brasil","Minas Gerais","Delfim Moreira","-45.2799987792969","-22.5091991424561",NA,NA,"ESA073188","ESA073188",NA,NA,"Magnoliophyta",NA,"20219","auto","2389.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-11-04 12:17:55-03","ESALQ","ESA","18881","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C.Mikan","M.Milward-de-Azevedo","2008","03","24","Souza, V.C. et al.","1995","03","07","Brasil","Minas Gerais","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"ESA018881","ESA018881",NA,NA,"Magnoliophyta",NA,"44599","auto","8098.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-11-04 12:17:55-03","ESALQ","ESA","2347","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina",NA,NA,NA,NA,NA,"Hatschbach, G.","1983","03","23","Brasil","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,"ESA002347","ESA002347",NA,NA,"Magnoliophyta",NA,"61623","auto","46661.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-11-04 12:17:55-03","ESALQ","ESA","16302","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C.Mikan","Bernacci, L.C.","1999","01","21","Souza, V.C. et al.","1994","06","03","Brasil","São Paulo","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,"ESA016302","ESA016302",NA,NA,"Magnoliophyta",NA,"27729","auto","6123.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-11-04 12:17:55-03","ESALQ","ESA","19919","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina",NA,NA,NA,NA,NA,"Barreto, K.D. et al.","1994","05","18","Brasil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"ESA019919","ESA019919",NA,NA,"Magnoliophyta",NA,"44778","auto","2476.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-11-04 12:17:55-03","ESALQ","ESA","78399","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C.Mikan","Milward-de-Azevedo, M.",NA,NA,NA,"Souza, V.C.; Lorenzi, H.; Sampaio, D.","2002","02","13","Brasil","São Paulo","Lorena","-45.1199989318848","-22.7299995422363",NA,NA,"ESA078399","ESA078399","Estrada para Delfim Moreira","Trepadeira; flores violeta-azuladas.","Magnoliophyta",NA,"27246","auto","28007.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-11-04 12:17:55-03","ESALQ","ESA","73013","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina",NA,NA,NA,NA,NA,"Silva, J.M. et al.","2000","08","22","Brasil","Paraná","Adrianópolis","-48.9911003112793","-24.6571998596191",NA,NA,"ESA073013","ESA073013",NA,NA,"Magnoliophyta",NA,"49901","auto","3185.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-11-04 12:17:55-03","ESALQ","ESA","16118","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina",NA,NA,NA,NA,NA,"Cordeiro, J. ; Poliquesi, C.B.","1993","03","09","Brasil","Paraná","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,"ESA016118","ESA016118",NA,NA,"Magnoliophyta",NA,"61623","auto","1015.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-11-04 12:17:55-03","ESALQ","ESA","5873","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","Mikan","Vieira, A.O.S.",NA,NA,NA,"Almeida, J.B.","1985","04","11","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,"ESA005873","ESA005873",NA,NA,"Magnoliophyta",NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-11-04 12:17:55-03","ESALQ","ESA","72864","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina",NA,NA,NA,NA,NA,"Hoehne, W.","1964","04","04","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"ESA072864","ESA072864",NA,NA,"Magnoliophyta",NA,"57442","auto","5720.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-11-04 12:17:55-03","ESALQ","ESA","15928","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina",NA,"Bernacci, L.C.","2003",NA,NA,"Souza, V.C. et al.","1994","06","03","Brasil","São Paulo","Bom Sucesso de Itararé","-49.1399993896484","-24.3099994659424",NA,NA,"ESA015928","ESA015928",NA,NA,"Magnoliophyta",NA,"14955","auto","6151.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-11-04 12:17:55-03","ESALQ","ESA","18632","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina",NA,"Bernacci, L.C.","2003",NA,NA,"Barreto, K.D. et al.","1994","05","11","Brasil","São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,"ESA018632","ESA018632_1 ESA018632_2",NA,NA,"Magnoliophyta",NA,"21048","auto","2453.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-11-04 12:17:55-03","ESALQ","ESA","106090","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina",NA,"Bazarian, S.V.","2007",NA,NA,"Bazarian, S.V.","2006","03","07","Brasil","São Paulo","Ribeirão Grande","-48.3600006103516","-24.0900001525879",NA,NA,"ESA106090","ESA106090",NA,NA,"Magnoliophyta",NA,"25028","auto","157.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-11-04 12:17:55-03","ESALQ","ESA","79745","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","Mikan","Berndt, A. et al.",NA,NA,NA,"Udulutsch, R.G.; Berndt, A.; Giannotti, M.; Muniz, M.R.A.; Botrel, R.T.; Vieira, S.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","2002","04","21","Brasil","São Paulo","Sete Barras","-47.9199981689453","-24.3799991607666","-47,994,167","-24,141,389","ESA079745","ESA079745","Parque Estadual de Carlos Botelho, Estrada Estadual São Miguel Arcanjo-Sete Barras (SP139, Km69). Floresta Ombrófila Densa Montana no entorno do Rio Bonito. Coleta em borda de mata.","Liana preênsil. Flores com corola alvo-arroxeadas; estaminódios com a porção apical violeta, a intermediária branca e a basal vinosa.","Magnoliophyta",NA,"34059","auto","612.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-01-14 15:32:54-03","MN","R","10256","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C. Mikan","Sacco, J. C.","1963","07","15","Glaziou, A.F.M.","1874","01","03","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"R000010256","R000010256_001",NA,"Plantas do Brasil Central",NA,NA,NA,NA,"7649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-01-14 15:32:54-03","MN","R","10254","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C. Mikan","Sacco, J. C.","1967","07","18","Glaziou, A.F.M.","1877","03","08","Brasil","Rio de Janeiro","Petrópolis","-43.1786003112793","-22.5049991607666",NA,NA,"R000010254","R000010254_001",NA,"Plantas do Brasil Central",NA,NA,"36524","auto","8721",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2021-01-14 15:32:54-03","MN","R","215527","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C. Mikan","Fabrício",NA,NA,NA,"Sá, I.M.","2006","04","15","Brasil","Minas Gerais","Município de Bocaina de Minas","-44.3946990966797","-22.1674995422363",NA,NA,NA,NA,"Santo Antonio do Rio Grande",NA,NA,NA,"35110","auto","279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2015-07-02 14:03:36-03","JBP","HPL","6313","S","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C. Mikan","L.C. Bernacci","2002","11","28","E.R. Salviani & H. Lorenzi","2000","01","21","Brasil","MG","São Sebastião do Paraiso","-46.9914","-20.9169",NA,NA,NA,NA,"Coletado na fazenda Ipoméia, em mata de galeria.",NA,NA,NA,"24792","auto","1005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2015-07-02 14:03:36-03","JBP","HPL","6314","S","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C. Mikan","L.C. Bernacci","1999","11","08","G.F. Arbocz","1998","04","16","Brasil","SP","Piedade","-47.42","-23.71",NA,NA,NA,NA,"Coletado no trevo para Tapiraí.",NA,NA,NA,"30307","auto","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2015-07-02 14:03:36-03","JBP","HPL","6317","S","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C. Mikan","L.C. Bernacci","2002","11","28","H. Lorenzi","2002","05","08","Brasil","SP","Pindamonhangaba","-45.46","-22.92",NA,NA,NA,NA,"Coletado na estrada para Campos do Jordão, pico do Itapeva ao lado da antena em beira de capoeira.",NA,NA,NA,"24176","auto","3304",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2015-07-02 14:03:36-03","JBP","HPL","8019","S","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina",NA,"L.C. Bernacci","2004","05","06","L.C. Bernacci, H. Lorenzi et al.","2004","05","06","Brasil","MG","Conceição do Mato Dentro","-43.425","-19.0372",NA,NA,NA,NA,"Coletado à beira de estrada de terra para Serro.",NA,NA,NA,"60318","auto","3734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2015-07-02 14:55:40-03","JBP","HPL","3419","S","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C. Mikan","D. Araújo","2010","02","09","H. Lorenzi","2004","07","30","Brasil","MG","Conceição do Mato Dentro","-43.436306","-18.952667","43° 26' 10,7 W","18° 57' 09,6 S",NA,NA,"Coletada na estrada entre Conceição do Mato Dentro ate#?# Serro-MG.",NA,NA,NA,NA,NA,"4910",NA,NA,NA,"635","635",NA,NA,NA,NA,NA,NA,NA,NA
"158","2015-07-02 14:55:40-03","JBP","HPL","2110","S","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","Mikan","L.C. Bernacci","2004","11","19","R. Tsuji , L.C. Bernacci & E. Franco","2004","11","19","Brasil","MT","Campo Verde","-55.059333","-14.997361","55° 03' 33,6 W","14° 59' 50,5 S",NA,NA,"Coletada em beira de riacho.",NA,NA,NA,NA,NA,"703",NA,NA,NA,"708","708",NA,NA,NA,NA,NA,NA,NA,NA
"159","2015-07-02 14:03:36-03","JBP","HPL","4266","S","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina",NA,"L.C. Bernacci","2007","05","04","H. Lorenzi","2005","04","13","Brasil","MG","Ewbeck Câmara",NA,NA,NA,NA,NA,NA,"Coletado nas proximidades da cidade, porém cultivada no Inst. Plantarum, nas proximidades da casa de hóspedes",NA,NA,NA,NA,NA,"5427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2015-07-02 14:03:36-03","JBP","HPL","6925","S","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C. Mikan","L.C. Bernacci","2012","03","09","R. Tsuji, H. Lorenzi et al.","2007","01","23","Brasil","ES","Domingo Martins",NA,NA,NA,NA,NA,NA,"Coletado no Bairro Vila Nova, comum localmente em borda de estrada de terra.",NA,NA,NA,NA,NA,"1502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2015-07-02 14:03:36-03","JBP","HPL","7342","S","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina",NA,"R. Tsuji","2007","02","14","R. Tsuji","2007","02","14","Brasil","SP","Bom Sucesso do Itararé",NA,NA,NA,NA,NA,NA,"Coletado em borda de mata - em beira de estrada.",NA,NA,NA,NA,NA,"1654",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2015-07-02 14:03:36-03","JBP","HPL","8021","S","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina",NA,"L.C. Bernacci","2004","03","10","L.C. Bernacci, H. Lorenzi et al.","2004","03","10","Brasil","MG","Alexânia",NA,NA,NA,NA,NA,NA,"Coletado nas proximidades do município de Alexânia, em área de floresta semidecídua.",NA,NA,NA,NA,NA,"3676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2015-07-02 14:55:40-03","JBP","HPL","10600","S","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C. Mikan","L.C. Bernacci","2008","02","28","L.C. Bernacci & R. Tsuji","2008","02","28","Brasil","SP","Guarujá","-46.25","-23.99","46° 256111","23° 981667",NA,NA,"Vicente de Carvalho, Vila Zilda, morro da antena, em beira de estrada.",NA,NA,NA,"18989","auto","4474",NA,NA,NA,"270","270",NA,NA,NA,NA,NA,NA,NA,NA
"164","2015-07-02 14:55:40-03","JBP","HPL","10610","S","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C. Milkan","L.C. Bernacci","2008","02","27","L.C. Bernacci & R. Tsuji","2008","02","27","Brasil","MG","Lima Duarte","-43.7931","-21.8425","43° 55' 44 S","21° 42' 37 W",NA,NA,"Conceição do Ibitipoca, em beira de estrada para o Parque Estadual.",NA,NA,NA,"30417","auto","4462",NA,NA,NA,"1200","1200",NA,NA,NA,NA,NA,NA,NA,NA
"165","2015-07-02 14:03:36-03","JBP","HPL","3327","S","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C. Mikan","D. Araújo","2012","02","09","H. Lorenzi","2004","12","15","Brasil","SP","Nova Odessa","-47.29","-22.77",NA,NA,NA,NA,"Coletada no Instituto Plantarum, na estufa das Gesneriaceas, originária de Ewbek Câmara-MG.",NA,NA,NA,"8440","auto","5065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2015-07-02 14:03:36-03","JBP","HPL","4062","S","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","Mikan","H. Lorenzi","2005","03","03","H. Lorenzi","2005","03","03","Brasil","MG","Caeté","-43.6697","-19.88",NA,NA,NA,NA,"Coletada na estrada para a Mina do Gongo Soco.",NA,NA,NA,"22051","auto","5111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2015-07-02 14:03:36-03","JBP","HPL","5269","S","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina",NA,"L.C. Bernacci","2007","05","04","H. Lorenzi","2005","10","25","Brasil","SP","Nova Odessa","-47.29","-22.77",NA,NA,NA,NA,"Cultivada no Instituto Plantarum originária de Ewbek Câmara-MG.",NA,NA,NA,"8440","auto","5802",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2015-07-02 14:03:36-03","JBP","HPL","6312","S","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C. Mikan","H. Lorenzi","2004","03","10","H. Lorenzi, V.C. Souza & L.C. Bernacci","2004","03","10","Brasil","GO","Anápolis","-48.9528","-16.3267",NA,NA,NA,NA,"Coletado na estrada para Brasília, em beira de mata semidecídua de solo argiloso.",NA,NA,NA,"31830","auto","4719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2015-07-02 14:03:36-03","JBP","HPL","6315","S","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C. Mikan","L.C. Bernacci","1999","11","08","E.R. Salviani & H. Lorenzi","1999","08","26","Brasil","BA","Ituberá","-39.1492","-13.7322",NA,NA,NA,NA,"Coletado na fazenda Agripalm.",NA,NA,NA,"22399","auto","484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2015-07-02 14:03:36-03","JBP","HPL","6316","S","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C. Mikan","L.C. Bernacci","2002","11","28","H. Lorenzi","2000","11","04","Brasil","MG","São Sebastião do Paraiso","-46.9914","-20.9169",NA,NA,NA,NA,"Coletado na Fazenda Ipoméia, em capoeira aberta,baixa e úmida.",NA,NA,NA,"24792","auto","2425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2015-07-02 14:03:36-03","JBP","HPL","8017","S","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina",NA,"L.C. Bernacci","2004","05","05","L.C. Bernacci, H. Lorenzi et al.","2004","05","05","Brasil","MG","Caeté","-43.6697","-19.88",NA,NA,NA,NA,"Coletado nas proximidades de estrada de terra para Taquaraçu de Minas.",NA,NA,NA,"22051","auto","3731",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2020-06-14 15:15:06-03","FPS","FPS","765","MachineObservation","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C.Mikan","Schwirkowski, P.","2015","02","15","Schwirkowski, P.","2015","02","15","Brasil","Santa Catarina","São Bento do Sul","-49.309811","-26.311467","-49.309811","-26.311467","FPS00765,FURB48333","FPS00765_v01 FPS00765_v02 FPS00765_v03 FPS00765_v04 FPS00765_v05 FURB48333","Rio Vermelho. Trilhos, Próx. à URVE.","<ll>dwc_commonname:</ll> Maracujá-verde, maracujazinho-do-mato",NA,NA,NA,NA,"1024",NA,NA,NA,NA,NA,NA,NA,NA,"FURB 48333","voucher",NA,NA,NA
"173","2020-06-14 15:15:06-03","FPS","FPS","4557","MachineObservation","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J.C.Mikan","Schwirkowski, P.","2020","01","28","Schwirkowski, P.","2020","01","28","Brasil","Santa Catarina","São Bento do Sul","-49.352049","-26.314837","-49.352049","-26.314837","FPS04557,FURB66062","FPS04557_v01 FPS04557_v02 FPS04557_v03 FPS04557_v04 FPS04557_v05 FPS04557_v06 FPS04557_v07 FPS04557_v08 FPS04557_v09 FURB66062","Sertãozinho. Buger Strasse (Estrada dos Bugres)","<ll>dwc_commonname:</ll> Maracujá-verde, maracujá, maracujá-azul, maracujá-de-cobra, maracujá-do-campo, maracujazinho-do-mato, passionária",NA,NA,NA,NA,"3980",NA,NA,NA,NA,NA,NA,NA,NA,"FURB 66062","voucher",NA,NA,NA
"174","2019-08-27 13:34:05-03","IAP","PACA-AGP","53588","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina var. amethystina","J. C. Mikan","A. C. Cervi","1983","03","02","Rambo, B.","1953","01","10","Brasil","PR","Cascavel","-53.4552993774414","-24.9557991027832",NA,NA,"PACA053588",NA,NA,"Habitat: In silva Fenofase: estéril","Magnoliophyta","Violales","47841","auto",NA,NA,NA,NA,NA,NA,"var. amethystina",NA,"Magnoliatae",NA,NA,NA,NA,NA
"175","2019-08-27 13:34:05-03","IAP","PACA-AGP","36842","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina var. amethystina","J. C. Mikan","A. C. Cervi","1983","03","02","Hatschbach, G.","1947","03","06","Brasil","PR","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"PACA036842",NA,NA,"Habitat: In silvula scandens Fenofase: flor","Magnoliophyta","Violales","12577","auto","681",NA,NA,NA,NA,NA,"var. amethystina",NA,"Magnoliatae",NA,NA,NA,NA,NA
"176","2019-08-27 13:34:05-03","IAP","PACA-AGP","94746","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J. C. Mikan","C. Mondin","1998","12","01","Mondin, C.","1998","12","01","Brasil","RS","Dois Irmãos","-51.0853004455566","-29.5802993774414",NA,NA,"PACA094746",NA,"Estrada p/ Picada Verão","HASU 7051&nf;Frutos maduros verde-amarelados Habitat: Na beira da estrada Fenofase: flores violáceas Hábito: trepadeira","Magnoliophyta","Violales","7716","auto","1634",NA,NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"177","2020-12-21 16:37:26-03","IAP","PACA-AGP","105951","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J. C. Mikan",NA,NA,NA,NA,"Gasper, A.L.","2008","02","18","Brasil","SC","Timbó Grande","-50.751269","-26.644884","-50,751269","-26,644884","PACA105951",NA,"Santa Maria","Florística IFFSC 843 (liana) [Coord.Orig.UTM: 524755, 7052872] Fenofase: flor roxa Hábito: liana","Magnoliophyta","Violales",NA,NA,"1445",NA,NA,NA,"1269","1269",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"178","2019-08-27 13:34:05-03","IAP","PACA-AGP","94747","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J. C. Mikan","C. Mondin","1999","09",NA,"C. Mondin & A. Iob","1999","09","28","Brasil","RS","Dois Irmãos","-51.0853004455566","-29.5802993774414",NA,NA,"PACA094747",NA,"Na estrada p/ Picada Verão","HASU 15776&nf;Filamentos da corola bandiados de lilas e branco Habitat: Na beira da estrada Fenofase: flores lilases Hábito: trepadeira","Magnoliophyta","Violales","7716","auto","1882",NA,NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"179","2019-08-27 13:34:05-03","IAP","PACA-AGP","94745","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J. C. Mikan","C. Mondin","1998","10","28","C. Mondin & A. Iob","1998","10","30","Brasil","RS","Dois Irmãos","-51.0853004455566","-29.5802993774414",NA,NA,"PACA094745",NA,"Na estrada p/ Picada Verão","HASU 7001&nf;Flores violáceas Habitat: Na beira da estrada Fenofase: frutos imaturos Hábito: trepadeira","Magnoliophyta","Violales","7716","auto","1578",NA,NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"180","2019-08-27 13:34:05-03","IAP","PACA-AGP","94748","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J. C. Mikan","Mondin",NA,NA,NA,"Bauer,D.","2001","08","13","Brasil","RS","Picada Café","-51.1363983154297","-29.4442005157471",NA,NA,"PACA094748",NA,NA,"HASU 16127&nf;Exemplar colhido na beira de uma estrada entre trecho de mata, sobre árvores Hábito: liana","Magnoliophyta","Violales","11930","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"181","2019-08-27 13:34:05-03","IAP","PACA-AGP","43829","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina var. amethystina","J. C. Mikan","A.C. Cervi","1983","03","02","Rambo, B.","1949","10","07","Brasil","RS","Pareci",NA,NA,NA,NA,"PACA043829",NA,NA,"Habitat: In silva campestri scandens Fenofase: flor","Magnoliophyta","Violales",NA,NA,NA,NA,NA,NA,NA,NA,"var. amethystina",NA,"Magnoliatae",NA,NA,NA,NA,NA
"182","2019-08-27 13:34:05-03","IAP","PACA-AGP","49108","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina var. amethystina","J. C. Mikan","A.C. Cervi","1983","03","02","Rambo, B.","1950","11","13","Brasil","RS","Butterberg",NA,NA,NA,NA,"PACA049108",NA,NA,"Habitat: in dumetosis scandens Fenofase: flor e fruto submaturo","Magnoliophyta","Violales",NA,NA,NA,NA,NA,NA,NA,NA,"var. amethystina",NA,"Magnoliatae",NA,NA,NA,NA,NA
"183","2019-08-27 13:34:05-03","IAP","PACA-AGP","53613","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina var. amethystina","J. C. Mikan","A. C. Cervi","1983","03","02","Rambo, B.","1953","01","11","Brasil","PR","Salto Iguaçu",NA,NA,NA,NA,"PACA053613",NA,NA,"Habitat: Ad flumen in dumetosis Fenofase: estéril","Magnoliophyta","Violales",NA,NA,NA,NA,NA,NA,NA,NA,"var. amethystina",NA,"Magnoliatae",NA,NA,NA,NA,NA
"184","2019-08-27 13:34:05-03","IAP","PACA-AGP","94744","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina","J. C. Mikan","J. Larocca","1989","11","16","J. Larocca & C. Steffen","1989","09","17","Brasil","RS","Sapiranga","-51.0069007873535","-29.6380996704102",NA,NA,"PACA094744",NA,"Picada Verão","HEDU 950&nf;Corola roxa, filamentos da coroa roxo fraco na ponta mais brancos na base, estames amarelos Habitat: Interior da mata Fenofase: frutos imaturos verdes","Magnoliophyta","Violales","11711","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"185","2019-08-27 13:34:05-03","IAP","PACA-AGP","32047","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","amethystina","Passiflora amethystina var. amethystina","J. C. Mikan","a.C.Cervi","1983","03","02","Reitz, R.","1944","10","08","Brasil","SC","Sombrio","-49.61669921875","-29.113899230957",NA,NA,"PACA032047",NA,NA,"Habitat: In dumetosis scandens Fenofase: flor","Magnoliophyta","Violales","16515","auto","764",NA,NA,NA,NA,NA,"var. amethystina",NA,"Magnoliatae",NA,NA,NA,NA,NA
