"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"51","2021-02-11 17:20:03-03","UFPR","UPCB","53842","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Thomas, L.D.","825",NA,"Brasil","BLOQUEADO",NA,"Flores brancas, com odor, 6m, não amostrada, abaixo da P2. Mata Atlântica de Encosta..","UPCB0016188","UPCB0016188","Goldenberg, R.","1994","06","28","Espírito Santo","Santa Teresa",NA,NA,NA,NA,"650","800",NA,"2006","01","01","9999","9999",NA,NA
"52","2021-02-11 17:20:03-03","UFPR","UPCB","53843","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Thomas, L.D.","833",NA,"Brasil","BLOQUEADO",NA,"Fruto verde, 5m, não amostrada, dentro P26. Mata Atlântica de Encosta..","UPCB0016158","UPCB0016158","Goldenberg, R.","1994","08","09","Espírito Santo","Santa Teresa",NA,NA,NA,NA,"650","800",NA,"2006","01","01","9999","9999",NA,NA
"53","2021-02-11 17:20:03-03","UFPR","UPCB","53844","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Kollmann, R.L.","3001",NA,"Brasil","BLOQUEADO",NA,"Arbusto 4m, flor branca. Mata de encosta..","UPCB0016178","UPCB0016178","Goldenberg, R.","2000","06","16","Espírito Santo","Santa Teresa",NA,NA,NA,NA,"650","650",NA,"2006","01","01","9999","9999",NA,NA
"54","2021-02-11 17:20:03-03","UFPR","UPCB","53845","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Kollmann, R.L.","4247",NA,"Brasil","BLOQUEADO",NA,"Arvoreto 6m, fruto verde..","UPCB0016180","UPCB0016180","Goldenberg, R.","2001","08","02","Espírito Santo","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,"2006","01","01","9999","9999",NA,NA
"55","2021-02-11 17:20:03-03","UFPR","UPCB","53846","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Demuner, V.","1348",NA,"Brasil","BLOQUEADO",NA,"Arvoreto 5m, botões florais e flores brancas, interior da mata, terreno íngrime..","UPCB0016181","UPCB0016181","Goldenberg, R.","2000","08","08","Espírito Santo","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,"2006","01","01","9999","9999",NA,NA
"56","2021-02-11 17:20:03-03","UFPR","UPCB","57421","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Goldenberg, R.","892",NA,"Brasil","BLOQUEADO",NA,"Árvore 4m. Flores velhas. Mata Atlântica de encosta..","UPCB0016183","UPCB0016183","Goldenberg, R.","2007","07","13","Espírito Santo","Santa Teresa",NA,NA,NA,NA,"900","900",NA,"2007","01","01","9999","9999",NA,NA
"57","2021-02-11 17:20:03-03","UFPR","UPCB","64036","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Kollmann, L.","9075",NA,"Brasil","BLOQUEADO",NA,"Arvoreto 4m, Botões marrons..","UPCB0016950","UPCB0016950","Goldenberg, R.","2006","05","11","Espírito Santo","Santa Teresa",NA,NA,NA,NA,NA,NA,NA,"2009","01","01","9999","9999",NA,NA
"58","2021-02-11 17:20:03-03","UFPR","UPCB","80903","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Zorzanelli, J.P.F.","1027",NA,"Brasil","Caxixe Frio: Próximo ao Parque Estadual de Forno Grande.",NA,"Arbusto com estames alvos. Comum na área..","UPCB0023554","UPCB0023554","Goldenberg, R.","2014","05","23","Espírito Santo","Castelo","-41.0725","-20.5058",NA,NA,NA,NA,NA,"2014",NA,NA,"-41.0725","-20.5058",NA,NA
"59","2021-02-11 17:20:03-03","UFPR","UPCB","91962","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Bacci, L.F. & Zorzanelli, J.P.F.","35",NA,"Brasil","Serra do Caparaó, vale de Santa Marta",NA,"Árvore ca. 3m alt. Frutos imaturos verdes..","UPCB0033181","UPCB0033181","Bacci, L.F.","2013","06","15","Espírito Santo","Ibitirama","-40.4524","-20.293",NA,NA,NA,NA,NA,"2013",NA,NA,"-40.4524","-20.2930",NA,NA
"60","2021-02-11 17:20:03-03","UFPR","UPCB","84579","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Araújo, E.A.","229",NA,"Brasil","Santa Marta, PARNA do Caparaó: Parcela 08, indivíduo 492",NA,"Fruto capsular, folha pequena, ápice cuspidado..","UPCB0014987","UPCB0014987","Goldenberg, R.","2015","12","19","Espírito Santo","Ibitirama","-41.77","-20.491",NA,NA,NA,NA,NA,"2017",NA,NA,"-41.770","-20.491",NA,NA
"61","2021-02-11 17:20:03-03","UFPR","UPCB","84580","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Araújo, E.A.","310",NA,"Brasil","Santa Marta, PARNA do Caparaó: Parcela 08, indivíduo 339",NA,"Folha ápice cuspidado, presença de domácias..","UPCB0016157","UPCB0016157","Goldenberg, R.","2016","01","13","Espírito Santo","Ibitirama","-41.77","-20.491",NA,NA,NA,NA,NA,"2016",NA,NA,"-41.770","-20.491",NA,NA
"62","2021-02-11 17:20:03-03","UFPR","UPCB","84594","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Araújo, E.A.","77",NA,"Brasil","Santa Marta, PARNA do Caparaó: Parcela 06, indivíduo 298",NA,"Árvore, folha com ápice cuspidado..","UPCB0016159","UPCB0016159","Goldenberg, R.","2015","02","28","Espírito Santo","Ibitirama","-41.758","-20.491",NA,NA,NA,NA,NA,"2016",NA,NA,"-41.758","-20.491",NA,NA
"63","2021-02-11 17:20:03-03","UFPR","UPCB","84597","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Araújo, E.A.","85",NA,"Brasil","Santa Marta, PARNA do Caparaó: Parcela 06, indivíduo 200",NA,"Folha com domácias, ápice cuspidado..","UPCB0016175","UPCB0016175","Goldenberg, R.","2015","02","28","Espírito Santo","Ibitirama","-41.758","-20.491",NA,NA,NA,NA,NA,"2016",NA,NA,"-41.758","-20.491",NA,NA
"64","2021-02-11 17:20:03-03","UFPR","UPCB","91295","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Martinelli, G. et al.","19407",NA,"Brasil","Área de Proteção Ambiental de Macaé de Cima. Matas de Altitude na cumieira da Serra dos Pirineus, na divisa dos Municípios de Nova Friburgo e Silva Jardim",NA,"Mata Ombrófila montana secundária com influência antrópica, visto extração de bambu. Arvoreta, 5m, semi-heliófila; folhas verdes, discolores; frutos imaturos de cor verde.","UPCB0034106","UPCB0034106","Goldenberg, R.","2016","08","11","Rio de Janeiro","Nova Friburgo","-42.525833","-22.438056",NA,NA,"1100","1100",NA,"2017",NA,NA,"-42.525833","-22.438056",NA,NA
"65","2021-02-11 17:20:03-03","UFPR","UPCB","85740","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Bovini, M.G | Giordano, L.C.","767",NA,"Brasil","Casa da Ana, Rio Macaé, parcela II, Macaé de Cima",NA,"Árvore heliófila, ca. 2,5 m alt; Folhas membranáceas concolores; cálice verde; pétalas brancas..","UPCB0016300","UPCB0016300","Goldenberg, R.","1995","04","25","Rio de Janeiro","Nova Friburgo","-42.5311012268066","-22.2819004058838","33190","auto","1100","1100",NA,"2016",NA,NA,NA,NA,NA,NA
"66","2021-02-11 17:20:03-03","UFPR","UPCB","97040","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Dias, H. M. | Silva, E. | Casteo, K. C. | Kunz, S. H. | Bruno, N.","731",NA,"Brasil","Santa Marta, Parque Nacional do Caparaó. Floresta Ombrófila Montana.",NA,"Mata Atlântica. Subarbusto com cerca de 1 metro de altura. Com flores brancas. No sub bosque de floresta.","UPCB0046919",NA,"Bacci, L. F.","2012","06","11","Espírito Santo","Ibitirama","-41.6671981811523","-20.5414009094238","22282","auto","1350","1350",NA,"2015","02",NA,NA,NA,NA,NA
"67","2021-02-11 17:20:03-03","UFPR","UPCB","83049","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Kollmann, L.","8562",NA,"Brasil","Trilha do sagüi, chapada. Área da Luciana D. Thomaz",NA,"Arvoreto 5m. Inflorescência nova..","UPCB0016163","UPCB0016163","Goldenberg, R.","2006","01","19","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617","23813","auto",NA,NA,NA,"2006","01","19",NA,NA,NA,NA
"68","2009-07-27 09:36:00-03","MO","MOBOT","1941385","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.","Lectotype","Auguste F.M. Glaziou","Glaziou 16918","South America","Brazil",NA,NA,NA,NA,NA,NA,"1861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2020-08-31 09:06:52-03","INPA","INPA","103137","S","Plantae","Dicotyledon Com-Clade","Myrtales","Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Renner, SS","737","Southern America","Brasil","Parque Nacional Serra de Itatiaia, Parque Nacional Serra de Itatiaia, near waterfall.",NA,NA,"INPA0103137","INPA0103137 INPA0103137_e","Wurdack, JJ","1982","03","09","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto",NA,NA,NA,"1983",NA,NA,NA,NA,NA,NA
"70","2020-07-10 09:47:29-03","MBML","MBML-HERBARIO","13060",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"L. Kollmann","3001",NA,"Brasil","Estação Biológica de Santa Lúcia",NA,"Mata de encosta. Arbusto 4m. Flores brancas.","MBML013060","MBML013060","R. Goldenberg/maio-2005","2000","06","16","Espírito Santo","Santa Teresa","-40.530278","-19.971389",NA,NA,NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA
"71","2020-07-10 09:47:29-03","MBML","MBML-HERBARIO","13234",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"V. Demuner; et al","1239",NA,"Brasil","Goiapaba-Açu",NA,"Arvoreto 7m, fruto jovens de cor verde, interior de mata.","MBML013234","MBML013234","R. Goldenberg/Maio-2005","2000","07","25","Espírito Santo","Fundão","-40.472222","-19.914167",NA,NA,NA,NA,NA,NA,NA,NA,"40W28'20","19S54'51",NA,NA
"72","2020-07-10 09:47:29-03","MBML","MBML-HERBARIO","13286",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"V. Demuner; et al","1348",NA,"Brasil","Valsugana Velha",NA,"Arvoreta 5m, botões florais e flores brancas. Interior de mata, terreno íngrime.","MBML013286","MBML013286","R. Goldenberg/Maio-2005","2000","08","08","Espírito Santo","Santa Teresa","-40.576944","-19.963056",NA,NA,NA,NA,NA,NA,NA,NA,"40W34'37","19S57'47",NA,NA
"73","2020-07-10 09:47:29-03","MBML","MBML-HERBARIO","13587",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"L. Kollmann; et al","3115",NA,"Brasil","Estação Biológica de Santa Lúcia",NA,"Arbusto no sol. Frutos verdes.","MBML013587","MBML013587","R. Goldenberg/maio-2005","2000","10","10","Espírito Santo","Santa Teresa","-40.530278","-19.971389",NA,NA,NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA
"74","2020-07-10 09:47:29-03","MBML","MBML-HERBARIO","14905",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"L. Kollmann; et al","4247",NA,"Brasil","Estação Biológica de Santa Lúcia",NA,"Arvoreto 6m. Frutos verdes.","MBML014905","MBML014905","R. Goldenberg/2005","2001","08","02","Espírito Santo","Santa Teresa","-40.530278","-19.971389",NA,NA,NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA
"75","2020-07-10 09:47:29-03","MBML","MBML-HERBARIO","14966",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"L. Kollmann; et al","4355",NA,"Brasil","Cabeceira do Rio Bonito",NA,"Arvoreto 6m. Frutos novos marrons.","MBML014966","MBML014966","R. Goldenberg/2005","2001","08","15","Espírito Santo","Santa Teresa","-40.583333","-19.984167",NA,NA,NA,NA,NA,NA,NA,NA,"40W34'60","19S59'3",NA,NA
"76","2020-07-10 09:47:29-03","MBML","MBML-HERBARIO","15242",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"L. Kollmann; et al","4636",NA,"Brasil","Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"Arbusto 3m. Frutos verdes.","MBML015242","MBML015242","R. Goldenberg/2005","2001","09","18","Espírito Santo","Santa Teresa","-40.553056","-19.9075",NA,NA,NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA
"77","2020-07-10 09:47:29-03","MBML","MBML-HERBARIO","15456",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"L. Kollmann; et al","4879",NA,"Brasil","Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"Arvoreto 5m na meia sombra. Frutos verdes.","MBML015456","MBML015456","R. Goldenberg/2005","2001","10","23","Espírito Santo","Santa Teresa","-40.553056","-19.9075",NA,NA,NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA
"78","2020-07-10 09:47:29-03","MBML","MBML-HERBARIO","17934",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"R.R. Vervloet; et al","860",NA,"Brasil","Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"Planta com 1,5m. Flores de cor branca, meia encosta, dossel 25m, altitude 830m.","MBML017934","MBML017934","R. Goldenberg/Maio-2005","2002","09","05","Espírito Santo","Santa Teresa","-40.553056","-19.9075",NA,NA,NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA
"79","2020-07-10 09:47:29-03","MBML","MBML-HERBARIO","21165",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"R.R. Vervloet; et al","2534",NA,"Brasil","Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"Arvoreto, flores de cor branca. Baixada, dossel 17m.","MBML021165","MBML021165","R. Goldenberg/maio-2005","2003","05","29","Espírito Santo","Santa Teresa","-40.553056","-19.9075",NA,NA,NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA
"80","2020-07-10 09:47:29-03","MBML","MBML-HERBARIO","21273",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"J. Rossini; et al","378",NA,"Brasil","Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,"Arbusto de 3m, cálice verde, corola branca, estiletes brancos, anteras amarelas.","MBML021273","MBML021273","R. Goldenberg/IV-2009","2003","07","15","Espírito Santo","Santa Teresa","-40.553056","-19.9075",NA,NA,NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA
"81","2020-07-10 09:47:29-03","MBML","MBML-HERBARIO","25933",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"L. Kollmann; et al","8562",NA,"Brasil","Estação Biológica de Santa Lúcia",NA,"Arvoreto 5m. Inflorescência nova. Trilha do sagui, chapada. Área da luciana D Thomaz.","MBML025933","MBML025933","R. Goldenberg/19-01-2006","2006","01","19","Espírito Santo","Santa Teresa","-40.530278","-19.971389",NA,NA,NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA
"82","2020-07-10 09:47:29-03","MBML","MBML-HERBARIO","26096",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"L. Kollmann; et al","9075",NA,"Brasil","Nova Lombardia",NA,"Arvoreto 4m, botões marrons.","MBML026096","MBML026096","R. Goldenberg/IV-2009","2006","05","11","Espírito Santo","Santa Teresa","-40.510556","-19.823611",NA,NA,NA,NA,NA,NA,NA,NA,"40W30'38","19S49'25",NA,NA
"83","2020-07-10 09:47:29-03","MBML","MBML-HERBARIO","26957",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis",NA,NA,"F. Z. Saiter","301",NA,"Brasil","Estação Biológica de Santa Lúcia",NA,"Arvoreta c/ 3m alt., flores brancas, não amostrada, coletada na área 3 de L.D. Thomaz, 1997.","MBML026957","MBML026957","F. Z. Saiter/15-06-2006","2006","06","15","Espírito Santo","Santa Teresa","-40.530278","-19.971389",NA,NA,NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA
"84","2020-07-10 09:47:29-03","MBML","MBML-HERBARIO","26968",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis",NA,NA,"F. Z. Saiter","302",NA,"Brasil","Estação Biológica de Santa Lúcia",NA,"Arvoreta c/ 3m alt., frutos verdes, não amostrada, coletada na área 3 de L.D. Thomaz, 1997.","MBML026968","MBML026968","F. Z. Saiter/15-06-2006","2006","06","15","Espírito Santo","Santa Teresa","-40.530278","-19.971389",NA,NA,NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA
"85","2020-07-10 09:47:29-03","MBML","MBML-HERBARIO","28052",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis",NA,NA,"F. Z. Saiter","206",NA,"Brasil","Estação Biológica de Santa Lúcia",NA,"Arvoreta c/ 3m alt., flores brancas, não amostrada , na área 3 de L.D. Thomaz, 1997.","MBML028052","MBML028052","F. Z. Saiter","2005","07","02","Espírito Santo","Santa Teresa","-40.530278","-19.971389",NA,NA,NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA
"86","2020-07-10 09:47:29-03","MBML","MBML-HERBARIO","29137",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"F. Z. Saiter","50",NA,"Brasil","Estação Biológica de Santa Lúcia",NA,"Árvore com 5m alt., PAP 19+10cm, inflorescências com botões pardos, folhas jovens com borda avermelhada, A3P26N2402.","MBML029137","MBML029137","F. Z. Saiter/2005","2004","03","02","Espírito Santo","Santa Teresa","-40.530278","-19.971389",NA,NA,NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA
"87","2020-07-10 09:47:29-03","MBML","MBML-HERBARIO","29846",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"L. Kollmann","9652",NA,"Brasil","Santa Mônica, Torres de celular da Claro",NA,"Arvoreto 4m, frutos verdes.","MBML029846","MBML029846","L. Kollmann/11-05-2007","2007","04","24","Espírito Santo","Muqui","-41.289167","-20.918611",NA,NA,NA,NA,NA,NA,NA,NA,"41W17'21","20S55'7",NA,NA
"88","2020-07-10 09:47:29-03","MBML","MBML-HERBARIO","33361",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"R. Goldenberg; et al","892",NA,"Brasil","Nova Lombardia, Terreno do Furlani",NA,"Árvore 4m. Flores velhas.","MBML033361","MBML033361","R. Goldenberg/2007","2007","07","13","Espírito Santo","Santa Teresa","-40.537222","-19.804167",NA,NA,NA,NA,NA,NA,NA,NA,"40W32'14","19S48'15",NA,NA
"89","2020-07-10 09:47:29-03","MBML","MBML-HERBARIO","5693",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"W. Boone; et al","1333",NA,"Brasil","Estação Biológica de Santa Lúcia",NA,"Arvoreta +/- 5m. Frutos verdes. Heliófila. Mata primária.","MBML005693","MBML005693","R. Goldenberg/2008","1989","07","19","Espírito Santo","Santa Teresa","-40.530278","-19.971389",NA,NA,NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA
"90","2020-07-10 09:47:29-03","MBML","MBML-HERBARIO","7178",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"L. D. Thomaz","1825",NA,"Brasil","Estação Biológica de Santa Lúcia",NA,"Não amostrada, área 3, árvore +/- 5m, flores brancas.","MBML007178","MBML007178","R. Goldenberg/2005","1992","07","08","Espírito Santo","Santa Teresa","-40.530278","-19.971389",NA,NA,NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA
"91","2020-07-10 09:47:29-03","MBML","MBML-HERBARIO","8483",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"L. Kollmann; E. Bausen & W. Pizziolo","221",NA,"Brasil","Goiapaba-Açu",NA,"Chapada. Mata baixa. Arvoreto 4m. Frutos verdes.","MBML008483","MBML008483","R. Goldenberg/2005","1998","07","15","Espírito Santo","Fundão","-40.472222","-19.914167",NA,NA,NA,NA,NA,NA,NA,NA,"40W28'20","19S54'51",NA,NA
"92","2020-07-10 09:47:29-03","MBML","MBML-HERBARIO","8816",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"L. D. Thomaz","833",NA,"Brasil","Estação Biológica de Santa Lúcia",NA,"Não amostrada. Dentro P26, 5m. Fruto verde.","MBML008816","MBML008816","R. Goldenberg/2005","1994","08","09","Espírito Santo","Santa Teresa","-40.530278","-19.971389",NA,NA,NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA
"93","2020-07-10 09:47:29-03","MBML","MBML-HERBARIO","9023",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"L. Kollmann; E. Bausen & W. Pizziolo","1974",NA,"Brasil","São Lourenço, Country Club",NA,"Mata de encosta. Arvoreto 9m. DAP 12cm. Fuste 6m. Botões verdes.","MBML009023","MBML009023","R. Goldenberg/2005","1999","02","22","Espírito Santo","Santa Teresa","-40.635556","-19.925556",NA,NA,NA,NA,NA,NA,NA,NA,"40W38'8","19S55'32",NA,NA
"94","2020-07-10 09:47:29-03","MBML","MBML-HERBARIO","9320",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"L. D. Thomaz","825",NA,"Brasil","Estação Biológica de Santa Lúcia",NA,"Não amostrada, abaixo da P2, Flores brancas, com odor, 6m.","MBML009320","MBML009320","R. Goldenberg/Out.1995","1994","06","28","Espírito Santo","Santa Teresa","-40.530278","-19.971389",NA,NA,NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA
"95","2020-07-10 09:47:29-03","MBML","MBML-HERBARIO","9321",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"L. D. Thomaz","847",NA,"Brasil","Estação Biológica de Santa Lúcia",NA,"Não amostrada, embaixo P2, fruto verde/preto, 3m.","MBML009321","MBML009321","R. Goldenberg/1995","1993","10","06","Espírito Santo","Santa Teresa","-40.530278","-19.971389",NA,NA,NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA
"96","2020-07-10 09:47:29-03","MBML","MBML-HERBARIO","52814",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"T.F. Sagrillo","243",NA,"Brasil","Aricanga",NA,"Arvoreto, 4m, apenas em botões","MBML052814","MBML052814",NA,"2018","01","14","Espírito Santo","Aracruz","-40.2733001708984","-19.8202991485596","37987","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2020-09-12 05:00:02-03","US","US","2615253","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"M. Kuhlmann & A. Gehrt",NA,"South America - Neotropics","Brazil","Estrada para Itajubá",NA,NA,"US01907352","US01907352_01 US01907352_02",NA,"1939","4","21","Minas Gerais","Delfim Moreira","-45.2799987792969","-22.5091991424561","20219","auto",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"98","2020-09-12 05:00:02-03","US","US","259809","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.","Possible syntype","F. R. Mendonca","460","South America - Neotropics","Brazil","Alto Macahé",NA,"Protologue cites two collections [syntypes], Glaziou 16918 (Rio de Janeiro) and Mendonca [s.n.], Minas Geraes. Locality on this Mendonca specimen (Alto Macahé) is in Rio de Janeiro but specimen is annotated with typified name by Cogniaux so is probably original material if not syntype.","US01105593","US01105593_01",NA,"1884",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"99","2020-09-12 05:00:02-03","US","US","2941476","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"Renner, --",NA,"South America - Neotropics","Brazil","Parque Nacional Serra de Itatiaia, near waterfall",NA,NA,"US01907356","US01907356_01 US01907356_02",NA,"1982","3","9","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"100","2020-09-12 05:00:02-03","US","US","3215758","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"W. Boone, E. Bausen, W. Pizziolo & J. Molino",NA,"South America - Neotropics","Brazil","Estação Biológica de Santa Lúcia, lado direito do Rio Timbuí",NA,NA,"US01907354","US01907354_01 US01907354_02",NA,"1989","7","19","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617","23813","auto",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
"101","2020-09-12 05:00:02-03","US","US","2368152","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","longicuspis","Miconia longicuspis","Cogn.",NA,"E. Vainio",NA,"South America - Neotropics","Brazil","Caraça",NA,NA,"US01907355","US01907355_01 US01907355_02",NA,"1885","4","5","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1"
