"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","infraspecificEpithet"
"96","2020-02-08 08:53:42-03","NBC","NL-BOTANY","U.1169575","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","Christenhusz MJM","1999","06","01","Zaandam CJ","1923","05","11","Surinam","Brokopondo",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1169575 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1169575","NL-U1169575",NA,NA,"Brassicales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0108209",NA,NA,NA,NA
"97","2020-02-08 08:53:42-03","NBC","NL-BOTANY","U.1169576","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","Christenhusz MJM","1999","06","01","Heyde NM; Lindeman JC","1976","11","14","Surinam","Nickerie",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1169576 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1169576","NL-U1169576",NA,NA,"Brassicales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0108208",NA,NA,NA,NA
"98","2020-02-08 08:53:42-03","NBC","NL-BOTANY","U.1169585","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.",NA,NA,NA,NA,"Pulle AA","1920","08","24","Surinam","Sipaliwini",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1169585 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1169585","NL-U1169585",NA,NA,"Brassicales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0108207",NA,NA,NA,NA
"99","2020-02-08 08:53:42-03","NBC","NL-BOTANY","L.2449778","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.",NA,NA,NA,NA,"Hassler E","1913","08","01","Paraguay",NA,NA,"Paraguaria centralis: In regione lacus Ypacaray.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2449778 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2449778","NL-L2449778",NA,NA,"Brassicales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"100","2020-02-08 08:53:42-03","NBC","NL-BOTANY","U 0083648","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","Clarke HD",NA,NA,NA,"Clarke HD; Mori SA; Heald S","1997","03","24","Guyana","Potaro-Siparuni",NA,NA,"-58.8","4.333333","-58.8","4.333333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200083648 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0083648",NA,NA,NA,"Brassicales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"101","2020-02-08 08:53:42-03","NBC","NL-BOTANY","U 0255582","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.",NA,NA,NA,NA,"Jansen-Jacobs MJ; et al.",NA,NA,NA,"Surinam",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200255582 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0255582",NA,NA,NA,"Brassicales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"102","2020-02-08 08:53:42-03","NBC","NL-BOTANY","U 0259676","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.",NA,NA,NA,NA,"Lindeman JC; Heyde NM",NA,NA,NA,"Surinam",NA,NA,"1.5 km S of road camp, ca 20 km SW of Avanavero Dam site",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200259676 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0259676",NA,NA,NA,"Brassicales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw22729",NA,NA,NA,NA
"103","2020-02-08 08:53:42-03","NBC","NL-BOTANY","U 0273536","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.",NA,NA,NA,NA,"Lindeman JC","1953","03","20","Surinam","Para",NA,"Jodensavanne-mapanekreek in high forest near camp 12",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200273536 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0273536",NA,NA,NA,"Brassicales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw2330",NA,NA,NA,NA
"104","2020-02-08 08:53:42-03","NBC","NL-BOTANY","U 0273546","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.",NA,NA,NA,NA,"Unknown","1954","01","01","French Guiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200273546 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0273546",NA,NA,NA,"Brassicales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw5424",NA,NA,NA,NA
"105","2020-02-08 08:53:42-03","NBC","NL-BOTANY","U 0273550","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.",NA,NA,NA,NA,"Lindeman JC","1953","09","30","Surinam","Para",NA,"Jodensavanne-Mapanekreek in high forest along raod between small oil camo and Mapane.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200273550 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0273550",NA,NA,NA,"Brassicales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw3279",NA,NA,NA,NA
"106","2020-02-08 08:53:42-03","NBC","NL-BOTANY","U.1169577","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","Christenhusz MJM","1999","06","01","Oldeman RAA","1966","03","02","French Guiana","Saint-Laurent-du-Maroni",NA,NA,"-53.233333","3.6","-53.233333","3.6",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1169577 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1169577","NL-U1169577",NA,NA,"Brassicales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0108200",NA,NA,NA,NA
"107","2020-02-08 08:53:42-03","NBC","NL-BOTANY","U.1169578","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","Christenhusz MJM","1999","06","01","Wachenheim G",NA,NA,NA,"French Guiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1169578 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1169578","NL-U1169578",NA,NA,"Brassicales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0108201",NA,NA,NA,NA
"108","2020-02-08 08:53:42-03","NBC","NL-BOTANY","U.1169579","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","Christenhusz MJM","1999","06","01","BAFOG (Service Forestier)","1956","03","15","French Guiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1169579 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1169579","NL-U1169579",NA,NA,"Brassicales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0108202",NA,NA,NA,NA
"109","2020-02-08 08:53:42-03","NBC","NL-BOTANY","U.1169580","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","Badillo VM","1966","01","15","Kuhlmann JG","1921","10","12","Brazil","Rio de Janeiro",NA,"Rio de Janeiro in silvis Mundo Novo ad urben.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1169580 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1169580","NL-U1169580",NA,NA,"Brassicales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0183259",NA,NA,NA,NA
"110","2020-02-08 08:53:42-03","NBC","NL-BOTANY","U.1169581","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","Christenhusz MJM","1999","06","01","Fanshawe DB","1944","09","28","Guyana",NA,NA,"Mazaruni river: Takutu creek - Puruni river.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1169581 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1169581","NL-U1169581",NA,NA,"Brassicales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0108203",NA,NA,NA,NA
"111","2020-02-08 08:53:42-03","NBC","NL-BOTANY","U.1169583","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","Christenhusz MJM","1999","06","01","Smith AC","1938","01","01","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1169583 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1169583","NL-U1169583",NA,NA,"Brassicales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0108205",NA,NA,NA,NA
"112","2020-02-08 08:53:42-03","NBC","NL-BOTANY","U.1169584","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","Christenhusz MJM","1999","06","01","Sabatier D",NA,NA,NA,"French Guiana","Cayenne",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1169584 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1169584","NL-U1169584",NA,NA,"Brassicales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0108206",NA,NA,NA,NA
"113","2020-02-08 08:53:42-03","NBC","NL-BOTANY","U.1169586","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","Clarke HD",NA,NA,NA,"Clarke HD; Mori SA; Heald S","1997","03","24","Guyana","Potaro-Siparuni",NA,NA,"-58.8","4.333333","-58.8","4.333333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1169586 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1169586","NL-U1169586",NA,NA,"Brassicales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0083647",NA,NA,NA,NA
"114","2020-02-08 08:53:42-03","NBC","NL-BOTANY","U.1169590","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","06","21","Brazil",NA,NA,"Flora Brasiliae Australis. Est. Paraná. Forest along road between Porto Byington and airstrip S of it.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1169590 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1169590","NL-U1169590",NA,NA,"Brassicales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"115","2020-02-08 08:53:42-03","NBC","NL-BOTANY","U.1169591","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.",NA,NA,NA,NA,"Schinini A; Dematteis M; Caballero Mármori G","1996","10","15","Paraguay",NA,NA,"Dep. Alto Paraná. Reserva Biológica Limoy, cerca del rio Lirnoy y Embalse de la Represa Itaipú en el río Paraná. En selva marginal del Ayo. Azul.","-54.75","-25.75","-54.75","-25.75",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1169591 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1169591","NL-U1169591",NA,NA,"Brassicales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"116","2020-02-08 08:53:42-03","NBC","NL-BOTANY","U.1169592","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.",NA,NA,NA,NA,"Forero E; Wrigley BL","1968","08","16","Brazil",NA,NA,"Plants of Brazilian Amazonia. Territory of Rondônia. Porto Velho to Cuiabá highway. Vicinity of Jarú.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1169592 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1169592","NL-U1169592",NA,NA,"Brassicales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"117","2020-02-08 08:53:42-03","NBC","NL-BOTANY","U.1169593","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.",NA,NA,NA,NA,"Lindeman JC","1953","09","30","Surinam","Para",NA,"Jodensavanne-Mapanekreek in high forest along raod between small oil camo and Mapane.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1169593 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1169593","NL-U1169593",NA,NA,"Brassicales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0108214",NA,NA,NA,NA
"118","2020-02-08 08:53:42-03","NBC","NL-BOTANY","U.1169594","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","Christenhusz MJM","1999","06","01",NA,"1916","10","12","Surinam",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1169594 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1169594","NL-U1169594",NA,NA,"Brassicales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0108210",NA,NA,NA,NA
"119","2020-02-08 08:53:42-03","NBC","NL-BOTANY","U.1169595","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","Christenhusz MJM","1999","06","01",NA,"1924","05","02","Surinam","Brokopondo",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1169595 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1169595","NL-U1169595",NA,NA,"Brassicales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0108211",NA,NA,NA,NA
"120","2020-02-08 08:53:42-03","NBC","NL-BOTANY","U.1169596","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","Christenhusz MJM","1999","06","01","Gonggrijp JW; Stahel G","1923","08","03","Surinam",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1169596 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1169596","NL-U1169596",NA,NA,"Brassicales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0108212",NA,NA,NA,NA
"121","2020-02-08 08:53:42-03","NBC","NL-BOTANY","U.1169597","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.",NA,NA,NA,NA,"Lindeman JC","1953","03","20","Surinam","Para",NA,"Jodensavanne-mapanekreek in high forest near camp 12",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1169597 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1169597","NL-U1169597",NA,NA,"Brassicales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0108213",NA,NA,NA,NA
"122","2020-02-08 08:53:42-03","NBC","NL-BOTANY","U.1169598","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.",NA,NA,NA,NA,"Ducke A","1919","11","03","Brazil",NA,NA,"Rio Branco de Obidos (civ. Pará), silva non inundata.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1169598 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1169598","NL-U1169598",NA,NA,"Brassicales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"123","2020-02-08 08:53:42-03","NBC","NL-BOTANY","U.1169601","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.",NA,NA,NA,NA,"Krukoff BA","1931","09","01","Brazil",NA,NA,"Flora of Brazil. State of Para: upper Cupary River, plateau between the Xingu and Tapajos Rivers.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1169601 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1169601","NL-U1169601",NA,NA,"Brassicales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"124","2020-02-08 08:53:42-03","NBC","NL-BOTANY","U.1169602","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.",NA,NA,NA,NA,"Woolston AL","1957","10","18","Paraguay",NA,NA,"Depto. San Pedro, Alto Paraguay: Primavera.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1169602 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1169602","NL-U1169602",NA,NA,"Brassicales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"125","2020-02-08 08:53:42-03","NBC","NL-BOTANY","U.1169603","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.",NA,NA,NA,NA,"Hatschbach GG","1965","10","11","Brazil",NA,NA,"Orto Florestal (mun. Maringá) Paraná.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1169603 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1169603","NL-U1169603",NA,NA,"Brassicales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"126","2020-02-08 08:53:42-03","NBC","NL-BOTANY","U.1169604","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.",NA,NA,NA,NA,"Ducke A","1922","10","12","Brazil",NA,NA,"Rio Tapaja (civ. Pará) prope cataractro infervres inter locos Qimental at Pocãv silva non inundata.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1169604 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1169604","NL-U1169604",NA,NA,"Brassicales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"127","2020-11-04 10:55:23-03","ESALQ","ESA","133007","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","Rodrigues, R. R.","2015","07","02","Barroso, R.M.; Kochanovski, F.J.; Montebeller,C.; Leme, F.M.; Bacci, L.F.; Marcelo-Peña, J.L.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","2015","07","02","Brasil","São Paulo","Piracicaba","Estação Ecológica de Ibicatu. Floresta Estacional Semidecidual.","-47.82555","-22.77873","-47.82555","-22.77873","545","545","Árvore, ca. 15m.","ESA133007",NA,"101.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-11-04 11:04:29-03","ESALQ","ESA","71682","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) DC.",NA,NA,NA,NA,"Fonseca, R.C.B.","1996","02","08","Brasil","São Paulo","Botucatu",NA,"-48.439998626709","-22.8799991607666",NA,NA,NA,NA,NA,"ESA071682","ESA071682","38.0","Magnoliophyta",NA,NA,NA,"40412","auto",NA,NA,NA,NA,NA,NA
"129","2020-11-04 11:04:29-03","ESALQ","ESA","41566","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","Rozza, A.F.",NA,NA,NA,"Rozza, A.F.","1995","09","20","Brasil","São Paulo","Matão",NA,"-48.3600006103516","-21.6000003814697",NA,NA,NA,NA,NA,"ESA041566","ESA041566","108.0","Magnoliophyta",NA,NA,NA,"26922","auto",NA,NA,NA,NA,NA,NA
"130","2020-11-04 11:04:29-03","ESALQ","ESA","3645","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","Catharino, E.L.M.","1988","03","15","Catharino, E.L.M.","1987","08","20","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA003645","ESA003645","1172.0","Magnoliophyta",NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA
"131","2020-11-04 11:04:29-03","ESALQ","ESA","134389","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","Rodrigues, R.R.","2015","07","07","Barroso, R.M.; Kochanovski, F.J.; Montebeller,C.; Leme, F.M.; Bacci, L.F.; Marcelo-Peña, J.L.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","2015","07","07","Brasil","São Paulo","Mombuca","Mata do Pinheirinho. Usina Rosana","-47.560001373291","-22.9200000762939","-47,657,290","-2,292,987","561","561","Árvore.","ESA134389",NA,"217.0","Magnoliophyta",NA,NA,NA,"13659","auto",NA,NA,NA,NA,NA,NA
"132","2020-11-04 11:04:29-03","ESALQ","ESA","6004","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","Rodrigues, R.R.",NA,NA,NA,"Gomes, J.M.L. et al.",NA,NA,NA,"Brasil","Espírito Santo","Ibiraçu",NA,"-40.369701385498","-19.8318996429443",NA,NA,NA,NA,NA,"ESA006004","ESA006004","1158.0","Magnoliophyta",NA,NA,NA,"13709","auto",NA,NA,NA,NA,NA,NA
"133","2020-11-04 11:04:29-03","ESALQ","ESA","51679","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa",NA,"Maria, V.R.B.",NA,NA,NA,"Maria, V.R.B.",NA,NA,NA,"Brasil","Mato Grosso do Sul","Bonito",NA,"-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,NA,"ESA051679",NA,NA,"Magnoliophyta",NA,NA,NA,"71352","auto",NA,NA,NA,NA,NA,NA
"134","2020-11-04 11:04:29-03","ESALQ","ESA","109990","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa",NA,NA,NA,NA,NA,"Franco, G.A.D.C. ; Furlan, E.",NA,NA,NA,"Brasil","São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273",NA,NA,NA,NA,NA,"ESA109990","ESA109990","4555.0","Magnoliophyta",NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA,NA
"135","2020-11-04 11:04:29-03","ESALQ","ESA","64933","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","A.DC.",NA,NA,NA,NA,"Gorenstein, M.R.","1999","06","01","Brasil","São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273",NA,NA,NA,NA,NA,"ESA064933","ESA064933","5019.0","Magnoliophyta",NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA,NA
"136","2020-11-04 11:04:29-03","ESALQ","ESA","112042","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa",NA,"Aguirre, G.H. et al.",NA,NA,NA,"Aguirre, G.H.","2008","01","22","Brasil","São Paulo","Quatá",NA,"-50.689998626709","-22.2399997711182",NA,NA,NA,NA,NA,"ESA112042","ESA112042",NA,"Magnoliophyta",NA,NA,NA,"24407","auto",NA,NA,NA,NA,NA,NA
"137","2020-11-04 10:55:23-03","ESALQ","ESA","137160","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.",NA,NA,NA,NA,"Colletta, G. D","2015","11","10","Brasil","São Paulo","Gália","Estação Ecológica de Caetetus, trilha do 1 e do jipe","-49.5499992370605","-22.2900009155273",NA,NA,NA,NA,"Árvore, 10m, (estéril)","ESA137160",NA,"2339.0",NA,NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA,NA
"138","2020-11-04 10:55:23-03","ESALQ","ESA","143118","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa",NA,"Monteiro, R.S.","1990","12","24","Rosane","1990","11","14","Brasil","Maranhão","Açailândia",NA,"-47.5046997070312","-4.9466700553894",NA,NA,NA,NA,NA,"ESA143118",NA,"24.0",NA,NA,NA,NA,"95172","auto",NA,NA,NA,NA,NA,NA
"139","2020-11-04 10:55:23-03","ESALQ","ESA","143117","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa",NA,"Monteiro, R.S.","1990","11","14","Monteiro, R.S.","1990","11","14","Brasil","Maranhão","Açailândia",NA,"-47.5046997070312","-4.9466700553894",NA,NA,NA,NA,NA,"ESA143117",NA,"24.0",NA,NA,NA,NA,"95172","auto",NA,NA,NA,NA,NA,NA
"140","2020-11-04 10:55:23-03","ESALQ","ESA","135627","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A. DC.","D.P.P Braga","2014","03","25","D.P.P Braga",NA,NA,NA,"Brasil","Para","São Félix do Xingu",NA,"-51.9949989318848","-6.64472007751465",NA,NA,NA,NA,NA,"ESA135627",NA,"112.0",NA,NA,NA,NA,"354043","auto",NA,NA,NA,NA,NA,NA
"141","2020-11-04 11:04:29-03","ESALQ","ESA","8056","PreservedSpecimen","Plantae","Caricaceae","Jacaratia","spinosa","Jacaratia spinosa","(Aubl.) A.DC.","Souza, V.C.",NA,NA,NA,"Zandoval, J.A.","1985","10","04","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA008056","ESA008056","22.0","Magnoliophyta",NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA
